PriceHistoryID,ProductID,OldPrice,NewPrice,EffectiveDate,RowHash
0ee7ccaf-41c3-4298-880b-804560263e2d,3446,18.47,127.91,2025-01-23,5c30b3fa1fa9077867fc00e6edbd88b7
32cbf619-dac5-4913-824d-81ae0e3c962f,4519,25.24,70.36,2024-11-20,b42d6e11b2d92343da1eb3391dbdef9a
1e266b24-d20f-4c6f-855a-e70b63fb9129,3847,48.02,85.71,2025-04-07,a53137ce5e876be753525dd06b9be691
377ffeeb-71f5-45f6-bf44-2b13f88f7a7c,3801,26.52,132.22,2025-05-11,39ac0150b3956338ea69c013c412dd57
ca25b21b-bace-469f-a33e-14e76dcf29ba,3243,10.3,88.09,2024-10-06,c103fe62da26a28722424f23714f472a
a82d5445-d283-401f-94ec-898f33c59123,1835,30.3,77.49,2025-04-11,00148033fd413270ba268264937e06aa
65ecca7b-793e-411f-86e5-e2c2a8b3ab95,2167,22.3,140.36,2024-10-01,61012b6ae6ed3058c1f0a2057a4de8e0
9dfbf5b5-ae42-4613-9ef5-53d595c9ee25,3398,36.93,51.41,2024-05-13,c21a99eb891147149ce07342c84b60bc
faceb937-9115-4ba9-a2d1-1fac0a9af005,3397,11.31,53.6,2024-12-20,13ee78b1738295b53e111d4c7a9d4ee2
d3f03cce-8a6e-4360-a348-e76bbbf721f4,3068,43.63,102.38,2024-08-20,db6e7e8a3a11773de61b4f32403c62a0
14bba15d-1b8a-4ef0-ae56-b8fed79c1282,4915,22.7,67.87,2024-10-10,f45adc68cd9a38ff18ea44bd7b69476d
40cbaa28-5b26-4937-a1c1-a2947a09c182,4688,49.71,74.94,2024-07-19,d62634aa92108e7461b564b3afe4ba09
15939cca-e41e-498c-bee2-75deabc588a7,3207,17.71,114.8,2025-04-13,17d7f20fb505c441345f7a58489b190c
2519544d-0fe8-4f12-bc53-66374fa7c10d,423,42.05,108.21,2024-05-15,d98d1fd67ff64ad35cc5d3c3b97f2c0b
1c9568d4-9bbd-434c-ba5d-36d2499d0f6e,1056,47.58,89.65,2024-11-09,921ff034a9eae7db22e833b6ea0b427b
721b0550-e828-4989-b470-3debb8824a01,1424,26.12,82.49,2024-12-05,06c5421dd1805a8a57e6ba04322cdb64
25a6238d-be61-4b8b-ac15-52c19ecffa85,1298,27.5,60.86,2025-04-18,4923a4905d6b2c56d82f9df50f6a36ea
6078a467-a31b-4d65-93e7-58f72965676f,1035,30.17,113.51,2025-01-17,b7e1929bcd25c297f16960d5a2b33b11
2d8e343c-234e-46b1-ad48-18303de1b864,3212,43.72,113.1,2024-09-12,a02dcbb726e2cf77aaf345922c52481d
540d6f42-f7c7-40c6-a29c-fc6ce27e06e8,2132,43.49,66.75,2024-10-23,36c2ec472cbcda8fddd50847687201c5
605d5e05-dad5-4bc1-ba79-58f107eee824,2642,18.15,60.23,2024-07-07,6a22af2c54c08592c5238efc44d101b9
076d4c2b-5b36-49ff-a5a0-6689b381ee08,3584,10.46,127.23,2025-01-19,aa8ef8fe3d6aaea26340f4b55d8b8cf1
bbd4a2ee-fd2a-42cf-9bd7-07093d7bce03,1254,11.11,121.05,2025-05-11,8af186be4ab073f982a1f95b367ed49e
9513b706-ef2a-4d03-8186-824e1744c7da,646,32.87,53.5,2025-02-15,64d9ccaa37d36ac592ff39dda4d7e98b
2941164d-7360-4175-8298-11eb67ac76e7,1070,49.34,113.81,2024-07-20,056202177ca20ef32bb26678e8d381a1
2d846991-e210-4bfa-8435-2b3855fadfe5,2934,17.46,115.6,2024-11-01,9666cef696abb69faa4d35015163b4b2
0b23b646-ad8c-424f-affd-70ba9e497e79,1817,21.88,104.01,2024-06-22,e2057b81c6f5aadc5b3c0e2e9d4d7672
d7784b9d-6a92-4eef-a7af-eb7ce670b5cb,2010,39.05,130.9,2024-12-22,4df43c8bff9cf5e00150ea3e1d2bdc29
35bdd0ae-d2ae-41bc-a319-5b52b086c9df,3098,40.82,116.27,2025-01-22,e71dacc25909b0cc0273e8df8869b330
611096af-67c0-4311-9c45-65e3c18e5431,2253,13.32,65.23,2025-03-24,9d13e9097af3d421b03f7e46439fde34
f2d62528-a8ae-4d30-b3b1-e349be6e6612,190,35.54,108.36,2024-07-12,27530738e3c26633958d4148f729d5fb
a8352a60-6dc6-4117-89c0-10df49d78d37,848,14.44,142.79,2024-10-17,a6112bcd6f002c577b3bb95c83878b2d
b6f0fe16-d1e4-4b47-9ca3-46abe3c28dda,1006,14.28,78.96,2024-05-21,5676d5a00000d044c3dc8d84c1994542
92a2f577-bb73-4c30-862f-87dca43041ab,1480,13.71,99.93,2025-03-02,36e1d5be4d631d2d408d2e49cd01e916
9813c720-1e79-41e4-8ce5-cafeef9c9665,2961,46.51,71.59,2024-06-29,ec8f7742da716c9677d9a4eeb5e46e46
83b4cccf-fb42-4727-a6a8-b02ccd91f6c0,825,29.64,53.17,2025-05-08,601151ee4cc6fb7e1cec60c77750d535
23353202-cf33-4db7-bde4-087353ed450d,603,29.46,112.94,2025-03-29,9b434ec46d7074cc76077dd4fee1b502
47717c09-4eeb-4971-86be-2c8329eceea0,1723,37.49,88.15,2025-01-11,64c575363e8bd29f8e57ba4fe0de981e
39b3eb17-9681-4fc0-92e4-ec1aeee6cddc,2569,35.34,95.64,2025-01-21,cadf37146f13c9f75782a2e68dd42be7
bc50eb22-d59e-4aa3-9954-087110911525,1320,17.19,52.0,2024-10-06,5869adac44b28ea6925597c5da28a26c
096af347-65fb-4e68-a996-5ae52ef7dbb2,1464,36.39,113.49,2025-03-12,f21f07b71f2b5f862cd74d95025f6d27
1a593087-ffc9-4119-9f03-a4cec57250be,258,14.69,84.94,2025-02-22,1fa1ac924aa47aa251035ef97cfa0f79
cffdb10f-f8fb-4a2e-a94b-e29cabab139f,2841,29.36,111.79,2025-03-25,95e0a4ea297934cba475b7e4480044e6
7c6d6982-0e0b-472d-8150-c7f2416c84f6,4477,10.2,102.65,2024-06-05,220470261bf6bb06fe24e3066bf64cad
3dd1db60-a9c8-4745-b868-f0004af51f7d,2085,47.06,70.09,2024-06-27,64f2508c60fe54c65686ea144e32788f
f8de745f-cda2-4c13-9593-bde74c59700b,243,31.44,102.28,2024-12-14,59188b90cc25dfe5e22efe41fb2b6eb3
fe578ebc-323e-4108-883b-676136c2612e,1249,18.65,87.12,2024-10-27,1d3f9a38248df4e7e2a7d2a788e2091f
8911ca37-c97f-44a3-b3ea-4a7cd482a1e3,1778,11.18,64.72,2024-11-26,d8276d335de2c61fc1bb2e153059390b
