ChannelID,CampaignID,ChannelType,Cost,RowHash
f2a01c8c-8fb8-4894-be3d-f62e809cb3ce,2cb28fe2-65ca-4bff-a89a-827d5614ef2a,TV,669.31,6ad279155dfffde54b7a3845c43c441f
5553e97c-c206-490b-9a34-b0adb3838bff,79ebd383-984b-448e-b512-2b03e29c9dd3,Email,1178.4,3f1e86415b77633ed7fe679a9ea17b87
9f8462bb-641e-4c59-b2ce-64568e7c5ccc,0a049832-cce2-405c-b0aa-f29e051bd720,SMS,392.01,8dba91670a38f33feae99d9280bb3ff0
3ed8aaa5-da18-4273-b6f8-61b07bf53b05,827af6b9-f906-49bc-af4c-018d15b2687d,TV,1296.69,fecf68b58fcbfc35d7fbe9e868770f80
55f69a7a-df51-456f-a5d4-faf12cf4d4c1,bca55cdb-7ee1-4801-9f92-4db1ee5dafce,TV,1190.37,e5aa884b86dd182cdc89e9e66245d54b
6bd91648-9206-4b3b-afe0-72c7bcc74f91,9fc63dcc-ba53-434f-916a-cc42ecd38ffc,Website,487.99,1029e1c278d40e7bed0ec2385909f683
c0ac0ebf-2e44-49bc-a392-227ce8320ba1,9fc63dcc-ba53-434f-916a-cc42ecd38ffc,Email,1115.53,3893cda167b966d6ac854bb25de83733
de1553e4-b6ed-45f4-92c6-3f14b3f68c57,0ba5cc44-211d-4e07-a298-037b0ba758d3,Website,306.41,2df8b606d35617e293ad6514af6ab483
827e303f-79df-4401-8d36-4de07da94f0d,84996568-a6a8-46bd-86af-df1aeb82bf78,Website,1314.11,36909fb9b1982eb4039792355a8afaef
82459d37-7b0c-4e3a-9cdc-b6070008b508,de44d538-a384-48c5-8fff-2c32ba92a0cd,Email,425.7,b8bd06ca26655176146fea5b2b0c6033
f28f5306-38ad-4af8-b731-2a7f9f4cfc5e,68b48bcd-0844-4b98-94ff-4ac550996e67,TV,437.51,d566c200c28cabe607beb88e342a68f1
1964c1f5-fc53-4adf-8756-e99b31e2ec73,ef69b1f3-4e82-4c0e-b04f-4e73cd09e9e6,TV,1028.37,1c116fcc05cdad994f6b0e1e9a7d78af
bad2204f-4acd-4685-b025-9f6673a9a123,71f0344b-8a96-40a9-9210-bbaeda134d87,SMS,232.03,c381a6dcda8765e097a57a37c9e525c7
be3d9418-e570-4874-8f74-9491840704e2,f70e3d3a-59e4-4722-a4d1-c1ceb3b20c4c,Social Media,491.2,1c8b67a59ee5270a88837a6cf77e3cc4
62043e3b-ba51-4964-a010-0793ec87adb5,901c9b90-9330-43eb-9545-00446eba87a0,TV,232.96,aa6734f2efc96cf63023d961cc1f2a3c
c9ffd1a2-119f-4848-85b9-444a389134a2,2cc20786-9286-4429-9265-85c724e37888,Social Media,1085.21,4774018ac0a4f332081855efb46d5415
1c1fc2fd-5d31-4a10-ab29-8f5afa169feb,60b6de12-66b8-4558-a692-49a03e285529,Social Media,1733.44,dd1962292eec089fcc233fd369d31e0f
674ddd6b-bd4c-43ee-ba0d-aa0f3651e91c,4d9cbc68-07e9-45dc-b6f8-d3c2a8393091,Website,398.37,f545702e8019379f4fadef22810802f1
de2e07c8-19bd-4cad-a298-28f6fa44c9c9,a02a616f-68f9-451a-ba0a-6f2271c08f5f,SMS,1119.26,79e54c53d0bfa8dbd68cfdf8e00f54e3
a4970c31-6c39-41cb-83d5-6a3bc2f9b12e,06c3c465-e9c3-4fc1-97a4-ee07fffb5e87,Email,839.09,9d86056bebced1c812c985a9b035fdaf
fa297b2b-413e-4d21-aa7d-43ccb37c6ced,4d54349e-fdbf-499d-914c-a20ad81ca17c,SMS,1753.85,f386f74b2c3015d6153d82a32aef0192
99bbdfcb-bd13-4de2-8da1-06109011910b,d7a3a8f9-52e6-49b9-b02a-d7b3857a66da,Website,1654.0,e0dd401a5b7f9a96d9a310d5903c4dc0
951b3a1c-8862-40d5-9d5a-447092b60922,f3431348-4ea8-4530-9952-242665591ad6,Website,401.68,78dba7e53b1dfe868ffecfc1bf6f3352
aff44212-11c4-4d66-8446-c79a382c1310,66268de6-019e-418c-b4a1-7452706cdd1f,Social Media,1216.23,a0fd0aed52195cce3aae98f0be43d229
9a065424-d9df-47fa-9e6a-0071a24cc240,27749fa0-538d-4a9a-a5b7-55b7a6df3b22,Website,623.34,838a8c7564d1ffe0e20fea75ec2d0a1f
2e8c5e2f-3f6b-4a3f-bccc-9de97491a70d,8a32fa4f-cd62-4f10-9712-abc3ee1bab32,SMS,946.89,93e6cd66a4a2e539d827a2eb43bca23c
b4d100d8-0bf7-4641-bd9f-ada732f4dc73,2cb28fe2-65ca-4bff-a89a-827d5614ef2a,TV,1634.38,05003df513a8652b94ac20f7750f108b
b311e357-79c4-43ad-8852-4bd3f3e46983,a977bca5-8095-4320-8be1-902d4772326a,Social Media,1829.57,d0e667eea13d6c6e11931c27843015c7
176672b6-5c6a-4f71-9f4a-5d4299e97bce,db5c81aa-2c7f-4b23-8a91-19ac1da1c9dd,Website,979.12,5ec8efd2e2c74e35a90200475175cc0d
abad3491-6211-416c-8954-d090ac0c5881,4775ae58-2a15-4f6f-ba3a-7e4c8dbe5f7d,Email,647.03,dc803681a6ecdde7717b1af8cfcd7dcd
b116bad7-e618-4367-a882-f593c3e809b6,e6ddf59b-b180-4fb0-89fb-6b80810040a2,Social Media,1430.6,f419b6477156e8176a3efffe29e7b686
8f469917-2423-40bb-a167-2799b25ba748,a99da37a-3436-4d99-a820-63968c134c10,Social Media,843.07,31e578ed69f3c8cea41b2384a4c94dee
45843bcc-3015-405a-9b81-1809f0b8421a,e0c8cb31-bae5-4714-9a92-c713fd85d2e9,Website,573.36,19d51a1dc8cb7fddf5d3a9f9676076a3
a1ae3a63-789b-4f7e-8b53-122d63dfb553,bf54ce17-9b2c-472e-86cb-3ab92b42fc63,Website,969.87,b937ef98612e66cc7c5571719f4ae510
e6824baf-e470-4cc8-83c0-52c46d9313e8,7702a0cd-afad-4a7e-8a0e-27399a8d1b03,SMS,1427.19,b5fa511144213d59751e5f644f1db027
4d97f40c-7923-4288-b02d-b268ed63e06d,90ab4671-853f-4b0a-90fb-088fd22075c8,Website,1427.43,e1d2917f566fae37b7c3f98690a85060
fb6f34fc-e042-4d66-a1f2-28d884f47383,4775ae58-2a15-4f6f-ba3a-7e4c8dbe5f7d,SMS,1782.53,05d60a0bded14d46157ae05460be082d
49e682ec-cbc9-4cfb-bd03-a670a1dc8e2d,4114be48-8e57-4ce7-a116-c4cc68fb4635,Social Media,1776.86,fac8eefd053492bab96924f8d858eca8
87270cc8-ee24-4e88-8378-1a58bae4adad,b1f23e79-d057-4ef4-a089-e77e874c4910,Social Media,1366.65,a2db93cba8a1acf4431ee009a4082436
6dcbc6bd-09e2-49a4-82e9-9c4ed2ef6ec8,c2bba7ef-f9a4-4e72-bb31-8ed0d84ca8a3,SMS,1826.6,73b7e3f0bf6a8b531d75b19ce3f1ea40
89859275-b884-4193-82b4-988b80ed1f02,4d9cbc68-07e9-45dc-b6f8-d3c2a8393091,TV,330.34,8e8c6bb8d53b5809842774bda9d6282e
efe16b33-3f59-4768-b3e0-7675ab413310,c5436a7c-1ac9-42b9-9e9b-d52c0d2515cb,Email,1535.25,7949fdb52ff1f6c99e7ad3c7ba90890b
5b6b413b-7f24-423b-b07d-01f4918bfe7e,27749fa0-538d-4a9a-a5b7-55b7a6df3b22,Social Media,879.18,6664d6e4fc25368a67857f7bfa5efcd6
6f330133-de33-4597-a08f-e7f7452ad7cf,60b6de12-66b8-4558-a692-49a03e285529,Social Media,494.01,d6f8dafbddde48ec4ae562d36dfd1709
93288bb6-fdf3-4cbf-a435-192c4219cb95,4775ae58-2a15-4f6f-ba3a-7e4c8dbe5f7d,Website,150.76,b41c0536a5b933097bf6ac20d35f0d1f
b175c84f-ad34-4507-ad6d-1847ad303c8e,a1cc4f2b-ba85-476c-8e18-2e4f58256673,Website,824.2,a98bcc939f78910c0f6dc8a2bf0d6d6a
a4d7ad79-e8c5-4746-b39b-732ce5544104,150d5c66-375b-4462-8f4c-79e598d7c90d,Website,1725.97,bf2e5d610170ba67eaeecd6f4df88a89
c0cc4a4d-80d6-425a-b16b-94e054e2da51,9fc63dcc-ba53-434f-916a-cc42ecd38ffc,Email,120.4,04d96394ce54010523e0197fbfc70148
5b40f4e7-8f60-4461-b048-246687206275,a02a616f-68f9-451a-ba0a-6f2271c08f5f,SMS,721.51,d4766ea9f1f97d1e8a480c479467913a
a374436e-39f0-4fea-a5f4-a9178c7a93a9,150d5c66-375b-4462-8f4c-79e598d7c90d,Website,1021.04,c47e70b0043ccef4607dfcb478992fd9
0d8494ac-8525-47d3-8c8a-26e9ab6a5a3b,c2bba7ef-f9a4-4e72-bb31-8ed0d84ca8a3,Email,1142.01,3243f59e1ec7e3b5bc7631e139d3cc3d
2b3b012a-2918-4e33-83fa-70799c9c5371,0614ec51-df81-4de6-8369-c7048e6276a3,Website,366.49,e17368f4c8f7289578f5eb940d52b3f1
fb81164c-842d-42cd-ad51-7c98392e1e72,0ffdcce6-0638-4464-8765-b04bd61578d9,SMS,424.12,00a601448188556fe076c8b10c3fb3aa
500c9e4a-d428-4b9f-af0e-01ff0a8325e4,8bb4cff1-f9d0-440c-8c0a-7e9b656051f2,TV,290.98,61594c4ff1736e9a0224bbaea4a8d577
dc621e57-a742-4a60-af3a-9a5c841692c7,901c9b90-9330-43eb-9545-00446eba87a0,Email,1115.84,545702b0ce8d3ce09da8b93b609902ae
b61c9501-c36b-4bd4-b827-a98d91455e84,9fc63dcc-ba53-434f-916a-cc42ecd38ffc,SMS,247.41,521dbd9d02efd590457c6b2d1c0a6b84
1041a1e6-e60c-477f-8dd9-7b0697eca7bf,59e49967-ed53-4c38-a8cd-2e121c18789c,Email,1387.03,abf6a60d55fbe919620fcc08084b5b3f
f57cafef-4613-4d05-b0a0-714a577c2fc8,6b386a2b-bfb0-4701-8d23-64313a56995d,Website,780.37,f7766d0c445139c7e7237aea743bc46b
87a25d86-6793-4742-8c14-2cb6d97f8045,11fd66cb-d075-427f-97c3-b6566b472b24,Email,1796.11,c466b0ebbac3ea1a807d925ec54cee79
d6ca96cb-079d-4f54-a158-e853af0d70b2,b1f23e79-d057-4ef4-a089-e77e874c4910,SMS,939.91,438f33faaa097ad53ca6df516757ae96
2aeead8c-1297-4cdd-b23f-4c9c520ce6cd,2d366900-90b1-480d-af65-e8926470136b,TV,1317.92,f663a5b4f5f515f1028202f0238c707b
369ed564-b12b-4718-9fff-f04879db213a,a99da37a-3436-4d99-a820-63968c134c10,Email,842.17,390d52dd686e447f8a8428dfdd102a0c
f572ecb2-34e1-453e-b8f8-40d4fc71b20e,d7a3a8f9-52e6-49b9-b02a-d7b3857a66da,Website,199.59,89cd99e5be843984459788e36bf75c83
c679cce3-9623-4f7c-a941-2b168316c7bb,8a32fa4f-cd62-4f10-9712-abc3ee1bab32,Email,1567.58,8e4e7560565b80b10d65fc7360670b51
4cedda68-ae0d-4056-9d44-8e395af4f9f3,167cba66-be32-4ff5-b2ea-743127394ceb,SMS,1864.76,3b834e107ff90e7de2b8028b8ffd7994
4b2f6a92-5b39-4afc-950c-47c825fad536,c5436a7c-1ac9-42b9-9e9b-d52c0d2515cb,SMS,479.97,d7cf414c86caa7bc96a70f31f730b4ee
ca10515f-1d1b-4890-9524-ca3cacfb5a10,8bb4cff1-f9d0-440c-8c0a-7e9b656051f2,Website,153.09,c2b0dfe60c767ccf43c30462ce7efe30
42826f85-72c9-47ee-86e0-402ffcf449bd,36b05d7d-9852-47dd-aa74-d15c6e76db5c,Social Media,1659.0,eb729f849e6a157cc77ebfb7f585d320
582c1bc3-6d4d-4d7d-b87e-0195e3c6bac9,0c6972bf-e8cc-4092-a975-1cb8438f0ba1,Email,519.08,d2bea5cf300217d66bc671afd1eb6a7c
fa5dae20-4061-480a-8ca1-2903185b477e,90ab4671-853f-4b0a-90fb-088fd22075c8,SMS,1475.62,a15072a308f5482943eb2851fa8e6203
01210f4a-2adf-4cca-bfbf-abad37bd4ecf,4775ae58-2a15-4f6f-ba3a-7e4c8dbe5f7d,Website,1073.75,ef349b0a50ff303fdabb761465dd813a
cd46d3a4-9cb1-4171-a044-5fda8ab36fbf,dd9b3d3d-ec5d-4c9b-a615-2345f43a40f8,Social Media,1167.9,177b0b0c095e05e4cf61a7d9334da17f
b2e747bc-46d3-4936-86d7-081a80170053,0ba5cc44-211d-4e07-a298-037b0ba758d3,TV,493.53,3a1a37bcf30e4d3c2d596d00a9d3c366
6438147c-90b3-4ecb-9c68-63bb1be34394,a89bbc74-77f9-4731-9378-10ddecb9aa27,Website,1883.95,c643eec8598472763b09863ed0b4303a
df1ceb85-d0eb-4477-b55e-9d1915d8a8e5,5f978b94-6e6f-4148-a0d4-35d783eadb54,SMS,506.18,8912e2709b16d037c9b34c503873581b
ee51b9b7-d175-4059-89bf-65e80cdde0d3,999d416a-0d8e-4288-94e2-a0701f073309,Social Media,429.88,1c0e061b137e2d0f5a3e3d3b6fcffade
07e45a70-ba3c-40de-8620-888092d8844c,2cb28fe2-65ca-4bff-a89a-827d5614ef2a,Social Media,122.76,ef0c884a11d3a70a54c3ab8a8e2b244e
46c54047-1e86-48bb-84ae-048465c99cf7,11fd66cb-d075-427f-97c3-b6566b472b24,Website,518.18,52f3ba5ce803e4505c342c2e280feb10
e93edece-f406-4cd4-9d16-1aeeadc1d987,7702a0cd-afad-4a7e-8a0e-27399a8d1b03,Social Media,1334.9,6d7cd013dc8cb37a1d22325941912a0d
0e9f6657-050e-41b4-bd93-679285d6ce69,c5436a7c-1ac9-42b9-9e9b-d52c0d2515cb,Email,227.93,bcba14fb9451f8ca17141289e5a844b0
2f364e1e-f558-4b89-a0f2-9443dd3f8294,11fd66cb-d075-427f-97c3-b6566b472b24,Website,672.92,44af4074e944c6df65ae534e3dce78eb
c3c507d3-bb2e-4135-9bb9-41a307051b3c,9b631dd4-b4ce-4da2-934e-6bb70011c009,Website,1967.89,518d380152fc5c87520a3b14c7406df5
52e5ebe4-935b-4da7-ad54-66805abf7bb1,9cf2fa74-24e0-4160-9099-37336e6e24bd,TV,1603.39,ed7755c421e72daacf20d75a6da7d316
f22253c9-3e0b-477d-bf37-a42d4800accb,84996568-a6a8-46bd-86af-df1aeb82bf78,SMS,578.69,7e9a00f4a04605cf7f52484b41df4b28
57ff8977-dce6-4d6f-aead-9412d5eceaac,90ab4671-853f-4b0a-90fb-088fd22075c8,TV,716.27,020f456cb811fc1c60e5ca29569e2acf
cfdc10fe-fa9c-4fe3-a939-417e68993ea6,d2903939-7b12-4d4d-9c26-2745cc059257,Website,1388.01,7ffb7f478025298e2ae567b375eaa2cf
41d44ff0-c04b-46bd-bfe8-81633cfae99b,167cba66-be32-4ff5-b2ea-743127394ceb,SMS,730.89,a394b558c6098d3c13814a86462f9c14
5f768afb-dbd3-45bf-8c90-22949862bd93,a1cc4f2b-ba85-476c-8e18-2e4f58256673,Social Media,1958.24,22a0bc46c6feb14281aff0a323f6248f
6e70bb15-27eb-4dcc-843a-3bee712c135f,f3431348-4ea8-4530-9952-242665591ad6,Website,228.28,f21536ad4abb4ecf08dd209eba502170
a1714985-70bd-4afa-bb3b-74cc44a7b120,8bb4cff1-f9d0-440c-8c0a-7e9b656051f2,TV,1833.0,379ec87d645b29fb5ee30af642e288b8
c053db6e-7eb7-4b55-8c6c-ece8a0934681,8ada58fd-e53a-4bb8-abb1-695cf70282a1,Website,1070.95,bfb500746e80dbb82ccf76539ba16970
7ab85e00-9c25-49e0-966b-acee9ff2ed74,d02b715f-8f18-4bd2-a37f-e0f69935226e,SMS,1056.5,f6a765593119159a5ccdcf85d45e6691
d99552b0-dc74-4b56-a70c-ed1d2106844f,3b34edd7-1a00-4222-ace9-a841cb5d874b,Email,541.95,85d20d7b9879960c76a6c9ea17c53af5
6a7d6680-703a-449d-ab0d-696ae881f018,e6149e43-2d3d-404b-9d0c-16bfaea9147d,Email,686.81,019dd6a893b7357b241e225155b6c727
604c915f-7bee-4d3f-b887-f9f77cbaed94,d02b715f-8f18-4bd2-a37f-e0f69935226e,Website,1538.77,8765831eb6447e815dea3027af5faa70
6a1bf5dd-61b1-401d-8e10-c24c4a52f6cb,bf54ce17-9b2c-472e-86cb-3ab92b42fc63,Email,213.85,a9942cecdeffbc92910cc925764e7c9a
13632961-ef2d-422f-b197-4da74651459e,c5436a7c-1ac9-42b9-9e9b-d52c0d2515cb,Website,663.57,720f91cdfe44899b206727a4ed5e8da0
55be1388-627f-4341-8360-92cdcecf92b9,6b386a2b-bfb0-4701-8d23-64313a56995d,Website,488.33,98abe2a31028b4cd51fcc9d61fa92cef
cb3d1b62-fb73-4f04-aef7-61d8646f9007,0a049832-cce2-405c-b0aa-f29e051bd720,SMS,1854.48,30469c53433602bca70bade5aa7c9c81
07f5546b-e407-4967-ba28-991a55aefc74,9b631dd4-b4ce-4da2-934e-6bb70011c009,Website,1504.59,c386e3306bf488e25d9db3ba27cacf2b
6aa43273-4cb6-417d-b9ed-da7485252481,827af6b9-f906-49bc-af4c-018d15b2687d,SMS,628.44,2715676e3c69e241ccf2fc6c3b57eefb
63a188a3-2726-42b4-bc91-a70b91b4e5ef,bfc4bdd6-47ae-4140-80e0-756a33c9b80e,Email,1089.66,58dfe93653ab9d92a04c47102b416f17
39f49537-ef17-47c3-b5d3-a332a0308e12,0e679eef-6896-431b-b5f0-cb65cf478ed9,Social Media,1526.05,10bd1cc8c8d196b7d400dfd2e2dea13b
6a8f09af-fe63-441a-a594-eaa1ba80c25b,7f1ab28e-a451-4625-9ead-b1594fdb55fd,Social Media,751.18,82ef8a00fb2020785ffa781df10fe9d3
622feb1d-fac1-4aee-9a9e-b3bdb4a38cb6,4d54349e-fdbf-499d-914c-a20ad81ca17c,TV,202.74,8b0a46d52f54ed4176f84d6c6c44f592
dc642cd8-8717-4a5a-9ec1-994cced3ad82,f3431348-4ea8-4530-9952-242665591ad6,SMS,1622.76,684cf2551eec6a7b53866ad82ef7b222
bd7e216b-3baa-497a-a760-4244912f0f7f,261d733a-db17-4935-9bfa-705c0428a394,SMS,1255.32,bb8684515889ad657829be68d388ff15
82b9ba32-f285-4e3b-b86d-6a8c9b68d46e,c98b7ccd-27bb-4262-bb2e-d785fb4c2389,TV,711.11,748660e52ef7b01f30ab2952cd2106bb
ef9a3dea-250d-426d-a417-9908f0021d31,247bec93-f8cf-46db-97ab-b91c60337c51,Email,222.77,e65313a7abb8366e70a8c042c8035ea5
bdaa5dce-58f6-4dc8-aff1-9968e7fd35d6,db5c81aa-2c7f-4b23-8a91-19ac1da1c9dd,Email,1911.96,3dcac590ad0df926b3188dfc2485b266
1cf23d0f-c4a3-4536-85c4-68a6cb717087,2d366900-90b1-480d-af65-e8926470136b,SMS,1882.72,85d422a8c4e441ac4c97f80634af78f5
9cc3cbc8-9d66-4948-af98-44426fa2fc1b,39e4b8ab-7bc2-4dfc-87d6-091ff6ff24b8,Email,429.98,d0337a3f45489d59c18062a4849d127c
c9749d8a-3b69-4773-a8b2-0a7145665dcc,9aea481c-a3c3-4a3e-9b94-726874347818,SMS,548.99,a1203de9bb54aa98155938ff7592b9e1
594d294f-ae89-47a7-b4d6-1d1735c911bc,8b8ed1da-d324-42ba-85ff-bc5967293846,Website,1477.48,3dec98feb8f4bb24aa4c11472ad0a4de
430a5b06-be14-430e-9c43-fa9165844d25,d7a3a8f9-52e6-49b9-b02a-d7b3857a66da,SMS,1471.18,3c654a5471cc680b7499869c537d8625
605b51a4-9d0a-48ea-ae95-aeb65822a0d4,0614ec51-df81-4de6-8369-c7048e6276a3,Website,435.23,a37e6c66d23a471fbb2bae936e7bf275
e2fe954b-70f3-4647-9d2d-40821ecd8f7c,0614ec51-df81-4de6-8369-c7048e6276a3,Social Media,642.17,b5ba4bd692d217210e1d5c4ca8d12d1a
ba33c1b4-cb00-49ae-94f0-69a998b9b18d,8ada58fd-e53a-4bb8-abb1-695cf70282a1,SMS,616.54,cd7617a7c57aa4a48ae5fbc0c8c2802b
67237e48-6e69-4e81-923c-a4a536e06621,06c3c465-e9c3-4fc1-97a4-ee07fffb5e87,Email,1906.93,30668b1f285ea5d948a41dc8f36c438e
24c86dc7-ef54-4fd0-a755-cf215426520d,85277612-3f39-40bc-9d68-77b7be22a870,Website,817.66,0f1110fb02a7df4d66862ffc41add3a9
ea35b4b1-632d-47c8-a683-901fb35d0cde,93975c37-463e-4db1-a4a9-5d3f6c58c3df,Website,903.12,d70402693eb3056f42bec41e4a7dfd3e
