PromotionProductID,PromotionID,ProductID,RowHash
9b2a3523-5a1f-44a3-9c33-43115fc19b1f,43f15b48-99e4-42e0-a087-20502351b9a9,a7c4dcca-de4a-442d-86f2-313be63a3d35,b827eae063811ab6bf288587dacc9a1e
b79e4225-4aa6-46af-b47d-7e0974e45849,96ef03b7-6535-44b5-8ae1-33cb1c47d686,ab378b87-c85a-4b64-af15-bcb07633e384,c12a4bebd46f72ca807685dd7a42f696
db714ac8-7842-4f8c-b97e-8be7b65d7e35,020b679a-f6e6-4bd3-82b4-6c494894cf63,edb0fe67-6edb-4e53-953e-210a8ef3b111,b29d5f0dc1c741c29f5af8523065be00
11c74961-821b-41c3-b9b5-467e78f2e8c5,0c73bd7a-b9e8-4ac1-bbda-275a8b892745,7356de8c-5207-4724-85c1-93a319087b72,f5d1b5f45282f8854f172712eec1effb
d6bcac2e-1480-4fe1-93df-f6957d187a05,020b679a-f6e6-4bd3-82b4-6c494894cf63,76adcee9-791a-4f8f-a9c5-3f2bfcd1d53c,f33d101c214adaf1f03f3748715b199e
5f8a7e79-ce20-433c-b014-3c9c497c15c7,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,d22762c6-ba17-418c-a4e1-fd7f72a691f3,17447eb3c3cde3826201f9ee636e4352
8fe026fc-e293-4bda-90a6-351cdf6c20d2,0c73bd7a-b9e8-4ac1-bbda-275a8b892745,0eba7c3e-65c9-42f6-85ae-746baf657363,f753022da10ce4f4d15c154e4363f1b9
5e174a2d-14fc-47ff-82bc-68a8591cba75,d83a0fa3-65fe-4707-bc5f-7e425590a75a,7d28c0a8-1a8e-403c-b5e1-5b605bb3df49,711a732b09cdc1ba20b95d0446b1c409
1f1a5be9-988f-4a06-8b66-d6126de33672,d83a0fa3-65fe-4707-bc5f-7e425590a75a,c24ed3fa-d789-47d6-aa43-a73891cb70a5,03f3c79dc575abb794e94c825b8bbe43
1078f87f-4d52-45ed-922a-8aed165be69b,ced4ebab-da46-4e3f-8218-1023f4cb5909,d849933e-4206-4bb6-aaed-f658bc7a1e52,e290cdd0f6e6e6480434fd9da1ee14b2
a286a05f-bb29-4580-85a0-82cb92f19591,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,5caab489-4baf-4ed4-ba8d-ccee75b94f58,47b1e45b74868032c896459c1f5f9165
0e914749-e7c8-4862-a8f1-16664e22e1d1,ced4ebab-da46-4e3f-8218-1023f4cb5909,42d09cfe-ac78-4cf6-90b9-c38c95d28eff,d52d7b31113494d3dc81b0c447dd51e2
04701e3e-3580-4f71-9ec9-caa6cb4058ae,020b679a-f6e6-4bd3-82b4-6c494894cf63,6aadcfce-fae5-47fa-9749-d0a5e0994fc0,aa6cecb16208806accbde003b1acb956
557499d2-96c0-4c35-9094-1eed489751bc,c7bea7ec-cd64-4a07-bef0-0de465362adf,c3ddf037-c6dd-4cd3-9b07-68c7ca86b9e2,1a2269cd18f03a6c162e436dc9064fe7
a9d51109-9416-4e1a-86c9-eb53efc743f3,96ef03b7-6535-44b5-8ae1-33cb1c47d686,aae6e590-202e-46a4-b50a-fd4f65be05f5,f8de11d5e11a28a04868d6495fb7b1a0
fbac3595-0975-4325-b177-7ac94fc5f496,020b679a-f6e6-4bd3-82b4-6c494894cf63,a026bbc6-7075-4199-b1f2-efbbb3fbc4ea,f552d93f587c8b8444b3d2155af56144
7b708a00-2363-4851-8bdc-dccd93c285eb,020b679a-f6e6-4bd3-82b4-6c494894cf63,25bcf367-bcd2-470a-9446-e813269e8a8a,2d0fe65c725a6e872ca77c42fbb792af
96858edd-5dad-44a7-88c6-76d0d0a657c0,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,5fd59361-c0f7-4bd8-b7de-d99a3d9cf1a4,ac250891a0b14c51cae8ab58d230f751
b1d9d9e1-b013-492a-b9ae-25665ff0220d,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,6a061f05-4d08-4513-ab1d-4d616d73d3b5,84301a410f00108141624d9e7ec772ad
6d7a3f8b-87c3-4722-b028-0ca3eec0a7b9,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,9b7a8ea1-968f-4664-a897-831c229fc09f,27df50a3ae846f71685d5cd39edfdacb
34524ba8-4329-4c95-8dd1-9a3d3b1981fd,ced4ebab-da46-4e3f-8218-1023f4cb5909,32c5880d-8177-4674-909b-189badaa5ca1,2183ba94d0692e3bd95864ef85edc745
ac15a181-c8c5-4452-9858-d5084568d0dd,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,7ddfe579-2190-47a6-986e-89d9566cfb61,0be7d2c0f02bf1b57cb48dd1e6ee691b
ae7f624a-1cc7-4398-8bd0-937ba05a5950,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,37b6c7f8-30c9-4991-8c5b-1c7edbdceb8f,5c08b2e99bcd2828d6bea0a069669640
f77a7245-a213-4112-a738-6041bdf9bd37,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,0064d480-4ce1-4714-b28c-bbd74a2b2610,a518a18e4d505ddb63b95743bfe4681e
098e2fad-fd36-4d64-b1a3-6aecc2373e9d,c7bea7ec-cd64-4a07-bef0-0de465362adf,65041dcf-2baa-4156-af95-d4d2b52099ed,c0da15c684d1529df76cd331c40fee60
69a6b006-41bc-4c7d-b94e-87925e61e34b,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,62edc686-5289-4f18-8983-a87efc6c6a55,40d071472817d8bee91707968996c1eb
1ba9d9e9-7a0f-4c95-8f0f-c7803f2bd29c,c7bea7ec-cd64-4a07-bef0-0de465362adf,734a7d17-2822-40ea-a376-c74fb2f553a0,9ef74025b847e4100429bc44fb7fe5da
74fd9c6e-c5d1-4af6-bdcc-ae7ce055276a,c7bea7ec-cd64-4a07-bef0-0de465362adf,b2bf0097-667e-402c-9d50-bb4bea7150e4,561c3dbad93e4313ecb095490e30a1c0
12d43bf6-1a46-42d0-ac60-f22af2d226ae,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,b74a8314-1323-4504-98e2-326687983a8c,9034f52d89cff451f9c9836f25d1da73
cb7eea75-b2d0-4967-83b4-bb64ce6c7acc,0c73bd7a-b9e8-4ac1-bbda-275a8b892745,2db2d47c-e877-4552-89be-c0be4bc9ce37,4f133244e2897b4d2d8f4217618f3991
b2f15f31-8de5-463f-b557-869dd1cb96d9,96ef03b7-6535-44b5-8ae1-33cb1c47d686,c15ddf63-00ca-4121-918c-11112f6fb4cd,932fbe725d763285d6eb0f7e6802f8ab
075384e2-7133-4d0e-a8cd-94c1a4c24e77,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,6b675351-9893-42ac-8c62-61c5ec8f3e34,dfcb64eaf4fc1389183c90ab6858a45e
38098f85-af35-4c17-951d-d2cac6621077,020b679a-f6e6-4bd3-82b4-6c494894cf63,8a08e1d9-af1d-48b2-8535-f24eec37cc33,64548ffc528e540629138cf7277649dd
dbb1791f-894b-472e-967a-38fa578a421a,43f15b48-99e4-42e0-a087-20502351b9a9,527773d8-985a-4531-924c-59d177ef6902,9a7403a04c44bf98136eb477a9d71b18
137ede7c-82ab-4548-8996-2bcf4ab69791,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,0e65460c-fb42-480e-9ee2-3592759083dd,c216b6aadb8c60193eec8d77b5c9264f
ffe2b30a-0c2e-4f91-9e8a-4107649cd4f9,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,41a2ef46-0b68-4f8b-b301-77a0cf266d7f,1a4222104ea5c6d3b84ade6d2fa5205e
c2cf42c3-619a-49b6-9513-93e92a2f8396,0c73bd7a-b9e8-4ac1-bbda-275a8b892745,41942ec7-8e7b-4fd8-9bdf-5a546cf20783,45b59276537e8e15a0f455be19f05ef4
088588ee-af82-4d4b-bda8-ff99a52fd85f,020b679a-f6e6-4bd3-82b4-6c494894cf63,9fde5a2d-3e50-4068-aaa1-68fe8ed10b0d,81465a0d9b0bc1c91e1bf25ce9e67109
752b606b-f2df-4a8b-90a2-ede34918d971,d83a0fa3-65fe-4707-bc5f-7e425590a75a,cd23d938-48e5-485c-a67a-2e84099d0074,44008a0011637929a1271ac725c735fd
27166f36-74f2-4aea-bf6e-7b54b49f3579,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,53770761-d819-4827-b835-8c0ff2b0ecc7,f54d17990d8768ee7bee336382afbc3e
ec519a6e-4391-4f3d-819a-a0a5dbbd0a29,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,1e5650df-35c9-455e-8a7b-d2ea8a95f2db,61665f54fb232223a12704a6387b5eac
6207e0c5-48c3-401d-bfe4-196fbc31a7b1,020b679a-f6e6-4bd3-82b4-6c494894cf63,c3c60081-900e-4c26-8efe-af8edf0f81a7,a017fb47deb1b37710b8e2e7eea69fc7
332ab708-e00c-4ccb-86cc-a184cc706b45,020b679a-f6e6-4bd3-82b4-6c494894cf63,9141a724-d80d-4826-a7d8-4b1e095e3249,6b2f4a8f262fd9507d6d19fa390845bf
1307b219-cbd5-4686-af22-557d5f4598a3,c7bea7ec-cd64-4a07-bef0-0de465362adf,d18f0482-c594-422c-954d-d23a7fba4512,8f3d2fc3916c1c1f81304ceb5efbba5f
e5bad73d-611c-4faf-ba31-12ea97e8224c,c7bea7ec-cd64-4a07-bef0-0de465362adf,f1da3de0-6580-4c63-b7db-4bda520b9974,f2b60234d7b7ee493a8fe3350be6f834
2c5ca29e-9883-4525-ba25-adecb1971d93,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,4ce020e1-ba1d-49a0-86f4-c2450a3267b5,e659181be272d897bce563d474562022
9b5216b3-9c0f-4b6c-86c8-02c4bd7eec88,d83a0fa3-65fe-4707-bc5f-7e425590a75a,5f1fef82-b5e7-448e-8e73-c61180f9b3d9,35bc98f3761a898c964db6fac9fa8b7b
dc0b6fd4-f640-45f7-8925-cfb2b608124d,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,812fc2ba-f7fb-403a-ba4b-4f4d7e71bb49,76c81f71716328cf55a86e5262eca247
c990e540-ed14-4a2b-8854-eba09020518a,ced4ebab-da46-4e3f-8218-1023f4cb5909,c5f786f0-bb5d-44b1-a435-0a55d83ce00f,8da7473b60b33480ed1589a399955a29
f203448c-faf3-4e83-a4df-164aa8120158,d83a0fa3-65fe-4707-bc5f-7e425590a75a,8e56289a-486a-4990-9087-048bafa72862,8817949d77e9b3f08f4b4a091826d7d3
b2a5d341-50a0-414e-9d85-e6915b6d45b9,c7bea7ec-cd64-4a07-bef0-0de465362adf,69480c7b-9b06-4990-8d48-9a777b338afa,4c893d0233521fb6cd6bb44de54197cd
fdbc8ecb-9908-44b7-b7d9-d9d9e917af02,c7bea7ec-cd64-4a07-bef0-0de465362adf,44c20678-3338-430a-aaa3-352f216651ba,71f7d5d061d5a843af52b183b622b948
c16c675b-8bf3-4670-804c-b878829cf6d1,c7bea7ec-cd64-4a07-bef0-0de465362adf,bba53191-2196-4979-ba8e-5abf5ca00310,83566965234871a5e6fa99033f0097df
6bfd6648-bc08-48ba-a6f8-542788b10ffd,96ef03b7-6535-44b5-8ae1-33cb1c47d686,a0ef4b81-f840-45f5-8ee7-9dc1dcf2d4f3,295f432c81103d1b372d1b5c1a89eb5a
59f681c8-316b-449f-aec0-6b67621a1d65,020b679a-f6e6-4bd3-82b4-6c494894cf63,574d1ce6-0fd6-471f-81f1-61f87fba1723,06237eb7da57bb4cadd268767da4c49c
9c58c867-176a-4387-969f-4bcc5ba761da,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,b3e43007-977d-425d-a948-258ae420039b,d7b77307b7676c7445a2e8a2a15af7af
261eeaf7-1d20-4fa8-8bd8-02e36fb66cdf,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,b05025e9-4c7c-4dc0-af96-d870815d0fd1,3c41f72127c22918b61fe0a06f6da5b7
0ff175db-8692-4195-8f66-59371d15d814,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,d672b35a-3675-4826-b7e7-c6955a718828,f31a74ee82e69743b75dd6f947fff4be
fffcb7f8-77ae-4580-93fa-f9b77bbe47b8,0c73bd7a-b9e8-4ac1-bbda-275a8b892745,01a456fb-1bf2-40d2-bc55-fdc3e0d4bfd3,76fbff786beff91a23e5dcf6b78fa366
5c3e92e9-5239-41bc-91e4-cd7c26badb9e,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,52d75715-07dc-4e25-a057-18312c892d73,e30de671516a8dde085acaef1b8d6431
526ea4e7-4556-4917-a569-06ccd99a5783,c7bea7ec-cd64-4a07-bef0-0de465362adf,8827fc35-38e1-42ad-91ee-c30720df5321,dea9c2ac637870cbb1cc742a22c34e2c
7c33be2e-f822-49f3-a3fd-4980181c83c7,d83a0fa3-65fe-4707-bc5f-7e425590a75a,47b61589-0f20-4a3f-898c-a40dc0a73981,5f129a8695177a49c40afb6bd5d46393
b4875574-1c7a-407d-bdde-f82bbe32c3bc,d83a0fa3-65fe-4707-bc5f-7e425590a75a,ea9cfea5-18f1-4451-8531-8307580505db,6c8c6627826048a6f12a132adbc3889c
52a47986-8228-4028-b07c-08b3738d2bae,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,8841cb71-63b6-4874-af21-7905d3a65eac,3d1685ae10bf6de64cb332a233e878bc
2831e026-0464-4b58-bb6b-ab19a438446d,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,50964d6c-469d-43c5-9a4b-6bcf4b35fd25,c02e53f42d4535da0d0fbbdd79562c5d
6d8824ff-dd66-41c8-99f2-cc9e9d90599e,d83a0fa3-65fe-4707-bc5f-7e425590a75a,bfe3cf22-8cdd-4a14-aeb4-5a4f97882be4,c65652adf430185f7e580938171becdf
ed0c62a9-fc4b-4105-b926-4357b046506b,0c73bd7a-b9e8-4ac1-bbda-275a8b892745,287d59a7-bfe5-496c-b091-6e1cafb52413,4e5442f201471f672e732c1bbfd18c34
89eaa3c8-b22a-4b9e-a526-857bd94ab7a9,d83a0fa3-65fe-4707-bc5f-7e425590a75a,5636b079-fe96-41eb-88bb-0165a2dff5da,922a19e4a91c7567714c8360d37da1fc
42595232-abcd-46b7-8bd1-32b657c2f283,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,ba70d563-2a8b-4eb4-bc65-5e4313aa073b,f39049b8e4d19487404f4e92df344907
6e9c1f79-d424-4774-8cc1-3098bab92a1d,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,85b17d21-884e-444c-baa4-b3beb7a77089,94bfb2d9ff43deeef9d3b9e1193a681f
349086ed-a019-4af7-94ca-a5fb95ee40df,4ced16ab-3d56-41a8-a7b3-33fe48a4cabf,8a659972-9b4d-425b-9ba1-281daac5942f,73d3c15a5925a4f283485da5c3842c73
6b8efbc1-d2d4-44f9-910a-771c99f2e111,43f15b48-99e4-42e0-a087-20502351b9a9,762eb784-5076-43e6-ab28-317612607f59,8c9e7da79c4b499a61e0a0fdf0ed3b75
952d3479-acd0-4261-a933-91b884759559,43f15b48-99e4-42e0-a087-20502351b9a9,f455fac3-9a36-4cf0-820d-8222edfdef77,b9243d2d8053e2c458d2b7507c9403ce
9fdd40ff-6e62-4621-963c-2ce5d58ed35a,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,ee1a759d-b3a1-41ae-9de2-0af3eeea1004,054fd5466b66f8fe47ec8c3f40f70611
5a5cac68-207d-423f-b2f0-57c0e8d81d9a,43f15b48-99e4-42e0-a087-20502351b9a9,2a1bad0a-b92b-4201-9f3f-7b2d921d615e,a2cef61433835138b0130a0c314e8319
01856116-b86e-4935-9b40-82a16519de41,96ef03b7-6535-44b5-8ae1-33cb1c47d686,5a364b29-04ad-4551-a648-8bc668181b63,06a95eb0f216aab9056ef36d78abf7d7
216e8f97-2382-4ec7-94f9-0712c91c06e5,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,cbe91bee-db13-4dd0-9cdb-86cc50bea6a3,56140827797d4cdb273e363543717dd2
0efa0372-2efc-461d-9bee-01327cd27c65,3198fde1-88f8-49dc-b7db-40b9dc04ad2b,186ceec5-4316-4be4-813b-d39968baba34,47b8ddfa2a5356aec93430723a784e45
8334964f-23fe-4cc0-b540-99661756199f,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,ebd3faf4-ddab-42ae-a42b-c09f238d7e10,91497f2a122ec715b1d1d744958402f9
0d4068db-a0ec-4ac8-8ef6-7d8647e5c656,c7bea7ec-cd64-4a07-bef0-0de465362adf,26239a59-73f9-4442-a562-411247562dc9,6b4fde9cc21d6cc7d1d684199381e8b0
94e556db-26df-4a58-93e2-46fa16a31de1,43f15b48-99e4-42e0-a087-20502351b9a9,c4999c2a-9971-4a46-97da-4c9cbb439580,0060b26572f38501a79d63908ad555ac
7339b9bb-230f-4f19-9ab7-178e5699aa79,43f15b48-99e4-42e0-a087-20502351b9a9,5f833222-6050-44a0-8913-f6daa317be46,85929412275490e64f4fb548d1915b17
9c41a82d-827d-4344-b936-74cc99502fda,d83a0fa3-65fe-4707-bc5f-7e425590a75a,7458c522-2fdd-4811-a28f-cdc1f69c8271,d52e007f84e4ff8b6eb5c2f61593961a
b2d2b28a-edc9-4f4c-86f7-2ef93884ba48,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,272d932a-30e9-4121-ac45-62df5a3fb34e,0a0af3d894a3b821d0407354b2eda7ba
7b2ff022-651a-4891-ac04-d4c5853b7909,43f15b48-99e4-42e0-a087-20502351b9a9,f6b6560b-9b89-422d-80a0-e0268ef3522c,9b79b5fc07c9fb35f5b0524088ac65ce
ee52d2aa-7f45-4784-8f11-c1a76acc2583,d83a0fa3-65fe-4707-bc5f-7e425590a75a,b4147427-32c3-4a02-a23c-2bfe4dd428c0,f8e9e42afe8b6e9759f6ad655a891fd8
f5759cdb-af71-41b7-8de8-6921505c57d1,43f15b48-99e4-42e0-a087-20502351b9a9,5ff8b222-a910-462f-a79e-f03224e5eb80,f0653def5feb0fe44a422863b23b2375
9edc1ad6-2acc-4b2c-9caf-2f1f1464c097,dfc7fc30-b9e3-4cef-96ff-de42386ba18a,ecd2c79c-6d95-44d2-8fa6-cf940d9b79a3,3d59f03224739bd4c845e83399100b4b
c5f161fb-2ae4-41dc-95a2-fe7cdf1e82c5,c7bea7ec-cd64-4a07-bef0-0de465362adf,94ecab2d-e016-40a3-8eaf-03636efe6c6d,9876c217a648de3f15131b4402679cd3
ce40df6b-b1b9-4516-896b-4b10babd8a78,ced4ebab-da46-4e3f-8218-1023f4cb5909,92c44457-8d5d-4394-954c-56b78a11ea5b,6c0239f2535dd62a777ab52dc44e4f52
