AbandonedCartID,CustomerID,ProductID,DateAbandoned,RecoveryEmailSent,RowHash
8509a7f8-5a2a-4a4e-912b-5a65c57f7f22,035765ce-dcbc-478b-b43f-f38992c442ff,4522,2025-02-26,No,49070227a09ca43eb9c7068395a55012
0d0a07dc-7407-4dfc-9627-dcbb3ccbf08c,2e90cc5a-37c7-450a-ae09-18d7be038c34,2429,2025-02-25,No,e4804e376631194a95e119e258a61858
62a68528-073e-419f-ac5f-3f289a0d2b7b,fc2265ba-8133-4e60-af32-0b135f4fc3cf,3906,2025-04-19,No,dd34b451d440f269c66fe4b0328e3ca2
600adf0e-827d-4aed-854c-be88b65592fd,2998fa4a-22d8-4603-a0fe-09f27c36a0db,1973,2025-04-13,No,6b42503b8872b86d571e23d93760f57f
24b057d9-6924-4bab-ba9d-c96e4ed51131,2421a4de-b9b6-4373-992d-f10380e8449e,4862,2025-03-03,Yes,c27e892a3ceb6b09878396e66d253f30
0565200e-09b0-4031-966f-6b3767c94b7a,abc2f41e-ab8f-430c-9677-705f4343b0ec,4977,2025-02-13,No,77593a2405393dc14745081f27f5ce41
1b060bb7-a376-442f-9a6b-6957fc1237e7,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,1229,2025-02-09,Yes,4b745a426eaf73ecc2b79e999e5076dc
3ee15fd3-c1fc-438c-810d-1168ac90923a,5dcbd063-c98d-4d66-923f-e117989bd15c,1448,2025-04-05,Yes,479a7507eb03c4010b3ff5f597ceb917
c121edf5-8af6-4292-9e77-58980dc23e1e,d00399b5-89cb-48fa-8d60-5ea1f649b655,1925,2025-03-19,Yes,b71838f5a70b858890af97a8bb7de78d
ce0251c0-cf1d-41b8-960d-e12b687ffa62,90448626-31aa-4d65-a854-dab84c21bac0,3338,2025-05-06,No,142647eb1bbf5feff79a5cbb90decd55
8ab603b8-06b8-4b3c-a2e6-9e393e913335,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,3135,2025-03-26,Yes,b74c62e58ab389a0b2cf6ccb2004b773
98544523-5c21-466b-b3a6-bed0734d0cf7,eb0851e2-3417-47e5-b97e-36ebf487607f,4984,2025-04-13,Yes,3012891a2790439c02c9990ff0a43bd0
bfcb8775-f738-4f05-a7ca-07e573eed971,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2354,2025-04-08,No,ecc39e9fff6fb6a3b74072fbf442e05a
610426d6-329e-438d-8631-352b84a50e4b,b92ca163-e06f-44a7-896f-f4b2dd7e856f,3470,2025-03-14,No,dd8ef30a42de81df78dbb38568836194
f8521dca-fb03-459a-b49e-1846988ef927,088e7d05-b0ef-4166-acb0-16d57f776a6a,3984,2025-03-19,No,3619b338029613a9366028580120429a
9f81ea26-b8ba-449d-9ddf-9bd3427af577,abc2f41e-ab8f-430c-9677-705f4343b0ec,817,2025-03-22,No,9c318102967d7238c85e480cce3d4d76
27de9329-cc81-4f8b-8c27-4e26cf6b9f30,2998fa4a-22d8-4603-a0fe-09f27c36a0db,510,2025-03-08,No,a2fbe249ba28a7865ca36f7cb56b4540
a9ca249e-98f1-4447-b8f8-a2f5bd5aca34,f794693d-2fce-4b93-9462-2e86678f3a10,3670,2025-03-07,Yes,b9f2171a57629daf95888298ec11a407
44d3315c-3bfa-4d27-b056-b45bc20ad2c2,5638cc23-cfdb-40de-9577-4997569c48f3,3002,2025-03-07,Yes,05881f0b9777b46a07f5e64459a9d39b
73d41061-20ea-4fb4-84f8-c6036ed5a1cd,85c32511-7f37-4de1-882f-2efa8040dea4,2387,2025-05-07,No,1aee1cc9f8e00a6ac1d8e8a82e8536f7
78278861-59c3-4268-a000-dacfe19b51bc,e52160b8-9208-4ee8-b49e-702370bb38e0,997,2025-03-26,No,547b4c7a304312f664dcdfa6fcc40386
50e1d8e6-0db6-49a6-86b3-51388d694158,7f191b14-927f-4975-84a6-4139f6dc9dae,2498,2025-04-29,Yes,dabef5b2c81a98767e077839b9e87418
bc6ec3bd-d899-4716-8c2a-eb8c5be5652e,07a7c40b-1082-478f-be65-ed92db3c2b5b,4401,2025-05-11,No,22eed8b627bac973640d013372764beb
559df597-7d62-4a1d-b6ff-028262ae4e95,d86011eb-bd81-4aee-b905-18ffad895411,3937,2025-03-12,No,064137d01793f741e620a8a4e7ecef18
a734303c-175d-4535-adf2-33171aebc2d5,fc2265ba-8133-4e60-af32-0b135f4fc3cf,1709,2025-03-31,No,fcf974454ba4c297fd202b4b32b6ab15
a7958932-b94e-4656-9efc-d4947585e161,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2530,2025-02-20,No,1923f45ddb669c6d343a20a847dbcca2
b4f0fb36-80b5-4f2f-9bc8-dd889703d622,2998fa4a-22d8-4603-a0fe-09f27c36a0db,3879,2025-03-14,Yes,052b60747abe68563b9675ffee22efab
44ce2bfd-50ec-4007-b5b5-77fed27b165f,088e7d05-b0ef-4166-acb0-16d57f776a6a,4910,2025-04-24,Yes,9352d7ea5d20f86e59fe27b20f0d171d
25190a2c-72ce-4799-bbbd-3f744020b9d9,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,772,2025-04-10,Yes,028060fa3c93fe7d046089d563a7046b
b8646ef0-2793-4b45-8e41-c9985bbacfca,ecd4feda-08f5-4652-80fd-4406a1316c5d,2089,2025-02-21,Yes,c4b15c9414e35ceaa35c887c6e12cd9f
06176060-e743-4824-bfa6-6617d6274ba6,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,3438,2025-05-03,No,c48aa9a39d4ed5f4505525ddf4605524
1257b056-58dc-4348-9870-202412a6a840,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,294,2025-03-07,No,a9d62eefbeb3add9645cec84c09c00ff
d797d6aa-aa5b-4208-ae6f-9e81c8893680,0cae327d-3c1c-4b9b-b1e0-103207463ade,476,2025-04-03,Yes,a6c1d53272ef27d4a624cd9462dd41a7
de2c90ca-b17b-46f6-a357-b9d799e13c61,f34607a8-f6d3-427d-acf9-3d905082506b,2508,2025-03-04,Yes,35686e42714b0c91eae33a15b8b8ef09
5ac1fcc1-9666-44db-9f95-192f7e4e6002,6b429bc0-656f-47dd-9580-28efbaf20c9b,1765,2025-04-26,No,2633b99459cbc1efcdb53a51752e1475
89b0e9e5-a82c-43d7-b7b6-fff111db6876,f69962ca-a6b4-4464-878e-59ae6b43b6f8,1782,2025-04-09,No,c68cc71788f989b5fd6501f8dc7865d9
94259ffa-27a4-4d83-a160-821022df3c8f,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,459,2025-03-09,No,4e24e7205cb71429fffc8c9eaafbf709
4aa74910-0d80-4bb1-8449-ebcbeee060d2,c0e366b0-4820-408e-94df-b7532085e9c5,224,2025-04-08,Yes,2a7d296597425135d37dcad339fdca58
418e5027-d86c-4bdf-b70c-564d5adc6ebc,b92ca163-e06f-44a7-896f-f4b2dd7e856f,2523,2025-02-09,No,db8ebe9dbfbaf48b2bc9123c7822eb75
14b2b99f-c06d-4429-b7be-ae46bdf8c56a,32c5b93f-8271-4c50-a62b-e8f545caaa6f,1952,2025-03-05,Yes,52f9f71efc4dffbcf2234899ae2bfaef
58653b81-5ad1-4f8e-99ba-daed66fc3d6e,a0d03e66-36a9-4e3a-b061-90884a47209d,169,2025-04-02,No,248ba76563b4e1f6a73c6c2c94c5e398
8ee717df-512b-4c41-b045-410e682149ed,93a2faf7-17c8-4513-b63e-f27c8b36314e,3583,2025-03-10,No,00dee9165960760ba3220abad0c2eb30
3684ce7c-838b-4ede-bbf9-0b8be3cb0a61,f326cd1e-3549-45d6-9382-4ce1eebadcf0,4477,2025-03-22,Yes,fa0c46eb92de47269faf2a25f4b4a3a3
9440b025-185f-49cc-a6a1-8d56ff1c22ba,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,332,2025-02-25,Yes,9a7e1ad3892dd59bede9f3750f8c563c
25977ca6-b938-42d4-a058-51c30c8f26de,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,2189,2025-03-14,Yes,9a029ed5fd2b705a8fe222e02bf161d7
ea76f655-765c-41fe-8956-a85d9ea21270,2eb88cd9-93aa-4403-b930-4d0d8ababa21,4112,2025-04-18,Yes,50b78b4469eedf68ef3d4da38f54934f
d8a24dd3-b853-4db2-be09-3bbdb4e6b059,ecd4feda-08f5-4652-80fd-4406a1316c5d,2247,2025-04-11,No,b3a813949fc080125798f1a6e5e52a59
8382a829-8fa9-487d-8808-f8dc616f7237,a9cda48f-5bc6-47eb-88d3-50606128be2d,115,2025-03-19,Yes,503d6e411890eae294b9cbcd3cf545d1
b3c17356-2029-46f4-953c-b0b4adbeec24,b2e5b4e2-91a8-4068-9831-4763263ae50f,3223,2025-02-25,Yes,12169c8b1b5114f46e63e8f4ecf78021
5664c8dc-e0f5-4a65-b6b7-3c9cc9097efe,ecd4feda-08f5-4652-80fd-4406a1316c5d,817,2025-03-18,No,96a3af2c34c553c97bdf283b5e29e0c8
1c386014-0853-4523-a20d-9579d461053c,c8a37272-48fa-44ed-a432-b26ea868a892,507,2025-05-04,Yes,7125f470317d973f4275c175ed1e54ce
0bb1064e-6be5-411b-a96d-be568a343ab3,545d1542-4e1e-4804-851b-400d5b020f68,4900,2025-04-30,Yes,f5aa57be8da842e6365f6491fe962ebc
74fecd11-eeb8-4573-876e-ee1bafb4303d,32c5b93f-8271-4c50-a62b-e8f545caaa6f,1476,2025-05-04,No,57677fff27296fbb9faa75e559ba87d1
1baebee1-fd64-486f-8a6f-19adfa37a49c,ecd4feda-08f5-4652-80fd-4406a1316c5d,1119,2025-02-20,Yes,1e70fe3ebfd5f38d5a7604d93c71ac87
a9b18858-f238-43b6-ac2a-e4ddcfc3c5e0,b92ca163-e06f-44a7-896f-f4b2dd7e856f,1989,2025-04-30,Yes,2d7bf7a5a4b29bd6b5b4e36256c7c34b
019a6ca6-3d6b-4584-a724-fb099995294f,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,731,2025-03-25,No,b6ce1e51e96a0aa06e6a4ef23739708d
e97dd1a3-957a-4a17-ac9f-1d21577c46be,9de85a38-608f-45f2-b25f-78aab3924fa9,614,2025-04-19,Yes,166aa27d64385b69811ffccb275acbf8
d9b4f838-4969-4b6f-bfcc-865cd71435fb,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,2545,2025-03-01,Yes,c4a2f3ee402c091aa558c1f2381e0731
