InventoryID,StoreID,ProductID,Quantity,LastUpdated,RowHash
INV00036,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,2983,987,2025-05-05 11:35:05,f48e9e87f95ba9a7ad051dee3ba38a20
INV00037,dea48fdc-5533-48f4-9d69-3e89b5fa379e,3107,278,2025-05-03 15:40:14,be43fd097515e8a70b8ea3a18b04e0fa
INV00038,68a7d329-0366-49ce-986b-f2741f43d010,925,519,2025-05-08 16:24:36,17ec45debbbfdd6b8dc7752150b48f0d
INV00039,128c966a-64f4-456d-9fd0-3d628c9d517a,3775,332,2025-05-01 15:52:04,32397ae541d42d66f1cb31a335c41676
INV00040,9baedba2-7d8f-482a-91c0-53cf8f987158,4859,217,2025-05-02 20:55:53,9abb87c0227c1f62875605494dec24bd
INV00041,d826fea5-d663-4b8b-a010-a7b330fd9922,508,248,2025-05-07 20:56:36,ba074782ce067aee8101df0cd3f3d2b4
INV00042,35e27300-4661-4cc1-883a-60fcc46d1705,1288,272,2025-05-03 07:37:43,071d6c44953e684578c029ba7749cd27
INV00043,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,4778,724,2025-05-03 17:00:15,b980c54bc402b1beb953de90ce6dc930
INV00044,50a26c10-fd86-4364-8549-75c2f73d6e74,427,972,2025-05-11 17:59:38,ac932b39fc7c10d4005adbcd659a9f9e
INV00045,5338a24d-bd24-49b6-80c7-ceb5d88d8923,3037,541,2025-05-10 02:34:21,4df64a96b55ff9ef8f069d467dcd7849
INV00046,6410565f-b02b-4016-b97d-6d7f8710d655,4826,362,2025-05-06 11:06:51,0f776e4db455af6aeef0176a20bfa5fa
INV00047,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,935,666,2025-05-08 08:11:05,a1ad27ec56004180891a5927e6abc754
INV00048,17fb2169-7a01-4654-8005-9db3d086ba75,716,885,2025-05-09 09:35:41,b8dd5e00ab2a73a8d1bc2e199d2a2aee
INV00049,681c4fda-26fa-44ac-9682-e052faf1d3fb,1498,51,2025-05-11 18:06:38,78adbfc70012bf802e297ae4a6c6fb14
INV00050,0481f8c0-ef1b-42c1-b53f-512d8d8db267,1927,706,2025-05-06 19:27:14,a11008000fdee408ce1062fa43f54509
INV00051,a412573c-b3f6-4108-9682-f95775c56a2b,3466,93,2025-05-05 02:15:57,27cf80809aa57e37ea1abbc4e990460e
INV00052,576ca2ee-5c98-4032-8085-4a11312f9e78,4272,607,2025-05-08 03:01:23,ce602ea7cfe603ad2892e1d7fa2a77dd
INV00053,545e803e-892a-4417-b123-bc3d2f548566,4215,845,2025-05-07 17:34:54,daea58838e1121c614491c83ee800b6e
INV00054,3412d299-a203-47c4-bde2-ecd5ef09fe58,2809,638,2025-05-03 01:13:34,b10bdd2136b032b0d4cb0613711e4a87
INV00055,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,1162,866,2025-05-12 08:46:23,3fea1f278bd5ba292665eabd5fc5210a
INV00056,4043f2fd-ddb7-4123-94b1-704bb06dbec6,3495,152,2025-05-02 10:30:02,55acebad3fbdb0d8e1c3a8251b4a1ddf
INV00057,bcffdf26-2889-4b0d-929a-8e779c6e851b,1159,582,2025-05-02 11:09:39,b2fd404f3bfcc0d5876070dfe7b90304
INV00058,17fb2169-7a01-4654-8005-9db3d086ba75,47,205,2025-05-03 08:20:51,0c2c714cf718b77c72adac0e53766295
INV00059,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,1810,206,2025-05-07 16:25:09,f70f8579dd495ecc54074e53a70f4d98
INV00060,c8a6eaf0-cf95-4b23-9b68-cf0190892dda,3514,583,2025-05-05 23:46:04,084432c214b70346cf86ead45bad8482
INV00061,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,1888,387,2025-05-10 21:32:08,c80f09a36b891436d900769384d32df5
INV00062,674d43e2-b564-4df9-83e0-08d8d378e820,1160,693,2025-05-08 02:28:23,9889a0d8c26d2e351dcf0f97b1bef298
INV00063,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,742,425,2025-05-09 03:08:46,298d5e982eb1b50232acc915f582c4f4
INV00064,9074b54f-8c90-47bd-8850-d5995b99dfd6,4956,129,2025-05-01 19:03:24,55f1e98b9d948869dfc42c82764d96bf
INV00065,dea48fdc-5533-48f4-9d69-3e89b5fa379e,4692,837,2025-05-09 04:36:37,12cb496d8ed7a8d4a09e726f7193cb88
INV00066,674d43e2-b564-4df9-83e0-08d8d378e820,1889,6,2025-05-05 17:58:44,49756175c2f41a989127f79c1e26a706
INV00067,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,4209,768,2025-05-01 05:54:13,a153d7b541d910d64fc57e07d4e40b4d
INV00068,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,1336,37,2025-05-04 23:09:11,b75846b4e798ec3a524821d0eb6bdaf1
INV00069,5338a24d-bd24-49b6-80c7-ceb5d88d8923,720,688,2025-05-08 05:59:10,b16685ad5f66eee213350b8d84938b74
INV00070,2d046cbe-43bd-402d-9b0c-0adb463c5111,3260,83,2025-05-07 04:50:50,d1816127b1e927f139f3ced713dd688f
INV00071,adfe1367-c650-47bc-ab26-c65be37eb483,2468,424,2025-05-07 09:43:56,a8c936de205cf143926d8e7c7038b1b7
INV00072,6410565f-b02b-4016-b97d-6d7f8710d655,3081,882,2025-05-07 16:18:34,477922502b7073629190cf3d277c79dc
INV00073,7874faf7-fb69-4ae2-a738-b4c599358eeb,1752,194,2025-05-01 03:57:09,58174c394c83dbcbea26e117538f0f0b
INV00074,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,1574,666,2025-05-06 04:16:47,8fad6a10788dbc13b1af8da9db2ecb81
INV00075,de0add2e-3497-444e-bd97-c641b5754d2e,4370,699,2025-05-01 19:01:33,59574104e21b799d64dd786ccf751698
INV00076,de0add2e-3497-444e-bd97-c641b5754d2e,2833,163,2025-05-06 08:22:10,0c538c6d0e7efa9e3ddb6738ebc64f77
INV00077,6410565f-b02b-4016-b97d-6d7f8710d655,2617,429,2025-05-01 08:03:58,8770b6b410aababcb06c7cfdd75330e3
INV00078,e65aca15-c7da-4cf0-8f86-97057eb6e41d,1591,7,2025-05-11 01:52:28,c43c37aa7725026dbf376c463f18d3c1
INV00079,a3027ea6-3a7b-4285-9b82-5ab90b244a50,4944,6,2025-05-04 17:26:21,319f17167bdac45cb52a02464e144fe9
INV00080,bc2a6082-d587-43ad-b368-78b70dcb5f55,129,248,2025-05-01 19:15:30,4d3153683b13e0457f839a6c2d8d91f3
INV00081,2325976b-ebd3-4af4-ab95-cf6c75dd167e,402,364,2025-05-09 10:42:32,911e542c8e6b16d8777d09a4b2c86585
INV00082,754ca431-4c26-4237-a234-fb658c2226c4,1974,433,2025-05-03 19:22:50,ef50370badec5d952299ec617e5c8d2d
INV00083,681c4fda-26fa-44ac-9682-e052faf1d3fb,4471,841,2025-05-01 12:33:30,c8df99f539295df7d90e7a181a3ba3b8
INV00084,128c966a-64f4-456d-9fd0-3d628c9d517a,2753,709,2025-05-03 02:51:37,1972c15c82c5824806d7dfaf11f3e99a
INV00085,adfe1367-c650-47bc-ab26-c65be37eb483,287,750,2025-05-04 02:39:34,c086de8e75f9324291049e35d4905bad
INV00086,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,3839,491,2025-05-01 12:43:54,24b964f35c9f92bc5c82ca4279ed909b
INV00087,a412573c-b3f6-4108-9682-f95775c56a2b,4709,327,2025-05-01 10:25:52,b13d6efe042437de202318489fd7175e
INV00088,681c4fda-26fa-44ac-9682-e052faf1d3fb,3973,757,2025-05-03 13:38:26,bb1530794ad2784379e4e89819977efe
INV00089,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,1426,905,2025-05-02 05:51:14,8cbbe4ac277a7006accf5211c79716a4
INV00090,9baedba2-7d8f-482a-91c0-53cf8f987158,1714,542,2025-05-12 08:42:56,2551e0f2e5ccfaccc20a439dd8c7575f
INV00091,674d43e2-b564-4df9-83e0-08d8d378e820,1216,982,2025-05-09 17:07:33,7925e84828bc9d295b5a2589f3bf52a4
INV00092,b8877c9b-300e-4619-9c17-285548f42c1a,4809,906,2025-05-11 01:21:49,f5423e7e94ba736b1601c1f27d4d54a6
INV00093,7874faf7-fb69-4ae2-a738-b4c599358eeb,1849,237,2025-05-12 09:06:40,1f419b8deeafbc3cad5141cab4f907b0
INV00094,01adb8ae-ae19-4b3d-805f-5485251f2e61,2198,610,2025-05-09 17:14:40,d50e19c03d45419acbfdf8eb8c78f67e
INV00095,a87d51a3-8ba7-4050-a5ae-3c0e1e33ad7f,4635,952,2025-05-11 07:05:31,671d534b40fdc7810316a6af53046186
INV00096,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,412,868,2025-05-09 21:44:53,96af99ac8c3e8f71ae46a1df6cb315ad
INV00097,674d43e2-b564-4df9-83e0-08d8d378e820,285,227,2025-05-07 21:13:36,3c785e93667c4fd2ceac0bab7449d065
INV00098,3412d299-a203-47c4-bde2-ecd5ef09fe58,1919,666,2025-05-12 10:23:45,45b3b05968db447de3b4cda033ba4805
INV00099,0db94890-c654-49b6-b76e-e535bc387855,2540,131,2025-05-03 04:09:24,9af44ddfa5790340488a5b5871527f1b
INV00100,50a26c10-fd86-4364-8549-75c2f73d6e74,196,88,2025-05-11 02:01:18,7107de795d2db90d495487ab18099a15
INV00101,3c32b582-67e5-49c3-affc-7e44572ba0ae,4164,387,2025-05-01 09:32:23,a49412b938347a7e9ac98c754aede114
INV00102,50a26c10-fd86-4364-8549-75c2f73d6e74,4130,11,2025-05-03 13:15:40,e34762621b9c3e3a03c25c77c2b6be03
INV00103,449e10e4-a998-443f-8f47-b8f5ce345a9a,3606,886,2025-05-08 00:33:45,645883bb546763ac1623cf0e76a9b1d8
INV00104,17fb2169-7a01-4654-8005-9db3d086ba75,3307,427,2025-05-09 06:24:13,0cceabbaa2b3e237c1e1bdba09c37cfe
INV00105,0db94890-c654-49b6-b76e-e535bc387855,601,852,2025-05-10 06:07:49,57b3fab4a6a91ccbe82d7a535ecd22f6
INV00106,21a2cafc-d878-40bb-a232-e14e9eda02f3,1390,502,2025-05-05 07:42:49,cd8a7ca0486c8963dc5807fca8693814
INV00107,3412d299-a203-47c4-bde2-ecd5ef09fe58,3771,274,2025-05-07 07:47:39,cc7c96789f6942f0269e589318d77536
INV00108,754ca431-4c26-4237-a234-fb658c2226c4,4053,718,2025-05-06 20:42:57,450d858a7f1ed465a6c94788a3895046
INV00109,de0add2e-3497-444e-bd97-c641b5754d2e,450,901,2025-05-08 17:15:47,3323afe6c640099048e78addc34a7f32
INV00110,0481f8c0-ef1b-42c1-b53f-512d8d8db267,2264,377,2025-05-07 15:33:19,04003c086ffabd4516c32dd58df55f66
INV00111,de0add2e-3497-444e-bd97-c641b5754d2e,2975,420,2025-05-05 19:27:58,17c9cc0081ae83218e65ffd373ab69e7
INV00112,2325976b-ebd3-4af4-ab95-cf6c75dd167e,3192,931,2025-05-10 05:25:30,f9501e435fc95a4b08df52f61957ede6
INV00113,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,2142,903,2025-05-06 12:35:05,740f05fd3366209269d1e15094ee9b0c
INV00114,bcffdf26-2889-4b0d-929a-8e779c6e851b,4361,532,2025-05-01 03:41:57,7309ca7689491c9192e8b24fb2d5654e
INV00115,b8877c9b-300e-4619-9c17-285548f42c1a,964,788,2025-05-08 17:47:11,6342f30cd7052ea1abaf650ea9bae658
INV00116,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,2690,968,2025-05-03 13:50:31,d57da35b0ef217625566df9bf7b1a3de
INV00117,7874faf7-fb69-4ae2-a738-b4c599358eeb,4929,473,2025-05-03 06:47:15,7e1a57a908f0ce82fcc1053225e46336
INV00118,a3027ea6-3a7b-4285-9b82-5ab90b244a50,2452,789,2025-05-04 07:38:54,fdc33445a14ec418d1355679a0f7bf15
INV00119,e65aca15-c7da-4cf0-8f86-97057eb6e41d,4841,72,2025-05-03 16:30:29,86f077b0ab0401fa9cbc60cbc670785d
INV00120,2325976b-ebd3-4af4-ab95-cf6c75dd167e,905,615,2025-05-10 08:21:36,4416deae845d4e1bcc15b8e8558b45b7
INV00121,bcffdf26-2889-4b0d-929a-8e779c6e851b,2844,15,2025-05-10 09:43:04,4390a900f7bdf09839a9624e56692794
INV00122,82e03202-e75b-485c-a987-57c392f25f18,4892,657,2025-05-11 19:42:12,ffba04bbbf438932e19373bb8da9e004
INV00123,2325976b-ebd3-4af4-ab95-cf6c75dd167e,103,742,2025-05-03 00:00:34,44b52229141a17fbafa96e3b55d04178
INV00124,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,1385,353,2025-05-06 11:33:01,64b542eca5d3a17bb6f632a99f4bca62
INV00125,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,2312,230,2025-05-08 23:21:58,db10b201b61aca2dd7844e1ae76ac65c
INV00126,128c966a-64f4-456d-9fd0-3d628c9d517a,2170,511,2025-05-04 00:39:43,ea550b175704cf2a496c06c5341b3067
INV00127,0db94890-c654-49b6-b76e-e535bc387855,2960,958,2025-05-07 10:43:21,226c042ecea9460586f01f45162df56a
INV00128,754ca431-4c26-4237-a234-fb658c2226c4,4594,121,2025-05-04 12:56:43,6213c8107b2b6ea5d36d6dd7d2586bd7
INV00129,066320f6-15d5-4240-b39a-1d9697acf693,1822,995,2025-05-10 12:58:32,72d8dd84753ad851123ce78918d17501
INV00130,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,4385,912,2025-05-07 12:15:12,f652f2bb51a2ec690201056cd1b3ed6d
INV00131,681c4fda-26fa-44ac-9682-e052faf1d3fb,3436,924,2025-05-09 02:24:50,13fd0f862a188325385227eeb4158219
INV00132,68a7d329-0366-49ce-986b-f2741f43d010,2647,57,2025-05-04 18:48:56,d746ba312d8a665905d2bd3baee9985b
INV00133,35e27300-4661-4cc1-883a-60fcc46d1705,2760,314,2025-05-05 11:15:28,5887af9e0430e4ac4bfe4aa8bcfd9210
INV00134,0481f8c0-ef1b-42c1-b53f-512d8d8db267,1706,892,2025-05-02 23:28:08,087af2f2d29f7d4e368e26394e6c4c2b
INV00135,9baedba2-7d8f-482a-91c0-53cf8f987158,264,325,2025-05-09 19:37:03,a090e98fe37a543c2fcc33f32c2fa8ab
INV00136,01adb8ae-ae19-4b3d-805f-5485251f2e61,3440,503,2025-05-05 06:10:57,0b2956574b86a4dcee4740a5ffa5ed1e
INV00137,adfe1367-c650-47bc-ab26-c65be37eb483,2285,640,2025-05-08 20:59:31,45650e9a7f3eabd878e70e2c50c216b8
INV00138,449e10e4-a998-443f-8f47-b8f5ce345a9a,3182,616,2025-05-12 04:07:12,9d5dffd26232c532dcac629ee539226a
INV00139,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,375,762,2025-05-07 02:16:32,607d9201b71e9783b4f825438eac0d05
INV00140,21a2cafc-d878-40bb-a232-e14e9eda02f3,4802,892,2025-05-08 20:14:21,d943ab84da8107fe88f0a065fecab28a
INV00141,674d43e2-b564-4df9-83e0-08d8d378e820,4633,520,2025-05-09 13:38:32,1e81dd533b94c705b66ed7815c44c898
INV00142,d44227f2-ae3a-4cf8-9728-df324b9ca0e4,395,429,2025-05-09 16:48:31,140839704e1a24f6601887ab73c0dec4
INV00143,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,3508,600,2025-05-04 01:44:39,6345ce2dc33aea83915eb012f85b5959
INV00144,3412d299-a203-47c4-bde2-ecd5ef09fe58,2484,108,2025-05-09 02:27:26,f1417699a65aa3ece9a089a32e8b4ba0
INV00145,9baedba2-7d8f-482a-91c0-53cf8f987158,4689,240,2025-05-05 02:22:54,69053dc83783cca511d60fcbe63140e4
INV00146,066320f6-15d5-4240-b39a-1d9697acf693,1569,181,2025-05-04 07:15:23,7d32f93e5214ee1aa46f2e103802df0b
INV00147,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,3545,524,2025-05-08 13:50:48,cdc6026e3068cd6e254064d8e4046df3
INV00148,d826fea5-d663-4b8b-a010-a7b330fd9922,347,530,2025-05-09 16:00:52,66b4abb0fbb4ef106b75e8e4e92e8741
INV00149,d826fea5-d663-4b8b-a010-a7b330fd9922,1353,597,2025-05-05 12:40:04,9093457bc51dff50ea95fd366acc4632
INV00150,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,769,518,2025-05-06 12:41:19,b730dd3dd346fe239dc5ef1341000bc9
INV00151,82e03202-e75b-485c-a987-57c392f25f18,3199,413,2025-05-07 09:00:23,e78c74142b7f5f88db3ccd88770eb9e3
INV00152,3412d299-a203-47c4-bde2-ecd5ef09fe58,3786,144,2025-05-01 06:53:37,dee84d86952b8e8623ebc822fbfbf892
INV00153,a412573c-b3f6-4108-9682-f95775c56a2b,3382,965,2025-05-04 04:25:03,153203caccb677877d6092bf913c7485
INV00154,3412d299-a203-47c4-bde2-ecd5ef09fe58,979,302,2025-05-09 04:32:23,9fe1184d8fe8ced6d6090db261e27c07
INV00155,21a2cafc-d878-40bb-a232-e14e9eda02f3,4586,505,2025-05-08 03:21:40,84ebf61cfb68428e424eb0c5a7fb40ff
INV00156,35e27300-4661-4cc1-883a-60fcc46d1705,1992,613,2025-05-09 20:50:45,0dc37fb0143556de0f32d2058ca1a22a
INV00157,35e27300-4661-4cc1-883a-60fcc46d1705,3096,209,2025-05-04 19:18:34,b4e7521fb92c9b90ee09f05e4044c8c4
INV00158,545e803e-892a-4417-b123-bc3d2f548566,3546,936,2025-05-01 06:04:12,e4b66ad6d092a07c543e26ca23538ccc
INV00159,de0add2e-3497-444e-bd97-c641b5754d2e,4143,690,2025-05-01 19:05:52,b1e4d01cd1c9986c4645e361ebbb59e3
INV00160,82e03202-e75b-485c-a987-57c392f25f18,1508,573,2025-05-08 04:42:08,246f4086a701bee423597e03712077f8
INV00161,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,2718,361,2025-05-03 08:36:25,7333d0c7a87870353cea36567b506cc6
INV00162,754ca431-4c26-4237-a234-fb658c2226c4,4059,196,2025-05-03 01:21:26,aa9bd30921390c33385b465977057fe0
INV00163,35e27300-4661-4cc1-883a-60fcc46d1705,3918,944,2025-05-05 21:07:59,58ea1fc7908ae27093c2061eef5091e5
INV00164,01adb8ae-ae19-4b3d-805f-5485251f2e61,781,979,2025-05-02 05:47:18,42e332892ff27983e89388aa0eb0868c
INV00165,a412573c-b3f6-4108-9682-f95775c56a2b,1791,313,2025-05-10 00:17:34,8e9aabcd88f40ffd6b65434f2a5f5170
INV00166,7874faf7-fb69-4ae2-a738-b4c599358eeb,3272,569,2025-05-06 08:17:44,699c7667b271b49e22d201a739863498
INV00167,7874faf7-fb69-4ae2-a738-b4c599358eeb,2270,429,2025-05-11 04:38:05,990a8cb19b4c324652bd97218e690366
INV00168,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,3081,53,2025-05-04 14:15:04,7eba63871254eebec15d3013adc6fffd
INV00169,a412573c-b3f6-4108-9682-f95775c56a2b,300,40,2025-05-10 23:06:53,133b9b907e03ae6d70e93e9d1f80de83
INV00170,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,666,518,2025-05-10 16:00:51,c420c092edf2dec4459590820ce9005a
INV00171,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,2096,828,2025-05-08 19:09:50,2a4ba54e0da740a322c6d147f5faaa27
INV00172,bc2a6082-d587-43ad-b368-78b70dcb5f55,1389,240,2025-05-05 10:07:23,c002cf951aca29f142bdc7d9f7d0c66e
INV00173,35e27300-4661-4cc1-883a-60fcc46d1705,3757,989,2025-05-08 11:16:50,72e14a355fca6fb0d2f2bb55c7161862
INV00174,545e803e-892a-4417-b123-bc3d2f548566,1313,551,2025-05-10 01:27:52,c26d85e1616dc9f40954023d2c48383c
INV00175,9baedba2-7d8f-482a-91c0-53cf8f987158,561,519,2025-05-01 17:53:33,6bed3417179844ace400eebce99d83e3
INV00176,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,2930,616,2025-05-07 09:31:57,05881642233c8ad568c75f75c0bd9897
INV00177,0db94890-c654-49b6-b76e-e535bc387855,2777,855,2025-05-07 08:08:26,78b77add32b934195e3cfdf0d9660787
INV00178,21a2cafc-d878-40bb-a232-e14e9eda02f3,2890,336,2025-05-02 22:47:29,992d7d6714ba333570ff9d037f019f68
INV00179,82e03202-e75b-485c-a987-57c392f25f18,260,91,2025-05-04 19:15:18,7b529e75cc23fec078a5f39f3ecb2002
INV00180,6410565f-b02b-4016-b97d-6d7f8710d655,4021,232,2025-05-05 14:58:41,82aeaad4b8d19fa3a83e7bdc5961d331
INV00181,35e27300-4661-4cc1-883a-60fcc46d1705,4072,921,2025-05-11 20:36:02,ceb093588bb47ec550df040ba7af6494
INV00182,9074b54f-8c90-47bd-8850-d5995b99dfd6,908,511,2025-05-05 12:16:39,1f829eaece900a5a122f087f5be5fcd8
INV00183,754ca431-4c26-4237-a234-fb658c2226c4,2775,399,2025-05-01 14:16:31,adc69800f1b0bba3b79c6b73760682c2
INV00184,21a2cafc-d878-40bb-a232-e14e9eda02f3,1049,714,2025-05-10 04:26:24,166d2d0b3747a44a0790b32093ccf28f
INV00185,a412573c-b3f6-4108-9682-f95775c56a2b,1379,822,2025-05-01 00:20:46,5719a6927c57f7668b8816b64132d5c2
INV00186,128c966a-64f4-456d-9fd0-3d628c9d517a,546,61,2025-05-11 06:04:48,1309aa20110ebb519afa495e1ddf33c7
INV00187,7874faf7-fb69-4ae2-a738-b4c599358eeb,2895,302,2025-05-04 06:32:32,3d21c6344b44b336aab810dda49cb36f
INV00188,82e03202-e75b-485c-a987-57c392f25f18,1454,663,2025-05-10 15:34:53,24ae6cdf6e5b1fb8e6670d31cfeeb947
INV00189,a412573c-b3f6-4108-9682-f95775c56a2b,1185,35,2025-05-04 02:22:46,56a1dcde495b1b3f3ce26618d2b1a2bd
INV00190,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,3020,410,2025-05-11 10:24:09,1988b5ee030791345afc66793d5ef522
INV00191,754ca431-4c26-4237-a234-fb658c2226c4,758,194,2025-05-06 05:02:26,1f8311a56e9864ba73417cd5420d2a6c
INV00192,35e27300-4661-4cc1-883a-60fcc46d1705,849,330,2025-05-02 23:10:02,87671154183e1e15bc0f09f63d1c57f6
INV00193,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,327,799,2025-05-12 05:32:12,17655467361741dfa8f4383a5b1d39f9
INV00194,17fb2169-7a01-4654-8005-9db3d086ba75,4904,660,2025-05-04 18:59:55,407ef5a2432cede3f282e42d8f5f0b18
