RefundID,ReturnID,Amount,RefundDate,RefundMethod,RowHash
cd64636b-4ac8-4d93-9c1f-cf276c4e398b,d18b4f5c-a15b-4f19-9b9e-f90cf5df96cf,155.35,2025-02-20 14:21:13,Card,aa79ba83beb09851d297cec243f997b1
f818ffc9-6f32-4ea2-8b07-93aeb340569d,a6f1be79-8c4f-4d91-86c4-983eda78d725,29.75,2025-02-22 16:06:34,Store Credit,f9a70f722ad17cf32f9f457d53bf9c1d
b305ef87-169a-44e8-96fd-6b6ae2c1512a,e3362941-1980-46d6-966d-a7a806a60e37,39.5,2025-05-01 05:28:09,Store Credit,1a641d99e140ae698d7a2c335c50d1ae
fc0ea91c-ee15-4e90-80f8-39fed4c57df9,549e1bdf-65e5-40b3-8744-2297b2353720,187.0,2025-03-18 04:43:09,Bank Transfer,32b6133a19b049f24b375ce0d5edac61
4b9b9073-7661-48d2-b4d4-51e5ce394055,96f5ca18-0fc9-49b1-9a82-ab8b9eb2b506,68.78,2025-05-10 22:07:27,Card,46fa6f9ca6a5b509867c8d65756df731
fec0089a-e4fb-44a2-95b0-7d50a06784b3,500ed95e-9f3d-4789-aae9-738300c7f4e3,150.14,2025-03-13 00:29:49,Bank Transfer,84e0b1d8548c3ea6f3acfe9b2a0189c9
8c80d337-ef0e-48b1-97e8-4a571c039acb,a30b910d-c9c7-4ccc-a498-9b6f148e854d,129.03,2025-02-18 07:50:52,Card,34431d86e536533b2f53e463f68a817d
d93bb6cb-7d05-4149-9c65-9e329e1e67d5,78b41f0e-6a68-41a5-a3d7-c8c5ef4acba9,110.08,2025-04-27 22:48:57,Card,166f16a4162df66aad797dfeeb373e17
5f79d345-f282-40f8-bf45-97bd48e86881,5d8bb51e-75c3-4173-b583-5a76c776bbc4,15.43,2025-05-10 09:40:28,Store Credit,6eab2b146d20b4fbf486b253231c9dc5
6fadb59e-25ef-46e2-8d0f-4ec578f61292,0b502952-75ca-48fc-b57a-daa1b80b886a,77.8,2025-01-23 17:08:03,Bank Transfer,cd2c5b712dc2b503613eafef0122ed59
98a053fa-6b5d-4945-b068-b4477af775a6,030345fa-a958-497a-a0ad-4dff39547b28,174.21,2025-03-19 08:32:47,Bank Transfer,06490c4b9204ea8b8d7c2d9eb7b77ecb
f066becf-da79-4fad-9e7f-461a3a96f8d4,a67247b3-b14d-4ebb-b46e-9f7e14ccd125,195.25,2025-01-10 02:31:40,Store Credit,22d36b8cdd97a5e3e1907c465a46c204
0b57f3d2-4b87-4fd9-bb23-e915db8a02cc,dab32c23-107b-4471-b8d6-faea7cb6bd0a,187.62,2025-05-06 13:25:56,Store Credit,121ed4089cd38f578104eb682061d05c
febfb36f-20ed-47b3-a058-eb5d98391ea3,13fd57b3-e4ea-45d9-950e-c17d389d719a,94.52,2025-04-06 12:24:21,Store Credit,1c303156dc33dc76a6eb54b51e3ae621
7c73e3e4-fffd-44b5-973d-903bbceac9d7,e4b71308-31b3-4f01-b718-e92c098702a8,112.46,2025-04-02 19:23:01,Store Credit,c2862e98471118736db50891ef6e44c7
18d789a6-00d4-4b6a-8674-f2855605d4e9,80fdce6a-4ee8-4377-b66f-a63e43eec5df,123.54,2025-01-01 12:32:58,Store Credit,135ad1aab7b67a448fdaca9435e397eb
bda769d4-d47a-47c4-8f44-88f7abe57e4e,d5b48c26-d9a8-4edf-a5c9-192ff3a56379,152.29,2025-01-10 19:42:45,Store Credit,08324e20511c48315de40d268f43cc6b
a30ea0ad-d225-4ec7-9c04-e72c136422b0,c647a69e-2553-4f90-97bc-dc3df8d9b614,92.65,2025-02-25 08:27:33,Store Credit,522c121922b6f58d97cd8e6114090ab6
971a3a2f-9819-4ff3-88ec-fdc387e1780e,ef80d974-e7a4-4cf5-8796-93893a71521b,131.51,2025-01-03 04:41:55,Bank Transfer,4dd415297edc309ecc367a2db8d57836
7eaad886-b25d-4f3f-88fd-0104b8410da8,bbeae15c-c9bb-4cd5-9305-075aa88b6ec5,182.7,2025-04-25 03:29:47,Bank Transfer,a7906a8cb59556df4756c8115e865798
c08ef083-7183-4102-870d-7b550688027c,995771f6-6877-42f6-975f-9a0d7e37f218,112.54,2025-02-17 17:39:02,Card,5bb09d4fd79375b152b70abdb9ff8eb5
8d7545ff-d927-4fc2-aa86-d8a0b66a3abc,feba6d81-d02f-44e3-8cc4-da1e9d6b4c63,93.95,2025-01-03 10:43:37,Bank Transfer,30c2e7d4e72dc7360d53abed79d98252
410277c4-ade4-4ef5-a912-f3bfd5774988,9533ca8f-4383-41f0-8d5e-45e48e5aeac2,88.32,2025-03-02 11:36:47,Card,1b2e43f858e6cda89327a91858739c23
723a0480-25a2-40b7-8194-d6f0ce2807bd,d89d4ce9-0212-4cdb-bbf4-15978a21391d,67.68,2025-03-03 22:20:11,Card,9e07ae5fa348e86c4432681923daf190
d90f34f8-f3dd-447e-9b75-e8dcd9688075,914647e7-447d-4b34-9a84-c3c71281958a,109.43,2025-03-02 12:53:55,Card,9c23b16ee3719b052e208e136e0978c2
96b5fd92-ecfc-41d8-821e-ff7cf82d2af5,14663870-893d-47c7-9d19-fd939c3c2eea,75.34,2025-01-23 18:19:47,Bank Transfer,efe48953810f0a0b933591479135dc72
6d7abe9f-ae65-4719-95c7-4944ddd60996,1836805a-f5b7-4376-b759-41ded0c290c6,111.67,2025-04-15 18:36:27,Store Credit,5975e710b7f273e212e53955ccc0db8e
dda47653-2413-4bac-9851-38a4168fc764,b4d213ee-10ee-42f5-96af-fd06834c7513,185.2,2025-02-23 15:36:40,Bank Transfer,384c037c56545e09d33f81444ae4c2b4
487b7d60-b8d9-490e-ab9f-9f639bd3c951,e7450b07-272f-44ce-b058-f72185a66607,66.93,2025-01-04 13:38:01,Bank Transfer,dc7fa882bca4035f5f4d67f82ac19286
9a149479-2069-4300-92f8-43204afa20d1,84973419-bf67-4a74-a0de-caf9c3536544,161.61,2025-02-18 06:46:03,Store Credit,37025079c75cdf036594218eb3e1526c
723864f3-7c9e-4ffb-ae11-2b5d484a33fe,1515238a-922c-435b-a7fe-aa394ee73274,53.93,2025-04-28 07:48:31,Card,c6dd33c97375c767c55a7b8ba7571832
af17851c-bdc8-4492-855a-006759eeeb28,2a5a8a35-8d32-46b5-9c2e-888026162e69,114.16,2025-04-17 00:13:34,Card,ed804c997ec597742202340864d60bbf
ade7e3cc-56a1-407d-bdab-10978b70f728,36d698df-e0af-4e18-ab47-3d77a3f2afa2,88.23,2025-01-30 01:14:21,Store Credit,0ccb2ecd6726847a8ef68088dc0f2a44
4caacf7c-3f76-4c3f-9404-1afd3901c18d,962c58ca-5125-42fb-8d1c-ffbf4a2fff45,93.05,2025-02-04 14:31:25,Card,7000e44ba9a376538ac781042525fab2
67dd298a-e640-49e4-ad5f-d2802fb4c613,487b029e-6095-4323-b629-c3118309c6ed,41.02,2025-01-16 19:30:50,Store Credit,29dcab8731905722779bdac97800fe45
0ce5deb8-9b7b-41d1-993c-c9061f8e59b2,1dc34aef-4482-44f2-9193-ee9cbbf6a817,132.74,2025-04-15 18:50:49,Bank Transfer,225df446e20e9a51b5fbf4b9ff58ead0
e33f921e-ffa4-472e-8287-6f93dad3150f,0a7fdf7a-236d-4bc8-b52f-9700133b0000,51.91,2025-01-05 16:28:15,Card,33e2bf4f4dcfbca2f30c589685f41931
b5974995-184d-4de1-a6af-da9084d10343,0e51f65f-b251-4263-a249-4b833d9d1469,90.23,2025-02-10 14:02:20,Card,15e349771fa8ea3f4a31829229ae4b9e
ac05fc0b-84b9-40a9-9cc2-607c3d1ce124,5335529f-676f-4d45-842a-53cd44846fac,108.16,2025-04-25 06:55:04,Store Credit,ab193ed53e67c8a140801b5481d87a3c
a7f87f66-2d7f-434c-a15b-550d2dc36087,a058720b-8c20-4fc2-bf6f-2827e8d1e6cb,163.44,2025-03-16 07:08:00,Store Credit,c22abf84e395b4ff7e51dec91399c7bb
129dd4f1-664b-4e3b-9552-ee65366c81c7,3788b344-9130-4f27-a926-8bf8eda5f5fb,61.65,2025-03-18 10:34:15,Store Credit,288b56c21c066e83ba8d058ade8223c5
8d5d9bf9-73d3-4b70-acad-cdad46ab2fd1,e7f01fa3-b5c2-4929-a182-cbbc753e7a8d,151.16,2025-02-01 03:08:20,Bank Transfer,eb9240d10d25bb6034315993eb8059c2
42cb8c37-e691-47d7-a229-5ab3f35a048e,bdb5ad57-28b9-4e77-806c-10b89bf471ef,88.45,2025-01-08 17:58:24,Card,bbe4d2f810cefa184e0040ee67eadd0a
c4d9aa07-14ce-4045-bfa2-c84bc77fad18,2a87dff2-88fa-4d15-82ad-3f400bb03926,44.66,2025-02-16 07:42:41,Bank Transfer,e9eb8d75d376ce7107dbb875429617e2
b8b23996-b6c7-4af7-b3b6-83362d5ee6c0,1608818d-2523-41a9-8d77-21e6448dc021,30.97,2025-04-10 18:12:32,Bank Transfer,9c24bb74c335b0221aeebbbb62931160
5a21908a-2ced-4442-9e49-dab03aa2ffac,d2b7d439-2a1f-44f2-b4d8-8aa39749fb97,127.37,2025-03-14 04:27:55,Bank Transfer,22fce415be5fa4c1673088feb7fc38aa
5f40bd81-3655-4537-bb5c-7c56dd8687bd,dcdbc8c0-ba14-45cf-8d5d-195abc221c62,143.09,2025-04-16 15:10:06,Bank Transfer,45187467d3a56a87fc764518b811f427
64ab62ae-0524-45ee-987c-391a6db6c0ed,a77de830-0b78-41c1-af65-9528f702d7fa,45.68,2025-04-18 17:00:35,Card,236e9777218623bd6f41a247a8de8cde
1e93b3b8-8fde-4f5c-8f90-27f86bf57871,01896a08-60af-44f4-a559-83906d207bdf,38.91,2025-03-19 13:03:36,Store Credit,4fc5242bfdd791c1dc19b3eee3693749
6520f449-4ce0-4d5f-a62a-19a740617c41,761dce5d-f419-472c-bc67-a4a3230952a4,14.2,2025-02-24 02:50:30,Card,70b370c5a517b96371ec23cbc6f32916
1eec8d77-7a76-4264-a4c5-647bc72fd7ed,23ebde2f-4025-4f63-b1da-4c4f12741874,63.6,2025-05-03 00:17:09,Card,74d3ae8c874d6fdd2c322ff9cfad75a2
41369a31-8740-4c70-bf7e-2279e4007f02,f1ed1d1e-799a-4648-a535-f0aa8d783fde,145.89,2025-01-05 02:03:42,Store Credit,5bf2ca5ce01eda4d20d8881f7a9c874f
19e59265-7c81-4871-b48f-7d96351a5c9e,0a9b149c-9e9a-42ff-be3a-40b0dc82d5f0,11.56,2025-05-09 04:09:21,Card,400f184f6269b215a53cf2b2079983b8
0b45fe9e-1de5-41d0-9b4d-31da672bd024,b7ebc9ff-66d1-447f-97e7-28b82e07f880,38.63,2025-03-28 08:59:34,Bank Transfer,7ac26a7dc5250e83b646de588fd459fe
316a08b0-4ef5-4fa0-bcbc-205dcbf9ee63,fa534531-c3d5-4819-8e0d-ba9e1909bb7c,51.27,2025-04-14 17:27:03,Bank Transfer,8d5ce7e78ed519accb5ccac7ad9978a4
88777c8a-92a0-4f16-ab1b-1bfa9b3203c5,506afdd6-aa00-4836-8c1c-6926327d61a4,69.2,2025-04-15 22:50:31,Bank Transfer,b0e890659c82132da2bb9e2a791850c7
4578427b-df5d-43ae-94d9-3d69d4c3a903,a30f6c09-0ab3-419c-8c1b-924613f9d227,199.61,2025-01-03 10:00:35,Bank Transfer,33fd72468a4ecde1f24964d930c4652f
16771832-6255-4971-84e2-15d7b1d3f211,8fe596ad-204f-43b1-9704-05a92933b298,142.42,2025-01-30 10:16:56,Card,6d56d40685567cd63179ffa366da9aba
e89724b0-4c91-4b67-be5a-2211bde82f2c,3863a83e-3aae-4dd3-86c1-80566a3bfd7c,72.75,2025-03-18 01:39:02,Card,300e72db13c705701051d62664143fe4
99709e05-0883-40b2-b52e-edaacfd1392b,78045bb3-9228-4809-8c81-fa291dbbcfa2,20.65,2025-03-04 11:12:42,Bank Transfer,4c9f036c7a8d7ed888b2af2c6e430c5b
a499e20b-a6d2-40a7-bfc6-c1fd3625d401,bee20fc8-2fdc-46c8-abee-1e26ec226014,23.56,2025-01-31 13:45:36,Bank Transfer,f272558fdaf711772f0d8bca14507bdc
9d1c48ba-c5a1-404e-925c-c88c1798d3ac,9fe55870-8d07-4cb7-8547-30a48094d181,44.5,2025-04-29 01:51:37,Bank Transfer,82fff118370f743a4c5ef782130fc108
40a8eda8-2328-4eb0-9959-585db99ce209,1c9aa8ed-faa6-42c7-a79e-1e8edf38d0fb,165.28,2025-03-07 14:56:35,Card,7d99d5ac423cea080b3b39f31b608101
a7242989-3589-4c61-ac8e-abce9f705a97,1e6a6040-a41a-4668-8455-f31ad3309b5b,33.17,2025-01-18 13:57:39,Store Credit,d76cd2a8db8d303a1111a4b76ff157c1
ae7e47cf-e062-4947-afa0-f596086db840,4e27b807-2bc3-460a-8a11-41940f32c6d0,57.3,2025-03-16 04:53:07,Bank Transfer,e8a745c1fcf43772f0e7639c61ded8dd
761d484c-e447-4b5a-b6fc-d3dc808762cc,b6d6a742-df87-4b68-954b-11c4ea7638e0,56.96,2025-02-24 20:28:24,Card,1193c4d7d12bdc0a8c782376a8a19bdc
18cba549-437b-42e6-a45e-510747aa15c5,8a3ca9f2-6585-4863-b0f5-5a3dd6bc1722,47.84,2025-03-26 22:06:09,Store Credit,197dc76a22b86cb55c4c3445047094c5
9c9d9043-c6ea-48a6-b68e-324f84cbc874,ae6add3e-a8a7-4d09-a24b-6298ecb43886,156.49,2025-04-27 13:39:43,Store Credit,7352f67a891506bc6ce4296afec2adf7
06572b8f-3a5c-4108-9169-4e4ee343e164,0637b7d6-ff88-4a17-83f5-e5eacf6a8e1b,136.54,2025-02-10 03:02:34,Card,c3baf073f9ae4087d8ecf5b537595327
15b609a9-af2c-438c-b316-c40b025fe96e,0f5999b2-bbf5-474b-8ff9-840c76e7b80f,99.84,2025-02-09 13:25:16,Store Credit,326fd4bd4a190e05124203cab0573d95
d257c0e6-4efd-4160-9d78-824c3f3feb73,eb822e26-dc50-4ac8-a22c-215348199f7c,192.63,2025-02-15 23:14:30,Bank Transfer,3cdda7d528ddbbc1ee8551467cfc18d2
23e9a7b2-5b48-41fa-90c0-4b2bb94bcdaa,b8bf275e-c6c1-4169-ab47-69858e84f18c,40.14,2025-03-08 12:22:44,Store Credit,8cd465026e7bf33e9b313de0af5316c7
676043a6-1ea3-4ced-8f37-34b674caf9d5,56b62ce3-6e8e-4525-8079-53208725ab48,18.02,2025-03-23 01:48:04,Store Credit,7d1367e45bef42e427d1cfb2af067441
06d7a5af-8a12-4a9e-9b44-33f17da9f5d7,eab3c7ef-2d97-49a9-8c97-b03d116c343e,108.98,2025-01-26 15:52:08,Bank Transfer,7ac69214291d482c0057edb9d245a4b6
4dc0da58-99f9-4d08-ab71-b57d36e832e6,c3c93b30-3e01-48f2-b81e-312cdf22513f,101.43,2025-02-08 20:28:31,Bank Transfer,11985b94cbb53f168b19e94fc629026e
c96c0002-4a74-405b-a13e-93a242129ee7,a7b11a13-9b56-46e0-a3d0-4f04b4b7a931,47.76,2025-01-11 18:37:10,Card,247a4d8be69f35a823985bdb2847080c
c9cdd3e0-4cb1-48fa-b8c7-5d68b48039f4,0e3361c3-0f4b-43dd-b921-a48937af35c2,174.09,2025-02-06 20:52:28,Card,85b307c2183df531472860397f4f8150
972d2474-73e8-4ac0-9bd4-55654bbf0e0d,72996716-a080-4e8d-bcfd-3ebf38fab754,194.92,2025-04-28 11:02:41,Card,4e027521c49c33f79fbc7a327d7bc30c
