OnlineOrderLineID,OnlineOrderID,ProductID,Quantity,UnitPrice,TotalPrice,RowHash
OOL00023,ON00024,42,1,152.02,152.02,5a7664a4b21f3c011bdf831cabcd33c8
OOL00024,ON00025,1809,2,25.91,51.82,0e4b58ad01b4a9db98694404c89d07e4
OOL00025,ON00026,1847,1,22.11,22.11,aa1cc2a60c3e09b645025f67192b4f1a
OOL00026,ON00027,1219,2,22.21,44.42,7a6e59cd1c9072b958629423f9f38f4d
OOL00027,ON00028,244,1,31.91,31.91,7e07a74a401674702512cae99c49743c
OOL00028,ON00029,3228,3,151.73,455.18999999999994,9fab7bcac4ecedff19322cbeafd8d81c
OOL00029,ON00030,1242,3,154.97,464.90999999999997,f638eb1e892be276df15e79156f0fffc
OOL00030,ON00031,4563,3,170.44,511.32,b9e9efeb89733d1cce42033e45a4a761
OOL00031,ON00032,4678,1,49.7,49.7,c93b24873803d166e4cddd7ce85d7c52
OOL00032,ON00033,284,3,140.83,422.49,45cd1050acbdb5a37345d5192337d068
OOL00033,ON00034,1909,3,94.71,284.13,125c0cc364ee4a86f38a76c09aa07bd7
OOL00034,ON00035,1753,3,80.41,241.23,f3a5711b3b8199c81a467e6de79cd3fc
OOL00035,ON00036,279,2,17.1,34.2,d3c58e6e4caaae117c7304d5eb0cb822
OOL00036,ON00037,130,1,46.04,46.04,92b5564f435e1ca330f16d0d7bc55420
OOL00037,ON00038,996,1,142.1,142.1,731bf49540fe82cefb7e00f6ce0c41bf
OOL00038,ON00039,2719,1,179.55,179.55,8bb409a10be8f6e3f2b84156705475b2
OOL00039,ON00040,4154,3,56.16,168.48,2dd3b580f1aa0af7e493e84ad20f1492
OOL00040,ON00041,1875,2,144.71,289.42,f0fa801c27c7c4ad7e20381c3e2ecf60
OOL00041,ON00042,1563,3,66.45,199.35000000000002,8d82d568487af5e8d7c86663b9de28dd
OOL00042,ON00043,2364,1,134.88,134.88,25c4f764de9e255acf335bb8afddefa8
OOL00043,ON00044,1734,3,166.89,500.66999999999996,da9376762c28597a881bf3e99c78b7fa
OOL00044,ON00045,2343,3,131.49,394.47,c7290532690f1044f681b07b5344913c
OOL00045,ON00046,4441,2,125.16,250.32,afb9fdc09641fcb3ca77885bc3d51134
OOL00046,ON00047,4693,2,118.01,236.02,8353738a2135b6ce6c8dac008e7139b8
OOL00047,ON00048,2413,2,179.04,358.08,255dc4cfd18ab9a3ed59bd825a218f63
OOL00048,ON00049,1715,3,18.91,56.730000000000004,63475392b87078edb83cead96564ba5e
OOL00049,ON00050,4171,3,112.07,336.21,93420788b7ef585b2ef4593d68a86af4
OOL00050,ON00051,74,2,18.44,36.88,76814a6076091439318dd02a68f58c80
OOL00051,ON00052,4538,1,112.83,112.83,89844f46cc4402a9d0f70a21404999de
OOL00052,ON00053,3549,1,81.35,81.35,06eda0ea6294aac0350cf3bad72ca080
OOL00053,ON00054,2147,3,87.68,263.04,dd97934b454ca024413acf36520bf2bc
OOL00054,ON00055,2662,2,150.45,300.9,a6207d55df9a4609aa887bced6ddc2fd
OOL00055,ON00056,2073,3,75.12,225.36,ba3809fadf6ec9e23287414af4af092e
OOL00056,ON00057,224,3,25.14,75.42,f34ec795a1d6954ed7fd9663f2a704ba
OOL00057,ON00058,2629,3,41.51,124.53,fe3fcd14248e592d92ffbc6323a86a6b
OOL00058,ON00059,3048,2,162.63,325.26,b44020c85263a20f0fcccf002b90288b
OOL00059,ON00060,4891,1,139.88,139.88,b60e147211158b5e6d42a2819c60b26e
OOL00060,ON00061,3019,2,146.19,292.38,d8dc56601da80af2a0ad8401fbf1e0e3
OOL00061,ON00062,3011,2,41.72,83.44,c36bfcebffc494ea93519d66b0f2aa57
OOL00062,ON00063,665,2,58.32,116.64,5fae43b33d98ea1d1828163eeb4a3b59
OOL00063,ON00064,2972,3,64.92,194.76,dcfbab72c1fde6bcc95d1364badaa02c
OOL00064,ON00065,1250,1,178.59,178.59,1dd044713a60bb48b72c188200657748
OOL00065,ON00066,2089,2,109.08,218.16,29f9f7ad8a1612c3246ec6709b0ae578
OOL00066,ON00067,2952,1,23.9,23.9,9a61d9805b94822cca3e4513b7c2edba
OOL00067,ON00068,889,2,52.07,104.14,f6e168423219a5e6396c942c99a7aa83
OOL00068,ON00069,4251,3,26.5,79.5,377e77dd3fac2579ea289ab1851a7670
OOL00069,ON00070,4957,1,26.11,26.11,99e93a4cadd28f98943572c7197c4457
OOL00070,ON00071,3275,2,34.8,69.6,83e5916969191a232ae6751cc3ecc7e6
OOL00071,ON00072,4831,3,73.03,219.09,9a64bdb9512641390991406ab42c065c
OOL00072,ON00073,3433,1,26.93,26.93,843129f860d5042fe3855ddbc4ded9cc
OOL00073,ON00074,907,1,139.31,139.31,b16d1872f39d6fcd2844d47076a67d41
OOL00074,ON00075,1596,3,166.9,500.70000000000005,4acc5e10e971865f0360b433bc72bb5f
OOL00075,ON00076,731,2,137.34,274.68,9cf013f0b100206aebf7c31d38559eef
OOL00076,ON00077,4333,2,71.6,143.2,716baa3c4688cb082c99d4aa181e366d
OOL00077,ON00078,2805,1,62.01,62.01,2c4cd49c344e1c4e221c8b9cd54f972d
OOL00078,ON00079,1857,1,46.84,46.84,6e0d3ed23c9e95ef278fe05c95865bdc
OOL00079,ON00080,235,1,118.67,118.67,27b9eb4e46ce1a8d29ddd6a4ae0e2195
OOL00080,ON00081,3282,3,130.59,391.77,ef27d9251620885cb647c8f012cf6733
OOL00081,ON00082,4764,1,114.32,114.32,e415619688da8e4b79920420b058c5ec
OOL00082,ON00083,1032,2,88.64,177.28,24b54359672a05c0c6b5d25f6c59e704
OOL00083,ON00084,2869,2,37.36,74.72,71ec0052a036794b30e244cd54721ab4
OOL00084,ON00085,3890,2,59.75,119.5,5fad0e59999e98f9bcbecf8ecdc81413
OOL00085,ON00086,586,2,106.0,212.0,9af89a7e1b90e097589ae87ece5e509e
OOL00086,ON00087,4779,1,150.8,150.8,463fd52641588341f675e8a8de24fdfb
OOL00087,ON00088,2551,3,112.01,336.03000000000003,e1439048dbde7e5906c6c502fa1219b8
OOL00088,ON00089,618,2,177.58,355.16,c4873160c4d6a0ce511bfce971dc19b7
OOL00089,ON00090,4176,1,17.84,17.84,7db6e1cb7f700b3cb43293e40dbe024c
OOL00090,ON00091,2249,2,16.13,32.26,5a0ec88034deb2ca1d520a9cba550547
OOL00091,ON00092,1027,1,177.2,177.2,b8116af4c584f9d882cf3ecaa8bb4a06
OOL00092,ON00093,4217,3,68.19,204.57,acefc40b5112133d2f2992f4e9b4a397
OOL00093,ON00094,3141,2,115.81,231.62,b296929cdcb285009dc8e69b6db72a80
OOL00094,ON00095,2947,2,62.36,124.72,04bcd85c5ec739ed81c2dcbe2cc65c2c
OOL00095,ON00096,2015,2,126.0,252.0,6dd017e2da12734bce899d0bbec6788d
OOL00096,ON00097,1025,2,123.03,246.06,7bd66df9c35b04c0b7a4d02423323062
OOL00097,ON00098,4140,2,110.63,221.26,3b22d6629e0244afe8de81b2d23488b4
OOL00098,ON00099,1854,1,129.34,129.34,7f68c140bae1d30a7d971f411cc734fe
OOL00099,ON00100,2373,1,52.42,52.42,672587bdca9f5294759c23322ca28cf5
OOL00100,ON00101,4294,1,17.39,17.39,b1e50f803f9227454acfe6ca64a8caa7
OOL00101,ON00102,2081,3,144.24,432.72,5f996fdf84f927688358f6a6b1ad1b5e
OOL00102,ON00103,4318,1,85.95,85.95,f0fc9c181352a986118a82912421c5b8
OOL00103,ON00104,1171,2,25.47,50.94,ea93acf80a7186920c8745f03e5deb9a
OOL00104,ON00105,500,2,131.97,263.94,c3471bd69c914b347c742d3523001846
OOL00105,ON00106,2408,1,145.7,145.7,5c521a135ebd3e793062afe449edeeee
OOL00106,ON00107,2571,2,20.38,40.76,23cacbf960494d4e5cdafd1697889e51
OOL00107,ON00108,121,3,28.29,84.87,bbccc5f3f0604e634ceb721fe65bd82f
OOL00108,ON00109,1844,1,179.25,179.25,e7f507eb39e001f66a4d08ec8f5269bf
OOL00109,ON00110,2084,3,113.81,341.43,ad78aaaec9ceb42e7cdb9fb8e0a509a2
OOL00110,ON00111,2397,3,70.38,211.14,ae8decd41507530e8f9fd506fd28987f
OOL00111,ON00112,3855,2,71.1,142.2,c4b8b2980e3e11566e9331de3263dfaa
OOL00112,ON00113,1385,1,40.23,40.23,2b4c028ab17f47b7948d2ebbd0be41e1
OOL00113,ON00114,1713,2,55.99,111.98,ac13a70d3abb8732e86df9baaa4fb8b7
OOL00114,ON00115,3315,1,145.8,145.8,8fe3790e3c375ed00b119ea74038cadf
OOL00115,ON00116,2400,2,56.29,112.58,13d258be7ea4e7ab606431d53fd3612d
OOL00116,ON00117,1518,3,147.39,442.16999999999996,19b143f24134ecfff7507a1550e84b0e
OOL00117,ON00118,2196,1,89.06,89.06,c4518052e1b8d56a469acd9a74205e34
OOL00118,ON00119,579,2,49.4,98.8,d86baac3d3a3f94532395b38e563999c
OOL00119,ON00120,4193,2,61.51,123.02,896c99cfe506dd5ed991ca6c9760e359
OOL00120,ON00121,3369,2,148.72,297.44,a9354341f579f24c5cf5e25273cea167
OOL00121,ON00122,4047,2,93.43,186.86,292160d37fa97359375207c1a6f2e558
OOL00122,ON00123,359,1,158.63,158.63,5b47ecd21911ea9d1c0e8c3c8a83b366
OOL00123,ON00124,452,3,121.37,364.11,918d31c0631412316fb4632a57807733
OOL00124,ON00125,4802,3,78.65,235.95000000000002,aa687106e70c0b32d990dd0ca9a62018
OOL00125,ON00126,1543,2,25.31,50.62,97c30fd4c870a4aeb0638e588522fb33
OOL00126,ON00127,813,2,79.29,158.58,64022f767ecbf045e85f48765b00b874
OOL00127,ON00128,3108,2,119.0,238.0,1359d25c3bbfda5520f308550233a166
OOL00128,ON00129,452,2,25.41,50.82,5304adc748c438ca7d334bd3306792be
OOL00129,ON00130,3842,1,98.86,98.86,2cd45bb383c986ab1d926ea43c8b9d65
OOL00130,ON00131,1456,2,167.98,335.96,d04927f4696b920cdddebb00725ffe1f
OOL00131,ON00132,1776,2,93.02,186.04,85ed14a069f0579c802ae5aaf83c3434
OOL00132,ON00133,3628,2,25.1,50.2,4750968c21484058c4fda6a60ba50a7d
OOL00133,ON00134,482,3,144.68,434.04,d98a0f4d0b8d5ee7968dcc40cb4ed528
OOL00134,ON00135,1104,3,138.68,416.04,c9e80560438fce58219ca4d12f21ef3b
OOL00135,ON00136,2623,2,36.26,72.52,7df826e3f22c3f9c0912b3dc5316d36b
OOL00136,ON00137,1347,2,131.16,262.32,8017a4f19ada812c5d7cc8070a19c873
OOL00137,ON00138,5000,3,71.14,213.42000000000002,9e166f140da37ad9c2f2386e2f57cc91
OOL00138,ON00139,4127,1,119.23,119.23,7f14542bd507a93129f35dac7fec88bf
OOL00139,ON00140,2920,1,104.5,104.5,8df808b028a64c3164cdea7f502d7dc3
OOL00140,ON00141,312,2,101.33,202.66,27fcc8bc91bb2334bf48637f92a567cd
OOL00141,ON00142,1852,1,23.35,23.35,8b0c0eadc20d9787d7e723a7b9fb7a3d
OOL00142,ON00143,4384,3,15.54,46.62,d69060a22e3bce1c75d6488b1e18d689
OOL00143,ON00144,604,3,66.51,199.53000000000003,11e525a477c6bbeeea415a8034da579f
OOL00144,ON00145,2440,1,93.61,93.61,1902ca6c7c1ad95c6adfba18f0bf2763
OOL00145,ON00146,4979,2,64.13,128.26,b9b3c900cba1ce1f128ab2f68e25e7a9
OOL00146,ON00147,4294,2,74.17,148.34,9ca6d8aa3ac16a3cad108ca9c29c16ab
OOL00147,ON00148,1727,1,76.85,76.85,227604e0a444d32cdba3156d1ceb2d44
OOL00148,ON00149,2802,2,84.21,168.42,e43caf4760bc301b0e4f3c9072f7c050
OOL00149,ON00150,3063,1,95.65,95.65,b3dabf93082e657badac9ca631cc3703
OOL00150,ON00151,3497,3,46.28,138.84,5c6f89e4328c5eb41d58a646e02f429c
OOL00151,ON00152,4982,1,128.5,128.5,2cbc8115018f51a3c99715f6b5883fa3
OOL00152,ON00153,1528,1,52.72,52.72,a7860111cd6a0cf94f47dfc25a9e6cef
OOL00153,ON00154,1173,1,136.16,136.16,dbeb3d934cf6ab408b8e836ea87e6a5a
OOL00154,ON00155,3557,3,125.86,377.58,afb69f655ead6d97bfa14f40c1bf22af
OOL00155,ON00156,4484,2,118.56,237.12,4107f282b2b93fb44a4868c9f28dbf56
OOL00156,ON00157,263,1,138.68,138.68,70bfc15f29b772b5c926c1ab27b479e8
OOL00157,ON00158,2114,2,93.36,186.72,a35c04dbfe24a3287bc7634d09a257e9
OOL00158,ON00159,3411,1,157.27,157.27,1b8c94a46f1672fc3957fa9793dfadd0
OOL00159,ON00160,1049,1,53.0,53.0,39e80cc3d7b4a1aa527abb09106e4251
OOL00160,ON00161,3320,1,140.67,140.67,7383cd645573880868377459eb08da1f
OOL00161,ON00162,3127,3,48.32,144.96,b6b611406b199120e1dbb1b02c68fd0f
OOL00162,ON00163,1111,2,170.59,341.18,664e1df2cc5d87176c4a0c56f77711ea
OOL00163,ON00164,106,2,175.17,350.34,cf9bdea50dcbcf2108b7955ec9312e8a
OOL00164,ON00165,292,3,115.88,347.64,fb99cb2649fcd1f6778924a09b7770a0
OOL00165,ON00166,1636,3,127.96,383.88,683e63a6426342f9fe48e00bcb3a1068
OOL00166,ON00167,364,1,121.67,121.67,252fe1ca10dc7036e6821e4292343d53
OOL00167,ON00168,3646,2,95.7,191.4,193b2818f3dd14a625d8976b615325ce
OOL00168,ON00169,3684,3,97.36,292.08,64f2cca1a91f44deaa68b5442df14df0
OOL00169,ON00170,3714,3,165.55,496.65000000000003,75ed53c60230c334845d9388e22762a1
OOL00170,ON00171,1482,3,112.15,336.45000000000005,7c961e10ad9c05ac2c07076573870b76
OOL00171,ON00172,3548,2,47.88,95.76,f490b69321e608a68e4ce432a99a120f
OOL00172,ON00173,4901,1,47.84,47.84,e65478110dd18a20c04e5cf40e67448a
OOL00173,ON00174,293,1,68.47,68.47,05632d62053e807cff332580deee51f1
OOL00174,ON00175,421,1,22.04,22.04,65c6bf6d35d255584297174a2b760191
OOL00175,ON00176,2024,1,136.67,136.67,25486f99d1b1296ef6b473bdf18e7886
OOL00176,ON00177,88,1,126.26,126.26,517cd86e49a588d297b25ecfe55b96c1
OOL00177,ON00178,4935,1,137.47,137.47,9270c49ebe01d9428feae3576990e0ec
OOL00178,ON00179,829,2,128.22,256.44,8d878ca052d758d561570770438bbff9
OOL00179,ON00180,4238,2,96.84,193.68,1a82d01d37640a552a0fa4f3f6b211b5
OOL00180,ON00181,431,2,137.88,275.76,a612cffeeeecfca2ac9817277a5b0e0d
OOL00181,ON00182,4939,1,157.68,157.68,9cc88760699e48d248b98ba93fcc9c83
OOL00182,ON00183,2415,1,153.99,153.99,d11463e1fb3723cfe9db626c50e5db85
OOL00183,ON00184,3272,2,157.14,314.28,2f1c9cabc764faced6f0e8eb67b6ea04
OOL00184,ON00185,4262,3,166.78,500.34000000000003,b093a22d9d2d63a4e0d5790296e755b6
OOL00185,ON00186,1721,3,45.21,135.63,41ef545de1fd3d78d43c7fd1245a9d59
OOL00186,ON00187,4559,1,121.69,121.69,2c986c2c65706aa10b6f6a21cdd941f2
OOL00187,ON00188,3089,3,73.4,220.20000000000002,41b3ed254336f18e57dbc414b459e4dd
OOL00188,ON00189,2319,1,177.58,177.58,a9f61ec79b757113721b183eecb43a42
OOL00189,ON00190,3644,2,130.31,260.62,cb25f9fd6a8de30ad834dc6565819424
OOL00190,ON00191,4431,2,61.5,123.0,f048b5b79ef5939fda02ca186787bd3d
OOL00191,ON00192,4088,3,147.45,442.34999999999997,3905c1eb11c43dc036dbdb5524fbe9c4
OOL00192,ON00193,1752,2,58.28,116.56,43e4271ba2eef2f70c69e1ab7dbb6b7a
OOL00193,ON00194,1011,2,140.55,281.1,7420f9c6d6a7911cbf736a4597c63c2c
OOL00194,ON00195,4964,1,56.57,56.57,00e23726eddf339b08a4a57d36ce656d
OOL00195,ON00196,3166,2,175.39,350.78,9c52b541824f13098a236ad95623b6d8
OOL00196,ON00197,1819,1,124.64,124.64,7e38db35b6760b9a166e0a4b0f59c983
OOL00197,ON00198,4656,2,151.0,302.0,7eeaa26387685990e7770268c593e9f9
OOL00198,ON00199,739,2,171.76,343.52,c689f18ce49678bf73323f190cd05789
OOL00199,ON00200,3830,1,156.58,156.58,596d1170740fabf487cbf1cec5a12730
OOL00200,ON00201,3330,1,56.66,56.66,be6d8b54123b3a4499920f5ff34c0bcd
OOL00201,ON00202,3704,2,159.17,318.34,477e668739962cf8cffa6df27ef48acf
OOL00202,ON00203,1095,1,44.11,44.11,86c612a9e3e25b9f3aa1bcc58f48a87e
OOL00203,ON00204,4732,1,18.72,18.72,4c00754707cff54750cdb06742404223
OOL00204,ON00205,1085,1,27.78,27.78,46094fabde1f4d902b9b6ecac88e3d7d
OOL00205,ON00206,2396,1,135.74,135.74,e3edff85524d7e67a5715125d1bdfcdc
OOL00206,ON00207,2649,3,27.64,82.92,15977ae6c55f616047c286aa3127a6bf
OOL00207,ON00208,2800,3,95.41,286.23,1dbacf63546dfe163e9131ccab6213d7
OOL00208,ON00209,4689,2,173.97,347.94,86733700e83bc414951d9e9fca65a6a6
OOL00209,ON00210,2870,3,47.56,142.68,19e204822837148f67517fc8aa6b962a
OOL00210,ON00211,882,1,76.19,76.19,c8a2265f8a4e166d2d2fea6e69915767
OOL00211,ON00212,1981,2,122.43,244.86,1a16fde93b04eedeeae294b73de2cc4b
OOL00212,ON00213,1748,2,45.37,90.74,c9f53bfb3fae45c719f484652a7c8628
OOL00213,ON00214,4836,1,99.18,99.18,52a2bea6f4d30073c19105f8c3f24f49
OOL00214,ON00215,2011,3,162.64,487.91999999999996,7855b63d795c4b525f1e6b1421850872
OOL00215,ON00216,3261,1,104.05,104.05,1432c66e4ab40e4ebc3214f72360248c
OOL00216,ON00217,4247,3,130.95,392.84999999999997,c217c6bf52cec98e5d19ebfcccbef46e
OOL00217,ON00218,4901,2,170.59,341.18,7693eedb3e65bcc307c2041374544986
OOL00218,ON00219,4786,2,152.0,304.0,1972b6207c3d8d649a362b3ad0028325
OOL00219,ON00220,2672,2,143.05,286.1,b30800dbba338e289646fac2451a2f2b
OOL00220,ON00221,844,2,145.59,291.18,bb42387a4abdd7cd21dddf20da9768bf
OOL00221,ON00222,4989,1,166.69,166.69,05f3667bda7451a8a9e6657cf9b2bbc4
OOL00222,ON00223,4090,2,144.09,288.18,3617a154cebbeda861228fbd6cf77a40
OOL00223,ON00224,3665,2,32.79,65.58,89a19ab09a2f1212381ed5ee487ff81d
OOL00224,ON00225,4793,3,72.34,217.02,b74c4b256047614608ce4e79aa08e9c5
OOL00225,ON00226,781,2,154.3,308.6,1ea6e9bbc67ccddc46eeace87d1224fe
OOL00226,ON00227,697,2,168.89,337.78,e1ad5de5e84368b26ac38eba9fc78236
OOL00227,ON00228,4636,1,70.66,70.66,81adff459ae0bc318ef3260e196e92ed
OOL00228,ON00229,3906,2,123.07,246.14,98bce4811f722a6bbac3bb76b76aa400
OOL00229,ON00230,2560,2,61.54,123.08,6dc5d60637c2560d27fded61c4be5c46
OOL00230,ON00231,4328,1,33.25,33.25,f66301a5ea0464441ba72f403777552a
OOL00231,ON00232,3454,2,177.71,355.42,51bb4bc7f63b7f32c5f872a4d2dbf729
OOL00232,ON00233,27,2,119.36,238.72,79e4ae373da2233d7cfc2f3749fffdfb
OOL00233,ON00234,2342,2,139.06,278.12,abfb42d71537bb9aed440e1640e288bc
OOL00234,ON00235,3954,3,48.86,146.57999999999998,cf79f94ed5abdb04e0b131e8c725cea8
OOL00235,ON00236,2340,3,48.93,146.79,8825c28e8bc4748bae491fbd69992006
OOL00236,ON00237,1685,3,63.69,191.07,9a288f8e285004cf1905035d1b0fb8fe
OOL00237,ON00238,3562,2,59.03,118.06,23a4f4548507b154a617aa97eabda233
OOL00238,ON00239,2864,1,171.81,171.81,123f1394b23df7e1eca5e1ece4286a85
OOL00239,ON00240,1576,1,96.84,96.84,c92cebb67f0c7c15dfbdaad64ad1241c
OOL00240,ON00241,575,2,166.51,333.02,59824cc3338cc47ae1afbe7c5feadd9e
OOL00241,ON00242,1014,3,139.69,419.07,e31a496409a82736aa5b98ec0e93fca5
OOL00242,ON00243,4301,3,52.44,157.32,2bb4c60af8111cc4ff5ff91db1a038e9
OOL00243,ON00244,3820,3,29.42,88.26,cb62f2ff58e11f4a823c0dd019510021
OOL00244,ON00245,4975,2,89.79,179.58,0e4e800c2ed37cfe91696468f9fe6774
OOL00245,ON00246,480,3,122.57,367.71,2f5ea8bef0e14bb04b00f69d230576f6
OOL00246,ON00247,3886,2,104.99,209.98,1a2be101535f827e9a700aaed893115f
OOL00247,ON00248,118,3,104.1,312.29999999999995,1ecc2681b6f4a06fbf9a38cc5f856345
OOL00248,ON00249,2850,2,35.53,71.06,583fcea3a678336348c32a741556a433
OOL00249,ON00250,2033,1,127.9,127.9,0985c4126ecc2c0e9138c46406eb077a
OOL00250,ON00251,2155,2,64.22,128.44,59f05ba0cfb1b15219ccd0d164d83412
OOL00251,ON00252,1863,2,97.4,194.8,31f27fa0276a0c4bc6ca8d3b1d21d1b7
OOL00252,ON00253,2253,1,139.17,139.17,3f77c273d1331cb12133ee14c0e86f69
OOL00253,ON00254,2451,2,85.6,171.2,64699bbbe40608f057c337f3b052fe07
OOL00254,ON00255,1162,3,153.34,460.02,5813dede27c194d8fba25da46bcedeba
OOL00255,ON00256,4809,2,170.21,340.42,a312b48c974da58fa43b7b75dd9ae50f
OOL00256,ON00257,2382,2,139.82,279.64,62813aafe26d02ff08c4ceea6c26c181
OOL00257,ON00258,1067,3,41.29,123.87,c2a0fc3a75ee64a24b3da4f4c87500e7
OOL00258,ON00259,489,1,127.31,127.31,ab9c29bd07c739fb12577e7dc1f441fe
OOL00259,ON00260,2640,1,138.18,138.18,fb7f86990998ecf85a6029ac257e5f40
OOL00260,ON00261,552,2,117.16,234.32,b1af1375846cded6ba0d0081be1f1069
OOL00261,ON00262,1516,2,147.59,295.18,1638eff13dbf3878bc43ac510d473006
OOL00262,ON00263,1722,2,84.91,169.82,23ac9b2419ce1d2f30d44fdd6b10c528
OOL00263,ON00264,4972,1,118.54,118.54,77f8964857fc02f51c6d7e9757930bae
OOL00264,ON00265,4431,1,166.58,166.58,39a875d3228bfb621583a31a8030992e
OOL00265,ON00266,2608,3,131.18,393.54,123238807a8c78e4038fde59334b358f
OOL00266,ON00267,723,2,90.06,180.12,196520538c76d32f1e7e13ef55ee0252
OOL00267,ON00268,3225,3,84.01,252.03000000000003,7e37e7ecc91c58cd2dabb2a352bf97a9
OOL00268,ON00269,2597,3,112.81,338.43,ead1423af004db587217e954e9665b52
OOL00269,ON00270,4149,2,146.29,292.58,a8fed58d4db44e32e5d9851cc3b8b48b
OOL00270,ON00271,995,3,73.19,219.57,3bc99e8b4a57172e246909b956f0b768
OOL00271,ON00272,2969,3,93.26,279.78000000000003,9336134fd241997c4ae69c338d8fe57f
OOL00272,ON00273,1684,3,26.67,80.01,1a0f40347047784113ae58bf4297753c
OOL00273,ON00274,1644,1,87.97,87.97,ea78fbab020800a5efbabc8757eef32e
OOL00274,ON00275,3246,3,17.67,53.010000000000005,5425604c4179b18fbdb03ac41d040861
OOL00275,ON00276,183,3,127.52,382.56,129d8d51dd5e1114a76fc9a4743f0b94
OOL00276,ON00277,2252,3,45.31,135.93,0638af63b043c371015c31421646d5d1
OOL00277,ON00278,1662,1,37.56,37.56,e3ed6d0a8feb9c450f56e69e015504ca
OOL00278,ON00279,82,2,133.86,267.72,c03db7845e6ebbc2745509b380520a55
OOL00279,ON00280,3565,1,117.88,117.88,024b8066f70667487067fb83a27856eb
OOL00280,ON00281,4350,3,109.91,329.73,f39bef3906cb6d33c47d09bb754ee6a9
OOL00281,ON00282,3544,3,35.6,106.80000000000001,c927950a4430f4cb70e37217896f2af3
OOL00282,ON00283,2528,2,63.33,126.66,a9d9b63b9d842ce0340e308298d9e5bc
OOL00283,ON00284,859,1,112.19,112.19,3248327829f9ca6aa91194103e41c8ae
OOL00284,ON00285,1828,1,145.47,145.47,ea23aeaa67187e20f88c0d171b6411c7
OOL00285,ON00286,2359,2,27.53,55.06,3e087af5d3bc84a6b31292303cb77f25
OOL00286,ON00287,2193,2,85.34,170.68,3134dfabbc59125ea2b186e6bb316879
OOL00287,ON00288,2409,1,174.06,174.06,23455cbaf8074a22c787fa1d531158be
OOL00288,ON00289,2577,3,74.61,223.82999999999998,f721fc010a03e5c32215150a758e02f6
OOL00289,ON00290,3469,3,143.21,429.63,8e9a6b616f239a7ba3dd45ad1b958dbc
OOL00290,ON00291,899,2,106.28,212.56,d579b9f87155600edfb655bf2b149393
OOL00291,ON00292,1087,1,172.44,172.44,f714ea9d4bcb8e477e25ea7539b4609c
OOL00292,ON00293,3106,2,87.68,175.36,79c32739596af2c1167d8f6ed3bbc35a
OOL00293,ON00294,1698,1,108.84,108.84,aa5ca7005e39a83284694fe58135b5d3
OOL00294,ON00295,4,3,147.95,443.84999999999997,8590d28718c22577c1aa6c3700703e06
OOL00295,ON00296,2250,1,161.93,161.93,47aaab74d151309177b3e3fda998de32
OOL00296,ON00297,1836,1,140.51,140.51,fd53db7fd749e9d48ecc702e7e65c375
OOL00297,ON00298,2136,1,176.88,176.88,eb846bc85bd580253e446080a8afe92b
OOL00298,ON00299,1016,2,101.4,202.8,a76fc8c2f4c849d210f20eceb243adac
OOL00299,ON00300,2505,1,60.32,60.32,9e9f7a5b689456b4fc9b6e709936589f
