ProductID,SupplierID,SupplyStartDate,RowHash
599,416412a1-3616-4692-af09-d48f4b258258,2023-05-30,b39eb8100006fa3a99102b6ecb7ba17f
3310,47e17369-8736-45ef-a1bc-427a275c9dd2,2024-03-07,d9c8114c33f83eb50fe576a714193315
4189,416412a1-3616-4692-af09-d48f4b258258,2024-09-11,cd3f2e7fa57eec6c9e1190632a79eba7
1557,111e16ce-1009-49e8-9792-b01200cbe1e4,2024-05-17,d86c7210705b2d21e3b3896de362d094
650,e7fc9674-947c-42d1-8de5-0a9f762cc441,2024-09-14,2a92b9510fcb3ef567014acd535526c0
1465,725b146e-9cff-4fed-8c33-99a9b2cd8ebe,2024-04-08,98b84bed4f44cc44c4149bf112df168b
3778,9383f19a-ab4b-4657-b617-ae9c60c25476,2023-10-17,346282001b7e7cd86b7047c9f53307b8
2604,ace90f05-959a-4fd2-8ad5-f77517d06d70,2024-01-27,adbaef1645ffc6744e398d12a8499881
1660,8fcfbf53-8684-4250-8964-2b3be0d7212f,2023-11-19,c0fa34c919701d702931e661debca9d9
1697,a8886235-f9dd-457e-b8bf-2541c29c8620,2023-08-25,81f5fe91f5d943714551f862a1cbb403
4436,8d4a5b0f-e2b3-46f3-ac5c-02bb9758acbd,2023-09-06,bdee36db57bccc92bec7eaa62cade6b2
1497,284d0f6a-2446-4d78-9af6-8bbfe3c28a3e,2023-10-13,adb84881fabf78f2147458d79c93b525
4156,3114b2dd-8df3-4f42-98d3-7c5652ef32f7,2024-10-24,893247b5c0508a011b9cefec1b9562e6
4681,5446b455-36c0-41bd-8330-d72404d16428,2024-05-23,34f687b575107b19b96dcb034c444de6
1596,717fcab8-9707-4595-adca-fa8a50604ff7,2023-08-15,c713784c53ed68f2d6212869d1d93e99
195,edbc5ad2-b988-4ec2-8df1-b3f017b20920,2024-07-03,bb14b73353230639959ec8f1f4ba16e0
4124,5446b455-36c0-41bd-8330-d72404d16428,2024-02-12,f138e3d568b8b1cbfe3bc9d72b721578
1961,d98166ba-9bce-4d06-899f-ee399a53bedf,2024-08-08,3bba6278e93ba1199d10f5c32b5b3816
2791,f6223b7a-d6fb-4ec5-a898-6f8c823344a4,2023-09-09,c79e7b8535051c8a16821cbaba13d71a
4973,be98a698-ef0b-4a46-8429-f75187e63193,2023-07-06,6cb9e19a4b2baac61acaffa8f05d2451
3039,0f081c8e-48e1-4a4e-88d6-6b1e6cd96d94,2023-08-27,fda82cdab6c7563f25a3445053ecaa7a
1230,003841f7-ef6d-4f91-b93c-4ae41b69d21b,2024-03-01,45f3b0de7aa52071af4ab7ddf0d71161
523,6530f8be-a040-4aed-9783-8de932aa94c2,2024-09-16,a62ef0ad5d4e7ac7d706ff77e7b0cb06
3605,e7fc9674-947c-42d1-8de5-0a9f762cc441,2024-06-16,5d300449140afac12bc69b7359a1f25f
499,422d3cfb-a615-4379-8678-ceb91dcc6a81,2023-12-18,fca4d417db844c9d43ec2ded442894fe
300,a5096009-d0b6-4426-8752-a273e8e85779,2024-09-25,e5f00f6439154e3b35eba31d850e57c5
4109,cae5b015-3829-4a48-ba22-40234800d730,2024-06-13,ba3c4ee5053ea53c61db80e01321c140
192,857729ef-02d2-4f70-a144-d2e9efdb893f,2024-02-21,84edb5147dd0f33539bcc90dc4b23c3e
293,857729ef-02d2-4f70-a144-d2e9efdb893f,2024-03-28,e208cfe73466e65eacfa9f6f6bff18f7
144,edbc5ad2-b988-4ec2-8df1-b3f017b20920,2023-10-30,57513397725c93bd5b3eb62191caf2cc
4043,e7fc9674-947c-42d1-8de5-0a9f762cc441,2024-06-01,aab31ef208ff01a06ae7f32a4db463b2
2484,6530f8be-a040-4aed-9783-8de932aa94c2,2023-07-16,b2f6f724e51b11dc629792747bf4b974
4105,f6223b7a-d6fb-4ec5-a898-6f8c823344a4,2023-07-15,08ac4362ece490630e81141be311ed66
3737,d98166ba-9bce-4d06-899f-ee399a53bedf,2023-12-20,f5ed80f22a18a85428910c5c88d4a37d
79,717fcab8-9707-4595-adca-fa8a50604ff7,2023-09-07,1b61beebf3eba42ead8b800698432649
1586,5cfea3d7-c2f2-4735-a096-29154722be12,2024-08-24,22f106fa038dd1885dc812ed5db9f136
3362,416412a1-3616-4692-af09-d48f4b258258,2024-01-09,82c02c0d37d40154317e193663646219
2829,5446b455-36c0-41bd-8330-d72404d16428,2023-10-08,044fc3976431bd791d33e281d697a570
490,725b146e-9cff-4fed-8c33-99a9b2cd8ebe,2023-05-28,400fc84f0b1e8325039bdb6c04f89edc
796,df6113ca-df8f-428e-afc8-25e46b387180,2023-06-12,8b110ff99dfdbfe769baf1d4f4babd83
1054,7c4af886-f52d-4c33-bcff-9789babdd7c6,2023-06-03,ca07a060b0c74892d856cdea61860bdb
4175,3114b2dd-8df3-4f42-98d3-7c5652ef32f7,2023-11-18,9170883534a130aa9e7b667e44fb44ff
819,a5096009-d0b6-4426-8752-a273e8e85779,2024-04-28,0e0502b9c96ffeb5067ac6ce6649eae6
3540,32f31366-6143-4aee-9e76-b793f1d31932,2024-01-28,d296c1b1699e6d0d9311cfd3486a2505
2000,111e16ce-1009-49e8-9792-b01200cbe1e4,2023-11-18,1f9406b0275a317bdd8b00d3d4ade5e7
2131,71a6f293-0c20-48fa-82d0-24f3ca01cdeb,2024-07-27,df53f72651abda50927fbe33b6c5b23f
2008,bbaee465-d02b-468a-b50b-067e6bc68e67,2024-07-02,74af4f500341530da3a0fa015072c523
2455,d15f6ed4-f9b3-41d6-bd89-24154fc5aa0e,2024-07-23,afc64eb89a2f89c603870da0deedbf5c
607,9383f19a-ab4b-4657-b617-ae9c60c25476,2024-11-03,1ba9c5302c6fe49c9fa2d695b09bc445
4087,9383f19a-ab4b-4657-b617-ae9c60c25476,2023-09-04,d668911288438df15cd95952cbc4b95f
3738,78441627-5dc8-4d21-9e7e-b5de61c1836f,2023-11-16,5f2f14be2e4cb9d972fcfce3139e7fbc
1196,d15f6ed4-f9b3-41d6-bd89-24154fc5aa0e,2024-11-08,55f004205e87632de6fd12fe620673ac
4361,284d0f6a-2446-4d78-9af6-8bbfe3c28a3e,2024-11-03,66d922ccdaabc32b4f61bff38f88a17d
2274,5446b455-36c0-41bd-8330-d72404d16428,2023-07-07,ced7fc48f9e3963df31189acd9b4e206
1865,b29cfbb8-f493-4460-ad6d-59d18b18a0c4,2023-10-19,977af24a7a84887db5269ab51b223e74
2584,edbc5ad2-b988-4ec2-8df1-b3f017b20920,2023-08-31,fe46a554316d4ed0f833ffd572128e5e
866,cae5b015-3829-4a48-ba22-40234800d730,2023-11-29,6b3b6ce9f88d22b4b4363c869eb7543b
3273,71a6f293-0c20-48fa-82d0-24f3ca01cdeb,2024-04-15,a2db1c4dbf853c54c9b6ad77298ff535
1064,003841f7-ef6d-4f91-b93c-4ae41b69d21b,2024-02-03,f43a7fc92905f77c5727f74b71ce343f
4212,a5096009-d0b6-4426-8752-a273e8e85779,2024-08-19,52fb4ea7a6c682ab939f9798594e1af5
1701,f37a1345-4321-4733-b150-c6f4ef9ee640,2024-10-04,061a06b087ac5df5f6ad13b610230f35
1396,420f9abe-1464-45b5-86cd-4df0ab0f2ee8,2024-09-09,15f71bb2da26807d13fb1034c01307f3
1447,df6113ca-df8f-428e-afc8-25e46b387180,2024-06-05,01ef1a9d4e1c0a2a2cfe1130c6279e28
1033,111e16ce-1009-49e8-9792-b01200cbe1e4,2024-03-02,6d7d9f4001b9ed3dec33b06c2e457641
4231,3114b2dd-8df3-4f42-98d3-7c5652ef32f7,2024-03-02,5e6d3e846e5702385659a96119a85ced
2326,bf188d08-b606-441b-b7b1-0735c36ba58b,2024-08-29,be107a4814cb0835099a73599ef116c8
4399,e6d7f390-e2e8-4324-b1c2-59686ed30bbb,2023-10-21,109c3bc54619a96eabcfbc450361c85d
1456,3afa8ccd-21e7-4fb8-9070-81ff7c7a4926,2023-08-18,12f19fe28d9a368000829de061438b4a
4787,78441627-5dc8-4d21-9e7e-b5de61c1836f,2024-05-17,77448d91fef5ae46a7dd0758042dd5bb
4664,39e3f31e-86c1-4cd6-822b-bbf5e5b05672,2024-06-30,13a5febc36f8fa49d00ca9fc49932f97
4200,111e16ce-1009-49e8-9792-b01200cbe1e4,2023-11-28,f686b7afc121cfd6304f30922b90c802
531,a8886235-f9dd-457e-b8bf-2541c29c8620,2023-07-31,9abf247197ea39e727f5a29668bb4558
1507,f37a1345-4321-4733-b150-c6f4ef9ee640,2024-05-27,22528de279b5deb0f966b481b9b38cbc
2358,111e16ce-1009-49e8-9792-b01200cbe1e4,2024-10-04,9df418b2ab0d9786a5c9a411032fe656
1465,80fefa0a-4f23-457d-a9b8-0a42d179e050,2024-07-15,e51731a7f0765b5e474446d2d0da53a7
3521,c764644f-2d8b-4a25-b637-6363eec2e85d,2023-10-15,161486f5a42da9226a14cc58ef963667
4817,bc572b67-d528-4074-b373-01fff697aa44,2024-10-23,22feab9fc973bb0e95870e4ea2511359
1277,717fcab8-9707-4595-adca-fa8a50604ff7,2024-05-31,8ad4a0478dcd51668e3a2b3a7f83b738
1723,0f081c8e-48e1-4a4e-88d6-6b1e6cd96d94,2024-03-27,04d1a325cfa92df07019be4b5682dfdd
916,111e16ce-1009-49e8-9792-b01200cbe1e4,2024-02-02,c270fa74c1b1bc683e65d037853e078e
213,bbaee465-d02b-468a-b50b-067e6bc68e67,2024-07-27,9a6c1c368e346680dc3dd98b4a21279d
3536,bc572b67-d528-4074-b373-01fff697aa44,2023-07-06,179911e346c347220c5a27f2e70d1d96
3919,c764644f-2d8b-4a25-b637-6363eec2e85d,2024-01-31,e4582e74d4763d0fd0898d752d2d4dcd
3246,b29cfbb8-f493-4460-ad6d-59d18b18a0c4,2023-10-22,2f2b9889ad609fa287507f9f6406f10c
4912,0f081c8e-48e1-4a4e-88d6-6b1e6cd96d94,2024-06-21,d38f9ad5a881ff614549a09af87d8247
795,3afa8ccd-21e7-4fb8-9070-81ff7c7a4926,2023-08-28,0ad97587cbf65f2facfa66da7061b82b
2224,bf188d08-b606-441b-b7b1-0735c36ba58b,2023-06-13,fc1c552a850de9f28ab7b26e66cf906c
4062,2d161670-8c69-4e18-a8fe-decce52732bd,2023-07-24,7ec21d8e29e478403a2aa8331d13e42a
1899,422d3cfb-a615-4379-8678-ceb91dcc6a81,2023-07-27,c0ce9b5dca1ee6cbf7ed71e2ac4f7bac
4360,b29cfbb8-f493-4460-ad6d-59d18b18a0c4,2023-12-11,e473b9a4b928b9a1b9b9b7203f75baef
4381,f37a1345-4321-4733-b150-c6f4ef9ee640,2024-10-11,dbbe2ae23a9b6c9d58980744e77c1bf2
3264,111e16ce-1009-49e8-9792-b01200cbe1e4,2023-06-04,f05ca7712466153c6e970ee1a55362c4
2048,2d161670-8c69-4e18-a8fe-decce52732bd,2024-03-08,674085e4890b7e0a324025564ed7084f
459,edbc5ad2-b988-4ec2-8df1-b3f017b20920,2024-02-10,abb6a4a9858f9d7fadc8a11f6427ad26
4992,9383f19a-ab4b-4657-b617-ae9c60c25476,2023-09-16,6b3866391cdf75f581aeb5189fcfb218
3190,bf188d08-b606-441b-b7b1-0735c36ba58b,2024-11-05,95447d1d7727a87f25e6532f2e85f123
4910,003841f7-ef6d-4f91-b93c-4ae41b69d21b,2024-04-08,7d0d9c7de80629b4b2e8c620b7187732
3347,420f9abe-1464-45b5-86cd-4df0ab0f2ee8,2024-03-12,36d7228491f67e94717002f1811a5572
1763,857729ef-02d2-4f70-a144-d2e9efdb893f,2023-12-25,490112327d3ff2159e814adfcbdb476f
2251,420f9abe-1464-45b5-86cd-4df0ab0f2ee8,2023-10-01,47b1bcc8bcc6388ee63e93c369d4acef
2188,9383f19a-ab4b-4657-b617-ae9c60c25476,2024-04-10,caeaad3068e916df618335f09beecc1f
2126,8fcfbf53-8684-4250-8964-2b3be0d7212f,2024-04-21,a977ab1714bad84c2a2577c2645a15e0
1278,6530f8be-a040-4aed-9783-8de932aa94c2,2023-10-30,814ba7113ed890c988c6f9237862bfe4
522,890728a3-1f15-40c4-9f33-588c319e4d6b,2024-02-22,80eea2d8b660d91b714b9c5d2e89a480
1868,a8886235-f9dd-457e-b8bf-2541c29c8620,2023-06-30,8636988942b25d461acf960a09ac1733
1304,5cfea3d7-c2f2-4735-a096-29154722be12,2023-09-01,d2d521ebe86894d7daa2cdd7121b775c
915,420f9abe-1464-45b5-86cd-4df0ab0f2ee8,2024-05-24,f51f057ed416be20dc43f7a71ebe2d55
1436,5446b455-36c0-41bd-8330-d72404d16428,2023-10-01,d0b704bf571d122c0f5a9deaa4a8d01d
265,32f31366-6143-4aee-9e76-b793f1d31932,2023-12-15,0961bcfba0240c47b2d9c0f46797cf60
3939,111e16ce-1009-49e8-9792-b01200cbe1e4,2024-01-12,8d30d1cbe63add53e85202064e5a1ce9
3829,a8886235-f9dd-457e-b8bf-2541c29c8620,2024-02-04,764148aa5cc427d69aa03cbdf1728062
2005,857729ef-02d2-4f70-a144-d2e9efdb893f,2023-10-30,01b25d72f4adc00bdb84e6c271f16022
3604,32f31366-6143-4aee-9e76-b793f1d31932,2023-11-21,5401f81707ce0b43492747598704dbbd
1282,416412a1-3616-4692-af09-d48f4b258258,2024-05-25,830e1befc3d2451ab4f8842bb39479fa
1017,68dcee38-64e5-4110-8e1e-94d3cb77fbe1,2024-02-19,8c773289d92e55840978481a715cd117
327,8fcfbf53-8684-4250-8964-2b3be0d7212f,2024-10-15,d9120f0f2f6af82e00946feda7c66749
3986,bf188d08-b606-441b-b7b1-0735c36ba58b,2024-03-11,52f524b61692631904e25036e275d3e0
1722,d15f6ed4-f9b3-41d6-bd89-24154fc5aa0e,2024-01-10,b5a40d764851e30f2dcfc6f5f3b7013d
891,857729ef-02d2-4f70-a144-d2e9efdb893f,2024-03-06,c7bd91cadf20390bb1e35235a79bb919
4088,422d3cfb-a615-4379-8678-ceb91dcc6a81,2024-08-30,9bf07df2ce913f18eb716c141686cdab
3395,cae5b015-3829-4a48-ba22-40234800d730,2024-05-10,45682dae7c7932e56b392a5acf2e179b
4798,857729ef-02d2-4f70-a144-d2e9efdb893f,2024-03-26,e3d412c91999684f184900c09678a0dc
2502,f6223b7a-d6fb-4ec5-a898-6f8c823344a4,2023-11-30,eb5ef2065defda855116254ca9b479e2
4902,47e17369-8736-45ef-a1bc-427a275c9dd2,2024-06-25,18e43afec39538278a25e7826c98931a
3605,c764644f-2d8b-4a25-b637-6363eec2e85d,2024-04-18,22c670fece0a041d8f443d3e76581df0
2482,7c4af886-f52d-4c33-bcff-9789babdd7c6,2024-06-12,92b35f559150c1360bfb620e0d911286
2459,6530f8be-a040-4aed-9783-8de932aa94c2,2023-12-25,96ae81bc96266aa2ea1bc4e03baaa0c5
187,f37a1345-4321-4733-b150-c6f4ef9ee640,2024-08-11,3e02f7d16a4ebddca117c1a2c8f263ae
1522,003841f7-ef6d-4f91-b93c-4ae41b69d21b,2024-04-06,07fa6254bb292967a99101eaa2507c88
238,6530f8be-a040-4aed-9783-8de932aa94c2,2023-09-13,ab5f91f94f814f23f8e1780d0905b77f
2976,39e3f31e-86c1-4cd6-822b-bbf5e5b05672,2023-09-16,fa06212de9ff0c886ee8f9e2e12bbc1a
4346,3114b2dd-8df3-4f42-98d3-7c5652ef32f7,2023-12-14,d070613d80a71bbbd4ab0ca829aa355c
1294,6530f8be-a040-4aed-9783-8de932aa94c2,2024-08-02,bccb07bf38c6d45bf8121a438a6f3bf6
4974,c764644f-2d8b-4a25-b637-6363eec2e85d,2023-12-21,af0b526422d534d48d39abe18b77f93b
3869,71a6f293-0c20-48fa-82d0-24f3ca01cdeb,2024-02-21,e286995da14c1b016daffa8a103f9818
4234,3afa8ccd-21e7-4fb8-9070-81ff7c7a4926,2023-08-13,885d93d22ac243c3fc0b0b47a6754be0
907,0f081c8e-48e1-4a4e-88d6-6b1e6cd96d94,2023-05-28,094b5e9de45b8a7ad0e2838f9af15d26
3196,d15f6ed4-f9b3-41d6-bd89-24154fc5aa0e,2024-01-05,db067d5e8578dcda75f242a43bcf4882
3627,5cfea3d7-c2f2-4735-a096-29154722be12,2024-03-22,1ddfd1e9a114bdf1e65f547e79a88d74
829,8d4a5b0f-e2b3-46f3-ac5c-02bb9758acbd,2024-09-08,56e44ee4398b512c17c4ef3944920117
2497,3114b2dd-8df3-4f42-98d3-7c5652ef32f7,2023-08-27,7774898972bdec8ed842a53eca83b65e
3643,df6113ca-df8f-428e-afc8-25e46b387180,2024-01-11,b8c142cc9e6715900a3202556a602d04
1148,7c4af886-f52d-4c33-bcff-9789babdd7c6,2023-05-16,cc447224fb13184120d19c4076db4475
3897,bf188d08-b606-441b-b7b1-0735c36ba58b,2024-03-28,1f7fecc27b3d0f3933f5fd83ceaf9f02
54,f6223b7a-d6fb-4ec5-a898-6f8c823344a4,2024-08-03,4997bdac0f1d3282938edaf9b5a43eea
3426,bc572b67-d528-4074-b373-01fff697aa44,2023-08-20,995e01b5a17f73ca1d2c6016de4c27b1
2663,6530f8be-a040-4aed-9783-8de932aa94c2,2024-07-25,07d66e2d5a289e33a87102a645219a87
2105,111e16ce-1009-49e8-9792-b01200cbe1e4,2024-04-01,bbdea5fc43d624993c4ca30c545c72cd
1692,bbaee465-d02b-468a-b50b-067e6bc68e67,2024-01-20,83bf5a1be341cca544fe081afb09ada9
4213,725b146e-9cff-4fed-8c33-99a9b2cd8ebe,2024-03-04,ecfc53e710c42c7680038b79b3e20f85
2924,bc572b67-d528-4074-b373-01fff697aa44,2024-06-29,2c04cf658d3cfd5b671521b5ce7e2f41
1784,bc572b67-d528-4074-b373-01fff697aa44,2024-01-26,2ff3566285719c602930a16c9ab9cc11
401,8fcfbf53-8684-4250-8964-2b3be0d7212f,2023-08-05,351aa1f09fe3d2b5eb78a4f649b32009
1837,890728a3-1f15-40c4-9f33-588c319e4d6b,2023-08-31,3d1e475d6f8dd8dab106f24165dea2c1
2660,63c77a44-db83-43d0-b671-73d4f846b60b,2024-10-15,c80e68248d0a35eb28f925454f98fd81
1789,422d3cfb-a615-4379-8678-ceb91dcc6a81,2023-06-23,e77526b1d4614170a44f2d14245582dc
4927,be98a698-ef0b-4a46-8429-f75187e63193,2024-04-03,b2fc0fbf251458fc7428e1c0f6bcf5a3
117,cae5b015-3829-4a48-ba22-40234800d730,2023-08-18,657632f538552f83837c48c3d112c202
4753,be98a698-ef0b-4a46-8429-f75187e63193,2024-04-23,99322c5842367b7dc779d8658c8df10c
2474,e7fc9674-947c-42d1-8de5-0a9f762cc441,2024-03-31,0da1ba1bb8c2f54217a129954896e1b5
330,cb2416eb-2b7e-47f3-b19b-458a594bab51,2024-05-28,2b1ca0ff38efd5f3560feff7680ec854
4598,ace90f05-959a-4fd2-8ad5-f77517d06d70,2023-09-28,88026a37361398871708430a5c24d592
149,71a6f293-0c20-48fa-82d0-24f3ca01cdeb,2024-08-17,b78ae7285c02012676b9f9fa834389d7
3301,65e9b285-9f58-479d-8730-79837ec6cd57,2023-11-07,5106e64c65ab55d2cd01a3cd3f4c22e8
3802,be98a698-ef0b-4a46-8429-f75187e63193,2024-01-15,c5e463ec03bbad4b9e804e7cfe6c1af5
2178,bf188d08-b606-441b-b7b1-0735c36ba58b,2024-11-07,5a7e45f2dba682fa22f8d1ac6d2df718
911,cb2416eb-2b7e-47f3-b19b-458a594bab51,2023-05-28,a7621d272b84915da891d510f7029ef7
1244,9383f19a-ab4b-4657-b617-ae9c60c25476,2024-08-30,9b67bf088d73be0b6dbb2736aefd5866
4750,857729ef-02d2-4f70-a144-d2e9efdb893f,2024-04-18,bfb73992c5c43ebe6fe3c748c18e2eb5
2063,857729ef-02d2-4f70-a144-d2e9efdb893f,2024-08-07,96fbc7ce4478745f5a3f05a8305e5533
3336,cb2416eb-2b7e-47f3-b19b-458a594bab51,2023-10-26,bf52ee6302a7bbf480114e0df1d59e71
3054,65e9b285-9f58-479d-8730-79837ec6cd57,2023-11-27,4fabdc813edd852877e2bf2f4f36a17d
2838,edbc5ad2-b988-4ec2-8df1-b3f017b20920,2024-10-24,45e779d8123b6f8612cc816cb8e402b9
1288,f6223b7a-d6fb-4ec5-a898-6f8c823344a4,2023-12-07,6f7a9ca711ec04b4bfd514310f724699
4697,3114b2dd-8df3-4f42-98d3-7c5652ef32f7,2023-08-27,0e035b1edb11a0d1081ac3875c437577
746,8fcfbf53-8684-4250-8964-2b3be0d7212f,2023-07-07,6d5af2d3cce6d7c5529294ff0d65dfe5
3852,8d4a5b0f-e2b3-46f3-ac5c-02bb9758acbd,2023-08-21,1a4b1e7550fa0f44603b3856df1c98f0
3266,d98166ba-9bce-4d06-899f-ee399a53bedf,2024-08-01,b2726b61e5e52f0957b49dbc92d5002d
292,cb2416eb-2b7e-47f3-b19b-458a594bab51,2023-08-05,ac49f0fd4f8bbce8782e95eb66f4409b
3075,a5096009-d0b6-4426-8752-a273e8e85779,2023-12-31,b55d083d7623d0ae0fdb556ed8d0b31d
103,df6113ca-df8f-428e-afc8-25e46b387180,2024-04-15,f47596babb236d75da33efab0dd81c7b
4289,0f081c8e-48e1-4a4e-88d6-6b1e6cd96d94,2024-10-03,030f583e4ce149f6a3a11f0ba17e553b
3866,32f31366-6143-4aee-9e76-b793f1d31932,2024-02-24,464b2232a4b9a36f688d97b6007a6554
4167,f37a1345-4321-4733-b150-c6f4ef9ee640,2023-05-15,eef1155629c5a9f8a8f93af09776ef3b
3908,6530f8be-a040-4aed-9783-8de932aa94c2,2023-10-03,ae37e405a7a8f413f257fc23c9a1a6c0
1493,47e17369-8736-45ef-a1bc-427a275c9dd2,2023-09-03,27a63f89f4a5e88ab384846381e78f64
2363,78441627-5dc8-4d21-9e7e-b5de61c1836f,2023-10-11,327038f70274517212066363d05e7200
3756,65e9b285-9f58-479d-8730-79837ec6cd57,2023-12-25,6f376a019ea59ae2dda79352ccaff38e
1323,9383f19a-ab4b-4657-b617-ae9c60c25476,2024-05-29,50f73acbb257e122d07e0470053e74f8
2386,63c77a44-db83-43d0-b671-73d4f846b60b,2024-05-04,01ff2fd8cd2548314f87be8d1ada7f7e
2784,7c4af886-f52d-4c33-bcff-9789babdd7c6,2024-07-12,91805e4bb39d3f83b301e85a0f2d0f3c
3024,111e16ce-1009-49e8-9792-b01200cbe1e4,2024-10-28,e006c0e31c51870b612e69733a9ef10c
2130,df6113ca-df8f-428e-afc8-25e46b387180,2024-11-05,a97e555d5266534d3c55481815143573
1696,0f081c8e-48e1-4a4e-88d6-6b1e6cd96d94,2024-10-11,bd61df21823932355c5a0e74ad796637
2972,71a6f293-0c20-48fa-82d0-24f3ca01cdeb,2024-11-04,6e2c5110642540f6fd077956c8a10cd9
4281,63c77a44-db83-43d0-b671-73d4f846b60b,2023-05-16,d4c3f08e27c8a06b1507e9a1d7d95479
4986,5cfea3d7-c2f2-4735-a096-29154722be12,2023-12-20,327cdae15854d74ecde251083e42ea27
4792,2d161670-8c69-4e18-a8fe-decce52732bd,2024-02-03,e855c592c57257e0c1a987324d112623
1185,39e3f31e-86c1-4cd6-822b-bbf5e5b05672,2024-05-28,4bdcce2bfe0b822a672c5d13772d704d
375,cb2416eb-2b7e-47f3-b19b-458a594bab51,2024-07-25,ac341580eda74bad52ec3a857fd9d1e9
4665,39e3f31e-86c1-4cd6-822b-bbf5e5b05672,2024-05-06,1d5899473ee4d23dbc793968aa45503a
3780,ace90f05-959a-4fd2-8ad5-f77517d06d70,2023-08-26,b2016fb26ab556f3861beb1ddef8edbb
4402,c764644f-2d8b-4a25-b637-6363eec2e85d,2024-02-26,2b84171e1abf38b0b92281033e1dc33b
4376,71a6f293-0c20-48fa-82d0-24f3ca01cdeb,2023-08-10,02fd4dcb6dd01e60dd767c0af25b19f8
2420,284d0f6a-2446-4d78-9af6-8bbfe3c28a3e,2024-06-18,35a683d9143f14ac8cdae60c6108ecb1
3286,bf188d08-b606-441b-b7b1-0735c36ba58b,2023-12-24,d8de7ed35af5a3f4acca3de7b9a02b5c
2496,68dcee38-64e5-4110-8e1e-94d3cb77fbe1,2024-11-04,89fa63ff9b2e344ef082d33ce0795aa1
42,bc572b67-d528-4074-b373-01fff697aa44,2024-10-02,2768599074963f7a61a1a1eab48d273a
1614,420f9abe-1464-45b5-86cd-4df0ab0f2ee8,2023-06-21,4545f35d158c3107e4096589913a172a
2416,7c4af886-f52d-4c33-bcff-9789babdd7c6,2024-05-02,d6b501c205b7e6f682da6c81fd221225
646,df6113ca-df8f-428e-afc8-25e46b387180,2023-05-30,484df06c3793aef567c12f85ce81791f
3097,47e17369-8736-45ef-a1bc-427a275c9dd2,2023-10-17,61e0cae3406ba3adecc8a25bbff23bcd
1267,f6223b7a-d6fb-4ec5-a898-6f8c823344a4,2023-11-06,c42200e90d593133ffd96cfac6f50dad
4191,39e3f31e-86c1-4cd6-822b-bbf5e5b05672,2024-09-27,4ad26c396e9dbb5cb46258ad3efa3952
2714,2d161670-8c69-4e18-a8fe-decce52732bd,2024-08-28,5c6e9c21dae781492055a2b75e9d526a
4027,857729ef-02d2-4f70-a144-d2e9efdb893f,2024-06-26,8049ff4cf08a596ed624ccb8710f0d2c
4977,725b146e-9cff-4fed-8c33-99a9b2cd8ebe,2023-08-24,4a4b9ce1ecf9760fb47e641962806743
