AttendanceID,EmployeeID,Date,Status,RowHash
598e6a1b-aa75-4fc7-ba8a-bb20c6b5303f,b6d9495d-7d94-469c-8cb3-d2e6d756a975,2025-05-05,Present,9cbcd02d26e471fe25241cd4499d28e6
0acfb85d-0512-45e8-a6ba-a8cb78969717,b6d9495d-7d94-469c-8cb3-d2e6d756a975,2025-05-05,Present,946548cdf0a98feaad3edc0053495979
f9620015-9547-482e-88e5-5d8727de0e2b,410cbfcb-f4bd-4855-b890-61d22b173275,2025-05-07,Late,9262131f97677b1147ed69704351450f
5969cb47-5689-4e22-871a-430eaabec6d8,410cbfcb-f4bd-4855-b890-61d22b173275,2025-05-10,Late,5ebc35b48a56e79d02b656e9039c5bf5
54dc0742-e66c-463b-97fc-37cdbaa76ebe,410cbfcb-f4bd-4855-b890-61d22b173275,2025-05-05,Present,c9f58c8a31742068e079547519d49188
f6f68d7e-2e2b-4916-bfa9-c51bb7994b17,4eaacd81-c6c5-4057-8275-f74083f38a58,2025-05-02,Late,7307754150a9de32768ec3f33d39639b
51f1e4b6-13f0-4a67-8826-9df484f4c0fb,4eaacd81-c6c5-4057-8275-f74083f38a58,2025-05-09,Present,dcf212b5fa290aaaaa4c21c94cc91a51
65737078-ee01-479d-b6f3-9dfabf26b11c,4eaacd81-c6c5-4057-8275-f74083f38a58,2025-05-02,Late,b144bd552bcb394a67dfb14eefad2f63
71644053-f469-4bad-981a-c8bf199a6fb8,aaedeffd-c4de-41fc-8a78-277ec0653489,2025-05-09,Present,92af164c8db13ce561d1694cf2a79c6c
02d9cd0b-1479-47b4-b666-b155b488c509,aaedeffd-c4de-41fc-8a78-277ec0653489,2025-05-03,Late,0d0dc6bf06e2fbf858ae8212fa73c537
0bbdc306-8ced-468b-b366-bd6a04ecc6b4,aaedeffd-c4de-41fc-8a78-277ec0653489,2025-05-11,Late,eb3547358620e9f7caa42c4533609a3d
bbc9eb93-81df-4e46-b294-f012e3c187f0,ec82cd72-3a05-4f22-9efc-e2e73f30175e,2025-05-11,Absent,8900b75d2155a738d418b66a51e305ef
f1795cc1-93da-48e8-9596-d93be8addd81,ec82cd72-3a05-4f22-9efc-e2e73f30175e,2025-05-01,Absent,ea66f5b303d6459705f09674fa0f0602
da27cc36-ef6e-4611-8fe3-4f7f4c152864,ec82cd72-3a05-4f22-9efc-e2e73f30175e,2025-05-10,Absent,93e229f1b6571211d9984b12f6e13211
4f808c0f-fe4d-4405-967a-1e190ab1223f,14154254-fab1-48f9-8a4c-418fdb052a88,2025-05-06,Absent,fe8f0a56fcd2c2514fb31ead7e9a290a
a9f6805c-8136-44a0-9b6b-1fe74b5cbdd7,14154254-fab1-48f9-8a4c-418fdb052a88,2025-05-01,Late,34624cf8c6f560456296ad315d21d53c
ab80dc3d-01a7-46f4-9e75-441ec4515fc7,14154254-fab1-48f9-8a4c-418fdb052a88,2025-05-08,Late,218c71d21b6f8ef0edb4e287b6855dd8
696dbb8f-2a21-49c3-9573-6b3af97258af,cc9d8f50-8ad0-4c5f-8a77-087a21c3a850,2025-05-06,Absent,d156dae8b220235bbe66950d220fa861
76b99b9c-dc15-4ff6-b4f2-45b9578c7807,cc9d8f50-8ad0-4c5f-8a77-087a21c3a850,2025-05-05,Present,7a14351f1ff9693695630e126a75f5ba
1e31fbc3-889c-4f9c-afe2-60b25acc9411,cc9d8f50-8ad0-4c5f-8a77-087a21c3a850,2025-05-08,Present,d72504eb9b8c3e631fb52d47dc0e7227
8eb3b646-8430-403e-9562-3a609dd44ea2,ff62afcb-2800-4d6c-b6e6-5cd6d68a3ce7,2025-05-04,Present,d19baa768fbeb2a403d10b9a88e37be1
80fa2759-9981-452b-a25b-fa5e761b4316,ff62afcb-2800-4d6c-b6e6-5cd6d68a3ce7,2025-05-07,Present,8cc45539eaba88981f2c752a0f654bc1
9c2f43f0-e4ae-4775-a656-51b23553e15b,ff62afcb-2800-4d6c-b6e6-5cd6d68a3ce7,2025-05-01,Present,394eabcbe871442b05aca5bac24275b0
cd346d17-64b2-4075-b387-9288db220d58,b39ebc43-0c6f-411a-bcad-74c5758ba4ce,2025-05-11,Present,c97c3d16557f820e6ea3b1621c036403
275e8c84-f8d6-44aa-aef6-af37d2cef7b6,b39ebc43-0c6f-411a-bcad-74c5758ba4ce,2025-05-04,Absent,c06e6d36d06f0fb086751b08ed58de1b
f8e624ff-5b91-4b5d-ba18-28f03e8dda01,b39ebc43-0c6f-411a-bcad-74c5758ba4ce,2025-05-03,Late,f36623fe39e0b4451756d92635ab1782
109d51bc-acaf-42f5-948e-d45cedf88098,24a2856a-2a7c-415a-9e53-9d279a6bbb90,2025-05-02,Absent,0d97f6113ce611b801a492068b27f865
0108dd18-e4d3-4728-908b-bb84548a7af9,24a2856a-2a7c-415a-9e53-9d279a6bbb90,2025-05-05,Late,1ba4832a6a18fd110d4f9f05b9ce851e
d0454b6e-90aa-4cb4-aa5c-b877f2ccf3a0,24a2856a-2a7c-415a-9e53-9d279a6bbb90,2025-05-01,Late,27dc6ba763431dff87c3a925985e59a5
3e781aeb-2b6d-4c8a-b5e6-c119fbc6df6c,61d6cbcd-f94e-41c6-97c3-b062eaf9a9ea,2025-05-02,Absent,ceeee589e5d00151e519dbc0f03fcbc0
96d6d950-8d38-40cc-aee4-d8690185bedb,61d6cbcd-f94e-41c6-97c3-b062eaf9a9ea,2025-05-09,Absent,2673c25bb0f391e980fb50ef16d22968
9fdab052-39e1-4fae-941c-8d47fca847a2,61d6cbcd-f94e-41c6-97c3-b062eaf9a9ea,2025-05-02,Late,9cdd6626f5112c14f755d6c975ece207
2ad5af1d-d649-44b4-ad20-27a2f28c4ca5,0e0d526f-859a-4bf8-b038-6ac3d3f388ab,2025-05-06,Late,7df1925a7a464b2a35e005e7af00f455
46223e43-5e21-40ea-b4ad-8997fab4753a,0e0d526f-859a-4bf8-b038-6ac3d3f388ab,2025-05-08,Present,a434fc7f62d071c1a63da9ff880263ff
e1565717-8c0f-4aab-941f-383f81e0b61e,0e0d526f-859a-4bf8-b038-6ac3d3f388ab,2025-05-04,Present,4576b66ab6abb933299c7c1febc7070c
64630260-3fbd-4620-ba06-30e0678f82f0,c059d194-9a91-4bab-b8e3-648dc9b8e3a9,2025-05-03,Absent,431a5e47ce788d3bb077d315ce76e3aa
7655426e-6ec5-4114-90f4-787c183251d1,c059d194-9a91-4bab-b8e3-648dc9b8e3a9,2025-05-04,Absent,144b65662e31dc5b1838e6e97ce5aad6
138c2870-4004-4741-9054-7cecd8888455,c059d194-9a91-4bab-b8e3-648dc9b8e3a9,2025-05-01,Late,e3ffb440f716764b4fed15d69f88e98e
8461f5e0-9cdc-48c9-8ea5-d2a6c0456052,61be01ea-7920-4588-8b9f-8afc7e9a46a3,2025-05-03,Absent,2d523c9603408c93feb642f3839db470
f5706f35-b583-4477-a88d-bd6368ee951a,61be01ea-7920-4588-8b9f-8afc7e9a46a3,2025-05-11,Absent,179c211b30d8124fff0d884f7185c9e6
7b1c5431-8054-4206-af69-626d814665c1,61be01ea-7920-4588-8b9f-8afc7e9a46a3,2025-05-06,Absent,9128402293da1631200ea21f2b1b0b4f
1ec6e607-082b-4d2a-b4da-ef63927b8831,3d5085e4-5c01-4c27-a9a1-fb1baaee00ab,2025-05-09,Present,df552e86fe83a8381b404537488d92a2
64e0d2db-e5f5-4ced-a426-fd2e3bf586dc,3d5085e4-5c01-4c27-a9a1-fb1baaee00ab,2025-05-03,Late,3c71fc85258de2cf6dadc9a186eea9d8
a3f01970-140e-4327-aa67-e2af1d467f84,3d5085e4-5c01-4c27-a9a1-fb1baaee00ab,2025-05-10,Late,178dedb3d20b58a92db09e5e1bd16d8b
ddfb118f-7898-4d09-a3bd-abbfbd26012b,9a2ab644-e075-47f4-af90-5bfcf179785c,2025-05-11,Late,7b4d55a83472ff4fd139a27efb7e0458
b6eb464e-7da9-450a-98d5-93e8daacceba,9a2ab644-e075-47f4-af90-5bfcf179785c,2025-05-08,Late,a19bbf0c234099dbb11b65c1373ceaad
79161f63-d749-4f96-b747-c369431523ef,9a2ab644-e075-47f4-af90-5bfcf179785c,2025-05-09,Present,23b4a57a8a18ebe607b1870857eab80b
c2edee95-f94d-4217-a349-3334376a45a6,73da70ef-06a2-4aed-a1e0-58f29f2c25d0,2025-05-10,Present,3b2e521c1fdf6a402bd5d0f78c334948
52a3ac90-81a0-494a-b883-b3b9b8cb6a4c,73da70ef-06a2-4aed-a1e0-58f29f2c25d0,2025-05-06,Present,4de3e9aceb6f2072031f29dc71016080
99160720-b462-44c9-bc9d-4bc460735f65,73da70ef-06a2-4aed-a1e0-58f29f2c25d0,2025-05-01,Late,6bb42aea8cb8709886d4475c809471e4
c4ab8e89-50fe-49a2-85ff-bc63675d3e44,603957b3-98bb-49e8-8dee-e4f4a71c63c7,2025-05-07,Late,4a9c32e3b799382ed920fda7aae2adbc
4caf9461-9f21-4d27-9975-aa470331be97,603957b3-98bb-49e8-8dee-e4f4a71c63c7,2025-05-06,Present,e9922470faf1977e353b86027bec8b1c
c47f7483-6c83-4bd9-94ff-688a56245800,603957b3-98bb-49e8-8dee-e4f4a71c63c7,2025-05-08,Absent,29a866377a385c2e9d3a77b1833d0bb1
a5414e62-caa0-4221-af07-343179052df4,4bd4e390-c332-4344-ba0c-3b398e2e0c19,2025-05-08,Absent,29d2029eb955a583047ae9e55289143f
1f30468b-7367-4f43-87fd-d36f9780eaef,4bd4e390-c332-4344-ba0c-3b398e2e0c19,2025-05-02,Present,392146f19926710c8e2f438b1b3c8425
0244d32c-1e33-46b2-b2a1-42882939a261,4bd4e390-c332-4344-ba0c-3b398e2e0c19,2025-05-04,Present,44774cb80738dfe535661a7737ab394b
d0ffbda2-ee8f-4409-9a83-15772988b2ea,dca25ce0-7048-4a3b-bcc6-85f38da38363,2025-05-04,Late,79ab1b4448c77fe9ad4dcfbe51ee2221
1eee9ab2-9d12-4dbe-a999-a92ab46bcb9e,dca25ce0-7048-4a3b-bcc6-85f38da38363,2025-05-06,Present,cc1dcc70d0a485a16c9f311ebfe32b50
e08e7b8a-56bd-4402-8478-7b1be8573606,dca25ce0-7048-4a3b-bcc6-85f38da38363,2025-05-11,Present,3d0c3ca2d1c2b7f3e1bdd4882c3761e7
76192d2b-d52a-44e5-84f2-872d0b246eac,bc247841-7e65-4f6f-acc8-caf50ea5c44b,2025-05-11,Absent,dd5c5df5e47fb78254ab23a6c0e9df85
48ccc75c-b2b1-4f04-9977-89e15054cd38,bc247841-7e65-4f6f-acc8-caf50ea5c44b,2025-05-05,Present,e7808e99f7850d1f2db32283ec7c9a90
1508342f-f2c7-47fd-9523-6ed94bdd8156,bc247841-7e65-4f6f-acc8-caf50ea5c44b,2025-05-06,Late,059efc7cea12607c67cff390d1ee0b98
2005d6a9-8763-4469-99e6-495bc08bcb30,0ff9a0e9-0440-4854-b833-b679caa83e53,2025-05-03,Absent,9c287213d926637c61a6526430f3b94c
dbda33cb-bf02-47ac-b26e-47ca488a1848,0ff9a0e9-0440-4854-b833-b679caa83e53,2025-05-11,Late,50d19a89024c9a72925d5ebd3e09bab1
6b7f4500-cb83-4c88-af3e-c3e854cdebfa,0ff9a0e9-0440-4854-b833-b679caa83e53,2025-05-01,Late,bd387b58f5789b90a11fdf84dc076493
ea4a7fb2-d331-4e07-aec7-5e4b1c7e37da,d29b94c5-a080-4549-b0af-bc91694fb46a,2025-05-10,Absent,dbce27e8fb49266a724f317f2415383f
722f3407-f942-42f2-a7d4-e0b674e43120,d29b94c5-a080-4549-b0af-bc91694fb46a,2025-05-10,Late,c5d11b2e096d7f39230ccad3791aa378
b25ae402-137f-48b6-9229-93dbdba743db,d29b94c5-a080-4549-b0af-bc91694fb46a,2025-05-02,Late,b5932e39f6a04d8ca8442f78c0ffe2e7
96424573-52ad-4c3d-8c3f-201e0b17693e,f85da04d-9d04-4ac1-a507-90919dd260a5,2025-05-02,Absent,b2db8b5536b4980496e07629dfcbc798
8721d628-b153-47f3-b4bb-5ff0e380df4b,f85da04d-9d04-4ac1-a507-90919dd260a5,2025-05-08,Late,a3ed40c25da3eb731521dbc5938713ba
141d198c-16cf-4dcf-bb7b-26a366c51a51,f85da04d-9d04-4ac1-a507-90919dd260a5,2025-05-01,Late,2770d68529775846c336384469dd0545
a9a775b4-531d-4ec4-aeb6-c615870c61ea,ce1296af-f762-42b1-a305-be36519f646a,2025-05-03,Absent,a72f483de2463f97f92bfd2aa6fdbc26
975ee7bd-c4b8-4cde-acd2-64633a217fa4,ce1296af-f762-42b1-a305-be36519f646a,2025-05-07,Late,eb661a948c1abb9fb8e49bcb7ff231e7
86144924-59f9-4c6a-83a0-e8399ea641ee,ce1296af-f762-42b1-a305-be36519f646a,2025-05-09,Absent,d3b0216f6caec05a0c3ecd99e56393a2
482597d8-29a9-4039-99d1-ef9e80718dc1,f5a181a5-592d-4036-addf-503de13201c6,2025-05-01,Absent,cba5bba3d4975de72addb9f2bc057496
b343910a-8056-4232-a513-c243c6ddedcc,f5a181a5-592d-4036-addf-503de13201c6,2025-05-06,Absent,9722b2de98284ee44972b4e6aa5ba189
7756e9ac-5a49-4f31-ae2d-ccde81624c1f,f5a181a5-592d-4036-addf-503de13201c6,2025-05-07,Present,3655bf0b5c32e63cb995af07bad215d1
c6c859f4-6e59-4187-a477-81ba6a245afd,17158657-5fd0-42e6-8b7c-226a8ed87eb4,2025-05-11,Present,d0b7284f1b50a27fa19be357600ee43a
2a0a0081-c86c-4435-91cf-0d5bcb434bbd,17158657-5fd0-42e6-8b7c-226a8ed87eb4,2025-05-03,Absent,610b83c8b4cdfca00480e271ffb9392f
41868627-4841-4450-b509-a64ad81a5864,17158657-5fd0-42e6-8b7c-226a8ed87eb4,2025-05-07,Present,77caeca9ca0c98fbd4f8743b773b9d11
51befee9-bbce-4f17-91e2-af0c94198e1c,3e41beba-1958-4e2d-b335-70404bd8a6f2,2025-05-11,Absent,902cbf420dd53d508b5443daf7d336c9
8198e41f-5f27-4bbd-bbe1-1199d4c6dbca,3e41beba-1958-4e2d-b335-70404bd8a6f2,2025-05-06,Present,44858403711b8daf4e20f2bfccec79cd
8decbda7-c1e8-47c1-bd5a-307c8aed5fc5,3e41beba-1958-4e2d-b335-70404bd8a6f2,2025-05-07,Present,b25927ddb3ffe49c0e319efd49a44ce3
ac98ecc8-8ae2-4eed-bdfb-7c589f9d74ec,5a216f84-8371-4461-acd0-d82ad8e199cd,2025-05-10,Late,411342f4568b63322cafda2b318af3f2
4142c7e8-d278-4144-8123-5ef4082cd5c5,5a216f84-8371-4461-acd0-d82ad8e199cd,2025-05-10,Present,c5ff14272822ae2a443030384df967c5
94ddf5ff-0362-44fa-bb39-d7a06fd0470f,5a216f84-8371-4461-acd0-d82ad8e199cd,2025-05-01,Late,19b6cc40937c1a71c83ec00c827527df
a0cac53d-a482-4643-b8f0-95d9dc079670,71a61da7-4cef-4292-83b5-f3285ee10b8c,2025-05-11,Present,3ab1258e6c0fcdddffcfde06b56d15c1
b83ee4d5-f76c-4fa2-b95b-2516863c8a98,71a61da7-4cef-4292-83b5-f3285ee10b8c,2025-05-05,Absent,dfc95f5b0729b9c0fa22b58098e3ac17
495805e2-82c0-496a-8577-c971c50101b2,71a61da7-4cef-4292-83b5-f3285ee10b8c,2025-05-06,Late,9e77ac9709e5baf79a1e6f1e5a98d4a5
8939060b-2e85-4376-835a-aca4d5b749cc,6361447d-2e3d-4092-a7ab-9e87ea2fc40a,2025-05-01,Present,1be023502aa35522457452fe168ac845
7f27783b-ec08-4940-a692-e1d83dd1a8b1,6361447d-2e3d-4092-a7ab-9e87ea2fc40a,2025-05-04,Present,7a4d0c027ecfa68514bcb1c8555ec39e
7429d56f-1f17-4cfe-9180-a17dd4772cd6,6361447d-2e3d-4092-a7ab-9e87ea2fc40a,2025-05-09,Absent,bb3a1972d1d9232cb160bc97056e7abf
246ce376-634c-418a-894c-cfb381297b0c,5234cb35-5f6c-4ff6-803b-5089a61160a6,2025-05-11,Late,28e7d5856b0670c71fc4026e18179d39
3053f6cc-8c3b-4d6f-a878-6efdb28a9d89,5234cb35-5f6c-4ff6-803b-5089a61160a6,2025-05-04,Absent,52e763cf755c7a4640f9f435d76d3d61
1338c41a-bb21-4a17-a1dc-00b79b603d29,5234cb35-5f6c-4ff6-803b-5089a61160a6,2025-05-05,Late,d83e15733626d056d7da64eb7e8b0a60
acdf0c17-5c58-4329-8423-cfc32a377838,01fcd675-1b6d-44a9-a28c-d6ca0aeea9dd,2025-05-08,Absent,fec888cd84b5add8d0b87cc33836e636
778a99b5-958b-413d-9ae5-8a1e2aeb2624,01fcd675-1b6d-44a9-a28c-d6ca0aeea9dd,2025-05-11,Present,9c971cf16a1260779def53fb11806ea0
521ca89c-0735-47bf-861c-4cf02f868754,01fcd675-1b6d-44a9-a28c-d6ca0aeea9dd,2025-05-07,Absent,1beded4f3ffb9f84255f8419c05bd7f2
0aeec65e-a873-44b7-bc3b-a992a1949895,a80cb72b-abf2-4a64-994d-36e2958e7fde,2025-05-05,Present,a1cf3e8c5a809ad33a473351faabdd48
00483761-e6c7-46ad-a8b3-9ecb77690f4e,a80cb72b-abf2-4a64-994d-36e2958e7fde,2025-05-07,Present,aa85f56b46073488bd159f874afdc759
942e6815-6b30-456b-92b0-51c77b8ebca4,a80cb72b-abf2-4a64-994d-36e2958e7fde,2025-05-05,Absent,d3968df7dce7012ec7a0032134591942
aa548643-9209-4c2f-8745-24ef75761612,8830ad9c-b331-4343-b069-34544f87dc96,2025-05-05,Present,a1e4f611048a44160d20ebdaeb0b7b48
dfcc70f8-4af7-4e5d-a1b0-903ede0348d8,8830ad9c-b331-4343-b069-34544f87dc96,2025-05-03,Present,c4eaf9906b56ba5f1ccd47f714c1348c
bf1bc75a-ee36-40d8-944e-d35d2b114cf5,8830ad9c-b331-4343-b069-34544f87dc96,2025-05-05,Absent,4ecc9495f3df448bc2e5983500310383
0c52c8f8-c477-4d5b-9470-a98b611a73fa,f822b266-bf39-4be4-af4a-98b342794d76,2025-05-06,Present,5cbfba45ba456173a0e909b6fafbfb00
996a4c71-31b4-4682-b05c-887994caac28,f822b266-bf39-4be4-af4a-98b342794d76,2025-05-04,Late,f52c42d06937933d18f98797159923de
2525fd8e-09e3-4479-99d8-df4bbb2f3c97,f822b266-bf39-4be4-af4a-98b342794d76,2025-05-09,Present,04a4d336f3bb9e6e59c7848442d8d2ce
cfdbf536-dca7-414a-a8cb-a1a4fcf0725a,430361dd-3b2e-463f-8f68-504d5d127c69,2025-05-11,Present,2c308ba6d6d59aac2d092810caf94906
4867cede-5654-49f3-b31c-b2860d2f0dbb,430361dd-3b2e-463f-8f68-504d5d127c69,2025-05-04,Absent,ed02cd4418bff6bc0610043406b852b1
784a467c-d35e-496f-9a58-ebe21ff14862,430361dd-3b2e-463f-8f68-504d5d127c69,2025-05-01,Absent,30e114aed282d8b81616c936c3b7aea0
3b7b417a-f836-4ae4-a5b9-afd605760af5,eb638fbb-18cf-4441-bfe3-7a243d1e739f,2025-05-07,Present,db43c53f94b7081da18aa0701c9f0445
0cb951e1-1fe1-46c0-a245-c8e12fab8752,eb638fbb-18cf-4441-bfe3-7a243d1e739f,2025-05-01,Late,7b8af8f48c1acc9b1bbceedb15162885
6c0106cf-0628-4d56-9a38-8f75515b18d8,eb638fbb-18cf-4441-bfe3-7a243d1e739f,2025-05-03,Late,f8475c72243a12aa541ee4d36a8cad71
14b1be81-d527-4b3a-ac2e-68b4041d5087,4aefb98b-6b91-4c49-9143-5fb32018c11c,2025-05-08,Absent,9020197e117d15e67986e91dbe84b7d5
3e01484f-3a51-425b-ae9d-ea1d70d4b38f,4aefb98b-6b91-4c49-9143-5fb32018c11c,2025-05-11,Present,a8d0e3e28afd8a2a699db15716ed0712
3585e7f9-6b5b-4e15-9406-58328b586e72,4aefb98b-6b91-4c49-9143-5fb32018c11c,2025-05-07,Present,3d40f72851c21f1c1c1c06c5675ac0a6
143ff6fe-220f-4ad4-b547-d335e9e4b57d,454b9123-cbbc-417d-82fe-b15f53d7289e,2025-05-09,Present,013ea731dec156c5d6daa352daa736b6
eaf468af-df00-4da8-9178-3930dd15c947,454b9123-cbbc-417d-82fe-b15f53d7289e,2025-05-07,Present,f9991337d37e936ec6fd0c8cda289bee
7984d876-110f-4ce1-9f04-135a579bfc4a,454b9123-cbbc-417d-82fe-b15f53d7289e,2025-05-03,Absent,9b4ebc87afcfe42b1b84a51350d3d1f4
b328c4cc-a2b6-42d0-817f-bc7e1ce3ad2f,1596603c-c0f5-4f56-8676-556dfe82b10a,2025-05-05,Present,cedaaf2a7cf159697c4aa0d20cc124cf
da9863b7-6c46-4153-bd0f-6cf5a6a5069b,1596603c-c0f5-4f56-8676-556dfe82b10a,2025-05-02,Present,11c52a92e8e8d7301343f1fa028b0d2f
922eead5-96e6-4a41-a712-87b13bc4a665,1596603c-c0f5-4f56-8676-556dfe82b10a,2025-05-01,Absent,bbcbb1b9cbe638a7765634ca2744e4d4
d9e0d339-9233-4040-b6ce-a0dbf8acad77,5aa3bd23-8298-45f5-b6a3-0cf543e6346c,2025-05-03,Late,9598523b1840febb2079840e79d8bcd7
f1f4b31a-1b70-41b4-8b0b-ead2225d840d,5aa3bd23-8298-45f5-b6a3-0cf543e6346c,2025-05-09,Present,51c10386532356c0c5765a32f52d2f9d
d751d5f7-ee34-4101-91cf-548c40b99d8e,5aa3bd23-8298-45f5-b6a3-0cf543e6346c,2025-05-07,Absent,87dad21ffa677f6c702bc3a79ff3d719
c145e6b5-b8d5-480c-a948-26d74b811af9,730bc521-bdc9-4588-9db9-9dd29975c433,2025-05-09,Late,68a489845e961c6f86370221684b528f
5a904f2e-08f0-4422-b266-5b93a740a098,730bc521-bdc9-4588-9db9-9dd29975c433,2025-05-07,Present,06824213991b2bcf7e5f27757a8c506e
f7a53097-a40d-490f-8c1e-62225110288d,730bc521-bdc9-4588-9db9-9dd29975c433,2025-05-05,Present,c11ac71b117a74b440cc79654956cdd4
