TargetID,StoreID,Month,TargetAmount,AchievedAmount,RowHash
e9aeb635-c722-42f1-9b41-c9efe10eb357,e197cf7b-8fe0-4586-b917-71660fa7fe1e,2025-03,17544.13,25784.64,282577620d2aca31bf76ce922d2955ed
da1afefa-4f5b-45ab-93d5-43ae544c7648,1713a6f2-41c1-43a0-8a0b-edcfd1027009,2025-05,25277.27,14753.98,5d493a587a9333cc111a0ce108489964
1cac71d3-c718-4496-84f9-9f8b90303179,9b70695b-5588-44ee-b349-95fdef5dc164,2025-04,43913.99,38297.28,f3678a1b15a5e1f1d1d5cf2b33edda33
5a15092a-1cbd-419b-8d8f-d7a445e5c94b,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,2025-02,18515.44,23426.51,5b600ee59798eef998fd7196a28cf6d2
e4286bf5-84ba-4665-b0e8-b77355d5a02c,387c129b-f872-450b-b073-7d63cbcc2e5b,2025-04,22156.42,44401.48,19bdf8e3dfc79b309b1d66c5d9b6f560
2f0d02ce-6cc8-44ef-bf6b-b21fbc4c8319,3f4bbda4-0741-412e-b5d5-28977dc47e62,2025-01,40952.34,28318.61,911a9340e078aa7a5d8c282f1af7e658
bb6b2847-ab6a-4fdb-86e7-c2e474bf464f,4455fc8a-2871-40be-a37a-c8d9534a085b,2025-04,45933.66,50391.07,8cfcf47dbbc8022b6c54402f10277d94
ef11c3e9-a6db-4c76-940e-17616faa9e66,d6412e7e-f588-4f47-bcaf-c4127c83541b,2025-02,45005.84,16248.06,f9fb37ae8a0fa0f86523862348b7e76e
7205b953-5d4c-4121-9ab5-fe9468d22490,7eb89a43-477e-4ffa-8524-0df4db71df05,2025-03,23690.56,43851.13,ac68077a9a0ccb938b92a6913e176f39
9fea964f-e81d-4eab-bf54-c6130d2e1571,08468168-f14f-4e24-a000-22dc8424a0e8,2025-03,19645.57,7623.94,3589169cf00cf79d5a272e7e1a19656a
477b2211-7e86-413f-b8b9-68dd16cb418a,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,2025-03,40143.83,46257.85,c10d989b151bd45f2be3c6f8f6669d92
1d3e8baa-4a00-42ef-8945-159936a45192,af8f8a04-b980-4a2a-9c5c-37970e8dc361,2025-02,14855.08,52184.37,4542576c79d047118d667404f8d28596
a4692e7f-98f5-4ad0-9885-72cde0a99db9,953fbd98-d927-4711-ada7-e78c7da3428f,2025-03,44033.98,25335.89,007b5f124623d7cac16bfd2863f555b7
cea2c213-40bc-4436-ab2c-82f3f5723764,c497212b-f140-4798-8a4a-fff690590af5,2025-03,31991.75,43268.52,9d59519f07716ff184bf061190f33982
56dcdec3-3d5b-4bd6-92c9-07b3ab44130b,49b14348-e197-4620-b56a-1d0c5ba462eb,2025-04,16397.66,11293.41,2c8b331913a1612218480b3d3d2feeb6
920d1623-8eda-4d2c-aa01-ab9306007b17,d6412e7e-f588-4f47-bcaf-c4127c83541b,2025-05,35487.57,45069.4,a64e9864057052ed0cde6388f9f493a2
df86a201-219b-434e-9cfe-0be31e5e15a1,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,2025-03,49298.86,39949.4,ba335d58032bb10850e52322fcd6a162
c44d4b3b-3c6c-45b4-bd3d-90d0a26b8722,e6fe1886-285b-4cfa-a421-f7978f96b3e7,2025-02,30579.93,31299.34,7d65798943cdb8c92d10ab42b07b7df7
f307af63-22a9-4a00-b5b3-aa8c7d1668f8,42ebbb25-07d2-4827-abf2-35b3c9daa300,2025-04,30611.52,25646.53,50f3dfcac8a6f5f5d0b802a5ad59bb6c
befd84e4-3b4f-4b88-977f-4835226d4af7,e6fe1886-285b-4cfa-a421-f7978f96b3e7,2025-01,10677.57,48976.61,dff064296afc3452abd87d09b384810b
ca051ace-24f0-4203-86af-6fb6ab391348,1013921c-4a66-4cb0-8c1c-423b78fed26d,2025-02,44087.14,35498.38,1d4d031fb7da0cf7e260fc6a633e2f05
f1c8c2e4-c2a6-464a-a16d-f93d159262f5,02ebd4fe-8110-47e3-b59e-f71c08a5144a,2025-01,20481.88,43106.96,a35560525f836d47ffdba823e44165ed
5c80223c-4b93-48cd-8685-bd03e6a25250,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,2025-05,31290.76,47692.9,531727cb3bd654436021bdf1ab89a051
ec729a81-7b97-4b54-b5e0-c35531734d73,c9749b26-5c7e-4918-8086-07f1ad862e2d,2025-01,10173.34,17953.82,26713a424095bfb9a125d909c24902f2
ef7c32df-3a2f-43b9-8dee-7e8ce2cce095,3f4bbda4-0741-412e-b5d5-28977dc47e62,2025-03,13731.51,54183.07,cd61e3837e2227069ee3211b47e269e6
1c3bf2c4-fbb7-42b3-a54f-c13cb4a54855,a29e1064-53d0-44a2-bc61-c789e296ddae,2025-02,26752.09,24526.39,be08c32eff71cc2dbcd82e2884a98d4c
e90454ce-9a45-461a-b3d9-ec221d143107,2739fcc9-7336-4444-a786-dd80db33d2c4,2025-04,47080.21,26871.89,0ca74e4191cd7ff366f2e72449b14dd2
e87bc04f-0712-4917-958b-d9eb00e23c91,3e280c93-e647-4ad1-bdde-14dae735e364,2025-03,30996.01,35560.84,fc8aee2cbc81e4d3136e0e800245e340
687439a9-77fb-4986-b9e9-fd09fd8aa1b9,1713a6f2-41c1-43a0-8a0b-edcfd1027009,2025-04,21043.07,44734.41,0fe47da13d7ff27f5da21a4a7e6ad57f
f88364a9-6b87-4914-8634-594eb07984ad,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,2025-03,23954.02,50594.46,4b87432f7194d457ca5603dac1481a50
8e527d45-e3b0-400e-88ad-6c7dc17e61bc,d41124dd-d026-420b-a502-241945f71418,2025-03,36997.3,41432.5,589d8d5436710cf357bc4f9eff084c29
35ca2ef0-4dbe-40f9-aa75-4f8f50226450,398ced3e-37c7-443d-bfba-f033b06b1d4f,2025-01,23600.94,40373.38,407f5ff1596f041e54489fcf926f0ef8
2ce4c862-d01f-431a-b3a3-f3c4b191dd9b,9b70695b-5588-44ee-b349-95fdef5dc164,2025-02,34474.67,44790.82,6ba8f8fb247f02a3d39f942cf2ed351e
213f46de-7e61-432c-ac78-f8d6ec674420,66dc8a60-4b83-45a3-85e6-f382697e2a0b,2025-05,20744.89,27528.83,9b42606856041a8118e72d0af141381a
16218b2a-ad58-4fd2-88f6-262047e44282,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,2025-01,25183.69,7269.12,f1c0bd0d84766c3e6ea8d78139fa758b
09d61300-2b7a-4087-8c27-bf4db6215be1,e6903e1d-1e5f-49a2-a227-741db594d62f,2025-01,42972.58,7358.03,86c016300765abbe27d694001f43c265
3661de1a-948e-446a-9977-cfe1e4d9862a,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,2025-01,25964.62,34114.49,fca7b80175ac217edeb726def85157bf
67d4889f-4f4d-4451-9934-2ce46a0c7d60,458ac4b9-4fca-4259-8012-13972a2623aa,2025-03,32433.12,47541.91,c2efda6523c3e85ad7e39baaae69689c
f401921b-e3ae-400d-86d4-c35a094ddd40,dfa80e9f-194e-45b7-a356-5e25c05d1920,2025-04,15315.9,26274.15,108e720a6bb80e0f35110d782b84491f
38b2a1b0-150d-4fe1-897e-0ae7ca55b7ce,5da11b57-c618-419f-be8e-0fa9ae30450b,2025-03,42834.06,41769.34,9dfaeb87f3d4e15c20a8a6f5fc480551
c839e6ec-8705-4cf7-aaef-34844d00ccea,82f970cd-6a18-4d47-8f81-163e2998abd1,2025-04,11895.47,50680.21,c556f9848d88b3ed4abbb4d73bdd36b9
298af093-35c7-48b5-8189-3f6f94a2fc8b,3c890e49-3fa1-4fd1-bdff-9758f10b3478,2025-02,14297.81,11369.99,659b2e0cbc7c988ae9b92d222f1c79e1
5efbf12c-6db6-4eef-8f17-54a07acfe5ab,387c129b-f872-450b-b073-7d63cbcc2e5b,2025-02,36597.14,35934.78,b47a9f2b6359050d74740318475cfdd8
6ea3c777-8107-4f7f-96cf-0bf73f177292,1bdc26e4-190b-44e5-8035-b554eee7dbd1,2025-01,47921.2,45510.86,24787336135e9d7b536837780637e001
2d9e85f6-daca-4bcb-8f2c-acc0d6d8df32,1713a6f2-41c1-43a0-8a0b-edcfd1027009,2025-04,31354.83,11573.43,a65ca802773f902a8ad28755e25cbc9d
a75c500b-3f46-43ba-b808-ba929b27427b,a1b128d1-a63a-4445-a100-8252f369454e,2025-04,33004.21,42879.21,ea61216bc72bd24660a8e66de9fd827a
0ded36c1-654a-49f5-b590-27e3398db7fb,8940ea8f-f6be-4505-b6e9-895ec65a2da9,2025-02,48655.45,45049.49,33b431ebcbab3245ada8f982081679a2
83e06671-5363-4b01-81c8-f1c3786acc19,bbf68760-7734-406b-b254-cf19c1d58175,2025-03,43443.42,25411.79,f5e9194ad4747df4b0f988167f8d15f6
dab37acb-8739-4f51-85bd-8c2e058864bc,1629f429-b1b4-43e5-b923-38c9562df935,2025-02,23861.24,44838.3,810d993f2a413dd2f5df948a6e42ab9f
e6bb6c97-ec1d-4ff5-bab3-566a028426f2,e032ddb6-04f6-47a5-90e5-f68140962d4e,2025-02,31896.63,23439.5,51107a135bd766af64f888fed7605f47
592d87f8-73de-4fc4-88ba-2fcdab37c093,b0884827-649f-4826-99d5-092fc008b264,2025-03,39101.5,30419.63,97001aa857c742f1d270369690ee2854
94a14ac2-7f8d-41eb-b2ad-d1c6df78b2fb,a1b128d1-a63a-4445-a100-8252f369454e,2025-04,15495.55,21844.88,67c25c939de186b7f02b4a1cdda48294
aeca1653-e507-4a5d-8b78-bb1ba74cc2ad,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,2025-01,30621.01,14050.65,30c9e60335f95cb722355334457428d1
7920c50b-94b3-470f-8add-4fd861793e9b,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,2025-01,27139.0,48035.59,4aac973c9f5b5442da30bfd62a04f69d
9a535119-d671-4c1e-bf91-eef63b2eaf64,e032ddb6-04f6-47a5-90e5-f68140962d4e,2025-05,23508.2,17681.73,42765c71ce17b8bdba2d80c88d4db309
2c07606a-d9eb-44b4-ad3f-64eb9c14267b,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,2025-01,15371.09,49065.08,216cd41066e1fc31de4fcf836222b933
14a44b9c-d6bc-4fb5-af15-2fa62ce7ccc2,921cb450-415d-4451-a34c-149527faa2d2,2025-02,44642.48,18840.91,1ccd2e194bd955af9e0342607299e229
5eec6291-4c33-4058-8a6f-15cfdfe116dd,122d5a21-1d98-41dc-9385-658fe7ef67ab,2025-02,21392.99,53730.66,9b9f8cc2b279c74b3c1feef894db87d8
6d1b1e6d-d1f2-46f7-8128-e92d1aa8c514,0bc96bf8-c15b-421c-baca-1e839080a232,2025-03,48268.13,32410.86,0a1836369b5b1be4531015a1d79c3bce
87005bd4-3dd2-43e3-a15e-1fd614daed67,06164421-d941-41b9-b04c-ae749af454eb,2025-02,18719.78,25931.23,ba6b4cc6de9755c15a48c8c78bc54de5
6ce2852b-f267-45d4-8a3e-2712701cbf0e,c497212b-f140-4798-8a4a-fff690590af5,2025-02,39917.12,18695.86,85bb97bff87d8badd9160c571e1f6d01
72c2f1a0-2df9-4607-a88a-102344ff6437,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,2025-05,10810.18,13134.06,1507f5359a3087a623c76ac4b924f019
6d3fd6b6-97a0-496d-9b81-17f4c7b8ae77,953fbd98-d927-4711-ada7-e78c7da3428f,2025-01,28386.44,50848.95,c2f4c7c0d7eaa7e1823e65f8ee3ab2dc
4ec17dbd-ad84-4e85-8980-8a02fa7af64d,53a7cd91-a001-4320-ae57-b6b9f276f171,2025-03,21415.25,7214.65,b048583c5252307750bd306a27e3cc53
aa985e16-675f-4659-8d8e-a9475b2a6396,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,2025-05,42869.24,33776.62,bda64f53de5fc9a3fb2f4bcec92c19d9
2dd156be-175d-468d-8ddd-82cac7da966d,3c890e49-3fa1-4fd1-bdff-9758f10b3478,2025-03,10292.49,38835.65,6e87c559907d629bdcd904686264f74d
a3a5e35f-3c7c-4985-a9af-0d3401674953,4455fc8a-2871-40be-a37a-c8d9534a085b,2025-03,35006.03,41120.24,2e66b29afcb56c0018e57537b2e9437e
11a0d0f1-5950-496e-84eb-887f05fa70fc,bbf68760-7734-406b-b254-cf19c1d58175,2025-05,36159.21,50813.86,b3776bb508562456288b7025110659b3
aa0917dd-cc21-41a5-9c38-09b5586e9b3f,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,2025-03,11121.16,44040.25,b0cd8dfd4764b2fbae2eee9484bfe995
09548ecc-b1d2-46fd-bbcd-d937a5984c9b,fc971a8d-bf12-451c-b975-f2901b591fe5,2025-03,25499.93,23360.24,75855fb1d9d7f41334a53e62eb38e388
3aa2255a-302c-41a9-96f6-e550ee673822,fc971a8d-bf12-451c-b975-f2901b591fe5,2025-05,44631.25,49465.0,180a0357516fff4437b9c34a9cc52bbe
806e5df0-7f39-4798-bb57-d9d4582906c0,b0884827-649f-4826-99d5-092fc008b264,2025-03,14104.69,36588.48,0d1ea3183c20208b6bf20495fb2883b6
06afd21a-f0ba-49df-aa9e-94d90887ac26,4eb36c5a-37fe-4185-b05f-0d77270d822c,2025-04,33243.12,21514.73,60b6c34c0cde69f5e3a457580083da06
6c9c95cf-ec5e-4e4e-a677-629482641456,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,2025-05,11914.76,10781.17,1cfa6d56f07988436b52632b828ed949
7ae09732-280a-4538-9199-fc3b14d51af5,1013921c-4a66-4cb0-8c1c-423b78fed26d,2025-01,34190.43,24162.41,52025559579de55ec9f9d67cd171fb39
e71d7e45-094b-49b7-95f2-e903ca476df5,0a2fb1e7-6136-4713-a3ab-d0845186dea8,2025-05,35510.45,50470.63,b02e578a878fe4e717101b850eec8ef1
d1aa9715-6700-4d8f-a50f-882019575681,64e37cee-410d-45da-8592-a2e08c8eeee4,2025-04,10815.71,31388.86,d5d5632a3c7762658745dcd10f1bffa4
5459386a-57f3-4d73-ab88-6a3e578cfcad,9b70695b-5588-44ee-b349-95fdef5dc164,2025-01,28129.7,37153.81,1a4457d0223d8ef697da21a156b63de7
762db967-153c-4cc7-80bc-ae0a8dd5eded,921cb450-415d-4451-a34c-149527faa2d2,2025-04,44962.85,43722.88,e6f36470e1785a0c2a9afe284e9a6c14
10994b15-0adc-4bd9-abc0-aa64a519ed4d,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,2025-03,42888.31,54236.4,e7e9b20f5c1611bdf822ec1f1cabd7ef
83b94deb-d226-4dfe-b4c9-3f6ac23c8dad,4c52532d-b5c5-4845-8420-6218f0b41d98,2025-05,27239.37,24018.16,7a42e493fbcb794a4b13eec7df6339ba
903d0024-d581-4374-a441-4f8e1ece9ea6,e032ddb6-04f6-47a5-90e5-f68140962d4e,2025-02,32560.07,31275.32,c9dbf306399d6e802c4ed0fbef2558ba
1cf7d5a9-a8e9-4cf6-ab88-2fdb24574e01,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,2025-05,41784.27,44335.71,70f6613a5d9b98ccc1b1d5a6c4943fb5
a2cc0fec-7276-4bdc-b9a0-d7133889b574,ba13b2d5-a484-47d1-a3ca-286034075be4,2025-02,26220.32,33320.82,5a2b8429bc0cc5eb9e9cd59c97aac5e7
ece5d5ff-7c9b-4c93-89fa-f4568b107eac,0bc96bf8-c15b-421c-baca-1e839080a232,2025-01,26146.81,18986.57,afe38221fa11d843860267e3815479df
aaf86b4b-0dc9-4d7e-a312-fba9e095ece4,398ced3e-37c7-443d-bfba-f033b06b1d4f,2025-03,15526.49,37249.99,67d59ad06fe4a7c1363e58dc3a0e09d4
770f18a9-2086-4692-93f8-c042fed2be49,921cb450-415d-4451-a34c-149527faa2d2,2025-04,23756.32,29688.84,3277f3729720e19d293bad089f89cb24
e065ab51-5959-4b10-b88f-ce8b6397fec9,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,2025-01,41086.33,20002.14,ae21c51e7152a99d2600dbbf28b61827
ef1c6422-af34-44e5-a0d0-40b8291e9c2d,73a07333-85db-4fc2-9e1d-125e5557802d,2025-02,30734.51,14225.65,9976ffe6a261ac2815678893e16a7b74
6e701958-9c6d-41ef-9eec-543ac90a26f3,02c1a38a-2d07-4869-a002-f0e616bdf188,2025-01,10602.75,23938.23,b62daea08d6bff7d3f1924151d12646b
88eebf9a-ddf4-4e40-a182-87789c4e91df,9b70695b-5588-44ee-b349-95fdef5dc164,2025-01,39021.0,14859.92,7c22b71d4febd2dd8ac43e2caddd6cf4
65fd9ace-841a-4236-8743-d2b7a4b38b3c,73a07333-85db-4fc2-9e1d-125e5557802d,2025-01,12679.23,30559.79,1376cf26aa246c05f07a64afd1107143
0c5ea570-c7fa-430e-b5ef-3fcae34731d4,20d89646-1959-4624-8d20-117e253bb496,2025-04,15572.29,7588.17,037318f765d9bf56c0956fe40af00957
d3bb8d69-a069-471a-9f0a-5fb40727fcc3,9b70695b-5588-44ee-b349-95fdef5dc164,2025-03,17282.83,52759.4,1576f4a56c8eb15a5ecb3ceab47cf575
e6789f2f-74d6-4ea7-9377-04902cf53fd1,0bc96bf8-c15b-421c-baca-1e839080a232,2025-03,47563.29,32437.82,ce5bbb745868193e67fce6df4462bfe9
768c463e-631f-4410-9651-6c1e3b0d175d,f7072436-bacf-44d5-86d7-62843ac7e9a9,2025-05,41249.76,21307.31,42b5a76c71b5eb166d8727a2a690366f
8f4a6434-170f-464d-bfbe-18a9666a061f,08468168-f14f-4e24-a000-22dc8424a0e8,2025-02,34801.2,34685.68,0b788ca8fb36cba0a8b6e4c2b9035794
665e93f6-e51e-48d0-ac90-36c53715dbc9,8b31192f-b40f-4af5-9186-67a1c00ccbee,2025-03,40133.39,47585.34,43cd9e4c4c6e0fe9ac6987aed163e648
085fd239-0130-4546-bd81-dedd0e09ba12,b0884827-649f-4826-99d5-092fc008b264,2025-02,31457.84,48294.93,baa42b43463e86012556c9a0dc632e94
2bf73bf1-3592-4fa6-872c-842d0c602aa3,bbf68760-7734-406b-b254-cf19c1d58175,2025-04,27524.66,31229.64,fdc5ef473c69122fc87ab04fbf0634d1
507b8054-6c09-4c83-a24c-8bc59c4b9762,874e3482-e0bb-4936-9f1c-41bda29cbd80,2025-02,46646.28,30019.58,aa1949a7820e3df05ef9448f942ef6da
d57a3674-44ce-4cc7-9ad5-4e609dccc71c,4eb36c5a-37fe-4185-b05f-0d77270d822c,2025-02,38670.53,19028.64,bd89a79f0beaeeaadecf91aea2f4de3d
c084a099-b332-4529-a4c0-6d7eb336eeef,53a7cd91-a001-4320-ae57-b6b9f276f171,2025-03,28976.97,44854.3,46f07453873d153095d5ed45a289ecf2
7dae3dec-9a5f-4ef4-ad80-4fc9c9b21b6f,7eb89a43-477e-4ffa-8524-0df4db71df05,2025-02,10865.78,14136.81,c21600dcc97f9450572b9eb21bae8b88
f93bcc28-0f40-4229-8649-15d37af59194,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,2025-02,12053.78,5753.68,23a473a31f35614d13905171812143e1
f7434176-99fd-44b7-9220-929499d150ea,830184b9-4010-44c6-9926-a08e9aed29b8,2025-04,28618.43,16154.45,6f2f95c499c7821b7a74bb9375d4cd34
3d1b0f61-c45a-4b3f-b4a0-c818ccc866fc,7ba3c5d7-1961-4ebf-b146-9fdb307a7efc,2025-03,22872.4,23668.85,2f84f51aef4dae4a2bb542c1c63ae973
87df32d6-9db8-445b-bd94-40b0a6a31432,5da11b57-c618-419f-be8e-0fa9ae30450b,2025-02,28743.85,10761.78,315695d45c6915a63712db35667a6409
3321db6c-654a-4368-a570-0d3de11b614f,31568063-1420-49c6-ab2f-219cf6c84088,2025-04,48646.13,42695.88,9af5c9a18aa0750cd0ac215fc2212bd4
ced447f8-f70a-4b1b-a5fb-488fd59e5e3f,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,2025-03,17839.99,23788.11,50cac49f2e9f0b1786a002122a6c6966
2c829dd0-afb0-4839-8e51-1a8b459c34eb,64e37cee-410d-45da-8592-a2e08c8eeee4,2025-01,34832.34,20984.21,9f6ef61c44c31ee679cd6a6b8da915ee
5633380f-d85a-4eb4-9bbe-34d09f296449,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,2025-04,27799.97,36441.14,74bd7382f8ac45a4b845814021406993
