ProductID,ProductName,ProductCategory,Gender,Brand,Color,Size,UnitPrice,DateCreated,RowHash
26,Uniqlo Men's Shirts Red,Men's Shirts,Male,Uniqlo,Red,XL,189.35,2023-06-08,e40c2b1700cc54cc36829dae24080c96faf3b135441ba5fd150f53e1f34420f6
27,Pull&Bear Accessories Green,Accessories,Unisex,Pull&Bear,Green,XL,57.84,2024-12-03,53c4f273ff0d1575395cd2f841d51450a57f319de8936bbfb7bb01136ef61011
28,COS Jackets Black,Jackets,Unisex,COS,Black,M,141.06,2024-10-20,a84c1a1189a677abf127b070cab0f82837859b8062063c8634cab8719991136a
29,Zara Children's Shoes White,Children's Shoes,Unisex,Zara,White,XS,68.0,2024-04-29,e214180bffaac6a28df61b696da9b7a36343ec5c245759dd04ffb6ec53e4ed50
30,Pull&Bear Women's Dresses Black,Women's Dresses,Female,Pull&Bear,Black,S,91.37,2023-03-27,3c84fdc958802eb6fc77df34c930d1282106ee93063f045a109785b7a26c2d52
31,H&M Jackets Red,Jackets,Unisex,H&M,Red,M,240.36,2022-12-01,383ecaf9b425584ff4207821293d8e1061ff6a970ee21a30680d8ed5c00f2975
32,Zara Accessories White,Accessories,Unisex,Zara,White,S,99.08,2024-08-31,4c7753724b20c286e46dcd8208b93fa241a7822c63fd3befd3d86621471e68f0
33,Pull&Bear Jackets White,Jackets,Unisex,Pull&Bear,White,XS,157.16,2022-12-22,808dbd4e66e67803afe9637202bdb7fa8ac798a155f271a2eacdc458ffef97ac
34,Zara Accessories White,Accessories,Unisex,Zara,White,L,158.14,2023-06-27,8bcbd3af53780608dffd9f950dff89dca7e017fa7ec079cc1d5e38fe778bf158
35,H&M Jackets White,Jackets,Unisex,H&M,White,M,231.55,2022-09-18,1e539a2850cee82ea8475a3c70e83694829f048f2df3fbb2beee7e4812bda604
36,Uniqlo Women's Dresses Beige,Women's Dresses,Female,Uniqlo,Beige,XL,195.5,2024-06-01,dd1c49658816acd6eb431ffb6270e38b863df0bfef679772167ed821585a28ac
37,Zara Men's Shirts White,Men's Shirts,Male,Zara,White,M,216.43,2022-09-26,aa44a87dc04e7868f7b2ae503959078f88840e6cbd75470a109f88c68392f252
38,Pull&Bear Jackets White,Jackets,Unisex,Pull&Bear,White,L,233.78,2023-08-15,f65a5a5a73641efc0128eb209d78fa76e4881c9919f580da57bcdfbfffddc8d6
39,COS Jackets Black,Jackets,Unisex,COS,Black,XL,74.13,2022-10-24,6af2238cf6b418e7d9e11229b4a23d091aec0d6f42770a5160ae114403f72424
40,Uniqlo Jackets Navy,Jackets,Unisex,Uniqlo,Navy,XS,55.18,2024-03-25,780110f491f857f9b548213f11fd361991fc703373a580c947d327f010ddb510
41,COS Women's Dresses Beige,Women's Dresses,Female,COS,Beige,S,137.76,2023-09-07,78247e13928cd39eebd9a29fdfc7539e7427fa61c6ec32847e7138e0d4dbdddc
42,Pull&Bear Accessories Black,Accessories,Unisex,Pull&Bear,Black,XL,102.46,2023-09-10,4f9494965664fc059e65be70ce5161ad39bd2e0e633e473210464e3272bc888b
43,Pull&Bear Accessories Beige,Accessories,Unisex,Pull&Bear,Beige,M,242.13,2024-07-05,a0158fa1d60bdb9b6bb34d5c7c79998664b62d40cc549ad6e3a5f5d95c96346d
44,Uniqlo Children's Shoes Black,Children's Shoes,Unisex,Uniqlo,Black,S,237.34,2023-04-08,249cccb17a5e55bf796e039844bbcbeef1e3bcd825b9c31aacb77aaf4ed8463b
45,Pull&Bear Accessories Green,Accessories,Unisex,Pull&Bear,Green,XL,217.64,2023-12-21,64eef428cf5d2733c4b4ef6007ba3f63050c4d77f5ca41b576112bc073fe7865
46,COS Jackets Navy,Jackets,Unisex,COS,Navy,XL,107.27,2024-05-15,1b388e4d52a160f5020b46db23d04a93f2761d65d464319fc97e16d8f9b41160
47,Zara Children's Shoes Green,Children's Shoes,Unisex,Zara,Green,M,102.11,2022-10-10,93e7f8feb3bc925963cb0b8365b7795ac607efecd64a20b9816f5d4a2dd77234
48,COS Women's Dresses Green,Women's Dresses,Female,COS,Green,L,179.53,2022-05-30,43dc662606c98cf1d541f767b297bd3e5f0eaea3eaa7935b75901ac2fecba5d3
49,COS Women's Dresses Green,Women's Dresses,Female,COS,Green,L,168.77,2023-12-27,773554529610ce8f2a0721abd696a94aac5fe70f0ca0857408145cc6dfe21199
50,H&M Men's Shirts Red,Men's Shirts,Male,H&M,Red,XL,94.59,2024-01-03,fc9470b4210121752f4de66996fcb436f8b7371582c8f24ab421715e672b7055
51,COS Men's Shirts Red,Men's Shirts,Male,COS,Red,L,149.07,2023-06-24,89483227c293fd6e33c4a27fc6290242c7b044311b1581b11f671bd044988c2f
52,COS Children's Shoes Beige,Children's Shoes,Unisex,COS,Beige,XS,33.72,2023-09-02,99cf62b9c892dddf68aece49b1e1095896eacd0f0120d1243ad5557ec6b49082
53,Zara Men's Shirts White,Men's Shirts,Male,Zara,White,S,229.39,2024-08-06,a92db01206cf467157b7d8980a1640a99a5166c44fddf94415656bbcb6545908
54,H&M Jackets Green,Jackets,Unisex,H&M,Green,S,190.37,2024-09-10,180f29f81cca7be3b1eb3b41f9c3c5f2e728171674449fceeea51161e254eb87
55,Pull&Bear Children's Shoes White,Children's Shoes,Unisex,Pull&Bear,White,M,183.67,2023-10-31,9ea8419d6e750d456ca84a9b22d7174e4d50880e06cf01e58310fd9879c31b25
56,Uniqlo Women's Dresses Red,Women's Dresses,Female,Uniqlo,Red,M,116.6,2022-11-05,740fdd50b994fbc4720176eb5b3b92234700facbb4da9fd4ab7bec318756c8b7
57,H&M Men's Shirts Beige,Men's Shirts,Male,H&M,Beige,XL,76.01,2025-05-03,e296d3ec8e1ee4f7796227c6d3d598a0990b2022bbf28ee36f947f9d380ef107
58,H&M Jackets Green,Jackets,Unisex,H&M,Green,L,139.47,2023-01-10,11280c7781b0738fe67a510c8821fa90c6c6758cf059ac75e481e211100b0c6b
59,Pull&Bear Men's Shirts Green,Men's Shirts,Male,Pull&Bear,Green,L,234.91,2024-10-27,a9dce1a0197441b9fc0c2a26290ba7f8b05054e0f19f711fcbda7376dfa33b18
60,COS Accessories Black,Accessories,Unisex,COS,Black,L,45.24,2023-05-20,b71767493cff05f836b88db39947bf890325b97e17faf22a6a89a042fce50cbe
61,Zara Accessories Navy,Accessories,Unisex,Zara,Navy,L,45.27,2022-06-23,c25b895d13d608eaa39628bcefcaf4d4ee884c2648b87e55146f5984e5bf2f0a
62,Uniqlo Women's Dresses Beige,Women's Dresses,Female,Uniqlo,Beige,L,35.7,2025-05-11,3dc3f85d0f994234bdb3cec82fc1292fab2d8006f7b1ff334a1c8a55a0f91378
63,COS Jackets Beige,Jackets,Unisex,COS,Beige,XL,188.1,2022-11-14,b8bdbd83d4105a5316763c595ec35d5f7e2ca6ff3334c8d764a6732e9fb34686
64,Uniqlo Jackets Red,Jackets,Unisex,Uniqlo,Red,XL,191.9,2024-03-06,89d673322e60828afb05bf83b1e4160ed9df2db7a5bbcaebcdebcab7ecd30982
65,Pull&Bear Women's Dresses Black,Women's Dresses,Female,Pull&Bear,Black,XS,20.23,2023-04-25,6d2af8ddaa9807393fca0b372bebdc65c3bd2dcfe99e9e84833f56e94c8a57bd
66,COS Women's Dresses White,Women's Dresses,Female,COS,White,L,118.05,2024-10-26,6b57a559db854b851af5ce1632cb9733dee6443c614c7177cd7b8919eab82cc1
67,Zara Jackets Beige,Jackets,Unisex,Zara,Beige,XS,196.74,2023-12-23,be44c038f8bbb007f679fe9c448efccc0f06e2c89a4fff3403866a22d76f1b99
68,Uniqlo Men's Shirts Red,Men's Shirts,Male,Uniqlo,Red,S,113.4,2022-06-17,1500077aeda5186e9376ea7ddaba18f2f60e957bcbbb627c0f0b9d887a0188ab
69,Pull&Bear Children's Shoes Red,Children's Shoes,Unisex,Pull&Bear,Red,M,44.91,2024-11-03,35c6be874eed5a8edf37d527d053c0ee543e793d589f9cfda4cfee5bbc3e9724
70,COS Men's Shirts Navy,Men's Shirts,Male,COS,Navy,M,60.27,2023-05-09,70d38932bf6e6af63a20d1b1eef5b6634a9bead6c55426266833a6ecc4f15234
71,Pull&Bear Jackets Beige,Jackets,Unisex,Pull&Bear,Beige,L,246.53,2022-09-20,9780ea545279f731e81f6aea36dc85da31792bad41bb998fae348b1803cd4985
72,Pull&Bear Accessories Red,Accessories,Unisex,Pull&Bear,Red,L,215.24,2023-02-01,fa8b0df815124d16dbb1e02e581cf119f30039d62d7f8fce6ba11f0c24277bce
73,Uniqlo Men's Shirts White,Men's Shirts,Male,Uniqlo,White,XS,248.19,2024-11-20,4930dee44fbcff81c99a530e59b5f92a4ca15c5ec6a6803f3cca2de6e50ee90b
74,COS Women's Dresses Beige,Women's Dresses,Female,COS,Beige,M,127.11,2024-03-20,0c7c30cc8d88de594e61b861cc15152ea5261bea704beb563231498dae3b7437
75,Uniqlo Men's Shirts Red,Men's Shirts,Male,Uniqlo,Red,S,189.19,2023-01-12,b9af952fc4c9cfa3c49ffe639e3f2f5857336db5f8a97fd980585e96bb7f1005
76,H&M Women's Dresses Green,Women's Dresses,Female,H&M,Green,L,196.34,2024-10-28,6568e0e8e13939b7422772b0759ac831ddc5cd12cc7a2ff8bc041ed70b2883bd
77,H&M Jackets White,Jackets,Unisex,H&M,White,XS,211.38,2024-07-11,388c56110d5e604b80802e22b2b5f40e95cb7a0ddd6ddd4d4f3b842ddf2bd22f
78,Zara Accessories Red,Accessories,Unisex,Zara,Red,XS,171.75,2024-10-02,4e7b04f9b9142fa87658cf5b2ea4dee764d2277459adca4a06d8fbf4c0e091b6
79,Pull&Bear Women's Dresses Green,Women's Dresses,Female,Pull&Bear,Green,XL,196.83,2023-04-29,16f29357557e9918d8ea170e2e4d374ab4c4f931652b168387af29a30b0b0d1c
80,COS Children's Shoes Black,Children's Shoes,Unisex,COS,Black,L,69.02,2022-05-21,b09082fed34cfced9198c3d1c1769320686b3adea1473b8f6acc5a6e22f34bb9
81,H&M Men's Shirts Black,Men's Shirts,Male,H&M,Black,XL,17.06,2024-05-19,183ac36eebde066a1af179fad34d5d38bdc0eeb71cc6cc7a34cfc5afea8115cf
82,COS Women's Dresses Black,Women's Dresses,Female,COS,Black,S,137.67,2023-02-06,5c95061b43832980ac57a380781b14413a052d93b57c9bfd861713fc6a06742b
83,Zara Accessories Black,Accessories,Unisex,Zara,Black,S,200.55,2023-02-12,b128b83a6a2467bde3eea4b242dc0a4b27826a2e5c6b310dd562ff49fa2c2ec1
84,COS Men's Shirts Beige,Men's Shirts,Male,COS,Beige,XL,20.4,2023-03-14,a14d1a5eba85c85f001cc6935942afe5e5e002bf6f9eaa412eeeff5266a9ac26
85,Uniqlo Men's Shirts White,Men's Shirts,Male,Uniqlo,White,L,31.78,2024-03-07,835dc971771feaeed89f21b07ffdd3eb1985caf9bdf97dc8ececa417ec918d48
86,Pull&Bear Jackets White,Jackets,Unisex,Pull&Bear,White,XS,151.45,2023-12-22,27ee9b09ff25a92389554009a14998e4dc4f65a553e1257ca6b15bbc3bb02d97
87,Pull&Bear Women's Dresses Black,Women's Dresses,Female,Pull&Bear,Black,L,116.58,2024-01-28,e732b2214c1de8d1ab084d2e38a02a771e932b5506cf6115508ec4fa9b7712f4
88,H&M Men's Shirts Green,Men's Shirts,Male,H&M,Green,M,85.26,2023-01-01,0d48cdd3124b5e6d91ea4e1089930c7ebb599c90142f86981ae2fd2bf755dda4
89,COS Men's Shirts Beige,Men's Shirts,Male,COS,Beige,S,161.49,2023-03-24,7a096c03d3418c21a5d7ac4347e64eee98dc177d19804f70f4a4b17b569681f0
90,Pull&Bear Jackets Navy,Jackets,Unisex,Pull&Bear,Navy,XL,219.41,2022-06-26,26e5e1c6930a9325989bb0cb83d323e42504c5d692e21b06f2c5f22d5b9be406
91,H&M Jackets Navy,Jackets,Unisex,H&M,Navy,S,216.6,2024-01-31,e3a29eb7cb3538cab48d81903cc798e13ff22e59be4b229b4d58af42a3c2d0a6
92,H&M Jackets Navy,Jackets,Unisex,H&M,Navy,M,107.44,2023-05-23,e6599e66cc4c9ddbfb4c20b07eb83e3f24af3f946ca7dd6903e0f0b1b6361b92
93,Zara Jackets Navy,Jackets,Unisex,Zara,Navy,S,55.64,2025-02-22,5bbbee692881a686ab48141f49d0c04658e9330dbf7020997106f069c1976bc4
94,COS Accessories Green,Accessories,Unisex,COS,Green,XL,166.5,2022-12-11,5d0311b9046ee155e243af4a8cbf12be5bcec938ae76ddc8837d22f53920c5a5
95,H&M Children's Shoes Red,Children's Shoes,Unisex,H&M,Red,XL,159.49,2023-09-03,94352ce31173e379c58caf04c96bd4a1cb6bfe5d3e9efac70967c3ac868a7c73
96,H&M Jackets Green,Jackets,Unisex,H&M,Green,L,75.5,2023-01-28,275bdd843bf8cd4b9511f83950b8fbc07de2e28528f3f3c46d53cedc5044b8d9
97,COS Children's Shoes White,Children's Shoes,Unisex,COS,White,L,157.28,2023-12-24,fe64839497260ffb90cbbe6d55799871f6e87d97db508754f1e1ee5a19ed0c27
98,Uniqlo Accessories Beige,Accessories,Unisex,Uniqlo,Beige,S,162.22,2024-02-21,94b370fb93d4337ddeba4265aea35519d42f3f36912f0d66d14c3d8443ff4f43
99,Uniqlo Children's Shoes Green,Children's Shoes,Unisex,Uniqlo,Green,S,91.55,2022-12-01,bbe6a8e6ec60a19107c0b5e6dcdf600d474c3afee3e2d97ae7df16d7009ce868
100,Zara Jackets Black,Jackets,Unisex,Zara,Black,XL,135.94,2024-12-25,147690933da77d35613bf4127ce66aa8f5b5e937c81fd49d7c4588331e7a4c91
101,Zara Jackets Beige,Jackets,Unisex,Zara,Beige,M,249.48,2023-09-09,dbc9921e35d0907460f0a16ab871dac5ab9b6ce09d6dbfd04b40921e90e96515
102,COS Men's Shirts Black,Men's Shirts,Male,COS,Black,L,38.81,2024-04-12,82fd544e1e69aec2478303190eaf700590feb6a1aeb135f29698661a14264510
103,Pull&Bear Women's Dresses Navy,Women's Dresses,Female,Pull&Bear,Navy,XL,75.15,2022-10-01,0e3c321f7ca2dafd86a4637e536ce10d0c8bf696138320e4a93e9db29a4a8720
104,Pull&Bear Accessories Navy,Accessories,Unisex,Pull&Bear,Navy,M,28.57,2023-10-31,b2bca481e6cb9d9dc5e5727146b826dc6f7f2094468fe9a91d61c965f07f2f96
105,COS Accessories Black,Accessories,Unisex,COS,Black,S,76.19,2023-02-28,a037dfc9a301aefc892289c92cbc05ab6cf6125580a72acd05110574b26b13da
106,Uniqlo Men's Shirts Black,Men's Shirts,Male,Uniqlo,Black,S,128.74,2022-08-28,7251f276d0ee858ddeec41772f610c58a039f66e5f9fe5d688b690776cdd957e
107,Zara Jackets Navy,Jackets,Unisex,Zara,Navy,XS,138.68,2024-11-24,864bc87207590e9e9344bf338e07accf1868f3de56869d88dcd0cfd2a4dd920a
108,H&M Accessories Green,Accessories,Unisex,H&M,Green,XS,237.88,2022-10-12,3dc0699f02bdcfdca71703229852a40209715518ee8ad321bb30640068fd750a
109,Zara Women's Dresses Navy,Women's Dresses,Female,Zara,Navy,M,139.49,2023-10-30,c8b72587f6be7ce060967ee3d60ad6d41be2f596e3bca17a71cbbf277a1e5101
110,COS Accessories Navy,Accessories,Unisex,COS,Navy,XL,249.08,2023-03-30,ddb63fb2b89d1743f6e048ee00f735c24754ff5dec6f5017250892b5f4c2e626
111,COS Men's Shirts White,Men's Shirts,Male,COS,White,S,192.59,2023-03-24,e8b537a2350438b27cad4e0cac7984675ef55a5069f6da60d012a6aa3a4dee83
112,H&M Jackets Beige,Jackets,Unisex,H&M,Beige,XS,76.93,2023-09-28,4feef432bdab38b69931457de3c1e2dece404a46384efa806bc14ef453c69672
113,COS Children's Shoes Navy,Children's Shoes,Unisex,COS,Navy,XS,161.68,2023-03-10,e2fe639313e21c7f098c5847676e0f531020880982778dd50d9098892d17612c
114,Uniqlo Children's Shoes Navy,Children's Shoes,Unisex,Uniqlo,Navy,M,128.42,2022-07-29,58512cd11dd591e5c323f49eebee0057306f92e18842f330f0f5dfa4ecb7be97
115,H&M Men's Shirts White,Men's Shirts,Male,H&M,White,XS,111.58,2022-05-18,0058dd820249c9f8be889c9fb8c76167ee3ac85bf524067543f4c23f501a96ef
116,Pull&Bear Accessories Green,Accessories,Unisex,Pull&Bear,Green,S,159.12,2022-07-08,58ba2f30d1f5a2f3f721cc6ccc2fdd3908010eb01ef18c741e5a279ea61682df
117,COS Women's Dresses White,Women's Dresses,Female,COS,White,XL,228.37,2022-06-29,13de31a312de59a493229ae9894f8152c5a8ff2f64d77ba913d418c1d2d2823c
118,COS Men's Shirts Green,Men's Shirts,Male,COS,Green,M,113.07,2024-05-09,b274ccb7f54f8d6a6201bdaa5f6fc1bde2c4863a99ed5cfc80bc52f69a408c64
119,Uniqlo Men's Shirts Green,Men's Shirts,Male,Uniqlo,Green,S,218.54,2024-04-25,a3559e0d9cfd2da125f29cd9de7c882a8b3da0fb00820fe61d4183590371c1f8
120,H&M Children's Shoes Red,Children's Shoes,Unisex,H&M,Red,S,179.03,2025-01-21,a2af3eb6da795ed2ee9fcf455972c39b1b51ff0d27d5e1ae904f70cbedf692a9
121,Pull&Bear Women's Dresses Navy,Women's Dresses,Female,Pull&Bear,Navy,XS,200.55,2024-11-29,739579f8f0d857dc59065f8a2cd81752d8c6abc8a7fcfeb3c90b49d66483e755
122,Uniqlo Jackets Black,Jackets,Unisex,Uniqlo,Black,S,68.79,2024-12-10,66df83382673521f09525746eed15674cffe34ba8f465894c74b9345347a784f
123,Pull&Bear Men's Shirts Black,Men's Shirts,Male,Pull&Bear,Black,M,152.1,2022-06-03,407202c8d6de11e11f3ff099b98b36221ce77e1ee9f739d3c3e9eaf8e2e649ff
124,Zara Children's Shoes Green,Children's Shoes,Unisex,Zara,Green,M,169.62,2024-04-03,935861ee6ec8027b3a295b5b321610bf272491baa6ab10280db6acab53b5783c
125,COS Women's Dresses Black,Women's Dresses,Female,COS,Black,S,117.75,2024-07-11,ed81392a6c8131170f9d46e7dce299f9bdad7a2cfdcf50a0dc0613764daefdd5
126,Uniqlo Jackets Beige,Jackets,Unisex,Uniqlo,Beige,M,241.9,2022-11-07,a16317fc85c5a432074fa03ead74478916ce7f3a06e0c2fac3f709b08af4f92e
127,Zara Accessories Green,Accessories,Unisex,Zara,Green,S,156.41,2024-12-10,d564dfe4f5936724d6204599308345837d49c5bfca8eac975866e6643386641a
128,COS Men's Shirts White,Men's Shirts,Male,COS,White,L,248.24,2025-03-28,ad8cab5e33441284ffc9895fa2c5dca18625597cd3fc9ddb5c5edc88a21c7939
129,Pull&Bear Women's Dresses White,Women's Dresses,Female,Pull&Bear,White,M,36.7,2022-12-29,b72f23962a615554a0aebabf74922a199cc8cc48024d7f61316eb431dc070024
130,COS Jackets Beige,Jackets,Unisex,COS,Beige,M,97.23,2024-05-18,07bd2221f0058ad0dfacc3807874b17d5fcc31acf39442db4369a715a5c3e7b1
131,COS Women's Dresses Red,Women's Dresses,Female,COS,Red,XS,236.16,2022-08-21,54ff502f4481915411a9e37a08aac15df5ad9359c93104fd70f6c5732f24de4f
132,Zara Children's Shoes Beige,Children's Shoes,Unisex,Zara,Beige,XL,106.93,2024-02-15,a57b444157d253a817319b2037938a9905fd8d9687f687231bccf21dc3247080
133,Uniqlo Men's Shirts Red,Men's Shirts,Male,Uniqlo,Red,M,119.4,2023-10-04,0c49fbe40c748d679191e82daf69d1b0a46ffec49615ca46ee07f78c335264a2
134,COS Children's Shoes Black,Children's Shoes,Unisex,COS,Black,M,64.72,2024-06-20,69f207d501d1b9dbb6bfa37e93e01c808f863e287c887bd6b1731388945ee4f7
135,H&M Women's Dresses Navy,Women's Dresses,Female,H&M,Navy,XS,131.21,2024-08-26,d1851ebaafeda0e2fad86e538774e7e19d36937176d06ccb4fd4272965c73242
136,COS Women's Dresses White,Women's Dresses,Female,COS,White,XS,72.46,2023-04-17,32adcae7b1c4aa5e69d985c4cc39e5995582de280abce23b68ecaf16b489a80c
137,Pull&Bear Men's Shirts Beige,Men's Shirts,Male,Pull&Bear,Beige,XL,189.78,2025-05-10,190443235a1a392df40b409838b9116cb76d1b5b0af398c0ed6ed8af3a3b3428
138,COS Women's Dresses Black,Women's Dresses,Female,COS,Black,XL,181.81,2025-03-11,49608778c2c5f15f7f30c28f72a0339c913a6d56ebc5741c235d3d91b2ddf089
139,Zara Jackets Green,Jackets,Unisex,Zara,Green,XL,239.83,2023-09-22,66337e359f24d531d67b6e356ec8d5fb7b5edb47389aa6d583c854c1739dba09
140,Uniqlo Accessories Green,Accessories,Unisex,Uniqlo,Green,XL,242.59,2023-11-27,3f7a51e57c347c448a79e76db00ca50de538b04895ae58a840449cd85a85a931
141,Zara Women's Dresses Green,Women's Dresses,Female,Zara,Green,M,71.63,2022-09-05,1a8e96afbf3193b425eb6d565497b7cd86ceb810b1cea5eec1cd420a470702af
142,H&M Children's Shoes Navy,Children's Shoes,Unisex,H&M,Navy,XS,214.13,2023-04-05,fc67f1cafbe9fa5933bd82f82a89922eb20f3dea2cea6a9222f1b356c4bd9f14
143,Pull&Bear Jackets Beige,Jackets,Unisex,Pull&Bear,Beige,M,231.26,2025-02-16,b7e431e1d2d755643047a3c5b8d237f5ec053b5fd141841a2a9974866b007919
144,Zara Jackets Beige,Jackets,Unisex,Zara,Beige,XS,223.94,2022-11-23,804514a8dc9077f44eb6f81bef89e7d83d9608f6b8d1be6b2785da76facdc337
145,Pull&Bear Accessories Red,Accessories,Unisex,Pull&Bear,Red,XL,27.01,2023-10-03,25563ad83e65628806ca52a06999d5fc6e4944494db5f371419937f93f0bd022
146,Pull&Bear Men's Shirts Beige,Men's Shirts,Male,Pull&Bear,Beige,L,28.81,2023-01-31,4759aeca13df055c439e2753cc2e61bea11a3790e0575c72085db769dbcb830c
147,H&M Children's Shoes Beige,Children's Shoes,Unisex,H&M,Beige,XL,120.04,2023-04-24,f200824cad568022eaf5457dfcfd1e4ff03ae6575f5349cb9593459cf24a53df
148,COS Children's Shoes Navy,Children's Shoes,Unisex,COS,Navy,L,69.07,2024-03-02,6a00eb28a8f6aa3e52c52ea241d88f5a3e5699058a4f468f289b79af35995e80
149,H&M Men's Shirts Navy,Men's Shirts,Male,H&M,Navy,XL,158.5,2024-07-23,8d131c2273287eeba51f132bd1f3c371f146a1339712b815407d7cc724a5f910
150,H&M Jackets Red,Jackets,Unisex,H&M,Red,XS,114.05,2024-04-23,a168111eacd304479346f96a7c0f8cf040e76b820ea369a8a26386e257b6a460
151,COS Children's Shoes Red,Children's Shoes,Unisex,COS,Red,M,247.71,2023-12-08,7b1b9bfb0503c1e5f034bd2d6ac4009941b7b90cac4a407ff1c5b5ef6f85fe71
152,COS Accessories Red,Accessories,Unisex,COS,Red,L,17.09,2024-01-04,85bec17aa70105708a4f3926a6082ff4d3678757b78ce3ee519fcbc39f7ff65b
153,Zara Jackets Red,Jackets,Unisex,Zara,Red,L,240.61,2023-10-26,03e3ebf92ace438c0b737d2677fa6c4b81c0fd99174c564477107211091dc193
