ReferralID,ReferrerCustomerID,ReferredCustomerID,ReferralDate,RewardIssued,RowHash
fbfe2027-2b89-45e2-b2ed-af0fc9878059,86664865-4e84-4896-b9b1-3d58a3c19a13,39ada65f-7e8e-47ed-8600-6036e98663fc,2025-04-12,Yes,9d171abca07c2141448a36af742742c4
9ec2c9a9-259e-4641-8acd-d293cbd57f30,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,0bf96d20-d43e-4b1c-8635-6e47a444a28b,2025-04-24,No,ada6390638f825fcce7be37c029b13bc
76b588a7-7245-4c93-99db-33b3ef328d15,5e419f86-6e6b-4b45-a140-d03228124ecb,48ce72cd-4b5c-4502-8d05-fdf64d2364b7,2025-04-08,No,9c11f16606d5b2b4a69e82e11cf6f57e
e1dc6cbf-ac4e-45de-9e53-edcb94f82dd1,6ade7926-18a4-43be-bb13-3e4a5b1f455e,994a3493-2c57-4af7-ac27-394226088bc4,2025-03-14,Yes,8c4c4085c5173bd81599b6ba2dd5344a
f7a6a6d2-3585-44f8-8061-4e64bea150a6,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,29dac2c2-c6e2-4186-a889-c891920da43e,2025-05-02,No,2784e9709a5d40072e59b35f0648e753
6a99c973-a8c8-4251-8102-71537a79a51f,796b2e76-cb5e-45a0-bba5-55e3896f4a19,cd0465e2-381e-4a9c-b263-9f3f38a3989a,2025-01-09,No,36357706859b2b4fbce2c45d578bdebc
490cfa5e-f1f4-4ac3-8410-a9b69de6ec06,b2e5b4e2-91a8-4068-9831-4763263ae50f,1c7dbf62-835f-41be-823c-7e825fd8ec32,2025-02-10,Yes,afae29c16026cca92c7f7e37c507c12f
ad876d00-cdca-4e21-b758-0417e75f775d,5dcbd063-c98d-4d66-923f-e117989bd15c,c330858f-9e0d-4503-8a05-805d49abec4e,2025-03-10,No,f94fbed2e6c41d8a364b07d0d87be58a
f8b656e0-e70d-4012-aa9e-93c784d0c31b,796b2e76-cb5e-45a0-bba5-55e3896f4a19,1a2880ab-1fda-4d93-bd93-9978b87b73bf,2025-03-16,Yes,56ee0437dc0ee4798caa080373e696cb
902f2fdf-9f2b-4af2-ba9a-ccc3e9837a8d,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,dc7c3424-73a1-48db-97b1-6b1f7a6329bf,2025-04-14,No,c220128acf9a0cc39aed9399abe5b150
6ceacd65-894f-4b94-9801-c14b10bd05e0,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,b2b545ae-7d27-4491-9625-6c2511fc2898,2025-02-10,No,db961e20c7cc982efff597e8bf1f7e20
ecccdb65-a5b8-4305-a422-c3b84cf55a96,829df66c-a6f3-474c-bc06-48d34aa71c44,e63c46ed-5bd1-4ee0-b22f-55b5dd69c2cb,2025-01-16,No,ae571cb60dd84b39122017b9f9a4c9a2
17468e02-b162-4412-af1d-20d65bf75b3e,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,a885fbc9-5506-48c8-90d0-f80866485f8a,2025-03-12,Yes,196cbf789cafae079f8686dab60487be
06382e80-8015-4541-8776-60de41149e27,9de85a38-608f-45f2-b25f-78aab3924fa9,7e29cde7-c2d5-4a16-bac6-1f75b6345543,2025-03-08,No,a88b4752d769b6348ad12fbf8b74a211
14c38225-ce71-4c07-8e43-93d525392a01,0e725382-cfa7-4eea-b824-68123317826d,30a7b50d-0e84-4ca9-82a7-e8d8d4066a22,2025-03-01,No,38087b38c2881163b10fdf42fb6ae8d5
9344b7fe-e06e-411d-882e-1bc1b68e5abf,f794693d-2fce-4b93-9462-2e86678f3a10,406634a3-6a5f-488e-bb7b-d8324c6a5fdd,2025-02-01,No,eb338b3529b28689f86127a3d2ae26ae
d072e55b-3544-4dbd-9c94-8f3987768e36,ecd4feda-08f5-4652-80fd-4406a1316c5d,2a617219-9abc-4c4a-90bb-5d78cd9c152a,2025-01-05,Yes,16582cda8b87c87b070863009cda8307
de47d1ee-abd3-41f0-8a4c-72dbcbd7777c,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,8e1d287d-60db-4fa2-87f5-96d8bda26891,2025-03-16,No,a8447cda591cfd59ff6495a6aedde5f2
68e1494a-c97b-4fef-aadb-d82dcc17ab8b,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,65f0dfc2-4b2c-4ae2-ab0a-7ac2552537f2,2025-01-21,Yes,0f208ab87cbf8d645c91bd58f7c06af6
ce5d1da8-41f4-4912-9708-35498259aa34,2421a4de-b9b6-4373-992d-f10380e8449e,e15aba68-a1e3-43df-961f-1807859b8eab,2025-04-27,No,cd9b80f38159f8efa8cb37dbd1e9b089
e4e642d6-d826-498f-a583-d575052a1262,a9cda48f-5bc6-47eb-88d3-50606128be2d,fd8940bd-fb0c-4a36-928d-e5a01b89ef30,2025-02-24,Yes,be3e19861648761dffb7fe626ba61841
39cb5d78-7c75-4341-a3d5-508e92a3f910,7c5d467f-5fb0-4f77-905f-8acef67d84a3,5960d2ad-9699-428e-961e-6226b8ec9438,2025-01-14,Yes,b8a7b40e3175c7f101dc7f047357c43e
f206a6e7-8be1-4318-9a5c-ce59d225dc8d,3046e874-7757-4321-a055-3edea53305ef,3b8b3d20-5e0f-4499-b51f-ea33a432f0cc,2025-05-03,No,6d9f8c23b167f22426ac5b1ab7ad1de0
3661ddc0-23fb-4245-8292-3543df861fd8,422d5e26-8e3d-4eac-b286-f70ead07c1f4,08f9a1c1-758f-4873-b28d-aaa2d8ca5160,2025-05-02,Yes,cfcc94bcecf81d9e1206516f572f44c6
60fdeed1-c9e0-44d3-91b6-2951584b6419,2e90cc5a-37c7-450a-ae09-18d7be038c34,8977ee4a-4a1b-4436-926a-876d73242f48,2025-04-24,No,2d0102f900bcc14d7d26b185677a9bd8
8b6ced33-2d00-42a9-9d26-1ea7add6cfc6,f69962ca-a6b4-4464-878e-59ae6b43b6f8,d88f9439-b72c-4006-9193-6d2d164c0af1,2025-02-21,No,2b1c55cb6fc6be30b508b8749ddb306c
548617e0-2ceb-4130-9e6d-4f530ffc0e02,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,dfad7fa7-c434-4c96-9af7-0f470eb1d65f,2025-03-09,No,dcbf0b77e413637eba0114ac2f996de3
3467c9ab-51c4-4448-8c87-bd68768a2176,07a7c40b-1082-478f-be65-ed92db3c2b5b,9e134324-ad02-4337-8e12-db58d5b17d43,2025-04-12,Yes,54c813ab5e31b9bde718e9b6093fc178
779e10b5-b552-493b-a794-798996fa694b,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,449f2afa-48d1-4222-b7f0-3501cc0f79ca,2025-04-17,No,78351245778531cb9aa2fe9adcae1c5a
e4b9b28e-4992-4e6f-8b04-dfa3dc022f49,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,3d036a27-fee3-4ddf-89f3-1a45a8cc4ac8,2025-04-24,No,18635732d5c8311d239d9ff21466137b
140d33d5-ce19-417f-8372-8d0848811ab7,efd12b55-23e9-4f58-a207-35e1da7e7afe,3260645b-2e9a-4cd4-bb9b-db6649dd100b,2025-04-05,No,a70f02a5329b2465e9451c20cf005f97
83f1a955-3ee3-4422-8352-06dc0ba46d70,7ec92f10-c40e-4160-b34b-395017c26b71,71e08e96-b8c1-4944-b804-f153eff9ac8f,2025-01-18,No,81f93e6c51a1327569e3819515745078
a3a3566b-7523-4d49-9f53-8ec3227fe78e,e27170d8-ce33-4bf7-8f25-44b9c31f435b,7e3bc86c-3d47-4752-91d8-ed8c87446488,2025-03-28,Yes,56a6a2558937675a8074b20bc123e077
17d253b5-1d46-4b77-bf3a-b84c2a51dd0b,f794693d-2fce-4b93-9462-2e86678f3a10,d50ef3dd-0345-4489-9b6e-38796117420c,2025-03-24,Yes,d6659e8ebc6f4959f75814bc4fc04d96
658af5fd-9579-4946-b5a3-cf3989b0150d,efd12b55-23e9-4f58-a207-35e1da7e7afe,a3918d63-c159-4e1e-bfaa-e93f0275c099,2025-01-03,Yes,c88c0239352bd17bed6521f6a3bb1c16
06bf3d60-d245-4377-9106-66e189fcb60b,5f2643f1-ca38-40c5-adaa-748da8a72c69,376c9ef1-ae4a-4dc1-b8c1-f873272c2d4f,2025-05-03,No,899805859ea0949237e9827a63903223
0a3c7178-8391-4023-bf6f-c784d2506867,8070fcf1-87d8-48e5-988f-1f369c06cdc1,0781d87c-6d78-4e33-b8bb-85c29e271b69,2025-02-14,Yes,2e0c6a5143e756f631ad4d71b8ac2132
3676b533-3f13-4968-bfd2-7551fbeb4ada,bc0e387c-0b60-4a80-9ee9-45178de8cb66,5876a360-11c2-4257-b1ec-27d322b7cd55,2025-03-19,Yes,7ac8be29b6f9030f15cd3f4cddd2c8fa
f78dfd87-5a44-4230-9f3d-4d8711809221,ee85931e-020f-4408-8af2-2b9bf4edd7b8,1c5c3594-9b97-4fe2-8290-dd083b9956b0,2025-04-13,Yes,61fd08d637b488a8c4a14b807e4dd437
3af2e5e1-c72c-4a39-970a-8f115bc194d9,01d50da8-b34d-48ef-b445-cefaaa00514b,cd702532-68c8-44ad-a4d6-68182c3be0dd,2025-05-04,Yes,d5e2fc7080374231cc1aada11c368f90
85f10909-5868-4e30-9552-2caec453d780,270a78d4-d980-45c3-bf41-9c12bdda3546,a280a777-cc14-40e5-8f46-7dfe0e310a2d,2025-03-27,No,6cb79da02e0084744e83344636715db8
17e94faa-f359-4a6c-bbd0-9820f0b7db3d,efd12b55-23e9-4f58-a207-35e1da7e7afe,98e826ea-6ecc-4c62-b661-ef72f465f6ae,2025-02-12,No,e538cf21b05d09ee4faaeffe7f687661
f5252222-4f19-49ea-b339-1833ee04796c,c0e366b0-4820-408e-94df-b7532085e9c5,eae8e97e-2b7e-4d70-aac4-1348aad7f117,2025-01-01,No,1e23e23a37468b3a91362ae931075a9e
716bcc50-ee66-4ff2-9456-558045b73d93,df600f99-242b-4e78-acfa-07fe39eabd9e,96b5f3d7-80d7-431d-bf01-020afb8dbcd6,2025-01-21,Yes,2bcc143ff521728e932ae2478cd821fd
ee3e1806-96f6-457c-b1ae-708fcd37ee9f,85c32511-7f37-4de1-882f-2efa8040dea4,b77b0a4d-1ece-4da9-a08f-05a2b488f1ed,2025-01-16,Yes,0975090ab3bab3437b944784e54e529b
4dea444b-299f-402e-9993-ce07fd97e460,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,22c4c4b5-363f-4c42-a238-f2b3d07e7fdc,2025-04-09,No,4cb2ecd81b08d7327e80d44d9a2bfe27
26c680be-88d3-4d7a-bcc8-edb318d3f15b,088e7d05-b0ef-4166-acb0-16d57f776a6a,9005244c-edb4-4050-9f47-cba38d7566fc,2025-04-29,Yes,08c8ae6b1b3088220c2836c9cf4eb6d6
dcbf1318-6d33-4b0c-a383-33aa4f465d5b,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2c887b46-2f27-4953-819f-64676993aeea,2025-04-11,No,21fd869244a7225854de70f935f44db0
6b43a396-a1b2-4121-bcb2-91d75a031b1d,545d1542-4e1e-4804-851b-400d5b020f68,7516eaee-3c48-46ac-a9dd-a8aa7d353099,2025-01-24,Yes,983ebe47b4bc04716ab17e29845bb48d
e66c1ea9-cbef-44a9-b146-7f5542839a83,6b429bc0-656f-47dd-9580-28efbaf20c9b,b460431c-1f30-4b37-a47b-c16d7fb71dda,2025-04-23,Yes,f5a5af2e4548d4d0d71d1be0dc305202
d34d596c-8371-4135-aea2-78a62b25c6c4,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,b5e8d874-c3db-49f6-991c-182e55d3f0e2,2025-04-03,Yes,e03d81f37ed09251997e0f65a52e27e9
1f788b16-be15-49aa-bb85-ffef60974967,1839e3f3-d986-40e7-b0da-022e91928a13,6fcdcb9b-081c-4cf1-bd39-136cef389d1d,2025-04-18,No,36b248e3584c030430067517ec8faca4
c76bdbd8-b0ba-48f3-894a-8a442fa0044a,d86011eb-bd81-4aee-b905-18ffad895411,ec9b6d3a-785b-401d-b94e-b393c16382d5,2025-04-20,Yes,6b1e2edac5e94ad971c801b1708925b0
86d64a12-c8a8-48d1-b1a8-62b56511318d,422d5e26-8e3d-4eac-b286-f70ead07c1f4,d99429d2-b045-4eed-9676-a73071c65b15,2025-04-24,No,bd8e4b7ad603e391ee368590a884f8cb
c33ac038-1687-40bf-a011-cb46a8ada597,bb8f9480-8fc2-46ac-8f93-942acc115626,396521c5-36fc-4deb-96e4-35a6f0dca107,2025-05-04,Yes,b5cafedf0b1360965282f30aaf1fe28c
c6e6bc2c-1736-4f32-bfb9-7965d41d4d94,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,f0ad2585-5a6d-4374-b757-4bf5a705c34d,2025-02-09,Yes,299f945e762cbdca34a173e10b742639
849cd411-a4d4-43c7-9942-7a91ceb87bc0,f794693d-2fce-4b93-9462-2e86678f3a10,fe077283-e9c0-468f-8f3b-698b611b099a,2025-03-09,Yes,5e1b9783316c1c67deb404fe2f4fe993
321dbf72-08ef-4360-b745-4fa3a74d3781,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,5b9cbb11-ecb7-4341-9d21-b100eca5921c,2025-01-30,Yes,6ba788f34c6f233854d6e03b56d31c9b
14139ac9-1352-4c78-8c64-e084ba53d68f,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,74da9fd7-aa55-48e9-99ed-2b407880e552,2025-05-01,No,0309a6395a9b126a2240e66893113062
f4313778-84e3-4883-b81f-5abcaae7abad,7f191b14-927f-4975-84a6-4139f6dc9dae,b32b70cd-4feb-4f94-8574-5dfd4995f889,2025-02-03,No,2f85e5f2e54b18ebf9370156b46475ff
46e15688-5c6a-4427-bc11-b09fb3ad606e,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,78346b7b-2cde-4ec6-b853-bf2ec9edaa35,2025-02-10,Yes,3ed6902e0d6359036b02968bcf708613
eebe84be-fd85-4881-9071-e048eb5efff9,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,88189e27-5114-4571-a2f2-5584cadcc5b1,2025-02-20,No,27e4bf0cf652de4be6b5c10fb9fd6fc6
1e8a0055-d289-4394-a2f3-c7969a5c7385,6ade7926-18a4-43be-bb13-3e4a5b1f455e,a7df1bce-9216-4718-b1f9-85c93b45d6c4,2025-04-01,No,cb4562dee90f9f4eae9dc0d8f52efd84
4e3740f3-6d54-427f-b29b-b58cb310c5d8,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,621b9591-5932-456b-a6a4-c3a2bc5ce14e,2025-02-12,No,4d0c8acb47d29b74878c21ccc138735c
7c72d160-6a4c-4c33-a838-6da6af064052,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,8016835d-b655-4188-a4c9-da7d326f743a,2025-04-19,No,d625f28ecb32c0b71204ec9aad57cb24
b39e4386-fae0-48a4-be18-fe4e5bacec7b,422d5e26-8e3d-4eac-b286-f70ead07c1f4,e07f2b5a-2fe4-43bd-8c7e-ab52871515e4,2025-03-16,Yes,d35903bf311ac4ef49cdfe49c2c45a8b
266f8a7c-abaf-4eb2-87bb-2ad61d762013,7ec92f10-c40e-4160-b34b-395017c26b71,fa10e170-46ce-4614-83b2-4a9b1ff82680,2025-05-06,Yes,cf39164c912dba293230af5c203b7db5
f187f613-bd3c-46d6-b7d6-54b094f36954,2998fa4a-22d8-4603-a0fe-09f27c36a0db,13380c8a-3eb4-47b9-b264-6e01cfc20889,2025-02-07,No,668613eb4352210bb8428495859e90ec
e81be39c-0674-4ae0-a382-adc3770384e3,8070fcf1-87d8-48e5-988f-1f369c06cdc1,0bbbcf53-531c-4065-b7c9-a73c630b4671,2025-05-08,Yes,426d496798f1e27bce7655a2cff4df85
3749c636-ef96-4716-a401-a30b1377dcdb,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,4c1ea56e-6ab0-4671-97cb-cbcb4fb33944,2025-05-01,No,1479c2b03f974c1f92772b555c98d0d8
7853c2f4-1667-43f4-9369-70c55707fb97,6b429bc0-656f-47dd-9580-28efbaf20c9b,324743ee-a70e-420d-90c1-657cc5cc094f,2025-03-04,No,d7c5d5d833822991b283480462e3d146
debec995-d6aa-456e-aa32-272b7af0bca2,fc6dcd99-4fd3-49f2-aac7-18023820fe39,e16ec80c-5f3a-402d-ad29-2872cd203700,2025-03-30,No,6d87390b4d2e0ee5050cda325ce677c7
0a6f259e-6ebf-445f-a819-1bbe5ce9e854,07a7c40b-1082-478f-be65-ed92db3c2b5b,f7c0d0e4-54b6-4609-b6ae-afbae1d901a6,2025-02-14,No,85831449f25c031627248f93a5494f9e
c8dbee82-2fe3-47bc-8f83-01d0c49c1ef1,d00399b5-89cb-48fa-8d60-5ea1f649b655,aa1bea76-3805-4f58-abaf-9f5c4ee85757,2025-03-30,No,f612d992f707bf437dce623af7011b6f
4d89f4a8-7c68-41e8-8aaf-94f2bb0a266b,6ade7926-18a4-43be-bb13-3e4a5b1f455e,d75b2d9b-5469-4cd8-8a20-5d7e41e9284c,2025-04-22,No,e0603cfa39a64cea85a2d62093f56f9d
b6b82346-b3bc-409b-914e-1708d8bfd755,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,08caba66-c6df-489a-8437-3a6a25058eb1,2025-02-25,Yes,82d52597625458305b9f88d652c91641
40d32a3e-231c-4028-84cb-f1001c0a8e20,7c5d467f-5fb0-4f77-905f-8acef67d84a3,90cc5a61-8617-47d6-8388-fbd1b424dcba,2025-01-23,No,1537e138373027ad6d00f4c620d94056
bc2ddc68-2f5e-453c-bc0c-3317c1d3787d,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,b3f45e8c-2992-4e93-a0a1-d4ed234aa72c,2025-04-15,Yes,3c73b79535730de9e617a03d7fc68e8c
70f8c9c7-eaee-4d17-b4be-759933be3796,f69962ca-a6b4-4464-878e-59ae6b43b6f8,68913735-9bf4-4971-9df6-b3ab0230af69,2025-05-05,Yes,2792bab1b7ddbdb14b0b49f850b152ae
805ac0b4-9ee6-4ac3-8068-a04a7006c57e,a0d03e66-36a9-4e3a-b061-90884a47209d,84990142-d297-45c8-88b8-50cbd73cc5b7,2025-02-28,Yes,122d7ea05e436a484c86431188877464
20432b0c-4019-44cd-be70-2f6fd0924e4d,efd12b55-23e9-4f58-a207-35e1da7e7afe,3057c81f-a78b-40b2-9e8a-db256bb47f8a,2025-01-24,No,cfe8aefd97620f17d44a8cfb93c404da
a5eacee9-84e7-4a89-9cb4-d22b044266c6,5dcbd063-c98d-4d66-923f-e117989bd15c,f129747c-0b68-4970-bab9-a84708132afd,2025-02-05,Yes,7817e70c3ad6159a9d917d38e1e629de
580a0bd5-9f04-476c-b66e-71c2455d2dc4,07a7c40b-1082-478f-be65-ed92db3c2b5b,0283b910-ca18-48a3-981b-4a818772d8fb,2025-04-14,Yes,5584fc6253f3f68550b4db957105af60
60c92c39-532f-4761-9f07-b69184246148,2421a4de-b9b6-4373-992d-f10380e8449e,eac434cb-0a44-49f8-9c50-754adcef1161,2025-04-27,No,443dad10bd7db2b122cba33be4c54cf7
71846324-6b21-43fc-a292-2db0fb5a948d,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,8fcc11d5-c3ed-4e01-a9b1-d91140e63e90,2025-04-09,Yes,802466d1cc85d627fc3d07394d6be1ab
6a59251e-a23e-4257-a23d-416cb9129c5e,e52160b8-9208-4ee8-b49e-702370bb38e0,260bf855-9107-4a8c-8bd7-0934e136e68f,2025-01-15,Yes,feb56b0ab98a1937064485bc833f0d1a
6eedea05-a225-4c79-a8e6-eb01293f64f0,cca906af-6247-4f65-82be-311947bfff74,d685107d-292e-4596-b565-20990daf97fa,2025-03-17,Yes,6ed92815d7b76d8ae28b690d027e65c4
415e2138-904e-46b6-af7c-75e23279e08c,32c5b93f-8271-4c50-a62b-e8f545caaa6f,7ff82b02-7a71-4273-9323-e7d8cebbedbe,2025-03-13,No,f361075a7751ccfeb8540d3166d6aa9b
30eb19fe-5c31-45a4-9fc4-8f380a353e7c,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,50589102-ff30-49cb-8b0c-4c724568804e,2025-01-01,No,888c97f1553fb0c86f3c86f84651eaf1
eddc3548-7781-4fed-9fd1-bf15084b0650,088e7d05-b0ef-4166-acb0-16d57f776a6a,6b01b08c-ef50-49d1-abe6-50c2d7454757,2025-04-20,No,b4c7f0b4fc55401b00bd6d0379b94ecb
8784601e-279a-45a9-92ef-51f4c664aec0,5dcbd063-c98d-4d66-923f-e117989bd15c,be9ccd3c-4c1b-4426-ae21-71ba4ee07479,2025-02-21,No,f73fc002dc9b1f2eb8381d5f5e348359
fc6f51ba-f228-46df-8e94-737eb9bad579,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,6f1ac715-0645-4eec-8ce0-1ff3a524300d,2025-05-09,Yes,dd67c9ae1f9927705098ed4234607477
6e87fb0b-fd7b-44e6-a84d-5473cd965416,2421a4de-b9b6-4373-992d-f10380e8449e,632e3c44-0ab9-4f84-8e34-c2ec9e9bb22d,2025-01-24,Yes,395bc71c194d2b26c3d53c6d39626bcd
1199bddc-1c0d-4ef3-8f77-158cafcdbe92,85c32511-7f37-4de1-882f-2efa8040dea4,cde93fbe-2ccd-4916-b30e-be91f3976abf,2025-01-18,Yes,0ab7ea13046c3822e28a81841ec8ecc2
1f030ace-1c18-4d33-aecf-0bf52e33a53a,bed734db-9554-4ebe-b415-628b657962d6,5cc1b01e-7d8d-4176-b780-55eb12925321,2025-05-10,Yes,363dcec39ea92a51564907b88e7d040d
989f0642-ae2e-45f5-96fb-761a52643637,c0e366b0-4820-408e-94df-b7532085e9c5,5fd8d7c2-b822-4386-8721-461abeadc840,2025-04-08,Yes,fadfbe4ac7a819d7104190d36e3a0583
15fe7d9b-193b-4d17-9278-1de27d0d5f9b,5f2643f1-ca38-40c5-adaa-748da8a72c69,34c5eb76-93ee-474a-b5a8-d4aefa16ee62,2025-03-15,Yes,49dc741abccc71eadd6d500ba89a4147
