RewardID,CustomerID,RewardType,RewardValue,RewardDate,RowHash
5641e74d-2728-4f68-a7ae-161d1eb44286,9de85a38-608f-45f2-b25f-78aab3924fa9,Points Bonus,45,2025-01-27,03ddbee8f5080335ed2097bb2272991b
61683d87-e93c-41a3-b398-eec899d6412d,1839e3f3-d986-40e7-b0da-022e91928a13,Points Bonus,25,2025-04-11,2421cec085aa663971313aad90942be5
7ebf5cb6-fdb5-4467-887e-8cdc00ffdc68,66beab47-39b9-4dca-b770-73f070a08070,Free Item,62,2025-05-10,140b60c03b1fc4a55bfe88b0337b1da4
cf063a80-670a-4096-ae7e-baaf035b01d2,84f6c6dd-37d3-4909-801e-b3d78f3e8099,Points Bonus,27,2025-02-16,3e4c1902f5ad99f636022c730933b7f7
89c21baf-cad8-4af0-8070-8e3f4e5dc39e,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,Discount,79,2025-03-20,fc44646f18145e6069b29e7cab3e9083
336ba002-7252-4b14-a9b0-0a89c6f60530,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,Free Shipping,24,2025-01-06,3617c18e84aa2ecad51d47b6661a8d5a
9bae6dce-d018-40f3-bacf-b7cce01612ef,cc7e6efc-6c65-4b2c-9314-ee7b451acbdf,Free Shipping,82,2025-05-08,b7ad73b6c3f9b865aaee2b78cf86004c
71f9f3f3-090d-4a55-802c-a62487178e97,02cb4728-42fb-4733-962c-19a1d3c00406,Free Shipping,81,2025-03-08,d61ab8137664ac69226ea951577ac389
ce85b889-641f-4265-bc01-47b2c8f92326,a9cda48f-5bc6-47eb-88d3-50606128be2d,Points Bonus,100,2025-03-01,b8648b4b132b04ec4daa757393b74e57
d15be885-70b1-420e-b40a-9e1328e3f5ef,d00399b5-89cb-48fa-8d60-5ea1f649b655,Free Item,41,2025-04-15,e4bee5c6d566bb74872b17829660f16b
d3ba1820-bb26-4e62-ab9a-2111a6241b69,6e33f6a3-8056-4cdc-abd5-b6554a925aca,Points Bonus,96,2025-02-19,c404f7a503e40b4550604754fba97b9c
f34dfdec-8796-4a7e-a657-5611c0c6a304,fc6dcd99-4fd3-49f2-aac7-18023820fe39,Free Shipping,40,2025-01-26,e880b5f07991209cc70dc526a788a304
7cccdf42-9254-42dc-b600-11cc9201ac86,abc2f41e-ab8f-430c-9677-705f4343b0ec,Points Bonus,66,2025-03-13,96600b5c890c2b22da45cf8e8129ed34
bdbe0a26-bfaf-4bae-b421-d20923d097c7,6b429bc0-656f-47dd-9580-28efbaf20c9b,Free Item,45,2025-02-15,e9d6998a95aa3f4cea1432f3f312b15a
cda39205-dc77-45a7-880e-a780ab65087b,fbd733a9-47d4-4e40-88be-709357213476,Discount,19,2025-01-10,09cef5b4cbbe56fe444e50d35bfcc01d
a8d89b63-ddc5-4cd7-be51-1b61390f21b6,a0d03e66-36a9-4e3a-b061-90884a47209d,Free Item,99,2025-03-18,b5a5299637730fc8c30e4ad4a9004e84
6a405a49-e4f9-440c-8c69-34e33b29b6e2,01d50da8-b34d-48ef-b445-cefaaa00514b,Free Shipping,82,2025-01-13,b62021aa507cf7171381f6672bcd8e70
8f1430c3-b11e-4378-88db-37fba760e5b6,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,Points Bonus,14,2025-01-26,7666396ed99a0ad67fe2eb6f5b5a1e81
9423e8c2-df44-419d-a43b-2328d58ea2aa,e52160b8-9208-4ee8-b49e-702370bb38e0,Free Item,99,2025-01-21,96723fee1c020fc9b209bf32abdf733f
cf9c84df-cd03-4769-85cc-f3f3b6c6422c,796b2e76-cb5e-45a0-bba5-55e3896f4a19,Free Shipping,28,2025-03-09,b5f744f5e84558e5e4cc2b189e8b4130
9246c18a-1592-43e7-8e4e-46e1326d3b7c,11f5a691-d739-491e-8a3d-0cac3ba34fc5,Free Item,62,2025-01-19,a6311036fbcb7dc004645948327a667b
68e6fff4-7c8c-4dd5-8f50-40fe3090f6e6,7f191b14-927f-4975-84a6-4139f6dc9dae,Free Shipping,84,2025-01-27,505aac296eecb87087cbb0b5c4041e15
30f39383-8e57-42e5-940c-35d14997e8cd,93a2faf7-17c8-4513-b63e-f27c8b36314e,Free Item,26,2025-05-01,2f7ca1939fc5f7e0c6aa6c8a9e8a53f3
994ac6f9-b629-4af9-82a2-257af80ce5b9,2c063f55-8e12-40f5-82d1-e02e8211dcaf,Free Shipping,97,2025-01-19,3ae1e38e996903566a35d86186181b0e
06c5bfb7-be86-4a15-9671-a984cd40dbee,545d1542-4e1e-4804-851b-400d5b020f68,Discount,71,2025-03-31,9f34ca75cdea4c98e1e0694b13f25ccc
50f05d5f-fe3d-4f94-8829-5f8a51e7d538,8070fcf1-87d8-48e5-988f-1f369c06cdc1,Free Item,26,2025-02-06,b7baa615f90f2755e94bca330ec6ec7c
2af5f897-d8b4-4b3c-8893-8de1c00944c4,9d69cc1c-f492-4f69-938c-91efee85a672,Free Shipping,10,2025-03-18,e215bd2b248c6e42f360848c260e9e26
c666ef93-34f9-468f-ac25-2d94c68ea445,b92ca163-e06f-44a7-896f-f4b2dd7e856f,Free Item,35,2025-01-16,99928cfd152c2f400b413cef6072e561
88490ee2-192e-4615-b439-9b3c17bb513f,a5cef112-752a-40ba-b573-df00b771d56a,Points Bonus,86,2025-04-20,d3548230d5f845284fcbe6b49b0c709b
012b4097-c055-4db3-b151-1357dc8c4e93,3bb1717d-21cd-470c-9e89-3c63077a1359,Discount,8,2025-03-23,1b6c48d565b13ecd42bef025a7c3acc1
f63abe89-10ab-4270-95dc-8a936e7f30bd,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,Points Bonus,94,2025-03-08,56680b7ddd0dd17ed8874c94bb22f1f9
bfdb0816-a4b2-4abc-8010-96992e7d2254,df600f99-242b-4e78-acfa-07fe39eabd9e,Discount,68,2025-02-02,e9d41009b0931fea06e7979a227b63c3
d0e5aeaa-e198-459f-a299-2cdd1028e67e,ff2d9922-b0db-4e79-9e69-dde9abb78db2,Points Bonus,54,2025-04-17,ec24e004c1834d8217d124988ca5384d
6c04b532-2bf4-4216-8572-3066ba162846,85c32511-7f37-4de1-882f-2efa8040dea4,Free Shipping,93,2025-03-04,5b5cc9301a339f8666a52aa0b26e9ba6
8e3c2fda-66ff-45df-960d-f524dc0454b7,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,Free Shipping,98,2025-02-08,b7a9c77f16137ed88c7c099f354ebb3c
c43a9515-84dd-4002-920f-6cb264c1f7ac,c0e366b0-4820-408e-94df-b7532085e9c5,Points Bonus,74,2025-01-07,f7fcadaeb401a830c358c8db72d20ed1
57a20da5-9d93-4f5f-b8eb-ea7d8da3e9d8,088e7d05-b0ef-4166-acb0-16d57f776a6a,Points Bonus,87,2025-02-04,5a1d594b7c10137676c6df45db0c49a3
b1b5e194-5d3c-4398-9f10-bad29026bd2a,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,Free Item,18,2025-05-08,fd7dbb3b31a9283253914fa7407badec
1faeb4da-137f-4623-8426-e7b2d37aa9d8,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,Free Shipping,8,2025-02-21,ddfe439ef3f9804b3cc3ef973e7bc3d2
d06bfe69-e4d9-46a6-85a6-05965cc11bd2,6e33f6a3-8056-4cdc-abd5-b6554a925aca,Discount,86,2025-03-13,3770db9a52d23343f112a8b2259f7549
bbd727c8-ee15-4cdb-be6c-0de5f979838d,86664865-4e84-4896-b9b1-3d58a3c19a13,Free Item,46,2025-02-22,e204c205de6f1eb32236bc4777ef751e
dc11f098-d385-4ed7-84b5-d92294ea009c,85c32511-7f37-4de1-882f-2efa8040dea4,Free Item,48,2025-02-12,26e2eaffa36cf53abd0c619414f743f1
7cecf1f2-72ab-4199-a8d2-2479ec7f2dc9,a9cda48f-5bc6-47eb-88d3-50606128be2d,Discount,83,2025-01-24,09ea6ca0a245b40a9b73f44613c0c27b
2b780084-7fab-45d0-a84f-778bf3637b79,7f191b14-927f-4975-84a6-4139f6dc9dae,Points Bonus,67,2025-04-29,1551179194e938ea6b144e16bb99efaf
183a606f-5fbd-4d83-a225-328d2d4c8ae9,0094c41e-8408-4846-b185-fbf114db7a0d,Points Bonus,7,2025-01-20,6ca2adef1d509af7e6a5de3bbefd811c
194ad589-129b-418a-a9ae-b4baf602a5fb,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,Free Shipping,32,2025-03-21,d21948b01d41ca51c7ebf489cc94031e
b70a9a71-31ee-4c56-8acc-9d67bc21645f,ee85931e-020f-4408-8af2-2b9bf4edd7b8,Free Item,69,2025-02-07,c850edad2be1e929b6b351cda08b1729
2a744462-7a26-4804-a0cc-4658e4a4e6b8,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,Free Shipping,47,2025-03-05,cac85922373b946f0d2d50696231e625
dd1d3705-bfc4-49cf-bf4d-3a4e211bab4b,85c32511-7f37-4de1-882f-2efa8040dea4,Points Bonus,74,2025-04-12,a96a94a84e85ad1ca74d5ecd6e89802a
f2b88543-a534-41ba-bfe7-9c2c7e9e4b00,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,Discount,65,2025-01-16,9e990ac02c5d422096500e8d499e4087
4f25c372-f654-4a4e-9f05-7d057b9af2a2,cca906af-6247-4f65-82be-311947bfff74,Discount,9,2025-01-01,036b47737431fff4dde3dd2a4e02c05d
6660466b-ac09-43b7-8a28-8d0987bbbd8b,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,Free Item,99,2025-03-26,24cfff8b8020fe8c8639fed8c53fc1b5
09a5dac4-b4d5-4fc7-bc17-c24687de9c8d,788d99f0-9972-408f-858c-28268e4d1d93,Free Shipping,52,2025-02-11,ff3bcf79fe7c3ba34adbe9fced453d67
f4806d7c-6c6d-4a8f-bff1-bd3ff4ad324e,a9cda48f-5bc6-47eb-88d3-50606128be2d,Free Item,68,2025-03-16,567eb842260709ba3b7ccbfb1db982f4
92f33747-dc17-481b-9d81-90e5048f3813,a9cda48f-5bc6-47eb-88d3-50606128be2d,Free Shipping,45,2025-03-05,c6d01949fa9553b21b2cd36d5cc14d50
e47cce4c-c331-4141-a25e-e5e1d79622f5,bb8f9480-8fc2-46ac-8f93-942acc115626,Free Shipping,86,2025-03-24,383349fdc5e9c901872da59a744dbd2f
6a5ce117-eb51-4f4e-aa9d-6eff1b9040bb,eb0851e2-3417-47e5-b97e-36ebf487607f,Free Shipping,57,2025-01-19,1fb56efe7c30a802b8d2bb731cb90990
a2bb2d5e-692f-4fb2-b4f0-43f272125c9e,eb0851e2-3417-47e5-b97e-36ebf487607f,Free Item,14,2025-04-02,2192c2967c0878080d5ced0a816167bf
f47cf20b-e239-48b3-9069-d84a2ce7c621,7ec92f10-c40e-4160-b34b-395017c26b71,Free Shipping,76,2025-01-25,dde4c5892cf0983740fcb95fba34cb34
be30eadc-1544-443a-a79c-0e424e19675f,7c5d467f-5fb0-4f77-905f-8acef67d84a3,Free Item,38,2025-04-29,fcd74afa8695c17836cc6aa09551d885
4a20ae5a-cf67-4b7c-a716-57942e210506,a9cda48f-5bc6-47eb-88d3-50606128be2d,Free Item,43,2025-03-01,c655200506f01364de613597b0cb586f
8766d58a-d90e-4e1f-8a14-d64677e6a2a5,c8a37272-48fa-44ed-a432-b26ea868a892,Points Bonus,37,2025-03-21,83de4ae930269be79ef7a84bed533696
43ca4022-f665-4a7d-96df-935c40b11142,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,Free Shipping,42,2025-01-07,d90a6c5e8cf7a806571e23a909104b7b
d86823cd-9bef-4f87-a2e9-975321e5fac9,b92ca163-e06f-44a7-896f-f4b2dd7e856f,Free Item,83,2025-04-16,46d1c9a68072b305909102a511c9a354
5cf3671a-6bb0-4d05-8949-45699733a444,abc2f41e-ab8f-430c-9677-705f4343b0ec,Points Bonus,67,2025-03-28,91e9b3edc8618c5174b4fc0225a39ce9
e98a372b-8faf-4106-a4e3-a7fddb62786e,6e33f6a3-8056-4cdc-abd5-b6554a925aca,Discount,20,2025-01-25,e439de33166956c0f4fd7636429e0f9c
350ec80f-f380-4f22-af38-e9e7fe1f374b,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,Free Shipping,6,2025-03-19,74670dda085bb087b5fa75e3ea31759d
916331f5-f63e-4ab9-b59e-7893b9432587,6b429bc0-656f-47dd-9580-28efbaf20c9b,Points Bonus,63,2025-03-11,00307ad5802a5877c64a1f4c10425bc9
c02ae89f-b5f7-4a6d-bd3d-a4f8331ccb63,f69962ca-a6b4-4464-878e-59ae6b43b6f8,Discount,36,2025-02-09,69ae67dba874a14a1a99941d1a84f3d8
1ff3e8d0-b6d2-4315-a80a-14043cba90ea,0e725382-cfa7-4eea-b824-68123317826d,Free Item,76,2025-01-21,069e2e2748378b3474fc1c20b4fccce2
ebf7f96b-43e2-4cbd-bdad-806c81670277,c0e366b0-4820-408e-94df-b7532085e9c5,Points Bonus,83,2025-03-07,347175a1a00b09089e355546691e4e69
4aa673f2-05c5-4586-8bb2-44025c389e43,3bb1717d-21cd-470c-9e89-3c63077a1359,Discount,92,2025-01-10,90f988d0aa5ad422c1800767b3b5843c
361bb7c8-e092-450d-9d22-74cdc7489d07,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,Discount,56,2025-02-18,7e3539f0ad577ed5ee8d617c207cc7f1
4f8744c1-8d11-433c-86e7-8b6b651e8112,90448626-31aa-4d65-a854-dab84c21bac0,Free Item,89,2025-01-18,dd1ca2c75ae68d861ea42c3c874886db
7714d330-82a5-4ae7-ba81-95c90638a18a,2421a4de-b9b6-4373-992d-f10380e8449e,Free Shipping,19,2025-02-14,7e4e826535ea3185c471a3e146e160db
c05a659f-8754-49e1-affe-48d7f84e8367,84f6c6dd-37d3-4909-801e-b3d78f3e8099,Points Bonus,61,2025-01-19,bbd0dfa9915a5becebea1fef6b9410d1
7ff16c6c-5928-48ce-b054-f30b6e57cc76,19a564d4-ed76-41b2-bf45-d41d8500da78,Free Item,36,2025-03-01,110e8444da8957046932e3ba3ea2edd8
11db356e-47ea-406f-805c-ed3022358419,abc2f41e-ab8f-430c-9677-705f4343b0ec,Points Bonus,8,2025-03-22,c2b1c5fecda612a966b2e16c9053059e
4c4f1a56-7429-48c4-97eb-ef76d9a697f0,c0e366b0-4820-408e-94df-b7532085e9c5,Points Bonus,32,2025-01-13,1752591e57dacb5868ed960f38182e5e
5d6ae921-20d7-498a-9490-933300d87031,98079c5e-8c4a-4564-9ca5-658f9db89953,Free Shipping,89,2025-05-08,7857b2fff620c46e30297cdfd31c1209
2768d0af-a079-4e4a-a590-ed43fd9e20ec,5dcbd063-c98d-4d66-923f-e117989bd15c,Points Bonus,81,2025-05-04,8059c58b151fe29e742dde44a4243064
76c77d0c-4175-451c-8d97-dfa100ba5bf0,f69962ca-a6b4-4464-878e-59ae6b43b6f8,Points Bonus,21,2025-01-01,43cf6830290f0079b84f3f5d9877755c
06bd7a3b-8144-4166-b580-14abb432a809,0094c41e-8408-4846-b185-fbf114db7a0d,Free Shipping,24,2025-04-29,ee7f9465cba31d14120e25424f0e1685
5123820f-3d3b-4477-b3f1-0774871c6429,1839e3f3-d986-40e7-b0da-022e91928a13,Free Item,85,2025-02-17,03c037accd4d7fa7ebbfbce879ba501b
bb9a91b1-2c9b-4328-89b7-fb458dd97a92,32c5b93f-8271-4c50-a62b-e8f545caaa6f,Free Shipping,18,2025-04-20,5997ca920f2d8d1c1a65ef0f6dd7cec0
1b4d0e10-1e4a-440f-a9d6-8f9528da51ea,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,Discount,13,2025-02-19,28fd3d194340c420db344b888e67e82c
f0138aa9-73b9-4384-9d9a-3fa7a5edc8b2,abc2f41e-ab8f-430c-9677-705f4343b0ec,Free Shipping,91,2025-01-31,af958ffab79b25885f2c646cf54ac740
42525a6e-325a-4686-9bb6-633905049101,bc0e387c-0b60-4a80-9ee9-45178de8cb66,Points Bonus,5,2025-02-04,421fa8d74cef7cddbcfd82b650b2d5a8
5a7858ca-3e95-47df-a56f-4ceda6b084a7,32c5b93f-8271-4c50-a62b-e8f545caaa6f,Discount,7,2025-02-20,fa826de41c613c42f79f37a35b4bde93
fdaaf8be-6025-4b02-bb69-5ad7bd12ccb4,fc6dcd99-4fd3-49f2-aac7-18023820fe39,Discount,17,2025-01-14,6efc3eaa1ee647d456dac009b4ac4d50
d51d7b40-9bed-4c39-bdc7-de17ed5f0882,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,Free Shipping,72,2025-04-27,5187a86ef7cd327cfbff6610ea8257f0
50de8843-a1e9-4f4f-8025-ba8b08d65848,035765ce-dcbc-478b-b43f-f38992c442ff,Points Bonus,59,2025-05-07,bb53e9472ebf0924e63386fd2f446c19
e993388e-cb17-41c4-bb52-babc1042baa1,b2e5b4e2-91a8-4068-9831-4763263ae50f,Free Item,58,2025-04-21,95c3fb725835532804c7f013c35b79e1
1f6f9acd-e388-4767-8d8b-f2489d817ec9,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,Free Item,30,2025-01-15,2fe8d63b4b565116061b459ae64d3bd3
59364d03-e0b1-45e9-b60e-64b6ac9f4b29,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,Points Bonus,53,2025-01-08,83629b2aa4c1797ee220498017a6b4b2
c7627e69-5d6d-458c-9b8f-6bb4ba08912b,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,Free Item,61,2025-02-26,40ca058b3162d3cbd4048b2e0a9ff1c8
cf99cdd6-853d-44e4-acf1-af7b70abd1de,fbd733a9-47d4-4e40-88be-709357213476,Points Bonus,86,2025-01-21,04ed95098bec29a4ac769584777d88da
bb0c5ffd-85dd-4844-a2fe-414dc0484023,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,Free Shipping,25,2025-01-01,ce7d0ac4735b1f9b36217d320028f239
b38fec1f-5e1d-4663-9cfd-8abeaf0eadb8,d00399b5-89cb-48fa-8d60-5ea1f649b655,Points Bonus,65,2025-01-18,f15440ac6262792d5c67ed2348596d98
4a599a02-6c99-4535-824d-2a82cc779797,a9cda48f-5bc6-47eb-88d3-50606128be2d,Free Item,17,2025-01-05,91e7a0e0a54009f3e2abaa2b2df9502e
4a0294a2-c782-4c81-8f6d-567e727fd40b,a9cda48f-5bc6-47eb-88d3-50606128be2d,Free Item,70,2025-04-11,39b0b9b796177e8357b679ab45e83c44
3e8eb9a0-847a-42cc-afe6-e2f2bfeff5c2,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,Points Bonus,25,2025-04-05,5627799c92ba47ff66e086cc74f5541e
cd5552ff-18c5-4c14-b936-ad5b4f4beeb9,968a9a9b-e535-45fc-802e-9f05148e0052,Free Shipping,13,2025-03-23,b4f167a7cce1009fe3756743cb9cd1a6
ff2ba64f-8ad3-4575-b4fa-0be23d0780b8,bb8f9480-8fc2-46ac-8f93-942acc115626,Discount,97,2025-03-27,14d7782a813f2c50ca44ce5ff63da61b
fdec7b64-a02a-43b7-9aaa-ce43a0aacb7a,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,Discount,93,2025-02-26,fc19bfca0bf2c2a5464f495c1407682b
268cd42b-3ff9-4a86-88f2-f5eace4b9f96,422d5e26-8e3d-4eac-b286-f70ead07c1f4,Points Bonus,57,2025-02-09,10b51899fcbe3c9e9b83d3da90236fdd
e280506c-f132-4f93-8213-8424a3b1111e,5e419f86-6e6b-4b45-a140-d03228124ecb,Points Bonus,86,2025-02-14,b0a1b76cbf7e5782cb23db2c0e31dc41
9116e7ed-8a52-4c87-b37f-68e137ca0f3e,0e725382-cfa7-4eea-b824-68123317826d,Discount,47,2025-04-18,e37a3fd0d3136a1a2753d05b2f7b8774
054c5c45-e25b-4982-a333-fe5243ba8658,98079c5e-8c4a-4564-9ca5-658f9db89953,Discount,26,2025-03-25,1d81a6b96c9d3b3dc552b136627362e4
f7e9b0d5-01e8-4a60-b989-9367db4675d4,ee85931e-020f-4408-8af2-2b9bf4edd7b8,Free Item,37,2025-03-23,b5d93e8c905674355b58fe3ed8c781a6
b341626f-f40d-40ca-b161-927094f451f4,3bb1717d-21cd-470c-9e89-3c63077a1359,Free Item,60,2025-01-12,dba2d66d3a7d78d1130759162a64582f
2c53a635-e430-4c0d-bf8a-6eba62a2e96f,19a564d4-ed76-41b2-bf45-d41d8500da78,Free Item,70,2025-02-28,6b4dc886d760a0a6c9a4efcf100c3862
34c674af-1f47-449e-9ac7-3b8bc86e9ec4,19a564d4-ed76-41b2-bf45-d41d8500da78,Free Shipping,58,2025-03-26,8e4c541286e5ceabdfae781dc993a38f
3982e33f-d2f0-4e6e-8bff-65bb6c6ffda8,a0d03e66-36a9-4e3a-b061-90884a47209d,Free Shipping,43,2025-03-12,f5fb2528ef4d6c4e0497b24ee89503ac
1f8381b1-4749-4fcf-bbd5-d8d1aa9d2063,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,Free Shipping,53,2025-02-23,bf92cbfd256c5d052f1d659a0d1f8ec7
8b78382c-4939-4a0d-879b-3dc667e01eb5,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,Discount,6,2025-02-02,c8b5d3d94667574be721fc8b2063da98
92091f3e-94c3-4f96-bd48-68c2cca391dd,fc2265ba-8133-4e60-af32-0b135f4fc3cf,Points Bonus,76,2025-02-08,3379928f1e13dffe5f7bbb75a7166ad7
34e8c56c-b523-4803-9ca8-7102062c98c4,efd12b55-23e9-4f58-a207-35e1da7e7afe,Free Shipping,28,2025-04-03,57cdaf808066f6fc736034b3519fc39b
c9d4d3fe-e6c5-4943-9fda-79abb1f1faee,f34607a8-f6d3-427d-acf9-3d905082506b,Points Bonus,39,2025-01-26,1c60f0d06d66a6de6c7a4bb967b8f4e0
13e1e16c-91ef-4ad7-bf03-6fe27d496c85,11f5a691-d739-491e-8a3d-0cac3ba34fc5,Discount,7,2025-02-23,f49d91236fc5829c20780a332ae07236
879aac6f-57b8-45ef-bbff-ccf40ba499e7,02cb4728-42fb-4733-962c-19a1d3c00406,Points Bonus,40,2025-02-16,78cc0a416c9e0d8fa6aa15c6f7f4945e
f05254e7-4b92-4629-b808-60ea1af56b19,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,Points Bonus,23,2025-03-12,878962e50100b84e9c212c79544768c5
c7658a86-a700-4eca-8dd9-25909a22db7a,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,Free Shipping,30,2025-04-11,cff81123dd1169660a7d35a929f32ee6
a476ca43-c27a-415f-ae05-569ff9561b81,66beab47-39b9-4dca-b770-73f070a08070,Points Bonus,93,2025-03-05,892ee7c999c616cb8e35989e17c4c5df
19407353-98aa-4465-ba72-a780e1b16074,1839e3f3-d986-40e7-b0da-022e91928a13,Free Item,35,2025-01-20,696a65e22965a94d24ec9089813a74df
07b7242a-a336-48d8-bc20-af34c04b608c,98079c5e-8c4a-4564-9ca5-658f9db89953,Discount,89,2025-01-02,822bf6ed092e07b1fe1b274b1a13c0fa
58b736b6-2aa3-4842-9520-20557ce131ea,5f2643f1-ca38-40c5-adaa-748da8a72c69,Free Item,59,2025-02-23,e62bde32f0ee2b711281afb174dd951d
a73c26ed-8c2e-4405-a777-c623dfbadfa3,270a78d4-d980-45c3-bf41-9c12bdda3546,Discount,40,2025-04-13,d11e908a502fef639ac048706dda9e8b
3e3dc542-99ab-4459-a5b3-631ae3fa8365,7f191b14-927f-4975-84a6-4139f6dc9dae,Free Item,31,2025-01-23,20898d290607f927eede79f1e9cda4a2
f0400689-56c7-4382-b237-5b1c2e2da4d0,93a2faf7-17c8-4513-b63e-f27c8b36314e,Discount,32,2025-02-23,06e743ddc820075f875c663d3a5254d2
9ffad140-3d79-44b3-a36e-287611c1adb8,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,Free Shipping,22,2025-02-15,47c7dd39937b9a2480ff2248bf362998
57ec2f62-8459-4eb2-9901-c59f7972c383,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,Points Bonus,36,2025-04-20,27254407c7951b736be77ef9eb5c1eb3
