ShipmentID,OrderID,ShipmentDate,ShippingMethod,TrackingNumber,RowHash,WarehouseID,CarrierID,CarrierName,ShippingCost,ExpectedDeliveryDate,ShipmentStatus
a423a064-9a4b-459f-afa6-32d8dfb7ff5a,O01011,5/1/2025,Standard,SHP-4232-YXI,33f333acaf39bec3c6ead118253569d5,2512,CR003,,41.58,5/5/2025,In Transit
b619fc54-1fd9-4792-a0db-dfb4f7647e82,O02133,5/7/2025,Overnight,SHP-8431-HAR,0120714b0975475a6b2614ad8792159e,1448,CR004,,62.52,5/13/2025,Pending
25976203-f8dd-448f-9410-59279fa05a37,O01960,2/12/2025,Standard,SHP-2482-ARP,2c3f1b9abbd73b7f1494f7295fec4e02,3230,CR003,,31.56,2/22/2025,In Transit
5b739b79-41d2-442e-be99-3e65397b733f,O00969,5/10/2025,Express,SHP-3730-VAG,d810a140445ed9f83e72aee6d2a43090,4214,CR001,,85.89,5/17/2025,In Transit
8d6d9a00-1326-401c-b78c-abe9c11c343b,O03203,11/18/2024,Express,SHP-7179-JSS,c121884e8394db2f470791e84e612d80,4956,CR001,,15.62,11/26/2024,Delivered
77545e16-b078-4f8f-ae49-4a6f83bd9c27,O01766,2/26/2025,Express,SHP-4095-EYR,51f3204f5e3426de5d27b43f9eb2ceff,4604,CR004,,48.59,3/7/2025,In Transit
7a62ebda-99ee-4700-93e6-84fad5b4aad4,O01073,3/13/2025,Express,SHP-7926-UJJ,8dc1c6c99bade3b2a9bdbff5c62810cc,4189,CR003,,41.7,3/21/2025,Shipped
e0ab3f1e-fc63-41bf-a3cf-3dc36e8c23f2,O02929,3/13/2025,Overnight,SHP-6692-YRS,b81e63fcdb934390cc6c9f4a8688b564,2159,CR001,,35.21,3/16/2025,In Transit
928819e1-a96a-471d-a350-f7839229a7e6,O00878,2/26/2025,Standard,SHP-5864-SXK,940574f478e5f6e7c082eff7735e0a9a,1433,CR003,,37.04,3/6/2025,In Transit
18113746-5eb3-416f-8f65-4a7e56d9c034,O02744,3/4/2025,Express,SHP-8326-CDP,1a4722384643678c8f7726549d8999b4,2296,CR004,,64.63,3/13/2025,Delivered
300afa69-a11d-4163-ada6-901a638a260f,O00951,5/10/2025,Standard,SHP-6697-OBC,a2fdd5155d523b13acdfcd7f3b693202,2432,CR003,,37.41,5/16/2025,Pending
f805282e-c318-4474-9f8f-957c0209f939,O02278,11/14/2024,Standard,SHP-5970-TQY,91f4fa8587e14b61ebb5c0e26892bb8d,2083,CR004,,42.92,11/21/2024,In Transit
a648f8b5-496f-4800-98ce-f9f635a8eeb1,O02745,2/1/2025,Express,SHP-8573-WJE,81982c50ab16801698be74363011a38e,1500,CR004,,40.08,2/5/2025,Pending
ba6c3f10-62dd-4ca6-ac50-5c39f94938e6,O00489,2/1/2025,Overnight,SHP-6949-LIN,16187f48b409e22366a94e473fc30c6f,4840,CR003,,70.34,2/10/2025,Shipped
688600f5-f9c1-48a2-84b7-455735127d59,O03603,12/10/2024,Standard,SHP-5731-XGJ,8960ef00f30f6f8037b636d0bd90b67e,3926,CR002,,94.72,12/17/2024,Delivered
18285828-adee-48d9-a382-852edd8d0bbf,O03039,1/13/2025,Express,SHP-9698-VGP,f879c42bd149256f0dc6df90625fa155,3749,CR003,,91.32,1/16/2025,Pending
5b241b35-b2f7-4d32-91ee-a1a911c0dd4b,O02380,1/22/2025,Express,SHP-5237-XHS,a1b4e82f394456f0d6efe3e5a4e48b9d,4147,CR004,,97.09,2/1/2025,In Transit
1f38b689-6e93-4f1e-ba43-5d1b998ec62b,O02220,4/17/2025,Express,SHP-4386-QQV,1967ef389c04304a1dcb55a46682aa91,4460,CR002,,35.01,4/24/2025,Delivered
ae4e3e00-8c1e-4080-be5b-ed40d8aa5368,O00896,4/18/2025,Express,SHP-3012-LAP,6e37fbab616272673abe01d580fd1be0,4265,CR004,,26.36,4/23/2025,Shipped
bd9ea6c8-cd70-4b94-b9e6-f57c86266a96,O01326,2/8/2025,Overnight,SHP-7351-GUD,0f4d506f63684bea159e2bb4c7ed689a,3516,CR002,,60.15,2/16/2025,Pending
6e1cf7f4-3d60-411f-92fe-feb967282714,O01711,1/29/2025,Overnight,SHP-8463-XZV,63b609a08a610ee7512dd76ed886386c,2260,CR001,,22.02,2/6/2025,Shipped
96e2bf26-f180-4a79-8d56-7ea514d1b743,O02772,3/31/2025,Express,SHP-9096-FNZ,422c7b85327bb24e916384f54cbb8f2e,1113,CR001,,93.97,4/9/2025,Pending
d6f5c0db-1254-458e-a6f3-fd13cceda970,O03316,12/12/2024,Express,SHP-8089-HMU,519f9050ddf22bba4bc2b5a8bf828e92,4003,CR001,,10.71,12/18/2024,In Transit
3aa3e91d-1357-4645-94e0-5e2eca60b747,O02458,3/9/2025,Standard,SHP-1470-HQF,3b35bd9222b670727651ba6dd1098842,1561,CR003,,65.4,3/13/2025,Delivered
0770dfdd-4ffe-45cd-9056-92c6f18241b5,O02831,12/27/2024,Standard,SHP-7302-TYD,8f35dc1da362d2c0488ea5990ee24e02,4956,CR003,,31.19,1/4/2025,Pending
7f3a3d97-2abd-42f9-802a-fe6e58a75384,O01171,1/11/2025,Standard,SHP-8245-LRO,6afe41636dd3b7033fe0b3f6d5b29272,3840,CR004,,77.23,1/18/2025,Delivered
3571ad13-388e-4f4b-9c1b-28511dcd3abf,O01592,2/22/2025,Express,SHP-9526-EXG,33e9bf1defb21dc6da5c80dfd3d08e09,1806,CR003,,30.15,3/1/2025,Pending
b81d923b-fff0-494a-b1d3-1206ae572d3c,O03336,12/3/2024,Overnight,SHP-8385-SZM,c781747d12480dd1f45aafc90e247bc4,3774,CR001,,40.13,12/8/2024,In Transit
a921ac50-4fe9-4826-9202-a7d53397f705,O00388,11/23/2024,Overnight,SHP-4255-NXR,b4e96f7197d7e7be92a907a352a94cd4,1539,CR002,,37.7,11/28/2024,Shipped
9534693c-b21d-48ae-aa31-50266361ab3b,O00455,3/12/2025,Overnight,SHP-4395-RXE,5bc46f0c0fdc5bc2cf08dade34d76646,1219,CR002,,43.15,3/15/2025,Pending
73f7bf09-3204-47b7-9004-c3f28c73a641,O02907,12/11/2024,Express,SHP-4124-YCR,f12e4662e963abb796e611fb6730a13a,180,CR002,,55.1,12/19/2024,Delivered
4aa6bdbf-1521-4e12-939b-c8bb1d0119f1,O03742,1/20/2025,Overnight,SHP-2039-SGU,8e68fb4e99e867fcefa35c87387250d2,3664,CR004,,14.41,1/27/2025,Shipped
7635f936-a028-400e-9c9d-fab3d3b3711a,O00641,1/19/2025,Standard,SHP-5726-LYY,748356ccd21580c6e49cd0e2fa64a637,2854,CR004,,79.35,1/26/2025,Shipped
03989ce3-f67e-4b06-b5f6-89b6b7c18753,O02134,4/6/2025,Overnight,SHP-7045-PCY,937336a64c754f2c4d06718eba0e58d8,3239,CR003,,78.86,4/13/2025,Shipped
25152c09-d8ec-42e1-b5aa-ef74f9d6febc,O01295,11/25/2024,Standard,SHP-6663-EWH,0c7dc8d4837856041599be7b9ddb4116,1619,CR002,,54.43,12/2/2024,In Transit
b82838f8-a776-4ab7-a237-f19a54d84a67,O01256,3/5/2025,Express,SHP-1854-HGP,0fbda6279af15f6a779447f7c1e23fb3,4168,CR003,,71.35,3/8/2025,Shipped
9471001b-c0a4-47dd-954b-a88e79f82019,O00756,1/16/2025,Overnight,SHP-6839-OWK,f2d61cd478b4261e1fd79c7fa3546c7c,4147,CR001,,11.89,1/21/2025,Shipped
5c51141c-e1e1-4408-b07d-9b7efb664b06,O01334,2/12/2025,Overnight,SHP-4738-CNK,c949a88f4ce5b9cf61903cd1ed870cb2,2159,CR002,,85.75,2/22/2025,Pending
903e2a65-f981-4fad-8ff2-b4ad2c521094,O02838,3/24/2025,Express,SHP-7320-FPO,868da2dc0c2ab7ca09f92941ea2f18a9,2405,CR001,,82.18,4/1/2025,Shipped
c370722e-c464-45f1-bcd3-bd5b7c4be7d7,O03535,4/18/2025,Overnight,SHP-2848-XJL,13c726e55db1a0328d8c0e04f5678f09,2404,CR003,,15.62,4/21/2025,Pending
8bf2709f-8fbd-4494-851f-b9c4d1ccd3e0,O02237,4/11/2025,Standard,SHP-8494-DBG,02089f405895ac04d44412979ae259bc,4862,CR004,,35.27,4/21/2025,Delivered
a44df060-7119-471a-9251-ee428f84699c,O00096,3/29/2025,Standard,SHP-9267-WNL,5dce58d43bf0328583a0862f5b13fc08,1053,CR001,,85.79,4/4/2025,In Transit
78b75258-033d-44f9-83c3-0b479b46d8b0,O03093,3/11/2025,Standard,SHP-6000-VYP,4319a4f21070443d3a8bfe3c9f6db1bf,3520,CR003,,98.31,3/14/2025,Delivered
6b9bc9e5-d7f5-4b99-aaa4-5da8397deab5,O01082,2/21/2025,Express,SHP-3930-APC,cad4a88d870805cfee966b25aaefa256,1433,CR003,,45.95,2/25/2025,In Transit
d24a1a5d-7cb8-4f49-9512-7be379054b8b,O03904,3/17/2025,Express,SHP-1676-ACG,17761c36bed1c786c2c598f255bcf4a8,359,CR003,,78.05,3/23/2025,Pending
b314cfa4-0e86-47a8-9499-5ca54ceeb45b,O00481,2/28/2025,Overnight,SHP-7579-RIQ,1de37ea75d1cbfdeb5644e3b0bf42002,1721,CR001,,77.03,3/9/2025,Pending
1d883625-e5d8-4db3-932e-02e30c78cd8b,O03820,3/22/2025,Express,SHP-8003-OZP,596e4e9767278934a44acbe8b72387f3,4618,CR003,,90.85,3/31/2025,Pending
e84bb122-c5c4-4607-93a7-4645e42d1a97,O00741,12/31/2024,Express,SHP-6184-SAC,a282e3c74739a3ada567a5e4d1d49fa1,1073,CR002,,81.23,1/5/2025,Delivered
9b823b36-0961-40b9-87aa-c12bafedbf0e,O01870,1/17/2025,Express,SHP-1555-NKK,b82d031d46973587e4ec796127c6521b,591,CR003,,53.36,1/21/2025,Pending
506d7eec-f66a-4867-a89e-ce611e7a4060,O02943,4/27/2025,Standard,SHP-7587-XOW,380a9dffb5817468897785ea3d33e5ea,1035,CR004,,99.31,4/30/2025,In Transit
148d6981-7a80-4c26-8fab-990716dd5704,O01690,2/8/2025,Express,SHP-8865-QQW,053dabe890eec312ae70b948d63e2235,3239,CR001,,27.67,2/11/2025,Shipped
9aaf87de-6510-4b00-b994-4d2f89fe9487,O00032,12/12/2024,Standard,SHP-9178-TBI,3608649c2a91d103d1af8a6f8ae06e36,1195,CR001,,14.77,12/21/2024,Shipped
12eb0b52-0e1c-448c-be6e-3e728e680d1d,O02671,1/26/2025,Overnight,SHP-5095-UQR,88d5be1a00996e1a6e82d5444b053655,259,CR003,,35.72,2/4/2025,Pending
cc850d09-cd6b-4c18-a576-ee86d40221c5,O00977,4/13/2025,Standard,SHP-3851-KFS,8345cb2c4d4947d9193599562fbffff0,2311,CR002,,57.85,4/20/2025,Pending
f5565fad-2ec0-4de9-893d-746d489ef176,O00741,11/28/2024,Standard,SHP-4458-DWK,11eed6cae69308617ea1aeed35606a2d,2511,CR001,,89.63,12/4/2024,Delivered
d5f19a99-acf4-4297-9d19-52f74e99e389,O01951,2/1/2025,Overnight,SHP-9068-SAS,3f21ff22875317aaae4486e2715d6318,1414,CR004,,23.37,2/11/2025,Delivered
f4f2de95-51e7-4091-b255-08e9d6fb9af6,O02851,3/1/2025,Overnight,SHP-6033-EUG,a72ef04c70662f3bd64499c6ceb28f12,4618,CR002,,43.38,3/7/2025,In Transit
86990700-a333-4579-84fb-52efc3586b17,O02136,1/3/2025,Standard,SHP-2385-SPM,4af1af02a8e338fe335da8cb6b072a58,4265,CR004,,66.67,1/12/2025,In Transit
ef499219-3b6c-4c09-86fb-2bb3bf24d788,O01309,4/10/2025,Express,SHP-8647-TAJ,e581ccca480b8ace12affc0cb5b1949a,3927,CR001,,35.78,4/17/2025,Shipped
796a1c20-7335-48d0-8272-c804c55db4bc,O02420,1/11/2025,Overnight,SHP-6660-OZD,736802a29b385bffac23e7b9d485b7f7,4147,CR002,,16.02,1/21/2025,In Transit
0dff600a-5dc5-485e-93ce-803e10982149,O03471,1/5/2025,Express,SHP-8497-DER,d8c0e4945ed392924acf8c729fdac5cf,831,CR002,,99.85,1/11/2025,In Transit
60330759-b712-425f-91fb-ac1159d12bf9,O02415,2/15/2025,Standard,SHP-6799-WCJ,f58976d85c19839bcd154e46c40bd521,2445,CR004,,31.33,2/23/2025,Shipped
6c001e3d-6fae-4d4a-b257-f5655b2d0e6e,O03542,11/11/2024,Overnight,SHP-5679-DJU,968a2b0a79568b99a1b5b5820f71a36e,1952,CR004,,55.27,11/18/2024,Shipped
bfe50e42-6586-434c-9ecb-4ebd4b84c9ec,O03727,1/6/2025,Express,SHP-5323-XSX,e9ba9f665f28dabdcbe807729ab1e7e2,831,CR002,,70.32,1/16/2025,In Transit
89bc1a9a-b1ce-489e-b955-76c7a9180252,O01810,5/2/2025,Express,SHP-8571-GGF,56587b2daee2dee45a18a173cfda383b,287,CR003,,88.69,5/9/2025,Shipped
09bbc53e-af78-4654-8639-a363b5473883,O00806,3/14/2025,Express,SHP-7502-YXE,608e27638976bcd25e412cd789ae8d6f,88,CR001,,74.29,3/20/2025,In Transit
c2205478-f483-401e-8e60-3a7cb79896c8,O02356,11/15/2024,Overnight,SHP-7580-XCD,9d6c94c2a58580a54cdf4770cde74b11,1433,CR001,,13.3,11/23/2024,Pending
a88602da-420a-4c06-8a46-7267d62ff25b,O03023,11/27/2024,Overnight,SHP-3247-QXP,9938d151e942be51ee035b7965115841,3365,CR001,,26.73,12/3/2024,Shipped
998a8eef-ac11-44cc-b1e1-130347719418,O03413,4/24/2025,Express,SHP-7172-JPV,dbfffa30d1b1fe5e99eb6203cabdb78a,1008,CR003,,81.1,4/30/2025,In Transit
87ec2b56-2638-4aba-9cd5-d4d806ca0b76,O03144,1/19/2025,Overnight,SHP-4430-TEV,e50b946917f3de13a852ef33c8a09c38,1696,CR004,,20.43,1/26/2025,Delivered
542f060e-dc66-4a9e-bc68-485f8fb4c732,O01984,11/22/2024,Standard,SHP-2255-BLH,b44f51768f18f3bceca8af6414dba36b,4694,CR004,,19.67,12/1/2024,In Transit
e4c8e0db-5e31-4f6b-83b7-5b8cd37479d0,O02120,11/19/2024,Express,SHP-4000-EOI,7ce968dbf4841a8b7bc741f1ef8323ae,1093,CR001,,68.61,11/29/2024,In Transit
8797357d-5c29-485f-a97f-ee35a1b92e96,O01461,2/2/2025,Express,SHP-7928-QVH,b10096652d215b33c2a56b5832741a98,1448,CR003,,10.99,2/5/2025,Shipped
5ae2c86d-46a2-4c6d-8063-130f8674b275,O00907,12/11/2024,Standard,SHP-3979-WIK,5aa2ddb85e66e2678882c7ee464fb58b,1481,CR001,,59.85,12/17/2024,Shipped
3c69f4dd-74d1-4829-ab8f-6acb4285ee04,O02679,1/6/2025,Express,SHP-7504-QDP,df9623b7baaff57379d867553615ccdb,287,CR002,,48.82,1/9/2025,Pending
3e0b5ff7-7256-4835-9d1f-ff2b6ee0b149,O01986,3/2/2025,Express,SHP-6025-WVH,212efbd3d428c54bff3335f2ea785b67,3365,CR003,,84.8,3/5/2025,Pending
4489f77f-b205-4242-988b-f8698a12e951,O00164,2/15/2025,Overnight,SHP-5236-SXW,e21ec6b824f06d67b9cd987cbcee281d,831,CR002,,30.17,2/20/2025,Delivered
2f1dc6b4-ed71-4f4b-9751-0a1d27503e87,O01073,12/5/2024,Express,SHP-4635-HSW,564505e3492705a0c838186991d475ba,4214,CR001,,53.21,12/9/2024,In Transit
e263f8e1-dfb3-46cc-b243-73d8d41d0280,O02194,2/28/2025,Express,SHP-3516-FAN,b38bb46f59de63c6c577a04bb914d7e9,1764,CR003,,84.09,3/4/2025,Pending
1e7055ca-e901-4c67-b7ed-05289194c339,O00914,5/9/2025,Standard,SHP-4700-WES,b9991057233dc1edd42105fb2e5eb22f,2493,CR003,,44.09,5/13/2025,Delivered
5d3ffd72-9d36-4076-8998-90eb90d9df75,O03373,2/25/2025,Express,SHP-5538-IZQ,46e7ed4842896aee0f973dc169463a9f,1561,CR003,,10.54,3/3/2025,Delivered
1b0f5add-1a35-4325-a1ce-704823597bd3,O00993,4/28/2025,Express,SHP-5197-KKX,65c7a649cb9605813d549de55f6d7eaa,2854,CR004,,79.59,5/5/2025,Shipped
b6b0d09e-4616-4857-b075-ebca455af6bc,O00961,12/8/2024,Overnight,SHP-1702-FEY,fde50698729d2f48e4c4f3610efc665a,2504,CR001,,60.52,12/13/2024,Shipped
5e59b73a-8aa0-480e-8045-964aa4a96444,O00618,2/21/2025,Express,SHP-7387-OLW,cd8cf04731c6118bd245ac0e95bd2556,4417,CR004,,93.59,2/24/2025,Delivered
72234c27-2649-4522-8f3b-46f732a1ecf2,O02987,1/19/2025,Express,SHP-8749-RPA,c0b999bae67558955c064d4719c23775,3471,CR001,,56.57,1/25/2025,In Transit
36e2a3d2-f83a-4a76-b43f-55ec2fb13236,O00873,4/29/2025,Standard,SHP-5281-EMX,3bd1e18b27dabf966540843bba64a46a,3664,CR004,,34.51,5/7/2025,In Transit
7649f47c-82da-4e8b-af6d-6262eefd1a24,O03290,12/11/2024,Express,SHP-2723-KSD,0492778811f25242f26300d7016729ad,4008,CR004,,80.77,12/16/2024,Pending
5b8b6dcf-6b34-4aab-b605-39930012eb4d,O03001,3/19/2025,Express,SHP-3125-HWE,718099725b20bd5fcb992bbfb06545c1,1258,CR004,,56.31,3/25/2025,Delivered
85d69760-09f2-43e7-b32e-27c720e3b057,O03444,1/4/2025,Express,SHP-6653-BPF,b9d43da2a5ee47060a358f8dd101d6c3,3284,CR002,,81.38,1/10/2025,Shipped
d44c22fb-4ae9-4186-97dd-5d8cab163eb9,O01896,3/3/2025,Express,SHP-5761-VMF,a0dd3df912f797684e2d851cd18b9bfe,610,CR003,,60.06,3/13/2025,Delivered
f42f46ed-ee6e-4f78-97a6-8507a4be4827,O03160,12/5/2024,Express,SHP-5624-GOT,0f7e65f05887445da791fa4446425ee8,162,CR003,,81.04,12/8/2024,In Transit
98a67dfd-df35-4176-9f15-06d4304687ef,O02448,3/18/2025,Overnight,SHP-4550-BSA,a97fa866eb79d59f19546fd23e9f40bb,3919,CR003,,75.64,3/21/2025,In Transit
7e7fd535-fa61-4bbc-b0a4-3d4a002d107b,O01012,4/27/2025,Express,SHP-7960-UBE,1d68c377ad276ef03b620af2751c20c1,1671,CR002,,98.18,5/3/2025,Pending
5f7313c8-38e8-448f-bcd1-d2c1d1eea6e3,O03265,11/20/2024,Overnight,SHP-4647-VFB,7357bd98c54a592acb26574a4d1973e9,1808,CR003,,43.15,11/26/2024,Pending
145f339e-c372-40b5-a42c-628480d3b7b7,O03311,11/21/2024,Standard,SHP-9123-UTA,2df48a2a4af44348e169036945580d45,2820,CR002,,41.16,11/29/2024,Delivered
61bfce14-074f-4c96-a9aa-c1f37dde3e8c,O03491,12/18/2024,Standard,SHP-5887-NNY,475f3dc3f70c12f1076e26e65bee8a58,3520,CR003,,33.94,12/27/2024,Delivered
ee801e19-9ad4-426c-adb9-18a8fa29a17a,O00433,4/14/2025,Standard,SHP-9313-RPT,0f1c8a84f93e5ede1447716b1ae91730,3676,CR004,,72.95,4/17/2025,In Transit
598a74df-b938-4bd8-97f0-24a73af3aa08,O01464,2/7/2025,Overnight,SHP-9461-NVZ,a3dbed85a9ad83f8a0c119fb3aba4eef,1008,CR004,,56.52,2/16/2025,Shipped
0aebbe81-b4b9-4bc9-ae52-e985d153c755,O01863,3/29/2025,Overnight,SHP-9536-QLQ,4d713ff3c27f543591ae9175a7833d39,4524,CR002,,19.35,4/3/2025,Delivered
d64c169b-b82c-4fe2-b79d-e52767ff3686,O01558,11/25/2024,Express,SHP-9446-CDR,57611df43f4ab7f635be7aa65f9c4de0,75,CR004,,35.85,12/1/2024,In Transit
bf1225f2-d886-45e8-b82d-0aa4572fa130,O00317,2/28/2025,Express,SHP-6935-EQV,cdab9f231208868b52a0ed90f804b33f,4265,CR001,,40.74,3/10/2025,Delivered
8d1e224e-aca5-4d1a-9c32-d1778a996988,O00272,2/25/2025,Overnight,SHP-3607-CUA,a3ed3d64057bb744f39bfee93eae6ca5,1539,CR003,,16.36,3/4/2025,In Transit
1c1ec73f-838d-4dbb-a99c-632173c2d46f,O01453,12/1/2024,Overnight,SHP-6191-NUG,97e1c1e2291343d6af4bb2c18ac3c4e4,5,CR002,,60.6,12/7/2024,In Transit
6a615dda-97f4-41ae-93e4-d2788711f552,O01219,1/2/2025,Overnight,SHP-9778-PHZ,ade930bfb579dca7590c8d1405388693,1169,CR004,,33.22,1/6/2025,In Transit
274cf76e-0a67-406f-871f-e7c96bdcff4a,O01997,12/14/2024,Standard,SHP-6158-HWB,514707f1ee3528f6a331bd0b65152f6b,3509,CR002,,16.72,12/18/2024,In Transit
c7559ed7-d8fb-4e32-aff8-8ddda1f15703,O01464,3/31/2025,Express,SHP-7828-XMN,f070272ba649464fe4aaf93f17c967d8,3919,CR001,,11.99,4/8/2025,Delivered
e91cc5c9-fa1e-44dd-b464-62911b85a267,O01787,1/21/2025,Standard,SHP-6555-GME,ecfd5d2de32030b7746fe53a60ccf06f,1276,CR002,,55.7,1/27/2025,Delivered
4a991aa8-1bd1-4d4d-a103-fa8f9cb9b647,O00676,1/10/2025,Overnight,SHP-4263-CHQ,20dd4a25d6e9c0cf5fd24e6f10cd16ee,4524,CR004,,39.24,1/17/2025,Pending
32b980bf-3bba-4611-9a3a-9d694c2a8018,O01529,4/25/2025,Express,SHP-3751-LQP,457318cda75c5e03c6e9e93623afbd16,1021,CR004,,35.02,4/29/2025,In Transit
3d179882-acf1-488f-923b-7d3af508b0e2,O00217,1/14/2025,Overnight,SHP-5917-BZJ,62be24df0b41e43096c5cfb381130eca,3105,CR004,,89.21,1/20/2025,Delivered
11cb1060-3e47-4b5b-a0c7-0c37d628b6a1,O00853,11/24/2024,Express,SHP-3915-MUG,310a29f3a045d2ac4a437edc897d729d,826,CR001,,28.47,11/28/2024,Shipped
ec9013a2-c678-4a54-9e19-dc51a5048b3f,O03010,5/4/2025,Express,SHP-2991-SUK,9ee5c88bc462030695bb567240e19d18,499,CR002,,89.1,5/12/2025,Delivered
555da4e4-39d3-4beb-948a-8b8a1bbe96e0,O02817,4/3/2025,Standard,SHP-4258-IHH,ec5f29f49f0bfa4837d76de950f59382,1487,CR004,,63.69,4/8/2025,Shipped
faa04480-52f6-4327-8f0c-61b3f36ca17f,O00013,4/1/2025,Overnight,SHP-8914-UAN,141e48b06ec9e85eaf8b8021cfa83f57,3555,CR002,,89.87,4/8/2025,Delivered
dc52e832-540f-4cee-88f2-7f7a87a665e0,O02047,3/11/2025,Overnight,SHP-1883-BNK,aa9de5f8b00fce1c756f7bc8630ced4b,3131,CR001,,38.07,3/19/2025,Shipped
d8dae0bd-d918-44b3-97ef-753e049f4aa1,O01095,12/8/2024,Express,SHP-8583-NZL,5a5395f1bca47eaab15e8884d33d03ae,1475,CR002,,67.61,12/13/2024,Delivered
a0c0aff1-89a6-4416-ba20-cc45ffbe4fa8,O01475,1/23/2025,Standard,SHP-7560-ZCO,e8ee8f5fc381a58ed101f32a08015772,591,CR002,,39.4,2/1/2025,Delivered
94150be2-0348-464d-8765-1691d0787ab1,O02064,11/26/2024,Express,SHP-6959-CZG,3a61a0b22dc5053e05f9a13f12d6e8d0,826,CR001,,23.03,12/6/2024,Pending
7db80a7c-0668-4911-9c88-e7ab0b8621c2,O02659,11/10/2024,Overnight,SHP-5383-USN,bed2ebccda8b25f5619be86ba28a4d8a,3131,CR003,,88.97,11/13/2024,Delivered
7cc2b6e3-5698-4d77-840e-ca63d3183f53,O00589,4/6/2025,Overnight,SHP-9762-KWB,588e8346092a2064b6d9a85d34095107,3284,CR003,,17.99,4/12/2025,Delivered
0394b22d-a3ee-4400-b5f1-39c58628a2be,O02621,2/23/2025,Overnight,SHP-4691-PFB,4d518482ab41913c0ddd31d8b2457eb3,1169,CR002,,79.93,3/1/2025,Delivered
67137635-7ac3-4d95-91c2-599d0cf3192f,O00745,2/25/2025,Express,SHP-8261-EAM,1596f853808e10124c606722ab3a3e9c,720,CR004,,67.71,3/6/2025,Shipped
