ProductID,ProductName,Category,UnitPrice
PROD00118,Accept,Electronics,17.45
PROD00119,Few,Electronics,348.75
PROD00120,Of,Home,45.69
PROD00121,Glass,Toys,455.78
PROD00122,Community,Home,234.89
PROD00123,Mean,Toys,73.07
PROD00124,Professor,Clothing,173.7
PROD00125,Game,Clothing,86.59
PROD00126,Present,Books,89.44
PROD00127,Room,Toys,474.31
PROD00128,Forward,Books,225.4
PROD00129,Wish,Electronics,395.46
PROD00130,Difficult,Toys,321.6
PROD00131,Course,Home,339.83
PROD00132,Deep,Electronics,70.19
PROD00133,History,Electronics,120.92
PROD00134,Design,Home,394.44
PROD00135,All,Electronics,485.53
PROD00136,Range,Toys,135.02
PROD00137,Leave,Books,139.43
PROD00138,Time,Electronics,239.08
PROD00139,Bank,Toys,492.0
PROD00140,Grow,Clothing,138.13
PROD00141,Chance,Toys,206.45
PROD00142,Argue,Books,446.28
PROD00143,Realize,Toys,6.45
PROD00144,Stay,Home,24.68
PROD00145,Feeling,Books,304.02
PROD00146,Art,Clothing,454.15
PROD00147,Value,Home,123.23
PROD00148,Improve,Toys,237.47
PROD00149,Include,Books,227.98
PROD00150,Team,Clothing,239.12
PROD00151,Federal,Home,313.15
PROD00152,Official,Clothing,237.52
PROD00153,Firm,Toys,226.5
PROD00154,Floor,Clothing,239.77
PROD00155,Well,Electronics,297.48
PROD00156,Value,Home,270.82
PROD00157,Live,Clothing,427.8
PROD00158,Why,Toys,29.5
PROD00159,Foot,Toys,417.49
PROD00160,Plant,Clothing,422.74
PROD00161,Represent,Toys,146.03
PROD00162,Easy,Books,234.11
PROD00163,Not,Books,222.08
PROD00164,Bank,Books,113.16
PROD00165,Expect,Electronics,201.41
PROD00166,Exist,Clothing,26.97
PROD00167,Phone,Electronics,142.52
PROD00168,Stock,Toys,409.26
PROD00169,Think,Electronics,145.86
PROD00170,Explain,Toys,410.01
PROD00171,Line,Toys,268.14
PROD00172,Large,Home,440.53
PROD00173,Style,Books,289.52
PROD00174,Itself,Toys,19.69
PROD00175,Up,Home,339.33
PROD00176,Next,Books,27.2
PROD00177,Door,Toys,228.05
PROD00178,Material,Toys,465.07
PROD00179,Sign,Electronics,86.78
PROD00180,Whatever,Electronics,197.99
PROD00181,With,Books,366.28
PROD00182,Wish,Toys,441.72
PROD00183,Add,Clothing,337.12
PROD00184,Question,Electronics,132.8
PROD00185,Modern,Books,338.93
PROD00186,Out,Toys,151.88
PROD00187,Start,Toys,360.62
PROD00188,Wall,Clothing,477.25
PROD00189,Boy,Books,362.09
PROD00190,While,Toys,432.13
PROD00191,Two,Electronics,6.04
PROD00192,Such,Clothing,360.2
PROD00193,Opportunity,Books,415.65
PROD00194,Religious,Clothing,25.08
PROD00195,Argue,Electronics,436.44
PROD00196,Clearly,Books,132.06
PROD00197,Computer,Clothing,334.32
PROD00198,Fill,Home,401.18
PROD00199,Situation,Electronics,333.02
PROD00200,Prove,Electronics,50.68
PROD00201,Fly,Electronics,300.18
PROD00202,Go,Home,277.04
PROD00203,New,Home,450.66
PROD00204,Method,Toys,205.1
PROD00205,Body,Clothing,163.94
PROD00206,Myself,Toys,376.18
PROD00207,Finally,Clothing,209.27
PROD00208,Raise,Home,324.82
PROD00209,Life,Home,324.99
PROD00210,Reduce,Toys,444.58
PROD00211,Plant,Books,301.35
PROD00212,Worry,Toys,253.57
PROD00213,Right,Clothing,73.74
PROD00214,Year,Toys,62.29
PROD00215,Now,Electronics,81.39
PROD00216,Statement,Clothing,90.06
PROD00217,Ok,Clothing,320.75
PROD00218,Majority,Books,371.79
PROD00219,Hit,Home,267.35
PROD00220,Eye,Clothing,415.36
PROD00221,Think,Home,495.68
PROD00222,Catch,Toys,410.91
PROD00223,Foot,Electronics,348.97
PROD00224,Population,Books,268.58
PROD00225,Trade,Home,227.18
PROD00226,Human,Clothing,46.77
PROD00227,Wear,Home,202.69
PROD00228,Human,Clothing,455.52
PROD00229,Much,Home,404.97
PROD00230,Wall,Clothing,111.95
PROD00231,Actually,Toys,235.97
PROD00232,Mr,Clothing,409.28
PROD00233,Write,Clothing,38.36
PROD00234,Rate,Electronics,196.76
PROD00235,Audience,Clothing,426.66
PROD00236,Her,Electronics,204.93
PROD00237,Money,Books,43.42
PROD00238,Clear,Electronics,273.55
PROD00239,Administration,Toys,431.56
PROD00240,Test,Electronics,297.19
PROD00241,Doctor,Books,117.01
PROD00242,Seek,Toys,195.2
PROD00243,Task,Home,227.81
PROD00244,Others,Home,291.74
PROD00245,She,Electronics,380.88
PROD00246,Style,Electronics,53.94
PROD00247,Group,Books,445.38
PROD00248,Sing,Books,11.09
PROD00249,Fine,Clothing,188.18
PROD00250,Fear,Books,18.57
PROD00251,Set,Clothing,199.52
PROD00252,Her,Toys,265.28
PROD00253,Parent,Electronics,258.28
PROD00254,Show,Toys,86.99
PROD00255,Gun,Books,324.64
PROD00256,Their,Toys,27.17
PROD00257,Quality,Toys,382.14
PROD00258,Civil,Toys,473.59
PROD00259,Town,Books,173.19
PROD00260,Property,Toys,261.03
PROD00261,Per,Clothing,192.56
PROD00262,Cover,Books,8.32
PROD00263,Anyone,Toys,196.01
PROD00264,Suffer,Books,396.9
PROD00265,Interesting,Home,300.01
PROD00266,Include,Clothing,55.12
PROD00267,Us,Toys,424.33
PROD00268,More,Home,267.89
PROD00269,Firm,Home,421.65
PROD00270,Expect,Books,292.21
PROD00271,Resource,Home,282.05
PROD00272,Will,Clothing,57.1
PROD00273,Ready,Clothing,87.84
PROD00274,Evidence,Electronics,486.15
PROD00275,Ok,Clothing,118.1
PROD00276,Play,Home,488.84
PROD00277,Force,Clothing,268.3
PROD00278,Discuss,Books,72.22
PROD00279,Structure,Electronics,54.15
PROD00280,Energy,Home,108.39
PROD00281,Film,Electronics,463.19
PROD00282,Fire,Home,210.0
PROD00283,Take,Books,200.74
PROD00284,Account,Electronics,160.04
PROD00285,Its,Toys,77.8
PROD00286,Very,Home,246.49
PROD00287,By,Toys,69.37
PROD00288,Build,Electronics,418.56
PROD00289,You,Toys,188.35
PROD00290,Long,Toys,190.53
PROD00291,Issue,Electronics,239.63
PROD00292,National,Books,224.84
PROD00293,Enter,Toys,497.45
PROD00294,Player,Toys,274.96
PROD00295,Party,Books,48.66
PROD00296,Dinner,Toys,305.4
PROD00297,Western,Toys,80.03
PROD00298,To,Toys,20.31
PROD00299,Market,Clothing,485.52
PROD00300,Them,Books,387.9
PROD00301,Hear,Toys,490.15
PROD00302,Professor,Books,241.55
PROD00303,Practice,Home,268.47
PROD00304,Have,Home,88.33
PROD00305,Clear,Toys,127.22
PROD00306,True,Books,420.08
PROD00307,Total,Books,181.31
PROD00308,Rather,Books,414.27
PROD00309,Determine,Clothing,355.96
PROD00310,American,Home,92.7
PROD00311,Quality,Books,256.19
PROD00312,Wide,Books,340.31
PROD00313,Everybody,Clothing,121.34
PROD00314,Figure,Clothing,416.19
PROD00315,For,Books,274.69
PROD00316,Around,Electronics,86.79
PROD00317,Body,Books,293.58
PROD00318,Dog,Books,499.86
PROD00319,Most,Clothing,79.51
PROD00320,Per,Clothing,409.29
PROD00321,Day,Books,107.62
PROD00322,Yet,Books,392.28
PROD00323,Art,Books,368.62
PROD00324,Thank,Clothing,153.74
PROD00325,It,Books,166.28
PROD00326,Information,Books,397.3
PROD00327,Defense,Toys,233.42
PROD00328,Join,Electronics,366.75
PROD00329,Under,Home,78.25
PROD00330,Staff,Electronics,427.02
PROD00331,Assume,Toys,356.89
PROD00332,Structure,Home,453.94
PROD00333,Knowledge,Books,70.52
PROD00334,Region,Toys,298.54
PROD00335,Fact,Books,301.56
PROD00336,Shake,Clothing,179.96
PROD00337,World,Toys,231.94
PROD00338,Full,Clothing,23.8
PROD00339,Dinner,Toys,374.2
PROD00340,System,Toys,276.91
PROD00341,Soon,Clothing,33.58
PROD00342,Offer,Home,341.97
PROD00343,His,Electronics,236.06
PROD00344,Young,Books,22.06
PROD00345,Hundred,Toys,484.96
PROD00346,Accept,Books,474.81
PROD00347,Son,Clothing,258.89
PROD00348,Teacher,Books,51.37
PROD00349,Relate,Clothing,378.54
PROD00350,Activity,Books,248.51
PROD00351,Interesting,Electronics,154.71
PROD00352,Democratic,Electronics,248.25
PROD00353,Would,Electronics,263.61
PROD00354,Color,Electronics,283.54
PROD00355,Become,Electronics,223.41
PROD00356,Attention,Electronics,304.85
PROD00357,Reach,Clothing,459.77
PROD00358,Positive,Toys,184.32
PROD00359,Necessary,Books,364.23
PROD00360,Option,Electronics,447.75
PROD00361,Mean,Clothing,230.71
PROD00362,Soldier,Clothing,224.51
PROD00363,Do,Clothing,303.05
PROD00364,Statement,Toys,297.75
PROD00365,Case,Books,404.26
PROD00366,Tell,Toys,240.86
PROD00367,Building,Home,498.08
PROD00368,They,Clothing,34.44
PROD00369,Marriage,Home,6.57
PROD00370,Middle,Electronics,321.9
PROD00371,None,Electronics,152.73
PROD00372,White,Toys,123.99
PROD00373,You,Books,159.39
PROD00374,Key,Home,131.74
PROD00375,New,Books,20.24
PROD00376,Head,Toys,485.91
PROD00377,Mean,Electronics,114.27
PROD00378,Baby,Books,368.34
PROD00379,Begin,Books,382.49
PROD00380,Between,Electronics,464.98
PROD00381,Gun,Home,20.12
PROD00382,During,Electronics,436.66
PROD00383,Whole,Books,265.98
PROD00384,Nation,Home,318.11
PROD00385,Describe,Home,324.01
PROD00386,Hair,Electronics,410.8
PROD00387,Few,Books,170.04
PROD00388,Hear,Toys,367.86
PROD00389,Two,Books,266.65
PROD00390,Share,Clothing,397.73
PROD00391,Every,Toys,495.32
PROD00392,On,Home,104.32
PROD00393,Mother,Toys,497.35
PROD00394,Anything,Home,49.46
PROD00395,Section,Home,6.15
PROD00396,Single,Toys,26.86
PROD00397,Involve,Home,174.18
PROD00398,Southern,Home,318.29
PROD00399,Eye,Clothing,39.17
PROD00400,Box,Books,7.8
PROD00401,Raise,Books,468.86
PROD00402,Authority,Clothing,411.85
PROD00403,Organization,Toys,405.55
PROD00404,Minute,Electronics,442.79
PROD00405,Service,Electronics,351.52
PROD00406,Out,Electronics,56.68
PROD00407,Dream,Clothing,202.55
PROD00408,Production,Clothing,362.96
PROD00409,Use,Home,143.77
PROD00410,Oil,Electronics,345.27
PROD00411,Two,Toys,17.13
PROD00412,Government,Toys,156.54
PROD00413,Cup,Electronics,276.82
PROD00414,Only,Electronics,317.88
PROD00415,No,Electronics,290.64
PROD00416,Black,Clothing,350.39
PROD00417,On,Clothing,8.01
PROD00418,All,Clothing,54.97
PROD00419,Must,Books,435.13
PROD00420,Concern,Toys,342.47
PROD00421,Level,Toys,60.9
PROD00422,Eye,Home,421.83
PROD00423,Pm,Clothing,124.9
PROD00424,Appear,Books,241.74
PROD00425,Claim,Books,76.87
PROD00426,Miss,Toys,356.5
PROD00427,Offer,Clothing,335.09
PROD00428,According,Home,109.5
PROD00429,Year,Clothing,432.38
PROD00430,Bag,Electronics,203.65
PROD00431,Card,Clothing,149.79
PROD00432,Risk,Electronics,80.4
PROD00433,Dark,Electronics,136.75
PROD00434,I,Home,15.9
PROD00435,Level,Toys,293.71
PROD00436,West,Clothing,421.9
PROD00437,Contain,Electronics,276.75
PROD00438,Nice,Clothing,113.54
PROD00439,Share,Toys,21.67
PROD00440,Suffer,Toys,111.24
PROD00441,Society,Books,210.98
PROD00442,Opportunity,Toys,381.01
PROD00443,Movie,Home,97.98
PROD00444,Single,Electronics,361.3
PROD00445,Business,Books,434.13
PROD00446,Significant,Home,229.7
PROD00447,Tree,Clothing,411.61
PROD00448,Know,Electronics,279.56
PROD00449,Leg,Toys,320.36
PROD00450,Teach,Electronics,265.51
PROD00451,Truth,Clothing,234.27
PROD00452,Family,Books,121.15
PROD00453,Single,Books,155.08
PROD00454,Knowledge,Books,148.54
PROD00455,Political,Toys,283.83
PROD00456,Kind,Home,64.38
PROD00457,Sister,Home,458.81
PROD00458,Imagine,Electronics,361.72
PROD00459,Past,Toys,203.72
PROD00460,Outside,Books,83.52
PROD00461,State,Books,441.59
PROD00462,Beat,Clothing,412.77
PROD00463,Fight,Clothing,362.25
PROD00464,Similar,Books,139.42
PROD00465,Claim,Books,204.21
PROD00466,Old,Toys,55.86
PROD00467,Attorney,Home,98.57
PROD00468,Value,Clothing,392.59
PROD00469,Pull,Home,358.94
PROD00470,Seek,Toys,298.78
PROD00471,Area,Books,448.38
PROD00472,Person,Home,293.72
PROD00473,Small,Books,236.15
PROD00474,Audience,Books,173.48
PROD00475,Far,Electronics,470.52
PROD00476,Eat,Home,45.94
PROD00477,Why,Home,465.79
PROD00478,Plan,Books,414.22
PROD00479,Both,Toys,69.32
PROD00480,State,Electronics,284.67
PROD00481,Kitchen,Books,433.94
PROD00482,Inside,Clothing,288.05
PROD00483,Oil,Clothing,454.06
PROD00484,Change,Electronics,471.78
PROD00485,Job,Toys,214.08
PROD00486,Response,Books,191.77
PROD00487,Foreign,Home,468.48
PROD00488,Owner,Electronics,339.19
PROD00489,Player,Toys,62.43
PROD00490,Medical,Home,25.93
PROD00491,Action,Clothing,284.49
PROD00492,Compare,Clothing,465.43
PROD00493,Leave,Home,422.9
PROD00494,Likely,Electronics,339.54
PROD00495,Sort,Clothing,73.86
PROD00496,I,Books,130.84
PROD00497,His,Home,438.38
PROD00498,It,Home,95.49
PROD00499,There,Clothing,142.83
PROD00500,Analysis,Electronics,69.15
PROD00501,Bar,Books,339.67
PROD00502,Brother,Electronics,472.27
PROD00503,Play,Toys,138.14
PROD00504,Drive,Toys,240.33
PROD00505,Involve,Clothing,319.0
PROD00506,Fly,Clothing,499.74
PROD00507,Since,Clothing,56.88
PROD00508,Military,Toys,251.79
PROD00509,Ahead,Electronics,195.63
PROD00510,Majority,Electronics,433.58
PROD00511,National,Clothing,240.6
PROD00512,Executive,Books,59.93
PROD00513,Player,Electronics,319.04
PROD00514,Push,Toys,386.54
PROD00515,Nice,Home,6.43
PROD00516,Less,Home,430.18
PROD00517,Score,Home,97.08
PROD00518,As,Books,278.27
PROD00519,Along,Clothing,210.82
PROD00520,Reality,Toys,361.23
PROD00521,Win,Books,188.72
PROD00522,Significant,Toys,435.53
PROD00523,Project,Toys,366.6
PROD00524,Produce,Clothing,325.62
PROD00525,Player,Home,399.14
PROD00526,This,Clothing,378.24
PROD00527,What,Books,22.79
PROD00528,Something,Books,200.39
PROD00529,Ready,Books,465.75
PROD00530,Star,Clothing,67.23
PROD00531,Group,Toys,369.86
PROD00532,Stuff,Toys,487.42
PROD00533,Federal,Electronics,30.84
PROD00534,Author,Books,342.69
PROD00535,Citizen,Toys,236.74
PROD00536,Leader,Electronics,291.69
PROD00537,Especially,Toys,47.24
PROD00538,Than,Books,26.29
PROD00539,Able,Home,335.1
PROD00540,Federal,Books,412.54
PROD00541,Series,Clothing,392.1
PROD00542,Fly,Toys,274.18
PROD00543,Follow,Toys,54.43
PROD00544,Civil,Clothing,345.58
PROD00545,Ready,Clothing,124.73
PROD00546,Treat,Home,455.98
PROD00547,Their,Toys,419.94
PROD00548,Democratic,Toys,356.14
PROD00549,Behind,Home,474.68
PROD00550,Change,Electronics,20.55
PROD00551,Choose,Home,369.42
PROD00552,Push,Books,168.47
PROD00553,Condition,Toys,453.5
PROD00554,Section,Clothing,137.0
PROD00555,Great,Books,363.8
PROD00556,Democrat,Toys,439.44
PROD00557,Fire,Home,25.62
PROD00558,Candidate,Books,201.84
PROD00559,Mean,Toys,382.34
PROD00560,Third,Electronics,230.18
PROD00561,Product,Electronics,137.29
PROD00562,Oil,Clothing,113.8
PROD00563,Southern,Toys,70.1
PROD00564,With,Electronics,429.28
PROD00565,Remember,Home,289.8
PROD00566,Line,Toys,42.81
PROD00567,Direction,Home,194.38
PROD00568,Red,Home,187.03
PROD00569,Visit,Electronics,94.96
PROD00570,Community,Toys,220.58
PROD00571,Bar,Books,169.39
PROD00572,Item,Electronics,174.19
PROD00573,Do,Electronics,370.82
PROD00574,Contain,Toys,115.52
PROD00575,With,Toys,322.72
PROD00576,Congress,Home,287.47
PROD00577,World,Toys,286.21
PROD00578,Language,Home,333.19
PROD00579,Receive,Electronics,276.45
PROD00580,She,Clothing,440.23
PROD00581,Can,Books,339.41
PROD00582,Use,Electronics,275.75
PROD00583,Close,Toys,415.73
PROD00584,Deep,Books,305.04
PROD00585,Night,Clothing,149.12
PROD00586,Child,Clothing,107.51
PROD00587,Civil,Home,80.4
PROD00588,Mission,Books,450.23
PROD00589,Threat,Home,356.52
PROD00590,Just,Electronics,469.0
PROD00591,Citizen,Books,303.63
PROD00592,Protect,Electronics,239.33
PROD00593,I,Home,34.56
PROD00594,Others,Books,337.46
PROD00595,High,Home,293.19
PROD00596,Security,Books,495.15
PROD00597,Material,Home,123.38
PROD00598,Wide,Clothing,267.71
PROD00599,Thank,Home,327.22
PROD00600,Hear,Clothing,324.07
PROD00601,Child,Home,282.84
PROD00602,Relate,Books,389.58
PROD00603,Visit,Books,106.47
PROD00604,Interview,Books,364.19
PROD00605,Happen,Toys,311.77
PROD00606,Morning,Electronics,448.56
PROD00607,You,Books,424.36
PROD00608,During,Clothing,161.0
PROD00609,Develop,Books,141.74
PROD00610,Eight,Toys,490.92
PROD00611,Be,Clothing,266.0
PROD00612,Away,Toys,453.68
PROD00613,Memory,Clothing,86.12
PROD00614,Relate,Home,323.2
PROD00615,Move,Electronics,405.88
PROD00616,Personal,Electronics,473.96
PROD00617,Reason,Toys,171.98
PROD00618,Be,Electronics,363.87
PROD00619,Fast,Toys,271.71
PROD00620,Season,Toys,35.01
PROD00621,Attorney,Toys,346.55
PROD00622,Recently,Electronics,346.6
PROD00623,South,Toys,465.65
PROD00624,Weight,Electronics,251.17
PROD00625,Sound,Toys,118.97
PROD00626,Body,Books,27.06
PROD00627,Our,Toys,210.74
PROD00628,Remain,Clothing,154.45
PROD00629,Against,Toys,381.74
PROD00630,Choice,Home,180.36
PROD00631,In,Toys,474.79
PROD00632,Bank,Clothing,481.34
PROD00633,Ball,Clothing,312.35
PROD00634,Do,Electronics,464.69
PROD00635,Animal,Books,381.62
PROD00636,Offer,Toys,275.7
PROD00637,Scene,Electronics,94.25
PROD00638,Get,Books,232.01
PROD00639,Catch,Toys,282.63
PROD00640,Keep,Home,432.66
PROD00641,Describe,Toys,243.26
PROD00642,Opportunity,Clothing,449.35
PROD00643,Lead,Clothing,338.8
PROD00644,Wait,Home,72.81
PROD00645,Away,Electronics,497.52
PROD00646,Tend,Books,265.98
PROD00647,Dinner,Toys,198.97
PROD00648,Under,Clothing,331.26
PROD00649,Including,Electronics,58.9
PROD00650,Purpose,Home,320.09
PROD00651,Smile,Clothing,251.63
PROD00652,Important,Home,206.3
PROD00653,Small,Toys,476.74
PROD00654,Pretty,Books,263.66
PROD00655,Major,Clothing,113.46
PROD00656,Bring,Clothing,232.19
PROD00657,Per,Toys,460.1
PROD00658,Window,Electronics,92.17
PROD00659,Policy,Books,110.91
PROD00660,Brother,Clothing,11.45
PROD00661,Congress,Books,12.02
PROD00662,Fall,Clothing,415.55
PROD00663,Study,Books,367.4
PROD00664,Foot,Home,180.75
PROD00665,For,Clothing,350.66
PROD00666,Full,Books,200.63
PROD00667,Possible,Electronics,476.68
PROD00668,Together,Home,483.69
PROD00669,Color,Home,199.43
PROD00670,Across,Electronics,427.84
PROD00671,Role,Books,387.68
PROD00672,Scientist,Toys,158.45
PROD00673,Ten,Electronics,119.86
PROD00674,Standard,Books,231.83
PROD00675,Project,Electronics,391.77
PROD00676,Item,Electronics,480.28
PROD00677,Hotel,Clothing,382.97
PROD00678,Amount,Books,428.33
PROD00679,Degree,Toys,303.52
PROD00680,Deal,Clothing,418.53
PROD00681,Else,Electronics,393.29
PROD00682,Beyond,Electronics,191.61
PROD00683,Majority,Electronics,278.24
PROD00684,Expect,Books,403.35
PROD00685,Rock,Books,27.8
PROD00686,Hit,Clothing,405.0
PROD00687,Catch,Toys,93.05
PROD00688,Great,Clothing,259.77
PROD00689,Reduce,Home,405.1
PROD00690,State,Electronics,130.64
PROD00691,Any,Electronics,126.67
PROD00692,Threat,Electronics,204.37
PROD00693,According,Clothing,447.85
PROD00694,Front,Clothing,5.22
PROD00695,Range,Electronics,451.18
PROD00696,Standard,Clothing,81.13
PROD00697,Within,Books,495.09
PROD00698,Five,Books,477.65
PROD00699,Here,Clothing,249.86
PROD00700,Official,Electronics,258.8
PROD00701,Dinner,Clothing,243.37
PROD00702,North,Clothing,319.54
PROD00703,Close,Clothing,49.91
PROD00704,Long,Home,21.15
PROD00705,Sense,Books,33.56
PROD00706,To,Toys,224.96
PROD00707,Collection,Toys,141.4
PROD00708,Worry,Home,312.91
PROD00709,Through,Clothing,496.26
PROD00710,Real,Home,196.23
PROD00711,Seven,Home,289.05
PROD00712,Huge,Electronics,210.72
PROD00713,Born,Books,424.4
PROD00714,Not,Toys,451.61
PROD00715,Reveal,Clothing,439.29
PROD00716,Number,Toys,487.31
PROD00717,Population,Toys,18.62
PROD00718,Focus,Books,420.71
PROD00719,Fast,Toys,377.13
PROD00720,Cold,Toys,118.2
PROD00721,Training,Home,478.38
PROD00722,Drug,Books,78.35
PROD00723,Record,Electronics,341.38
PROD00724,War,Clothing,116.32
PROD00725,Capital,Toys,218.53
PROD00726,News,Clothing,360.98
PROD00727,Including,Electronics,283.85
PROD00728,Film,Clothing,216.61
PROD00729,Much,Electronics,166.54
PROD00730,Talk,Home,420.63
PROD00731,American,Toys,76.19
PROD00732,Art,Electronics,217.9
PROD00733,Top,Clothing,452.36
PROD00734,Just,Toys,423.7
PROD00735,Past,Home,203.47
PROD00736,Lot,Toys,382.74
PROD00737,Very,Electronics,412.46
PROD00738,May,Home,445.0
PROD00739,It,Clothing,274.53
PROD00740,Economy,Home,106.21
PROD00741,Image,Home,131.38
PROD00742,Dog,Books,151.37
PROD00743,Maybe,Home,298.93
PROD00744,Know,Home,21.24
PROD00745,Leader,Toys,319.84
PROD00746,Republican,Clothing,185.36
PROD00747,Enter,Toys,151.14
PROD00748,Water,Toys,440.35
PROD00749,Or,Electronics,232.7
PROD00750,Whether,Toys,52.05
PROD00751,Discuss,Books,414.24
PROD00752,Billion,Books,28.58
PROD00753,Local,Electronics,364.74
PROD00754,Trade,Clothing,388.08
PROD00755,Require,Clothing,179.54
PROD00756,Foreign,Toys,413.27
PROD00757,Concern,Toys,260.25
PROD00758,Not,Toys,234.33
PROD00759,Age,Clothing,27.47
PROD00760,Weight,Home,148.56
PROD00761,Play,Books,465.85
PROD00762,Understand,Home,198.95
PROD00763,Night,Home,275.62
PROD00764,Begin,Clothing,268.35
PROD00765,Discuss,Home,297.26
PROD00766,Safe,Electronics,35.36
PROD00767,Impact,Toys,184.28
PROD00768,Authority,Electronics,362.95
PROD00769,Can,Books,104.28
PROD00770,Current,Toys,105.77
PROD00771,Establish,Home,9.99
PROD00772,Art,Books,221.55
PROD00773,Eight,Toys,441.95
PROD00774,Write,Home,30.69
PROD00775,Source,Electronics,99.6
PROD00776,Spring,Toys,158.49
PROD00777,Reason,Home,367.2
PROD00778,Article,Electronics,322.11
PROD00779,Story,Books,210.89
PROD00780,Success,Books,380.74
PROD00781,Set,Books,306.77
PROD00782,Focus,Books,448.54
PROD00783,Like,Clothing,409.92
PROD00784,Yes,Toys,130.14
PROD00785,Space,Toys,139.36
PROD00786,Or,Clothing,67.05
PROD00787,Skill,Home,171.8
PROD00788,Reflect,Home,499.77
PROD00789,Board,Books,205.85
PROD00790,Painting,Electronics,114.14
PROD00791,Whole,Home,382.43
PROD00792,Day,Electronics,273.52
PROD00793,Win,Toys,79.05
PROD00794,Use,Electronics,193.44
PROD00795,Face,Toys,210.16
