OnlineOrderID,CustomerID,ProductID,ChannelID,StoreID,OrderDate
ORD000150,CUST01492,PROD00701,CHAN004,STORE080,2023-11-26
ORD000151,CUST00425,PROD00077,CHAN008,STORE009,2024-07-28
ORD000152,CUST01969,PROD00296,CHAN004,STORE021,2024-05-21
ORD000153,CUST01713,PROD00219,CHAN013,STORE053,2023-05-26
ORD000154,CUST02435,PROD00277,CHAN007,STORE055,2024-03-14
ORD000155,CUST00778,PROD00578,CHAN001,STORE041,2025-04-03
ORD000156,CUST02146,PROD00648,CHAN009,STORE006,2025-02-26
ORD000157,CUST01827,PROD00746,CHAN004,STORE001,2024-07-27
ORD000158,CUST00208,PROD00711,CHAN014,STORE064,2024-12-04
ORD000159,CUST01538,PROD00266,CHAN009,STORE005,2024-08-16
ORD000160,CUST01660,PROD00043,CHAN003,STORE026,2024-05-25
ORD000161,CUST02634,PROD00361,CHAN015,STORE001,2024-06-02
ORD000162,CUST02214,PROD00228,CHAN005,STORE001,2025-03-31
ORD000163,CUST00022,PROD00227,CHAN001,STORE038,2024-01-08
ORD000164,CUST00154,PROD00063,CHAN011,STORE041,2023-08-03
ORD000165,CUST01963,PROD00171,CHAN019,STORE028,2023-12-10
ORD000166,CUST00219,PROD00762,CHAN005,STORE005,2023-06-01
ORD000167,CUST00669,PROD00762,CHAN017,STORE021,2023-09-15
ORD000168,CUST01519,PROD00307,CHAN019,STORE063,2024-07-06
ORD000169,CUST02278,PROD00750,CHAN017,STORE012,2024-02-22
ORD000170,CUST02068,PROD00568,CHAN005,STORE006,2024-05-16
ORD000171,CUST02601,PROD00683,CHAN020,STORE029,2025-05-13
ORD000172,CUST00950,PROD00034,CHAN009,STORE061,2024-01-09
ORD000173,CUST02196,PROD00642,CHAN006,STORE035,2023-12-13
ORD000174,CUST00403,PROD00130,CHAN013,STORE075,2024-05-31
ORD000175,CUST00596,PROD00394,CHAN011,STORE052,2023-11-01
ORD000176,CUST02415,PROD00151,CHAN001,STORE033,2024-10-25
ORD000177,CUST01438,PROD00655,CHAN017,STORE025,2023-09-30
ORD000178,CUST02850,PROD00630,CHAN006,STORE014,2024-08-22
ORD000179,CUST02966,PROD00716,CHAN003,STORE053,2024-08-10
ORD000180,CUST01158,PROD00384,CHAN016,STORE061,2025-01-07
ORD000181,CUST01743,PROD00747,CHAN013,STORE013,2025-02-21
ORD000182,CUST01307,PROD00017,CHAN012,STORE015,2024-05-13
ORD000183,CUST00073,PROD00594,CHAN011,STORE055,2024-04-10
ORD000184,CUST00481,PROD00014,CHAN002,STORE053,2023-11-23
ORD000185,CUST00560,PROD00081,CHAN019,STORE072,2024-12-12
ORD000186,CUST00745,PROD00207,CHAN008,STORE047,2024-08-10
ORD000187,CUST01467,PROD00204,CHAN013,STORE045,2024-07-28
ORD000188,CUST00100,PROD00379,CHAN014,STORE075,2023-12-29
ORD000189,CUST01083,PROD00784,CHAN015,STORE064,2024-08-26
ORD000190,CUST02556,PROD00544,CHAN017,STORE015,2025-01-06
ORD000191,CUST02306,PROD00023,CHAN015,STORE021,2024-09-02
ORD000192,CUST00413,PROD00614,CHAN010,STORE036,2024-08-21
ORD000193,CUST01089,PROD00162,CHAN001,STORE070,2024-04-30
ORD000194,CUST02643,PROD00610,CHAN012,STORE025,2023-12-13
ORD000195,CUST01178,PROD00144,CHAN009,STORE044,2023-09-10
ORD000196,CUST02009,PROD00104,CHAN005,STORE001,2024-08-16
ORD000197,CUST02314,PROD00382,CHAN015,STORE042,2024-12-03
ORD000198,CUST00821,PROD00455,CHAN003,STORE059,2024-02-19
ORD000199,CUST00662,PROD00417,CHAN019,STORE033,2025-03-06
ORD000200,CUST02995,PROD00324,CHAN007,STORE032,2025-04-30
ORD000201,CUST00560,PROD00171,CHAN007,STORE066,2024-10-01
ORD000202,CUST02965,PROD00576,CHAN007,STORE025,2023-10-02
ORD000203,CUST02939,PROD00756,CHAN002,STORE040,2023-10-04
ORD000204,CUST01272,PROD00583,CHAN002,STORE058,2025-03-15
ORD000205,CUST01814,PROD00274,CHAN012,STORE075,2023-11-05
ORD000206,CUST02916,PROD00452,CHAN005,STORE064,2023-08-13
ORD000207,CUST00610,PROD00125,CHAN004,STORE019,2024-03-28
ORD000208,CUST02462,PROD00383,CHAN007,STORE028,2024-03-09
ORD000209,CUST00025,PROD00317,CHAN016,STORE074,2024-11-19
ORD000210,CUST02029,PROD00107,CHAN003,STORE080,2024-08-10
ORD000211,CUST00284,PROD00660,CHAN002,STORE042,2024-09-23
ORD000212,CUST01473,PROD00463,CHAN017,STORE050,2023-12-19
ORD000213,CUST02929,PROD00430,CHAN009,STORE076,2025-04-26
ORD000214,CUST00301,PROD00704,CHAN020,STORE048,2024-11-18
ORD000215,CUST01092,PROD00337,CHAN008,STORE057,2025-05-16
ORD000216,CUST01031,PROD00738,CHAN012,STORE009,2025-03-12
ORD000217,CUST00817,PROD00754,CHAN007,STORE030,2025-03-03
ORD000218,CUST00083,PROD00496,CHAN014,STORE018,2024-10-25
ORD000219,CUST01921,PROD00362,CHAN016,STORE045,2024-10-17
ORD000220,CUST02094,PROD00796,CHAN001,STORE078,2024-02-08
ORD000221,CUST00618,PROD00432,CHAN010,STORE066,2024-01-28
ORD000222,CUST02976,PROD00675,CHAN011,STORE011,2023-10-18
ORD000223,CUST02310,PROD00520,CHAN007,STORE072,2023-08-25
ORD000224,CUST00176,PROD00406,CHAN018,STORE067,2024-12-03
ORD000225,CUST01190,PROD00377,CHAN019,STORE015,2023-11-17
ORD000226,CUST02705,PROD00152,CHAN014,STORE040,2024-01-06
ORD000227,CUST00842,PROD00322,CHAN017,STORE013,2023-07-18
ORD000228,CUST00370,PROD00607,CHAN019,STORE080,2023-11-12
ORD000229,CUST01819,PROD00214,CHAN013,STORE033,2024-12-20
ORD000230,CUST02102,PROD00576,CHAN003,STORE002,2024-01-17
ORD000231,CUST00690,PROD00065,CHAN002,STORE034,2024-12-10
ORD000232,CUST01780,PROD00270,CHAN009,STORE016,2024-09-09
ORD000233,CUST01365,PROD00537,CHAN007,STORE014,2023-08-14
ORD000234,CUST01433,PROD00100,CHAN014,STORE046,2024-04-10
ORD000235,CUST00367,PROD00105,CHAN005,STORE050,2024-12-22
ORD000236,CUST00644,PROD00131,CHAN020,STORE005,2024-09-12
ORD000237,CUST02427,PROD00389,CHAN015,STORE043,2024-11-06
ORD000238,CUST00073,PROD00321,CHAN020,STORE018,2025-02-11
ORD000239,CUST02963,PROD00438,CHAN001,STORE048,2024-11-02
ORD000240,CUST01272,PROD00019,CHAN020,STORE064,2023-07-21
ORD000241,CUST00860,PROD00225,CHAN007,STORE026,2024-09-07
ORD000242,CUST00043,PROD00618,CHAN005,STORE074,2025-03-22
ORD000243,CUST02425,PROD00566,CHAN004,STORE070,2023-11-07
ORD000244,CUST01065,PROD00460,CHAN011,STORE014,2024-04-24
ORD000245,CUST02218,PROD00394,CHAN019,STORE066,2024-06-09
ORD000246,CUST02260,PROD00226,CHAN006,STORE061,2023-06-26
ORD000247,CUST01517,PROD00360,CHAN020,STORE073,2025-02-17
ORD000248,CUST02087,PROD00430,CHAN018,STORE077,2023-11-02
ORD000249,CUST00369,PROD00015,CHAN005,STORE021,2025-05-16
ORD000250,CUST02805,PROD00560,CHAN020,STORE055,2024-09-10
ORD000251,CUST00151,PROD00651,CHAN015,STORE002,2025-02-23
ORD000252,CUST01135,PROD00546,CHAN020,STORE003,2024-09-10
ORD000253,CUST01504,PROD00414,CHAN006,STORE013,2024-12-15
ORD000254,CUST01460,PROD00355,CHAN004,STORE021,2025-02-12
ORD000255,CUST01071,PROD00457,CHAN017,STORE033,2024-05-20
ORD000256,CUST01024,PROD00722,CHAN015,STORE020,2025-03-31
ORD000257,CUST01599,PROD00531,CHAN018,STORE018,2023-12-15
ORD000258,CUST02785,PROD00196,CHAN006,STORE038,2023-11-11
ORD000259,CUST02041,PROD00115,CHAN020,STORE025,2023-11-06
ORD000260,CUST01390,PROD00417,CHAN019,STORE038,2024-04-01
ORD000261,CUST00069,PROD00352,CHAN012,STORE015,2023-11-13
ORD000262,CUST02347,PROD00075,CHAN009,STORE029,2023-06-24
ORD000263,CUST00944,PROD00662,CHAN008,STORE064,2024-10-06
ORD000264,CUST00802,PROD00036,CHAN015,STORE032,2024-12-09
ORD000265,CUST02344,PROD00242,CHAN001,STORE072,2024-06-18
ORD000266,CUST02251,PROD00663,CHAN002,STORE043,2024-02-28
ORD000267,CUST00061,PROD00063,CHAN003,STORE013,2023-08-15
ORD000268,CUST00946,PROD00666,CHAN019,STORE078,2023-08-06
ORD000269,CUST01338,PROD00509,CHAN010,STORE025,2025-02-16
ORD000270,CUST01185,PROD00188,CHAN014,STORE049,2024-05-12
ORD000271,CUST00331,PROD00735,CHAN019,STORE008,2023-08-26
ORD000272,CUST01552,PROD00093,CHAN011,STORE028,2024-04-01
ORD000273,CUST00338,PROD00005,CHAN006,STORE011,2024-09-11
ORD000274,CUST01630,PROD00438,CHAN019,STORE055,2024-07-14
ORD000275,CUST01328,PROD00166,CHAN014,STORE010,2023-07-23
ORD000276,CUST01527,PROD00446,CHAN008,STORE059,2024-03-19
ORD000277,CUST01674,PROD00025,CHAN002,STORE065,2024-02-17
ORD000278,CUST01362,PROD00508,CHAN018,STORE005,2024-02-29
ORD000279,CUST01574,PROD00098,CHAN004,STORE080,2025-02-01
ORD000280,CUST02687,PROD00268,CHAN003,STORE020,2023-09-02
ORD000281,CUST00275,PROD00662,CHAN002,STORE005,2024-09-14
ORD000282,CUST01188,PROD00393,CHAN004,STORE067,2024-02-09
ORD000283,CUST02367,PROD00764,CHAN018,STORE030,2024-11-09
ORD000284,CUST02637,PROD00596,CHAN011,STORE034,2023-11-17
ORD000285,CUST02552,PROD00285,CHAN009,STORE001,2023-06-21
ORD000286,CUST02435,PROD00684,CHAN008,STORE027,2025-01-10
ORD000287,CUST01994,PROD00733,CHAN008,STORE063,2025-05-19
ORD000288,CUST00870,PROD00109,CHAN005,STORE034,2023-08-21
ORD000289,CUST02881,PROD00027,CHAN013,STORE032,2024-07-18
ORD000290,CUST01015,PROD00758,CHAN007,STORE071,2023-11-30
ORD000291,CUST01912,PROD00055,CHAN005,STORE046,2023-06-12
ORD000292,CUST00603,PROD00133,CHAN013,STORE068,2024-11-27
ORD000293,CUST01800,PROD00052,CHAN020,STORE057,2023-12-03
ORD000294,CUST00691,PROD00493,CHAN016,STORE022,2024-09-28
ORD000295,CUST00494,PROD00765,CHAN014,STORE029,2024-09-09
ORD000296,CUST00490,PROD00781,CHAN005,STORE045,2024-09-04
ORD000297,CUST02769,PROD00298,CHAN019,STORE045,2024-02-24
ORD000298,CUST02557,PROD00399,CHAN004,STORE067,2024-01-24
ORD000299,CUST00390,PROD00591,CHAN011,STORE021,2023-07-23
ORD000300,CUST00295,PROD00018,CHAN002,STORE021,2024-05-08
ORD000301,CUST01393,PROD00770,CHAN013,STORE060,2024-05-07
ORD000302,CUST02844,PROD00619,CHAN016,STORE029,2024-07-28
ORD000303,CUST02913,PROD00559,CHAN009,STORE033,2024-03-14
ORD000304,CUST01718,PROD00246,CHAN016,STORE039,2024-11-14
ORD000305,CUST02597,PROD00503,CHAN007,STORE062,2024-04-17
ORD000306,CUST00649,PROD00089,CHAN016,STORE071,2024-07-01
ORD000307,CUST01874,PROD00203,CHAN013,STORE045,2023-10-16
ORD000308,CUST00568,PROD00240,CHAN005,STORE058,2024-07-01
ORD000309,CUST02901,PROD00490,CHAN015,STORE073,2024-06-18
ORD000310,CUST02818,PROD00780,CHAN007,STORE001,2023-11-22
ORD000311,CUST00445,PROD00013,CHAN018,STORE011,2024-07-04
ORD000312,CUST00363,PROD00649,CHAN020,STORE032,2025-02-19
ORD000313,CUST02171,PROD00315,CHAN002,STORE074,2024-08-24
ORD000314,CUST01212,PROD00685,CHAN008,STORE049,2023-11-22
ORD000315,CUST00742,PROD00742,CHAN010,STORE076,2024-04-16
ORD000316,CUST02042,PROD00198,CHAN010,STORE030,2025-05-01
ORD000317,CUST00680,PROD00243,CHAN011,STORE060,2024-04-08
ORD000318,CUST02468,PROD00507,CHAN008,STORE010,2024-01-14
ORD000319,CUST01643,PROD00043,CHAN016,STORE076,2024-05-06
ORD000320,CUST01573,PROD00330,CHAN016,STORE021,2024-09-25
ORD000321,CUST01359,PROD00791,CHAN017,STORE006,2023-08-30
ORD000322,CUST02140,PROD00591,CHAN006,STORE038,2024-08-05
ORD000323,CUST00063,PROD00429,CHAN018,STORE058,2023-08-26
ORD000324,CUST02560,PROD00791,CHAN017,STORE008,2024-09-20
ORD000325,CUST01163,PROD00744,CHAN012,STORE070,2023-06-21
ORD000326,CUST01229,PROD00613,CHAN015,STORE063,2023-11-24
ORD000327,CUST02820,PROD00162,CHAN007,STORE034,2024-02-19
ORD000328,CUST00256,PROD00656,CHAN014,STORE049,2024-10-14
ORD000329,CUST00135,PROD00621,CHAN004,STORE040,2023-12-06
ORD000330,CUST00875,PROD00435,CHAN017,STORE029,2024-01-10
ORD000331,CUST00822,PROD00233,CHAN011,STORE009,2025-04-01
ORD000332,CUST02136,PROD00111,CHAN006,STORE021,2023-12-30
ORD000333,CUST00823,PROD00232,CHAN010,STORE032,2023-08-12
ORD000334,CUST00974,PROD00750,CHAN015,STORE072,2024-11-20
ORD000335,CUST02982,PROD00709,CHAN006,STORE055,2025-01-16
ORD000336,CUST01778,PROD00273,CHAN016,STORE043,2024-01-17
ORD000337,CUST00121,PROD00598,CHAN012,STORE010,2023-09-18
ORD000338,CUST01638,PROD00041,CHAN019,STORE049,2024-03-02
ORD000339,CUST01365,PROD00560,CHAN016,STORE013,2024-07-22
ORD000340,CUST01008,PROD00466,CHAN014,STORE041,2025-03-08
ORD000341,CUST00925,PROD00077,CHAN006,STORE079,2023-07-21
ORD000342,CUST00645,PROD00690,CHAN009,STORE031,2023-12-16
ORD000343,CUST02033,PROD00490,CHAN001,STORE032,2024-09-14
ORD000344,CUST02762,PROD00769,CHAN008,STORE045,2023-05-27
ORD000345,CUST02908,PROD00117,CHAN007,STORE013,2025-05-07
ORD000346,CUST02069,PROD00434,CHAN014,STORE025,2024-11-08
ORD000347,CUST00242,PROD00019,CHAN008,STORE068,2025-01-18
ORD000348,CUST02503,PROD00571,CHAN011,STORE015,2025-01-10
ORD000349,CUST02669,PROD00196,CHAN009,STORE064,2024-04-28
ORD000350,CUST02351,PROD00619,CHAN019,STORE060,2025-04-05
ORD000351,CUST01620,PROD00451,CHAN007,STORE008,2025-01-28
ORD000352,CUST00803,PROD00425,CHAN006,STORE074,2025-03-27
ORD000353,CUST00964,PROD00394,CHAN018,STORE017,2023-09-26
ORD000354,CUST00069,PROD00284,CHAN005,STORE005,2024-03-08
ORD000355,CUST01153,PROD00034,CHAN019,STORE013,2024-07-10
ORD000356,CUST00196,PROD00295,CHAN011,STORE021,2024-06-07
ORD000357,CUST02188,PROD00251,CHAN005,STORE044,2023-11-19
ORD000358,CUST02331,PROD00638,CHAN009,STORE076,2024-04-18
ORD000359,CUST02360,PROD00339,CHAN008,STORE053,2024-08-03
ORD000360,CUST00746,PROD00618,CHAN011,STORE028,2023-11-27
ORD000361,CUST01689,PROD00440,CHAN006,STORE066,2023-11-02
ORD000362,CUST00277,PROD00180,CHAN015,STORE021,2024-06-21
ORD000363,CUST00061,PROD00622,CHAN006,STORE057,2024-08-30
ORD000364,CUST01914,PROD00228,CHAN011,STORE055,2025-03-08
ORD000365,CUST02100,PROD00633,CHAN015,STORE002,2024-01-04
ORD000366,CUST02201,PROD00619,CHAN012,STORE065,2024-01-04
ORD000367,CUST01773,PROD00643,CHAN009,STORE077,2025-03-01
ORD000368,CUST01335,PROD00023,CHAN010,STORE003,2023-12-19
ORD000369,CUST01838,PROD00657,CHAN015,STORE059,2024-10-18
ORD000370,CUST02592,PROD00327,CHAN017,STORE063,2025-01-17
ORD000371,CUST00567,PROD00154,CHAN016,STORE005,2024-01-14
ORD000372,CUST01572,PROD00619,CHAN008,STORE066,2024-07-24
ORD000373,CUST00622,PROD00146,CHAN017,STORE018,2024-08-03
ORD000374,CUST02026,PROD00252,CHAN011,STORE009,2023-08-01
ORD000375,CUST01201,PROD00302,CHAN011,STORE022,2025-05-16
ORD000376,CUST00314,PROD00070,CHAN006,STORE028,2024-05-26
ORD000377,CUST02855,PROD00543,CHAN002,STORE060,2024-01-10
ORD000378,CUST02896,PROD00093,CHAN001,STORE012,2024-01-12
ORD000379,CUST02145,PROD00649,CHAN020,STORE037,2023-08-09
ORD000380,CUST02929,PROD00163,CHAN006,STORE042,2023-07-24
ORD000381,CUST01237,PROD00081,CHAN005,STORE054,2024-07-01
ORD000382,CUST02877,PROD00588,CHAN009,STORE042,2024-10-19
ORD000383,CUST00137,PROD00063,CHAN005,STORE067,2023-11-29
ORD000384,CUST01030,PROD00612,CHAN018,STORE056,2025-01-31
ORD000385,CUST02157,PROD00436,CHAN019,STORE046,2024-09-15
ORD000386,CUST02595,PROD00048,CHAN015,STORE005,2023-10-16
