FeedbackID,CustomerID,ProductID,Rating,DateCreated
CFBP000154,CUST02513,PROD00639,1,2023-07-25
CFBP000155,CUST00311,PROD00071,2,2023-11-02
CFBP000156,CUST01115,PROD00646,2,2023-06-30
CFBP000157,CUST02979,PROD00765,2,2024-06-03
CFBP000158,CUST01322,PROD00525,4,2024-11-23
CFBP000159,CUST00280,PROD00174,2,2024-09-19
CFBP000160,CUST02759,PROD00090,2,2025-04-20
CFBP000161,CUST00967,PROD00368,5,2023-12-17
CFBP000162,CUST00695,PROD00207,1,2024-12-24
CFBP000163,CUST00910,PROD00062,1,2023-08-16
CFBP000164,CUST02615,PROD00319,2,2024-12-11
CFBP000165,CUST00271,PROD00551,1,2025-05-12
CFBP000166,CUST01541,PROD00060,3,2024-02-17
CFBP000167,CUST01125,PROD00105,2,2025-03-02
CFBP000168,CUST01412,PROD00239,2,2024-11-01
CFBP000169,CUST01310,PROD00462,4,2024-04-06
CFBP000170,CUST01754,PROD00127,3,2023-12-05
CFBP000171,CUST00841,PROD00083,2,2024-02-25
CFBP000172,CUST01822,PROD00220,2,2024-08-07
CFBP000173,CUST01004,PROD00408,1,2023-09-28
CFBP000174,CUST00240,PROD00617,2,2024-02-13
CFBP000175,CUST01640,PROD00586,2,2025-01-30
CFBP000176,CUST00361,PROD00647,2,2023-07-20
CFBP000177,CUST00734,PROD00430,2,2024-12-11
CFBP000178,CUST00852,PROD00574,4,2023-10-29
CFBP000179,CUST00860,PROD00513,3,2024-09-18
CFBP000180,CUST00701,PROD00079,4,2024-05-16
CFBP000181,CUST01351,PROD00065,1,2023-12-13
CFBP000182,CUST02884,PROD00183,5,2024-05-23
CFBP000183,CUST00823,PROD00066,2,2024-01-08
CFBP000184,CUST01635,PROD00208,1,2024-12-24
CFBP000185,CUST00097,PROD00054,5,2024-07-15
CFBP000186,CUST00327,PROD00221,2,2025-01-03
CFBP000187,CUST02121,PROD00236,2,2025-01-14
CFBP000188,CUST00994,PROD00612,5,2023-12-03
CFBP000189,CUST01280,PROD00438,4,2023-07-28
CFBP000190,CUST01767,PROD00103,5,2023-10-03
CFBP000191,CUST00994,PROD00436,5,2024-01-11
CFBP000192,CUST00333,PROD00694,3,2023-09-23
CFBP000193,CUST01181,PROD00421,2,2025-03-16
CFBP000194,CUST01965,PROD00108,2,2023-09-12
CFBP000195,CUST02506,PROD00524,4,2023-10-20
CFBP000196,CUST02782,PROD00443,4,2024-04-01
CFBP000197,CUST02924,PROD00506,3,2023-07-27
CFBP000198,CUST02906,PROD00404,3,2024-07-07
CFBP000199,CUST00099,PROD00343,3,2024-07-21
CFBP000200,CUST02780,PROD00598,4,2024-12-05
CFBP000201,CUST02973,PROD00800,5,2023-06-04
CFBP000202,CUST00244,PROD00327,2,2025-05-04
CFBP000203,CUST01501,PROD00214,2,2023-12-12
CFBP000204,CUST01465,PROD00556,1,2024-04-05
CFBP000205,CUST01399,PROD00322,4,2025-03-29
CFBP000206,CUST02710,PROD00078,4,2023-08-02
CFBP000207,CUST00367,PROD00055,3,2023-08-17
CFBP000208,CUST02547,PROD00784,1,2024-07-05
CFBP000209,CUST01482,PROD00071,1,2024-04-12
CFBP000210,CUST02161,PROD00068,4,2023-08-18
CFBP000211,CUST02993,PROD00180,3,2024-02-17
CFBP000212,CUST01048,PROD00380,2,2024-06-21
CFBP000213,CUST00283,PROD00686,3,2023-12-22
CFBP000214,CUST01316,PROD00681,2,2024-02-25
CFBP000215,CUST01387,PROD00450,4,2023-07-28
CFBP000216,CUST02449,PROD00261,3,2025-01-05
CFBP000217,CUST02616,PROD00447,1,2023-06-26
CFBP000218,CUST02762,PROD00637,5,2024-01-23
CFBP000219,CUST01738,PROD00131,1,2023-06-08
CFBP000220,CUST00422,PROD00234,2,2025-02-10
CFBP000221,CUST02897,PROD00154,4,2025-01-07
CFBP000222,CUST01267,PROD00330,3,2023-07-22
CFBP000223,CUST01378,PROD00637,4,2024-04-20
CFBP000224,CUST01412,PROD00612,4,2024-07-30
CFBP000225,CUST00475,PROD00053,2,2024-02-02
CFBP000226,CUST02453,PROD00468,4,2025-04-13
CFBP000227,CUST02084,PROD00640,3,2025-03-27
CFBP000228,CUST00358,PROD00413,1,2024-12-06
CFBP000229,CUST00558,PROD00014,4,2023-05-27
CFBP000230,CUST01351,PROD00496,3,2024-02-23
CFBP000231,CUST01068,PROD00517,3,2023-08-23
CFBP000232,CUST02368,PROD00762,2,2024-05-05
CFBP000233,CUST00738,PROD00368,4,2025-03-02
CFBP000234,CUST02706,PROD00539,2,2024-07-28
CFBP000235,CUST02520,PROD00637,1,2024-09-14
CFBP000236,CUST02573,PROD00452,1,2024-06-27
CFBP000237,CUST00025,PROD00541,3,2024-05-10
CFBP000238,CUST00640,PROD00515,4,2024-05-02
CFBP000239,CUST01575,PROD00481,3,2024-03-07
CFBP000240,CUST02924,PROD00414,4,2023-12-10
CFBP000241,CUST01209,PROD00228,2,2023-09-18
CFBP000242,CUST00174,PROD00137,1,2024-07-02
CFBP000243,CUST01418,PROD00769,1,2024-10-16
CFBP000244,CUST00186,PROD00240,2,2024-12-24
CFBP000245,CUST01305,PROD00791,5,2025-01-22
CFBP000246,CUST01001,PROD00672,5,2023-11-21
CFBP000247,CUST01319,PROD00472,5,2025-01-02
CFBP000248,CUST00528,PROD00518,4,2023-07-06
CFBP000249,CUST00684,PROD00461,2,2024-09-12
CFBP000250,CUST02234,PROD00305,4,2024-03-10
CFBP000251,CUST01568,PROD00655,4,2024-06-06
CFBP000252,CUST00575,PROD00181,2,2023-10-05
CFBP000253,CUST02035,PROD00030,4,2023-12-09
CFBP000254,CUST01885,PROD00765,2,2024-11-06
CFBP000255,CUST01325,PROD00040,5,2023-06-23
CFBP000256,CUST00309,PROD00187,5,2024-04-25
CFBP000257,CUST01213,PROD00319,4,2023-07-25
CFBP000258,CUST01842,PROD00227,1,2023-11-16
CFBP000259,CUST01435,PROD00732,2,2024-10-13
CFBP000260,CUST00538,PROD00324,3,2024-08-11
CFBP000261,CUST00858,PROD00043,3,2024-03-02
CFBP000262,CUST01575,PROD00656,4,2025-03-22
CFBP000263,CUST00193,PROD00278,1,2023-11-05
CFBP000264,CUST01187,PROD00319,2,2023-08-04
CFBP000265,CUST00053,PROD00174,5,2024-04-17
CFBP000266,CUST00475,PROD00759,4,2023-12-15
CFBP000267,CUST00174,PROD00685,2,2024-12-22
CFBP000268,CUST01220,PROD00041,2,2025-04-08
CFBP000269,CUST01814,PROD00409,2,2024-11-25
CFBP000270,CUST00700,PROD00562,1,2024-08-18
CFBP000271,CUST02438,PROD00323,2,2023-08-13
CFBP000272,CUST00457,PROD00180,1,2024-01-21
CFBP000273,CUST01355,PROD00159,1,2023-12-19
CFBP000274,CUST01519,PROD00037,2,2025-04-12
CFBP000275,CUST02170,PROD00406,5,2024-06-04
CFBP000276,CUST02466,PROD00539,2,2024-05-17
CFBP000277,CUST00159,PROD00376,5,2024-09-17
CFBP000278,CUST02646,PROD00256,4,2023-10-08
CFBP000279,CUST01838,PROD00278,3,2023-07-03
CFBP000280,CUST00516,PROD00249,4,2023-09-08
CFBP000281,CUST01026,PROD00693,1,2024-05-29
CFBP000282,CUST00659,PROD00017,4,2023-07-05
CFBP000283,CUST00678,PROD00368,3,2023-10-11
CFBP000284,CUST00315,PROD00125,3,2024-05-02
CFBP000285,CUST02376,PROD00312,5,2023-08-02
CFBP000286,CUST00276,PROD00212,4,2023-08-11
CFBP000287,CUST02764,PROD00472,1,2025-04-04
CFBP000288,CUST00452,PROD00749,1,2025-01-01
CFBP000289,CUST01589,PROD00415,5,2024-11-27
CFBP000290,CUST00486,PROD00500,5,2023-09-03
CFBP000291,CUST01131,PROD00712,4,2024-09-08
CFBP000292,CUST00567,PROD00181,5,2025-02-16
CFBP000293,CUST00246,PROD00389,3,2023-07-22
CFBP000294,CUST02983,PROD00642,1,2025-03-09
CFBP000295,CUST00889,PROD00633,3,2023-10-30
CFBP000296,CUST02212,PROD00187,2,2024-04-05
CFBP000297,CUST02575,PROD00739,3,2024-05-03
CFBP000298,CUST00001,PROD00674,1,2024-04-27
CFBP000299,CUST02911,PROD00624,2,2024-07-13
CFBP000300,CUST02185,PROD00468,4,2024-07-22
CFBP000301,CUST00151,PROD00457,2,2023-12-29
CFBP000302,CUST01768,PROD00134,5,2023-11-25
CFBP000303,CUST01511,PROD00698,1,2025-03-19
CFBP000304,CUST01249,PROD00175,5,2025-03-04
CFBP000305,CUST01129,PROD00261,3,2024-04-21
CFBP000306,CUST00999,PROD00317,4,2024-05-08
CFBP000307,CUST00698,PROD00269,1,2023-10-30
CFBP000308,CUST01089,PROD00794,4,2025-02-23
CFBP000309,CUST02381,PROD00470,1,2024-02-12
CFBP000310,CUST02420,PROD00224,5,2023-06-09
CFBP000311,CUST01231,PROD00252,3,2024-03-31
CFBP000312,CUST02629,PROD00064,2,2024-01-06
CFBP000313,CUST00686,PROD00464,4,2025-04-02
CFBP000314,CUST02757,PROD00124,1,2024-12-02
CFBP000315,CUST00928,PROD00582,1,2023-09-06
CFBP000316,CUST01843,PROD00238,4,2024-07-21
CFBP000317,CUST01733,PROD00075,2,2025-03-08
CFBP000318,CUST00740,PROD00442,3,2023-07-23
CFBP000319,CUST00271,PROD00500,1,2023-12-18
CFBP000320,CUST01973,PROD00522,1,2025-02-11
CFBP000321,CUST00711,PROD00268,4,2023-12-18
CFBP000322,CUST00325,PROD00487,4,2023-07-07
CFBP000323,CUST00990,PROD00600,1,2024-06-01
CFBP000324,CUST01551,PROD00050,1,2023-09-20
CFBP000325,CUST00798,PROD00655,1,2024-04-07
CFBP000326,CUST01870,PROD00059,5,2025-03-06
CFBP000327,CUST02968,PROD00454,1,2024-07-04
CFBP000328,CUST02595,PROD00723,3,2024-01-02
CFBP000329,CUST01093,PROD00072,3,2023-09-09
CFBP000330,CUST02956,PROD00756,2,2025-02-01
CFBP000331,CUST00212,PROD00751,4,2024-08-07
CFBP000332,CUST01582,PROD00190,2,2024-06-13
CFBP000333,CUST01444,PROD00562,1,2023-10-29
CFBP000334,CUST02645,PROD00717,4,2024-12-30
CFBP000335,CUST00048,PROD00566,1,2024-05-30
CFBP000336,CUST00231,PROD00736,4,2025-04-02
CFBP000337,CUST00579,PROD00156,5,2025-01-22
CFBP000338,CUST02998,PROD00563,5,2025-04-28
CFBP000339,CUST01113,PROD00753,5,2025-03-24
CFBP000340,CUST01755,PROD00673,2,2023-11-05
CFBP000341,CUST02980,PROD00641,4,2024-06-26
CFBP000342,CUST02100,PROD00085,2,2024-01-14
CFBP000343,CUST00422,PROD00069,4,2024-12-05
CFBP000344,CUST00611,PROD00385,1,2023-09-17
CFBP000345,CUST00446,PROD00373,5,2024-06-15
CFBP000346,CUST00961,PROD00055,5,2024-05-16
CFBP000347,CUST00131,PROD00085,4,2024-01-08
CFBP000348,CUST02648,PROD00592,2,2025-05-07
CFBP000349,CUST01672,PROD00732,2,2023-06-24
CFBP000350,CUST02422,PROD00622,3,2024-06-17
CFBP000351,CUST02599,PROD00765,5,2024-08-13
CFBP000352,CUST02578,PROD00317,5,2024-11-14
CFBP000353,CUST02435,PROD00164,2,2024-07-18
CFBP000354,CUST00336,PROD00615,5,2024-02-24
CFBP000355,CUST02784,PROD00625,2,2025-04-08
CFBP000356,CUST01141,PROD00252,3,2025-03-02
CFBP000357,CUST01025,PROD00152,4,2024-07-26
CFBP000358,CUST01653,PROD00336,4,2023-12-15
CFBP000359,CUST02944,PROD00368,3,2023-12-05
CFBP000360,CUST00538,PROD00763,5,2024-04-01
CFBP000361,CUST00496,PROD00600,1,2024-01-30
CFBP000362,CUST00508,PROD00100,5,2024-10-30
CFBP000363,CUST00681,PROD00120,2,2025-03-28
CFBP000364,CUST02613,PROD00385,1,2025-01-22
CFBP000365,CUST00781,PROD00303,3,2024-11-04
CFBP000366,CUST00760,PROD00716,4,2024-05-18
CFBP000367,CUST00128,PROD00149,4,2025-05-04
CFBP000368,CUST01293,PROD00201,5,2024-11-22
CFBP000369,CUST02194,PROD00003,4,2024-01-06
CFBP000370,CUST02547,PROD00400,5,2024-09-08
CFBP000371,CUST00966,PROD00068,2,2024-05-23
CFBP000372,CUST00560,PROD00154,2,2025-05-14
CFBP000373,CUST01223,PROD00494,3,2024-11-23
CFBP000374,CUST00924,PROD00182,2,2025-05-23
CFBP000375,CUST01628,PROD00525,5,2024-11-09
CFBP000376,CUST02451,PROD00189,4,2023-09-27
CFBP000377,CUST02390,PROD00020,2,2024-11-29
CFBP000378,CUST01072,PROD00283,2,2024-10-15
CFBP000379,CUST00541,PROD00010,5,2024-05-29
CFBP000380,CUST01200,PROD00700,2,2023-12-06
CFBP000381,CUST00511,PROD00531,4,2023-06-25
CFBP000382,CUST02067,PROD00655,4,2024-05-13
CFBP000383,CUST02543,PROD00615,4,2023-11-21
CFBP000384,CUST00355,PROD00303,4,2023-07-17
CFBP000385,CUST02607,PROD00241,1,2023-06-26
CFBP000386,CUST00345,PROD00152,4,2025-02-27
CFBP000387,CUST01084,PROD00784,1,2024-04-16
CFBP000388,CUST02736,PROD00337,4,2023-12-23
CFBP000389,CUST01791,PROD00188,4,2024-03-10
CFBP000390,CUST02277,PROD00464,5,2023-06-10
CFBP000391,CUST00147,PROD00722,4,2024-11-14
CFBP000392,CUST02380,PROD00177,2,2023-12-15
CFBP000393,CUST02481,PROD00706,4,2025-05-24
CFBP000394,CUST00399,PROD00177,3,2024-05-30
CFBP000395,CUST01724,PROD00415,5,2024-08-31
CFBP000396,CUST02884,PROD00578,5,2024-05-25
CFBP000397,CUST01435,PROD00310,4,2024-11-27
CFBP000398,CUST00587,PROD00002,3,2023-06-15
CFBP000399,CUST02647,PROD00317,4,2024-09-12
CFBP000400,CUST01295,PROD00783,2,2025-01-27
CFBP000401,CUST02805,PROD00509,5,2023-10-28
CFBP000402,CUST02394,PROD00572,5,2024-02-29
CFBP000403,CUST01543,PROD00368,3,2024-03-19
CFBP000404,CUST01805,PROD00555,1,2023-12-30
CFBP000405,CUST02036,PROD00605,3,2023-12-26
CFBP000406,CUST01428,PROD00226,2,2024-02-29
CFBP000407,CUST00738,PROD00480,3,2024-11-02
CFBP000408,CUST01778,PROD00798,1,2023-10-01
CFBP000409,CUST00380,PROD00063,2,2024-04-26
CFBP000410,CUST02469,PROD00280,2,2024-11-09
CFBP000411,CUST01204,PROD00014,1,2023-11-07
CFBP000412,CUST01662,PROD00028,4,2024-08-09
CFBP000413,CUST01307,PROD00142,3,2024-03-30
CFBP000414,CUST02466,PROD00620,2,2024-01-13
CFBP000415,CUST00356,PROD00590,3,2024-03-16
CFBP000416,CUST00016,PROD00759,1,2024-06-26
CFBP000417,CUST00315,PROD00473,5,2023-07-18
CFBP000418,CUST02581,PROD00524,1,2023-06-13
CFBP000419,CUST01040,PROD00184,3,2025-05-20
CFBP000420,CUST01487,PROD00317,2,2024-05-09
CFBP000421,CUST02593,PROD00361,3,2024-10-11
CFBP000422,CUST00694,PROD00445,5,2025-01-20
CFBP000423,CUST00069,PROD00296,2,2024-12-06
CFBP000424,CUST00411,PROD00404,5,2025-03-28
CFBP000425,CUST02860,PROD00752,4,2023-08-27
CFBP000426,CUST00919,PROD00263,1,2024-02-21
CFBP000427,CUST02895,PROD00377,4,2025-01-28
CFBP000428,CUST00740,PROD00585,3,2024-06-11
CFBP000429,CUST01491,PROD00068,4,2024-01-07
CFBP000430,CUST02487,PROD00799,1,2025-03-03
CFBP000431,CUST02578,PROD00471,2,2025-02-08
CFBP000432,CUST02778,PROD00732,5,2023-06-07
CFBP000433,CUST00273,PROD00047,2,2024-02-28
CFBP000434,CUST00459,PROD00058,4,2023-08-01
CFBP000435,CUST00820,PROD00024,3,2023-12-30
CFBP000436,CUST01197,PROD00290,4,2024-11-08
CFBP000437,CUST02616,PROD00444,1,2025-05-09
CFBP000438,CUST00861,PROD00403,1,2024-10-28
CFBP000439,CUST01974,PROD00024,3,2025-03-13
CFBP000440,CUST01545,PROD00064,2,2025-03-17
CFBP000441,CUST02545,PROD00767,1,2024-03-26
CFBP000442,CUST00795,PROD00660,1,2025-02-01
CFBP000443,CUST00805,PROD00628,3,2024-07-13
CFBP000444,CUST01096,PROD00610,2,2025-04-16
CFBP000445,CUST02982,PROD00239,4,2025-04-28
CFBP000446,CUST01891,PROD00283,5,2023-07-26
CFBP000447,CUST00840,PROD00442,3,2024-02-17
CFBP000448,CUST02683,PROD00300,2,2025-05-23
CFBP000449,CUST00603,PROD00093,5,2024-10-03
CFBP000450,CUST02784,PROD00577,3,2024-02-13
CFBP000451,CUST01433,PROD00375,4,2025-04-12
CFBP000452,CUST01834,PROD00686,4,2024-03-10
CFBP000453,CUST00367,PROD00310,2,2023-12-26
CFBP000454,CUST00256,PROD00747,2,2024-12-18
CFBP000455,CUST02488,PROD00167,4,2024-02-21
CFBP000456,CUST01359,PROD00749,4,2024-09-18
CFBP000457,CUST02483,PROD00007,3,2025-04-02
CFBP000458,CUST00690,PROD00043,2,2024-09-11
CFBP000459,CUST00308,PROD00788,5,2025-02-28
CFBP000460,CUST02036,PROD00340,4,2025-02-17
CFBP000461,CUST01697,PROD00153,5,2024-09-10
CFBP000462,CUST00409,PROD00043,2,2023-12-18
CFBP000463,CUST00826,PROD00725,2,2024-08-04
CFBP000464,CUST01192,PROD00201,1,2024-06-03
CFBP000465,CUST02135,PROD00667,4,2023-08-09
CFBP000466,CUST02051,PROD00732,2,2023-12-19
CFBP000467,CUST02420,PROD00665,2,2024-01-19
CFBP000468,CUST01552,PROD00548,4,2025-04-01
CFBP000469,CUST02690,PROD00226,1,2025-02-10
CFBP000470,CUST00098,PROD00633,1,2024-11-16
CFBP000471,CUST02718,PROD00521,1,2025-01-21
CFBP000472,CUST01775,PROD00339,1,2024-05-28
CFBP000473,CUST01546,PROD00335,3,2024-08-17
CFBP000474,CUST00321,PROD00181,4,2024-04-29
CFBP000475,CUST00534,PROD00533,4,2024-08-28
CFBP000476,CUST02868,PROD00272,4,2023-06-20
CFBP000477,CUST02415,PROD00194,1,2024-08-25
CFBP000478,CUST01208,PROD00538,1,2024-07-09
CFBP000479,CUST00417,PROD00797,2,2024-07-24
CFBP000480,CUST02777,PROD00481,3,2024-01-15
CFBP000481,CUST01238,PROD00098,4,2023-11-01
CFBP000482,CUST00848,PROD00430,3,2024-06-11
CFBP000483,CUST00670,PROD00512,4,2024-04-29
CFBP000484,CUST01944,PROD00731,1,2025-04-21
CFBP000485,CUST02181,PROD00327,1,2025-02-15
CFBP000486,CUST02101,PROD00785,4,2024-12-20
CFBP000487,CUST00741,PROD00800,5,2024-06-21
CFBP000488,CUST02743,PROD00578,1,2025-02-21
CFBP000489,CUST00023,PROD00416,2,2025-02-25
CFBP000490,CUST01655,PROD00111,1,2024-11-20
CFBP000491,CUST00460,PROD00212,2,2025-04-20
CFBP000492,CUST00650,PROD00683,3,2023-07-03
CFBP000493,CUST00482,PROD00571,1,2024-12-18
CFBP000494,CUST00120,PROD00030,1,2023-10-10
CFBP000495,CUST00673,PROD00267,3,2024-12-12
CFBP000496,CUST02256,PROD00666,2,2024-06-18
CFBP000497,CUST01885,PROD00350,5,2023-10-12
CFBP000498,CUST00318,PROD00514,2,2023-07-23
