InteractionID,CustomerID,SatisfactionRating,DateCreated
CSI000267,CUST01760,4,2024-07-06
CSI000268,CUST02777,1,2024-04-23
CSI000269,CUST01068,3,2024-08-17
CSI000270,CUST02229,4,2024-01-17
CSI000271,CUST02652,3,2024-08-10
CSI000272,CUST02476,5,2024-12-30
CSI000273,CUST00268,4,2025-04-08
CSI000274,CUST02906,4,2024-07-20
CSI000275,CUST02628,4,2024-03-30
CSI000276,CUST02924,3,2025-04-22
CSI000277,CUST02199,4,2024-03-11
CSI000278,CUST02648,5,2023-06-06
CSI000279,CUST02143,1,2025-03-19
CSI000280,CUST00382,1,2023-07-02
CSI000281,CUST01822,2,2024-06-06
CSI000282,CUST00515,5,2024-03-28
CSI000283,CUST01744,5,2025-03-16
CSI000284,CUST00930,4,2023-06-14
CSI000285,CUST01638,2,2024-06-21
CSI000286,CUST01449,5,2023-12-16
CSI000287,CUST00199,5,2025-01-27
CSI000288,CUST02056,5,2024-06-04
CSI000289,CUST01927,3,2024-08-03
CSI000290,CUST01781,5,2023-07-10
CSI000291,CUST00805,3,2024-07-16
CSI000292,CUST01975,5,2025-04-12
CSI000293,CUST00327,1,2023-11-24
CSI000294,CUST01714,3,2024-10-31
CSI000295,CUST01618,3,2025-02-02
CSI000296,CUST01648,4,2025-04-11
CSI000297,CUST02919,5,2025-04-21
CSI000298,CUST01570,2,2025-05-17
CSI000299,CUST02303,2,2024-11-20
CSI000300,CUST01051,2,2024-12-18
CSI000301,CUST02568,2,2023-08-15
CSI000302,CUST00930,1,2023-10-16
CSI000303,CUST00530,2,2024-02-10
CSI000304,CUST02995,4,2024-06-23
CSI000305,CUST02548,2,2024-02-20
CSI000306,CUST01257,4,2025-01-09
CSI000307,CUST01420,3,2023-12-02
CSI000308,CUST02006,5,2023-10-26
CSI000309,CUST01331,2,2024-02-07
CSI000310,CUST02558,4,2025-04-17
CSI000311,CUST00424,4,2024-11-28
CSI000312,CUST00150,5,2023-06-15
CSI000313,CUST01514,3,2024-12-16
CSI000314,CUST02716,2,2023-07-28
CSI000315,CUST02994,4,2023-08-07
CSI000316,CUST01071,2,2024-12-15
CSI000317,CUST02360,1,2024-08-10
CSI000318,CUST00139,4,2024-03-21
CSI000319,CUST02970,3,2023-05-30
CSI000320,CUST01871,5,2023-12-14
CSI000321,CUST02062,4,2024-02-18
CSI000322,CUST01996,1,2023-12-19
CSI000323,CUST02819,5,2024-07-19
CSI000324,CUST01772,3,2025-04-12
CSI000325,CUST01914,2,2023-06-30
CSI000326,CUST01543,2,2024-02-05
CSI000327,CUST01575,4,2024-05-31
CSI000328,CUST00185,5,2023-06-24
CSI000329,CUST01139,1,2025-01-30
CSI000330,CUST02158,1,2024-04-07
CSI000331,CUST01601,3,2024-04-14
CSI000332,CUST00743,5,2025-01-29
CSI000333,CUST02329,5,2024-09-08
CSI000334,CUST02591,2,2023-06-06
CSI000335,CUST00086,3,2024-08-17
CSI000336,CUST00138,3,2024-12-29
CSI000337,CUST00077,3,2025-01-27
CSI000338,CUST01992,5,2023-07-04
CSI000339,CUST01161,2,2024-07-04
CSI000340,CUST00776,3,2025-05-23
CSI000341,CUST01017,2,2025-01-22
CSI000342,CUST00097,3,2024-05-08
CSI000343,CUST00995,5,2024-11-23
CSI000344,CUST01555,2,2024-06-04
CSI000345,CUST02846,4,2024-03-11
CSI000346,CUST01033,3,2025-05-08
CSI000347,CUST00083,5,2025-03-02
CSI000348,CUST02095,2,2023-07-15
CSI000349,CUST01536,1,2024-04-16
CSI000350,CUST00430,5,2023-05-31
CSI000351,CUST01114,5,2023-09-08
CSI000352,CUST00513,1,2025-01-28
CSI000353,CUST01923,1,2024-07-23
CSI000354,CUST01698,4,2023-10-12
CSI000355,CUST01689,4,2025-02-17
CSI000356,CUST02561,4,2025-02-13
CSI000357,CUST01915,5,2024-09-27
CSI000358,CUST00658,5,2023-08-02
CSI000359,CUST02721,5,2025-01-28
CSI000360,CUST00647,4,2023-10-06
CSI000361,CUST00798,2,2024-05-05
CSI000362,CUST00077,5,2025-02-27
CSI000363,CUST02129,5,2025-05-19
CSI000364,CUST01805,5,2023-11-23
CSI000365,CUST02602,4,2024-10-03
CSI000366,CUST02684,3,2023-08-03
CSI000367,CUST00742,4,2025-01-31
CSI000368,CUST01226,3,2023-07-05
CSI000369,CUST02894,4,2024-06-30
CSI000370,CUST01471,2,2024-08-10
CSI000371,CUST00107,2,2024-04-22
CSI000372,CUST00965,5,2025-03-04
CSI000373,CUST01316,4,2025-03-24
CSI000374,CUST01827,3,2025-04-11
CSI000375,CUST00686,3,2024-02-03
CSI000376,CUST00941,2,2024-01-20
CSI000377,CUST00312,5,2024-11-10
CSI000378,CUST02647,3,2023-05-26
CSI000379,CUST02732,4,2023-11-17
CSI000380,CUST00633,5,2024-03-22
CSI000381,CUST00668,4,2023-12-03
CSI000382,CUST00599,4,2024-08-02
CSI000383,CUST01450,2,2023-11-24
CSI000384,CUST00415,4,2023-09-15
CSI000385,CUST01543,1,2023-08-17
CSI000386,CUST00772,5,2025-05-21
CSI000387,CUST00384,1,2024-04-13
CSI000388,CUST02588,4,2024-05-22
CSI000389,CUST01796,4,2024-04-13
CSI000390,CUST00487,2,2023-11-03
CSI000391,CUST01780,2,2023-11-13
CSI000392,CUST02312,2,2024-04-15
CSI000393,CUST00030,2,2024-02-18
CSI000394,CUST02947,3,2024-04-16
CSI000395,CUST00130,2,2025-03-15
CSI000396,CUST01094,4,2025-04-07
CSI000397,CUST00119,4,2024-07-20
CSI000398,CUST02375,5,2023-09-15
CSI000399,CUST00208,1,2024-07-31
CSI000400,CUST00091,3,2023-11-04
CSI000401,CUST00120,3,2023-10-07
CSI000402,CUST00982,5,2025-03-08
CSI000403,CUST00207,5,2023-08-12
CSI000404,CUST00406,2,2023-10-16
CSI000405,CUST02816,5,2025-03-05
CSI000406,CUST02595,3,2024-02-20
CSI000407,CUST02172,1,2024-05-29
CSI000408,CUST00112,1,2024-02-20
CSI000409,CUST00614,3,2024-03-03
CSI000410,CUST00945,2,2025-02-24
CSI000411,CUST01410,1,2023-10-29
CSI000412,CUST00706,1,2024-08-19
CSI000413,CUST01777,2,2025-04-07
CSI000414,CUST02195,1,2024-04-29
CSI000415,CUST02180,4,2024-02-24
CSI000416,CUST02780,3,2023-10-29
CSI000417,CUST02898,1,2024-05-19
CSI000418,CUST00104,1,2023-08-22
CSI000419,CUST02601,2,2024-06-21
CSI000420,CUST02616,1,2023-10-23
CSI000421,CUST00762,2,2025-02-16
CSI000422,CUST02975,3,2024-04-25
CSI000423,CUST02710,4,2024-10-05
CSI000424,CUST00944,5,2024-05-15
CSI000425,CUST00848,3,2024-03-19
CSI000426,CUST02944,1,2023-12-04
CSI000427,CUST00169,4,2023-07-28
CSI000428,CUST02605,5,2023-10-28
CSI000429,CUST00985,5,2024-03-20
CSI000430,CUST01108,1,2024-10-17
CSI000431,CUST02568,5,2024-08-12
CSI000432,CUST00107,5,2025-03-23
CSI000433,CUST00885,3,2024-08-24
CSI000434,CUST02706,3,2023-05-27
CSI000435,CUST02079,5,2023-11-01
CSI000436,CUST00247,2,2025-04-14
CSI000437,CUST02974,1,2025-01-19
CSI000438,CUST01554,2,2024-09-07
CSI000439,CUST02003,2,2025-04-17
CSI000440,CUST02072,5,2023-07-24
CSI000441,CUST00498,1,2025-04-30
CSI000442,CUST00854,2,2025-04-08
CSI000443,CUST00304,3,2025-04-27
CSI000444,CUST01422,3,2024-12-22
CSI000445,CUST00316,1,2024-05-24
CSI000446,CUST01885,2,2024-08-17
CSI000447,CUST00278,4,2023-11-13
CSI000448,CUST00542,4,2024-05-06
CSI000449,CUST00789,1,2025-01-27
CSI000450,CUST00356,1,2023-08-01
CSI000451,CUST01548,4,2023-12-14
CSI000452,CUST01227,2,2023-12-16
CSI000453,CUST00250,2,2025-03-30
CSI000454,CUST00103,5,2023-07-27
CSI000455,CUST01492,1,2024-09-11
CSI000456,CUST02083,2,2024-02-21
CSI000457,CUST00532,4,2024-05-16
CSI000458,CUST00559,4,2025-02-18
CSI000459,CUST01620,3,2025-02-09
CSI000460,CUST01292,2,2024-07-15
CSI000461,CUST00785,5,2024-01-13
CSI000462,CUST00018,5,2023-12-30
CSI000463,CUST01128,1,2025-05-01
CSI000464,CUST00152,3,2023-12-10
CSI000465,CUST01701,4,2024-08-31
CSI000466,CUST00873,4,2023-11-05
CSI000467,CUST01438,1,2025-05-16
CSI000468,CUST01108,5,2024-11-14
CSI000469,CUST01332,5,2024-02-25
CSI000470,CUST01175,4,2025-01-26
CSI000471,CUST00549,1,2025-05-23
CSI000472,CUST02427,2,2023-08-22
CSI000473,CUST02506,3,2024-11-18
CSI000474,CUST02401,5,2025-05-23
CSI000475,CUST01688,5,2024-06-09
CSI000476,CUST01892,5,2025-02-20
CSI000477,CUST00376,2,2024-04-30
CSI000478,CUST00208,2,2024-12-18
CSI000479,CUST01586,3,2024-12-28
CSI000480,CUST00460,5,2024-01-26
CSI000481,CUST02578,4,2023-08-30
CSI000482,CUST02533,5,2024-01-30
CSI000483,CUST00122,3,2024-11-27
CSI000484,CUST02842,3,2023-10-12
CSI000485,CUST02030,4,2024-05-06
CSI000486,CUST01144,2,2023-06-12
CSI000487,CUST00251,4,2023-12-03
CSI000488,CUST01863,3,2023-08-10
CSI000489,CUST01323,4,2024-07-27
CSI000490,CUST02095,5,2024-07-03
CSI000491,CUST00896,3,2023-11-20
CSI000492,CUST02293,2,2024-07-16
CSI000493,CUST01748,2,2023-12-13
CSI000494,CUST00724,4,2023-10-12
CSI000495,CUST01824,4,2024-11-06
CSI000496,CUST00218,4,2024-10-15
CSI000497,CUST02020,5,2023-09-21
CSI000498,CUST02811,2,2024-02-11
CSI000499,CUST01857,3,2024-04-05
CSI000500,CUST01338,3,2024-12-18
CSI000501,CUST01717,2,2024-08-04
CSI000502,CUST00604,4,2023-09-09
CSI000503,CUST00290,1,2024-02-12
CSI000504,CUST00602,4,2024-11-05
CSI000505,CUST02744,2,2024-11-27
CSI000506,CUST01602,5,2023-08-02
CSI000507,CUST00610,4,2023-06-11
CSI000508,CUST02354,3,2025-04-08
CSI000509,CUST00536,5,2024-11-30
CSI000510,CUST00757,2,2023-07-16
CSI000511,CUST00354,1,2025-02-08
CSI000512,CUST00735,4,2024-04-28
CSI000513,CUST00235,5,2024-01-04
CSI000514,CUST00306,5,2024-04-06
CSI000515,CUST01134,3,2023-09-27
CSI000516,CUST02362,4,2024-10-03
CSI000517,CUST02996,1,2024-05-18
CSI000518,CUST01037,5,2025-04-28
CSI000519,CUST02875,3,2024-10-26
CSI000520,CUST02215,4,2024-03-22
CSI000521,CUST00053,4,2025-04-07
CSI000522,CUST01210,1,2024-09-28
CSI000523,CUST00276,3,2024-04-05
CSI000524,CUST02495,1,2024-12-05
CSI000525,CUST02400,5,2024-01-02
CSI000526,CUST02058,2,2023-06-20
CSI000527,CUST02458,2,2024-12-22
CSI000528,CUST00147,1,2023-05-29
CSI000529,CUST02877,1,2024-06-10
CSI000530,CUST01869,2,2023-06-28
CSI000531,CUST00630,5,2025-02-22
CSI000532,CUST01954,1,2024-02-14
CSI000533,CUST00852,5,2024-02-20
CSI000534,CUST00428,5,2023-10-27
CSI000535,CUST00488,3,2024-04-18
CSI000536,CUST01554,5,2024-09-12
CSI000537,CUST01401,4,2024-04-16
CSI000538,CUST01762,2,2024-01-30
CSI000539,CUST00584,2,2024-05-25
CSI000540,CUST02704,1,2023-06-11
CSI000541,CUST00616,1,2023-12-02
CSI000542,CUST00215,3,2025-02-09
CSI000543,CUST00510,3,2024-06-24
CSI000544,CUST00511,4,2025-05-16
CSI000545,CUST00026,1,2024-06-10
CSI000546,CUST02241,2,2025-01-14
CSI000547,CUST01986,4,2023-08-29
CSI000548,CUST02151,1,2025-01-12
CSI000549,CUST01229,4,2025-02-23
CSI000550,CUST02459,5,2023-12-14
CSI000551,CUST01796,5,2024-09-13
CSI000552,CUST02793,4,2025-01-05
CSI000553,CUST02099,1,2023-10-13
CSI000554,CUST00343,5,2024-04-06
CSI000555,CUST01424,5,2025-03-04
CSI000556,CUST02250,4,2023-10-07
CSI000557,CUST00300,5,2025-03-11
CSI000558,CUST00146,2,2023-08-11
CSI000559,CUST02818,5,2025-04-18
CSI000560,CUST00462,4,2024-12-25
CSI000561,CUST01964,5,2023-09-13
CSI000562,CUST00916,5,2025-04-01
CSI000563,CUST00824,3,2025-05-16
CSI000564,CUST02552,4,2023-08-26
CSI000565,CUST01912,4,2024-05-30
CSI000566,CUST02199,3,2024-05-07
CSI000567,CUST01340,3,2024-05-02
CSI000568,CUST02247,2,2024-11-24
CSI000569,CUST02477,5,2023-09-11
CSI000570,CUST02351,1,2024-12-20
CSI000571,CUST02952,1,2023-11-17
CSI000572,CUST00498,3,2023-12-09
CSI000573,CUST02949,4,2024-07-11
CSI000574,CUST00791,4,2024-10-21
CSI000575,CUST00105,2,2024-08-18
CSI000576,CUST00010,1,2024-08-27
CSI000577,CUST02659,4,2023-11-20
CSI000578,CUST02817,2,2023-09-18
CSI000579,CUST00327,2,2024-04-25
CSI000580,CUST00883,3,2023-08-01
CSI000581,CUST01672,1,2025-03-07
CSI000582,CUST00907,2,2024-03-04
CSI000583,CUST00738,2,2023-10-04
CSI000584,CUST02175,2,2024-02-11
CSI000585,CUST01140,1,2024-12-26
CSI000586,CUST00924,3,2025-03-13
CSI000587,CUST00171,5,2024-07-08
CSI000588,CUST02260,4,2025-03-31
CSI000589,CUST02972,1,2025-01-12
CSI000590,CUST02237,1,2025-01-30
CSI000591,CUST01514,1,2024-11-23
CSI000592,CUST02981,5,2023-11-19
CSI000593,CUST00387,4,2025-05-11
CSI000594,CUST02825,4,2024-07-09
CSI000595,CUST01012,2,2023-05-28
CSI000596,CUST02774,2,2025-03-25
CSI000597,CUST01625,3,2025-03-18
CSI000598,CUST01154,1,2025-01-30
CSI000599,CUST02071,3,2025-03-19
CSI000600,CUST02449,1,2023-08-23
CSI000601,CUST00505,4,2024-03-05
CSI000602,CUST00921,3,2024-10-04
CSI000603,CUST01996,4,2024-06-12
CSI000604,CUST01556,2,2023-09-30
CSI000605,CUST02377,4,2024-10-16
CSI000606,CUST02519,5,2024-01-29
CSI000607,CUST01444,3,2023-11-17
CSI000608,CUST00412,1,2024-06-26
CSI000609,CUST02802,4,2024-01-13
CSI000610,CUST01776,3,2023-08-25
CSI000611,CUST00029,1,2023-11-16
CSI000612,CUST02293,3,2023-09-15
CSI000613,CUST02986,3,2024-07-30
CSI000614,CUST00826,5,2025-02-18
CSI000615,CUST01910,4,2024-05-30
CSI000616,CUST01084,5,2024-05-16
CSI000617,CUST00139,2,2024-01-08
CSI000618,CUST00357,3,2024-01-18
CSI000619,CUST02260,4,2023-09-11
CSI000620,CUST01163,2,2024-12-04
CSI000621,CUST02534,2,2024-11-06
CSI000622,CUST01517,5,2024-05-18
CSI000623,CUST01360,2,2024-07-11
CSI000624,CUST01635,1,2023-10-02
CSI000625,CUST02226,1,2025-01-11
CSI000626,CUST02561,1,2024-07-25
CSI000627,CUST02161,2,2024-08-22
CSI000628,CUST00283,3,2025-03-21
CSI000629,CUST01140,4,2023-07-13
CSI000630,CUST02592,1,2024-03-10
CSI000631,CUST01798,1,2023-10-13
CSI000632,CUST00041,1,2024-02-23
CSI000633,CUST02980,5,2024-04-21
CSI000634,CUST01191,5,2024-02-11
CSI000635,CUST02903,1,2025-04-21
CSI000636,CUST01245,1,2024-06-22
CSI000637,CUST02974,5,2023-12-05
CSI000638,CUST00313,4,2024-01-22
CSI000639,CUST01931,3,2023-09-18
CSI000640,CUST02519,4,2024-07-12
CSI000641,CUST01155,3,2024-11-10
CSI000642,CUST00048,2,2023-09-27
CSI000643,CUST00134,2,2023-12-06
CSI000644,CUST02567,4,2025-03-24
CSI000645,CUST01580,5,2023-12-27
CSI000646,CUST02365,1,2024-04-03
CSI000647,CUST02134,2,2024-06-15
CSI000648,CUST01072,5,2024-09-03
CSI000649,CUST02538,5,2024-11-27
CSI000650,CUST01889,3,2024-02-14
CSI000651,CUST02472,2,2024-10-10
CSI000652,CUST02435,4,2025-02-25
CSI000653,CUST00926,5,2024-03-10
CSI000654,CUST00240,4,2023-11-24
CSI000655,CUST02306,4,2024-11-03
CSI000656,CUST00044,2,2024-04-01
CSI000657,CUST01192,4,2023-11-10
CSI000658,CUST01811,4,2024-08-12
CSI000659,CUST01215,1,2023-07-26
CSI000660,CUST00664,4,2024-01-11
CSI000661,CUST01586,1,2025-02-01
CSI000662,CUST01849,2,2024-10-14
CSI000663,CUST00754,4,2023-10-30
CSI000664,CUST00105,5,2023-11-05
