InventoryID,ProductID,StoreID,Quantity
INV000216,PROD00282,STORE050,17
INV000217,PROD00220,STORE035,83
INV000218,PROD00046,STORE051,38
INV000219,PROD00734,STORE052,16
INV000220,PROD00134,STORE017,46
INV000221,PROD00002,STORE029,3
INV000222,PROD00180,STORE042,57
INV000223,PROD00629,STORE038,51
INV000224,PROD00588,STORE044,38
INV000225,PROD00665,STORE010,91
INV000226,PROD00040,STORE077,57
INV000227,PROD00469,STORE005,74
INV000228,PROD00578,STORE044,47
INV000229,PROD00660,STORE050,38
INV000230,PROD00242,STORE045,15
INV000231,PROD00695,STORE057,51
INV000232,PROD00317,STORE044,33
INV000233,PROD00662,STORE077,18
INV000234,PROD00076,STORE010,97
INV000235,PROD00575,STORE059,22
INV000236,PROD00578,STORE080,46
INV000237,PROD00301,STORE066,54
INV000238,PROD00378,STORE024,62
INV000239,PROD00773,STORE041,24
INV000240,PROD00523,STORE053,88
INV000241,PROD00117,STORE001,76
INV000242,PROD00174,STORE034,5
INV000243,PROD00317,STORE055,57
INV000244,PROD00243,STORE025,8
INV000245,PROD00059,STORE018,83
INV000246,PROD00016,STORE051,2
INV000247,PROD00137,STORE049,49
INV000248,PROD00318,STORE038,79
INV000249,PROD00166,STORE074,87
INV000250,PROD00412,STORE037,35
INV000251,PROD00750,STORE028,23
INV000252,PROD00299,STORE053,17
INV000253,PROD00193,STORE070,66
INV000254,PROD00192,STORE068,95
INV000255,PROD00579,STORE014,91
INV000256,PROD00544,STORE049,51
INV000257,PROD00671,STORE024,41
INV000258,PROD00062,STORE016,41
INV000259,PROD00415,STORE077,0
INV000260,PROD00373,STORE037,49
INV000261,PROD00187,STORE032,3
INV000262,PROD00044,STORE037,46
INV000263,PROD00065,STORE052,9
INV000264,PROD00630,STORE046,82
INV000265,PROD00444,STORE020,41
INV000266,PROD00757,STORE031,84
INV000267,PROD00141,STORE003,94
INV000268,PROD00475,STORE059,61
INV000269,PROD00408,STORE010,48
INV000270,PROD00044,STORE067,46
INV000271,PROD00432,STORE029,65
INV000272,PROD00276,STORE020,54
INV000273,PROD00617,STORE053,41
INV000274,PROD00187,STORE045,36
INV000275,PROD00400,STORE040,87
INV000276,PROD00213,STORE029,54
INV000277,PROD00668,STORE066,73
INV000278,PROD00045,STORE009,47
INV000279,PROD00631,STORE037,36
INV000280,PROD00232,STORE037,87
INV000281,PROD00755,STORE029,60
INV000282,PROD00139,STORE031,10
INV000283,PROD00255,STORE047,53
INV000284,PROD00649,STORE056,25
INV000285,PROD00449,STORE052,79
INV000286,PROD00043,STORE075,37
INV000287,PROD00035,STORE066,89
INV000288,PROD00785,STORE029,27
INV000289,PROD00694,STORE056,60
INV000290,PROD00121,STORE046,33
INV000291,PROD00292,STORE003,13
INV000292,PROD00167,STORE002,83
INV000293,PROD00577,STORE042,28
INV000294,PROD00416,STORE016,51
INV000295,PROD00189,STORE021,17
INV000296,PROD00467,STORE029,9
INV000297,PROD00547,STORE002,5
INV000298,PROD00540,STORE070,28
INV000299,PROD00020,STORE036,7
INV000300,PROD00791,STORE032,27
INV000301,PROD00781,STORE022,6
INV000302,PROD00061,STORE059,1
INV000303,PROD00085,STORE008,78
INV000304,PROD00212,STORE026,97
INV000305,PROD00472,STORE038,77
INV000306,PROD00583,STORE003,43
INV000307,PROD00410,STORE061,38
INV000308,PROD00389,STORE020,53
INV000309,PROD00401,STORE026,0
INV000310,PROD00362,STORE027,43
INV000311,PROD00791,STORE031,74
INV000312,PROD00341,STORE064,83
INV000313,PROD00060,STORE038,47
INV000314,PROD00239,STORE003,33
INV000315,PROD00517,STORE002,75
INV000316,PROD00153,STORE065,28
INV000317,PROD00306,STORE033,78
INV000318,PROD00025,STORE028,95
INV000319,PROD00429,STORE008,61
INV000320,PROD00380,STORE065,94
INV000321,PROD00404,STORE012,39
INV000322,PROD00197,STORE012,75
INV000323,PROD00010,STORE061,70
INV000324,PROD00573,STORE048,3
INV000325,PROD00039,STORE079,60
INV000326,PROD00554,STORE053,49
INV000327,PROD00761,STORE072,94
INV000328,PROD00056,STORE017,34
INV000329,PROD00295,STORE022,26
INV000330,PROD00686,STORE014,20
INV000331,PROD00621,STORE033,86
INV000332,PROD00422,STORE024,79
INV000333,PROD00083,STORE015,18
INV000334,PROD00222,STORE023,90
INV000335,PROD00120,STORE021,90
INV000336,PROD00605,STORE037,83
INV000337,PROD00587,STORE051,25
INV000338,PROD00535,STORE033,59
INV000339,PROD00755,STORE015,54
INV000340,PROD00524,STORE004,13
INV000341,PROD00125,STORE034,88
INV000342,PROD00001,STORE029,50
INV000343,PROD00454,STORE041,12
INV000344,PROD00056,STORE055,15
INV000345,PROD00555,STORE073,64
INV000346,PROD00692,STORE069,65
INV000347,PROD00624,STORE011,18
INV000348,PROD00545,STORE011,45
INV000349,PROD00368,STORE011,30
INV000350,PROD00587,STORE062,46
INV000351,PROD00596,STORE051,27
INV000352,PROD00486,STORE041,77
INV000353,PROD00759,STORE047,28
INV000354,PROD00679,STORE038,29
INV000355,PROD00322,STORE055,49
INV000356,PROD00124,STORE027,39
INV000357,PROD00203,STORE034,74
INV000358,PROD00286,STORE024,27
INV000359,PROD00747,STORE050,29
INV000360,PROD00664,STORE008,69
INV000361,PROD00521,STORE033,96
INV000362,PROD00111,STORE007,17
INV000363,PROD00306,STORE007,15
INV000364,PROD00144,STORE047,40
INV000365,PROD00682,STORE066,1
INV000366,PROD00180,STORE061,53
INV000367,PROD00568,STORE056,52
INV000368,PROD00350,STORE080,0
INV000369,PROD00344,STORE027,83
INV000370,PROD00750,STORE067,88
INV000371,PROD00096,STORE009,54
INV000372,PROD00430,STORE024,44
INV000373,PROD00624,STORE035,52
INV000374,PROD00398,STORE030,40
INV000375,PROD00640,STORE055,93
INV000376,PROD00102,STORE002,61
INV000377,PROD00009,STORE073,18
INV000378,PROD00023,STORE066,82
INV000379,PROD00292,STORE051,23
INV000380,PROD00441,STORE010,45
INV000381,PROD00298,STORE055,90
INV000382,PROD00269,STORE034,85
INV000383,PROD00738,STORE035,71
INV000384,PROD00379,STORE004,11
INV000385,PROD00311,STORE067,52
INV000386,PROD00167,STORE036,88
INV000387,PROD00670,STORE060,46
INV000388,PROD00112,STORE034,90
INV000389,PROD00270,STORE072,81
INV000390,PROD00394,STORE050,47
INV000391,PROD00540,STORE016,56
INV000392,PROD00136,STORE011,57
INV000393,PROD00298,STORE011,36
INV000394,PROD00546,STORE067,54
INV000395,PROD00451,STORE068,53
INV000396,PROD00410,STORE061,16
INV000397,PROD00012,STORE069,79
INV000398,PROD00769,STORE076,92
INV000399,PROD00484,STORE061,56
INV000400,PROD00540,STORE059,15
INV000401,PROD00787,STORE018,17
INV000402,PROD00007,STORE002,81
INV000403,PROD00209,STORE021,83
INV000404,PROD00004,STORE058,47
INV000405,PROD00330,STORE020,76
INV000406,PROD00708,STORE006,55
INV000407,PROD00433,STORE036,30
INV000408,PROD00189,STORE033,65
INV000409,PROD00758,STORE065,63
INV000410,PROD00020,STORE034,34
INV000411,PROD00464,STORE059,23
INV000412,PROD00543,STORE035,56
INV000413,PROD00058,STORE075,61
INV000414,PROD00526,STORE060,71
INV000415,PROD00745,STORE025,25
INV000416,PROD00292,STORE044,47
INV000417,PROD00136,STORE008,56
INV000418,PROD00709,STORE069,52
INV000419,PROD00627,STORE043,64
INV000420,PROD00140,STORE045,72
INV000421,PROD00533,STORE046,72
INV000422,PROD00268,STORE023,5
INV000423,PROD00343,STORE076,92
INV000424,PROD00417,STORE054,31
INV000425,PROD00112,STORE026,43
INV000426,PROD00239,STORE058,23
INV000427,PROD00505,STORE045,51
INV000428,PROD00268,STORE036,49
INV000429,PROD00273,STORE066,58
INV000430,PROD00139,STORE078,93
INV000431,PROD00166,STORE024,86
INV000432,PROD00707,STORE007,83
INV000433,PROD00317,STORE055,13
INV000434,PROD00187,STORE065,22
INV000435,PROD00119,STORE021,53
INV000436,PROD00719,STORE026,24
INV000437,PROD00487,STORE041,58
INV000438,PROD00087,STORE017,68
INV000439,PROD00285,STORE052,51
INV000440,PROD00676,STORE041,33
INV000441,PROD00008,STORE030,0
INV000442,PROD00682,STORE009,94
INV000443,PROD00124,STORE080,83
INV000444,PROD00795,STORE005,61
INV000445,PROD00651,STORE029,44
INV000446,PROD00189,STORE028,66
INV000447,PROD00322,STORE046,32
INV000448,PROD00127,STORE067,22
INV000449,PROD00181,STORE027,39
INV000450,PROD00291,STORE048,54
INV000451,PROD00346,STORE005,41
INV000452,PROD00286,STORE069,39
INV000453,PROD00573,STORE053,63
INV000454,PROD00797,STORE059,11
INV000455,PROD00032,STORE056,20
INV000456,PROD00737,STORE044,29
INV000457,PROD00335,STORE058,11
INV000458,PROD00453,STORE067,95
INV000459,PROD00128,STORE014,20
INV000460,PROD00456,STORE070,32
INV000461,PROD00282,STORE047,92
INV000462,PROD00128,STORE029,28
INV000463,PROD00202,STORE033,68
INV000464,PROD00498,STORE023,15
INV000465,PROD00513,STORE040,67
INV000466,PROD00758,STORE007,69
INV000467,PROD00754,STORE074,86
INV000468,PROD00020,STORE057,46
INV000469,PROD00027,STORE015,58
INV000470,PROD00288,STORE027,70
INV000471,PROD00023,STORE038,20
INV000472,PROD00365,STORE046,29
INV000473,PROD00100,STORE003,38
INV000474,PROD00121,STORE077,11
INV000475,PROD00317,STORE074,62
INV000476,PROD00587,STORE056,37
INV000477,PROD00183,STORE016,97
INV000478,PROD00350,STORE011,16
INV000479,PROD00315,STORE001,24
INV000480,PROD00644,STORE021,58
INV000481,PROD00228,STORE014,42
INV000482,PROD00631,STORE047,60
INV000483,PROD00610,STORE016,92
INV000484,PROD00613,STORE011,27
INV000485,PROD00191,STORE037,86
INV000486,PROD00137,STORE006,95
INV000487,PROD00568,STORE074,63
INV000488,PROD00661,STORE040,33
INV000489,PROD00580,STORE066,12
INV000490,PROD00008,STORE056,67
INV000491,PROD00690,STORE045,40
INV000492,PROD00068,STORE019,65
INV000493,PROD00127,STORE065,59
INV000494,PROD00007,STORE050,61
INV000495,PROD00668,STORE057,90
INV000496,PROD00572,STORE063,85
INV000497,PROD00202,STORE045,91
INV000498,PROD00228,STORE046,4
INV000499,PROD00203,STORE062,94
INV000500,PROD00062,STORE033,39
INV000501,PROD00228,STORE062,45
INV000502,PROD00401,STORE014,38
INV000503,PROD00645,STORE021,93
INV000504,PROD00784,STORE022,22
INV000505,PROD00558,STORE001,13
INV000506,PROD00460,STORE019,35
INV000507,PROD00635,STORE037,0
INV000508,PROD00674,STORE024,14
INV000509,PROD00421,STORE010,60
INV000510,PROD00244,STORE023,25
INV000511,PROD00062,STORE017,84
INV000512,PROD00137,STORE059,35
INV000513,PROD00371,STORE063,99
INV000514,PROD00072,STORE058,23
INV000515,PROD00472,STORE042,38
INV000516,PROD00234,STORE010,20
INV000517,PROD00059,STORE077,34
INV000518,PROD00078,STORE047,27
INV000519,PROD00421,STORE075,75
INV000520,PROD00343,STORE023,22
INV000521,PROD00638,STORE042,17
INV000522,PROD00259,STORE058,55
INV000523,PROD00467,STORE011,5
INV000524,PROD00335,STORE003,66
INV000525,PROD00565,STORE077,20
INV000526,PROD00729,STORE024,9
INV000527,PROD00407,STORE024,23
INV000528,PROD00543,STORE033,73
INV000529,PROD00405,STORE045,74
INV000530,PROD00579,STORE020,31
INV000531,PROD00118,STORE043,33
INV000532,PROD00588,STORE038,79
INV000533,PROD00468,STORE005,50
INV000534,PROD00006,STORE031,24
INV000535,PROD00790,STORE025,37
INV000536,PROD00335,STORE005,45
INV000537,PROD00106,STORE017,7
INV000538,PROD00726,STORE055,52
INV000539,PROD00507,STORE057,95
INV000540,PROD00624,STORE023,96
INV000541,PROD00740,STORE076,30
INV000542,PROD00229,STORE071,44
INV000543,PROD00266,STORE028,31
INV000544,PROD00161,STORE025,13
INV000545,PROD00595,STORE030,82
INV000546,PROD00204,STORE058,2
INV000547,PROD00708,STORE078,65
INV000548,PROD00387,STORE001,62
INV000549,PROD00248,STORE034,6
INV000550,PROD00507,STORE038,24
INV000551,PROD00620,STORE024,70
INV000552,PROD00298,STORE045,23
INV000553,PROD00772,STORE041,99
INV000554,PROD00317,STORE037,11
INV000555,PROD00343,STORE072,72
INV000556,PROD00463,STORE063,2
INV000557,PROD00482,STORE073,35
INV000558,PROD00219,STORE014,17
INV000559,PROD00423,STORE045,27
INV000560,PROD00279,STORE045,60
INV000561,PROD00427,STORE075,33
INV000562,PROD00526,STORE049,69
INV000563,PROD00596,STORE030,71
INV000564,PROD00002,STORE038,68
INV000565,PROD00640,STORE044,87
INV000566,PROD00730,STORE004,89
INV000567,PROD00410,STORE059,46
INV000568,PROD00706,STORE025,82
INV000569,PROD00447,STORE018,20
INV000570,PROD00286,STORE044,77
INV000571,PROD00532,STORE043,75
INV000572,PROD00137,STORE067,80
INV000573,PROD00224,STORE070,94
INV000574,PROD00744,STORE071,54
INV000575,PROD00774,STORE062,99
INV000576,PROD00032,STORE017,41
INV000577,PROD00065,STORE056,45
INV000578,PROD00308,STORE022,53
INV000579,PROD00499,STORE009,29
INV000580,PROD00720,STORE065,94
INV000581,PROD00794,STORE038,74
INV000582,PROD00594,STORE053,21
INV000583,PROD00508,STORE016,99
INV000584,PROD00142,STORE031,87
INV000585,PROD00786,STORE042,52
INV000586,PROD00278,STORE002,19
INV000587,PROD00743,STORE036,24
INV000588,PROD00269,STORE029,34
INV000589,PROD00419,STORE012,78
INV000590,PROD00349,STORE072,11
INV000591,PROD00591,STORE066,74
INV000592,PROD00290,STORE075,5
INV000593,PROD00404,STORE006,63
INV000594,PROD00159,STORE049,1
INV000595,PROD00419,STORE063,1
INV000596,PROD00255,STORE013,13
INV000597,PROD00045,STORE073,15
INV000598,PROD00539,STORE023,24
INV000599,PROD00549,STORE016,17
INV000600,PROD00605,STORE043,71
INV000601,PROD00320,STORE036,98
INV000602,PROD00126,STORE020,50
INV000603,PROD00126,STORE051,70
INV000604,PROD00236,STORE042,75
INV000605,PROD00051,STORE033,12
INV000606,PROD00331,STORE021,35
INV000607,PROD00461,STORE036,61
INV000608,PROD00299,STORE047,94
INV000609,PROD00407,STORE019,93
INV000610,PROD00194,STORE010,11
INV000611,PROD00759,STORE044,35
INV000612,PROD00437,STORE074,15
INV000613,PROD00743,STORE049,7
INV000614,PROD00436,STORE071,19
INV000615,PROD00069,STORE034,17
INV000616,PROD00555,STORE064,51
INV000617,PROD00597,STORE005,99
INV000618,PROD00643,STORE002,39
INV000619,PROD00654,STORE006,79
INV000620,PROD00307,STORE044,17
INV000621,PROD00703,STORE011,32
INV000622,PROD00047,STORE011,76
INV000623,PROD00521,STORE020,86
INV000624,PROD00699,STORE025,26
INV000625,PROD00641,STORE073,54
INV000626,PROD00669,STORE064,58
INV000627,PROD00723,STORE078,79
INV000628,PROD00093,STORE072,72
INV000629,PROD00327,STORE030,21
INV000630,PROD00440,STORE080,96
INV000631,PROD00594,STORE075,74
INV000632,PROD00459,STORE058,46
INV000633,PROD00244,STORE059,36
INV000634,PROD00259,STORE013,92
INV000635,PROD00470,STORE041,53
INV000636,PROD00610,STORE050,44
INV000637,PROD00293,STORE032,58
INV000638,PROD00694,STORE062,86
INV000639,PROD00026,STORE011,9
INV000640,PROD00229,STORE035,15
INV000641,PROD00067,STORE040,13
INV000642,PROD00220,STORE052,90
INV000643,PROD00674,STORE053,69
INV000644,PROD00523,STORE069,75
INV000645,PROD00005,STORE048,63
INV000646,PROD00597,STORE074,68
INV000647,PROD00393,STORE006,56
INV000648,PROD00108,STORE074,60
INV000649,PROD00723,STORE070,28
INV000650,PROD00763,STORE030,63
INV000651,PROD00664,STORE017,47
INV000652,PROD00244,STORE059,84
INV000653,PROD00401,STORE006,32
INV000654,PROD00094,STORE008,16
INV000655,PROD00575,STORE077,77
INV000656,PROD00305,STORE019,79
INV000657,PROD00448,STORE071,28
INV000658,PROD00560,STORE051,46
INV000659,PROD00617,STORE043,35
INV000660,PROD00006,STORE031,86
INV000661,PROD00556,STORE002,43
INV000662,PROD00056,STORE007,44
INV000663,PROD00184,STORE056,37
INV000664,PROD00275,STORE030,93
INV000665,PROD00163,STORE052,33
INV000666,PROD00463,STORE006,36
INV000667,PROD00283,STORE034,42
INV000668,PROD00635,STORE073,94
INV000669,PROD00703,STORE067,26
INV000670,PROD00486,STORE061,42
INV000671,PROD00535,STORE003,79
INV000672,PROD00745,STORE008,52
INV000673,PROD00242,STORE022,77
INV000674,PROD00479,STORE036,81
INV000675,PROD00788,STORE001,43
INV000676,PROD00696,STORE076,57
INV000677,PROD00096,STORE055,28
INV000678,PROD00548,STORE050,97
INV000679,PROD00471,STORE063,96
INV000680,PROD00200,STORE016,97
INV000681,PROD00378,STORE011,68
INV000682,PROD00514,STORE030,29
INV000683,PROD00387,STORE071,55
INV000684,PROD00746,STORE004,27
INV000685,PROD00074,STORE035,14
INV000686,PROD00556,STORE069,70
INV000687,PROD00099,STORE071,7
INV000688,PROD00517,STORE056,97
INV000689,PROD00419,STORE065,42
INV000690,PROD00292,STORE050,80
INV000691,PROD00669,STORE058,73
INV000692,PROD00636,STORE065,25
INV000693,PROD00577,STORE016,52
INV000694,PROD00017,STORE032,0
INV000695,PROD00071,STORE056,55
INV000696,PROD00773,STORE035,67
INV000697,PROD00330,STORE071,65
INV000698,PROD00234,STORE012,11
INV000699,PROD00240,STORE057,15
INV000700,PROD00402,STORE073,22
INV000701,PROD00127,STORE001,90
INV000702,PROD00233,STORE043,98
INV000703,PROD00561,STORE028,49
INV000704,PROD00138,STORE009,72
INV000705,PROD00553,STORE008,42
INV000706,PROD00320,STORE013,1
INV000707,PROD00603,STORE077,19
INV000708,PROD00766,STORE039,85
INV000709,PROD00557,STORE078,76
INV000710,PROD00113,STORE079,30
INV000711,PROD00441,STORE025,56
INV000712,PROD00441,STORE066,95
INV000713,PROD00366,STORE045,90
INV000714,PROD00760,STORE043,29
INV000715,PROD00726,STORE067,61
INV000716,PROD00185,STORE001,91
INV000717,PROD00141,STORE008,32
INV000718,PROD00598,STORE038,21
INV000719,PROD00019,STORE021,94
INV000720,PROD00421,STORE063,60
INV000721,PROD00597,STORE018,73
INV000722,PROD00169,STORE034,68
INV000723,PROD00686,STORE011,77
INV000724,PROD00462,STORE033,26
INV000725,PROD00109,STORE074,36
INV000726,PROD00160,STORE047,62
INV000727,PROD00469,STORE014,8
INV000728,PROD00640,STORE039,56
INV000729,PROD00631,STORE019,87
INV000730,PROD00624,STORE040,66
INV000731,PROD00543,STORE048,48
INV000732,PROD00056,STORE077,41
INV000733,PROD00655,STORE036,7
INV000734,PROD00246,STORE051,20
INV000735,PROD00132,STORE064,20
INV000736,PROD00630,STORE036,74
INV000737,PROD00273,STORE005,14
INV000738,PROD00740,STORE021,83
INV000739,PROD00090,STORE074,43
INV000740,PROD00144,STORE007,3
INV000741,PROD00748,STORE051,99
INV000742,PROD00171,STORE017,87
INV000743,PROD00478,STORE044,95
INV000744,PROD00693,STORE066,7
INV000745,PROD00543,STORE009,89
INV000746,PROD00608,STORE067,88
INV000747,PROD00383,STORE015,21
INV000748,PROD00481,STORE004,62
INV000749,PROD00081,STORE065,86
INV000750,PROD00644,STORE001,49
INV000751,PROD00608,STORE041,18
INV000752,PROD00553,STORE053,51
INV000753,PROD00063,STORE065,25
INV000754,PROD00643,STORE072,84
INV000755,PROD00168,STORE066,48
INV000756,PROD00522,STORE007,59
INV000757,PROD00559,STORE073,90
INV000758,PROD00262,STORE070,19
INV000759,PROD00766,STORE014,51
INV000760,PROD00493,STORE015,79
INV000761,PROD00360,STORE031,33
INV000762,PROD00365,STORE026,1
INV000763,PROD00524,STORE029,33
INV000764,PROD00346,STORE069,25
INV000765,PROD00058,STORE009,4
INV000766,PROD00201,STORE025,98
INV000767,PROD00286,STORE060,61
INV000768,PROD00530,STORE044,62
INV000769,PROD00296,STORE004,67
INV000770,PROD00698,STORE013,31
INV000771,PROD00646,STORE026,2
INV000772,PROD00190,STORE006,79
INV000773,PROD00657,STORE005,29
INV000774,PROD00469,STORE028,64
INV000775,PROD00555,STORE064,23
