TicketID,CustomerID,Status,CreatedDate
TIC0000172,CUST01614,Pending,2024-04-24
TIC0000173,CUST02459,Open,2023-10-28
TIC0000174,CUST02507,Resolved,2023-09-14
TIC0000175,CUST00157,Pending,2023-12-29
TIC0000176,CUST01598,Open,2023-12-22
TIC0000177,CUST02594,Pending,2023-10-25
TIC0000178,CUST02022,Resolved,2024-07-06
TIC0000179,CUST02083,Open,2024-06-19
TIC0000180,CUST02000,Open,2023-11-22
TIC0000181,CUST02414,Resolved,2025-02-04
TIC0000182,CUST02993,Pending,2023-10-08
TIC0000183,CUST02869,Resolved,2024-06-12
TIC0000184,CUST00261,Resolved,2023-10-17
TIC0000185,CUST02480,Resolved,2024-04-03
TIC0000186,CUST00879,Pending,2024-01-15
TIC0000187,CUST00714,Open,2024-03-21
TIC0000188,CUST01616,Resolved,2024-12-03
TIC0000189,CUST01296,Open,2024-01-23
TIC0000190,CUST02183,Pending,2023-07-16
TIC0000191,CUST02646,Resolved,2024-01-27
TIC0000192,CUST01506,Resolved,2025-02-12
TIC0000193,CUST01221,Open,2024-07-30
TIC0000194,CUST01171,Open,2023-11-21
TIC0000195,CUST00065,Resolved,2025-02-14
TIC0000196,CUST00062,Pending,2024-08-17
TIC0000197,CUST00776,Open,2023-09-30
TIC0000198,CUST00905,Resolved,2024-02-19
TIC0000199,CUST02983,Open,2023-07-19
TIC0000200,CUST02064,Resolved,2023-10-28
TIC0000201,CUST01689,Open,2023-06-29
TIC0000202,CUST01073,Resolved,2024-07-06
TIC0000203,CUST02839,Open,2025-05-10
TIC0000204,CUST02411,Pending,2024-08-21
TIC0000205,CUST01419,Resolved,2024-08-26
TIC0000206,CUST01744,Open,2025-05-03
TIC0000207,CUST00963,Pending,2023-10-13
TIC0000208,CUST02372,Pending,2024-01-17
TIC0000209,CUST02825,Pending,2024-08-31
TIC0000210,CUST02187,Open,2023-11-18
TIC0000211,CUST01706,Pending,2023-06-02
TIC0000212,CUST02157,Open,2024-11-21
TIC0000213,CUST00939,Resolved,2024-10-01
TIC0000214,CUST01719,Pending,2025-03-05
TIC0000215,CUST01531,Pending,2025-02-06
TIC0000216,CUST01499,Open,2025-03-17
TIC0000217,CUST00502,Resolved,2024-07-13
TIC0000218,CUST00903,Resolved,2024-09-04
TIC0000219,CUST00081,Resolved,2024-01-22
TIC0000220,CUST01947,Pending,2024-11-07
TIC0000221,CUST01248,Open,2025-03-08
TIC0000222,CUST02927,Open,2025-03-15
TIC0000223,CUST00707,Pending,2024-05-18
TIC0000224,CUST00203,Open,2024-12-25
TIC0000225,CUST01315,Resolved,2023-11-19
TIC0000226,CUST01576,Pending,2024-10-20
TIC0000227,CUST01247,Open,2024-08-12
TIC0000228,CUST02177,Resolved,2024-03-20
TIC0000229,CUST00992,Pending,2023-06-05
TIC0000230,CUST01375,Resolved,2025-02-23
TIC0000231,CUST02831,Pending,2024-05-06
TIC0000232,CUST01178,Resolved,2024-05-09
TIC0000233,CUST02754,Resolved,2025-03-15
TIC0000234,CUST00488,Pending,2023-06-22
TIC0000235,CUST01294,Pending,2025-05-09
TIC0000236,CUST01453,Pending,2024-02-01
TIC0000237,CUST01157,Pending,2024-10-22
TIC0000238,CUST00067,Open,2024-09-28
TIC0000239,CUST01612,Resolved,2023-11-01
TIC0000240,CUST00590,Resolved,2023-10-28
TIC0000241,CUST02201,Resolved,2024-08-05
TIC0000242,CUST02538,Resolved,2024-08-02
TIC0000243,CUST01255,Open,2024-07-30
TIC0000244,CUST01948,Open,2024-07-15
TIC0000245,CUST01609,Pending,2024-02-18
TIC0000246,CUST00270,Pending,2025-04-12
TIC0000247,CUST00836,Resolved,2023-05-29
TIC0000248,CUST02351,Resolved,2023-07-10
TIC0000249,CUST02464,Resolved,2024-10-26
TIC0000250,CUST02281,Pending,2025-01-07
TIC0000251,CUST00026,Open,2025-04-10
TIC0000252,CUST01491,Pending,2024-05-28
TIC0000253,CUST02073,Open,2025-04-06
TIC0000254,CUST00542,Pending,2023-06-17
TIC0000255,CUST02949,Pending,2025-05-20
TIC0000256,CUST01419,Pending,2023-06-07
TIC0000257,CUST00456,Resolved,2024-01-19
TIC0000258,CUST02875,Open,2024-08-13
TIC0000259,CUST00947,Open,2024-01-10
TIC0000260,CUST01153,Open,2025-05-06
TIC0000261,CUST01782,Resolved,2024-02-24
TIC0000262,CUST02550,Resolved,2024-05-29
TIC0000263,CUST01590,Resolved,2025-02-19
TIC0000264,CUST00696,Open,2024-08-16
TIC0000265,CUST02581,Resolved,2024-01-09
TIC0000266,CUST02742,Pending,2024-05-21
TIC0000267,CUST02587,Open,2023-06-06
TIC0000268,CUST01424,Pending,2024-12-24
TIC0000269,CUST02797,Open,2024-01-26
TIC0000270,CUST02016,Pending,2024-03-21
TIC0000271,CUST01894,Resolved,2023-10-28
TIC0000272,CUST01862,Open,2024-02-04
TIC0000273,CUST01573,Open,2023-06-19
TIC0000274,CUST00001,Open,2025-03-20
TIC0000275,CUST02120,Pending,2023-12-26
TIC0000276,CUST01785,Resolved,2023-11-18
TIC0000277,CUST00881,Pending,2024-11-08
TIC0000278,CUST02855,Pending,2023-07-28
TIC0000279,CUST01485,Resolved,2024-01-09
TIC0000280,CUST02304,Resolved,2024-10-25
TIC0000281,CUST02565,Resolved,2024-02-05
TIC0000282,CUST01815,Open,2023-12-10
TIC0000283,CUST00471,Pending,2024-11-18
TIC0000284,CUST01164,Resolved,2024-07-09
TIC0000285,CUST02913,Open,2024-02-21
TIC0000286,CUST00737,Pending,2024-08-16
TIC0000287,CUST01525,Open,2023-06-01
TIC0000288,CUST02826,Pending,2024-10-20
TIC0000289,CUST02550,Pending,2023-11-25
TIC0000290,CUST01055,Open,2024-03-01
TIC0000291,CUST01418,Resolved,2023-07-28
TIC0000292,CUST01468,Resolved,2024-12-30
TIC0000293,CUST01829,Open,2024-10-12
TIC0000294,CUST01200,Open,2025-05-24
TIC0000295,CUST02051,Resolved,2024-01-03
TIC0000296,CUST01430,Pending,2024-04-14
TIC0000297,CUST00650,Pending,2023-08-04
TIC0000298,CUST02910,Resolved,2023-10-15
TIC0000299,CUST00537,Open,2023-05-31
TIC0000300,CUST02572,Pending,2024-09-13
TIC0000301,CUST02477,Resolved,2023-11-27
TIC0000302,CUST01154,Resolved,2023-06-28
TIC0000303,CUST01288,Resolved,2024-06-25
TIC0000304,CUST02687,Open,2024-12-30
TIC0000305,CUST02281,Resolved,2025-02-27
TIC0000306,CUST00475,Pending,2024-04-26
TIC0000307,CUST01962,Pending,2024-01-02
TIC0000308,CUST01071,Open,2024-12-01
TIC0000309,CUST00822,Open,2024-07-19
TIC0000310,CUST00973,Resolved,2024-07-12
TIC0000311,CUST01756,Open,2023-07-26
TIC0000312,CUST01225,Resolved,2024-03-17
TIC0000313,CUST01980,Open,2024-10-19
TIC0000314,CUST01331,Pending,2023-06-15
TIC0000315,CUST01676,Pending,2023-08-27
TIC0000316,CUST01258,Pending,2023-09-11
TIC0000317,CUST02967,Open,2023-12-02
TIC0000318,CUST02837,Resolved,2024-06-14
TIC0000319,CUST02125,Pending,2024-03-28
TIC0000320,CUST01331,Open,2024-04-23
TIC0000321,CUST00685,Pending,2023-06-14
TIC0000322,CUST01231,Open,2024-11-28
TIC0000323,CUST02126,Pending,2024-10-25
TIC0000324,CUST02546,Open,2025-02-18
TIC0000325,CUST00764,Open,2023-09-15
TIC0000326,CUST01523,Resolved,2023-10-12
TIC0000327,CUST01388,Resolved,2024-05-28
TIC0000328,CUST01081,Open,2025-05-21
TIC0000329,CUST02081,Resolved,2024-04-21
TIC0000330,CUST01119,Open,2024-02-04
TIC0000331,CUST00408,Resolved,2025-02-28
TIC0000332,CUST01618,Open,2025-03-22
TIC0000333,CUST01260,Open,2025-02-05
TIC0000334,CUST02988,Open,2024-02-04
TIC0000335,CUST00795,Open,2024-04-02
TIC0000336,CUST00086,Open,2024-04-11
TIC0000337,CUST01994,Open,2024-02-02
TIC0000338,CUST00180,Resolved,2024-02-24
TIC0000339,CUST02377,Open,2024-01-09
TIC0000340,CUST00569,Open,2025-05-05
TIC0000341,CUST00762,Resolved,2025-04-29
TIC0000342,CUST02126,Open,2024-07-20
TIC0000343,CUST00217,Resolved,2025-05-25
TIC0000344,CUST02762,Pending,2023-08-18
TIC0000345,CUST02350,Pending,2024-11-14
TIC0000346,CUST01340,Open,2023-08-02
TIC0000347,CUST02323,Pending,2024-08-16
TIC0000348,CUST00614,Resolved,2025-03-15
TIC0000349,CUST00891,Pending,2024-05-14
TIC0000350,CUST00051,Open,2024-06-15
TIC0000351,CUST00878,Resolved,2023-08-17
TIC0000352,CUST01628,Pending,2024-12-08
TIC0000353,CUST02243,Resolved,2023-11-03
TIC0000354,CUST01342,Open,2024-03-08
TIC0000355,CUST02727,Resolved,2024-03-10
TIC0000356,CUST01353,Open,2024-12-16
TIC0000357,CUST00123,Pending,2025-05-14
TIC0000358,CUST01589,Open,2024-07-12
TIC0000359,CUST01629,Open,2024-01-26
TIC0000360,CUST02718,Open,2023-09-22
TIC0000361,CUST02780,Pending,2024-07-13
TIC0000362,CUST02957,Open,2024-06-13
TIC0000363,CUST01080,Pending,2024-02-11
TIC0000364,CUST01897,Open,2023-11-19
TIC0000365,CUST01653,Open,2024-06-11
TIC0000366,CUST02476,Resolved,2023-07-10
TIC0000367,CUST02465,Resolved,2024-05-31
TIC0000368,CUST01806,Pending,2023-09-05
TIC0000369,CUST00292,Pending,2023-08-24
TIC0000370,CUST01260,Open,2024-10-05
TIC0000371,CUST01383,Resolved,2023-08-27
TIC0000372,CUST01024,Open,2024-10-17
TIC0000373,CUST01550,Pending,2025-04-20
TIC0000374,CUST01822,Open,2023-06-07
TIC0000375,CUST02387,Resolved,2025-02-25
TIC0000376,CUST01431,Pending,2024-05-08
TIC0000377,CUST00594,Resolved,2024-08-06
TIC0000378,CUST01537,Pending,2024-10-26
TIC0000379,CUST02293,Open,2024-04-22
TIC0000380,CUST01255,Pending,2024-07-27
TIC0000381,CUST00417,Pending,2024-04-29
TIC0000382,CUST00796,Open,2023-05-27
TIC0000383,CUST01031,Open,2024-10-15
TIC0000384,CUST00275,Resolved,2025-04-16
TIC0000385,CUST02874,Resolved,2023-07-29
TIC0000386,CUST02635,Resolved,2024-08-17
TIC0000387,CUST00702,Open,2023-11-01
TIC0000388,CUST02693,Resolved,2025-02-18
TIC0000389,CUST00755,Pending,2024-03-03
TIC0000390,CUST00001,Open,2025-04-21
TIC0000391,CUST01035,Pending,2024-05-02
TIC0000392,CUST01470,Open,2024-03-25
TIC0000393,CUST01331,Resolved,2024-01-25
TIC0000394,CUST00267,Open,2024-12-03
TIC0000395,CUST01997,Pending,2025-05-21
TIC0000396,CUST00560,Pending,2024-06-17
TIC0000397,CUST00675,Pending,2024-07-26
TIC0000398,CUST01579,Resolved,2023-12-28
TIC0000399,CUST02336,Open,2025-05-04
TIC0000400,CUST02299,Resolved,2024-03-25
TIC0000401,CUST02464,Open,2024-02-29
TIC0000402,CUST00609,Open,2023-08-15
TIC0000403,CUST01148,Resolved,2025-05-15
TIC0000404,CUST01426,Open,2024-01-21
TIC0000405,CUST01885,Resolved,2024-09-05
TIC0000406,CUST01933,Pending,2023-10-07
TIC0000407,CUST00261,Resolved,2025-01-25
TIC0000408,CUST01507,Pending,2024-11-11
TIC0000409,CUST02925,Pending,2024-11-02
TIC0000410,CUST01490,Pending,2024-06-20
TIC0000411,CUST00264,Open,2023-10-13
TIC0000412,CUST00771,Pending,2024-01-02
TIC0000413,CUST01397,Open,2024-10-25
TIC0000414,CUST01587,Pending,2025-03-08
TIC0000415,CUST00535,Pending,2025-04-28
TIC0000416,CUST00351,Open,2024-04-30
TIC0000417,CUST00650,Open,2023-11-01
TIC0000418,CUST01258,Resolved,2023-07-22
TIC0000419,CUST02654,Open,2024-03-12
TIC0000420,CUST00716,Open,2024-03-11
TIC0000421,CUST02205,Open,2024-05-26
TIC0000422,CUST02988,Resolved,2025-05-07
TIC0000423,CUST00625,Open,2025-01-06
TIC0000424,CUST00095,Open,2025-01-12
TIC0000425,CUST01984,Pending,2025-04-23
TIC0000426,CUST00262,Resolved,2024-11-11
TIC0000427,CUST01555,Open,2024-02-07
TIC0000428,CUST01829,Pending,2024-12-16
TIC0000429,CUST01740,Resolved,2023-08-12
TIC0000430,CUST01654,Pending,2024-04-05
TIC0000431,CUST01386,Open,2024-11-01
TIC0000432,CUST02366,Open,2023-08-22
TIC0000433,CUST02810,Pending,2023-11-29
TIC0000434,CUST02950,Pending,2024-03-16
TIC0000435,CUST01885,Open,2023-09-25
TIC0000436,CUST02517,Pending,2024-06-17
TIC0000437,CUST02879,Resolved,2025-05-14
TIC0000438,CUST00205,Pending,2023-10-25
TIC0000439,CUST01611,Pending,2024-10-28
TIC0000440,CUST01632,Open,2024-08-23
TIC0000441,CUST01269,Pending,2024-03-23
TIC0000442,CUST00914,Open,2024-04-10
TIC0000443,CUST00671,Open,2023-10-04
TIC0000444,CUST01029,Open,2023-11-09
TIC0000445,CUST01672,Resolved,2025-01-30
TIC0000446,CUST01966,Resolved,2024-08-10
TIC0000447,CUST00023,Pending,2025-04-19
TIC0000448,CUST01072,Open,2023-06-26
TIC0000449,CUST00923,Resolved,2024-05-20
TIC0000450,CUST01901,Pending,2023-10-25
TIC0000451,CUST02454,Resolved,2024-03-30
TIC0000452,CUST01213,Pending,2023-06-29
TIC0000453,CUST02557,Open,2024-03-28
TIC0000454,CUST00602,Resolved,2023-12-29
TIC0000455,CUST00493,Open,2024-07-22
TIC0000456,CUST02028,Pending,2024-03-05
TIC0000457,CUST02905,Pending,2024-09-22
TIC0000458,CUST02021,Resolved,2024-07-11
TIC0000459,CUST00708,Open,2025-03-17
TIC0000460,CUST00372,Open,2023-12-05
TIC0000461,CUST02321,Pending,2023-09-07
TIC0000462,CUST00026,Open,2024-07-24
TIC0000463,CUST02355,Pending,2024-01-05
TIC0000464,CUST00817,Resolved,2024-05-07
TIC0000465,CUST00055,Open,2024-01-14
TIC0000466,CUST00760,Open,2023-06-16
TIC0000467,CUST01989,Open,2024-11-18
TIC0000468,CUST01191,Resolved,2024-10-19
TIC0000469,CUST00506,Resolved,2023-06-30
TIC0000470,CUST01661,Resolved,2025-03-05
TIC0000471,CUST01613,Open,2024-09-12
TIC0000472,CUST02023,Resolved,2025-01-28
TIC0000473,CUST01235,Open,2024-10-21
TIC0000474,CUST02186,Resolved,2024-03-26
TIC0000475,CUST01426,Pending,2024-01-15
TIC0000476,CUST00527,Pending,2023-07-24
TIC0000477,CUST02456,Resolved,2025-05-18
TIC0000478,CUST01632,Resolved,2025-03-02
TIC0000479,CUST02505,Open,2025-03-12
TIC0000480,CUST00335,Pending,2024-11-02
TIC0000481,CUST00025,Resolved,2025-04-24
TIC0000482,CUST02515,Pending,2024-07-09
TIC0000483,CUST00322,Open,2025-05-17
TIC0000484,CUST01485,Pending,2023-09-14
TIC0000485,CUST00548,Open,2024-03-30
TIC0000486,CUST02426,Open,2025-01-05
TIC0000487,CUST01511,Resolved,2023-09-29
TIC0000488,CUST00442,Resolved,2023-10-13
TIC0000489,CUST02933,Open,2024-05-22
TIC0000490,CUST02885,Resolved,2024-09-24
TIC0000491,CUST00933,Resolved,2024-04-20
TIC0000492,CUST00765,Open,2023-10-06
TIC0000493,CUST00092,Pending,2025-03-31
TIC0000494,CUST02778,Open,2024-10-09
TIC0000495,CUST01077,Resolved,2024-08-30
TIC0000496,CUST00227,Pending,2024-08-31
TIC0000497,CUST01155,Pending,2025-04-24
TIC0000498,CUST01800,Open,2024-05-05
TIC0000499,CUST01555,Resolved,2024-11-12
TIC0000500,CUST01485,Resolved,2025-05-12
TIC0000501,CUST00940,Pending,2023-11-09
TIC0000502,CUST01931,Open,2025-02-25
TIC0000503,CUST01832,Pending,2023-07-19
TIC0000504,CUST02559,Resolved,2024-04-13
TIC0000505,CUST02863,Open,2023-07-12
TIC0000506,CUST02401,Resolved,2023-11-09
TIC0000507,CUST00590,Pending,2023-10-17
TIC0000508,CUST00307,Pending,2024-06-17
TIC0000509,CUST00780,Resolved,2025-05-05
TIC0000510,CUST00349,Open,2025-05-15
TIC0000511,CUST01201,Pending,2025-03-09
TIC0000512,CUST02959,Resolved,2024-03-19
TIC0000513,CUST00210,Pending,2024-04-02
TIC0000514,CUST00052,Pending,2024-10-26
TIC0000515,CUST00706,Open,2023-09-15
TIC0000516,CUST02823,Resolved,2025-03-10
TIC0000517,CUST02483,Pending,2023-11-01
TIC0000518,CUST01376,Resolved,2024-01-27
TIC0000519,CUST01897,Pending,2025-02-17
TIC0000520,CUST00615,Resolved,2023-06-04
TIC0000521,CUST00210,Open,2024-06-13
TIC0000522,CUST02271,Pending,2025-04-28
TIC0000523,CUST01381,Open,2025-04-23
TIC0000524,CUST01728,Pending,2025-03-17
TIC0000525,CUST01182,Resolved,2023-08-07
TIC0000526,CUST01683,Resolved,2025-05-23
TIC0000527,CUST01145,Pending,2023-06-14
TIC0000528,CUST01524,Open,2024-05-16
TIC0000529,CUST00422,Pending,2024-12-20
TIC0000530,CUST02575,Open,2025-02-13
TIC0000531,CUST01753,Open,2023-09-06
TIC0000532,CUST02692,Resolved,2024-09-15
TIC0000533,CUST01050,Pending,2024-11-02
TIC0000534,CUST01448,Pending,2023-11-05
TIC0000535,CUST00257,Resolved,2024-12-24
TIC0000536,CUST01845,Pending,2025-04-20
TIC0000537,CUST02322,Pending,2023-06-11
TIC0000538,CUST02186,Pending,2023-07-21
TIC0000539,CUST02043,Resolved,2024-12-06
TIC0000540,CUST00109,Resolved,2024-07-15
TIC0000541,CUST02190,Open,2025-01-23
TIC0000542,CUST02923,Open,2023-11-22
TIC0000543,CUST00908,Pending,2023-11-18
TIC0000544,CUST00570,Resolved,2024-05-28
TIC0000545,CUST00216,Open,2024-04-13
TIC0000546,CUST01675,Open,2024-12-01
TIC0000547,CUST02275,Resolved,2024-05-19
TIC0000548,CUST01677,Pending,2024-11-21
TIC0000549,CUST00322,Open,2023-09-17
TIC0000550,CUST01419,Pending,2025-04-25
TIC0000551,CUST01250,Open,2024-02-12
TIC0000552,CUST02492,Open,2023-10-30
TIC0000553,CUST01788,Resolved,2024-11-15
TIC0000554,CUST02999,Resolved,2023-10-31
TIC0000555,CUST00922,Open,2024-08-05
TIC0000556,CUST02654,Pending,2023-10-16
TIC0000557,CUST00007,Resolved,2025-03-14
TIC0000558,CUST00820,Resolved,2023-11-04
TIC0000559,CUST02173,Open,2024-09-17
TIC0000560,CUST02889,Open,2024-02-20
TIC0000561,CUST02025,Resolved,2024-06-10
TIC0000562,CUST00839,Pending,2024-01-19
TIC0000563,CUST01825,Resolved,2025-04-04
TIC0000564,CUST02047,Open,2024-10-11
TIC0000565,CUST01496,Pending,2025-03-16
TIC0000566,CUST00635,Open,2023-07-09
TIC0000567,CUST00861,Open,2025-02-14
TIC0000568,CUST02908,Pending,2024-11-10
TIC0000569,CUST00538,Pending,2023-12-16
TIC0000570,CUST02302,Open,2023-06-26
TIC0000571,CUST02821,Resolved,2023-06-05
TIC0000572,CUST00682,Pending,2024-05-25
TIC0000573,CUST01644,Open,2024-12-08
TIC0000574,CUST01851,Resolved,2025-03-10
TIC0000575,CUST01902,Resolved,2025-04-05
TIC0000576,CUST00732,Open,2024-03-07
TIC0000577,CUST00437,Pending,2025-03-03
TIC0000578,CUST01239,Open,2025-01-19
TIC0000579,CUST02389,Pending,2024-05-02
TIC0000580,CUST00943,Open,2024-11-04
TIC0000581,CUST01155,Resolved,2024-01-21
