OrderLineID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice,RowHash
OL00068,O00069,1625,1,43.83,43.83,99da2418cdfc51e2cb3db07201118947
OL00069,O00070,2719,5,139.44,697.2,46615bf31afe96ea174c2c1e10511491
OL00070,O00071,2771,3,91.93,275.79,811c4365fef27387fc651d1b4705594a
OL00071,O00072,933,1,121.39,121.39,e748c28109468da6de545800f8c54515
OL00072,O00073,189,4,179.21,716.84,a3d856823a4733a791ab73bab9430bd4
OL00073,O00074,3091,1,57.67,57.67,5e9ebc9d5bbc5cbcd984571bc041d65e
OL00074,O00075,2463,2,36.9,73.8,93c36398ef20eaac9d10805e045139ed
OL00075,O00076,1608,3,176.23,528.6899999999999,b2871ddef1187523c778e5c80ef0adc6
OL00076,O00077,1089,5,152.96,764.8000000000001,c9f4e2fe73f5c69618f9258e3280af65
OL00077,O00078,2692,4,154.99,619.96,6f25bd0aa4d0229ecd03e3d0c9fb84e6
OL00078,O00079,4046,1,109.61,109.61,782d5e84ca3d3f9e762f5bc3971c5aee
OL00079,O00080,4415,1,57.89,57.89,306e62d41dbd73ca15d9cd606788adbb
OL00080,O00081,2380,4,189.68,758.72,46f20b9d74716a3a303f5b3337b9567f
OL00081,O00082,1615,4,89.48,357.92,105e606a7b98456f6c3d0123a08bf0db
OL00082,O00083,3712,5,78.66,393.29999999999995,3979105b62cc2b851e7aa6f79d40821b
OL00083,O00084,190,2,16.71,33.42,bed7e171fe9808306f615e67df390c4a
OL00084,O00085,508,3,173.72,521.16,efcc3635ad8b8b2484ad6d8d8009fc05
OL00085,O00086,2095,4,191.51,766.04,acac7a3021f368b746910fdb63b1ada0
OL00086,O00087,1418,5,158.86,794.3000000000001,7a9f960270b4cb6c2bf0ce37a449e359
OL00087,O00088,285,2,42.28,84.56,72f9dff277f7c37904799f22338c0054
OL00088,O00089,4115,4,53.43,213.72,604b629ad0f33b2aece91d8b875aa1bc
OL00089,O00090,4188,1,141.65,141.65,d3c43758081db61c8c0e55fe9d218287
OL00090,O00091,913,3,198.17,594.51,3e8ae3219997a935789993d3319dcb28
OL00091,O00092,3111,4,82.91,331.64,8018dc3ae1298d70f38988f4ce04c60f
OL00092,O00093,477,2,162.16,324.32,85a4728c5b539d0e4a54939163a733b6
OL00093,O00094,3732,4,24.18,96.72,b8d0bc2e045995d98eb64dd631ba63f4
OL00094,O00095,721,3,78.69,236.07,abe0629b1792e8464b118451483d7559
OL00095,O00096,4843,3,115.97,347.90999999999997,3f7bfda838b2a92f976dc9136e82566f
OL00096,O00097,2897,3,10.93,32.79,08e74f955f7faa0bf5ec03f93327b81a
OL00097,O00098,1284,5,20.57,102.85,260ffb1d8fa19c3018e6ae6f627ccfac
OL00098,O00099,3333,1,121.32,121.32,3723355480e30492962ea8e884ae4e18
OL00099,O00100,1351,2,159.36,318.72,a068db5ef201d2241f31fac1c8a528f5
OL00100,O00101,2403,3,120.3,360.9,ff5081b8a1fa56d82da24cbcfef47631
OL00101,O00102,2594,2,196.97,393.94,82b015fff911d5031b140fbf0be0acf0
OL00102,O00103,4355,3,11.35,34.05,384cfee6a8779d142a6e0c8274df19b4
OL00103,O00104,4571,1,133.82,133.82,a20ad5c37485e47bcbeaa806129ee076
OL00104,O00105,2155,5,79.51,397.55,9e7c29c475534f990a71b47ce892e23a
OL00105,O00106,4965,2,23.99,47.98,51e649352c6769b29568475144c7abc2
OL00106,O00107,4496,3,98.15,294.45000000000005,3dcb5acc20990b75e14d7ae6d64bca8d
OL00107,O00108,908,3,66.34,199.02,e15c6866ea7bcc2dcefd95f6a0de6a0d
OL00108,O00109,2427,4,59.89,239.56,4acba582fe47c8747ddaf47794a97a0b
OL00109,O00110,2397,4,24.9,99.6,4d08d98f7edce9643c7f85464eb580f3
OL00110,O00111,1119,5,160.43,802.1500000000001,c16faaddc22aab25adaf075de9cff210
OL00111,O00112,912,2,163.81,327.62,aca80f8e3af1631c743d507354eee226
OL00112,O00113,4089,4,156.99,627.96,6bc9184e65529605cd3e526b1669b964
OL00113,O00114,2162,2,155.41,310.82,4b1778767e932f89d10141adb182e83d
OL00114,O00115,2615,1,165.11,165.11,3081e12746796c37302f98424a33510d
OL00115,O00116,2257,1,58.7,58.7,6d16e1ba57effbf07af889296c6482da
OL00116,O00117,2381,2,58.68,117.36,23a137c77fa98a58bafd3bad839eee06
OL00117,O00118,2421,1,64.56,64.56,a998c4a8399e5d43f20323ccb9c79265
OL00118,O00119,53,5,197.78,988.9,4c932c21446144c31519893515864f9c
OL00119,O00120,175,4,13.59,54.36,6e27b3c0d9abf6eaa16e9a55fc3feb1e
OL00120,O00121,4383,5,136.52,682.6,3d49594250e47ecb313416365c98f6f0
OL00121,O00122,809,3,28.35,85.05000000000001,fc872e76913c00e9e74f4dafecbfcb3d
OL00122,O00123,4945,5,123.49,617.4499999999999,1b520728f89900ec691217dc854a71b0
OL00123,O00124,2383,2,23.2,46.4,144031db78265be5987e764b067d1fef
OL00124,O00125,4567,1,172.67,172.67,9d778277d1bf77e7b05a84df1024e2d7
OL00125,O00126,1599,5,171.18,855.9000000000001,98fe6d05581e02520ec1e00c39c687f1
OL00126,O00127,2183,1,11.85,11.85,b3d69ac3bb7fb3b72f7699036567fe28
OL00127,O00128,222,4,139.11,556.44,20a6479f0a516b72b7caebc379a1eb3c
OL00128,O00129,4384,3,116.27,348.81,851caa3844cdf8f2614057b3eb79701a
OL00129,O00130,4450,5,63.11,315.55,271e55488c036daebf139ca91321ab04
OL00130,O00131,1824,3,35.14,105.42,5e4330b2f78eb8708b248f72bed6c83b
OL00131,O00132,2092,5,48.2,241.0,ea7f1cf4fc64ae068d27913b5f951564
OL00132,O00133,3331,2,114.13,228.26,e55b9c774cfc721619407ea4a407c7cf
OL00133,O00134,4433,4,189.5,758.0,7ea60caaa870fed0976d976e2b5730ef
OL00134,O00135,3775,4,122.72,490.88,c15c37db28bbe4ad3331ae1b66869c1d
OL00135,O00136,1483,4,47.95,191.8,cac3dc143cac293c5adb865a929a3df2
OL00136,O00137,3289,2,69.23,138.46,45c26ede2f13299f39d52755e817a7b2
OL00137,O00138,4704,2,179.17,358.34,fba71fcfcf00a9d8c6ecc52f354c354c
OL00138,O00139,1720,4,183.17,732.68,0c0e67a5a6e9b6a6d476492772ed469d
OL00139,O00140,2768,2,123.42,246.84,25492a2cc77284c44a0b7bcdfae0c58e
OL00140,O00141,2283,4,143.34,573.36,7e15edccb1614d4e50e147c248ac7f7a
OL00141,O00142,2412,1,197.83,197.83,7ae12293e0e4c4203493bca6d4bb21bf
OL00142,O00143,4414,4,144.06,576.24,bccb1019bd354938164ebcfbd40d371c
OL00143,O00144,1591,4,96.62,386.48,2e9a6126b69755669cd0bdd2cf7d5269
OL00144,O00145,3672,1,182.06,182.06,274fa4a2ac7d20ea032ea283e056623a
OL00145,O00146,4435,2,119.16,238.32,c001a21c46cf7546b06fa3453e0fe466
OL00146,O00147,570,1,130.5,130.5,238da4e504e260331d9e6ef8099cac08
OL00147,O00148,2489,5,67.82,339.09999999999997,862ef8cea69761d9b7da0ac83c527a10
OL00148,O00149,1156,4,188.69,754.76,7923214aac110ed7ad1ad06a78cde145
OL00149,O00150,2730,1,186.61,186.61,1d156f43f3c1cf88fdf9998024f06d69
OL00150,O00151,934,4,124.67,498.68,67e3ed10606ee2b6680504f03e61ba28
OL00151,O00152,4478,1,79.62,79.62,2c6639446d91c7151f5c2c9b9ac1d9cb
OL00152,O00153,4417,5,60.46,302.3,ddf6ff6fdda9f5a47c7b464e9c7a7cd5
OL00153,O00154,4906,1,136.66,136.66,54cac00459f13477d517932501798fd4
OL00154,O00155,908,1,95.83,95.83,c70ad2490de8a2b88b2f9f8510b02042
OL00155,O00156,1756,4,12.75,51.0,afc430033f97b2373a094d92f337cb6d
OL00156,O00157,2356,3,137.02,411.06000000000006,1983112e0bff9f432ff4d570e8d0ab28
OL00157,O00158,947,5,177.81,889.05,42c32533a016185b196fafd2c1134328
OL00158,O00159,2767,1,87.97,87.97,eb0804975e697510402f2fedd2083508
OL00159,O00160,4214,2,147.34,294.68,92930c0fe9126ba290390a3687631461
OL00160,O00161,2578,4,115.15,460.6,029f75d79870ea7b75d792440e0afce9
OL00161,O00162,2680,4,28.22,112.88,3c38141add9a0a90948e534e434fc111
OL00162,O00163,1047,5,139.81,699.05,952c426b1291aff5a30b02005a3b4412
OL00163,O00164,4313,4,136.72,546.88,d61cccea0c1db05f76a814a539bb47bf
OL00164,O00165,446,1,16.08,16.08,a6dc43fab8d9020e33b850891049db79
OL00165,O00166,4073,2,124.91,249.82,291aa0d8d6a413f17c99e220ad0d9649
OL00166,O00167,422,2,154.67,309.34,6e51645c631d7fd31cdae67e61d20dda
OL00167,O00168,2323,5,38.24,191.20000000000002,5d0efaafa6357f4fa076a2f345defac6
OL00168,O00169,4820,2,196.31,392.62,f49c55c87112cb8760aea54f6ce86f00
OL00169,O00170,2905,2,42.61,85.22,e29b93f487423f10f0bdb9c77ef3bd36
OL00170,O00171,192,1,186.05,186.05,1b4fb9953f0f6a9fcd6805e4717e5ba0
OL00171,O00172,991,3,139.11,417.33000000000004,cd1b4db55dfc789375c1c8a30d408daf
OL00172,O00173,3495,3,66.18,198.54000000000002,aca0c071fe2b5db071db5beb1d7b88c1
OL00173,O00174,732,3,175.99,527.97,720b2522ecfdea7337c1c7eb47b10635
OL00174,O00175,2325,3,75.33,225.99,58eac54f5a3659e7e877345c05f29edd
OL00175,O00176,3779,3,48.32,144.96,44c0b225836f6a23c4bd9ad1a9154af0
OL00176,O00177,1142,1,130.72,130.72,08367b7a1ecd2359a985dc3b2b8070e8
OL00177,O00178,3461,5,64.42,322.1,f55e979c8685a04cc8e3b6cf56226e1f
OL00178,O00179,1761,2,148.06,296.12,d30379d9aeab3772d446baebca49d7bc
OL00179,O00180,3101,1,21.33,21.33,fda48d1c533686c9a154f7ba900d2fc2
OL00180,O00181,4994,1,107.42,107.42,dfc313afbd091e2d197c13c69e4bffcc
OL00181,O00182,4071,2,26.18,52.36,c4b89c7ff943026f7162a7cd6a4a6ccf
OL00182,O00183,1641,3,26.04,78.12,b32128c916fa6285cae7f0922fd0c982
OL00183,O00184,4043,3,163.02,489.06000000000006,51b8e10f7c14fc7465fe73b44b8e4ece
OL00184,O00185,3045,1,10.39,10.39,95a77452b5797f2fc96574738627979e
OL00185,O00186,4921,4,61.53,246.12,94ecacc37b3b670e3daae313661600a6
OL00186,O00187,4629,2,144.23,288.46,bc76a10bdbc1b54d7ba523af392ffb8b
OL00187,O00188,1855,4,176.49,705.96,5ed50d297dc1784473f62460ca7d7104
OL00188,O00189,3290,4,139.98,559.92,0ae33c7e37363b644a67b9afbc62877a
OL00189,O00190,193,5,192.02,960.1,9a1012b7ed3fda13bb2a3cbd9776dc7c
OL00190,O00191,4060,2,65.05,130.1,6e7bdd21308b819e64315ca9c6a8f337
OL00191,O00192,3868,5,193.41,967.05,aced526e3d5bf5a7d704783f9b87dfe8
OL00192,O00193,4430,1,117.59,117.59,d4e0b91d2fe5abf334ac36c1c3d7fc8e
OL00193,O00194,2950,1,179.35,179.35,0f0b8087c5fb8c348339f7c3211a3696
OL00194,O00195,4457,5,113.51,567.5500000000001,a4a37feb218e116377d8260c05d6093a
OL00195,O00196,4782,5,33.3,166.5,1fe5b8e942a1d128aae509dae288b899
OL00196,O00197,3318,2,162.1,324.2,1c9471657c58defbc8df344196d5c78d
OL00197,O00198,3385,3,154.63,463.89,383296c4c17d6da28b76c2ab5f11634a
OL00198,O00199,2690,5,109.76,548.8000000000001,31c8f347c66dbf28bf286d8283fc58c4
OL00199,O00200,1214,3,163.72,491.15999999999997,81138a30f6e592acbfa7b1760d06a998
OL00200,O00201,637,3,87.14,261.42,485a18ddf8ebc9d7db04beced8d58d6c
OL00201,O00202,4365,5,59.25,296.25,e4e5a0c4a97985a11c7077340cf2b567
OL00202,O00203,4111,5,13.47,67.35000000000001,7a42880a614c4e30b6a6aa149cc31cc6
OL00203,O00204,2670,3,174.71,524.13,6249e813110690c090c5e434aac3a3ec
OL00204,O00205,843,5,191.16,955.8,8984f872fad8a8bb24df42bfd7af8f80
OL00205,O00206,4455,2,181.71,363.42,6f2c4ec85c5b51ff89f2b5b784332076
OL00206,O00207,114,3,92.51,277.53000000000003,ecc474cc2ee01566e22711618440276e
OL00207,O00208,39,4,10.88,43.52,858ff8ed476300d7be1806b831b8a133
OL00208,O00209,1285,3,190.28,570.84,bc3436e7ffcb1a6e96c75950872545d8
OL00209,O00210,1381,5,13.96,69.80000000000001,ce03e0090eb53461f5a57abfa48cbf51
OL00210,O00211,3310,1,183.87,183.87,3a568191cb79ab9c46df81f78697cfe7
OL00211,O00212,4234,4,79.23,316.92,d10b90b0833e51204ee34bcac66859cd
OL00212,O00213,3733,3,196.79,590.37,7a0512ee9ee16314195a176379619450
OL00213,O00214,175,3,78.69,236.07,1d25d24940b308a82f126934c5e39ae9
OL00214,O00215,1410,5,143.76,718.8,cc7bdf6124f509a364bb5dcc193897c8
OL00215,O00216,4286,3,52.63,157.89000000000001,e470fc9b7e8a644c01937fdbaa40712c
OL00216,O00217,3948,4,13.36,53.44,719fdd198d3110cfae6a61c0d3a7a32f
OL00217,O00218,4168,3,128.97,386.90999999999997,3d58859c63497b91917b71cdba604cdf
OL00218,O00219,2544,4,107.28,429.12,f62448fae5bcbada062ff5f22e08c6b0
OL00219,O00220,4780,4,186.95,747.8,d922d9c9d4d21ea6fd116eb2265a6bb3
OL00220,O00221,1147,3,117.72,353.15999999999997,b834925b54f3ad4048f8c1f45c5321d3
OL00221,O00222,3965,3,63.44,190.32,d23eb2ef885ca0efb786adbe404caba0
OL00222,O00223,713,5,53.14,265.7,387ba6cb9a99956ebadae31607632225
OL00223,O00224,4843,4,23.7,94.8,068bb818a9e20d745bb736b715882dfc
OL00224,O00225,109,2,113.27,226.54,e184023eda209efb20a9ee494d6312c2
OL00225,O00226,2142,1,142.44,142.44,fc052563afc3a960cfeef1489e1bc117
OL00226,O00227,1011,5,153.33,766.6500000000001,8d130b96bba8899d0368e95622a64cf9
OL00227,O00228,3580,2,177.92,355.84,07bf7409e229cae3c74dd3a0480aff24
OL00228,O00229,3340,4,168.56,674.24,9685a741be801a908d3ef35870380efa
OL00229,O00230,3251,3,144.92,434.76,3a282a57630dd1c075ea7013e1f9659d
OL00230,O00231,3928,1,109.46,109.46,549636445252710d50f1f3cd6856a636
OL00231,O00232,1871,5,160.86,804.3000000000001,b80808f4174343f3235ef692d855298d
OL00232,O00233,3675,5,23.22,116.1,d2a0c1c2a9fbc1b776fd7bdc9c406cfb
OL00233,O00234,4800,5,173.28,866.4,1ac0e2559db3c95c459168ca3ae13fe7
OL00234,O00235,4765,1,165.52,165.52,a4ecebb86c2b01734a968b474b633bb9
OL00235,O00236,794,2,161.11,322.22,978f6c85f5206cf91f708d31a4183b3a
OL00236,O00237,2551,3,87.83,263.49,f1bfe2197b92e4bb809eb641ded882cf
OL00237,O00238,2063,3,109.51,328.53000000000003,059db232c29f3731f72801355f148626
OL00238,O00239,437,5,195.75,978.75,a08aad52241d789c9604a1586827337e
OL00239,O00240,2274,2,160.66,321.32,8636011ecec2f24f680cda24252601cf
OL00240,O00241,4365,1,139.56,139.56,945e784f1f519eda1e34183de35c0498
OL00241,O00242,4868,4,123.22,492.88,37ef1e7a9d38c3b32398d9e0b2ab022c
OL00242,O00243,2484,4,157.9,631.6,08f98169c25a3bb137495bce37a84cd5
OL00243,O00244,245,4,60.95,243.8,43f922c67d083411983247f4449e5f51
OL00244,O00245,2549,2,113.46,226.92,fb796f65fbe1218f619b5ca7d76e92f1
OL00245,O00246,1096,5,87.13,435.65,6270122ee767b9067ca3fcccc15b7446
OL00246,O00247,1192,4,19.94,79.76,97d77e42d67b224cdb29e59637d7b1fe
OL00247,O00248,2038,1,104.94,104.94,748c93b8e43bc6b857bfd24eb7ca454b
OL00248,O00249,4228,1,101.51,101.51,6e814899c69c15fbb9c2dc447c53d100
OL00249,O00250,3563,1,99.92,99.92,2a480ae014ac45bef05d52104c71a2b8
OL00250,O00251,1765,4,27.83,111.32,362de49c124feb55f0025af1f4c16d5c
OL00251,O00252,675,5,198.11,990.5500000000001,f7c07ea7891d717cc539225684d24e95
OL00252,O00253,2667,3,109.29,327.87,244def0822bd3dd0a713cc1d12146b27
OL00253,O00254,185,3,12.81,38.43,6945c253b03fb8663de77e5a7b2b8b4d
OL00254,O00255,3271,5,199.11,995.5500000000001,1cec071a19a72cbaaabef64a30e3d504
OL00255,O00256,516,2,53.86,107.72,8f023cba7633dd0cad0fb41bbd54209a
OL00256,O00257,3905,4,76.73,306.92,4a4ac94d03af23196f62e679fd955e73
OL00257,O00258,3385,3,165.04,495.12,ea8b78aa59d18392c081e41f9ae127a7
OL00258,O00259,324,2,13.09,26.18,5c1b38e4a1427ac7ca56817050e3aa48
OL00259,O00260,2070,3,108.63,325.89,805d0c7029b4dbc490366b83b8f5f59f
OL00260,O00261,4172,4,163.51,654.04,ffbaa89e4ca42491598c02864d272576
OL00261,O00262,1242,4,85.16,340.64,3087ea808b97786878dd6bab8f3a3e24
OL00262,O00263,4845,4,133.19,532.76,0f358eab46af260b4d78b1278f3c8f6f
OL00263,O00264,1280,2,158.43,316.86,69ff93657ea6e1cfe7553e7ee808d0f7
OL00264,O00265,924,5,176.98,884.9,e2f91d973d214cebd382e69a66f3c018
OL00265,O00266,1474,2,20.88,41.76,a95c614c945d1ec3163e4ae3c4f0b555
OL00266,O00267,4167,4,51.45,205.8,308afea1c019e19dec5a5767ead26dcd
OL00267,O00268,1638,2,85.59,171.18,653fc16dbbff0ee400b023d04bb1010f
OL00268,O00269,215,3,145.22,435.65999999999997,21811f0a358de4997e2eeada325a2976
OL00269,O00270,4188,3,180.89,542.67,054dfbaf03a29bf574d5971552c8fa57
OL00270,O00271,105,4,120.06,480.24,e851937ffa6ffae770ddff9f9ce6e431
OL00271,O00272,526,3,58.31,174.93,82fb8a3d09fa108d062b34e0e4c51dbd
OL00272,O00273,2271,1,163.15,163.15,6c2b371ac9738dec2589279b47b0220a
OL00273,O00274,2204,4,77.4,309.6,7c2e233dd65fbdddc58d0ee3643a8f34
OL00274,O00275,1786,1,124.9,124.9,d26c05ef80caba6d1b5bcbab7bcfa620
OL00275,O00276,239,2,104.74,209.48,e3d89352810629d325c6664b9a1e0462
OL00276,O00277,2839,5,94.95,474.75,6dd03777a0e9c4fdb8d4eb69f0b06055
OL00277,O00278,986,4,164.34,657.36,a3c236b96478821925e61fe29f1a1416
OL00278,O00279,4568,3,33.77,101.31,18c32863d7732df957746213c5cd9836
OL00279,O00280,3913,3,78.08,234.24,45461a75d9f8cf0f0be649dff9265c15
OL00280,O00281,2213,1,49.72,49.72,431b022e0ef5064666c8f2c163b0e1cf
OL00281,O00282,2189,2,180.34,360.68,946617a2c49896e1e32859365cd3e427
OL00282,O00283,3548,4,27.29,109.16,a3634075bcb6b39503fc91826b18537d
OL00283,O00284,4311,1,18.01,18.01,65d4a3d00e838e4d0a58f7b29135746a
OL00284,O00285,4098,2,29.59,59.18,f966761a5186e07d53bd71a415213d5d
OL00285,O00286,852,3,41.42,124.26,0f9563f702830a35c5285d31fc366343
OL00286,O00287,4358,2,15.31,30.62,1d5896533bfb378b64e50e08717adf04
OL00287,O00288,4255,2,143.54,287.08,eec8b268a1bc54ec5551832e39a76369
OL00288,O00289,5,3,115.9,347.70000000000005,592fd707da49e6787f389ee4c4055d53
OL00289,O00290,1138,3,179.41,538.23,0abb1113fa3fe93418192253737f654c
OL00290,O00291,2807,3,152.72,458.15999999999997,cc07506735f9df83fb243f098f555db5
OL00291,O00292,3528,1,156.75,156.75,04a70c44c56e4c758a3d8f1b2fe86142
OL00292,O00293,3266,5,121.37,606.85,cc2bd6cb45fe01b71b195c8a67c9db4a
OL00293,O00294,4313,3,170.67,512.01,3d88853f471ee4d99327af8be72c7152
OL00294,O00295,3841,5,181.61,908.0500000000001,01103044cf05a4ed9d8f6a58a6efe5d5
OL00295,O00296,3624,3,60.05,180.14999999999998,6a90357f893e05acc150f4beda928fe4
OL00296,O00297,3599,1,155.63,155.63,b6704e14956359c77b61120f5b02f2c3
OL00297,O00298,299,5,165.53,827.65,b5daf74a9e62658654c331dd0bf1a2c0
OL00298,O00299,3039,3,28.4,85.19999999999999,3d7585468f61c800edf6acf4ba68ea42
OL00299,O00300,917,1,45.16,45.16,1a5a237d6d4351b76ac68e3a9e0c12b3
OL00300,O00301,1169,5,42.71,213.55,054e62c6b423641b963e06315208d99f
OL00301,O00302,2878,1,106.99,106.99,ed99a7105739e18bdbaba53cbb844c4b
OL00302,O00303,4224,4,108.99,435.96,83ebc5dda1cb84f06e023aab5735c9ac
OL00303,O00304,1572,3,26.37,79.11,12c1b92107fe8e2869941e5ee177ef3f
OL00304,O00305,1325,1,193.45,193.45,10b6a3c1fb37fdfc40d6f26b2a9124fa
OL00305,O00306,4777,4,55.85,223.4,02f67f3bb6e401df5e06ff7600f7d618
OL00306,O00307,738,3,114.16,342.48,bcae97d9d3815029847e6b8c66d6942b
OL00307,O00308,2667,4,155.97,623.88,4f872d2be6905ed16d59bd0711c6de44
OL00308,O00309,867,2,165.01,330.02,9bd18d50e275c8121a9262d99379c403
OL00309,O00310,4482,2,148.04,296.08,06899b49c7891eacad11d85f5f30c31a
OL00310,O00311,1442,4,83.89,335.56,2da681d229ce8600db8e401ae91d57fe
OL00311,O00312,2019,1,56.85,56.85,732aa5e101a77da7295e7aab88e3c867
OL00312,O00313,4297,1,134.09,134.09,104266d9148af579ca03cc0e23c81363
OL00313,O00314,2841,2,147.69,295.38,4411c3ae5916f5e10ead325acd7149b2
