AdjustmentID,ProductID,StoreID,QuantityChanged,Reason,AdjustmentDate,RowHash
ef541823-bbe7-4f1c-b326-c584e03cb5b0,2615,e032ddb6-04f6-47a5-90e5-f68140962d4e,-6,Shrinkage,2025-01-13,fe8014f3cfd28a5a38f97167331eb10f
9ddf6c36-acce-4a2d-95f9-04d261fa16e3,506,4c52532d-b5c5-4845-8420-6218f0b41d98,-8,Damage,2024-12-25,3e726f867f89f4b84fcef4f48bccd566
047ba34b-29ee-41e6-9aed-217024b75049,3232,1013921c-4a66-4cb0-8c1c-423b78fed26d,9,Recount,2024-11-13,170701ab6441d2e0901834b6bb6f0bcf
b3df4b8a-ba77-439e-b68e-dcd6e7167445,2329,149569d3-15a3-47a5-82cf-6209374d0993,-10,Shrinkage,2025-03-18,89bdc1250d57701d24329c734d507c58
fc677057-90f0-4b7b-b152-5409832da323,4500,64e37cee-410d-45da-8592-a2e08c8eeee4,-6,Return,2025-04-24,933dc967280d3652b4a0a05272566824
2b037c5f-6b17-4fd9-8cdf-1f68e5dda8cd,2922,66dc8a60-4b83-45a3-85e6-f382697e2a0b,9,Shrinkage,2025-01-06,918daaa3068bae3cea620d8ea6695fcd
0d3a876c-223a-4ac3-8ec1-9ef18046e014,2184,35136aa1-c8a8-4039-870f-c761e80fe8cf,5,Damage,2025-01-23,6b222ea5c3ee978606b593d274af2202
1ed871a6-2ea8-4a6e-875c-e7289e14103f,2733,9b70695b-5588-44ee-b349-95fdef5dc164,2,Recount,2025-04-13,bd0562b54b0425aafde769cc8da47ddc
2e3346ed-6458-41f1-9f89-2183b8ae88a1,46,49b14348-e197-4620-b56a-1d0c5ba462eb,5,Shrinkage,2024-11-14,5804dc3e70bbde15ce17280b64c41050
98868322-9639-45b5-92f1-cbe345c5da0e,715,d41124dd-d026-420b-a502-241945f71418,5,Damage,2025-05-10,d7622030f0663e5cd991474438982ad1
8f194b7a-f6c9-4c2c-8af5-379f900f163a,1822,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,-4,Recount,2025-03-20,d13ea64a7c2f5d22e2b479cef68ff83b
80128f77-98d5-4701-a6b4-efec1abe8378,3896,5da11b57-c618-419f-be8e-0fa9ae30450b,9,Shrinkage,2025-03-28,d73b7924873ab74f6df88c84e2613ef2
d866c804-0b70-4d0c-9952-e67daf93f410,4097,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,0,Shrinkage,2024-12-04,3273b85d92fa5c207291e306846af969
64f91748-ce16-458b-936f-9f551bb10a26,2778,ff3c70c6-1b3b-4bb8-9202-f3d494c1c4a5,-7,Return,2025-01-12,9db5d9a8420df25fa14f761fbc709210
a699901f-53a2-4e57-90fa-21716b69349d,659,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,7,Shrinkage,2025-05-02,1c85bad6dadc7c3dd01492a6001430b6
7f27ba1e-f690-4430-99f9-2a16be6da25d,3954,d41124dd-d026-420b-a502-241945f71418,-6,Damage,2025-05-05,6c1d33a5a0be98a56f823f2dde029ceb
18546653-3183-42c7-b5a1-136e258e73f2,1102,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,10,Damage,2025-05-09,15ccbfd07ab0bbc00dc79dc3fd4f2e8f
c11d079a-6866-4c9e-ba54-de72f13c658d,264,49b14348-e197-4620-b56a-1d0c5ba462eb,-2,Recount,2024-12-09,50ceb8f95e6c59e1053c23b68cf934a7
9eb896b4-a9a0-40cb-a212-fb445eb127ff,2437,af8f8a04-b980-4a2a-9c5c-37970e8dc361,-3,Recount,2025-01-12,011f2f7651c51690ca12df1b0b06f569
7a51f3fc-2837-4378-8928-09196e2f8bf4,4193,3f4bbda4-0741-412e-b5d5-28977dc47e62,2,Return,2025-04-27,de4161eb31412ef97f200641597794af
ac33d8ee-0b2f-44ba-a0be-1bb409019ef8,68,02ebd4fe-8110-47e3-b59e-f71c08a5144a,9,Recount,2024-11-18,749b6bb214557ce454b03d49ea657ee4
0bb97296-03a7-4bd9-a9fa-7ef999094225,1304,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,0,Return,2025-01-31,6e8483f8580994a4a594750bd506af3d
e27c4c56-1a7e-468e-8dac-8ad1875ba6d5,780,ba82a1a7-81e2-411e-bc68-6dde763ff558,-4,Damage,2025-04-08,9f16b9eabbde7b75fc3478c913541635
d48b62f0-f9e6-4d34-b802-82ab7444af65,4155,398ced3e-37c7-443d-bfba-f033b06b1d4f,0,Recount,2025-02-13,81df1792f8f58e35fc3e26d1ab38c028
8ab4ca52-5236-4383-b9d7-fbd160fc2e49,4516,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,1,Return,2025-02-03,7f4d75ae5396750d6114af142dd0a8cb
43bd39b6-cb9c-4b0d-8d8b-c682c344003f,2232,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,7,Damage,2024-12-07,645bf361a72bda83c529e97d5f50a378
85d680fb-d467-43cd-b34c-84907fa7baa1,427,7d394859-6901-494b-975d-d0307729e8ce,1,Shrinkage,2025-03-30,8ee11d90f72ea602b28a446fb94fdf37
5b59b765-d277-4b36-8de3-a37aab7a980a,1348,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,1,Return,2024-12-14,309fdf29e8fb9843a75e718a84f56be3
979984eb-ae95-4aa2-bb92-7229569f478d,2363,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,-2,Return,2025-02-26,d101a723d8e53e18348899776d3963df
dd8d7266-2697-4b32-be3c-422f6f1461c7,1313,e6903e1d-1e5f-49a2-a227-741db594d62f,1,Damage,2024-12-17,e14e9ab9422baac5ed3033d6ea68cab1
d943d012-0489-47bc-ba92-3d5cffac8f4b,1301,122d5a21-1d98-41dc-9385-658fe7ef67ab,10,Damage,2024-12-23,805d6b6e8d45291ddebc95a3e0d551d6
85e4080d-f894-4911-8484-739dc4e97a21,3580,b0884827-649f-4826-99d5-092fc008b264,5,Damage,2025-03-13,2aaa6be2444f0b21d46079a642ace7fc
e30b78eb-2a94-4c2a-bc24-f8798cf61206,2561,ba82a1a7-81e2-411e-bc68-6dde763ff558,-1,Damage,2025-02-02,b404a665ca915781fd8c811c0d12a396
6541a6ac-d6a9-45fc-85cb-b5c7aef342ba,84,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,0,Shrinkage,2025-02-22,7da925bccb6f3b63915db42e19dd518d
3705f184-fa64-444a-9f17-3956ed0af4ae,308,4c52532d-b5c5-4845-8420-6218f0b41d98,0,Damage,2025-02-02,bbb5a56ca0f5430615b5aaab36a6cc22
b1ab32da-6306-4123-97a7-e7edb04e4327,1797,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,-8,Recount,2024-12-11,f43fa6407532c49d8c53b562c1490b62
802509d7-4bc7-48aa-ba86-0b24e4973407,1390,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,2,Damage,2025-05-10,d36890b139e8489ee08e57df5e5e0aa5
635a3f7a-5651-443b-948e-7550185a3b6c,3607,7d394859-6901-494b-975d-d0307729e8ce,8,Return,2024-12-26,93ec14d0e00a8ae7a496ee695439aa26
ebbc98b3-f383-4a0d-bacd-e5902bf0bcad,2911,20d89646-1959-4624-8d20-117e253bb496,-5,Recount,2025-05-11,9edfe7d47a9ab6f3d0c3a3c36266cf2e
81c75b99-298f-4844-ab75-4822a1eeaad3,32,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,-8,Return,2025-03-01,e4bd0ed16eae82fd1e676b3b6fe62e6f
10733bdd-2b34-4b44-a5d5-d608efeee535,4506,1713a6f2-41c1-43a0-8a0b-edcfd1027009,-2,Damage,2025-02-28,2df6ddd57b014a515d426bef264091f4
ecbea9ec-7efa-47db-82cb-1977d463b61a,4036,fc971a8d-bf12-451c-b975-f2901b591fe5,10,Shrinkage,2024-12-16,074d67dbb6472a1d80d918131c4fc169
c884dea2-e61a-4c59-80ef-27b4d18f8ac0,1916,64e37cee-410d-45da-8592-a2e08c8eeee4,0,Shrinkage,2024-12-21,6b9bb76855a64355a20c8ed2ec2c5f53
c19b5ad8-0649-4794-abd5-68eac8755262,2050,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,6,Recount,2025-04-22,9568c1ed47868034344844e2dbbb630c
a73d4409-cd1f-4ac1-94a7-c6b3aa0076d9,1171,398ced3e-37c7-443d-bfba-f033b06b1d4f,-9,Return,2025-01-10,ab4c8cbddc2f7241db5afc797f6b4046
12cc0a03-9e1c-481c-9cd7-112be15e46c6,2426,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,-3,Shrinkage,2025-04-24,e1c0f141b731992993623fd3cde23973
6c1f2457-3838-451e-bc69-e0815cd10068,2875,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,10,Damage,2024-12-25,e480272eda427a49f1bc58a66e25904c
2079eb54-7b4f-40ce-b4f7-b2fc4d4c90d2,3281,64e37cee-410d-45da-8592-a2e08c8eeee4,0,Return,2025-03-02,bc5c02c11f5e33ff02c7a9284c0b5030
86263b29-cfbf-4c95-adca-0dbf87965af9,3451,387c129b-f872-450b-b073-7d63cbcc2e5b,3,Shrinkage,2025-03-03,9e915bdc3d6a70550c1004b6cb2c52dc
78b86a17-cc83-441f-8735-c9530c8b1da9,4062,31568063-1420-49c6-ab2f-219cf6c84088,2,Damage,2025-05-05,2b0896a3825cca2b7787c122e918ef54
5a84813a-9874-4ced-a7ad-16af60e6d92a,4808,b0884827-649f-4826-99d5-092fc008b264,6,Recount,2025-01-19,34f1bef24c206e3cb057c13124b1cd65
35417b4c-67d5-4bce-849f-0e1ba4653aa8,4086,42ebbb25-07d2-4827-abf2-35b3c9daa300,-10,Return,2025-02-04,e34849d5075d02bfe19578dc60892bfc
270f7f31-6e84-4c7e-93bd-8578064033cc,2644,953fbd98-d927-4711-ada7-e78c7da3428f,-6,Return,2024-12-11,bc64d78a08e72565c0c8f4fe0b58e396
12d3d2f8-c4fc-424c-a034-663035c5bf0b,798,02c1a38a-2d07-4869-a002-f0e616bdf188,2,Recount,2025-03-20,647d8f393c5506d7d41186fc9ec39234
6d0b3a3c-a4f4-4553-94a8-62a84f450adc,1730,e032ddb6-04f6-47a5-90e5-f68140962d4e,-4,Damage,2025-03-06,4dadb5ae8615d6634d820346e7fc623d
e92ec3b7-e55a-4f60-8d72-ca3d00ba6a4a,3549,c497212b-f140-4798-8a4a-fff690590af5,5,Recount,2025-03-27,a66cf5178b9618603357838e104f5b13
91d691ad-9dbf-497a-b659-8aeae98e949b,1318,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,4,Recount,2025-05-06,00fd4a5806239898dc1e4e58838dc281
29e4667a-ad22-4d10-8ccb-60d407bbe9e2,706,458ac4b9-4fca-4259-8012-13972a2623aa,-2,Shrinkage,2025-05-07,a0d1ab415d10ff4bed54874420308aa7
50a29f8c-46df-476d-9db5-eedda3f2de78,1761,3a5296af-bd13-4a34-a138-aa20dd5c46ba,-2,Return,2025-01-19,172f0d2f488b5b12c76d45190205ca62
172314dd-cc71-437e-9cf2-6d6c91e86fe9,805,49b14348-e197-4620-b56a-1d0c5ba462eb,3,Return,2024-12-23,02f21454660d528dbe26bfa3e916a97f
50886c08-91d8-46a8-bfbc-035081834c3a,3732,3a5296af-bd13-4a34-a138-aa20dd5c46ba,1,Shrinkage,2024-12-06,ebc42e07b8c333ec5ad0d547708bdfaf
a102bce6-41a2-4752-8fe9-5715af4a2b98,2594,c49e299b-895b-4fad-b361-879cec70a5dd,-5,Shrinkage,2025-04-01,c740225f9bbf48fc613b111a907ddb6f
4698fc5f-7a43-4489-b824-3d81e757481b,8,3a5296af-bd13-4a34-a138-aa20dd5c46ba,9,Damage,2024-11-21,898929f30df51cc885b7feb74b8a5eb7
c0a287c2-c65b-4eff-99d7-f93460e6298b,2493,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,0,Shrinkage,2025-01-25,c0f47fc5c3222f68353bf8b64976e602
68ccc10e-b530-447e-a54d-20c1ed12ff78,715,02ebd4fe-8110-47e3-b59e-f71c08a5144a,-9,Shrinkage,2025-04-10,92eca5e5b018402aed202b22c4b27c34
b8a33ec0-68b1-47f0-8828-716d1005e173,3844,40bcc72f-da6d-42c1-950c-490e47205fbf,-3,Return,2025-03-25,ca98fc9da2eaf0820685f48beac2757d
a88404a2-002d-4ee8-8a39-30b877fb8570,137,20d89646-1959-4624-8d20-117e253bb496,5,Damage,2024-11-22,fd5487d1aaf1d766d129c76f31b2a42a
b7be7e8f-9031-4f4a-ba04-108f2c8cff2b,3853,40bcc72f-da6d-42c1-950c-490e47205fbf,0,Return,2024-11-21,77e8c9a28180fe0d3794450d6809b3bc
3c33e1e5-6d3b-407a-a634-edf417a6f1ab,2387,01ba8c95-22e4-4f8e-bdd7-367531b7e260,8,Recount,2024-12-02,f5af2d9207ce64ececbdc90bc5626a6c
d21554c0-6572-453d-9c5e-b49ab3b67a42,460,5da11b57-c618-419f-be8e-0fa9ae30450b,-8,Shrinkage,2025-04-22,607094a257611a250c978c95d9120a4a
8085a02f-39b7-41ec-b084-32a79306456d,2762,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,1,Damage,2025-02-22,4642c24a61e28eea2fe6fe465990e15e
d684f7ca-43a4-42c6-a798-c1e2cb3c1101,4478,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,7,Shrinkage,2025-02-06,a6dad951264815882c09efbe34a41043
4bedee09-eeed-4c8b-834f-6a4b9f92f4cd,875,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,-7,Shrinkage,2024-12-27,dd8ced61e7a31e0dc0a7502258ddd1a6
321e13f6-3290-4703-8ef1-026245ce4471,3671,4eb36c5a-37fe-4185-b05f-0d77270d822c,-7,Return,2025-05-03,c8607b5d52e96b168c8706ed4287bf4d
687e47ba-1717-46ca-9a8b-a8bbf6efd0d9,4347,bbf68760-7734-406b-b254-cf19c1d58175,9,Damage,2024-12-07,200e70617f2a7222d87316dfc5dda241
8409be28-bffd-455a-806e-c99ff7be852f,602,149569d3-15a3-47a5-82cf-6209374d0993,-2,Shrinkage,2025-01-17,a2b84c6281cdff474c4aefb8812461a1
af7bd7a0-44c4-4178-ba9d-1f3d7cdc9e4f,4926,0bc96bf8-c15b-421c-baca-1e839080a232,-10,Shrinkage,2024-12-05,a8197e4a9588e334460ac7a71dcd1e3f
717ff47e-0316-436a-909e-4fa437415161,3740,35136aa1-c8a8-4039-870f-c761e80fe8cf,2,Return,2025-01-19,c32adbba306b44fbfb8dcc1ee984b8bc
e9ceb24f-5597-4b6f-abac-874f0789c740,4324,e197cf7b-8fe0-4586-b917-71660fa7fe1e,-2,Damage,2024-11-27,fb93eaf1b8e85a272be4826fbd80f38e
f1a09201-afb9-4e87-bbc1-fad79d667555,3311,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,6,Damage,2025-04-17,be29f1248548ff5535a96c4f7c961ca0
f08ca4b6-e4f3-486a-8a98-c912f319343b,3777,02c1a38a-2d07-4869-a002-f0e616bdf188,5,Shrinkage,2025-03-24,0a02ad3d2cc99ab8e2671706da0a2888
f258d586-339f-4853-ab40-91e11ae43bfb,3934,c534a652-7287-4226-9684-b4f9b8cde1c8,4,Shrinkage,2024-12-07,29bd430b2f614753b8f5c5cf331b22c4
f90e1c8f-9045-4cda-bb58-b55efa5e55ee,808,7eb89a43-477e-4ffa-8524-0df4db71df05,6,Return,2024-11-16,f5155716ed3da0f0fd33d61c18c76f7d
4e16c14d-6cc7-44e3-ba50-f4873c07ea8e,1437,c49e299b-895b-4fad-b361-879cec70a5dd,3,Shrinkage,2025-04-20,38808eb954abb48d858dd0424f61d184
99672248-ac6d-4c07-93ea-a885a66334fe,270,5b53a8e5-df2e-45b5-8540-0f33354600c4,-5,Shrinkage,2025-01-28,3ecf3afa1cf2a6cb87e0023e409dfcc0
6f61a05d-e001-4ee4-9cdd-60dd49c30a05,4115,e6903e1d-1e5f-49a2-a227-741db594d62f,2,Return,2025-04-05,ed6640f2691d2e6b6f3b885fdb5f1b4b
c038f74f-0fc3-430d-a69f-58dafea8771e,438,3c890e49-3fa1-4fd1-bdff-9758f10b3478,6,Shrinkage,2025-02-04,6013931a0b0eec9561161ba6017cd191
0f400e74-9d51-46e9-be22-ecc13ac93e54,1340,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,-2,Recount,2025-03-25,5168704f037b158d1215e4fe3385a340
b4fbdaeb-0000-49a0-87ea-3a224df9ede6,3371,830184b9-4010-44c6-9926-a08e9aed29b8,-10,Damage,2025-03-01,384a22db646819a152256652ba4be30e
56d2cbbb-4039-4c98-a621-27cc1d8e18ee,743,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,4,Recount,2025-02-06,becd71067428ecf136e71ee42fdb5727
aecd5da0-d5f3-41ba-baea-1ddacf738ccb,502,c49e299b-895b-4fad-b361-879cec70a5dd,3,Shrinkage,2025-01-19,b20c5c5ff89a0a566ab956a37e902c85
5f94deec-b03f-4050-bf87-e94da0d223e6,3420,82f970cd-6a18-4d47-8f81-163e2998abd1,3,Return,2025-02-16,3dfa30c1edd9822a00e28284724a64d3
32e79377-4535-4e36-a635-298c0d69947b,589,a1b128d1-a63a-4445-a100-8252f369454e,9,Shrinkage,2025-02-13,4affeff0e39528d22703464187455310
6b5e7741-35c4-4227-9b78-dd2085209207,3144,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,2,Return,2025-04-03,0746e3a579e4f79f891551790085cd00
5d4e3102-1a77-4a4a-a487-03a592c44513,4654,20d89646-1959-4624-8d20-117e253bb496,2,Recount,2024-12-26,bc159ed48e6bcdc11a5311d1a3e805db
0d4ead72-6d82-4c3f-9261-f08d7cd0a4da,2055,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,-1,Damage,2025-04-04,7567270ef6dfb409f830e6750a97eb50
70ca2b44-95af-401c-8c74-4646629d558e,387,02ebd4fe-8110-47e3-b59e-f71c08a5144a,4,Recount,2024-12-16,fdf56168f47b16968fa601a17b3295a5
1244586a-5e5f-4cc2-aaa0-7d142b6fa1d9,4330,ba82a1a7-81e2-411e-bc68-6dde763ff558,-6,Shrinkage,2025-05-01,8c2bcd7a5c7ded56ce4daa2afd53017b
d9e35dfa-e10c-4147-8e0c-2eae4c3f44dc,166,bbf68760-7734-406b-b254-cf19c1d58175,-1,Shrinkage,2025-01-17,4961b16dc4068a4b2b28ca6557b413be
5f900ddf-8ce9-413c-993f-167066a0be8d,1374,44f20b1d-8a8b-4c64-94be-29c1042122c7,-10,Return,2024-12-20,e8fedc4f090b06d82f942258e77ddced
0608e10d-1b71-47ac-983e-1818d8a59242,1642,ba82a1a7-81e2-411e-bc68-6dde763ff558,-5,Return,2024-11-19,98d981bb041710242a682879f0e15fe6
ddb2fcba-cca0-450a-be9c-899a47c996a2,2849,1629f429-b1b4-43e5-b923-38c9562df935,-8,Damage,2024-11-22,87faed833884753489d557d7f7254550
559f0dfb-a9cd-4a60-a55e-6de898061169,3772,8b31192f-b40f-4af5-9186-67a1c00ccbee,4,Shrinkage,2025-03-01,0bd1e6c61ff6e6b7e5caed26bf8dcbc2
aff9d71b-d68f-4257-830b-96aa10f96e72,3660,581f6795-d78d-48bb-906a-803db42b5308,-1,Damage,2025-01-23,b7174d78bc8d427603c2b6a93e5d5da4
e6e13b7f-2623-47e7-bbf7-a26420080b4d,528,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,10,Damage,2025-02-10,a1e1be3271b924ce8bd7c936454e7621
0026f455-9fe6-4ca0-b6db-bb9393c593d1,3597,d6412e7e-f588-4f47-bcaf-c4127c83541b,-6,Return,2025-04-04,628fd9fbc2b1f8569d53d14daef3fdb8
8d6392ba-b8a3-45b3-aa0a-fa7a0cd32ab5,1500,02ebd4fe-8110-47e3-b59e-f71c08a5144a,-5,Damage,2024-12-13,1990c41a5468b1e6707c575efdbf4367
b1445c7a-57e0-47d6-bf86-b160477528d3,1294,3a5296af-bd13-4a34-a138-aa20dd5c46ba,-4,Shrinkage,2024-12-15,33896b99a60c97be99eb3bc410fa852f
e771dc0d-275d-4696-adc6-e584c5f1921f,1744,f7072436-bacf-44d5-86d7-62843ac7e9a9,3,Return,2025-04-11,111197c7e97d8ec2b7b7e95c700d6653
dde203bd-bea7-499b-9809-93c388d9ba07,4145,ba82a1a7-81e2-411e-bc68-6dde763ff558,0,Shrinkage,2024-12-05,9a3f451e8da2188ab37f7887038b4f77
5bc46434-7817-496a-9309-b30302d516f7,642,b0884827-649f-4826-99d5-092fc008b264,-6,Recount,2024-12-03,1b1d9447cc32df1919769de4f015ddc4
c34f52c1-43bd-488a-bd3c-cf074ea33ed9,4811,44f20b1d-8a8b-4c64-94be-29c1042122c7,-3,Recount,2025-04-27,36edc1c84ecdf022b62a48405a164995
16c754f1-c7b0-4adc-864c-652bcc8ad45c,398,06164421-d941-41b9-b04c-ae749af454eb,8,Damage,2025-04-12,44e6a14a10494cb8df708ad216c93667
5a880469-1e31-40c1-a6b8-5ac951f3ee40,2636,02c1a38a-2d07-4869-a002-f0e616bdf188,-1,Recount,2024-12-22,2c13c95dee3023f79833e57c811fcfff
c1ef9d9a-9f2d-4857-b2a8-4337b2d805e6,2497,830184b9-4010-44c6-9926-a08e9aed29b8,-1,Return,2024-11-14,ab25b0012a2e077f670d25442a46572f
c161d5c4-162a-4b63-a0c0-3f44a04b6dcd,2182,fc971a8d-bf12-451c-b975-f2901b591fe5,6,Shrinkage,2025-02-19,a3f18571cd5532d4017ba1c06e11c7a7
3d401626-6c5e-4a4e-aa4e-0db5fd2b09bb,3010,5da11b57-c618-419f-be8e-0fa9ae30450b,-3,Recount,2025-03-02,073f15b38685b71ca4f6bc4ab5977df8
a9d7d3ac-1b3a-40c1-b0ba-6dec5068b4a0,1061,ff3c70c6-1b3b-4bb8-9202-f3d494c1c4a5,7,Recount,2025-03-26,52aded80a8f59e4b0ef467a3964e55f5
dc700902-c52a-4221-8bf4-40a89fc257a9,3362,ba82a1a7-81e2-411e-bc68-6dde763ff558,-1,Shrinkage,2024-12-22,549478a88e82b086e95706474321eed1
8c6b536e-023a-4a1b-b6ab-3abff6a148a7,1157,a29e1064-53d0-44a2-bc61-c789e296ddae,3,Recount,2025-03-20,1d1b2d79658c717dbdd51000f9b0195c
8f02be71-fb4f-4bd6-9d24-7b752072beca,1670,d6412e7e-f588-4f47-bcaf-c4127c83541b,6,Damage,2024-12-23,3da30189aee766996f0812f33953f104
3d73d98c-c400-4f7e-93d9-38fdf94d1cd0,2511,af8f8a04-b980-4a2a-9c5c-37970e8dc361,-5,Damage,2024-12-02,98506f91336df35cbe61b640e04d8547
2761dea3-da58-40f2-a9a9-f3da75df8f71,4125,623d601b-cf79-47df-8989-7d7cb9b42f59,3,Damage,2025-02-16,ef88ff906a874e91767d900258e5b6c3
c4a0d47b-9128-424b-b432-5218291c4a14,2484,df99028a-fd06-4f32-a469-8dcb7c6a79c8,-8,Recount,2025-03-10,6482cae36784ed59f546309c217a412b
70a21e78-abdd-4469-862f-241f508fdcb7,4025,8940ea8f-f6be-4505-b6e9-895ec65a2da9,5,Damage,2025-02-04,39e2d1c62c1612fe27f256db98c0d8c7
469647b2-03d0-41e5-b0d4-b6946f81cc72,1756,49b14348-e197-4620-b56a-1d0c5ba462eb,-1,Return,2025-04-19,0a44eff4e74ad04708f480a09272ec9b
bb7ff5cb-b068-4c1e-aa1f-eb67b5defdd0,2882,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,5,Damage,2025-05-01,280ed7f59a3cc659ab873a91d9a63c0c
63daaf3b-12cb-4843-a1e8-67532a251367,4777,a1057858-62ec-4839-9b07-13ca5e02a426,2,Recount,2024-12-22,bd8b470f9a4c261313edc803a186baa8
