ExceptionID,StoreID,ProductID,ExceptionDate,ExceptionReason,RowHash
7fb9a8b1-0a43-4aa0-8fc8-f25471fac6b1,d6412e7e-f588-4f47-bcaf-c4127c83541b,3669,2025-05-04 02:27:32,Weather Delay,218293d4f632330231428cbf40646d09
b22e72cf-3933-4c06-88b7-4b049356177c,e6903e1d-1e5f-49a2-a227-741db594d62f,177,2025-02-22 03:59:56,Address Issue,c895a03ba961a1c849221ff4ddc52470
a0cc3a1f-059c-4faa-b101-b261eed5f875,af8f8a04-b980-4a2a-9c5c-37970e8dc361,3705,2025-05-02 22:04:06,Lost Package,3935a06180df0d3c678401920b1c4343
ec729f41-e378-4c3d-82cb-1e5329f71cbb,0bc96bf8-c15b-421c-baca-1e839080a232,3728,2025-03-27 15:09:56,Courier Error,dfcfc99cd5653e1106add34e44e751a9
d8e04633-6195-490f-8098-b8ddb3eb6f6d,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,1803,2025-04-13 13:48:59,Weather Delay,b91287d6473868005c76faee2a03f13a
41a03c70-6741-4b6b-b403-0018a002087a,398ced3e-37c7-443d-bfba-f033b06b1d4f,4023,2025-04-02 20:59:20,Lost Package,e4a1a12713dc878623210820d0da91b6
706feb94-6f04-4813-bee9-b60d9fef4753,7d394859-6901-494b-975d-d0307729e8ce,4203,2025-04-13 03:40:36,Address Issue,d64ad41bfcd65931566c72558e530c96
9e54a4b7-5a48-4d46-a0ff-7f1817ecca58,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,1729,2025-01-28 16:05:52,Courier Error,2ef4767f5bf614fa521d9d12bcc0b0d7
103c4c18-f56c-4301-bee8-9f70e95b0c84,dfa80e9f-194e-45b7-a356-5e25c05d1920,197,2025-01-07 05:31:34,Address Issue,208766c69b3c9325ece25170d6128743
b028ff12-8d9c-4412-81f7-e50a8bfc5035,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,3138,2025-03-21 02:33:25,Courier Error,0a628aa21adab08bbd1f618e258975f7
53ed5402-f03a-48b8-bb7b-daeebb42ab16,ba13b2d5-a484-47d1-a3ca-286034075be4,3926,2025-04-27 09:23:06,Courier Error,4ab83baf5a0537435b8d29d9ca05c8f6
a8a73e59-8607-48d1-9ddf-ba47c9245c81,f7072436-bacf-44d5-86d7-62843ac7e9a9,1714,2025-02-16 12:24:59,Address Issue,6d10cf6b3dc02fe33cf122cf837b226b
5af8b97b-677f-49c7-bb82-2691b76ba180,4d50f9b7-fc77-4655-9e40-8d1402c05266,4599,2025-04-16 18:37:44,Address Issue,dc917d9a3f34afc18f22948870113e8c
2b50b93d-d15a-491a-9cf0-118049c89259,1bdc26e4-190b-44e5-8035-b554eee7dbd1,3929,2025-01-22 06:24:38,Weather Delay,036ff823dfc8c7d957115f26e7d6b7d1
82f3d0bd-73ea-4a18-9eb0-74a2bdec86b7,874e3482-e0bb-4936-9f1c-41bda29cbd80,185,2025-03-22 02:56:21,Courier Error,839a5d266c8d83588999b18898d5a8d9
2f5f9ae4-7b3e-4548-807b-ae4a7a41c44f,dfa80e9f-194e-45b7-a356-5e25c05d1920,2954,2025-01-25 03:40:54,Lost Package,1c77cb52d046b16c67888e70ad263906
e9077a1d-c470-4ae5-adeb-9c992fa46091,874e3482-e0bb-4936-9f1c-41bda29cbd80,3613,2025-05-07 04:02:39,Address Issue,bb5009d792510e0c073ea279a3d5ccac
fb8960ee-e2c0-4c44-b233-00d8151d3278,c49e299b-895b-4fad-b361-879cec70a5dd,162,2025-03-15 10:14:15,Weather Delay,539279a67e26dd7fd9f4752ba3a6bba4
ab9b98ea-e2e6-4424-9c1f-92f9d6f4c36c,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,1542,2025-03-26 03:42:40,Address Issue,c09bd16e5168cad43e89dd9fec9ed017
5f591ac4-7015-48c9-9d1b-6a66702257c8,387c129b-f872-450b-b073-7d63cbcc2e5b,467,2025-04-02 02:18:40,Courier Error,b76edfc2dce6b85c929a559ced26d65d
8c222660-4e98-4f3f-a05c-ed0bb54d7ede,3c890e49-3fa1-4fd1-bdff-9758f10b3478,3694,2025-01-14 20:42:44,Courier Error,5a2efdb608bc40432de1d65bfc2f897c
822be9d6-a0b9-4cc7-8d6d-41313648a490,c9749b26-5c7e-4918-8086-07f1ad862e2d,1266,2025-05-06 02:38:51,Address Issue,c781901ffae24c77fed7fcdce031f6ab
46e31062-e663-4fb2-b3ae-be8221f5cb5c,623d601b-cf79-47df-8989-7d7cb9b42f59,4001,2025-04-30 08:45:19,Weather Delay,a3184a986449ddb19804d9d3c1f25cbe
c57e2f43-fc42-4001-ba8f-3f3eef08020e,4eb36c5a-37fe-4185-b05f-0d77270d822c,2756,2025-02-09 13:30:06,Weather Delay,aba75e565c0c5c6672c0f5e4029540c7
fa0791ff-7e6e-4a0a-b96a-184be779dc2b,1013921c-4a66-4cb0-8c1c-423b78fed26d,3493,2025-03-18 16:36:09,Address Issue,e328ffc7a03b5ea03e0e1171e4b7fd88
7fe31a53-fb03-4188-aef2-170d63b06940,0bc96bf8-c15b-421c-baca-1e839080a232,1038,2025-03-07 19:08:25,Courier Error,9563becdb0efdbeaaee945391d8e6d16
a91db60f-19aa-4816-8a5f-42daea6ec9b2,e197cf7b-8fe0-4586-b917-71660fa7fe1e,167,2025-03-30 20:19:01,Lost Package,75faa1441a490cb161b086502b5bbc49
21996399-b045-4dc3-b6f6-3cedf342f309,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,1122,2025-01-02 00:45:27,Address Issue,49f1e01a8021908e4cb9a39df8c7bb46
1f9266ca-6c30-458b-aeb1-1b00fa551a4d,4455fc8a-2871-40be-a37a-c8d9534a085b,1756,2025-01-23 13:49:25,Address Issue,ec6b6cef8c2d33170452c63dab410fe2
fc4a6b8d-a44e-4ce8-9719-3a5512324b2f,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,4240,2025-02-10 19:32:45,Weather Delay,a447f64a3424029ecd74667128644f11
2db0c5be-db41-4e4f-bd4a-4ba0e40fa70b,c534a652-7287-4226-9684-b4f9b8cde1c8,3808,2025-04-14 23:46:36,Weather Delay,c0fbb1146695731f0addc6808e906fe1
fc3bcc2a-2639-43e6-88d1-94e59acf72ec,df99028a-fd06-4f32-a469-8dcb7c6a79c8,469,2025-01-07 19:15:43,Weather Delay,84d070422c5895d4e1562bbfd4a6e165
b0894009-446f-4443-9d46-8c0b0a3b1005,64e37cee-410d-45da-8592-a2e08c8eeee4,1539,2025-03-29 07:36:36,Weather Delay,30c87dbb557dba9fab0b45a4cd5cdef2
5e095bf3-3562-406f-8b35-8cebd905400b,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,3337,2025-02-03 01:14:41,Courier Error,4f940cbffeb2347c3a8eb423072b8164
52a3225f-87a6-4c0c-b0f6-b3c6d7ef78f0,e6903e1d-1e5f-49a2-a227-741db594d62f,2054,2025-03-22 02:20:25,Courier Error,a9773433970255ac8b743250c8d978a9
066e311b-7190-491f-bb00-ef0082847ff4,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,1923,2025-04-21 12:39:48,Weather Delay,572f89bc840204001fd7a30bdf60b5ad
4f52c266-c568-475d-96e2-3a0de131a6c2,874e3482-e0bb-4936-9f1c-41bda29cbd80,1941,2025-05-02 03:14:55,Address Issue,2986d81e79c35c7280d551c8cc0ba1ce
e29edf4a-75d1-425d-9f31-38a5c226c594,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,2128,2025-04-26 07:19:50,Address Issue,97c0f1693af291ee3ac14510d7daea39
18378644-e713-40b1-8c37-83c0a9c86c2a,c49e299b-895b-4fad-b361-879cec70a5dd,4851,2025-05-08 10:10:03,Address Issue,e3b323df36257b4838d6604805fa2fd6
24e56738-5048-4b8f-89a9-8e150d3c93ce,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,3004,2025-03-01 04:23:11,Address Issue,4aa981e7eaae80ae70e7e15b7f59d960
402c4e4f-51b6-49e6-9368-485cddfd15b0,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,3254,2025-01-31 19:21:14,Address Issue,44b76aa90419ea820ca0af2ccbbd9465
85ca4896-4070-40ab-a4b3-01e4dcfe9acb,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,1025,2025-02-15 22:49:48,Lost Package,74c695d4690233dd1f78c0ffdaaae040
9825b2fd-3553-4e15-85a9-64be053da9c4,e197cf7b-8fe0-4586-b917-71660fa7fe1e,586,2025-04-24 01:13:09,Weather Delay,ec1f978fb1f35e75b8adba0343b12f37
d3092d31-0526-4470-bf97-e7da329df726,e197cf7b-8fe0-4586-b917-71660fa7fe1e,3246,2025-03-27 06:06:14,Lost Package,4185581d5231896284da25db8247c5d4
524fa74a-203c-44ea-9ffe-ff9b7751926f,1629f429-b1b4-43e5-b923-38c9562df935,1768,2025-05-05 13:04:41,Courier Error,d575222b984b2216462ee5c9ed9a9104
934a4d1b-f394-4a9e-bd99-bf7b5f869220,06164421-d941-41b9-b04c-ae749af454eb,2920,2025-04-18 18:26:08,Courier Error,bfdb86e740d08ba2aa8a793686e92630
a21ea0c8-bddc-4f85-9e6e-5a36356ab19c,830184b9-4010-44c6-9926-a08e9aed29b8,843,2025-01-10 10:22:55,Weather Delay,fc468c784ab5c244d7dbdf14de92ff89
2fb80e5b-d58b-4e71-8110-be3bad20602c,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,4510,2025-04-01 23:57:21,Courier Error,a2bf89e4c45a462dd23eea6e73d13f9e
17956df5-63d2-4478-8772-32d0c7339548,ff3c70c6-1b3b-4bb8-9202-f3d494c1c4a5,3651,2025-01-01 08:44:57,Courier Error,9182a70c2a620fa680f392bb4914c75e
013818f4-b1e6-488a-9a4f-ef75ed0eb846,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,2978,2025-03-31 00:17:15,Lost Package,f1922c3701f2c70fa1916fed8edcf93f
ce0c93ec-a8bf-437d-b84c-7f1db1fdf789,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,2848,2025-02-21 10:11:47,Courier Error,568ebab46b0371e97d86baab6a88706e
16695a28-064f-4d3d-9f67-134ecea22ea4,8940ea8f-f6be-4505-b6e9-895ec65a2da9,3855,2025-01-25 05:41:40,Address Issue,2ee9ea1dacaf2e0d627eb2ae1dd365b9
13ee863c-827a-49d1-ae0e-9cd31e6f56f0,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,3560,2025-02-21 19:12:27,Courier Error,24ba2d12a238605bee3b5ae2b91818d8
42dc9088-1ac8-46bc-b9e1-447312f97535,49b14348-e197-4620-b56a-1d0c5ba462eb,3581,2025-01-05 10:43:14,Courier Error,3fdfc237ce716d5864ba9d7d17b0b1a4
c1b08b41-2cc2-4341-acca-c929562f8ec0,e032ddb6-04f6-47a5-90e5-f68140962d4e,1832,2025-03-13 05:48:12,Courier Error,ec82f75c997478c7a4623baa7b125a29
11385886-fa0a-438d-904e-22f9bbae5913,b0884827-649f-4826-99d5-092fc008b264,3787,2025-03-07 08:41:33,Weather Delay,854cc7b00ee5ce89ab92a56683e20ccb
451d42ee-6c29-496a-8a8a-23da10ba932f,7d394859-6901-494b-975d-d0307729e8ce,1343,2025-02-10 08:56:17,Courier Error,4d3796c1692e68a7e9376d40f05b4679
e014a1cd-8ab8-475d-8524-fd84d37b6b3a,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,1717,2025-01-29 10:13:19,Lost Package,ffac3c8b45ba1e13a868aea990eb0089
393d0d4f-d0b9-45c9-ba9c-d7c3162f0103,ba82a1a7-81e2-411e-bc68-6dde763ff558,1427,2025-01-10 14:31:01,Address Issue,0e21c6cff838ea45b913f671a9a089c7
f1a51e75-6120-428d-8c18-6db1e5d252f1,64e37cee-410d-45da-8592-a2e08c8eeee4,1176,2025-01-02 03:48:30,Courier Error,76259aec212f71320e2bb09e6857ec3b
386c1d6b-9b71-478c-b9b8-09177159807c,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,4247,2025-03-09 13:36:28,Weather Delay,fcc748297bf288e8f1f9a70876631e09
731640ce-1aa8-4898-bcd7-fd77d28f1003,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,3352,2025-03-24 13:21:09,Address Issue,f00ac190cd363b1fc1a2f29cdf6164ba
2179f578-d38e-4e37-8c3d-9db98acbcb30,53a7cd91-a001-4320-ae57-b6b9f276f171,2734,2025-02-16 21:30:43,Lost Package,9feab41809f6046ede6b688bc09cfd1d
0dd8e5bc-9ebf-4231-8bf4-d8c022e5970e,0bc96bf8-c15b-421c-baca-1e839080a232,4450,2025-04-27 10:31:51,Courier Error,cada9acb7005ffc640b9d2e58b17dd8c
071db1b4-5b4b-45c2-ae1c-0cb8ae487d02,5da11b57-c618-419f-be8e-0fa9ae30450b,1679,2025-02-09 17:02:19,Courier Error,0cfc2a82e05983374016316bd3434d66
8bb2b8cb-50e8-4624-938e-d134d52dc6f1,333b2789-e4a7-48c8-a757-1f8cc41273a5,2313,2025-02-19 08:38:16,Lost Package,e1a259eaaaffc77623cc9faed2b26e61
f487a7b2-2963-4d19-bff7-81cc241b24b7,08468168-f14f-4e24-a000-22dc8424a0e8,1301,2025-04-12 17:03:26,Address Issue,b24a4ec42b2f18ba6e0f765f308dbb61
bf68ba51-4e04-45a4-a796-076325cc214c,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,4248,2025-01-10 02:33:20,Lost Package,e9b968bf59f30da4d3dd425d221db588
adcc77e7-a906-49de-b970-cc4c9601ab02,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,2110,2025-02-08 19:29:31,Lost Package,afc7a1922f1ca4f79cc077836e6b3ff4
50d2fdd7-d1f4-41bd-ab2a-c89c43712c4c,06164421-d941-41b9-b04c-ae749af454eb,4402,2025-01-28 08:56:37,Lost Package,7c110b457e40ccb2fa98efeab45fb3a7
e7981c42-c313-4ff6-b900-dfd016bed608,e032ddb6-04f6-47a5-90e5-f68140962d4e,494,2025-02-09 08:11:06,Courier Error,99f6a4b95c5226daa911fed873480388
91ec28c0-faee-45cc-873a-b046a5c15c49,31568063-1420-49c6-ab2f-219cf6c84088,3868,2025-03-18 22:29:51,Lost Package,da3b80594594af4a25a26aa6131358b8
ee935b26-94fc-431e-8831-4378948b7fac,3c890e49-3fa1-4fd1-bdff-9758f10b3478,1526,2025-02-28 17:28:00,Courier Error,1e9563a89a144c7a806a4975a346ce06
6c607108-76da-4def-ad08-5580b8307137,874e3482-e0bb-4936-9f1c-41bda29cbd80,913,2025-03-13 01:09:20,Address Issue,4bbaa12bc03f1a279c9ee0b372413f64
111ca31e-ea22-4da7-b048-f5e686e88e79,bea13524-4693-4864-b4f0-c2ba929b6598,4276,2025-03-07 08:19:54,Weather Delay,0aed3b86a05bd3de8da1fe69d5211263
5b4299f5-bd96-42da-86af-43e9d0836d60,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,580,2025-01-11 07:45:14,Weather Delay,6e9362a3472ab5c87eb21df6fbcecbbf
711be3f6-4d95-40d6-933d-9b74566512fa,623d601b-cf79-47df-8989-7d7cb9b42f59,4974,2025-03-07 17:18:28,Lost Package,14d9a5da2dea5f1aa9e6c7abf53f3819
ba0d5f72-b342-4f8a-96ee-1aa3b4d7bdd5,149569d3-15a3-47a5-82cf-6209374d0993,2002,2025-03-01 19:09:02,Courier Error,8535a0e79bc8e91b3dd1142b082b07ff
96ca402e-3c68-4c2c-8146-c0e160451554,387c129b-f872-450b-b073-7d63cbcc2e5b,3241,2025-03-24 09:06:08,Lost Package,40021c4275f85c12996a00aff8853653
e0a905e0-5a3c-44eb-8236-949e4c3cb255,31568063-1420-49c6-ab2f-219cf6c84088,3588,2025-04-09 08:50:31,Courier Error,fa9e6a1a9abc9303415048a8effdf811
7db28eb6-1787-4ae9-a0df-01a075924fbe,d41124dd-d026-420b-a502-241945f71418,4683,2025-01-05 21:13:37,Address Issue,17a54d9ff12e0e3c5ed774b4d4c8783b
9e73c6d2-4504-4d94-b7fc-7f1f25a9032a,d6412e7e-f588-4f47-bcaf-c4127c83541b,3145,2025-04-10 06:35:46,Address Issue,2163e989cde5b7439ae1f041831cadc1
a24fc1c6-db6c-4716-8908-b8dd303b4d90,122d5a21-1d98-41dc-9385-658fe7ef67ab,1770,2025-01-30 15:47:36,Courier Error,c19d6f9ca842ca104e17c505f970b53b
8a8dbed1-e9f8-4f4f-9cce-7148f362f782,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,1950,2025-03-24 15:14:46,Address Issue,4e60099a8ffe08e3901018f49995810f
f497e921-4610-4774-b686-d9b17f44059f,df99028a-fd06-4f32-a469-8dcb7c6a79c8,3094,2025-02-02 05:36:14,Address Issue,19f9306a121af492d93517e87e1dba1f
3dd3887f-0362-407a-b566-d7600012fb42,06164421-d941-41b9-b04c-ae749af454eb,4401,2025-01-22 13:55:14,Address Issue,459297b87b38d301f25c8344b6905c89
cc297f2c-756b-47b1-bcf4-4c15bae392dd,3f4bbda4-0741-412e-b5d5-28977dc47e62,1436,2025-01-30 20:58:43,Courier Error,1c24b25f96de79251607a570565fd878
98250d6f-23f4-44c2-9dd6-4f03e8055801,1629f429-b1b4-43e5-b923-38c9562df935,3875,2025-01-06 08:00:08,Lost Package,fd746c1d0c39fd8c9fd0f6603ca8f516
0fa188e6-1e21-43d9-bb11-cfb2f29ac69b,2739fcc9-7336-4444-a786-dd80db33d2c4,2060,2025-01-11 00:15:25,Weather Delay,2ae89ac4af7a419c0c9cc916adf4c19e
4b51a0d0-8aa9-4961-93f6-ef7f206eeb8e,0a2fb1e7-6136-4713-a3ab-d0845186dea8,2030,2025-05-02 00:11:15,Address Issue,45cbf8e2991d3f994b848d9c4a682ef9
1ef0d87d-2c77-4e17-be8e-2dc52139ace1,3e280c93-e647-4ad1-bdde-14dae735e364,1910,2025-02-19 11:10:41,Weather Delay,3821ee914ece4d07fb015e0dcf839d43
66be7fe1-41de-4ae7-a344-1ee24e5d32ba,c9749b26-5c7e-4918-8086-07f1ad862e2d,2443,2025-04-18 21:23:09,Weather Delay,3ccc190aca47f9d949bad30b8f920a2c
a2d9576b-889a-46e0-86bf-0b9da145fa7e,44ab216e-47d0-4cb3-aac2-a7ba9098bb07,945,2025-04-29 15:48:56,Lost Package,0a04149507e6ee9895131d146169e5d7
fa5fb057-29ee-4810-8f99-d24e846d8c47,02c1a38a-2d07-4869-a002-f0e616bdf188,340,2025-03-28 11:39:42,Weather Delay,3a3cdaa6233b8b3ec161ffbc40838483
799e1300-82f0-438a-9cfa-7b626ee36031,a1057858-62ec-4839-9b07-13ca5e02a426,3669,2025-05-05 17:10:18,Courier Error,56bfb624cd8a7e34feefd73338bdfc07
6ed51560-9119-4451-a1a2-8127f4ab84a8,53a7cd91-a001-4320-ae57-b6b9f276f171,4678,2025-01-11 17:51:29,Address Issue,aaed97e6c147518125eb0dd3325973bb
e6a0081a-f750-4ed5-beb0-9cb870bedfbe,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,679,2025-02-24 21:27:56,Address Issue,99592d4a64f3757a90db89ef564929c7
d335bbd8-a8de-4d6f-8e34-e93c8ff4d565,1bdc26e4-190b-44e5-8035-b554eee7dbd1,2674,2025-02-23 20:46:29,Lost Package,2fb78d2e370096aaecd5251321466d57
f6b902d9-1d4a-4c12-bdc1-cedef7ddaa8a,4d50f9b7-fc77-4655-9e40-8d1402c05266,1673,2025-03-06 10:13:11,Address Issue,201325addadcbe41ee1914e9f4756dbf
d48b1486-165c-49ee-ac60-815460d88fdc,66dc8a60-4b83-45a3-85e6-f382697e2a0b,4602,2025-01-11 02:10:55,Weather Delay,d44df3708a08daa04e1c59e483b24e42
74c24994-9fb7-407b-a9db-9091e8621975,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,2615,2025-01-04 06:52:28,Weather Delay,dd9d3a96ba97d683e72a6874803db80e
3f1b6d9d-8b87-422b-aca1-a725e032d997,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,1392,2025-01-13 04:27:06,Weather Delay,a465a62af401e4201d5437a8c9b08302
d04e16af-a3c6-4628-b463-fbc19a979627,44f20b1d-8a8b-4c64-94be-29c1042122c7,3042,2025-04-17 20:09:45,Weather Delay,579303932ee8233c38b2bcadc9c8ff8b
b28ada60-af8c-4159-a6dd-593ffef8c3f0,dfa80e9f-194e-45b7-a356-5e25c05d1920,2117,2025-02-02 09:37:21,Lost Package,e12f2a6c6d194b543f53d4ace6165d1a
b2685d55-1ce0-4575-95c4-11fe127ea42b,9b70695b-5588-44ee-b349-95fdef5dc164,3116,2025-02-09 02:54:17,Courier Error,f9c9b9bce96488c268dd228d8ef623ec
efe5b677-a0ba-441e-b024-24061dcdcb23,921cb450-415d-4451-a34c-149527faa2d2,4304,2025-01-06 12:16:00,Courier Error,e139e59fb45328cc0ef2d9672ad1fe56
eabd12a1-b497-4f6a-bafa-146882b0e4c2,35136aa1-c8a8-4039-870f-c761e80fe8cf,720,2025-02-25 13:42:03,Courier Error,5300c40a10ac30fec0749a66693c57b0
48c19cc2-285f-40ea-9eb9-3cbbc00dc518,b0884827-649f-4826-99d5-092fc008b264,1327,2025-03-17 02:47:33,Courier Error,52dc8b297fd8f90de982a1cb938f3dc7
3ee28fe1-0309-41b3-ae58-57440d7691cc,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,2157,2025-01-01 10:45:38,Address Issue,5f29ac13ac56ddd3a236eacfcd5184f4
6325aafe-2d91-43bb-846f-8d3a421d7a57,2739fcc9-7336-4444-a786-dd80db33d2c4,4621,2025-04-02 19:38:32,Courier Error,08b25dd2d426b2c85cd7411eb1bbf109
1440cfba-2ad7-4c1e-a361-6fb919f20969,e197cf7b-8fe0-4586-b917-71660fa7fe1e,4176,2025-01-27 09:06:29,Courier Error,4c4bb5810cfa6306a83d471657987a44
fded130b-55ac-42f2-9a77-defd10feefa6,01ba8c95-22e4-4f8e-bdd7-367531b7e260,4860,2025-02-27 01:45:50,Lost Package,d663ecae90c0807dd98c02f2a33c9ce5
1788839e-854c-47e6-8e79-af19731b8b70,bbf68760-7734-406b-b254-cf19c1d58175,856,2025-05-02 15:13:14,Lost Package,f12c5642bef0f58982975fab19342d5b
6c098af7-24fa-4585-a2d7-e9660dee9d52,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,2944,2025-03-24 11:44:59,Lost Package,a659c0c3ac2d72b32fb4beb601f0fb3d
bad2e650-ff2d-4ea0-85ec-880710d8b235,4d50f9b7-fc77-4655-9e40-8d1402c05266,3009,2025-02-14 13:27:06,Address Issue,533266f9b2370ec569bba2ae89eeaad1
fbe9ac5b-bc34-4eaa-9e7e-7c0e57ed1a3f,a29e1064-53d0-44a2-bc61-c789e296ddae,4104,2025-03-14 09:26:30,Weather Delay,b514c400aec96887ca580235ce56a425
6bbb98b5-6569-4753-937d-5e8b67e22d3a,dfa80e9f-194e-45b7-a356-5e25c05d1920,1190,2025-02-12 19:28:09,Courier Error,03f61c1be850b26c2c181d6fc338bc27
39f6e4d2-dc9e-40f8-a37b-d8278db8dba4,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,3300,2025-04-30 14:01:10,Address Issue,ba96615e7cbd3f0db322091adcc3747d
411b6a40-757d-4d42-a406-108dceaa72a2,82f970cd-6a18-4d47-8f81-163e2998abd1,4181,2025-02-27 14:32:48,Address Issue,520affdc1505b2c8424c016227c447b8
fb4b0fb1-4dae-44ea-b609-7d990f078bf8,82f970cd-6a18-4d47-8f81-163e2998abd1,2495,2025-01-30 05:33:37,Courier Error,6f02774838452a85a489cb0aed2d1b66
70b41b4b-c01b-44bd-a10b-3df46f69ee3f,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,1785,2025-03-01 02:16:09,Address Issue,afa2329d90e0335fef83410e3cbe405c
bc19bc20-c130-4f1d-b440-dc87e95a000e,01ba8c95-22e4-4f8e-bdd7-367531b7e260,4243,2025-01-19 15:03:58,Weather Delay,38cb8be9a2f4746581903315b64f5724
3b62de81-0449-4fcb-8595-98f07ecdc959,d41124dd-d026-420b-a502-241945f71418,1214,2025-01-31 09:59:40,Address Issue,df3108f12599cc6b07c037b3d30f2b54
6868434e-c034-4795-857d-77e6a31e207b,66dc8a60-4b83-45a3-85e6-f382697e2a0b,3458,2025-04-23 11:12:10,Lost Package,d983ed33db34fa4f54fa82ccaa22bec4
8190e434-2e03-46ab-b223-f331ddc4d344,874e3482-e0bb-4936-9f1c-41bda29cbd80,2160,2025-04-07 14:40:58,Lost Package,b97d8f82a8607cce3b9bd97087fc62bf
074054d4-56bd-436b-bff2-ecf6ab394d6f,3f4bbda4-0741-412e-b5d5-28977dc47e62,2149,2025-03-04 02:27:03,Courier Error,73c083c1abcf5321fb8770afb36d404b
5df87705-5c1b-4754-b1d4-02dd9c449ac9,53a06850-070b-4542-87ee-ba6a1fea44ab,3051,2025-05-07 10:07:24,Courier Error,a3762ee838aa63b86c2bab4a44bb3ddb
35369af1-46e2-4ff0-8d5c-068a8cdbd941,df99028a-fd06-4f32-a469-8dcb7c6a79c8,1160,2025-02-20 16:36:39,Lost Package,c74942dd49b7ea9c27968edf21fb7546
d21ecbfa-7a82-478d-88bd-1841c6dd381e,64e37cee-410d-45da-8592-a2e08c8eeee4,2540,2025-03-24 20:39:26,Lost Package,6126228665a39dc810a97001a080b890
65e63cc1-91a1-4bc1-8b93-194f190da4e4,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,1305,2025-04-03 12:13:54,Lost Package,b640808f5c6a0ebe392513f3dc7b4213
9cd4f147-b0ee-4d0c-bbf3-4b84ca77fbd0,35136aa1-c8a8-4039-870f-c761e80fe8cf,1571,2025-04-13 22:03:45,Courier Error,dea85254c2de9e04fe5e4ea1addbf24a
