TransactionID,CustomerID,ProductID,StoreID,Amount,TransactionType,TransactionDate,RowHash
FTX00026,01d50da8-b34d-48ef-b445-cefaaa00514b,4836,bbcd1342-0d08-4318-ae1f-7e2ff8d83071,205.0,Purchase,2023-06-18 17:58:04,0394f489fed69aae97fdc1f3eacea986
FTX00027,e27170d8-ce33-4bf7-8f25-44b9c31f435b,3057,b8877c9b-300e-4619-9c17-285548f42c1a,130.39,Purchase,2023-09-06 05:37:04,838ceadd9e3c2378523a7005aa757bc6
FTX00028,c8a37272-48fa-44ed-a432-b26ea868a892,894,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,702.75,Purchase,2023-07-18 19:46:29,b2dc13566aae0e6c65ccb41d1f419b92
FTX00029,968a9a9b-e535-45fc-802e-9f05148e0052,1957,35e27300-4661-4cc1-883a-60fcc46d1705,866.0,Refund,2023-06-24 17:10:20,22f82ccf50c40ff99f0980ad39025f21
FTX00030,7f191b14-927f-4975-84a6-4139f6dc9dae,4246,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,72.27,Transfer,2023-11-28 16:10:40,129f99c5c817d0712c3b0ae6b42edc27
FTX00031,829df66c-a6f3-474c-bc06-48d34aa71c44,2522,674d43e2-b564-4df9-83e0-08d8d378e820,169.13,Transfer,2024-01-09 19:25:29,51bafc470e38bec84fccece21d9a29b7
FTX00032,98079c5e-8c4a-4564-9ca5-658f9db89953,902,82e03202-e75b-485c-a987-57c392f25f18,764.23,Transfer,2024-11-30 00:04:20,6d30758d06a92f9d9f335cb5b3001d6d
FTX00033,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,542,de0add2e-3497-444e-bd97-c641b5754d2e,77.84,Purchase,2023-07-09 15:52:15,fd00201431bc563ce3da89354013027e
FTX00034,abc2f41e-ab8f-430c-9677-705f4343b0ec,1836,d826fea5-d663-4b8b-a010-a7b330fd9922,153.99,Refund,2025-04-29 13:11:56,3f515c86a0fbcd834efca8fbfa5ae7d5
FTX00035,66beab47-39b9-4dca-b770-73f070a08070,2777,dea48fdc-5533-48f4-9d69-3e89b5fa379e,801.38,Refund,2023-06-30 18:49:46,75ddd851341fbd364fe10870063bde45
FTX00036,f34607a8-f6d3-427d-acf9-3d905082506b,4920,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,634.42,Transfer,2025-02-09 08:57:44,08e9c4bffe0d69927e98602994798c38
FTX00037,b2e5b4e2-91a8-4068-9831-4763263ae50f,4976,d44227f2-ae3a-4cf8-9728-df324b9ca0e4,202.7,Transfer,2023-07-14 10:36:08,3d022c915713fcabcfa65bfd6264e17e
FTX00038,b2e5b4e2-91a8-4068-9831-4763263ae50f,1202,4043f2fd-ddb7-4123-94b1-704bb06dbec6,34.26,Transfer,2023-11-03 04:07:29,aecc78f990e024e71d9fee3652fe877f
FTX00039,2421a4de-b9b6-4373-992d-f10380e8449e,1356,bc2a6082-d587-43ad-b368-78b70dcb5f55,944.5,Refund,2025-01-30 03:24:39,76e7d8f78f7b046be402a917a1fdb973
FTX00040,5dcbd063-c98d-4d66-923f-e117989bd15c,2836,9baedba2-7d8f-482a-91c0-53cf8f987158,300.01,Refund,2024-08-11 23:39:14,9c99c3f0fb7bc37a8c035c0eb11d661f
FTX00041,088e7d05-b0ef-4166-acb0-16d57f776a6a,3001,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,455.42,Purchase,2024-08-28 19:29:17,aabd00a3682ef5b21c15a61dae0845db
FTX00042,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,3953,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,87.82,Transfer,2023-06-09 01:02:34,f02a0ca9a179b526dc3e371ef5c076b9
FTX00043,d00399b5-89cb-48fa-8d60-5ea1f649b655,2392,9074b54f-8c90-47bd-8850-d5995b99dfd6,780.14,Purchase,2025-01-13 10:43:23,3b27ffb06527138f351410d55d154f7b
FTX00044,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,2027,01adb8ae-ae19-4b3d-805f-5485251f2e61,238.73,Transfer,2025-02-23 18:47:55,ba0662265448b1206fcd0f8d08be7508
FTX00045,7f191b14-927f-4975-84a6-4139f6dc9dae,563,4043f2fd-ddb7-4123-94b1-704bb06dbec6,697.6,Purchase,2024-09-12 14:48:45,3d7a3c4ebc3fcabd111bdbd50b7c9781
FTX00046,90448626-31aa-4d65-a854-dab84c21bac0,4143,a3027ea6-3a7b-4285-9b82-5ab90b244a50,95.37,Refund,2024-01-11 06:09:17,9bac35024891f1e64e3a92ae23676b29
FTX00047,f794693d-2fce-4b93-9462-2e86678f3a10,1437,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,108.21,Refund,2024-01-27 09:11:45,7e2f326291e9e5033ff78dfbd118dc3b
FTX00048,bc0e387c-0b60-4a80-9ee9-45178de8cb66,2791,035dca7b-d212-4a49-8f9f-3bd9aa44f0e6,479.37,Refund,2024-08-24 16:34:59,e8a45034c7e57a1060aceca44d9588e0
FTX00049,0e725382-cfa7-4eea-b824-68123317826d,984,21a2cafc-d878-40bb-a232-e14e9eda02f3,658.03,Purchase,2025-02-15 22:01:58,33ba0c7a26cc83081d1b264eeca720e8
FTX00050,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,48,1424c333-ef79-42af-bcf5-5d41521a0e9b,698.62,Purchase,2025-01-15 07:50:24,c6f26d32b07dc6de6b2e1fafb31b2836
FTX00051,d00399b5-89cb-48fa-8d60-5ea1f649b655,2054,066320f6-15d5-4240-b39a-1d9697acf693,718.68,Refund,2024-08-27 18:12:45,942cf3833a150abfce530f4e13b7acd5
FTX00052,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,1994,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,455.78,Purchase,2024-05-07 05:29:19,bcdf74ce244d657e9b590441799caaf8
FTX00053,d86011eb-bd81-4aee-b905-18ffad895411,44,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,305.87,Transfer,2023-05-31 18:19:56,b9b824c625cddc45fc62176107837bb7
FTX00054,84f6c6dd-37d3-4909-801e-b3d78f3e8099,4341,35e27300-4661-4cc1-883a-60fcc46d1705,808.93,Refund,2024-06-29 09:43:16,5544ea797cd0d196a7793b7a35c323b9
FTX00055,2e90cc5a-37c7-450a-ae09-18d7be038c34,4234,4043f2fd-ddb7-4123-94b1-704bb06dbec6,371.58,Refund,2025-02-14 19:53:40,23a1b4f3c252830e12f036c28cf52321
FTX00056,f34607a8-f6d3-427d-acf9-3d905082506b,1310,545e803e-892a-4417-b123-bc3d2f548566,980.46,Purchase,2024-10-17 13:03:50,61dc8163ec2caacbff6d3f411fcd9a3e
FTX00057,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,1747,3c32b582-67e5-49c3-affc-7e44572ba0ae,796.79,Transfer,2024-08-27 09:35:40,90ad3b440a4f54b8d9ec770342513182
FTX00058,efd12b55-23e9-4f58-a207-35e1da7e7afe,4398,82e03202-e75b-485c-a987-57c392f25f18,513.65,Transfer,2024-12-02 22:10:54,5c1e4fda4adf6c8a23110736a0d00185
FTX00059,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,1547,35e27300-4661-4cc1-883a-60fcc46d1705,381.83,Refund,2024-05-25 20:22:48,9496f6646fe5284c919e5e72ef2890f3
FTX00060,5638cc23-cfdb-40de-9577-4997569c48f3,530,d44227f2-ae3a-4cf8-9728-df324b9ca0e4,965.1,Purchase,2024-11-28 21:51:48,4b719622b6ec2511a8aa608b462b93ea
FTX00061,2998fa4a-22d8-4603-a0fe-09f27c36a0db,4841,de0add2e-3497-444e-bd97-c641b5754d2e,299.38,Purchase,2025-02-21 13:37:20,e269d17c634214e3ae1c6b0551115a47
FTX00062,eb0851e2-3417-47e5-b97e-36ebf487607f,2359,545e803e-892a-4417-b123-bc3d2f548566,414.8,Refund,2024-03-22 03:28:47,cc382889f5d30fd13d363d5c19bd8900
FTX00063,bed734db-9554-4ebe-b415-628b657962d6,2184,128c966a-64f4-456d-9fd0-3d628c9d517a,760.1,Refund,2023-12-24 07:19:33,46b1e56b56fe7914cc6b0fe915bb8a17
FTX00064,2c063f55-8e12-40f5-82d1-e02e8211dcaf,934,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,251.68,Purchase,2025-03-07 14:01:55,d06840576653c19066892979039ab5c3
FTX00065,8070fcf1-87d8-48e5-988f-1f369c06cdc1,176,1424c333-ef79-42af-bcf5-5d41521a0e9b,427.44,Purchase,2024-08-30 10:17:26,c8a8048aa168d6245d147814d7c479a8
FTX00066,32c5b93f-8271-4c50-a62b-e8f545caaa6f,1739,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,459.85,Purchase,2023-06-02 08:52:28,ca697dab301da259fdc85d51baf23009
FTX00067,b92ca163-e06f-44a7-896f-f4b2dd7e856f,3851,bc2a6082-d587-43ad-b368-78b70dcb5f55,888.61,Transfer,2023-11-14 13:41:09,0facec397c15686f78a39b1048e3a8ad
FTX00068,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,3002,3412d299-a203-47c4-bde2-ecd5ef09fe58,761.78,Refund,2024-02-13 16:39:17,911191adf91738a32d096923cc3b5d73
FTX00069,bed734db-9554-4ebe-b415-628b657962d6,293,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,850.78,Transfer,2024-02-09 09:23:08,be8aa392b870b038a78f1a7c26894f16
FTX00070,5f2643f1-ca38-40c5-adaa-748da8a72c69,1247,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,788.53,Purchase,2025-02-14 23:41:45,5691edeb8f96f4991613bce7ab9eebe7
FTX00071,c0e366b0-4820-408e-94df-b7532085e9c5,2315,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,343.56,Refund,2024-01-17 19:27:06,e440f97c5017978eae03da21343fa856
FTX00072,0e725382-cfa7-4eea-b824-68123317826d,1436,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,927.71,Transfer,2023-09-22 18:53:44,e42995005f6029932ea6ffa9fb85ea62
FTX00073,796b2e76-cb5e-45a0-bba5-55e3896f4a19,1589,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,835.38,Purchase,2024-04-03 04:03:22,39d2bf05ff001fcca28a3b366b360462
FTX00074,02cb4728-42fb-4733-962c-19a1d3c00406,4664,4043f2fd-ddb7-4123-94b1-704bb06dbec6,297.86,Purchase,2023-10-07 23:51:11,afdb1a92c7abe7042026a8d3f5d7a3a4
FTX00075,93a2faf7-17c8-4513-b63e-f27c8b36314e,2788,57b082e7-cf0c-4a8d-978e-d3dea718b8c4,13.26,Purchase,2024-03-15 01:08:02,89fcce7465500103bb25499bfa7a74ad
FTX00076,abc2f41e-ab8f-430c-9677-705f4343b0ec,4912,128c966a-64f4-456d-9fd0-3d628c9d517a,964.06,Refund,2023-06-23 04:10:18,2f8607aa7bf316cb9021f66f24934399
FTX00077,07a7c40b-1082-478f-be65-ed92db3c2b5b,1686,0481f8c0-ef1b-42c1-b53f-512d8d8db267,340.41,Transfer,2025-01-28 07:30:44,eeb9903b7b5c6a8680b011360762c12d
FTX00078,5e419f86-6e6b-4b45-a140-d03228124ecb,2066,6410565f-b02b-4016-b97d-6d7f8710d655,403.56,Purchase,2023-06-04 21:46:49,6aabfd14d6ae8717a719000037e00a45
FTX00079,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,245,3412d299-a203-47c4-bde2-ecd5ef09fe58,51.26,Purchase,2023-12-07 10:07:00,8ca1d04b795948b99b2ec7a9ffab3dc5
FTX00080,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,1692,50a26c10-fd86-4364-8549-75c2f73d6e74,97.38,Refund,2025-04-01 01:58:07,5e03e56f5b1f6cd2075afff953d88197
FTX00081,788d99f0-9972-408f-858c-28268e4d1d93,4175,01adb8ae-ae19-4b3d-805f-5485251f2e61,345.94,Refund,2024-12-31 13:42:52,a9199cd0a64a67515f1cdf726de8ff31
FTX00082,a5cef112-752a-40ba-b573-df00b771d56a,3508,6410565f-b02b-4016-b97d-6d7f8710d655,689.34,Transfer,2024-08-25 06:26:41,f136b9ed68e04c0214e1b8d897785a41
FTX00083,6ade7926-18a4-43be-bb13-3e4a5b1f455e,1201,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,59.16,Transfer,2024-07-08 16:32:50,a39a84225e07f904d0d3dd186dd4ffa0
FTX00084,c8a37272-48fa-44ed-a432-b26ea868a892,114,e65aca15-c7da-4cf0-8f86-97057eb6e41d,316.15,Transfer,2023-10-26 02:24:24,2eb160b881dc4fbf2eac5e19f8d885ca
FTX00085,cca906af-6247-4f65-82be-311947bfff74,1223,4043f2fd-ddb7-4123-94b1-704bb06dbec6,392.24,Purchase,2025-02-27 09:06:49,c02402d8644695dd23b3d32f8f4c4c05
FTX00086,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,3406,bc2a6082-d587-43ad-b368-78b70dcb5f55,363.67,Transfer,2023-12-31 09:18:44,73b11e850d91b06fdb782ea92cf3dbbd
FTX00087,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,4890,876d3f78-e0fd-4ed9-94e2-95f1f49a6678,785.59,Transfer,2023-09-08 01:18:52,91a7c2b26c0afb5232eb2e45c00f6d20
FTX00088,6e33f6a3-8056-4cdc-abd5-b6554a925aca,3553,de0add2e-3497-444e-bd97-c641b5754d2e,779.7,Transfer,2024-08-18 05:52:49,d6966191938bc3fb513643a48705239e
FTX00089,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,1941,6396ee21-ad50-4b0b-97e3-d0b7ad2ab151,839.2,Refund,2023-05-22 12:51:12,fe729ccd34eee9b66283422caabcec7d
FTX00090,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,3567,128c966a-64f4-456d-9fd0-3d628c9d517a,700.96,Purchase,2024-11-24 02:04:43,143119bda816b6e5c0177230f6698b95
FTX00091,33a546d5-7808-4799-bc38-8b809d0c5ed7,2709,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,357.22,Transfer,2024-03-20 10:27:41,33a50d1c487ff054c68b6e573fc49e61
FTX00092,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,2495,5338a24d-bd24-49b6-80c7-ceb5d88d8923,75.62,Transfer,2025-02-07 03:27:56,7dbf5b75b94346db329fbb05bbfd03bb
FTX00093,0e725382-cfa7-4eea-b824-68123317826d,1506,17fb2169-7a01-4654-8005-9db3d086ba75,459.46,Purchase,2023-11-29 09:31:53,cfdf4a134c0b1d4f1f38b6ed5d420d11
FTX00094,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,1262,128c966a-64f4-456d-9fd0-3d628c9d517a,343.89,Purchase,2023-11-21 17:52:29,81dbf27fc33aed6bd8676bd26e522e8a
FTX00095,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,4921,01adb8ae-ae19-4b3d-805f-5485251f2e61,423.49,Transfer,2023-05-28 02:38:21,4e4d688f8df678061b6c7696df6aa660
FTX00096,df600f99-242b-4e78-acfa-07fe39eabd9e,2681,68a7d329-0366-49ce-986b-f2741f43d010,791.16,Refund,2023-06-13 05:24:17,fa8d2f211671890c7a9693a261d00cb2
FTX00097,b92ca163-e06f-44a7-896f-f4b2dd7e856f,3027,3412d299-a203-47c4-bde2-ecd5ef09fe58,129.27,Refund,2024-08-30 20:11:55,640cc632ca87c3edc8ce09a0fb8f1790
FTX00098,9de85a38-608f-45f2-b25f-78aab3924fa9,2040,1424c333-ef79-42af-bcf5-5d41521a0e9b,810.89,Refund,2023-09-28 06:46:15,11df30f1d32b74d6e9acc8220f5b142b
FTX00099,d00399b5-89cb-48fa-8d60-5ea1f649b655,1358,d826fea5-d663-4b8b-a010-a7b330fd9922,845.41,Transfer,2024-12-15 16:44:10,459ff93b4f350997b5db5cc181f56d40
FTX00100,ecd4feda-08f5-4652-80fd-4406a1316c5d,264,01adb8ae-ae19-4b3d-805f-5485251f2e61,453.22,Transfer,2024-04-28 18:47:21,1312beedee05b2c0b52cfb381dc3b664
FTX00101,829df66c-a6f3-474c-bc06-48d34aa71c44,2305,128c966a-64f4-456d-9fd0-3d628c9d517a,643.02,Transfer,2025-05-03 01:16:35,d20b3ddf9f34ec9cd4be0bb6cfe8cc5d
FTX00102,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,334,681c4fda-26fa-44ac-9682-e052faf1d3fb,35.86,Refund,2024-08-17 13:08:45,2222e8480f215b83c487b71508f910c9
FTX00103,98079c5e-8c4a-4564-9ca5-658f9db89953,2965,2d046cbe-43bd-402d-9b0c-0adb463c5111,459.27,Refund,2023-09-05 23:51:27,704df482c05978c2c577f5fb3b369951
FTX00104,66beab47-39b9-4dca-b770-73f070a08070,1996,d3a44b3c-e1f5-44f7-81a9-2aabc2ee0469,257.73,Refund,2025-02-18 17:51:45,94b35f2b5e6e4b2a9bb098e076aaee7f
FTX00105,1e9a0433-e9bc-421d-9dbb-d2cbf6fb2297,2357,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,13.12,Refund,2023-11-03 07:48:55,e109ea7f423a822ceaa0bc443bb20bcd
FTX00106,088e7d05-b0ef-4166-acb0-16d57f776a6a,4516,128c966a-64f4-456d-9fd0-3d628c9d517a,228.64,Purchase,2025-02-22 14:43:22,df5a0814d44a0eb66910d4922de65c69
FTX00107,2421a4de-b9b6-4373-992d-f10380e8449e,592,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,648.93,Purchase,2024-08-31 10:08:47,fac8b2bcff41c1162a7569c65fe306f6
FTX00108,d00399b5-89cb-48fa-8d60-5ea1f649b655,568,2d046cbe-43bd-402d-9b0c-0adb463c5111,968.69,Refund,2024-11-29 07:07:13,58683d9dbd356e338600edf6f50e4148
FTX00109,fc2265ba-8133-4e60-af32-0b135f4fc3cf,3399,d826fea5-d663-4b8b-a010-a7b330fd9922,316.05,Purchase,2025-02-04 03:30:14,1a67f304da0215c66a6719906203b571
FTX00110,33a546d5-7808-4799-bc38-8b809d0c5ed7,2864,50a26c10-fd86-4364-8549-75c2f73d6e74,446.09,Transfer,2024-01-23 06:26:04,60bcf11d7aa01cd1b9102ed8072fa80e
FTX00111,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,88,754ca431-4c26-4237-a234-fb658c2226c4,962.62,Refund,2023-12-29 21:36:40,433e94db7802d2ec7a6276f838672652
FTX00112,5e419f86-6e6b-4b45-a140-d03228124ecb,2232,9745ebde-bd1a-41e4-90f7-9d2cd2bda746,55.45,Refund,2024-10-02 13:27:45,bc0957b7155f99fcc1d8ecfcc7a5261c
FTX00113,a9cda48f-5bc6-47eb-88d3-50606128be2d,4262,50a26c10-fd86-4364-8549-75c2f73d6e74,756.97,Transfer,2024-03-12 04:10:27,ac9b4ba48bd79c0e2bbe65dbb0d5a9de
FTX00114,df600f99-242b-4e78-acfa-07fe39eabd9e,4168,cacf17b4-cc76-4a81-a2a1-99b245d85f9e,563.41,Purchase,2024-06-05 23:12:46,041409a98531fcb49a922f7632ef63b2
FTX00115,653cd13f-483a-49af-9e45-04707ae1508e,2770,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,40.47,Purchase,2024-11-04 07:44:32,c459bbe8a921d84ee254e7114ec9d5d4
FTX00116,0e725382-cfa7-4eea-b824-68123317826d,3689,4df0f4bc-ed9c-4fcf-b4b1-bb6d648bbb21,304.45,Purchase,2025-01-02 22:33:28,9d36c18cc6aa11369aa630b4e079bc69
FTX00117,32c5b93f-8271-4c50-a62b-e8f545caaa6f,4014,545e803e-892a-4417-b123-bc3d2f548566,719.65,Transfer,2023-07-12 19:20:48,f63dd59313debc3f9e1140eb152afe13
FTX00118,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,2157,674d43e2-b564-4df9-83e0-08d8d378e820,156.81,Refund,2024-06-14 13:47:20,92f79fe56347c5e9ceb27e6c5f28cf12
FTX00119,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2348,a412573c-b3f6-4108-9682-f95775c56a2b,513.17,Purchase,2024-05-17 09:05:29,ffc1fb5a1bceef27bbb251726e9c3878
FTX00120,3bb1717d-21cd-470c-9e89-3c63077a1359,1567,d44227f2-ae3a-4cf8-9728-df324b9ca0e4,977.74,Transfer,2023-10-31 04:13:27,dcdf999db4db0b2d173d47079b7707b2
FTX00121,c8a37272-48fa-44ed-a432-b26ea868a892,4322,a412573c-b3f6-4108-9682-f95775c56a2b,29.23,Refund,2023-12-07 09:29:55,05ec6c95e63bd0e809c883aef6957400
FTX00122,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,1830,35e27300-4661-4cc1-883a-60fcc46d1705,833.62,Transfer,2023-12-04 03:14:47,bfb9245c8f7ab4415e2765a16d7f0ece
FTX00123,7ec92f10-c40e-4160-b34b-395017c26b71,799,adfe1367-c650-47bc-ab26-c65be37eb483,5.59,Transfer,2023-06-08 06:55:59,fbf7b2747d75a8728b9f73d936922d50
FTX00124,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,2669,b8877c9b-300e-4619-9c17-285548f42c1a,41.22,Transfer,2025-02-27 11:01:32,c6b53ec8c7ff03657c9ad5b3fb1bdbe9
FTX00125,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,4879,7874faf7-fb69-4ae2-a738-b4c599358eeb,676.66,Refund,2024-02-21 08:56:18,f66a0c3cdba64943af219acfa2d52952
FTX00126,a9cda48f-5bc6-47eb-88d3-50606128be2d,1292,2d046cbe-43bd-402d-9b0c-0adb463c5111,684.02,Purchase,2024-08-02 23:59:32,90f5b13d53d82ac4156466e3fdc3a228
FTX00127,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,3815,bcffdf26-2889-4b0d-929a-8e779c6e851b,332.78,Refund,2023-12-30 12:35:13,4cb01170dc99f4651b217d8474e6ebc4
FTX00128,dbe6c8e6-7cc4-477d-ab61-f3f2e5dce341,4831,3412d299-a203-47c4-bde2-ecd5ef09fe58,69.86,Purchase,2025-04-07 02:16:44,5ffe2187be8af07e0be7007aaa307e9b
FTX00129,98079c5e-8c4a-4564-9ca5-658f9db89953,4260,449e10e4-a998-443f-8f47-b8f5ce345a9a,137.33,Transfer,2025-01-19 13:29:44,fd821fa0f2d4f74195b5b98e23e1bc7d
