TrackingID,OrderID,Carrier,Status,LastUpdate,EstimatedDelivery,RowHash,TrackingNumber
eb7afa2f-2524-4c5e-8b48-aa920a2450b9,2519,USPS,Delivered,2025-05-08,2025-05-14,38c7204b52698d09596f2cec950745ba,SHP-9759-AQQ
dacad53f-9344-42f8-b1bf-65a30a51302f,889,UPS,In Transit,2025-05-04,2025-05-20,0a6ea658528fb756f4888ba8fd9cd80c,SHP-6503-RXB
2aca2c8f-4ee1-4c84-abb5-f74747a35c2c,1548,USPS,In Transit,2025-05-02,2025-05-12,59883b712fdfe4c8bb1379cda5be4dd5,SHP-4452-PMP
c01bc768-08ed-4846-9b6c-d8748de4313b,4864,UPS,Out for Delivery,2025-05-03,2025-05-21,4fe7ce23a93cce4c3626c11ab46900c2,SHP-3227-NPS
3bf3d82b-fada-46de-91af-1cf983b546c1,383,FedEx,Out for Delivery,2025-05-04,2025-05-14,0534acb78ad5eaa568a7b3b094b66902,SHP-2058-CFA
13e08a91-8295-4000-a157-af1873e7ce77,4262,UPS,Out for Delivery,2025-05-08,2025-05-20,c360e067d7e0e5236200c2f2034ca389,SHP-2914-NSY
ed02158c-ae5e-43f2-90b4-65f89fdd9eb4,3561,FedEx,Delivered,2025-05-05,2025-05-13,0979ec396486e64fc7842e6594ee4a09,SHP-7620-IZE
9de59df0-708a-4e4a-b135-58ca44befe95,300,USPS,In Transit,2025-05-03,2025-05-13,7798a75ee2cf8e7d9c8388ce8412f162,SHP-4647-VFB
9de59df0-708a-4e4a-b135-58ca44befe95,300,USPS,In Transit,2025-05-03,2025-05-13,7798a75ee2cf8e7d9c8388ce8412f162,SHP-6334-ADU
9de59df0-708a-4e4a-b135-58ca44befe95,300,USPS,In Transit,2025-05-03,2025-05-13,7798a75ee2cf8e7d9c8388ce8412f162,SHP-4647-VFB
9de59df0-708a-4e4a-b135-58ca44befe95,300,USPS,In Transit,2025-05-03,2025-05-13,7798a75ee2cf8e7d9c8388ce8412f162,SHP-6334-ADU
fb886ae8-3ca2-4049-a7e9-db3a544510d2,4675,FedEx,Delayed,2025-05-05,2025-05-12,85bea993b90d9554d3c5321942496024,SHP-2596-TQN
160a6c64-1c57-4714-90d5-96fee80c2013,4134,DHL,Delivered,2025-05-02,2025-05-16,da79339724aeea09a8881b3609f43658,SHP-4683-XXS
acd77390-124b-4658-a210-bca439a46ee4,3566,USPS,Delayed,2025-05-03,2025-05-13,c99347ddf2386d9706cc3467b9ad12c2,SHP-4632-CPO
442ff393-63a0-406b-b229-9723aeed1982,4431,USPS,Out for Delivery,2025-05-05,2025-05-13,2fa0427a4bc1dd8b7baf50c3539b1bba,SHP-9821-TCO
6b426d6f-6e11-4f85-b165-0c77de4b1b66,1442,USPS,Delayed,2025-05-07,2025-05-15,667b949f3a3ddd9f254e5798f90f7598,SHP-6406-QOW
09d7c4e8-01db-4b7a-baac-b2d91e4e8d39,486,USPS,Delayed,2025-05-11,2025-05-18,9a24e7abab1fee06d58271c610798cc7,SHP-7967-TJZ
0bf26875-cd73-40b0-b4b0-35c2e4a04533,2204,DHL,Out for Delivery,2025-05-06,2025-05-12,2697ab7d38bef8ec4c6391308e3cb586,SHP-2580-DQT
d56420a3-a7b7-4a5e-9780-81937c7beba1,2595,USPS,Delivered,2025-05-02,2025-05-16,7fe5c9000a9e218bf868367cecd65da1,SHP-3307-JLR
6d859b05-48dc-4614-89c5-47f4e93f3530,3499,USPS,Out for Delivery,2025-05-05,2025-05-21,7d7ded7861c2c782aeb0d14d17a611a9,SHP-5607-ARR
c97f5c20-82b7-4aa6-945d-b1a2cee2c296,2953,DHL,In Transit,2025-05-09,2025-05-20,def271ff4b9ec70e5ad8e5c37b15a86d,SHP-2143-ZIW
df322e00-24fe-4a4f-985f-de09c43952aa,4900,FedEx,In Transit,2025-05-08,2025-05-18,521954b1792d5aa67d5ef6bf7864c0ef,SHP-5424-HOD
c434347b-4149-4d0a-94e9-777dfac2e0c4,3660,DHL,Out for Delivery,2025-05-10,2025-05-13,cc3cbfa229bc15d0631dc884a258bc68,SHP-7241-SUT
be4a8f28-caa4-4027-babb-f78fd363833e,3905,DHL,In Transit,2025-05-05,2025-05-17,2bd3a7e190a72eb76272f0bb91054c7f,SHP-8559-IWJ
eb330cab-b272-446d-9ffb-d26f0c32d376,331,FedEx,Delayed,2025-05-10,2025-05-17,48f97120fe7093d8abdd994162f1c066,SHP-2074-NKX
a64b63cc-ff6e-4cf5-ac34-2b88ed85be2b,2735,FedEx,Delivered,2025-05-09,2025-05-12,e0a0283349be4b9fc56c4c1e2f1badbf,SHP-2890-DLP
d5afba53-08a7-466a-92dc-c08a909d0aa0,500,FedEx,Out for Delivery,2025-05-09,2025-05-14,de65cc8069e06badfd0a74f0ca990243,SHP-6102-QYV
30948964-63e2-46e1-943f-069b9c33ab98,1471,USPS,Delivered,2025-05-09,2025-05-12,550a27199eca1e97b948204252ca0b2d,SHP-9178-TBI
30948964-63e2-46e1-943f-069b9c33ab98,1471,USPS,Delivered,2025-05-09,2025-05-12,550a27199eca1e97b948204252ca0b2d,SHP-4175-LMS
30948964-63e2-46e1-943f-069b9c33ab98,1471,USPS,Delivered,2025-05-09,2025-05-12,550a27199eca1e97b948204252ca0b2d,SHP-9178-TBI
30948964-63e2-46e1-943f-069b9c33ab98,1471,USPS,Delivered,2025-05-09,2025-05-12,550a27199eca1e97b948204252ca0b2d,SHP-4175-LMS
a21ecde3-c23d-492b-b50c-b67ce98b32d5,478,FedEx,Delivered,2025-05-10,2025-05-14,6671e8f765668d67864e34b6807349b4,SHP-5044-SIC
3b1c7412-7beb-420a-bf90-b7fe47fabf88,3187,DHL,Delayed,2025-05-07,2025-05-16,21edca9518b0c403720a9df0341223d6,SHP-7659-GPP
e11bcddd-8988-40c0-bb03-532750e7dff9,1408,DHL,Out for Delivery,2025-05-09,2025-05-20,c74c87a9f30be6767503d5e18b93e31c,SHP-5212-PMM
e13e0b78-d20a-445b-911c-feb9fdaa1f6f,1825,FedEx,In Transit,2025-05-09,2025-05-19,5e04657f240c77ae51f859cdbe862a07,SHP-2599-UQT
b77b7728-e75a-4e72-bdf6-e09fcbffcee0,271,USPS,Delayed,2025-05-02,2025-05-21,bc7fd51a62896f6bcfcdaad5cb662e60,SHP-3763-KKU
3c93190b-c83c-4bcd-a181-e0ad7bd91364,322,USPS,Delivered,2025-05-11,2025-05-15,c17a7896669e3333876625854d8c3886,SHP-8870-NSP
310f80b8-b859-4902-a330-f2edd3bfb9f1,2745,UPS,Out for Delivery,2025-05-05,2025-05-12,7a9cc9c2f80d9b28f57a0381f5e59120,SHP-4430-TEV
310f80b8-b859-4902-a330-f2edd3bfb9f1,2745,UPS,Out for Delivery,2025-05-05,2025-05-12,7a9cc9c2f80d9b28f57a0381f5e59120,SHP-2224-FAQ
310f80b8-b859-4902-a330-f2edd3bfb9f1,2745,UPS,Out for Delivery,2025-05-05,2025-05-12,7a9cc9c2f80d9b28f57a0381f5e59120,SHP-4430-TEV
310f80b8-b859-4902-a330-f2edd3bfb9f1,2745,UPS,Out for Delivery,2025-05-05,2025-05-12,7a9cc9c2f80d9b28f57a0381f5e59120,SHP-2224-FAQ
222ff819-c694-486e-977f-3d1dbaf7778a,4219,DHL,Delivered,2025-05-10,2025-05-18,4a81d39ade67b1ab2fbfe16f71bd38bf,SHP-9431-JEX
42fc9961-51ae-4589-9a43-0845d8471fda,1217,DHL,Out for Delivery,2025-05-04,2025-05-12,96ec7864f88c1a1366d54f240752697d,SHP-4192-ZUO
554db72d-496c-478e-82b6-9798661669ce,3275,USPS,Delayed,2025-05-09,2025-05-14,f13bccf2d950931bceb27658e78783a3,SHP-7264-TWN
111d14c2-c8e5-4f23-bdca-585f5e840555,1001,FedEx,Delayed,2025-05-11,2025-05-21,2999f309f2e4037dc2fa705bfc0528a5,SHP-6189-PJE
f2005755-8b52-4c05-a8c1-14d1703dbea2,4571,FedEx,Out for Delivery,2025-05-07,2025-05-20,c5fe07491199a6361d98dab6e272c7d8,SHP-2035-AXH
a3c6b2f4-d6e6-47e9-818d-2077bbc0e790,4709,UPS,In Transit,2025-05-09,2025-05-13,87c6b9667c7a707fb9e8e88533ac6770,SHP-1533-RSJ
2a19ee55-c794-4bee-a3aa-7ccab51dddac,2935,FedEx,Out for Delivery,2025-05-07,2025-05-18,c6e2fe0288914d71edf4a3cabd29cb5d,SHP-7616-BWT
dd1f3c19-d6dc-4e2a-be86-a7ccd8b6ac69,3344,FedEx,Delivered,2025-05-04,2025-05-21,fa11e0d619610a8fc7081d16434deb97,SHP-1472-HCY
6554ca2a-dcd8-4d63-9833-aa5aad8bde5b,1115,USPS,Out for Delivery,2025-05-10,2025-05-19,06d568d99c98be095a294c0c7a791da1,SHP-8576-XWR
5003cbd6-506f-4686-99cf-82b1ec807dba,1889,FedEx,Delayed,2025-05-07,2025-05-13,587c9d89b3c8ab385437b75ea061863c,SHP-7754-ZWF
82f42dac-f527-4ff7-b0ea-dadb51669edf,1062,FedEx,Delayed,2025-05-10,2025-05-16,364cc8d699f889566a60202cffc36eb6,SHP-6376-AYY
26c3f22e-a5ef-416a-bacb-99fa3b21a44c,3279,FedEx,Delivered,2025-05-04,2025-05-18,2745b4fc9d5a044288381b0083db3b10,SHP-6204-CAT
51896851-5f9e-4c9b-ab50-9c845c68f6b4,3813,FedEx,Delivered,2025-05-08,2025-05-14,2a0d9cb26c699e3827ea025a90779721,SHP-8695-YLS
d85c865f-135a-4bed-b940-ee7bd30c3556,4074,FedEx,Delivered,2025-05-10,2025-05-17,ddef3f4419cb0d46741093aeaf844490,SHP-7503-KZD
a8b4f19c-0e6d-4508-bb15-c966ab970d31,2761,FedEx,In Transit,2025-05-05,2025-05-15,b9a38299f5008902c1f227c0223e0f9d,SHP-1027-RPI
4788c679-fe66-4238-923a-d5b251728ae8,290,FedEx,Delivered,2025-05-04,2025-05-17,d6328e9bb5891b03830810c398a209e6,SHP-8474-PFY
d83892f3-c671-4c6a-b765-cab9ac85241e,3863,UPS,In Transit,2025-05-05,2025-05-12,6461d8c59839c5d802fad06799d7693c,SHP-4036-HNW
e06f9344-f194-4136-a01c-9ae30d4777f3,4451,DHL,Delivered,2025-05-02,2025-05-21,6f8ec937431250779ba45cd6dcfe6e97,SHP-9768-XBX
0416ba58-0c04-410d-8320-4d89c82797a6,1701,DHL,In Transit,2025-05-04,2025-05-16,e37f855a576d781913d49705769e67ac,SHP-2494-IFZ
0416ba58-0c04-410d-8320-4d89c82797a6,1701,DHL,In Transit,2025-05-04,2025-05-16,e37f855a576d781913d49705769e67ac,SHP-1816-JYJ
0416ba58-0c04-410d-8320-4d89c82797a6,1701,DHL,In Transit,2025-05-04,2025-05-16,e37f855a576d781913d49705769e67ac,SHP-2494-IFZ
0416ba58-0c04-410d-8320-4d89c82797a6,1701,DHL,In Transit,2025-05-04,2025-05-16,e37f855a576d781913d49705769e67ac,SHP-1816-JYJ
d8c17903-4e2d-41ed-a636-182af89115fa,1675,USPS,In Transit,2025-05-08,2025-05-15,35b6500366e85326d218c05f66bc1d76,SHP-1075-LLM
3e1d9cb5-3157-49ed-81f3-89de35c5ee12,2189,FedEx,Delivered,2025-05-11,2025-05-19,d037425ffbc99958e879a951891195f5,SHP-4286-YWB
f5d3d8b4-6b20-4155-bd43-fee4f518e928,1911,FedEx,In Transit,2025-05-02,2025-05-18,e6cbfbd999da56d869948f971a703a2c,SHP-3546-UGP
e3c3d79b-dd24-45fc-be51-35b927d5c438,4403,FedEx,Delayed,2025-05-06,2025-05-17,2332477311fdc3fd65913e74ca32d70a,SHP-9050-QDK
1b637209-3946-4113-9390-38382183c660,3008,USPS,In Transit,2025-05-05,2025-05-14,0c9b11cb252417cb7a8ffc254901d171,SHP-8252-JPG
9b00bdde-4749-423f-a4bf-62f5b0a1a6ad,1048,DHL,Out for Delivery,2025-05-03,2025-05-19,aa4deb44ca25f7aeed97694eb5eff873,SHP-2779-NOY
31aa0ec9-471d-4a59-b6dd-ffc01237788b,4485,UPS,Delayed,2025-05-02,2025-05-16,f3a9ef403013747b97a93257bbcbdf1a,SHP-6758-GCD
7568a1c9-dd83-4264-baaa-55160f58e8e9,3808,FedEx,Out for Delivery,2025-05-11,2025-05-16,df1c524689175d363ca84ce034be6ec7,SHP-7264-FLF
724af5a7-36ae-440e-8258-c5c5cba69519,828,DHL,In Transit,2025-05-09,2025-05-14,3e599bb2b11afe91ef5851da1969e462,SHP-1634-GET
0da8dcab-d06a-40b5-b7ea-844d033a5e1c,3912,USPS,Out for Delivery,2025-05-03,2025-05-13,666e466836a227007e022961d10bdb22,SHP-5116-XTQ
2614ec96-acc6-4a41-8779-52b4ae1756ef,4427,UPS,Out for Delivery,2025-05-05,2025-05-18,51a9b998c16cbac5e27a6964d2f70b47,SHP-7222-MOC
56939b04-dc7a-48aa-a101-2847e21d0d33,2424,DHL,Delayed,2025-05-04,2025-05-21,55b4559eac5efab9de300ad1392ecc81,SHP-3388-VGU
47b3162b-07d8-40fb-8f0c-0614eb7d7acf,2517,DHL,Delivered,2025-05-11,2025-05-18,71221b2cdf416781f4dbaae2eaf6ea0e,SHP-4118-IPS
645d551e-3158-4d07-877b-7cc536cd42a6,786,DHL,Out for Delivery,2025-05-04,2025-05-17,b7a72a11b0fab817a2a39cc44c9855c5,SHP-8854-BUZ
0740ce78-172c-4a75-ac0f-fd65081c5b6c,4419,FedEx,Out for Delivery,2025-05-09,2025-05-12,0e3be07d302804a404ed827351cc8b7c,SHP-9773-KXU
87564114-4a8d-4c96-997e-1c036354dcd6,1289,USPS,Delayed,2025-05-06,2025-05-19,4478c2a2cf9240769509cdb07d00ad85,SHP-7508-TRT
d7a9ea79-7183-4243-ba04-064fce4d6fd4,247,DHL,Delivered,2025-05-05,2025-05-21,0cbb4f3d234bcd6fe082bee685621052,SHP-1120-WZI
265f7264-681d-4c03-80f7-304f126d50e3,1192,USPS,Delivered,2025-05-11,2025-05-15,73e2a8a16d6f7995028b8c55c6f7177a,SHP-1308-EQK
d320e8fc-2d7a-4afe-915d-ed96bd9ea6a1,4936,USPS,Delayed,2025-05-06,2025-05-17,8275c15c6fe61f912f7ec08ae50fd650,SHP-3315-MNL
8a20aed7-9edf-4c37-9428-9927905be411,1673,DHL,Delivered,2025-05-04,2025-05-15,520a7ada3e2104d54cf6fe3cf10e0053,SHP-7940-RQE
80a4e38c-b6a5-46ea-b411-9301bfc37e87,4311,FedEx,In Transit,2025-05-10,2025-05-18,cae8085436e9eb99c2176bd137031cfa,SHP-3915-XFS
ca965c5e-6f83-404f-be70-5472b0bdc8cd,1811,USPS,Out for Delivery,2025-05-11,2025-05-15,1c18e1703cd15e9a140ebbf3bc86134e,SHP-2930-DHT
ca965c5e-6f83-404f-be70-5472b0bdc8cd,1811,USPS,Out for Delivery,2025-05-11,2025-05-15,1c18e1703cd15e9a140ebbf3bc86134e,SHP-3414-BRG
ca965c5e-6f83-404f-be70-5472b0bdc8cd,1811,USPS,Out for Delivery,2025-05-11,2025-05-15,1c18e1703cd15e9a140ebbf3bc86134e,SHP-2930-DHT
ca965c5e-6f83-404f-be70-5472b0bdc8cd,1811,USPS,Out for Delivery,2025-05-11,2025-05-15,1c18e1703cd15e9a140ebbf3bc86134e,SHP-3414-BRG
d27a7cd6-a8d3-490f-87f9-c16ddeb970fd,4243,FedEx,Delivered,2025-05-05,2025-05-13,fe3e16f31eb1732116940783ef3de9ee,SHP-3029-HTQ
fe43cb4a-34aa-459f-92eb-ace9c83b442f,658,DHL,In Transit,2025-05-04,2025-05-13,4ad3ef6cc14283511bf5a5d2ae4e9ecd,SHP-4376-VKB
29b09ed0-9711-4747-98d9-a7c92da4be39,1950,FedEx,In Transit,2025-05-04,2025-05-17,b9f081735e220e101e7049d356cc42ca,SHP-8546-TWU
de0d7d31-501f-4e15-91a9-bc9d3815605e,4865,DHL,Out for Delivery,2025-05-06,2025-05-12,13f376fe940c702056846afc8a928b74,SHP-4288-SVT
c7d393c6-618a-4ed6-bcd1-51b5f461cb46,2830,DHL,In Transit,2025-05-07,2025-05-14,3f3ea6288b70649da7d441d2e6b668a3,SHP-8989-LHM
18feb7b3-49db-44e8-8a35-0b326a447239,245,FedEx,Delayed,2025-05-06,2025-05-14,7ff3ceb10060c5f203d77744d08f1d6f,SHP-9382-AUA
f4de8933-1929-4d3c-863d-bc627764fdf5,96,USPS,Out for Delivery,2025-05-04,2025-05-12,14e8839f20c4332bdcc315313ac66345,SHP-5841-JPH
5e0819e8-e734-4780-93d8-5b1b84c3f0fb,3559,USPS,In Transit,2025-05-10,2025-05-21,940a36eaf4037ee5bfb09673c8e575e0,SHP-9774-DLO
92de8809-5eb6-46e3-a5f3-9e03b61fb883,3304,USPS,Delivered,2025-05-10,2025-05-18,8487cddf1352ea8efeebce50bfb503e5,SHP-3740-ELY
43fb7085-f9c9-467f-8828-308321fde07f,2439,USPS,Out for Delivery,2025-05-02,2025-05-19,52fc29dafd429e3707aec98ab442863c,SHP-5341-WUU
83e92207-046a-475c-8b2d-150c4524f5d1,3859,UPS,Delayed,2025-05-10,2025-05-17,71f059392d9b8278e5fde4819c9e8725,SHP-8613-IEE
96cd7285-2667-491d-8c18-92165e61ca16,4656,USPS,Delivered,2025-05-04,2025-05-20,b59b1b49666e3c9f2d826e523aeae399,SHP-3645-DDJ
3a9c520c-7a21-484c-9405-0fc407edba27,1166,DHL,In Transit,2025-05-11,2025-05-14,7c945071c6cc598725f4113392645ddb,SHP-6843-MHX
5c0b7719-9ce8-416e-b95a-d1b1469fdaf0,8,FedEx,Delayed,2025-05-10,2025-05-19,4cbf7d8e3f37caedd7c9487412c0f66f,SHP-5907-VEC
3161a05f-7280-4956-af2d-8530700bcd1a,1518,DHL,Delivered,2025-05-05,2025-05-19,2586830c6b858cf73a6af0087497f878,SHP-6594-VXQ
7819c9f8-85fc-4536-b715-a9cf14dd991c,3848,USPS,Delivered,2025-05-05,2025-05-16,5b0fd896cf88c0ae92eff51a391b5068,SHP-1895-USD
7f02d4fb-39df-47cf-9477-b9ccfba02216,1251,UPS,Delayed,2025-05-03,2025-05-21,9c8f2f04eb2c2d83ecdd92735bf3f496,SHP-3151-UKL
e83e0301-73eb-437d-8d8b-dd99bcc6d130,2888,USPS,Delivered,2025-05-02,2025-05-15,0b0ca84d29087d371232901b1ad38738,SHP-4649-ECU
e63daeed-0b40-4d62-9132-60613bde51c2,3619,DHL,Delivered,2025-05-06,2025-05-21,dc389eb4f5c0a69cb48b259fd7ddfcc0,SHP-6396-TCN
23176bce-c262-4de8-aa63-9a976db84cfb,4693,USPS,Delivered,2025-05-03,2025-05-15,5b7ba01cbdebe0c05087bdaf64749871,SHP-6119-OUU
ba763a91-2ac3-4a57-99fa-37c83e165bb6,4888,DHL,Delayed,2025-05-03,2025-05-19,a8d8d94095ae0e628c77e0ec93cae683,SHP-1343-ZPT
e62fa159-48d2-414d-b41a-bb43f7a26ee1,4887,DHL,In Transit,2025-05-02,2025-05-16,02ad000b16d8e49d07815105e97095e3,SHP-2051-NEG
15198ff3-632d-46ba-9d34-c525580d9ad6,1648,DHL,Delayed,2025-05-04,2025-05-17,e9e54754b19ad57f7632d7507b25c449,SHP-5892-SGC
f2913a26-e55f-4450-805e-8253681e2df5,2343,USPS,Delayed,2025-05-10,2025-05-17,cdfa7085cc838ebc9a8de81265a1864a,SHP-3829-FVR
17ce1b94-79ed-4ccd-a279-3c7653d05343,3568,DHL,Delivered,2025-05-04,2025-05-18,7b9308ceaab6c99f12879a1c2590bdee,SHP-3303-MWL
ea86c646-598c-4edb-992e-ef0a428dd6d7,611,USPS,In Transit,2025-05-09,2025-05-21,cc1545a130acc2a6c56bf748893db143,SHP-8119-WUW
a456d87b-63c7-453a-bc0e-591cc68ac09e,4207,USPS,Delivered,2025-05-08,2025-05-19,77a3399422b2bd69f5c03edbaefdab4f,SHP-2436-UOT
c1666077-67d9-462b-8b16-40c65732b97c,257,UPS,Delivered,2025-05-02,2025-05-19,a1a88bacd8c28983cb9a834a45eb74ab,SHP-2568-ZMP
c7f5d08c-aa00-454c-bd67-806e0cf898bc,746,UPS,Delivered,2025-05-07,2025-05-21,018eebdc8539ceb86390586d9c6a8bba,SHP-9681-HFW
c7f5d08c-aa00-454c-bd67-806e0cf898bc,746,UPS,Delivered,2025-05-07,2025-05-21,018eebdc8539ceb86390586d9c6a8bba,SHP-5084-CRP
c7f5d08c-aa00-454c-bd67-806e0cf898bc,746,UPS,Delivered,2025-05-07,2025-05-21,018eebdc8539ceb86390586d9c6a8bba,SHP-9681-HFW
c7f5d08c-aa00-454c-bd67-806e0cf898bc,746,UPS,Delivered,2025-05-07,2025-05-21,018eebdc8539ceb86390586d9c6a8bba,SHP-5084-CRP
a4023e6f-4f45-498c-9d93-720c76217b6f,3832,FedEx,Out for Delivery,2025-05-06,2025-05-20,64c972e7917d3ae3d3fc78841a26e583,SHP-6429-MBE
a8419700-7024-4176-8b13-105bfc5d88b0,3081,FedEx,Delivered,2025-05-03,2025-05-15,f5f652b15bdf7c18fa499d58508cf0ea,SHP-9921-KVM
e3768d76-b4eb-42db-8dfa-14f82f5b2d92,2875,USPS,Out for Delivery,2025-05-03,2025-05-19,8c700f8555287143e11ea782cedfb2ff,SHP-5931-FTC
6846eaf6-9add-41dc-ae0d-40261c0929ca,1679,FedEx,Delivered,2025-05-10,2025-05-18,087fb4c2b935b2535e34f2adbbb4ffae,SHP-1789-TDJ
bf398a4f-723c-4cab-a940-10c2133fe526,1676,DHL,Out for Delivery,2025-05-11,2025-05-17,70e398a6e5314dc6d4ab97bf372bcf75,SHP-7067-HXE
a62b2365-bceb-4a8d-8813-5105e0d15d98,2195,FedEx,In Transit,2025-05-10,2025-05-16,4b5c17249cfd5a23e8b9c6acf8c370ca,SHP-5561-CQW
e1b1085e-96f8-4d84-9019-13a0c5c0ef1d,3491,USPS,In Transit,2025-05-04,2025-05-20,0ebd989dce5a475ad5eb95cc1c501a83,SHP-1538-CIO
36f8223a-a345-42f1-aef1-be251e9801af,787,UPS,In Transit,2025-05-11,2025-05-20,dc3ab15e99dda2306f7b8a78d32a3f97,SHP-2289-MSH
67549ab2-aa93-45d9-9954-3cccd0ebf379,4942,UPS,Delayed,2025-05-11,2025-05-19,b80d79cbbcac55496bfcdf76ceaea59e,SHP-3846-JFG
67549ab2-aa93-45d9-9954-3cccd0ebf379,4942,UPS,Delayed,2025-05-11,2025-05-19,b80d79cbbcac55496bfcdf76ceaea59e,SHP-2256-DRM
67549ab2-aa93-45d9-9954-3cccd0ebf379,4942,UPS,Delayed,2025-05-11,2025-05-19,b80d79cbbcac55496bfcdf76ceaea59e,SHP-3846-JFG
67549ab2-aa93-45d9-9954-3cccd0ebf379,4942,UPS,Delayed,2025-05-11,2025-05-19,b80d79cbbcac55496bfcdf76ceaea59e,SHP-2256-DRM
90470b1a-94fc-4865-bcbe-9190110ba789,4496,USPS,Out for Delivery,2025-05-06,2025-05-15,fe29c278222ed48a2875034b43c7bb2b,SHP-8823-TEL
d2223488-a787-4c77-b2c6-eece72b497ec,188,USPS,Delivered,2025-05-10,2025-05-12,a3e825d41b4720fcc06e888f1287d6e9,SHP-4549-SYL
cb2b50bf-d833-41fa-bde9-205bcb21d978,1264,USPS,Delayed,2025-05-02,2025-05-21,39e822549db0846f381c59605835e836,SHP-6374-EXM
