DeliveryID,OnlineOrderID,DeliveryDate,DeliveryStatus,TrackingNumber,Carrier,RowHash
79d50634-7900-4d22-b652-8d9671423626,4324,2025-03-22,Delivered,TRK-9921-Pmu,PostNord,294bdd6831cdee612eada1a44b98a977
38d8507b-acbe-4155-b3fa-ed51f0d025c1,4297,2024-12-28,Failed,TRK-4705-aEP,UPS,fd28355ffeeb73771ed4425a8115afab
a5eb9ef5-040f-4fc7-91df-6cb90eab6240,2206,2024-11-10,In Transit,TRK-7750-UJJ,UPS,8b6b98f5a75bf7d5b6fbeb33a17895ba
07ae6ab0-55e0-4f7f-ab4d-74dcc4679ab0,2000,2025-05-07,Pending,TRK-4949-NNY,FedEx,877e806f8d98109b3e1ac6bb6b7f4d5b
fbcb9fb5-baee-4e67-b092-5231aacdd55e,2966,2025-05-06,In Transit,TRK-6357-yGA,PostNord,02a87744b790ce6c58275b03e729dcb0
1539642b-4984-4eea-9813-36c6cb9e3930,2579,2025-03-26,Delivered,TRK-6213-IaZ,FedEx,1c98f252470545937dfd5ea943587dd3
8cc42c4f-cc35-4137-b46c-50186d9412a6,3646,2025-01-12,Failed,TRK-9519-XqJ,UPS,d61908235cee6aa64a9f553beecb33f0
8dcc98bb-bece-4c0c-bc76-1840b75aff79,653,2025-01-03,Pending,TRK-5422-xLv,DHL,d0d64eef44f988642653810b6c308eb1
a07396ec-51c5-4f71-9347-ee651c907bda,2968,2025-01-14,Failed,TRK-1330-VuN,FedEx,3bf3019035099e1a400de9abd9e399b9
d14d9df6-58b1-4666-89e1-cd30fa8d4789,3678,2024-11-23,Failed,TRK-5419-AnQ,FedEx,5f6cf35449d35e835ce68502eca9da72
f5420cb5-585c-4a34-9110-9bf4b08542d7,4665,2025-03-23,In Transit,TRK-5110-MAF,FedEx,bdefb9e94190669e86a6cdb5c09c9149
50363491-5b59-4134-be20-13f0e42a4a52,3340,2025-01-08,In Transit,TRK-5136-ozW,UPS,b0e69abb80ad27ad723473554487900f
19d5917f-cef9-4dc9-b867-8851e3b69a18,2351,2025-01-18,Pending,TRK-9050-qeF,UPS,4ff53311ab047a14549a9baf05dafff4
45f735bc-66d2-42f0-a430-31b072b53cea,967,2024-12-26,Delivered,TRK-7223-qiA,PostNord,cec34ffae36c1fe13d5cd2200fa3e0ef
5e92e727-5bbf-481b-ab28-23012ce531b2,3450,2025-04-27,In Transit,TRK-7870-TmR,PostNord,64f0346fce7976abf979ef79baabf9ba
451e5bae-fe62-4308-b04f-296dfc82738d,1623,2024-12-13,In Transit,TRK-3812-HfC,PostNord,87adef75341a5da41d99a597da049409
900701a6-41c2-4396-9aa2-e8378662d76a,128,2024-11-22,In Transit,TRK-8993-wtR,DHL,4736d9931a7b232e3a6603d4f44ffc85
4a48b6ce-2951-42e5-bf7d-645b99a36866,3430,2025-02-04,Pending,TRK-5211-kCV,PostNord,4c4a86d8627e9c533a06a999ce6949db
87785762-3e70-45b2-9332-bf460b2ba551,828,2025-01-10,In Transit,TRK-9637-nef,DHL,05a603d5b8c6661c740a8161e23e7b06
c99aece8-9ad3-47c8-b735-04e16377e90c,3535,2025-01-08,Delivered,TRK-9331-bIG,FedEx,31378e55ef72e0de7db5c2dfa6ea5696
c2a9b872-c190-4459-8381-fbe23c804061,599,2025-01-27,In Transit,TRK-2306-UXv,PostNord,f535102e025d6bf8ef3d8797f85fe02d
9c6f3ca8-e714-48a5-ba0e-e0ea47548875,3460,2025-04-10,Pending,TRK-9400-pIg,FedEx,a18a8b6a0d84bcf0539566779a217968
ff41ff35-e16d-4a5a-94e6-81206b0e3618,3296,2025-02-16,In Transit,TRK-0364-JxT,UPS,2edbbf7f53f45e8f8a1bfabacfb4b170
44c4a61f-77a0-453c-8a26-a175e6919f74,976,2024-11-27,Pending,TRK-0021-Gjt,UPS,5c166ad635ab8cc8b3895b861c12a989
607c781f-3d9c-4843-b680-523657589495,4846,2024-11-24,Delivered,TRK-4081-Cci,DHL,d43ed484cc2a6ce24ddb8614eeee5e4a
7d1916ce-0a3b-4523-9e95-850747260a78,605,2025-02-18,Pending,TRK-4616-OJE,PostNord,c7f893dbadf7323b4f57faf64d84423d
1ab473b2-4c64-446e-b3f6-19b715ba7be3,3350,2025-02-21,Failed,TRK-7321-sKM,PostNord,ed0743ec12fe9d9ae1059402e31a4b47
b41de466-c2a2-4b2b-9995-8efb224b8799,2370,2025-03-01,Failed,TRK-7032-brm,FedEx,7b55442fdf2cd3602e0fc7188b7802a4
379a6f1d-95ed-4d7b-8d83-e60f87502bdd,1503,2025-03-15,Delivered,TRK-4743-Unt,FedEx,0c686a9626eabc353a70926f74d83dce
c313045a-71e0-478b-9c80-039e81b446c8,64,2025-01-08,Pending,TRK-2106-xec,PostNord,b6cb666639e2d8f603adf225a28cd718
60c60b6b-d9a3-432c-ace7-d36591b26535,3108,2025-04-15,Pending,TRK-0460-eaO,PostNord,73ef8d5b247d7d83330df041c86c37c0
3d0f0128-481a-4ea4-a26a-c27cd79d37a2,1448,2025-01-05,Pending,TRK-1313-vxv,DHL,97047e166fb32e36641e17ac3e4d4c61
42b600e4-5955-4831-9a6d-39844e24db97,1903,2025-04-03,Pending,TRK-7942-dUE,PostNord,d0f169b1a630ad7e5c4819190a6c443c
87a80ad4-f843-4aca-b4cb-346c0f845f9d,2795,2025-04-06,Delivered,TRK-2239-wBW,PostNord,487f6ee8d5e3c068cdb2405c56eba18f
7b07d906-21cd-4aa9-844e-d5e29ffc95a1,2337,2025-04-26,Pending,TRK-7217-yYX,PostNord,6cf2ff11116575a662a98295e9d17903
e08c99c6-51c5-42c2-a259-c10091f5b905,2610,2024-11-24,In Transit,TRK-8989-JFT,FedEx,04cb08a28c783644b0a5cb3f5fbae4b7
c7b7840d-4f7e-437a-a26a-34592b1b96cd,344,2025-02-25,In Transit,TRK-7767-VCx,PostNord,18bfbeedeb66d26753309a3de86f9b83
0f2d880c-d3e1-4352-9db7-37765837f9da,4253,2025-04-26,Pending,TRK-1387-DQe,UPS,06bd00c93b9f11c70bdbb51c67d9acaf
6d9924b1-4a40-4734-b0d3-86452d26295c,815,2024-12-05,Pending,TRK-3981-IKo,UPS,bc0f562185e27d2bc94b27967ba535ea
e6ee4a7c-903e-4c0f-b715-fd38fb33f2ad,1357,2025-03-09,Delivered,TRK-7204-GEo,UPS,e94d729dabea36cc2b04779763fdf6ab
6ec4e9e3-090c-4392-82e2-c59c45df1093,2244,2024-11-17,Failed,TRK-4519-quv,PostNord,ee4c15d34dae7eda931ff2b70a4b1a45
74261ee6-8297-4244-ba9f-f9d1446fbd9d,1833,2025-04-02,In Transit,TRK-8681-PVY,UPS,83d99bbf324380792c928c0c92b51b3f
ae93c926-de7c-49f0-b062-5e3d4b565570,2126,2025-02-06,Delivered,TRK-3418-JRb,FedEx,61b5154be5c89a9be74fde1468b61c55
cbeb5d80-ebe8-431c-8d44-5d75c94bb05b,2283,2025-02-14,In Transit,TRK-9640-pOO,DHL,f23a217d58645226e25cfcb33c1227c9
9823dd57-10bc-4c9b-8a90-382248da868b,1695,2025-04-13,In Transit,TRK-1575-GvN,DHL,7039c25c972861c7bb86148b77421391
e2003572-c194-455d-a19f-e919f1536934,4903,2024-12-17,Delivered,TRK-9185-pQz,FedEx,8eabfe2223608d76e3a2e0e40d8c2942
1c98ec39-771e-4876-aee5-2de0b23a842a,55,2025-03-29,Failed,TRK-2054-tMm,DHL,aba1b360804955ee4d25164e664544c7
0856b61a-37da-4ec1-b194-7e743bc6c96e,3028,2025-04-07,In Transit,TRK-3927-fRK,UPS,97bd02772c327d8a5b8c2e546631db7d
d2a5bbad-c062-44a4-bfc2-d012421a38ce,4679,2025-01-10,Failed,TRK-4063-HuA,PostNord,769774a33ae0aa7f08d9735862829693
20e3b72d-00d5-496c-ab30-ebd552168bd0,4268,2025-05-03,In Transit,TRK-7020-VDO,PostNord,bdc9e50fb4a00f297efbad0eb530c697
9fec4924-1e2f-4e13-8dd0-301b7fc907e1,2417,2024-11-24,Delivered,TRK-5378-Qrl,DHL,e590bd121f13035bcdc9385562e71520
9621f22e-c8c2-4ea5-87fe-68284e45b776,3641,2024-11-20,Failed,TRK-5555-WoR,PostNord,f967a55aca930f2dd584a3451d5e1acb
a3c6a8dc-3eb6-4bdc-a132-4fe4c7a3860b,2155,2025-01-11,Delivered,TRK-4407-WHT,FedEx,ee90a5d90430598771d090efb1785f35
e6136e3d-1bee-4c00-ab98-f2a68042f849,2282,2025-03-05,Delivered,TRK-6778-HIZ,UPS,7402bee8e866c42ab449f2a95ae6f447
fa9661bc-5c86-483b-a77a-082559b5969b,648,2025-03-04,In Transit,TRK-2210-VcD,DHL,eb0795652ea6b2959e3e5a6da87d792f
33c9049a-96fc-4d0b-8b0f-b6ccf52bbec7,2680,2025-04-10,In Transit,TRK-2040-XWN,UPS,d8be41d67284bbdad6d9d0cd6fa95027
3616d644-46ee-4850-903d-2f883b62fbed,2262,2025-01-09,Failed,TRK-7112-szg,DHL,8b48d2d9441f1859d657741de31bb505
26f7c1ea-3dda-4d64-aa7a-b694166615da,2579,2025-03-23,Delivered,TRK-7578-Sar,PostNord,b5085ecc2665437de06ab3ae62044081
b5d7f1da-1cb9-4847-aaac-ce9db7782157,823,2024-11-28,Pending,TRK-0486-AEf,FedEx,635e83a7b6f77cebb9f2f7a43eec1976
7317f458-81b0-4cf6-a031-4df958d8bde5,4573,2025-02-19,Delivered,TRK-6442-BiX,DHL,ea7303100d1114a38945a375cde8e914
ceb3b08e-cb5a-478b-bd5f-6604d4d23d89,2015,2025-01-05,In Transit,TRK-4704-KJA,PostNord,b6c46fba893068d56f8b299bba066040
f5992fce-220e-4c0f-9dfb-a18750812741,1804,2025-02-09,In Transit,TRK-1101-GDD,UPS,34486e2efba0163b0d1257ac11a3a52c
420e81cf-f44f-46e0-9c99-3d072149b051,3852,2025-04-10,In Transit,TRK-0332-uDX,PostNord,3b92de4f31585e5be4ff97a6c278112e
e5b5e540-87de-4220-b85f-b7e1b1bb5da0,1533,2024-11-19,Failed,TRK-4430-Dpi,UPS,eb19a96782a4916dc420ef9ca7477ab1
d98ec9a6-6a56-4a68-9ca6-c3c03e9de617,1080,2025-01-08,In Transit,TRK-6689-NEQ,DHL,1d7b76fd4a17dea2c5e807d5112cd99b
f2beab24-ea17-4782-b9b8-e952031a421c,4230,2025-05-02,In Transit,TRK-4903-OXd,DHL,23c04a4304dee540c57b8ca83a667fcc
1ec79327-d246-439e-adbc-12af4e43370f,3558,2024-12-30,Delivered,TRK-3817-CNM,PostNord,a7899730c7ac89f3b138ecfc7d1b17b7
79dc2683-2ac2-4eb2-a4dc-847ca70a7384,4569,2025-04-29,In Transit,TRK-8992-qzK,FedEx,4c6885173236691b305a7af7bfac1b88
5534dfcc-e6c2-4835-9b46-b5af96d4f3f8,318,2024-12-11,Failed,TRK-4704-Hhg,UPS,46d792d75a41c35b56002f0284248770
557f7009-cbe2-4128-b554-8c46a381da69,3116,2025-05-09,In Transit,TRK-3018-BXs,UPS,4f6662affc228d9c7bee09fe5d9afb35
f6cc1c93-18cf-4b1d-a511-57bd0a55b0f7,3967,2024-12-27,In Transit,TRK-2314-wSy,UPS,0e4730b5afb723f3f42887c04bd78330
91c389f9-728f-4eb8-8441-a87e9d31be0c,1900,2025-04-17,Pending,TRK-5181-kDx,PostNord,85f1119911d5d67ddf085434babb0d6a
ad463d2a-790b-4c94-b02b-1bc706f452ed,4016,2025-03-05,Failed,TRK-1700-prp,UPS,b698eda598012725f928aa1910819940
31ca220a-02ec-4bc5-959b-de4739ab21a4,4452,2025-05-04,Failed,TRK-7432-wyZ,UPS,9810ea1fc0674008b800149ef09c82aa
2b65746d-8669-4eb6-8c81-0afb99df2c59,791,2025-03-22,In Transit,TRK-7405-nyi,DHL,d19104e6a3a604f7380602dcfbdf328c
f466f605-f20e-4998-9e91-7d3c19c4d411,2354,2025-01-10,Failed,TRK-1231-evq,PostNord,e36fe12d8e566294dd4fbbef2453d41c
a7d55184-3b73-4a41-9c47-de67ea85dffa,2666,2024-12-01,In Transit,TRK-1190-Oib,PostNord,9465bc5a91465d4cd0f8a72a65a20454
5e82edab-ead7-4d82-bbb6-27eb493f4bf0,949,2025-01-22,In Transit,TRK-0713-VzP,PostNord,305cede76c35e35b2de0db14a0fd6f00
92b2d7dc-9898-43f8-9a6f-e83e5104dbe8,2613,2025-03-03,Delivered,TRK-3005-ile,UPS,0e49aebc3ad98c306109a46ca2fdae6c
e6eee55e-4134-402e-8ebe-10dbcf25dade,3262,2025-03-21,In Transit,TRK-4426-YCP,PostNord,e91751f4ec4b4da6dcb0bcbe36b8874b
225f2311-12a3-4fb8-8693-8fd5c8899175,4008,2024-12-27,Failed,TRK-5384-Qiu,FedEx,9f7a01c156093fc14313cf94f9eed50e
91cc835e-51af-48bd-825d-91457b16a164,238,2025-04-09,Pending,TRK-6116-gRu,UPS,b7c6d57309cb5fd11ca9ffbd4250481d
ec6b5b07-c3d6-4c75-b4d4-94c0c4081bfd,4158,2025-03-19,In Transit,TRK-9994-rVj,PostNord,fc319d13a7e1c722a105861bd508d8d6
9c669c0e-7609-43bb-99d9-6e37a74dfcf9,499,2025-01-29,Pending,TRK-1845-unC,UPS,dcac37afdf82aed54a84aa181d6ae21e
25bd542d-d5a0-44fd-a930-e98dc81f4c7d,2602,2025-04-07,Failed,TRK-5826-HiU,PostNord,bcad1f5dab280884e8b5ce9b8e7de6d2
284f166c-cffc-4cb0-bf0c-88b748c2eef9,3621,2025-03-14,Failed,TRK-9508-grN,PostNord,4e17ba3e341b9a939302ef0b16307af5
2f53daf3-4566-46c0-956c-69599579ab62,2136,2025-03-02,Delivered,TRK-4023-imw,UPS,a82634190d89b3c10002524eb05cc04d
d05d319f-285b-4ee0-9fe4-3f926afe2884,3978,2025-02-25,In Transit,TRK-5935-GdS,UPS,67541f5b041c7d71088da2bafc840ac6
7c5b0f9f-7978-4bf1-b9cf-28c60dacaaec,374,2024-12-20,Pending,TRK-5288-bvb,PostNord,1bbd488ba8fe8f4854602996ec6576bb
52e759fb-c0e5-4f21-be8c-7cfc5da4a51f,3358,2025-05-08,In Transit,TRK-7507-TQG,FedEx,a657e02f3a78d7bd8b4d6bd4eca2a562
25a75c52-d92e-4bea-b91b-35498d5429db,4392,2024-11-27,In Transit,TRK-9735-qYY,DHL,9ae51940b419416b0f8dc8401698fc72
329580f7-bfaf-492a-8b60-f99ecffe6491,2701,2025-04-18,In Transit,TRK-4252-rTS,DHL,9ab6b4a7ad95172fefe71b96b817d79d
e169299b-9702-441b-97b0-e63c12cc7e47,173,2025-02-09,Failed,TRK-7774-sXr,DHL,e9a037d1dfb9038d2ffd9f043410b00f
71d93aef-3355-424c-93cc-ff686b74eb2c,2731,2025-02-27,Pending,TRK-6493-ctB,DHL,92731f8c249c979a230d999ad59693ad
9340cea1-d4a5-4a27-a4ff-bd2a6a2c58e9,404,2025-01-03,In Transit,TRK-0060-yKI,UPS,0459a0facc313e92f3a3dc57a0e876e8
41c14d9f-ff02-4ea2-80ed-04defe2fea05,4387,2025-04-28,In Transit,TRK-8264-IBi,FedEx,d806825e0c8f37efd07f6838030c2287
291fef91-e388-465d-93aa-dd6899be096e,4389,2025-04-03,Failed,TRK-7553-FDL,FedEx,1cef859ab29ab737dd5d08734981f4b5
2441c266-2050-4267-b70e-818289646705,2378,2024-12-24,In Transit,TRK-8546-bLg,UPS,0ec9c5d9a2fdcf459863e7c05efb5091
0569e233-c20e-4217-8067-8e50c2ea5695,2716,2024-12-07,Failed,TRK-1040-Dkx,FedEx,1a48f3ea62ee0e89b3bbcb9732756750
3c13a62e-f98b-40c7-827f-7c64052adeba,4530,2024-12-29,In Transit,TRK-5396-cfW,DHL,0e3a3ab8cfd63d95713c290241a14ccc
718e4489-98cd-4d7c-b04c-9ec34f357e30,296,2025-02-02,Delivered,TRK-0993-jOV,DHL,da1fcacd23de9c74fc13fef57615418c
70022012-ea26-4f36-92b8-9a016565e8fe,4109,2024-12-29,Failed,TRK-7079-jzi,PostNord,33f39ae177cf2f93f73c247cb7ad4f1f
159fe0e9-a1bf-4d93-94b7-89825a8916a4,347,2025-01-19,In Transit,TRK-1743-hRz,UPS,11e8004cbb471017d21cc27676b9ffbd
41c0454d-c0b0-4fc1-a33a-ef20183c5c45,2470,2025-04-09,Delivered,TRK-0325-dPo,FedEx,7c86db638ceeaa9a763c522101651447
9fba086c-87e9-4784-aab4-26e10d688bd6,2026,2025-04-04,Delivered,TRK-9439-GHq,UPS,bbb59e44d3c018fd4dc556b0b4e87f67
d4ce6189-2f50-44c5-9118-3655eb95f7ff,1013,2024-12-31,Failed,TRK-2789-wjR,PostNord,f431810731b990553b6c97e2c464e1c7
cce80183-b964-4f63-baa7-0aafe173a4bf,1075,2025-05-08,Pending,TRK-3617-LqK,DHL,683ba876b5be4237d47b1aa4d27cbb92
27feee32-f905-4817-80b4-df3272a9ef80,627,2025-01-29,Delivered,TRK-4549-SVw,PostNord,b6cda7afac7415faf6c5beabf53ff828
6bcf9353-d82d-450f-8af6-c380608720d1,166,2025-03-28,Delivered,TRK-9578-hlC,FedEx,434edc5dc23900016d0a6cab1540ac37
5658ba53-a043-4ae8-b0f3-49933d5c3fc2,783,2025-03-30,Failed,TRK-3174-RUQ,FedEx,35b2112313d8caaf7422dd8ee60c333c
b519725a-ecb1-4038-822f-e812570e9652,4962,2025-04-14,Pending,TRK-2718-oij,UPS,28ee7291b772acce3c179caec4462a12
e6fd73b1-b04e-43d1-8cc1-4ea849f02211,3483,2025-05-09,Delivered,TRK-4023-Mnz,UPS,473864c3b0d93391a0ac5b094019e2e5
640ff353-a7dc-46ae-a080-811be6386a2a,2246,2025-04-26,Failed,TRK-2761-DAr,FedEx,608f11e9eb3bdb8554df47147c451499
73d7ce16-20ad-4c62-89d7-bc62a45f39e4,817,2025-03-27,Pending,TRK-0404-Uyv,PostNord,5c288ce8162585c940180e533a0d03bc
5e6d204d-1f1a-464d-b562-652961578ff7,3085,2025-03-18,Pending,TRK-5112-Jyo,PostNord,4dd6a2ef54bf3c956b5fc8a65346cfe1
5b25e153-e157-4aa8-bd82-b00f3abf796c,763,2025-02-15,In Transit,TRK-1105-aiT,PostNord,182e32b0a9c336b03cb84906abfb71b6
0934bd9b-fd86-416d-9535-d9bd6d7b1743,4596,2025-04-27,Pending,TRK-2892-cEX,PostNord,d69943c470016465c1c8f61fcf011bed
407bb948-239b-4089-8595-63417e64dcde,2330,2025-03-16,In Transit,TRK-4595-kYH,PostNord,c1cec696466fe88ea124bcab96e28b0a
ecb8b060-defb-45cd-936e-d7b1d560b58a,142,2025-03-29,Failed,TRK-2767-EYr,PostNord,557f6fe28fa3b0f725590e8e70a7d7f4
259a5897-da22-46db-8044-351a8969e32d,3054,2024-12-15,Delivered,TRK-3935-Sqn,PostNord,eaeddef608483cff22c6cbbeedea2e4f
