AuditID,StoreID,ProductID,AuditDate,CountedQuantity,SystemQuantity,DiscrepancyReason,RowHash
34450e5e-b60d-4ca2-9dd3-22c79fd263ff,bbf68760-7734-406b-b254-cf19c1d58175,2774,2025-03-22,3,45,Miscount,70ba14502ec382adefe4645d9850228a
c3823d47-fc57-462f-a4f5-67ac97bf7d4e,3a5296af-bd13-4a34-a138-aa20dd5c46ba,4585,2025-04-13,20,56,Miscount,b6823ff2bd382a0fcb83d8b8817541bd
66fdb79a-db34-4eb1-96c6-b5daed8da56c,4455fc8a-2871-40be-a37a-c8d9534a085b,564,2025-04-22,97,35,Shrinkage,b2bcfa89bea19866046ceffbfa0dcaa6
e68daa9e-3bb9-4131-aef2-66dc4542b34f,7ba3c5d7-1961-4ebf-b146-9fdb307a7efc,2690,2025-03-30,20,22,Lost,4f53bc74a1895943efd41a4f61e450c7
b488e474-3989-49b6-aa62-529ca0e5b448,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,4918,2025-02-12,71,76,Lost,a372070655a8d450e110b79359fd4207
08ac666c-c848-4fae-b5f8-abbacd168929,7eb89a43-477e-4ffa-8524-0df4db71df05,4748,2025-02-21,25,4,Damaged,5556d58c3f461ebe759b908ba19bd8de
d6d08dbe-c9a5-4698-ad00-d6bb1df59052,c9749b26-5c7e-4918-8086-07f1ad862e2d,2071,2025-03-03,39,23,Damaged,06d7fd3ea246a2fc501e849a0ba1d028
cd7ad58b-1ec1-4292-b752-e43b2946a9d4,64e37cee-410d-45da-8592-a2e08c8eeee4,4403,2025-03-04,62,13,Lost,c7d9e2da89d50ada46380c7de25abd49
d6527f6a-33a7-4d13-a748-9454fa68c36f,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,407,2025-05-09,50,4,Lost,47d4356bf290a70beef57fa5e4ed4689
9c7d7264-5858-4bf5-aa30-d799c0e5a278,66dc8a60-4b83-45a3-85e6-f382697e2a0b,891,2025-03-13,78,45,Miscount,8b07862d99e5b535a4d5d7514d93b2c2
d6138881-dd64-4b5c-a843-ac013761d0f4,149569d3-15a3-47a5-82cf-6209374d0993,408,2025-03-30,5,89,Miscount,2be0147bcd842360464d3b09a4d221ab
e40d7d7f-a047-48e2-a491-7ede82db3bc9,53a7cd91-a001-4320-ae57-b6b9f276f171,3740,2025-04-25,89,85,Lost,2f8e4376600736d2615ce8d3d364eea2
f4a949b0-1a7b-47e9-95d5-7ea0175a9bb0,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,3018,2025-04-24,1,99,Lost,46a37cc9463eb19f15719d50d76c7558
bbebeb91-71cf-4dcf-b1a8-9c1e4a93f2e7,8b31192f-b40f-4af5-9186-67a1c00ccbee,722,2025-02-11,40,3,Lost,e5ee3b6708d06d240a2b7ae8291d7bfe
af615746-1ea9-45c3-a709-5d17919e5c9d,42ebbb25-07d2-4827-abf2-35b3c9daa300,3088,2025-03-02,2,70,Damaged,2aba8502d94d63dadb40fa69a52be1c2
2a2ffdbf-a462-4c3c-89de-f67d69b64bc6,4eb36c5a-37fe-4185-b05f-0d77270d822c,402,2025-03-23,13,36,Miscount,b46e79b005050f9a3f4c84d456dafe9f
fd82f469-6f56-439a-8b3d-f3a7b7de559e,c9749b26-5c7e-4918-8086-07f1ad862e2d,3711,2025-04-19,61,83,Shrinkage,cb8f603cdc1a3fe24df1658efe72bd5c
4fb2847d-087e-43f0-8be8-f695f9194d98,c9749b26-5c7e-4918-8086-07f1ad862e2d,3134,2025-02-15,19,8,Lost,4b61a99c42bf8152d029fb76d34653a2
3353ec51-50a7-4a6e-87f2-c932464f45cd,3a5296af-bd13-4a34-a138-aa20dd5c46ba,4465,2025-03-08,18,17,Lost,666642db26a2b84d70742a5ea52e41dc
3e1f55aa-c476-48b9-ba65-acb715d70c8e,387c129b-f872-450b-b073-7d63cbcc2e5b,2958,2025-03-02,97,94,Lost,7aefc5e00a315f434a646f1c5b7871a1
14121f79-8282-4c88-8b48-3c7dfe73b3a1,02c1a38a-2d07-4869-a002-f0e616bdf188,144,2025-04-20,86,2,Lost,77cca9b4d03e0dea2b2dea400dd23555
4b72ab01-6d3a-476b-93c5-e0b28a6bf054,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,3782,2025-03-04,53,59,Damaged,3cdf25fb568a67e9fbffc9dd65d191db
002212c9-3da0-490b-9007-61b775ee9a5e,a1057858-62ec-4839-9b07-13ca5e02a426,1353,2025-04-07,24,94,Damaged,3abc3d5c31cc899f57dfa286d6cb5067
74ade407-b2c2-4981-bcff-2a9f6b67afcb,c497212b-f140-4798-8a4a-fff690590af5,2612,2025-03-22,24,37,Shrinkage,e08b107189f7317ff0b492a2fab3c593
595a87a8-98fd-4712-9e98-a58d9d6ca4ab,5da11b57-c618-419f-be8e-0fa9ae30450b,3796,2025-04-06,36,65,Lost,5cd38d2393db16530b8025ef4ae20230
c9158385-0a74-443d-8dd0-9d6683275904,1713a6f2-41c1-43a0-8a0b-edcfd1027009,1480,2025-03-16,99,78,Lost,eac1ca721be4635591c957eb881be45c
c0718943-0ea8-4cb5-a3e2-d84b4bbfc51f,1013921c-4a66-4cb0-8c1c-423b78fed26d,1965,2025-02-22,67,12,Lost,f3ac06e018a693374d6f9652042438d9
5687fbf1-517c-4440-91ae-fc62af99dc19,a1b128d1-a63a-4445-a100-8252f369454e,1158,2025-05-06,41,61,Damaged,f5fc23b997645bab079aaf9d158ce1ad
bf666bba-adda-40a7-8149-1514431cba00,53a06850-070b-4542-87ee-ba6a1fea44ab,1424,2025-03-14,41,90,Shrinkage,fc9918d78cb6f56907b4d332cb8109cb
90472f6c-f55f-4bb4-bc88-3f6d314b897a,ba13b2d5-a484-47d1-a3ca-286034075be4,4980,2025-02-11,3,19,Lost,0d166ee7aad42639acce0622d3126080
d9f5fbc0-6f7a-489c-b39c-0569ad1d36a3,1713a6f2-41c1-43a0-8a0b-edcfd1027009,2848,2025-02-27,98,6,Shrinkage,3432b22048039968e1ad98666040324f
84192f70-268d-451e-89b1-9e2987bf7742,122d5a21-1d98-41dc-9385-658fe7ef67ab,4569,2025-03-21,5,13,Lost,6441a1c4152a7fa2cb4354d23744f974
307bc93f-51a9-490c-b493-a939d329415c,f7072436-bacf-44d5-86d7-62843ac7e9a9,745,2025-05-04,13,52,Damaged,e23e6110a18272a592c70990c05497b2
a0bdb3b7-4170-44e2-9a42-53b95b9e6835,333b2789-e4a7-48c8-a757-1f8cc41273a5,1981,2025-03-04,17,31,Lost,fefeb9277dcec4df895ac7042aa887de
aa1f5071-1ff3-4a49-9474-d43e75d17c03,1713a6f2-41c1-43a0-8a0b-edcfd1027009,3734,2025-03-18,78,66,Lost,4bdd52c903a1f99ab255c0711530204e
76012119-d5e8-40ad-889a-bd1b28b5113a,a1057858-62ec-4839-9b07-13ca5e02a426,1893,2025-04-24,72,28,Miscount,9d3a68e12cb79a613f276b2cf0648605
b998f557-b9af-404d-8a12-6b92ec3fffbc,42ebbb25-07d2-4827-abf2-35b3c9daa300,2023,2025-02-15,82,60,Lost,dffca5da39d48a6aa899237ab96d2c00
a9f79a9e-b7f7-48bf-8b8b-6d97d074e554,c497212b-f140-4798-8a4a-fff690590af5,4027,2025-05-11,8,33,Lost,817ab52419a3c5ddb33f876bcb9b4a36
3356e2a8-0511-46cc-848d-737081ce7ea1,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,1378,2025-05-07,22,61,Lost,981dd1f87a2a459d7cd01ae5da9e4dcb
1a10a9f2-2d7d-4cca-9ee7-2095c9693924,1713a6f2-41c1-43a0-8a0b-edcfd1027009,2838,2025-03-23,18,67,Lost,8195854db83bfeabf11fc121b02b3c80
c60c453f-11d5-466c-9d6d-ac8da9c106ee,35136aa1-c8a8-4039-870f-c761e80fe8cf,2019,2025-04-06,70,45,Miscount,4c35d77a78c6781d04b9122c9de3c3b1
db069b2c-f211-4f45-9b07-47284e3904fe,ff3c70c6-1b3b-4bb8-9202-f3d494c1c4a5,4969,2025-03-02,4,86,Miscount,39b6493c7ae703bb5ab77cec3111914a
48acabbc-4ab8-43b5-9a9c-34a0b8f84e5a,1013921c-4a66-4cb0-8c1c-423b78fed26d,2698,2025-03-23,53,36,Lost,0171e533a34b9e4a12e68c530a3ea571
94bd4e82-c454-45ff-92da-413230818e8f,64e37cee-410d-45da-8592-a2e08c8eeee4,2192,2025-04-26,27,21,Miscount,a4bc2876b09491b112430036b51aba3d
70563041-1c66-4cfb-8d14-c42705771732,bea13524-4693-4864-b4f0-c2ba929b6598,3676,2025-03-30,27,100,Shrinkage,f83b83b3558bd6aced63912f090626d2
d7d1ed6e-168c-4223-bb13-33f4429f2055,398ced3e-37c7-443d-bfba-f033b06b1d4f,1700,2025-04-04,11,90,Lost,dc18c4996dda27b415895fc3f6e74f92
6987886e-6eca-4b8f-bd3a-bcd4f09a9233,1629f429-b1b4-43e5-b923-38c9562df935,3117,2025-04-13,86,52,Lost,d3427131614aed3fe406f77a495bb175
c65d5e87-2293-407a-9b2b-7792ed0fb2d0,5b53a8e5-df2e-45b5-8540-0f33354600c4,2642,2025-04-29,21,32,Damaged,d9eccc13e543ee8220a44545d07dfa12
f20df189-2307-4caa-8705-401947b048f3,a1b128d1-a63a-4445-a100-8252f369454e,2277,2025-03-21,6,56,Lost,b62173956d9a7b354190b9c14cd70ebd
bfb0d1a3-265d-4d1a-95eb-5c6ad26f81da,3c890e49-3fa1-4fd1-bdff-9758f10b3478,3227,2025-04-20,45,28,Damaged,616ede28d9e8f8a0a3db85063988c9c9
c917d3fd-a957-4621-9f0d-d4ecc8f08c69,bbf68760-7734-406b-b254-cf19c1d58175,1998,2025-04-02,37,49,Shrinkage,6b17916661ba6d6014556401b6d4c517
0d750156-1585-4987-be52-06b1b52ef8f5,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,2071,2025-04-24,58,99,Shrinkage,de94f8b016143fe3f6246e641f73e2b4
cab5274c-c2aa-4dc4-8506-3e24ac454b9b,398ced3e-37c7-443d-bfba-f033b06b1d4f,3427,2025-03-28,73,2,Lost,228c5abb9040c12b94de43cc52df1964
73534f6c-625a-4302-85b0-abe3c4a1e002,3c890e49-3fa1-4fd1-bdff-9758f10b3478,2640,2025-04-07,31,32,Damaged,192ae442e785e71f59bc73bf84ebdf68
f40f30e6-37ba-423f-b0ad-5a14b320e1f6,bbf68760-7734-406b-b254-cf19c1d58175,3202,2025-04-25,40,16,Shrinkage,69dbf14d7d043dcaad76b8a90525cabc
b875bae0-44c4-4185-8b11-4d1dc74412ef,874e3482-e0bb-4936-9f1c-41bda29cbd80,4836,2025-02-22,57,15,Shrinkage,7d80713c61482706443c0fc8db3600d4
ddac8c45-2f1b-4087-b4fb-ce7ed1528ff6,f7707042-df3b-4a83-9d03-d82bac2e3f79,75,2025-04-24,80,20,Damaged,a54ece4a4e9cd5d913e0a48a828ae912
8684db39-920f-4c8e-8641-7ededd81c0f2,44f20b1d-8a8b-4c64-94be-29c1042122c7,4059,2025-03-07,65,83,Miscount,edbfeb7f45ea8be244ebc92e54c658f9
7873f132-726c-41d8-8967-5e723f28d23f,af8f8a04-b980-4a2a-9c5c-37970e8dc361,2777,2025-02-15,70,19,Lost,53fb94929b5902d04d0ccd2c44dbb741
181dc4af-d8c0-4fcb-8736-deb048cc97ee,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,4785,2025-04-24,10,12,Lost,57a6ac0515eeb9623344139c67d9bbda
43077911-c2af-4f7f-9a3e-fd2a4b191e8d,3f860e78-0d6e-452a-b7b2-ed200b054978,4305,2025-03-16,52,80,Damaged,7c563841c6133a585fb994bfa9af1a21
8855f267-222a-4d21-a6a6-446713e10709,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,3481,2025-04-28,26,3,Lost,7856c315df0bdc260a4c9f2dc16dbe26
4c3eb9b1-2ef7-44ce-a8f8-0d22912211f7,333b2789-e4a7-48c8-a757-1f8cc41273a5,236,2025-04-19,13,99,Lost,3b51282d917879f6e793434af165a3be
9101d80f-e348-44d4-827e-b5212a6c8a37,82f970cd-6a18-4d47-8f81-163e2998abd1,2786,2025-04-08,88,68,Shrinkage,49da8cd267127691eee3a9e2f722ca37
8855a6f1-47ce-4a1c-b32b-c07f9355cd73,4d50f9b7-fc77-4655-9e40-8d1402c05266,2891,2025-02-16,75,10,Miscount,092e201790b7c0e5222bf407e5186183
23899e6a-9ca5-4024-beae-e4138547d420,c9749b26-5c7e-4918-8086-07f1ad862e2d,2339,2025-04-14,87,65,Lost,edde239726d42171a5eb2089829a24d9
d7ea52db-93f6-4c23-bba8-df8caa043d8e,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,1831,2025-03-13,30,33,Lost,a4491176dc7e2d3809dcdba56cbbe1a7
d3cfba87-3415-4633-a51c-14f8c164453b,a1057858-62ec-4839-9b07-13ca5e02a426,4498,2025-04-25,52,34,Miscount,b80d8459bc527bb658ec009c094f5057
73cb56cd-bb4f-47f0-865f-70467357df20,333b2789-e4a7-48c8-a757-1f8cc41273a5,4623,2025-05-04,20,19,Damaged,e465cb6dede4fbdcc17b70862cce2516
def2324a-54cf-48a4-b6b6-c148b8c5bf74,122d5a21-1d98-41dc-9385-658fe7ef67ab,4835,2025-04-06,13,28,Lost,3a873019670117efd57afd272de6ae67
910b680c-3f95-4608-bcac-31147024b25b,66dc8a60-4b83-45a3-85e6-f382697e2a0b,3508,2025-03-25,7,48,Damaged,fd4521dcf1eded9db478a2c46f5e035f
3259140e-8364-4e9d-859f-c61b6ac816ab,d6412e7e-f588-4f47-bcaf-c4127c83541b,1509,2025-05-05,72,93,Shrinkage,514a235d26109453eb1804aa3d9fded2
d72403b8-3658-43a7-81cc-66d6a1c71a75,35136aa1-c8a8-4039-870f-c761e80fe8cf,4120,2025-03-10,33,3,Damaged,b2fa03fc9e842b99af45e5bdfbf66554
8a770a92-0a5c-46b9-acbe-d0bdec6dd119,42ebbb25-07d2-4827-abf2-35b3c9daa300,3236,2025-04-19,94,55,Damaged,11fc2c2ab1770fd797c55d61a012183a
40ea0a8f-0e12-4ec8-b89f-7a943011429c,af8f8a04-b980-4a2a-9c5c-37970e8dc361,4741,2025-04-11,5,99,Shrinkage,5ddab77383b77d1c078b42580a0fc90a
528227fd-70f4-492a-a023-cc6cbb62b9ef,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,3661,2025-05-09,91,21,Lost,543d21394e8707d66cb89762de699619
0f8d32fd-28c8-4c1b-a644-43181918b70a,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,3422,2025-03-12,48,58,Damaged,4ad4eef14a1b2c461812dd53d36c1bf4
00d0178b-2a19-41a0-94e2-d0841c03a97c,e6fe1886-285b-4cfa-a421-f7978f96b3e7,3575,2025-04-05,53,16,Damaged,d6544d3d5b6770c9fa48fd4adc62f02a
c8b08b0e-ba5c-4444-8e9a-3ee4b2757049,3f860e78-0d6e-452a-b7b2-ed200b054978,386,2025-03-22,73,0,Lost,54dcbd2236ef4e24084dede5721ed76d
ac7fc239-bce2-48c3-a00e-5d3ce7da416a,830184b9-4010-44c6-9926-a08e9aed29b8,495,2025-04-09,51,94,Lost,e28616cfc0f26e8f49771e7a33d6c711
3ab0ab76-219f-4e07-8dff-0a1b7aa8bdba,3f4bbda4-0741-412e-b5d5-28977dc47e62,86,2025-02-15,7,57,Miscount,09b4c1bf1ca2eee6405499d090c45d5f
8afee5a6-459a-4dd9-a85f-c1c7de5296cc,581f6795-d78d-48bb-906a-803db42b5308,1308,2025-04-18,1,22,Damaged,cccd96059034963bd0eca6affe980786
6b582b70-3f94-4953-b41c-a90e09d8e86f,398ced3e-37c7-443d-bfba-f033b06b1d4f,3774,2025-02-23,30,70,Lost,c9f094abaf341f2a36119a3bab9c61f1
3ae6d141-c61b-4203-9406-b61bb5bf6f4b,863d9f7a-2297-4579-b666-b563a1ea1235,3223,2025-04-08,60,47,Shrinkage,6b50bdaa7592c606c94879dec2f3a19f
cf8daf3d-4933-4779-816b-8ef00b3c4194,a1057858-62ec-4839-9b07-13ca5e02a426,3856,2025-04-21,29,47,Lost,e70f3d0c3850f205591f81f8c9a0532c
98b376fd-4960-4a1f-b866-941eefeebbbb,f7707042-df3b-4a83-9d03-d82bac2e3f79,3894,2025-05-03,72,83,Miscount,3fa5e132691a1f40c98fb54e1377cdb3
1253f6ca-592e-4a16-ad83-dece54ae7e7e,953fbd98-d927-4711-ada7-e78c7da3428f,524,2025-02-14,21,99,Lost,558b95d0437bebbffb52eff6f6d1df13
7b6ce3ca-3eac-46bc-a988-bf3e722427cf,66dc8a60-4b83-45a3-85e6-f382697e2a0b,1016,2025-04-20,40,91,Lost,01e565d14a383d3eb7dff37b6fcd7d70
2e1a504a-cf0f-4761-a878-8e477c4d4d05,82f970cd-6a18-4d47-8f81-163e2998abd1,806,2025-04-25,87,100,Miscount,a8a16be6f01d3ed5d4292927351b8a82
d319cf9d-f30b-4c93-84d3-6115fff84ab0,0a2fb1e7-6136-4713-a3ab-d0845186dea8,1661,2025-03-13,23,33,Miscount,4b23cd96e95c3f7a8de88ca76896c159
363ea47a-2707-4117-81ab-92c1b55c479a,333b2789-e4a7-48c8-a757-1f8cc41273a5,3855,2025-02-15,37,4,Miscount,43ac096794ba10ebadbadf8f73b16dbd
be4f7eb9-8c45-4836-9dd7-ec2ccc831752,2739fcc9-7336-4444-a786-dd80db33d2c4,3704,2025-04-10,86,1,Miscount,b6e062d967b4f3db08d9ab0cf4ad2a44
f6792c4a-bb14-4f5b-9be7-930ffd350f6b,af8f8a04-b980-4a2a-9c5c-37970e8dc361,832,2025-02-23,72,8,Shrinkage,6dace2b89f7db335097aff77f96d2ebb
6a8b81f5-7053-4e26-a507-7dca1f8769fe,5da11b57-c618-419f-be8e-0fa9ae30450b,4762,2025-03-18,49,80,Damaged,69d7560a934d9d2f091a6ffc53e2675f
dc53d962-52a4-4487-b578-444225195480,387c129b-f872-450b-b073-7d63cbcc2e5b,4948,2025-02-14,78,16,Shrinkage,b21351df6c7d5e0d055ddd9ef1bc1062
c77d47ab-37c6-4f18-8f40-08a3e86390eb,31568063-1420-49c6-ab2f-219cf6c84088,2724,2025-03-31,82,58,Miscount,949b2e1c9258a9e426a5adf4de9a20b2
249f258d-e18c-4db4-9452-653cfeb15c76,bbf68760-7734-406b-b254-cf19c1d58175,3519,2025-04-08,6,12,Miscount,c607928e024d6a49adb89aea5ef7f92f
79927de4-c88b-4a35-aa7a-d39bff20327b,398ced3e-37c7-443d-bfba-f033b06b1d4f,61,2025-02-27,48,88,Shrinkage,b62188f809dc6305465a55cb8e938e3e
c649ee3a-31db-4130-b0cf-86a5a957190a,0bc96bf8-c15b-421c-baca-1e839080a232,2960,2025-03-12,13,9,Miscount,97d57509ba0d33b2bedaabc94d01c73d
7b1afcde-9047-49c1-a575-0e5ccffda07b,64e37cee-410d-45da-8592-a2e08c8eeee4,4795,2025-05-10,83,87,Miscount,f724722b1b7223490cf6986722305e0a
b1b3f269-50f2-4ac2-be3f-2e5fbb70ce71,b0884827-649f-4826-99d5-092fc008b264,2433,2025-02-12,33,86,Lost,c85969df3435161a1a23f16bfcc63010
e2dfbe32-e588-4a71-9d9b-41c67519702d,02ebd4fe-8110-47e3-b59e-f71c08a5144a,2979,2025-04-14,18,17,Lost,bdc274c3c1142f665a640a12f8c9a249
8276707a-9850-4a7d-9e56-8b73a5842538,8940ea8f-f6be-4505-b6e9-895ec65a2da9,500,2025-04-29,16,35,Miscount,e9346b88281c6570a6005109d72fdf9d
5a768dae-0cbc-45dd-ad76-711f34cec595,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,364,2025-04-10,93,37,Shrinkage,22ead833a1bda64265a6541b8747fa49
aea9a176-ece0-4e53-9ef8-2da742c07277,ba13b2d5-a484-47d1-a3ca-286034075be4,3212,2025-03-21,9,29,Damaged,3a06fb957f35f2311331389db81adb66
3394693d-8545-414a-b1bb-4ffc870fc2d4,3f860e78-0d6e-452a-b7b2-ed200b054978,1388,2025-04-29,25,73,Miscount,b61e192c3e76976034a2408d069adbb4
0901191a-81cd-48d1-bfa8-1bbf76384188,42ebbb25-07d2-4827-abf2-35b3c9daa300,621,2025-04-18,8,16,Shrinkage,4be6d658545d1cf0661745ae95543751
d7294be9-e891-40cf-b684-141a6b2c7f71,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,2477,2025-03-15,69,16,Damaged,635fbf27ce57391774116ece343fc8e8
fab8fe44-c03e-4f4f-a2e5-5db683030881,64e37cee-410d-45da-8592-a2e08c8eeee4,1614,2025-02-16,69,79,Shrinkage,ab375e623e6a03463c8ea04d9a6f7485
46957140-7bb4-4e06-ac3a-42eeec9e1547,921cb450-415d-4451-a34c-149527faa2d2,3372,2025-04-20,78,64,Damaged,177bc65f190e7c172cf95d57265a3f8a
166fe134-c9e5-46e0-be07-0db8a6b6b40d,53a7cd91-a001-4320-ae57-b6b9f276f171,4563,2025-02-17,79,32,Shrinkage,7dc22159c7fb4a508976b0411c3ac78b
d902dd62-7426-4f7f-8954-2a039697c132,4455fc8a-2871-40be-a37a-c8d9534a085b,3948,2025-04-25,96,17,Damaged,08ac65998c7292679e4ffc94e16b23a3
9365b49e-3a60-4b5c-abe3-8545b63cb3f4,44f20b1d-8a8b-4c64-94be-29c1042122c7,2221,2025-02-26,14,75,Shrinkage,05fe494ae31d31280491eda303e28950
65873e29-b4d8-46b6-a76d-08b4fff91959,1013921c-4a66-4cb0-8c1c-423b78fed26d,2340,2025-02-14,100,69,Damaged,16330a7c13786ba71d23fc3c94ade1d3
3f0b9e23-5e6f-4859-8543-199c4ce04c83,3a5296af-bd13-4a34-a138-aa20dd5c46ba,4379,2025-03-30,32,74,Shrinkage,7df9b90740debf471f197511b674a100
191ceb51-63c2-45a0-b2b7-aefb3da855c5,02c1a38a-2d07-4869-a002-f0e616bdf188,3740,2025-05-02,85,25,Lost,e6b5aedaf3da4e1aff469a9959c96be3
e23be68c-5b78-4695-b38c-3b5f5092beb3,7eb89a43-477e-4ffa-8524-0df4db71df05,2318,2025-05-07,45,80,Lost,c406d6171ac2704f9dca695029cdf8b7
75ebb077-6398-484b-8c36-794d73227b3c,9b70695b-5588-44ee-b349-95fdef5dc164,198,2025-02-28,3,52,Miscount,23157aa2e31cef12a8e2362d1d72ed47
453afa08-88a2-47a0-81ad-962256b96558,e032ddb6-04f6-47a5-90e5-f68140962d4e,1514,2025-05-10,73,52,Shrinkage,83faa4ea5ceb002fef85c89682ffe9ef
36cf7fc6-be63-4277-911d-e1808c18b9bf,4c52532d-b5c5-4845-8420-6218f0b41d98,2095,2025-03-23,82,99,Shrinkage,a249be32d7695ed0b5e2166937092bc5
a7ab81be-e762-4bf7-a3bd-6f8f110bd301,c9749b26-5c7e-4918-8086-07f1ad862e2d,3017,2025-03-04,69,0,Shrinkage,26661319d5243ef44b6c0edcc119bfa2
d583280d-ea11-401c-8a2b-3dc5bcb1efae,e6903e1d-1e5f-49a2-a227-741db594d62f,4163,2025-02-21,62,65,Miscount,6edcd10e6b6b77e18818f3146769ab70
4641016d-1ba8-40b3-a1f1-2d3a5f3b7ca8,398ced3e-37c7-443d-bfba-f033b06b1d4f,1414,2025-04-05,80,42,Shrinkage,e8260a49b4e610b6838bfc044ce79e3c
9e15e181-a5fd-466e-9123-f9cade1df354,a1b128d1-a63a-4445-a100-8252f369454e,2503,2025-05-03,48,65,Shrinkage,c2dbd72fb833cd99e5dc43fb2c70e7f0
02cc0f2a-146d-4a93-9adb-e37e4b79fe33,53a06850-070b-4542-87ee-ba6a1fea44ab,3398,2025-02-19,69,88,Shrinkage,1fe1a31b379ea214e1e8f74ee3586c69
216b335e-120c-4d47-aa27-476d6b06d96b,66dc8a60-4b83-45a3-85e6-f382697e2a0b,1651,2025-03-26,39,31,Damaged,effcedee06ce1c57f796e0295f14af17
f14ff28e-80ad-4071-8064-a702c974ac1a,31568063-1420-49c6-ab2f-219cf6c84088,184,2025-04-13,1,27,Damaged,5256872f407f19f294ad090be553e719
3e44479c-68c3-43b8-a1da-b4388a968904,66dc8a60-4b83-45a3-85e6-f382697e2a0b,651,2025-04-04,73,67,Damaged,a370afa3ef487ed2059f8e0613321138
