TrackingID,ShipmentID,TrackingTime,Location,Status,RowHash
587e721d-09d3-4682-9111-0bc47517ef38,21287031-7ddd-4760-a3a9-2f6a0aa6e10b,2025-04-23 06:12:06,East Kimberlybury,Exception,4cd79ef765c7791078c641a31548e2f3
74ee5dfe-9df6-42f2-aeb7-13f4b535155f,19e404c7-2b9d-48e6-86bd-9d4272e40dee,2025-04-18 19:17:36,New Maxwell,Scanned,8d17e9801eeb77ff6a177079fd528ac5
31c6065c-bcbd-4d4f-85bc-1e1f8ebb31b1,19e404c7-2b9d-48e6-86bd-9d4272e40dee,2025-05-04 09:58:57,West Jennaview,Exception,0e6bcca4ee6794ad2aa96c0310a0a54f
42d1b4d0-ad32-4c84-a02f-6c9c02b6deea,2e5424d7-231c-4d29-adf8-1c5099113983,2025-04-14 16:29:18,West Matthew,Exception,db9ca2ccf148763133005bb2ad877594
be712d39-552f-4c15-96b2-0786c58fdeb6,2e5424d7-231c-4d29-adf8-1c5099113983,2025-04-26 18:07:20,Boydbury,Exception,c480aeb1654e08b3d4a353659e4b048a
7d3fb14d-942e-4fd0-ba82-d06fa006061f,2e5424d7-231c-4d29-adf8-1c5099113983,2025-05-10 18:14:30,Staffordmouth,Exception,6032f659266aeb200e5be32fbb163786
bfcb741e-330e-4406-a6c3-160b4bc4c2d1,dc27fbee-8da4-41ca-b2c7-4d45d2c56f55,2025-04-14 12:53:54,Damonchester,In Transit,f91db9630a34dd65cfc9d7734e59b0ed
0eb7a42c-179b-417d-8579-5b74f48f4481,082a1f13-aa08-4595-a752-b0b533f586c9,2025-05-05 19:12:13,West Kristinachester,Exception,0a09ffcaa64e9dbbd46c31e15c0f646c
67ff9c1e-304e-48a2-a9be-837d67611545,2da21563-e5ce-4d14-bd80-e96e261a4020,2025-04-26 12:27:17,Boothmouth,Scanned,3af15b43fadbbf3ce2b8433c59bccf40
9a77d642-9b66-49a6-8706-6a16e581d63d,2da21563-e5ce-4d14-bd80-e96e261a4020,2025-04-23 23:07:18,Skinnermouth,Delivered,30f766a26cfa59c03a94f00a2ad30e66
7d2b49dc-7a62-4246-9604-bedacfdf8860,2da21563-e5ce-4d14-bd80-e96e261a4020,2025-05-01 02:42:01,West Tamaraview,Exception,ab7d0c71ebe2b80737abaf3700aca278
35a3bd64-f5bb-4d8d-a99a-87d96d3c4c9c,47993322-3c12-4823-a156-854503df8ba0,2025-05-07 15:44:13,Juliechester,In Transit,d44feb1ce81da1baf0e12b43c46e30fd
bd1c4f05-c7d9-469c-a633-98ed45ccdb8b,47993322-3c12-4823-a156-854503df8ba0,2025-05-06 21:45:00,East Jacob,Scanned,8d923427b5ede4399fadb3a131680207
25d844e6-ef28-40f6-9b41-8c0d04f6b371,47993322-3c12-4823-a156-854503df8ba0,2025-04-21 07:35:19,Lake Frankside,Delivered,3f1b7bdbf33c80ef22e7d71b9bb790f0
d511391b-c331-4845-95d3-6b1a8ccdfd65,aa7ba9bb-6a04-444c-8709-ea57029385f9,2025-05-11 21:33:06,Michaelmouth,Delivered,7d10fae7b328199ba1f6a27a42211a78
b72794ae-e057-41ff-a037-e84b40c2b742,d6d2e918-a8eb-4247-abf9-a07616522bbb,2025-05-03 21:47:49,North Donnachester,Delivered,85dc215a32cac920002ede4e1d493e46
e37e6546-b3d1-4867-a919-2c1d758018fe,d6d2e918-a8eb-4247-abf9-a07616522bbb,2025-04-20 12:12:27,Lake Christina,Scanned,3da958d9a8fae757179e1fc549ff69bf
98a05317-3c3b-461f-96f6-06d288783b47,d6d2e918-a8eb-4247-abf9-a07616522bbb,2025-04-27 20:15:27,Susanchester,Exception,f4df44ecccabef8add885731ab4fd823
a603ba54-0935-4778-bb5a-d27cf062b093,55a21cd8-1167-4a68-8606-08448360b69c,2025-04-25 23:45:09,South Robertside,In Transit,fb3c41d15fea3775ed3ce8c9f861f299
17fc1234-5d29-4958-b465-01066865a514,55a21cd8-1167-4a68-8606-08448360b69c,2025-05-11 12:38:29,Jamieland,Exception,791e55ca649161d8271acc787d248644
e2aa7279-d54c-4f31-978f-1afc39095b2d,71c16429-2476-4e53-a215-9d239f4166b8,2025-04-18 21:52:04,East Michelebury,Exception,0f84dbaff1fe15f6e328c19547c96611
b087a304-a423-4f59-80bc-9c620bb6b39c,7b4dc694-5cc4-4c14-82fe-572128b20510,2025-05-10 14:49:55,Lake Davidhaven,Delivered,6f274d70b531af5aaa6dcaa06b8c1a7c
3f704d30-3ebf-4d56-8ce8-455d5690fc60,7b4dc694-5cc4-4c14-82fe-572128b20510,2025-05-06 20:58:43,Port Katherineberg,Delivered,1a8c881f0b912875cc03e1c6cf3f0c92
9cb61861-03cd-4b4b-bc6b-1748085a6439,12ab6788-7b08-40c9-a46f-2a292b8bd58e,2025-05-09 01:59:36,East Michael,Exception,90e0f3fe35f6f565d38c353133a2739c
269311ec-b1ed-46d6-8ac8-8e70d6cc01cf,dac4e5fd-88a6-4ac2-bc04-753371850672,2025-05-09 08:18:37,West Patriciaside,Delivered,6512eb4ff83645b981882ad4bc6fbab0
bc651bd6-2a39-4b40-bdc5-2ede31971155,4b94c833-2f10-4221-9670-a70691fa672c,2025-04-16 08:01:42,New Emilyville,Scanned,b5f1e2cb57af52a3604398900ff08c12
5c7428cd-33bb-42fb-ab8d-6b868c77837d,9da412b4-53ea-4b4c-807c-a74b645bc81d,2025-04-30 10:13:40,East Stephen,Delivered,6b40674655e3f184cc7842bd5ec36bf0
a398260c-fb14-41f8-bde1-e99f4789a17f,9da412b4-53ea-4b4c-807c-a74b645bc81d,2025-04-22 06:12:16,Richardtown,Scanned,dc80a3907b015935ca6e769e80153169
1de5fba5-6f2c-4f0e-82d5-206d74d6f3c1,9da412b4-53ea-4b4c-807c-a74b645bc81d,2025-04-18 22:28:54,Henryhaven,Scanned,51117084f3f0975291711e3c1822a6ef
08d51ead-8565-4eea-9bae-5d90395a2186,24298558-0360-4f2e-a06f-ace2f86d846f,2025-05-05 00:42:54,West Sarastad,Scanned,a3f5cd533e98c9eb7518993c31a6d455
5d6ba53e-54c2-479d-a56c-857a32a74969,24298558-0360-4f2e-a06f-ace2f86d846f,2025-05-12 04:23:07,Kellerstad,Exception,10457d25e0e7a8402bc4cc9debacb359
04e6f17f-66dc-4527-a7c3-bebbf021eb19,24298558-0360-4f2e-a06f-ace2f86d846f,2025-05-05 02:53:49,Michaelfort,In Transit,5106e02522b79a1264050fc99b644928
7f608998-e65b-4f9e-81b8-56bf86bb639b,c92cc69c-7db1-4567-843d-53d99b3ebd8f,2025-04-29 04:41:40,Cherylstad,In Transit,fc8de3b551885d5bc3feeb09f3acfda0
6c394e0d-17d6-4245-b6be-14911d74ade2,c92cc69c-7db1-4567-843d-53d99b3ebd8f,2025-04-30 12:24:20,West Mariobury,In Transit,cee29ad78f38425d39fb4f766deb52ba
885766a1-1bc8-4155-b218-fed87cfc1452,c92cc69c-7db1-4567-843d-53d99b3ebd8f,2025-05-01 10:24:01,New Jennifer,In Transit,0f5ff7c0b22721ff71e2403cdf54f6f8
f7047084-b706-4ba2-b23f-b3a8662b3b39,843ed902-43d6-4ba4-8d70-7bbc519ea253,2025-04-16 16:30:47,Wilsonhaven,Scanned,9bd62f284af1b001136549d882e31107
e28e89b6-cf94-4115-87bc-c3cb38041cdc,b1693b5a-84f8-4166-838b-4703d92cf4e0,2025-04-30 08:34:01,Priscillaside,Exception,f8302cfa87038042ac81339095be8d58
b2467577-f421-4bf9-9465-43f507977eab,b1693b5a-84f8-4166-838b-4703d92cf4e0,2025-04-23 13:06:47,Sherimouth,Scanned,7934078f1104dfe37013b6431c465ba8
6124c71c-b3f4-47bf-8823-70b9cd3cb104,b1693b5a-84f8-4166-838b-4703d92cf4e0,2025-04-19 00:26:25,Douglaston,Delivered,06b2f96550c128d1fb58ef268632b4b4
d3c319e2-cf2b-4c29-bef6-4a3c63b07e7e,256dfe7b-d0b2-4e95-a81b-e4a0c6d159c1,2025-05-04 15:46:18,Port Katherine,Scanned,957b1f0c583b60ffdfebe9e4a499b0ab
5ec90d54-94ac-40d3-8e14-371a0aa449c0,dd76291e-25d8-424e-a0a0-c2c9d4f7752d,2025-05-01 19:17:44,Coleland,Exception,61a053cf988c6774c2e09c030788b89a
31c25147-97b8-4e6b-9e7f-10cfe2f47731,dd76291e-25d8-424e-a0a0-c2c9d4f7752d,2025-05-12 06:50:18,North Kevin,Exception,85b695be2aac5e6a892d1fa4bfa7e9cf
0713b82a-b9de-4d7c-9863-f557a3125666,d5f9d502-ff26-4eab-a5db-c6c12d87ed8d,2025-04-30 19:52:52,Phillipsport,Exception,72b938be004c94a177d0807c38b25db8
23a39a61-d172-45d7-8119-7bffb389690c,d5f9d502-ff26-4eab-a5db-c6c12d87ed8d,2025-04-28 04:16:39,North Linda,In Transit,858288e1a199b3bbfdcdbfd60f73dd71
11c8c958-1906-4b73-889f-10bca577fd79,86642ac4-2256-405b-809c-ef80bfc20614,2025-04-14 14:51:31,South Crystal,In Transit,25853c99e615a90749e2f33b6aed6f6e
e402e099-44f3-43d6-a086-d11fbb437860,86642ac4-2256-405b-809c-ef80bfc20614,2025-04-25 09:10:39,Harrishaven,Scanned,f23fdb1948e6f8f6b2b0b31baef2acaa
