CustomerCouponID,CustomerID,CouponID,RedeemedDate,RowHash
f2d1490b-4d42-495c-b59d-428362c31e67,1913,9e0d250f-1ff9-4adb-89ad-d5f0f612e365,2025-05-11,19f6f5494d24c0b91224fbde8780b89b
c6d2eead-0257-4b99-876e-f97259f2e7a6,2561,cc05cd48-2e4b-4c4e-a600-3ed433adeb32,2025-05-03,54006406d4a99c7e44ff59bdc02608c7
e6ff44d1-53f6-4130-a477-8351c64f6b99,3901,1b6189a3-1539-4c1f-9f05-fcfc6f30ba4f,2025-02-24,2472e9a81db293821681a6fd2cc96cd4
403a2210-c0dd-425c-9a47-f0b457d5692b,2299,8d732e4c-8f59-4d08-9bb7-0a81be5731b0,2025-04-21,9728551585178bdcdd934b8cb8ce12a9
593bd594-d920-4c7f-b5dc-e01cbe28c82c,2792,82b2b7b3-b189-42a0-892c-702c957a2cff,2025-05-05,504b2fc83596eb0ae3564a7e43e8366f
7067a822-d8df-4aae-8a58-ea0c2082f768,2713,94d28a53-d6db-4ae8-acf5-cf259b4ec3a9,2025-04-12,509f9865e714c4963ae780391ebf2bb5
a50617c0-3831-4e11-ad2b-c313df9d2a72,1593,faf2c87f-7c07-4fd8-8c41-a7deea276f3d,2025-03-22,1c4329a153c679d73a35db489830c395
bc1d959b-9204-44cc-aab8-21c85d2b3b88,1042,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-04-29,69ddefbf9f1d64d300d9c783fc41b22a
e73b6e7a-3f83-4f10-81de-f3511f00f273,4689,9e0d250f-1ff9-4adb-89ad-d5f0f612e365,2025-03-20,76b705282b122fc76e32a32a2d8217ec
c8a2b72a-2307-4e51-86c8-be32cff026c4,1876,c34d0091-51bc-428f-95f2-d5eab5476e28,2025-02-11,5fdbcd6efe4fea268e7f3edf8f584245
9fb7e84c-ccb2-4df3-9cac-0dd80b90e68d,4857,78f36cb1-07af-48f5-87f8-4ea8b6223303,2025-03-03,532fb24070af7ae755f79ab9224be943
e926e909-1d95-4105-8bb9-e2886cdcc37c,1942,b9078d28-29c5-4fe1-8e1f-21936c09720c,2025-03-20,742a34b2098e6ace8f4a78b9ea301464
70046f09-42b3-47d9-be1a-cfd4ffd6a182,2041,4823ac40-b4c9-42c7-89f6-dd7b6392b49d,2025-05-09,a9110d67094cd91ebad4f152eb3e5beb
c54041de-5bc9-4e71-87ae-c854673ecf43,4615,ddfd3dd5-ac0e-462e-949b-0d39b1c13f92,2025-03-22,726cbdb3ec5c815bf4308a43c93c09da
75441048-0cca-465a-aa08-b80b2ed1307a,159,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-04-28,464b6533c946e16cfd562f466ac15c5d
830d3fff-5554-4f43-ad83-163d4b426f2e,4186,598a7ecf-0280-4c7d-ad93-b88fc7857781,2025-04-09,5f08798b8385b5879819d2b5c47302a4
e4e4565f-c2ec-46c9-a3f5-2143d826fba9,784,b6802879-a5cf-45c2-9def-063ba025a95f,2025-04-02,cec00f544abd0cd96519f4b9a26b5a58
6834ea68-3636-4150-8e3b-cc7fc8d5e0c9,1216,78f36cb1-07af-48f5-87f8-4ea8b6223303,2025-02-12,3eca5e2f59f2436b3c39de3a8b15b2fe
f8f86f0c-434a-47a2-9b22-fd6b7e904101,2635,0fa6349f-f76e-471d-816a-96e4e9662772,2025-04-26,2d5833bb03ac4f82f400c88efacdeefd
ab0f82f5-4b22-443e-87b2-096f46766556,4336,4823ac40-b4c9-42c7-89f6-dd7b6392b49d,2025-04-11,4dd825dd9ebde869fab44487dc96d671
4fdb7cb6-5bf5-4bcf-8a8d-81e134635889,3791,03e99025-8308-436b-ac05-58ef2e677932,2025-02-27,62bf6b77f376defa24eb3928f998172a
9f493db8-990b-420b-b381-9efa30bbbb9b,2180,9862bc82-1926-460b-be1c-50e57510cf3d,2025-04-25,13857b66ec6a94019b333635beca9d16
29afc2e4-6ca3-4da5-93c1-1af26fa232bb,3683,b6802879-a5cf-45c2-9def-063ba025a95f,2025-03-26,2b836595b0dfc65e746a3a7d7767e892
6a8e8a58-cffa-4276-ba99-9929c46ebed9,1583,1b6189a3-1539-4c1f-9f05-fcfc6f30ba4f,2025-03-23,77b7978d7c327eba7b690231b79e2fd8
dd9e3950-43cd-4eaf-a418-19a16632f449,2263,c34d0091-51bc-428f-95f2-d5eab5476e28,2025-04-16,b9b7aeeaeefec5fabfba54011785531f
323e91ca-cef2-4053-b9ba-d2804f512045,1173,bdec97a0-a3bf-4afa-beaa-152f61a45a5d,2025-05-04,00b15b8d0fbdc1b6ccd371c9099711b1
e0343e07-d1c6-47fe-ad94-3d285c1d8bfa,484,ddfd3dd5-ac0e-462e-949b-0d39b1c13f92,2025-03-10,e78134a576e58eff1f79cb7733be6176
f5bc2766-a0ca-49fa-8cc8-d71092981113,2021,b7c795e5-7bbd-4058-8c00-45315fa32f85,2025-03-06,f483bc46ae1049cc7a3b7e2bb4247e8f
b39c117c-c138-49f5-ade6-2ca89897b273,26,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-04-02,9ab0bd26413dec5d838c0065aedb8924
f4693c7a-1ba3-4900-ade7-c1fc69730bdd,2918,b9078d28-29c5-4fe1-8e1f-21936c09720c,2025-02-25,388e0e236c1a6b80493127d1441db9a1
56524a47-41d9-4d6e-8779-ee8df76b22ed,3954,8d732e4c-8f59-4d08-9bb7-0a81be5731b0,2025-04-12,52b9bce732f6a16271ad7181613ed084
c678bf2c-c336-466d-b328-88fb4d3e0a0e,1198,1b6189a3-1539-4c1f-9f05-fcfc6f30ba4f,2025-05-07,24ac47ebfff362da84cd0f5870cec99f
1671e55c-fb79-49a2-a572-476d893198c0,2235,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-04-24,755ed48401b9e8413d27f5421e94c863
5461af56-454e-4ba1-af79-0375a03edde7,3971,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-04-08,3c9d1132b81a26803a95f9b6972e4e84
86ee9e15-fcbf-4fb1-9abf-bfd8655e32f9,4955,598a7ecf-0280-4c7d-ad93-b88fc7857781,2025-04-29,f2167cfd84e894e9a319f380699ae4ac
e63a9e77-3f6f-426b-bd76-6e698984242c,4394,159d9523-4c93-4383-85f7-497af0c3561a,2025-04-28,e1fa3287044eb59ea6473f69d907337c
bf34282c-2289-45a1-8a95-53d6f3e1c3a6,1542,25194673-0bf0-4ce3-8082-0ffae8d76ce7,2025-03-08,c93ba56983e4a9baee849fa7c259e4d3
2ebedfa0-065a-45e8-8ff7-9cb635e3a9af,4896,03e99025-8308-436b-ac05-58ef2e677932,2025-02-28,635907def23fcc047a40a7c30504576a
544697ad-5457-4277-8bc7-86478061b8f9,987,0e30a2fe-12c9-40d0-bbd9-c3dee13f8355,2025-04-17,c6d50553c02606a66620f53b14eeb862
dbe2a030-9733-42d5-b702-42a5af9bf8e1,497,397f92d4-2647-4959-9dde-ce667a016f74,2025-03-15,dda111522e2cef4c6ff6f6d36d9500f7
5b3f9a46-e811-4a17-9575-81dc34da1810,1597,9768eaf5-d1d2-4f0f-98ad-32b1ff448c8f,2025-02-13,3f51cb92bcd71da6147d997a12ffdf82
b416b77c-0fff-45f8-9181-ffd9c23ca1cb,4130,0e30a2fe-12c9-40d0-bbd9-c3dee13f8355,2025-02-14,5431b1944cc0891fd5e318f045ba1e00
5cfaefbc-4a7d-4d2d-9983-07e0001f6021,2034,1b6189a3-1539-4c1f-9f05-fcfc6f30ba4f,2025-03-27,355ad79324aaf804835de6c7fc9fffbf
9a1b1cb6-1664-4dc6-8930-e6056d3d73bd,3081,900d9f07-5d5c-443b-8ee4-139b95c50262,2025-04-08,7550622aa993dbed78d2c67a4525afa4
0535d742-2f16-448c-bf67-ec25f1bd6231,90,2ef2ea74-4fd5-448f-95ca-b5883f3bfb46,2025-04-30,fd3d6efb5967807d79c5d40dfe43d7f4
7aac8d8e-2902-49c8-975b-71cf2917c1bf,2139,ca8a3d51-1e30-488e-a655-f6a4da82d5a5,2025-03-19,3b1dd55a5b360b3369069758da646f61
5b269f09-2e5a-4897-885f-112d1c8448b0,1181,0e30a2fe-12c9-40d0-bbd9-c3dee13f8355,2025-04-27,316ae5607244109cfaa55bb00a4ea167
96c9e03c-0298-4680-8289-ca004807d465,208,232c1c9c-66bc-402a-b2de-94f0601d8b51,2025-02-18,f00326c9c1205713c4aaf154505491ff
17612a7e-b49a-4afb-9d44-4f5d4d9087a4,3453,0fa6349f-f76e-471d-816a-96e4e9662772,2025-03-22,a99d4104f259cdb7ae7584e70be95275
99f9c6cd-8432-440a-858b-7a266fceba2e,3020,f53dc15d-a8dd-42be-a37c-a1428aca7651,2025-03-15,7e192756e29f9c9972257e15c15b21c2
df0d85ac-f512-4817-a9a1-c9af069dbdd2,1210,d8195474-d265-438d-b86d-4c546c9a38d9,2025-03-02,34d7776bf7228c8c24c1c3d6fa49d90d
9f257f0d-25b3-4d88-ab00-a2fcfbc8e058,3130,8d732e4c-8f59-4d08-9bb7-0a81be5731b0,2025-03-27,f066b3b13f0474282eda6c8a1e1a55df
5155fce9-d2fb-4d63-8b2d-92c4abf3b54f,1286,03e99025-8308-436b-ac05-58ef2e677932,2025-03-29,6f6fb3c8177a01b4d035801bcf95ea41
67d45d16-f14c-453b-bd49-248ec9d86d6e,3639,20f1193a-2b03-4015-875c-e46abce9c6aa,2025-05-04,37c4749a88b5dcb7ceb6231e260c84b6
3476af66-b5f1-45db-bdef-5037a62c34de,2574,ba036094-f771-4ef9-8483-fd3cf7ef7f50,2025-04-25,5f4fc5790a6f3cf115bdabaaf6d7437b
be4d2f2a-c3a7-42e8-b4a9-077d8e81a9a8,2241,f53dc15d-a8dd-42be-a37c-a1428aca7651,2025-03-26,aa635318f19eeb7937f5a48e7e91381a
67237e7a-499f-46ea-b0df-4e473dfe786f,2261,159d9523-4c93-4383-85f7-497af0c3561a,2025-04-16,e405e4052d35d2b8854764bdc1bc7475
32adb641-e404-4cbc-a575-90a620a41529,4969,f53dc15d-a8dd-42be-a37c-a1428aca7651,2025-04-01,9136819edb225f326bf1f893334cfe72
ee400094-30b5-4b4e-b6f8-04b3ac8fca20,2333,d1fe485c-005d-4802-b2a5-2a6b3e655689,2025-03-05,3710d25242df5e18db46e49e0f0a892a
ac2b62fa-5f95-4b31-984c-7569e642a2f5,4805,40e4f595-5834-4622-abba-f75c54dfb640,2025-02-22,2f28de37bfd6dfd90b58d1b2a824f6ed
9eab2384-10db-4283-9ee2-073085e56417,2645,232c1c9c-66bc-402a-b2de-94f0601d8b51,2025-03-08,40d61520a1d09a2bdcf3b7cfef3c5f3c
d2bfcca7-06d4-43da-a6f5-c861d8f54d3e,1016,113a5ad3-8e65-46c0-94b8-0c14f2b792ae,2025-03-28,09fe9ad1fd67ceab44f953183d5ea9a5
1f517dfe-e54e-449a-881a-e46298c4df66,2675,8d732e4c-8f59-4d08-9bb7-0a81be5731b0,2025-02-19,b28a9e1f98827847b7c492fa1240a498
c12227a0-79a0-4d21-bf90-a77d5bc96de5,3909,bdec97a0-a3bf-4afa-beaa-152f61a45a5d,2025-03-21,65a0f1b34fe5f9912cd0816372bbdc76
a77491eb-5095-4543-a230-ab8bea212288,1162,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-03-08,d98f6b856c184eb20468b5db8ec2e7f6
b36d727f-d159-424d-8f4f-3648a4c67c51,3073,8d732e4c-8f59-4d08-9bb7-0a81be5731b0,2025-04-04,9654981000585134f50962d46059795d
7e500478-9a99-4e96-a518-08e2a8f19b2c,209,cc05cd48-2e4b-4c4e-a600-3ed433adeb32,2025-02-15,830f91857c972712b084fcae604ae583
cde7256b-dd56-4894-8dd0-ee6b5753be16,3558,4eb543b2-bc06-4d6d-9b84-f5b9be6b2353,2025-04-06,94b505ae5b30a74542242591e5b21e38
e4c530d1-1b81-44e0-b1a9-12d5c18a7664,2654,b90d5905-efd8-4609-9a22-779c1470315d,2025-02-19,2876efc290a267ad21b0d9f8074740e1
36cd7d6f-cb60-4392-b414-99960ae3aa8d,1459,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-03-18,c22a757d066278b5d9538fc7eaca37cf
b496ac2c-81a6-4725-8b46-5f62b995ce7b,283,4eb543b2-bc06-4d6d-9b84-f5b9be6b2353,2025-02-27,82828fe888695f88cacf01b2258effeb
387a0171-acec-4aac-b37e-3d3ad78bfab4,2318,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-05-11,7d38733aa3a0f1b9d1610f058ae65c6f
2f15ebb7-164e-48cb-9a66-ff3d0afe651b,4634,20f1193a-2b03-4015-875c-e46abce9c6aa,2025-04-16,c95ccd6f4813d5c283ce7c4d9d447199
626fb25f-991f-473b-9ca0-414dd4b19d17,4658,c80158f8-4e15-4ce2-bb98-f03136b419a2,2025-03-22,07232a899171d869e8e367ac1edfa312
ae1d895f-2c69-4084-91ce-82bff9834815,4192,113a5ad3-8e65-46c0-94b8-0c14f2b792ae,2025-04-06,0d9e571b0ff492e01e0d34803f3ea92f
10b41283-5410-4332-b5c7-5cfdeb14274c,1081,4823ac40-b4c9-42c7-89f6-dd7b6392b49d,2025-03-13,bbf84d563f79dabc59a86fdd618bd2fb
25994d2b-4ec2-4d64-a62c-18cf017abafd,524,25194673-0bf0-4ce3-8082-0ffae8d76ce7,2025-02-11,686a417462890c401d139a8b64d29a46
3b1c0786-7c14-4b7c-b518-3b5064fc9cf9,557,40e4f595-5834-4622-abba-f75c54dfb640,2025-05-02,de1d6028f1a92e69b1dc1c5e955a4816
09ad37d8-7632-4acc-94f3-2e2a7725bd4b,1242,ba036094-f771-4ef9-8483-fd3cf7ef7f50,2025-05-01,832c9423a85338524e036396e1e8bca2
f7d41aab-2720-4fa9-80ed-f9ca94ab426a,4283,d1fe485c-005d-4802-b2a5-2a6b3e655689,2025-04-16,e9837e5c7c177d8b5615f8723ce0857f
b449d8f0-ac28-492d-969d-4a6eaafc1e54,1926,0fa6349f-f76e-471d-816a-96e4e9662772,2025-03-26,9cdb0f2fd13ffb346123d5e0aa5f256f
7e0e2ae8-70e5-451c-9762-431a10bbd3e3,2952,1dd3bfa4-749a-4484-940a-30c025f2b892,2025-04-27,d8f52930e7314fdf2510a19372ffd7e9
73aed330-7b99-41ee-a8e3-8072d3ad17c3,2771,0fa6349f-f76e-471d-816a-96e4e9662772,2025-02-25,00baa6fcc72fb1ebef9c8b030242fab0
a3a91457-bf3b-48d0-aaec-f680aedf5c73,3381,2bfccd3f-f509-4ca8-8ed8-a82ee85deaf7,2025-03-14,45b35bb491787e1d1ebd5cce29cd8fbe
2181643c-d8d8-4fe1-a056-02fa31050b96,570,4823ac40-b4c9-42c7-89f6-dd7b6392b49d,2025-04-08,7415532d5502f337cbbbac7e73f6a1db
580652be-6686-46c2-9055-abdc1be7ff0d,3282,f0385632-9712-4e54-a676-4246f9a02723,2025-02-26,13e88af9762ee089019aabed918d327d
b701b71b-312e-4224-bada-8996e659d5ac,510,9768eaf5-d1d2-4f0f-98ad-32b1ff448c8f,2025-03-14,cdb9c65deb2654f82cee405e2de31d80
cb3055d5-125b-4646-99f9-56f0622ebb65,3411,4eb543b2-bc06-4d6d-9b84-f5b9be6b2353,2025-02-12,6f19094b8f2230964e4e7d5f342a7879
a8b43e46-3902-4bbd-8b0b-c07b8ea52bd0,3244,94d28a53-d6db-4ae8-acf5-cf259b4ec3a9,2025-02-18,206037d28b0723df8c5389326953fe33
6dde9cea-da9f-49e1-909e-20efd51c0978,1270,8d732e4c-8f59-4d08-9bb7-0a81be5731b0,2025-03-18,963d08b1359fc3739f1acd2734d9f4c2
e6437ecb-4e1f-420b-a52e-4cb1169ba16e,733,b9078d28-29c5-4fe1-8e1f-21936c09720c,2025-04-08,f2a89dbb536fdbabd2e192352917e6cb
2fcdf371-b76d-4355-8dde-9f1bad524509,1698,d8195474-d265-438d-b86d-4c546c9a38d9,2025-02-16,b9f4ccf8cf87a96341194e243a76bbbf
9401f35e-554b-43b0-a4ef-ba110c8b1930,1304,3eda5505-94a4-43ba-bd2e-fa4eb12ae397,2025-03-14,a51c03cc651f64da949c881cd58993be
8f60214b-f481-4456-8068-fe860291a21f,2137,b7c795e5-7bbd-4058-8c00-45315fa32f85,2025-03-22,b00d715a95d8adda345e802fc34ecc89
25823152-e44f-4b68-bc23-382ee8af2515,1961,113a5ad3-8e65-46c0-94b8-0c14f2b792ae,2025-04-09,0459c9755716b5ea1735fe58de1a0e7a
8e926f54-1daa-4a94-ab27-34eb9f613390,4569,232c1c9c-66bc-402a-b2de-94f0601d8b51,2025-03-27,dbf7c36649ece43c6cde5a6999c871d4
84829b1e-b106-443b-93b9-9c2bcb292eb5,430,4eb543b2-bc06-4d6d-9b84-f5b9be6b2353,2025-04-01,381f03c7b3785d219236ca24b55a00fa
ad6263cf-3140-4e02-9056-87e7bf86f9d5,1848,ddfd3dd5-ac0e-462e-949b-0d39b1c13f92,2025-02-15,b0412dc63301aa63dd9dca5fe921d27e
98651f72-57f7-42fc-a954-b7de989f2b36,348,c80158f8-4e15-4ce2-bb98-f03136b419a2,2025-03-27,a309cc8dd0420be3bbb598be5ac4868b
c71b3b51-cb97-48b5-ab70-e4771e4978aa,1795,20f1193a-2b03-4015-875c-e46abce9c6aa,2025-04-10,0bc684f4c28b7e7b59e218b04570683a
927c2594-71d8-4661-a8c0-4e082490158d,1906,70d70f11-5b8c-4786-82b6-25ca90a6dcef,2025-03-30,6e36b0c1e1e4545929e2185db6643f21
18d4153c-61d2-4578-ac04-0d74f11006ea,1128,1d643322-2b0b-4344-84d3-2d5e490a059a,2025-02-22,27ab67fee8fa5101f492324cf501f78d
57d150d1-99af-4923-8c6e-18560fcbe88d,2618,c82735ae-6553-4916-9be1-24ce4e80d7db,2025-03-01,44667752565f67bb687dff125e58d44b
26753a65-5ae8-4008-8c6f-eff1fb6a156d,3175,20f1193a-2b03-4015-875c-e46abce9c6aa,2025-02-14,a5e3599971352e42b452556d08fbea13
20fbef8f-a837-49fb-bf69-10009211e93a,3243,232c1c9c-66bc-402a-b2de-94f0601d8b51,2025-03-27,a2fa3b52576653dfbba74759cbcc5232
f28a47dd-c03d-4d61-81fa-cb5f75cc5ec0,4180,20f1193a-2b03-4015-875c-e46abce9c6aa,2025-04-15,e40f87fbf3be852903b56cfcbec242fc
76b9d122-6d40-4b9a-bf60-3192ab9a5914,2373,4823ac40-b4c9-42c7-89f6-dd7b6392b49d,2025-02-13,cbe1949721241f22dd77edaf910c8f18
f9213070-b8ca-4115-a53f-6a1ac9c7f22f,193,ce1e32f5-1bb7-41cf-8198-5be10270d3e9,2025-02-11,bf55a1937d89f5d7901d3e96785f8363
6b7c9988-5813-4e34-90b4-ced4d62d8e0b,3400,8d732e4c-8f59-4d08-9bb7-0a81be5731b0,2025-03-31,078aba775e88f3a07bb61145f76a7cad
c13d9e11-3416-49bf-801c-ffa50457af0f,557,c80158f8-4e15-4ce2-bb98-f03136b419a2,2025-02-15,f671b2262a91be5f9bd17466934c1d44
332f176c-0405-448f-8d68-bbebd84330ba,1640,59d113e5-835f-40bc-9c29-3a9b1d61ff5d,2025-02-28,f130dafd523b64b3c6e6b58b8664be30
732d30dc-ba5e-4f52-8c87-fef37e253405,295,ca8a3d51-1e30-488e-a655-f6a4da82d5a5,2025-03-01,df3340e8947066edac804e44b2e627ba
332acf8d-9667-436d-9c48-ad597e280d93,1881,59d113e5-835f-40bc-9c29-3a9b1d61ff5d,2025-04-23,5522f421a7ca9d97d1f1675e353f5915
bb2e6b95-2ae3-44a3-b535-cdc226ed9731,4027,b7d56d86-531f-4ba1-8159-5bff8125c859,2025-05-02,b9a28c2c4b3a184ba6a70ad592a8b7f9
1dea53ef-39b4-4c47-8888-c54f1076ccdf,2863,94d28a53-d6db-4ae8-acf5-cf259b4ec3a9,2025-04-22,781b744b4b5e9acca2e2017a3ee68915
803a3900-898e-4e6b-8998-8b906810ef7a,661,59d113e5-835f-40bc-9c29-3a9b1d61ff5d,2025-03-10,8cf51ab50f557b21928d966d4f607d03
cff5da3a-823c-4f0f-8599-7f7ff628e252,3016,1d643322-2b0b-4344-84d3-2d5e490a059a,2025-04-30,0805661e0abc61df74628a247597c34c
ee5cd416-62e3-4080-9cb6-8d2e70aebea6,1345,b90d5905-efd8-4609-9a22-779c1470315d,2025-04-21,61d67c5938b5b83b83d6abaff121652e
92ec3b9a-67b1-4e05-a862-0d057c892db1,1744,70d70f11-5b8c-4786-82b6-25ca90a6dcef,2025-04-06,d6b3bc3b8d2d83d66635f7b443861f83
412c4c20-498d-4138-b1f3-898fd15df47d,4393,b7d56d86-531f-4ba1-8159-5bff8125c859,2025-02-10,372850e5b7bdf8a1507d0d1b6c2be619
74b7ebbb-478c-43ce-8952-6278e4d8c7b9,2306,ed9635d5-22c7-430d-8892-9c649329468c,2025-02-22,311583a41c9f1781a7ecef739191c0ef
701d5575-666b-44e9-a346-f183bf88a739,4557,bdec97a0-a3bf-4afa-beaa-152f61a45a5d,2025-03-01,e80662af3645afbbd3824a520c3febef
a90694d7-9e62-4f54-b5e8-505cc9038263,4186,b6802879-a5cf-45c2-9def-063ba025a95f,2025-05-11,c7b354c5ced9c6203b4599790bc4f9ff
ffd29613-fe19-4813-a8e0-2667c53554e4,1310,db2d7d1d-f49f-4260-b246-fd342ff9f2cb,2025-04-24,4413cf54474b4cec6f6f8deeb4f6afa0
a55c6e1c-8e62-4c89-a05a-e9ae09fd86df,1652,20f1193a-2b03-4015-875c-e46abce9c6aa,2025-03-27,ebb2924c34f18826dfd428f99ac9fbe6
8568867e-ff10-4b8f-8526-49eea626ad52,4978,ffdbf57e-a052-4bca-88d9-7692c9cb4ad8,2025-03-10,33f8388dbe6517dc1c1ed9d406e6c4aa
2a68c23e-555b-4b41-afa8-60d5ab74a307,2741,159d9523-4c93-4383-85f7-497af0c3561a,2025-03-03,32b11affd5233d805e80e9c3cca81c79
a144cc26-0f64-4ebb-977d-f8cef69650d8,2680,faf2c87f-7c07-4fd8-8c41-a7deea276f3d,2025-02-26,9465e4fd7428ca451c9aa28258e29c75
1e047d4a-ce95-4f42-856c-f2ca32c16ce0,2133,b90d5905-efd8-4609-9a22-779c1470315d,2025-04-30,10a3c5d665f7400ac70870abbb4b0f58
4e54014b-7f7e-4704-b0f0-78f1a2ba4ddd,977,4eb543b2-bc06-4d6d-9b84-f5b9be6b2353,2025-03-22,dbef7be062c952acb4bd410be6b5a48e
d6bfdf44-1ddf-4cad-b28d-65ce3abe8304,2338,d8195474-d265-438d-b86d-4c546c9a38d9,2025-04-05,05c7aefa25e59e0f1f05cf7dea4c6922
0ebf1dfe-ed67-4dec-9938-adfa33c3f448,237,d8195474-d265-438d-b86d-4c546c9a38d9,2025-05-03,7418a7a808ee22065335b0de1c19c083
1bb3558c-f296-4e94-be99-c94a22d4162f,4943,4eb543b2-bc06-4d6d-9b84-f5b9be6b2353,2025-04-19,b8f3c34385eb0bc2e4d4e8f426e97643
59810a06-8950-4248-93ea-2a36ba012a07,4193,07e40bc5-13d3-4571-8cd2-a783043dcbf3,2025-02-26,7fc54ec450df314647cd72879277d6d2
a6b2a28d-00d6-4f14-8d0a-a837855f7797,3324,ca8a3d51-1e30-488e-a655-f6a4da82d5a5,2025-04-23,432a4132906be5450e80a33b8e00f50a
e5ec2013-6123-4a9b-b35f-b8d61421c863,1515,3eda5505-94a4-43ba-bd2e-fa4eb12ae397,2025-04-25,c154c3deb5908217304b2b1fa4b2093d
5b018c8d-15c8-4b2b-b6ea-425285433fed,342,b6802879-a5cf-45c2-9def-063ba025a95f,2025-03-08,5d156fa2868a93fe1a4297987a86e2d9
36d4d2b5-51f1-476b-8d37-a58899da4f22,875,397f92d4-2647-4959-9dde-ce667a016f74,2025-04-10,27bd0ea0aaf5d3dbd0c27cdd535b0e08
42d1fe3a-8f7e-4abf-abd0-072bc9d53c17,1685,159d9523-4c93-4383-85f7-497af0c3561a,2025-03-08,27433d63f7da9758d742c836fb4fd725
