RedemptionID,CouponCode,CustomerID,RedemptionDate,RowHash
RD00087,CPN3724,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2025-05-04 17:42:19,46a2285ff704bfd6c54fda9c04198ec9
RD00088,CPN1666,abc2f41e-ab8f-430c-9677-705f4343b0ec,2024-12-22 15:50:00,1e0be8169bad3e54b4f9743b78e58e59
RD00089,CPN3827,7ec92f10-c40e-4160-b34b-395017c26b71,2024-11-26 04:09:24,9964406941b357fb82f4c3df18c0beab
RD00090,CPN1791,2c063f55-8e12-40f5-82d1-e02e8211dcaf,2025-04-14 03:33:51,2686ed93011358c3632f8a2241014046
RD00091,CPN3888,c0e366b0-4820-408e-94df-b7532085e9c5,2025-04-18 02:39:05,cdfd10eada291d520bc320951a0a4371
RD00092,CPN2595,6ade7926-18a4-43be-bb13-3e4a5b1f455e,2025-03-10 00:50:49,910275dfe3bd73772825416ca6a7c99f
RD00093,CPN3214,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,2024-11-27 08:38:25,f7fa820e3fd2c1aaa000bcd1e915ef7d
RD00094,CPN3835,8070fcf1-87d8-48e5-988f-1f369c06cdc1,2025-03-24 21:06:41,9ca3efa33d59af110882e667af27b471
RD00095,CPN0841,efd12b55-23e9-4f58-a207-35e1da7e7afe,2025-01-27 10:13:59,a731282db422cae03593ccfa826c498b
RD00096,CPN0943,df600f99-242b-4e78-acfa-07fe39eabd9e,2025-05-08 07:52:33,9e9e05a2af9951012176f1002ea660bf
RD00097,CPN1707,cca906af-6247-4f65-82be-311947bfff74,2025-01-28 18:54:14,04dd38dd9bacddf35cb7b171f02dc104
RD00098,CPN0934,a9cda48f-5bc6-47eb-88d3-50606128be2d,2025-04-17 00:13:28,5e2eca1dff76478ce0e4470aad88de8f
RD00099,CPN2816,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,2025-01-20 02:12:40,2d6f16f074a40dd67f5c8b90ed1937f2
RD00100,CPN4309,66beab47-39b9-4dca-b770-73f070a08070,2025-01-05 00:45:15,285660b9dc666139816ee651d8a05a6a
RD00101,CPN0464,01d50da8-b34d-48ef-b445-cefaaa00514b,2024-12-21 00:28:21,2fb6363db8e3d5c302ff91aa35c99f36
RD00102,CPN2247,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,2025-01-14 11:22:55,c207e28687b7f4d48da4826faddf46cf
RD00103,CPN3573,270a78d4-d980-45c3-bf41-9c12bdda3546,2024-11-19 04:35:48,3096fb1197aeeea46b8939038f1ceef4
RD00104,CPN0948,ff2d9922-b0db-4e79-9e69-dde9abb78db2,2025-04-04 10:37:20,4c94414bd0a2cda15c064138c862e148
RD00105,CPN3790,1839e3f3-d986-40e7-b0da-022e91928a13,2025-01-03 03:59:09,d826ccfbbc4bc8e14960ca18481db88f
RD00106,CPN2641,19a564d4-ed76-41b2-bf45-d41d8500da78,2025-03-11 07:43:25,247a08c13ae75cbe500f0274c1e1ab47
RD00107,CPN3356,f69962ca-a6b4-4464-878e-59ae6b43b6f8,2025-02-06 00:02:47,99cc42579fe7c33bc6e6e30ac9d659f0
RD00108,CPN1311,84f6c6dd-37d3-4909-801e-b3d78f3e8099,2025-02-08 07:22:21,665fcb09bd7836310d390b3ebcc4bae8
RD00109,CPN3912,796b2e76-cb5e-45a0-bba5-55e3896f4a19,2024-12-09 19:19:30,6d1619ee0e6a135dc0fd69b4f007466b
RD00110,CPN2408,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,2025-01-18 06:04:13,b3198c5a6a9a10456436423c8d070e3d
RD00111,CPN0708,1839e3f3-d986-40e7-b0da-022e91928a13,2025-02-16 03:22:51,c9d0336b8e4aeb99e514a21b453770e5
RD00112,CPN0510,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,2024-12-21 00:38:08,342678ce74dc4878ea94de5bc57f0535
RD00113,CPN3408,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,2024-11-17 11:54:11,1b43b016af40ffa7a30b1527225f62ac
RD00114,CPN1105,5f2643f1-ca38-40c5-adaa-748da8a72c69,2025-04-11 09:21:49,f03928fb74e5f7c80576cc3d5884a4cc
RD00115,CPN4301,cc7e6efc-6c65-4b2c-9314-ee7b451acbdf,2025-01-19 01:15:53,818baba63e113049128d1d81532f54bf
RD00116,CPN0149,545d1542-4e1e-4804-851b-400d5b020f68,2025-04-17 03:23:24,7e69f75f6f492389f2a9d26fa2f22ac2
RD00117,CPN2363,bc0e387c-0b60-4a80-9ee9-45178de8cb66,2025-04-18 23:39:10,7b7bd6e8e4b955b181597aca0f81eb7f
RD00118,CPN0234,270a78d4-d980-45c3-bf41-9c12bdda3546,2025-05-06 21:32:36,7210de0a304c7fd54c5e7c98975e152e
RD00119,CPN0184,fc2265ba-8133-4e60-af32-0b135f4fc3cf,2024-12-03 11:58:31,6081ac55405af4a8641790b7cf604e1e
RD00120,CPN1454,b2e5b4e2-91a8-4068-9831-4763263ae50f,2025-03-06 15:54:51,1f99f1e78f54bb4b4affa24d19711948
RD00121,CPN2681,035765ce-dcbc-478b-b43f-f38992c442ff,2025-04-08 17:21:09,aa7fed36336a05c38117b7b5b1ed1527
RD00122,CPN3322,bc0e387c-0b60-4a80-9ee9-45178de8cb66,2025-03-29 22:57:15,a844db132362143b85ffe42f20b1d7c2
RD00123,CPN3825,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2025-03-15 12:28:45,9560487e3af72768d111b9cdb3b30c3b
RD00124,CPN2263,c8a37272-48fa-44ed-a432-b26ea868a892,2025-04-11 14:29:00,3e72cd2eb1aba18a79c2c8d9d0ac4996
RD00125,CPN1506,93a2faf7-17c8-4513-b63e-f27c8b36314e,2025-02-19 17:15:39,a362e2b7150f52cbb91658b438a7a1ad
RD00126,CPN0724,3bb1717d-21cd-470c-9e89-3c63077a1359,2025-01-29 13:19:51,d5fd6a4fb1d11aca69e4e7dc26be64f9
RD00127,CPN1302,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,2024-12-24 18:43:59,eba4864770413a33dff1b772ee3c1217
RD00128,CPN2602,f69962ca-a6b4-4464-878e-59ae6b43b6f8,2024-12-24 20:20:01,a7f91b9f226ed687d1170a75a0a7583f
RD00129,CPN0242,035765ce-dcbc-478b-b43f-f38992c442ff,2025-04-23 15:42:01,5c6a4e10d6e6ba708c41b0f24280a76c
RD00130,CPN0800,653cd13f-483a-49af-9e45-04707ae1508e,2025-01-10 09:50:54,ea6b5566d40b7283f3b824a4350718f9
RD00131,CPN0674,32c5b93f-8271-4c50-a62b-e8f545caaa6f,2025-02-06 00:40:55,d644cd2aefa73b834f8025f9c579b454
RD00132,CPN1939,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2024-12-29 12:31:54,b921d3f4579a5a8360ed1d34bb7dcaa6
RD00133,CPN4221,19a564d4-ed76-41b2-bf45-d41d8500da78,2025-01-06 04:14:05,e17ffff804fe6bc39d2856a34a181687
RD00134,CPN2689,02cb4728-42fb-4733-962c-19a1d3c00406,2025-01-06 22:42:03,f90dd4dd6bd270609cad190fdbb1c215
RD00135,CPN3956,653cd13f-483a-49af-9e45-04707ae1508e,2025-05-09 17:32:15,8d41676ed6ee9a8ca268a769d4336550
RD00136,CPN0968,7c5d467f-5fb0-4f77-905f-8acef67d84a3,2025-05-01 23:55:31,3724db415728152b9cbfafe4f7b4e766
RD00137,CPN4293,cca906af-6247-4f65-82be-311947bfff74,2025-04-09 23:40:25,27d083b8d2a834145dc56e1444b85435
RD00138,CPN4609,017092b9-a700-41e2-8365-eeeddf441c3d,2025-04-30 05:59:45,efde8def56b4563ea76f0ebc1ed35295
RD00139,CPN1674,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2025-01-27 06:09:30,6abc6647ffb22d6cf2f4a04f4300ebac
RD00140,CPN2144,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,2025-01-10 05:46:14,13638c0fd1ebfa3219730c2032cdd1f7
RD00141,CPN2989,f34607a8-f6d3-427d-acf9-3d905082506b,2025-01-25 15:33:05,5cedc9afb83410514612ec2b44a3d920
RD00142,CPN4693,7f191b14-927f-4975-84a6-4139f6dc9dae,2025-04-10 20:33:25,1b857dea6b30c836a146adf8cbd79b7c
RD00143,CPN2359,3bb1717d-21cd-470c-9e89-3c63077a1359,2025-04-25 23:05:51,a5d3a62293acade17dca3d30c329f73b
RD00144,CPN2602,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2025-03-02 21:23:57,d9e35cb918a86bd0095440c1d63d3369
RD00145,CPN2802,6b429bc0-656f-47dd-9580-28efbaf20c9b,2024-11-18 22:16:58,1476aacce7533cbdffb5ef9d086e0969
RD00146,CPN0568,796b2e76-cb5e-45a0-bba5-55e3896f4a19,2025-01-12 19:45:29,66e5f9d1b49598b03054e418f51649dc
RD00147,CPN2643,0e725382-cfa7-4eea-b824-68123317826d,2025-05-04 08:59:25,03572ee0b1363f390171c7cb63f5f2d8
RD00148,CPN1759,a5cef112-752a-40ba-b573-df00b771d56a,2024-12-20 19:35:03,d3f7a2ea2ebd6be3a39f15d8c3b0093b
RD00149,CPN3030,07a7c40b-1082-478f-be65-ed92db3c2b5b,2025-02-26 13:12:10,82e48cb311e22a89b7401e54385b4e6d
RD00150,CPN4683,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,2025-02-26 08:20:38,7854badbaf3ac4d4efda6cd63c29cfa9
RD00151,CPN1601,32c5b93f-8271-4c50-a62b-e8f545caaa6f,2025-03-15 23:10:28,f9f1121b5c8a9a4d09d48041d5d60534
RD00152,CPN2452,7ec92f10-c40e-4160-b34b-395017c26b71,2024-12-10 04:25:31,77fdcd07aab9ba55df6c1ce03604d668
RD00153,CPN1343,270a78d4-d980-45c3-bf41-9c12bdda3546,2025-02-02 06:29:12,17f84edc76e0bad590780fc6fae2fd55
RD00154,CPN1744,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2025-04-15 17:32:43,508911871d6390c18394526101a3d819
RD00155,CPN1839,545d1542-4e1e-4804-851b-400d5b020f68,2025-05-02 09:44:25,a7eced8e87ba3c29458296c8944e3b8e
RD00156,CPN3039,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2025-03-30 09:31:54,ecb2e7a4725d168ccc7ca06197871b87
RD00157,CPN3302,93a2faf7-17c8-4513-b63e-f27c8b36314e,2024-12-17 16:17:17,8d54df35dbfd558a5872ee2dd734a1f8
RD00158,CPN1606,088e7d05-b0ef-4166-acb0-16d57f776a6a,2025-04-18 14:54:20,e54726bf38d2b303c98f229e2e783c2d
RD00159,CPN3410,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,2025-04-11 08:33:37,32a4be977c3c07c54875973b89514f79
RD00160,CPN2757,2e90cc5a-37c7-450a-ae09-18d7be038c34,2025-04-17 14:24:16,1d7f1f2761917c586b1d36244d320377
RD00161,CPN0271,bc0e387c-0b60-4a80-9ee9-45178de8cb66,2025-03-18 12:47:19,7d4cdfbdb3bcb6d12eb28b6348680d04
RD00162,CPN0082,ecd4feda-08f5-4652-80fd-4406a1316c5d,2024-11-21 05:06:57,03c532009d748d14442dad0d77617f3c
RD00163,CPN2514,968a9a9b-e535-45fc-802e-9f05148e0052,2025-01-12 23:00:48,412530af8065afb9e693004018b76274
RD00164,CPN1911,02cb4728-42fb-4733-962c-19a1d3c00406,2025-01-06 18:12:21,9d06d7e0b57b572cdad4009b64f7c814
RD00165,CPN2380,d00399b5-89cb-48fa-8d60-5ea1f649b655,2025-04-30 07:34:24,99f78d0a0c6c3031e90dbf318057b009
RD00166,CPN1641,3046e874-7757-4321-a055-3edea53305ef,2025-02-10 17:06:17,6763cb18486d43f91aef6d382e5e1c82
RD00167,CPN4226,6b429bc0-656f-47dd-9580-28efbaf20c9b,2025-03-29 13:12:59,982cbaf2f40bb8cad77255eae8950c23
RD00168,CPN0401,545d1542-4e1e-4804-851b-400d5b020f68,2024-12-20 22:09:21,6de7e536e738e4144530e38e4800f1ca
RD00169,CPN1904,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,2025-01-22 21:21:41,31bf1fe9fdb018172556447e47cff6b9
RD00170,CPN2197,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,2025-04-21 03:46:22,c1725efaeb0b66974303309adb0af27f
RD00171,CPN2658,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,2025-03-03 20:00:27,4833d92795091e21bade3bc01a6e0767
RD00172,CPN1227,15da51da-ad36-4db6-958f-37f69e74b4b6,2025-02-14 05:35:34,d49efb6a3d339e7975bf73799ca87807
RD00173,CPN4639,5dcbd063-c98d-4d66-923f-e117989bd15c,2024-12-03 19:55:32,7e643130ce7df2402ddbb6682e660fd1
RD00174,CPN0706,fbd733a9-47d4-4e40-88be-709357213476,2025-02-01 04:26:58,b5d8c68ad865693e634688cc038ac97c
RD00175,CPN0342,7f191b14-927f-4975-84a6-4139f6dc9dae,2025-02-01 20:26:13,1800a9dc9625809fb77954a5c57a99f5
RD00176,CPN1863,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2024-11-24 02:05:22,bfcec2c6998d1b7396c73aaa5dc52ad9
RD00177,CPN3901,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2025-04-07 12:02:41,56a242ea348c391fa5cae148599499a3
RD00178,CPN0218,54908c4a-1561-4b07-b9d8-8cfdf77e25a7,2025-02-04 22:34:05,4a96caff1a3e3f1dbc4e1c68def3765c
RD00179,CPN0186,8070fcf1-87d8-48e5-988f-1f369c06cdc1,2025-02-20 19:14:28,53061c3b8010329e92f92d4b15373f2f
RD00180,CPN1578,98079c5e-8c4a-4564-9ca5-658f9db89953,2025-03-10 13:03:19,26eea7251a6503de7c1b3139a048a221
RD00181,CPN0528,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,2024-11-30 03:51:00,b6eb4fcec9aa35d4e05fc7b56ae6d866
RD00182,CPN4305,ee85931e-020f-4408-8af2-2b9bf4edd7b8,2025-04-23 21:29:35,79fcac4c15ebe3301d8569d89a542fb3
RD00183,CPN4308,f34607a8-f6d3-427d-acf9-3d905082506b,2024-12-08 04:06:36,3356e3534b129cfe3933109aef8dee32
RD00184,CPN3113,ee85931e-020f-4408-8af2-2b9bf4edd7b8,2025-03-06 17:28:03,e15713d8bdac0e301f6cb14b8a905cc9
RD00185,CPN1674,d86011eb-bd81-4aee-b905-18ffad895411,2025-01-24 21:57:16,c2438a9d02529af4112cb197ec972ce4
RD00186,CPN4685,5638cc23-cfdb-40de-9577-4997569c48f3,2025-01-06 11:24:35,cbe7dfd35ae849d1d3628fa0e8801ca0
RD00187,CPN1836,fbd733a9-47d4-4e40-88be-709357213476,2025-04-14 04:55:16,972ba48e584424f94177de28ceecb200
RD00188,CPN2094,84f6c6dd-37d3-4909-801e-b3d78f3e8099,2025-03-14 09:06:14,652653eff0b18ab970022addefe132e2
RD00189,CPN1806,fc2265ba-8133-4e60-af32-0b135f4fc3cf,2025-01-17 05:13:01,924907d8f069890fff53ec55cb53e2ba
