RedemptionID,CustomerID,PromotionID,RedemptionDate,StoreID,RowHash
b2a5ee41-6b47-41f0-947c-5537ec34fcce,a9cda48f-5bc6-47eb-88d3-50606128be2d,044b8500-3738-44aa-ad0a-39c633838647,2025-03-17,df99028a-fd06-4f32-a469-8dcb7c6a79c8,0d51b189d0b0c10e44197bf29cdf2d95
08d648e1-b7b8-42ca-8cb0-36d328f2b3dc,11c38e31-9cd1-4350-ac64-1e541ef9fbaa,7443e425-25ec-4d1b-9ea4-36c1c0ff1025,2025-04-01,830184b9-4010-44c6-9926-a08e9aed29b8,607b09a96093c450018a062d041cc98e
eb673afb-de74-4ff6-9325-ccdf3d3d78ca,422d5e26-8e3d-4eac-b286-f70ead07c1f4,e726b04c-044e-4b6e-a1a1-e4281d3904fa,2025-04-08,01ba8c95-22e4-4f8e-bdd7-367531b7e260,4def2528285f2569b72a7d9c0ca6f5ff
41fff7bd-4f6d-4752-907f-75dde09c8471,66beab47-39b9-4dca-b770-73f070a08070,98f93c4c-6f55-403e-b950-7f9331a07552,2025-05-01,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,3319b6128179d87776d398ecf60aded4
9ff41ad4-d302-4ba3-9af4-6b656650441c,66beab47-39b9-4dca-b770-73f070a08070,c58c24fe-43e2-4b7c-af0e-e8bb5d96c397,2025-05-05,bbf68760-7734-406b-b254-cf19c1d58175,c3b931313872732eb64ef110c5e2a5b7
8f03a968-4e12-48c8-87f8-892cf9b32d36,9d69cc1c-f492-4f69-938c-91efee85a672,7f1ca61e-b6ae-409f-8472-81effa45d57e,2025-04-29,5b53a8e5-df2e-45b5-8540-0f33354600c4,9b96ca896d50b8d147c01f651bd380b9
0ed1d1e5-441e-4133-85cb-983c56564e2c,017092b9-a700-41e2-8365-eeeddf441c3d,ddcbcf91-209e-4557-8c68-1f25dfb016b7,2025-04-13,02c1a38a-2d07-4869-a002-f0e616bdf188,d430fa9600e6dbcbed9d67875d0f136d
cb4b8e43-3df0-41a9-8f2d-e026668c9ee4,270a78d4-d980-45c3-bf41-9c12bdda3546,a3776c51-0eba-4e3a-b7e4-909c7be832db,2025-03-14,ba13b2d5-a484-47d1-a3ca-286034075be4,556a2dba051a4eae8ef7387896b4c192
e1912334-0a82-4799-b4f9-9fdfde49c144,5e419f86-6e6b-4b45-a140-d03228124ecb,3fdcfca0-8c2c-4a6a-826c-7fe544bfcbd1,2025-04-10,3f860e78-0d6e-452a-b7b2-ed200b054978,fb887ec1f0b7d66aa89c6d80306c4cb2
efdb9b58-abf3-4f22-8c26-706ea255446f,0475a1c4-c35b-4ecb-be0a-6103af0e3d5d,0aa4e4aa-7a2a-4153-b9bc-3639674a7c94,2025-05-05,35136aa1-c8a8-4039-870f-c761e80fe8cf,ece8fbbaa17be5a11d03dbfa40255b12
71bd207b-7c28-46e0-91b4-4e56a5134de1,8070fcf1-87d8-48e5-988f-1f369c06cdc1,33d4f52f-c9fb-4c2d-931a-232a394f5404,2025-04-26,8940ea8f-f6be-4505-b6e9-895ec65a2da9,70cd569462ad1bd1de433a85f278ed3c
8d345dd9-ecf7-4b33-8e84-970285501825,c0e366b0-4820-408e-94df-b7532085e9c5,83540960-e869-497e-a790-d6a86ecbf749,2025-03-14,458ac4b9-4fca-4259-8012-13972a2623aa,79e04fd6e0fe5c3e6de4cd221fdbc5f9
c1cb4884-7f87-432d-afde-bf38b0cc819f,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,88178bf6-cc18-4a7b-b1ec-55a4272644ce,2025-03-24,01ba8c95-22e4-4f8e-bdd7-367531b7e260,676e8dbbf2eeefa622dbb464c345811b
c0cc8ff6-d79a-4b8d-a9e9-d7f0419a16d9,90448626-31aa-4d65-a854-dab84c21bac0,abaadd35-8cbe-4794-bbd0-c65979354878,2025-04-19,06164421-d941-41b9-b04c-ae749af454eb,d4bffbc1d0902751879b31ba2ad37330
6d951230-e12d-4a08-9f31-25710f98449b,33a546d5-7808-4799-bc38-8b809d0c5ed7,b1a61fbc-70e4-4668-b9a4-bde2f6325eb7,2025-05-03,5da11b57-c618-419f-be8e-0fa9ae30450b,86c2ad54f4dd8cbb1804c87dfe708f50
04c3a357-b55d-4cc8-8942-b6df4e227551,01d50da8-b34d-48ef-b445-cefaaa00514b,f5e004e6-4a57-4a57-89d3-09a830e72f5d,2025-04-07,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,9a8c0bbb390516adaa923301ad3e0581
55d911cd-b896-4457-837d-5cb08f2b8408,e52160b8-9208-4ee8-b49e-702370bb38e0,16931440-06f5-4782-8610-f81fec6ecea7,2025-03-15,02ebd4fe-8110-47e3-b59e-f71c08a5144a,a8dd690e84ed07ea3285fa994933ed7e
77a2c8e3-d837-4c96-adc9-269bea6c5590,bed734db-9554-4ebe-b415-628b657962d6,3353d915-5a2f-49ed-ab94-443411afb7a0,2025-04-30,3f4bbda4-0741-412e-b5d5-28977dc47e62,af606805f98d6aeef304889bf26e80a1
3859b8c2-250c-4b37-a0a5-7fd0fa70f3b3,fc6dcd99-4fd3-49f2-aac7-18023820fe39,325644b5-cdcf-4873-9145-70cebcdbc5c9,2025-04-23,3f4bbda4-0741-412e-b5d5-28977dc47e62,38e4dc5d15cdb4a38da60b1a73470a25
bc0a54a5-e202-46eb-b482-98ac7adb47cf,a5cef112-752a-40ba-b573-df00b771d56a,77641aa3-4b10-4427-81e0-18aaf82eb32d,2025-03-24,f7707042-df3b-4a83-9d03-d82bac2e3f79,f6dbc477777e689c34b5e2d2fa7410c1
78b5da27-3ee2-4c8f-b03e-f5feebcaf844,f326cd1e-3549-45d6-9382-4ce1eebadcf0,66f850de-b875-4598-9d57-9015fb34ad1c,2025-04-08,830184b9-4010-44c6-9926-a08e9aed29b8,0d6f71097726a221712e20dae0246da4
c44b19b6-2629-4244-a7cc-07ad65da651b,5638cc23-cfdb-40de-9577-4997569c48f3,100f3bbc-d9de-4f91-a81a-22fc1a506779,2025-03-31,953fbd98-d927-4711-ada7-e78c7da3428f,089ec18669cceb0d9db7ba5eaa884aa5
dec8cff9-cc5f-4877-b1df-28ef18b9d8e6,f794693d-2fce-4b93-9462-2e86678f3a10,00a170dd-096b-4c5b-b4df-6d4a800eb365,2025-04-12,2739fcc9-7336-4444-a786-dd80db33d2c4,1a917bb6abcabfd22b2175f84fa26f0c
c53faa1a-c089-45d0-9b7c-5b619613282b,2421a4de-b9b6-4373-992d-f10380e8449e,715321e8-cd3c-4efa-b319-3fdc9f2c815c,2025-03-19,149569d3-15a3-47a5-82cf-6209374d0993,b70ef48abdb67cae1833085d24ef2208
09d947a0-fd66-4785-8153-cfac6d98bf6e,66beab47-39b9-4dca-b770-73f070a08070,0feb07e2-cb53-4f56-8e05-9d388fef9a50,2025-04-27,82f970cd-6a18-4d47-8f81-163e2998abd1,c66f7b5e43245a79eda995f0f3918241
ea93f2f8-a3bd-4782-9476-f46a5ca92f25,d86011eb-bd81-4aee-b905-18ffad895411,cbf2af16-6aff-4422-823d-a3273bb13d55,2025-04-26,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,a90f60ca73c7fdeec3f206e17ac45227
0970fcf7-eec5-4523-9ad0-94f391970ed6,7c5d467f-5fb0-4f77-905f-8acef67d84a3,b90ed0c7-369a-48fa-90b5-cd5cc386700d,2025-05-05,0bc96bf8-c15b-421c-baca-1e839080a232,11d460399c9f42f75c4aa6603660ac01
abe939d8-f309-4b14-a0ad-4925532f545e,f34607a8-f6d3-427d-acf9-3d905082506b,dbb5aa17-4843-40f9-ac26-bd911e065aa1,2025-03-22,08468168-f14f-4e24-a000-22dc8424a0e8,a13e76d8663e560138cbb0aec5e98dfa
2091bdcb-e761-4175-8f46-3602f680ffee,2c063f55-8e12-40f5-82d1-e02e8211dcaf,d3c9f4f3-e0a7-4550-991d-8c2791b48b6d,2025-03-14,921cb450-415d-4451-a34c-149527faa2d2,0bf03000736eccf4fba68e7b8ac374cb
377749fb-fe3b-47e9-ae40-6dbbf8699a60,9de85a38-608f-45f2-b25f-78aab3924fa9,86427087-2fc4-4d99-8ac6-4b96cad6b93c,2025-03-26,02c1a38a-2d07-4869-a002-f0e616bdf188,0f1adcc6dc919b6fe57f3aa060359939
b13962b9-e78d-4483-bc40-6660ed8a6290,bc0e387c-0b60-4a80-9ee9-45178de8cb66,37d89e91-0ac3-4d75-8304-007fe6fcc8db,2025-04-05,c497212b-f140-4798-8a4a-fff690590af5,44c9afd3fd84487ef43a21bd128f67d4
adcfa30a-8a13-49e1-935b-3526ceb036b3,9e99f1a9-2f4f-4656-b1f9-52feeb5fe236,86622722-5490-44c5-9da5-a5e2872ab6c4,2025-04-10,8f8cd3cf-ebcd-4060-9274-bc2327f781b7,bbed450c2a68219f1acb7f8865a9d638
84e0a622-c158-4d0d-9944-14c151222ab2,df600f99-242b-4e78-acfa-07fe39eabd9e,21b2aea2-f3a8-4e52-87dd-4de45c586b89,2025-04-27,874e3482-e0bb-4936-9f1c-41bda29cbd80,4e28df6afd2645fd24e8759f8cfa0fa2
52c76280-5a99-4698-b23c-c0011628c0bd,2eb88cd9-93aa-4403-b930-4d0d8ababa21,29569f6a-9420-4a1e-920a-a26216260517,2025-05-07,874e3482-e0bb-4936-9f1c-41bda29cbd80,dda699d3d14d1d552f08a1f1d1014e07
c0856647-518f-4774-a9b4-4a71681c24b4,035765ce-dcbc-478b-b43f-f38992c442ff,5396af6f-1f1d-4bb4-8656-759d1a580939,2025-04-02,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,87bb1c892c98af541b2eec2a53931eea
76563afd-216b-4a1a-aa99-b1af14f6ee90,3046e874-7757-4321-a055-3edea53305ef,70c945b6-11d3-43f4-8b94-08786ef9feb9,2025-04-22,a29e1064-53d0-44a2-bc61-c789e296ddae,4e6d028e64f184e1be7416f83e9817cc
57c04e93-3d9b-4383-8e5e-d2e78c28abc3,ecd4feda-08f5-4652-80fd-4406a1316c5d,94fc5de3-2955-4fb9-9468-7f66f8612c12,2025-04-28,af8f8a04-b980-4a2a-9c5c-37970e8dc361,426a16e98772e77305c96a86516b28f8
d75bfd67-658b-4201-9581-07569e93eb9a,788d99f0-9972-408f-858c-28268e4d1d93,60851410-0391-4758-9510-e37cb60f9d0d,2025-05-05,d6412e7e-f588-4f47-bcaf-c4127c83541b,034077b060ca8368934014cba6ae2edb
d0ce891e-70a2-41f6-9d48-cbe694525a98,19a564d4-ed76-41b2-bf45-d41d8500da78,dbb5aa17-4843-40f9-ac26-bd911e065aa1,2025-05-05,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,0809b811f8d2263e8ee2c3cc81796879
eadf4f8a-1a18-4899-84e2-eda320edfb59,f794693d-2fce-4b93-9462-2e86678f3a10,25b4d11f-aab8-445a-8b5c-5e7c4eb2d396,2025-04-18,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,999566aabda6059126b7c9023a6c0249
7d5c77c3-e281-4af0-8116-052acfc52c06,cca906af-6247-4f65-82be-311947bfff74,22996ebf-9bd5-4f51-9e4a-4bad6187b84b,2025-04-05,af8f8a04-b980-4a2a-9c5c-37970e8dc361,ae34e36b2537b351c69b35f276b6bd2b
3bb3e7b9-823d-42fb-a2d0-5975a88f4cb8,f69962ca-a6b4-4464-878e-59ae6b43b6f8,1b7bda3b-fb5f-4097-87e1-f6a2160567bd,2025-03-19,0a2fb1e7-6136-4713-a3ab-d0845186dea8,edbbcd32d0661a3d298383b03fe73728
bfccea64-93fc-49fe-8e45-d6a5b03581fe,cca906af-6247-4f65-82be-311947bfff74,3adda2e8-6183-48b4-98e3-d6b27759f07b,2025-04-14,42ebbb25-07d2-4827-abf2-35b3c9daa300,fc28f7f3053176381030944481b8755f
d951cd6b-dec4-4bb6-b885-5afc6382e373,93a2faf7-17c8-4513-b63e-f27c8b36314e,ad8e76b8-c8d1-4bed-9d71-c75475b95c80,2025-05-11,49b14348-e197-4620-b56a-1d0c5ba462eb,4662fb517317407ca9176e9d6991db8f
666f264d-bef6-443c-8ccc-2a7713ced790,968a9a9b-e535-45fc-802e-9f05148e0052,08c81a8b-55ee-4c29-a3ea-b2381dc7fd69,2025-03-21,f7072436-bacf-44d5-86d7-62843ac7e9a9,78d46dcfa76243970ef3db9d30bbff5d
addd66f7-e949-4fa6-bd1a-e4abd36c1d1e,d86011eb-bd81-4aee-b905-18ffad895411,cfbd13c3-ce2c-4da3-9164-82af51cefc7d,2025-05-08,3f860e78-0d6e-452a-b7b2-ed200b054978,c37c884e9436a7be730c4b3c31eefe9e
5cb9c5c2-deb5-46b3-8a84-e052c094e6b7,6b429bc0-656f-47dd-9580-28efbaf20c9b,6b40d986-7891-4e9e-969c-3c08ae42b84b,2025-04-23,d6412e7e-f588-4f47-bcaf-c4127c83541b,6c804a836a3180603df41b91dc88dd2e
a9791f98-7706-4d16-ba07-e7012350a9e5,01d50da8-b34d-48ef-b445-cefaaa00514b,16931440-06f5-4782-8610-f81fec6ecea7,2025-05-09,921cb450-415d-4451-a34c-149527faa2d2,61526d94d8645f2a27487e14da97e6fd
76f1baa0-1ab7-4109-9b05-2f62170f87a5,19a564d4-ed76-41b2-bf45-d41d8500da78,ccbee5a7-6656-40fe-adab-d1d6858d8471,2025-04-18,333b2789-e4a7-48c8-a757-1f8cc41273a5,20dfd45da945b546b801b774e948ad86
f788b4ec-e1d2-404c-99fa-78a4ea73d064,2c063f55-8e12-40f5-82d1-e02e8211dcaf,b8915fe2-d415-4842-94b5-7f3a34f90308,2025-04-17,20d89646-1959-4624-8d20-117e253bb496,0151115a99c5a98fd8e98d7c2d0323df
2357ffda-1bb7-4fae-92ea-e9ddff34ec1b,2cc9a5a2-91d7-492b-8d35-7118e35f4dde,3849fb17-4e71-4b41-807f-ceb49407d8c1,2025-04-24,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,52b82752d1a8723420d5bfebeb6d1b81
d5cef7ea-f237-4103-9cf9-ee6a2a8c7d28,0cae327d-3c1c-4b9b-b1e0-103207463ade,5eaf4550-6679-471f-8ce3-cac49b4f4e74,2025-04-15,7ba3c5d7-1961-4ebf-b146-9fdb307a7efc,6238febdb57dc3dd8316b15183b55a16
dda0a4b1-8502-4dc9-9743-1294f401189b,67403e9f-0231-4a15-848a-d9cea4795a2a,0feb07e2-cb53-4f56-8e05-9d388fef9a50,2025-03-31,7f572379-db22-4ff9-aa01-f5a2e08e2b7e,cd63d062f5135d675689e2992a615d33
d0a788f4-461f-4f69-859e-47ddd8aa84ca,f69962ca-a6b4-4464-878e-59ae6b43b6f8,9f4195ee-70ee-4212-aad1-db2557e21f99,2025-04-26,bbf68760-7734-406b-b254-cf19c1d58175,79d8c79072552d92cc09131a3be52021
1232da8b-6518-4645-84cb-cd4954244ba8,2e90cc5a-37c7-450a-ae09-18d7be038c34,fd49a0bd-0a02-45d0-8b68-21fc67609055,2025-03-26,1bdc26e4-190b-44e5-8035-b554eee7dbd1,702bdf0c14df440c3890c3bbc1574ec5
1de7f7cb-775e-4959-8743-b81cacea15ea,e27170d8-ce33-4bf7-8f25-44b9c31f435b,07a18b27-934c-4fcc-bf8c-deadd4385b4d,2025-04-19,5b53a8e5-df2e-45b5-8540-0f33354600c4,905ee7d60b84c583a5c202ca588d932a
5ded63ec-b8e7-4366-b531-5ef123485282,fbd733a9-47d4-4e40-88be-709357213476,5f1fc2b8-f2e3-4e06-96d9-f1398dbca978,2025-03-15,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,3af360400694f745229122e217c839c0
1c0d22ea-19a0-450a-95be-c72541a281f3,a5cef112-752a-40ba-b573-df00b771d56a,776a6dcc-772e-4799-898d-a4ac8c241af7,2025-04-24,53a7cd91-a001-4320-ae57-b6b9f276f171,4c2cbd8747513435a80060be10d0ea4a
d0fcdc91-494d-43a3-b6d9-1c6949cf607b,a5cef112-752a-40ba-b573-df00b771d56a,b17aac0d-ee15-491e-9417-dc7e76c2b3ed,2025-03-16,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,d664f4f86151072a318588d1acb35eaf
88030a89-9918-4480-b745-3774bf41cb78,3bb1717d-21cd-470c-9e89-3c63077a1359,ecec3c72-5142-4e8e-9ad1-8a734fd03451,2025-05-01,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,8a69db8f7e8259c198f2f4a49b9de942
acdfe50b-62f7-4c1d-905e-27224d8656d9,0e725382-cfa7-4eea-b824-68123317826d,7dae921c-e317-4f78-8a40-093058752322,2025-03-30,ad0144f8-d0e7-451e-8ead-b5ce4aa47b6d,845c187ccecbc630f8c5368ce8e56a29
22af85cf-4af8-481e-8c29-80b1611d6ad2,653cd13f-483a-49af-9e45-04707ae1508e,22b0ecd1-7413-40f9-82a4-d92155109021,2025-03-14,df99028a-fd06-4f32-a469-8dcb7c6a79c8,38bd1203eaa3ae2cfa7d906b8e51c752
27b966ed-48cc-463f-906a-72b468128442,6ade7926-18a4-43be-bb13-3e4a5b1f455e,02dd0ac4-c35f-4c28-88f6-95acdb8fefbc,2025-03-31,8940ea8f-f6be-4505-b6e9-895ec65a2da9,900b0ee01019c17a78150ac1ba84cbbd
5bb2de3b-9c4b-474c-b7f0-fae9e29ca508,ee85931e-020f-4408-8af2-2b9bf4edd7b8,d4abe13d-7e38-495e-8528-79396f7c0aa0,2025-04-20,df99028a-fd06-4f32-a469-8dcb7c6a79c8,e2405a9a454e0f2566a00d6df526efa2
111bff54-a41a-4245-95e3-5ecd9e552ad1,2c063f55-8e12-40f5-82d1-e02e8211dcaf,361e15a0-28f1-4ad1-b6cf-8089efe3af48,2025-05-04,01ba8c95-22e4-4f8e-bdd7-367531b7e260,c682b6464d579c96cc2677f217f2765c
1fb5f388-7d33-4a6d-a00d-678ec3eb448e,e52160b8-9208-4ee8-b49e-702370bb38e0,2c41abf7-ba41-473f-a50c-8fe707f5aacf,2025-03-20,863d9f7a-2297-4579-b666-b563a1ea1235,5d520183a4f5da2dda981b4a722dbfd9
a571b5ad-872a-44d5-bf5f-4e2eff3d6971,2998fa4a-22d8-4603-a0fe-09f27c36a0db,98ea53bf-8420-4a44-86a1-f64fc9cddff1,2025-05-10,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,50e1d0bf7606e61319bdeaa0eaddb258
9dd53976-ebe7-4a2e-8058-c901db985520,a9cda48f-5bc6-47eb-88d3-50606128be2d,630d10cd-273b-4ab4-9b4e-c464ce22e8bf,2025-03-15,d6412e7e-f588-4f47-bcaf-c4127c83541b,d04fc88affc76afd8a62f9a6beba49cc
4e4e06da-74ef-46f2-9287-03bd1f425e4a,32c5b93f-8271-4c50-a62b-e8f545caaa6f,9a4f0268-e986-40c3-872b-d9ec16146b37,2025-05-03,333b2789-e4a7-48c8-a757-1f8cc41273a5,9786f6db720a5493704dd1a2b2084e7e
67314e47-f3ab-4933-bd06-3a53a9e90785,b2e5b4e2-91a8-4068-9831-4763263ae50f,af807ea6-bad5-4bed-8e05-470cb6f7381c,2025-03-19,73a07333-85db-4fc2-9e1d-125e5557802d,c42b6b8763d2f78d00597352f74283f0
4166ef01-d5e2-4199-a73d-31fa5f8547e3,ee85931e-020f-4408-8af2-2b9bf4edd7b8,d3f7c5ad-5ee2-41ca-bc69-2fd14a476be5,2025-05-05,7eb89a43-477e-4ffa-8524-0df4db71df05,2a5f8c1cc8168839a14d5904720fdac8
c478c363-9fdf-4108-909c-73c6f061e9cb,bb8f9480-8fc2-46ac-8f93-942acc115626,685a9ccd-7c8e-47bf-bf9a-ebd8610cc1b1,2025-04-04,bdb9d14d-c449-4eb6-a2dd-72c0c2a444f4,72bd01615ea32941843c8fbc979ec266
de541d56-ffbb-438d-bb69-51909d874728,796b2e76-cb5e-45a0-bba5-55e3896f4a19,b5e3f93e-54a0-4f91-b510-4ee50ac10125,2025-03-14,a1057858-62ec-4839-9b07-13ca5e02a426,fa2b19af2bc5dda80ad935ffb4679af3
b91841d1-4383-4b0d-a1b6-71d4b25339a9,85c32511-7f37-4de1-882f-2efa8040dea4,e290f363-a643-4139-88eb-0aac08e584ca,2025-04-17,d6412e7e-f588-4f47-bcaf-c4127c83541b,3cd2bb83a11ec85203c74ba17aa5f390
bbaee0f3-635a-4fec-be78-ff2013dfb65f,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,d7c4b8e7-ef96-4e80-aa3f-47b3208cccb2,2025-04-02,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,8b8abacf389fd3a0e225de9d33f0730d
9150b111-c8a5-4303-aada-73156370b98a,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,3d8dd583-d853-4a7f-a076-69cfaf8e9167,2025-05-06,02c1a38a-2d07-4869-a002-f0e616bdf188,2b66034607f43abc492cc59a96d3cf85
9163d726-2888-4174-bd67-230f770464f0,d86011eb-bd81-4aee-b905-18ffad895411,cc0850a7-a2d4-4800-840f-081e66786c98,2025-04-17,a1057858-62ec-4839-9b07-13ca5e02a426,0f0f10c4343618f9b86143883f3f78f2
