ThresholdID,ProductID,StoreID,MinThreshold,MaxThreshold,RowHash
565adf0e-55da-4c76-82b2-36b1d5be404a,17,8b31192f-b40f-4af5-9186-67a1c00ccbee,19,88,aaaad3596702355cc68c8de677a9bafe
d2e7294a-2fb7-4734-9072-38906feb6ef4,18,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,24,119,fc7fd7cbf64f8fcf4c04495afd0b531a
adf4c05e-4a75-4e13-9746-00d9ddbd82bb,19,921cb450-415d-4451-a34c-149527faa2d2,20,72,2cf199acccdff1f8da7f6c0ff0fe1628
0b344afd-932a-4165-b9d2-f341d5830f81,20,e6903e1d-1e5f-49a2-a227-741db594d62f,27,80,3ffbdc8c3fd2426915af10bf1edde765
11fc1cb6-bb0d-4afa-a2d0-b8e96a766da6,21,01ba8c95-22e4-4f8e-bdd7-367531b7e260,14,86,2b0c2b32a072aa2c481cfb9bc12ae5e4
f8727b21-b467-43f8-9464-0a11255fed8a,22,398ced3e-37c7-443d-bfba-f033b06b1d4f,23,66,5c55fbb2efa655b7845826858326abf2
5ed9c9bb-12ba-4fd3-95b7-e6e79b321346,23,82f970cd-6a18-4d47-8f81-163e2998abd1,38,70,23fcfbd1c6008c605b598dc5e854a6d2
3c78bc3e-0aed-499a-83de-b95a18839ec2,24,53a06850-070b-4542-87ee-ba6a1fea44ab,29,76,4d11b76fba1fe997a7f4e5570acb48bd
fa89c936-b8d0-4ca9-8a5f-780b010807da,25,c49e299b-895b-4fad-b361-879cec70a5dd,32,84,5d093c595e208cff1c5a14f6eed7c563
815e4a4b-622c-4a57-95f1-f96995267f5f,26,398ced3e-37c7-443d-bfba-f033b06b1d4f,24,74,47c3328e4b6546ad946018917cc365cd
a572a43e-5ee7-4bda-9d42-a9b960451b4e,27,c9749b26-5c7e-4918-8086-07f1ad862e2d,35,70,778fb829bec8f68c009df7d07281d400
e8b3a96f-696d-4e38-96f6-a784b1cc6475,28,333b2789-e4a7-48c8-a757-1f8cc41273a5,23,94,17ec1f5df8cc9c0cf8265fc60ae6ef4c
1b29a8ab-6f56-450f-be7c-655a33f5fe10,29,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,30,86,5c3d7782646970bcacef97d28c5c3dd9
0108eac4-b9f5-4c01-a9a6-c17b11be820b,30,b0884827-649f-4826-99d5-092fc008b264,38,110,4b712c6520c3ad10f24d225d9d252da2
b503795f-1f2c-4e18-aa2c-528328b9d392,31,20d89646-1959-4624-8d20-117e253bb496,11,104,eebdb2efeed52794ee548d9793d45eb9
6bb5f167-03ac-4633-8b66-c1edd794a90c,32,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,17,118,1dce7376da9fe03d3d3758c57e14e704
a99abeeb-19d9-4c36-84c5-f12421705173,33,458ac4b9-4fca-4259-8012-13972a2623aa,26,96,d36e2bd71c18bdbd75bfd6ba6dc132c8
7606c067-b1bd-439b-ac4c-b932a2144475,34,42ebbb25-07d2-4827-abf2-35b3c9daa300,16,94,cf09fc1e0112fedc6ec134a2cc45a83f
25538a1f-514e-4ab7-8251-08427f1c1104,35,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,33,113,bb236d5eb68c3dd36ecbf5c84d4122e8
8158b033-ec83-478f-9095-686aed87127c,36,02c1a38a-2d07-4869-a002-f0e616bdf188,16,92,bc6b9c3ce9b933b0b9862e555cab5e31
b9718e57-5b7e-48b6-be0b-9b67c025ca17,37,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,37,75,aa04db6607b21509d55476b92aad305e
84047217-071f-4521-beda-80b2c787798b,38,581f6795-d78d-48bb-906a-803db42b5308,31,71,119d858aedb07c6968220c1e94571ee4
3f39f168-da31-4b8f-925e-524c8ae2e367,39,874e3482-e0bb-4936-9f1c-41bda29cbd80,23,104,a7158f4fd928911a2e348b530ca3cd39
2c294722-a8ac-4fb8-8bc1-5b3193a1c805,40,2f8ebb4f-9719-49e9-abf8-2bd3f41c7066,35,64,3ed1b42002cb421b378491f4c2d50f77
53c71684-58cb-4d69-a7dc-664563bdc5dc,41,3f4bbda4-0741-412e-b5d5-28977dc47e62,11,88,b845f2bebe9884423e534300b66b4bb3
58e88ada-d077-4997-b794-a61678eccc8e,42,d6412e7e-f588-4f47-bcaf-c4127c83541b,20,97,49822f64620ce24957a954facd330934
a0d45e40-fb12-409b-9d32-fd03a5a7292b,43,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,13,102,81b29425b634747cb9aad65ba166942c
8cd6e3e3-9101-42ed-92b4-6e7b8c86a8a8,44,2739fcc9-7336-4444-a786-dd80db33d2c4,14,63,be2acde6a99abffeb2ccd8f2964a6d97
25adf23c-4b28-43ce-8ee2-4d2694982a06,45,4c52532d-b5c5-4845-8420-6218f0b41d98,10,80,5315dee80e03fedd2209ccaa42637021
323d7c0a-4407-4659-bba7-8d5a6fc9bfa7,46,dfa80e9f-194e-45b7-a356-5e25c05d1920,33,65,bc436254b45c7c4fabc708b0d4325535
7031bdc3-7380-4307-b24b-8437fdd1067f,47,d6412e7e-f588-4f47-bcaf-c4127c83541b,13,92,caf0325ae781adf69a2e6e6369609661
39803e86-34ee-4e2f-95ce-993f0c7fc946,48,874e3482-e0bb-4936-9f1c-41bda29cbd80,20,104,9503d66eb92f611b50770f7f466bf8ad
c63ae858-422c-4311-9fa1-e27ab2dfd3cb,49,8b31192f-b40f-4af5-9186-67a1c00ccbee,18,101,a67bba826ff817d0f3fde5577cb56d9a
d1374e8c-0d71-407c-8f40-aeae8238ffe5,50,0a2fb1e7-6136-4713-a3ab-d0845186dea8,23,60,6fef5d554d164171c3f6ded2ad87017c
f7c09f41-738f-4763-a7d3-af117e93b97e,51,f7072436-bacf-44d5-86d7-62843ac7e9a9,28,81,69e9d9080685e88c93c408ac809240a4
fd2f8122-7625-4c01-9e5e-bf5c5dc811f6,52,863d9f7a-2297-4579-b666-b563a1ea1235,29,82,5692dc65cc37e960c7a1d0b82ad3925f
e55830e7-54cb-4076-8a7b-64855fe30353,53,f7707042-df3b-4a83-9d03-d82bac2e3f79,25,73,cce9726031687371dbe8bdd000d401fc
a2c0ceb4-c7b0-4892-91d9-e99cb43ea4fe,54,398ced3e-37c7-443d-bfba-f033b06b1d4f,32,106,ed1730f07ed0367be3200de25226bb62
53506f96-5ecf-427f-aa6f-9dfc7a798d11,55,830184b9-4010-44c6-9926-a08e9aed29b8,38,64,d5cd2099e1e8e1817da9c3b03a9d02e8
5c704381-2603-454e-bfbb-a686056719ad,56,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,10,90,c200524a1b774e039692bb28922af7bc
d9e01254-2d33-4f85-ba7f-b985e1346940,57,e6fe1886-285b-4cfa-a421-f7978f96b3e7,28,64,edfcdd9cc71d1c398bf06d1e824a8c68
436ed810-348a-4c85-88d5-0c0153b8990b,58,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,37,92,487c24cdbd52a9769bdf499ce90ab6c0
d0d67886-072d-4fe7-b1c2-7162249e79ed,59,49b14348-e197-4620-b56a-1d0c5ba462eb,24,108,607f536dab4c782c1c82c3f639fd5044
fc8a4ab4-7966-461e-850a-9fff0df8b180,60,5b53a8e5-df2e-45b5-8540-0f33354600c4,11,69,4d02bda224bc8a9cc5b96f0f52bec026
f84ccd41-d81a-486c-960a-262d5e5de0af,61,387c129b-f872-450b-b073-7d63cbcc2e5b,12,87,e89537e154e34f2ca527a3f76ce2022e
3c399d18-2e0c-4a48-8e5b-1675698650af,62,f7072436-bacf-44d5-86d7-62843ac7e9a9,22,86,5c0805c31603c9d138876fa9406127c9
cf2c42b7-6470-4413-9c7e-55946ad070c2,63,e032ddb6-04f6-47a5-90e5-f68140962d4e,38,73,7b65a074687205c3ada5368c4457d7de
0f228953-8875-4dd6-8c2c-e94ee8e44456,64,f7707042-df3b-4a83-9d03-d82bac2e3f79,37,115,5c88ee667e58058367e7cc6c57717e5f
3b2872f4-0110-4a03-9232-b16fe66da026,65,f7707042-df3b-4a83-9d03-d82bac2e3f79,21,70,52d032f7d41977780f0f7bf8982ea666
1a70ba56-f07f-41fb-8faf-1c095a7354f3,66,a29e1064-53d0-44a2-bc61-c789e296ddae,17,94,75ec3dd68584429e2eb21bc3b947dda7
0865ad46-b887-48d7-a218-a100c257a20b,67,093eb1fa-4fe5-41c3-89d4-8b5f2a340377,20,63,e9ce0fa6756c32da7fd294e66a467827
d185d0f9-c3df-4ba2-b034-c3d8f7c3c013,68,d6412e7e-f588-4f47-bcaf-c4127c83541b,29,110,6a183a1f59d7ae8dc7bcbbfe93134332
f20ac838-35db-4c92-b2aa-ce89679b8f8d,69,31568063-1420-49c6-ab2f-219cf6c84088,20,72,62b33da53756b2002ca38c24c5b7ba58
f0a80bb7-ba63-470f-ae99-fbd1f7e6daa0,70,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,13,114,26889802013fa68526ba0ff2ce09196c
c38c7811-478d-4d5a-abcf-b595be6c9838,71,5da11b57-c618-419f-be8e-0fa9ae30450b,34,62,727b4eb7b077d82ce67354ff8b19d37d
0714be9b-927e-4152-8598-3fc445be6d45,72,42ebbb25-07d2-4827-abf2-35b3c9daa300,39,115,8ab95a63045c8b7fbbde64b7395a9ffd
a4d8083c-576a-406a-a84b-e6caf5667a3c,73,19c5874f-165a-4baf-b00b-db1e8e4a8ff2,23,107,6765883d78011e7faf316d224175f9f2
764e2558-f473-49f9-9fa9-e7114bafc9f8,74,953fbd98-d927-4711-ada7-e78c7da3428f,35,62,54dd421990fabf5362d1b3f2e395bb1c
811d5829-77b9-4fd8-a0dc-927767412c3f,75,7eb89a43-477e-4ffa-8524-0df4db71df05,19,69,331081f332fbcf9ed1a7b284efb74ae3
c095f9e8-cfee-4138-a82f-140c36131450,76,02ebd4fe-8110-47e3-b59e-f71c08a5144a,19,74,e9b12e7c731be02904ccf9aab0587698
0f2dd903-a65e-4389-8691-906c15fdf835,77,7d394859-6901-494b-975d-d0307729e8ce,17,78,576f2608671fd5792a090ab3fc9c1b95
489c94d1-1abc-4891-ab12-084f4da41fe8,78,1bdc26e4-190b-44e5-8035-b554eee7dbd1,39,115,6b994eae3eff38448be9e10a24ac6df3
d0734caa-6769-4501-b054-d8c2995b68cf,79,47c0d2d6-1812-49b2-a482-bc0bd6f2a9e6,32,60,ac313ca78aa8aab8bdb81c4ca10f03e3
a2a611d0-f0ce-427c-aa88-fe83116e740f,80,aa99fef2-f9cd-4a0d-84dd-f2981ac7febe,27,101,3c7efff6e5a3c0d1366193c24c6426b8
a0273e03-0ef2-42ab-9f96-bae72323a06f,81,ba82a1a7-81e2-411e-bc68-6dde763ff558,39,79,5a8df766d6238dc5cb80690f4dca4eec
25353893-846d-406f-a08a-6180a1c595fe,82,387c129b-f872-450b-b073-7d63cbcc2e5b,25,97,080069e94a5f6eda0ba81dba3e209515
bdab86e8-9b1b-4dcf-9490-023c4db070e8,83,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,38,87,1becee648f1db1dbd1a6345fe0342762
0ab6c1ef-5733-48d1-afae-84277f1a97b0,84,a29e1064-53d0-44a2-bc61-c789e296ddae,30,65,180d5b5549d55ea8967a0addd7180d83
149e2d38-d39f-49e6-914d-be45cf982e65,85,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,30,66,dac0cbcd0f5149657f0bb1bb44b9411a
6454b0a8-47dd-4bea-810c-b3573060f215,86,fc971a8d-bf12-451c-b975-f2901b591fe5,32,92,91c51e90ce7ae64a887cf1aa19320e2a
6e30c7b0-56b2-48cf-aa94-d8138b45045f,87,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,27,109,9d6d456ec5b5f6334de9a91d2cd13ed2
0b51a1fb-a271-45d9-b207-7e18b9904237,88,333b2789-e4a7-48c8-a757-1f8cc41273a5,16,87,11db59c719d2f1479e72dce2ae0298d4
711a7f7c-78b1-4f45-bf72-4fbc07575e47,89,7d394859-6901-494b-975d-d0307729e8ce,29,111,549845f724dd4c10d2abe5675a60b774
6301c1a1-c403-4089-914e-5b1234a129e3,90,2739fcc9-7336-4444-a786-dd80db33d2c4,35,94,5e2d61a7f3e0648f8725ded462686db2
21d5109a-9f48-40fa-a71f-edf42f114dee,91,82f970cd-6a18-4d47-8f81-163e2998abd1,26,110,f1b4abd3633027f5dfa07a15d7af0126
6d199b68-9ba4-44e3-b925-f44663b1089f,92,d6412e7e-f588-4f47-bcaf-c4127c83541b,25,70,fb729892814864559091946ad6a35cfb
fd761308-be95-4e28-bf68-c689e7f2fd52,93,8940ea8f-f6be-4505-b6e9-895ec65a2da9,21,106,089da06924cac059e574adea4b710b57
738520c6-cc80-41b1-822d-3134f0320e22,94,4455fc8a-2871-40be-a37a-c8d9534a085b,20,65,d6d2959688ce9d01f11eb4ceb27887d8
0ed42cb3-a973-497d-a296-7aa7247ec469,95,149569d3-15a3-47a5-82cf-6209374d0993,12,74,09a001b0dd6bc2859717d03908d0a8c7
55befc4c-7928-4bb5-acc9-522d9374d250,96,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,10,73,8ff629542ddf63f60ae60e28e1bb38ae
7c578786-d363-4e5a-b4bd-d8f3357a5b0c,97,e197cf7b-8fe0-4586-b917-71660fa7fe1e,23,94,ee0a8ab9b09db0a9387ecf8637c7c56c
48bb9768-054f-4a96-84e5-92d12adbdb8a,98,42ebbb25-07d2-4827-abf2-35b3c9daa300,24,66,3f32c32832edea4d7faf3f77f7dcea54
64c8f008-dc7f-44fb-a47d-2e70f00af249,99,1629f429-b1b4-43e5-b923-38c9562df935,40,120,0552713eea7e34c5371e074f630309a9
50bf089c-69ae-4941-850e-a4b0958faf71,100,49b14348-e197-4620-b56a-1d0c5ba462eb,12,84,1a05197056e7549b808c7cecc8cd69c3
c483f881-2480-4f6c-a2dd-80668bcbc6ae,101,4eb36c5a-37fe-4185-b05f-0d77270d822c,35,63,f5a01e96bbee864b50576bcc02072823
7c813f6c-ca2a-40d3-9708-6914ce13d57c,102,bb3a0954-d83c-4e5b-bd58-c4250a26ad2f,33,106,72c585d008a6a1f2591adc2eff4eae2d
1f8aae93-d83d-4ed1-b1ac-0cc7b4b27413,103,398ced3e-37c7-443d-bfba-f033b06b1d4f,13,98,7f68433a0c1b04586246538a9f60f469
293988b2-b1b8-4e9f-b794-3b19bb07e19c,104,73a07333-85db-4fc2-9e1d-125e5557802d,23,112,ff8d37b7c440981bff07830658cdbdd6
df58daf4-2125-4ca2-bd91-4f5512286f15,105,874e3482-e0bb-4936-9f1c-41bda29cbd80,15,106,958b951e07c526106f74cc374dcd6f8b
be533d83-aea6-42ba-a783-080ac194c3cb,106,06164421-d941-41b9-b04c-ae749af454eb,35,117,b0e67e33f75bc1f185165bb35fcbfd1b
a9143b4e-ab5e-4e16-b55a-89bd14594293,107,8940ea8f-f6be-4505-b6e9-895ec65a2da9,16,113,f3e0b16d6fc3b7cee27f8e51e713a37e
31ff2432-79bb-4c1a-8091-954f683e6e19,108,863d9f7a-2297-4579-b666-b563a1ea1235,29,68,c8ab1399180cc0fb3c93eec128fb75c1
c75d9bf7-ce6a-44fb-9886-ce7c6cdefe0e,109,02c1a38a-2d07-4869-a002-f0e616bdf188,40,86,b8c5d1c67439d60e4b018c40f22fd64c
a1a468a8-9364-4de3-8f36-7a526022e2d1,110,49b14348-e197-4620-b56a-1d0c5ba462eb,13,97,7aa9b5bdc48a8e8ea13a61f767d64f63
0420710f-166a-405f-b7b3-536ebbe0c713,111,40bcc72f-da6d-42c1-950c-490e47205fbf,12,68,f092c8c77c435cc20057916298845421
e983ec27-4022-42af-88c7-5d71c6295a41,112,874e3482-e0bb-4936-9f1c-41bda29cbd80,32,89,ac51e4485d087b07d01365be37ecc48d
cd051ebd-689a-4732-b56e-ca40d95ad106,113,06164421-d941-41b9-b04c-ae749af454eb,31,85,35c2959e4cad93dae86321773dd74c39
0db16eb3-5a16-41e3-bc21-d431fa1064d6,114,3e280c93-e647-4ad1-bdde-14dae735e364,29,118,8304f4bad56695f3e8d8881488d0d113
ae68b6d4-7bdf-4a30-97e9-b75592747e8e,115,3f860e78-0d6e-452a-b7b2-ed200b054978,38,85,1353347498cddbff9f22c5f0fe0fb103
8573e41a-f7f9-4b24-95d6-3014b4608315,116,c497212b-f140-4798-8a4a-fff690590af5,35,80,b3aecd7edba0b417ed2d9b35104c187d
67db27c4-5eb0-4f3e-8887-99a571ec5cd3,117,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,13,100,aaddb01bf3ca38a047241bf857767555
63926fe0-2dcd-4eca-9b69-ad495debc44b,118,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,15,93,b7a67ed7060a8d30189c48bae35a4361
529622e8-b5bf-4edb-910d-c503684bb78e,119,7eb89a43-477e-4ffa-8524-0df4db71df05,12,71,af1bbc9abf7517a37002a3464265f07e
e5cde419-dc97-4c59-83b3-a77606205fad,120,122d5a21-1d98-41dc-9385-658fe7ef67ab,13,106,9739e28ac9535c1a3483617c95587619
8c7ac8ab-fb5f-4018-9df1-b4505085fd59,121,3f4bbda4-0741-412e-b5d5-28977dc47e62,11,92,e32bf8c21db34245841646bb10cf1cbe
fe47deae-0a54-4f4d-b235-f9ae8ab28df8,122,49b14348-e197-4620-b56a-1d0c5ba462eb,11,106,62f93ed5e190aac447a325e74e34357f
d71bec13-8f22-4c4f-a1f0-db1a79463d5b,123,3e280c93-e647-4ad1-bdde-14dae735e364,37,75,7a2620b66d67b5c6ab5f555cf4111900
1e95ef0a-2482-4f4d-b4a0-41d2d0321236,124,0c78f6ef-a105-47e8-84bb-ef2e3d6bc4df,33,77,055606cf964d132af1ce6f81c3ffe67b
6cc75d44-5f6c-4ed1-8a89-da443ea56876,125,42ebbb25-07d2-4827-abf2-35b3c9daa300,24,75,442c8ee1ce1d292d2124f7a04197f326
01dacc25-be33-4f33-a6dd-18edc4d3b66e,126,3578aac1-4634-4f97-9bc4-65d3d6b2e5a8,16,80,dd08fa5082d70547e9d28587ce478391
d5c18864-93dc-4224-ac9a-14df9fdcc40d,127,830184b9-4010-44c6-9926-a08e9aed29b8,12,63,8407f04932fa5c2defb036309b18661e
f1fc550d-d926-4a93-a5f0-c7798233dea1,128,e197cf7b-8fe0-4586-b917-71660fa7fe1e,26,74,406a8a7ce4e1e76cb7d49497094b89d4
21354aa1-335d-4550-be21-512cb4a06315,129,40bcc72f-da6d-42c1-950c-490e47205fbf,15,83,6f4b15381350fbf45e7e8cbf759f2fdd
1f0d5ecc-dd15-4fd3-808b-42972cdf8abe,130,efc4cc72-13f4-40a1-acd1-bf6be1e954d0,38,74,6e9ff7d9a9c925f4747e2d3ba3c9ee63
d5d7ec7b-2a5c-4dc1-aeec-24b2cc89ce5e,131,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,11,94,531f8051a8908d8b59374eb18173666e
d11d2a0c-d83d-4f9e-8ac5-d2a0a3948a5c,132,64e37cee-410d-45da-8592-a2e08c8eeee4,37,73,2ab2c28d275a1683ad19fc5624d496e4
4177c8d1-e7de-4acf-87e7-c7fc2e4cc4db,133,bbf68760-7734-406b-b254-cf19c1d58175,36,87,a57b80530ddc17765dee647e1b260039
d6bb9735-a525-452c-8b69-10acfb09ab63,134,a1b128d1-a63a-4445-a100-8252f369454e,35,117,8365dc42eb38614c920d51f96d68c719
ca72d9ad-2e97-4108-9a79-ac918e780c4d,135,874e3482-e0bb-4936-9f1c-41bda29cbd80,39,99,e384a6baaebde7c6921460048e57e3e6
5259ff8f-7398-4b0c-8587-4ea95b73a3c5,136,c534a652-7287-4226-9684-b4f9b8cde1c8,18,78,b15b28af3b7f39acaaf4e50f4898ba28
18b4f4c3-bb91-4dac-a814-217f0a3ad9c7,137,76d92cfd-2cb6-49be-90ef-67d5c120e6f4,38,78,e8dc6bb7fca4efebb27293d6c5f21f26
d2daf19f-fd57-4679-ac87-4332ed46680c,138,581f6795-d78d-48bb-906a-803db42b5308,37,112,cbaf1e7ee807ca79ea9b225ba3207629
6bafcf5f-b4b2-4bd1-b70d-422bd2878f1d,139,af8f8a04-b980-4a2a-9c5c-37970e8dc361,31,75,9355811ccbc923d337ea8502663bd804
d7a96ece-f387-4a14-81cf-655c2400fd08,140,66dc8a60-4b83-45a3-85e6-f382697e2a0b,10,92,831c2432d168626c88078904a14750bf
6d4fdd15-af1c-4391-9c7e-9fdce673b5d6,141,3c890e49-3fa1-4fd1-bdff-9758f10b3478,38,61,478669979a2c55b69a9a2cf2872ae25d
7c18174b-9cf3-419b-baf8-7aa1d4ced85c,142,42ebbb25-07d2-4827-abf2-35b3c9daa300,40,119,4b352c17a36ff5ac674b07d78f82a0a6
502078d2-2c98-4eef-bc5e-7fe56e3c28b0,143,d6412e7e-f588-4f47-bcaf-c4127c83541b,37,91,a77f255c383d16e76fa7ce1d6fe07273
e14b9c5b-8314-42fc-a223-65d3cc9226aa,144,953fbd98-d927-4711-ada7-e78c7da3428f,34,73,60992543cfe925bf9501ca5d8dd6801e
e4a7ad58-5f4e-407f-adab-1be96de919f4,145,4c52532d-b5c5-4845-8420-6218f0b41d98,36,106,b568c27aaddde5c1393aa9fc318b41d0
ffb64743-72bd-416b-bae5-a4b44231de73,146,1bdc26e4-190b-44e5-8035-b554eee7dbd1,20,81,c2563a1af5eba4ae6f28edc20baba8c6
5d491963-8bce-46a0-990f-def1c70f0ad7,147,26e72a87-dd20-4495-ac2b-4c0144f9fc9c,38,79,82ab4dd1c6291572af3b10b9fb0a7426
8c385164-eeec-44fa-b014-5113edf1ab7d,148,53a7cd91-a001-4320-ae57-b6b9f276f171,31,104,28ef3ac734a1f930262aceec291f9b34
73bb7888-9630-4039-bdf8-f005ed6514de,149,b9a52562-e7a1-47f0-b50e-fc9f4a326f17,24,95,6e197df60b10b1b4e75d1cf2fb8938e9
55308514-9158-49ea-8c87-269f577e46c1,150,d41124dd-d026-420b-a502-241945f71418,36,86,5b96e68ad54a50287afd9dd9397fb8a2
3bcaf350-1143-4d99-814a-cf8328a967f6,151,01ba8c95-22e4-4f8e-bdd7-367531b7e260,14,102,3018933ff6eed82fff145aab8fe608f6
a7cbe9b9-8374-4747-9df4-8905b2e2d425,152,54d6d80b-2e76-4b60-80ed-a3204e23a4b7,25,116,68b26da2ca3434ea7d9c6f59d4b543b0
eb3c865f-c6a3-4a84-acba-7cbd0597d6fe,153,c6e5da8c-02d3-41e5-afcd-07c8b0216ae1,23,79,eaca8ebb8d61d573a5bd3f3ecb131efd
a5a85378-e51f-406b-a640-9f163ba2e6b1,154,82f970cd-6a18-4d47-8f81-163e2998abd1,34,83,3b2806871c69fd5902184e34e1349e45
e4b28512-37c9-45ad-9f80-db923e8acafb,155,ba13b2d5-a484-47d1-a3ca-286034075be4,33,85,3fc3a442472d52caaaae454a69568c5c
a0f46e6a-319b-4021-b9b3-96de3362df0c,156,dfa80e9f-194e-45b7-a356-5e25c05d1920,30,83,7643df57907e97d3324f481ab254006c
95d56374-6ed2-4680-bb0e-0e85d5bcf1c6,157,e197cf7b-8fe0-4586-b917-71660fa7fe1e,12,112,bc12ab5a05e607c05c5f42dc1a148443
2a8c6894-30cf-4678-b6f9-2cb70e8bdad8,158,5da11b57-c618-419f-be8e-0fa9ae30450b,16,85,51f9c8350b14787df45bbbd9706c37ef
05efa1f4-34dd-4efc-b658-bf5710e97899,159,c534a652-7287-4226-9684-b4f9b8cde1c8,23,109,c0982c4c24a645a476561565d2d800d1
379ddd59-4a52-4dae-8214-318e32e48d0a,160,53a06850-070b-4542-87ee-ba6a1fea44ab,38,77,6bc7a572c8a39d5ca9cd9521d4d50340
941a417a-9ba5-4a1e-a217-0be253ddadd2,161,3e280c93-e647-4ad1-bdde-14dae735e364,18,103,4505a93ab261bf3a404e6d7d7eb80692
a6bd835e-90ba-4048-9670-ed9455825aae,162,ba13b2d5-a484-47d1-a3ca-286034075be4,11,98,39d5a15d57ec79828e1954212a89ba8e
71a55381-cebb-46cd-8f56-8bcec00aaa41,163,06164421-d941-41b9-b04c-ae749af454eb,16,98,f247a570a5395988cc1857cab19ea900
0e909b85-3108-43c1-bcbc-e7e9035f105d,164,953fbd98-d927-4711-ada7-e78c7da3428f,18,82,41a98e341591c05fad83ba05bc633f77
d1d33fdc-2a85-4312-877e-c9479fbd3dd2,165,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,29,102,69810fc97ba14bb0f6299d3d54240cfd
d63cdb1f-cd5e-4631-964b-cf1a3e54104a,166,ba82a1a7-81e2-411e-bc68-6dde763ff558,36,103,35c0d4ceec29ffb3af54f837ee278803
47d9c122-308f-41f1-b1d7-e591d3848c08,167,bf91946a-1ff0-4d00-bc6c-a00c72e49f92,10,101,e1642ef012af067b11410396260d5c3d
75b35bc2-010a-4ea9-bec5-6e12fd89db38,168,f7072436-bacf-44d5-86d7-62843ac7e9a9,22,97,8a3d42089e96e6f6587ac452b6e0f840
9d39379f-d8d6-4cb4-b9b2-0b98de021698,169,e032ddb6-04f6-47a5-90e5-f68140962d4e,27,108,1eb9065da720c495414b7525e62085c7
