OnlineOrderID,CustomerID,OrderDate,OrderStatus,PaymentMethod,TotalAmount,RowHash
f63b6105-83f0-40ac-90b5-02700f4a5e8c,fa531511-a71d-4642-905d-b8d9edb2c7bb,2025-02-23,Pending,Apple Pay,188.44,3a584dcd0df1861eccab5fd79669a70b
45499efe-1e2f-4140-bc65-d96875a25367,0fd8efff-2556-4eb8-b525-f43645d78516,2024-11-26,Delivered,PayPal,241.0,13a9f3cf78d75bf9ee08837f5189caf5
81e13e0f-5465-41f1-95b5-09c9621da504,a17c10c0-9a1e-48c7-ae66-5143f6677a96,2025-03-04,Delivered,Credit Card,377.2,4901fff5fd4573d575378f1f3341beee
7d90f43b-9579-4eef-a835-4d3ae01066fb,33dad4ee-7124-4b1e-901f-83e9dd4763d1,2025-01-30,Shipped,PayPal,293.49,38b231e57c5dce71128eda7f8cf40702
ada18b28-b41e-4eb6-929f-ae52d8c8665c,8a3d1109-9e81-4a27-9da1-3278e372a151,2024-11-16,Shipped,Gift Card,510.43,cf498db9113750bf2bb95c6d6aada005
8c861502-3934-428c-93c2-dd7dcae59c11,5d2a1b34-fcea-4223-b2f8-849a11dfbc37,2024-11-15,Pending,PayPal,498.43,78292ec01a167db585ce4b61d6a4c427
31776246-ed2d-406f-a0f7-90e9382cb4a4,479a87ac-a1be-453d-ac95-29ef6bd781dd,2024-11-28,Cancelled,Gift Card,67.73,79fd16d282895f2961dbb301dbe32ebd
c9e30c22-8336-40c3-9717-aee934e3f8e0,809d851c-b63c-44a0-9ddd-3b8240558030,2024-12-22,Delivered,PayPal,403.6,1ec29abb48282bb839bef723caeb08f6
a362ae1a-f642-4b15-82e3-92f5a973336c,2ae0c39f-334b-437d-9088-55daee7da98a,2024-12-25,Cancelled,PayPal,180.98,5e361581dcc9bfb18e4d430ed25171ec
e1767a09-9027-491a-80f0-e9a2f378213d,fdcb347b-470a-477c-bbbb-b13c63aa0f8a,2025-02-16,Delivered,Apple Pay,541.76,19d86ac1da8f0a9c0233b9dfeb19b013
9e7bc734-40d6-4981-a186-6c97770d9781,aec08085-8f9e-4644-b21a-c83e978d8d3a,2025-03-06,Delivered,PayPal,598.48,71dd14692a09cb5a124bf6c1d5bc977f
21ae805a-3456-48bd-b910-0beb0a085613,37ace1dc-7c05-43cf-a1c2-8126226e142b,2024-11-15,Cancelled,Credit Card,460.8,6a0a3b982012ab2c0fb2983fbd1fc5d1
895d7065-e158-4b99-93c9-665a941890ca,9cfe1605-45ed-4c00-aa94-883a4763a9cd,2025-02-26,Shipped,PayPal,481.49,960835c45042a9ca820e7710dc4f0e41
2c89eab7-f991-4817-99af-9d433432ea29,efe0ba3e-eb60-41d6-ba63-e882f75b22aa,2024-12-18,Pending,Apple Pay,247.52,779f55a57d5ab4bb6f0aee86cf361d94
e574d1a8-da34-4af4-b5f8-42de3febe40b,e959f959-8444-4d57-a07a-257da7b0a84d,2025-03-29,Delivered,Credit Card,417.76,839c149f782e81c84ccd8b300a55b0af
f6995964-30a7-40ee-b0a4-4703c7b2eb66,41bbd022-bd2f-4424-ad2d-9e748b774ffa,2025-03-16,Delivered,Gift Card,93.58,249f1d827cfbfbedbb06b8c78cabc93c
84dd062b-0af7-4310-a747-060d052a375e,9d0221e4-62a8-4f89-8c5a-ed4aa03cb467,2025-03-26,Shipped,Apple Pay,31.85,2366614e7651426b369adf507dbe28d9
c7c0ee03-3990-4fb6-9bcd-1d1593ef19d7,ccfc05a4-1d83-42d7-b56b-edd0442404e8,2025-02-23,Delivered,PayPal,319.38,326216516914008b009dfea612c4a51d
f8b73c2a-3348-48ae-add6-309e1d199003,96c45fa2-97fd-420a-8429-f7ad7282972f,2025-01-30,Delivered,PayPal,117.12,4800a2a0d1e506f473d80de03b581525
2c5a117a-7161-42fa-a3b6-65bcea4c31cd,fbf4af5a-de5a-4ac0-9553-f38c1e073d10,2024-12-22,Shipped,Credit Card,371.4,a743b02e5fb814f96a65c8504062ba98
89046264-61f6-4d2b-b33a-1b738c3a82c2,8ce52608-8abe-4ed7-bcd0-4158ea9b8c0f,2025-02-05,Pending,Credit Card,559.59,663d3f508c56669cbf2e25af60be5b25
08a17390-c239-43f8-a19a-ad548827fcbd,5c3b349b-0481-4cdd-a1cd-8f7217ccba1e,2025-03-04,Shipped,Credit Card,167.3,8e496afcd8abef1788dfb6f115b8a5f2
c70ae45f-85f0-4126-abe1-2fdd0b1dcf29,809d851c-b63c-44a0-9ddd-3b8240558030,2025-01-03,Pending,Credit Card,447.19,44080a8cd804e863bffd0dc65f066dd6
8164eb20-e479-445e-b00a-a365950781dd,b02a6b7b-7c0d-4aa3-814e-9392707fb425,2025-04-16,Shipped,PayPal,406.06,73b80eeac44c5fe0abab4569ce8c2733
fc0ab0b5-e9ef-410b-98a8-bcc4924c5cf6,bb750fe5-f331-4f53-a4d5-62f4556bdd4b,2025-04-27,Shipped,Gift Card,330.77,a4d8456afb5b48286c046c7b06b62716
42c25d2b-1340-460b-9602-03bf22009989,3e090dec-d6c4-44eb-87bf-d6d8f0422e49,2024-11-11,Cancelled,PayPal,559.48,07e849f20d942bbfeed1a246a393a6b8
60265958-c15c-41ac-87f9-6f7723959743,a07aa4d0-30b4-4ee9-82ad-e2f4c2859e72,2025-04-06,Shipped,Gift Card,257.43,36734d3501e655388ec25b8d820a7593
6b7ba229-f4ae-4260-b0b6-5ecba17966f2,1fdb77b7-d09f-4499-a17d-1a697434c5d6,2025-04-15,Delivered,Apple Pay,542.78,adcc60f04ee02b2a7d2740fe93ba2ca4
a7d55b3f-8f9f-49c9-8b7c-e5da65bcc191,fb42f717-1960-40df-8d22-8829ab963b34,2024-12-11,Pending,PayPal,158.08,c5d4e9b56f9075057ebcfe6f5ee27cdb
ee69621a-e3fd-48de-8a4b-ceb96b8cef44,1036f013-cf05-4733-8326-ac9a3cdbd600,2025-03-25,Pending,PayPal,365.41,04d7312818b83d390ee48ff1e9e1b8b7
ac850de2-d110-495f-a440-90aef6ded504,b3c6207e-69ae-4e95-8313-85db29001154,2025-01-31,Pending,Credit Card,160.5,f762ce7852b123fa3b2cee71545d96fe
89045500-6fe8-425e-97b2-71e923fe95d6,0f0752de-a05c-46f6-8cb8-490dc38ca71f,2025-01-15,Delivered,Credit Card,323.07,0f5de0968c48fca43412226cd4b2bb19
cc3fc618-84df-48a7-b61b-79203aea8df9,d0dab7cc-d47f-4b01-9bb5-5baec13a9699,2025-01-02,Cancelled,PayPal,337.36,3ec5fa0fe921e67f64edb6df588ac683
f6c1bc6b-b2a6-4ea3-a7bb-87d049eb445a,a1dfb0b3-e0a4-434e-bd3e-f864bb8e20d0,2024-12-10,Cancelled,PayPal,477.23,350ea9f6e5e5613c56dd4aeeedafc6b7
7f91e9a5-ffbb-4223-9998-c7bd56637012,9315643d-0012-45eb-81f1-8e3f043d9ab6,2024-12-21,Shipped,Credit Card,85.25,7916393bef03881188943c412ae54482
d6c9f7fe-ced5-4df1-86a8-9c16b2c5379b,4bf43c4d-4d13-4e77-a50b-c176681c3f11,2025-04-07,Delivered,Apple Pay,264.33,3b518f66562d6866858391d65badab4f
aa9c1f0d-1898-46f7-ada7-2d34fcfb3846,14208bc2-557f-4cb9-87be-855eb164da77,2025-01-14,Pending,Credit Card,64.55,757695d4edf0040cf60c4e766b5340b1
c8ee0f1c-3680-4631-8e49-9a1541a7b276,14208bc2-557f-4cb9-87be-855eb164da77,2024-11-29,Delivered,Credit Card,171.73,4de7fa56f4cc027cf0c2128c437780c7
90c8545d-9381-4c3e-8026-a39bab49461e,c2ee1fcb-57d7-4c69-acdf-65dba90a8b24,2024-11-28,Cancelled,PayPal,270.47,bb01dc3f25524c2e6526721a5d5e1060
3af75fee-7f01-430e-beba-acf3b9f67b90,d0dab7cc-d47f-4b01-9bb5-5baec13a9699,2025-01-22,Cancelled,PayPal,528.46,bf470d67782f9a6dd8f6b97c36da9792
ec0d684d-47b8-4253-9df6-956f0a6b659a,42fd3b62-243a-42d9-b4ce-289455c527e7,2024-11-28,Cancelled,Credit Card,58.84,be71a246bedd0eaa14803229f4045579
b6d830fd-cc19-4e47-b429-5d11424a1d8d,8a798773-f9fa-4d08-b303-50a803942598,2025-01-18,Pending,Credit Card,558.03,7a7f9278583623fe6ca21671a5ae48bc
65f9faf3-ade7-4ecf-9293-f89aacd28fc8,8fb25935-e521-4657-a16e-fba8d1854f4c,2025-04-23,Shipped,Apple Pay,306.82,80d9896ae4231b8b1d9b0fad40544992
ca6b30ca-acfb-4f0b-9f09-009444d9195f,862d9ea7-edf4-4292-93a5-a65ec34004df,2025-01-15,Cancelled,Credit Card,123.84,c74e7f1e8d4b989f7321312dfadaddb8
cb2c6409-2a3b-418b-9913-3c3345e2ab04,e6dbb532-99ef-4b61-b4a3-1538899dbde2,2025-03-07,Cancelled,Gift Card,558.12,1fcc4cda23a59c6ff65918d7e23a8c5c
779a564f-2415-497f-87e0-5b5c28c20051,f53554cb-9eab-49c1-8b02-d7e29b1e7617,2024-12-31,Delivered,Apple Pay,427.06,707f86b760fe7641dca35386cd5ccc3f
783971da-cb21-40a3-a953-7d3ff22ccb33,36e34703-85dd-4543-ae4c-71fd16b52d4b,2025-04-15,Cancelled,PayPal,138.24,9c44549278fea9ff421eafaacc57647b
54e8ba32-86e4-4b02-95ad-5c90af916423,278ca537-2d59-432f-8fb6-8c7ddf229383,2024-11-18,Pending,Credit Card,456.35,192d8cca963203a1b2b24ce2313359e3
9f140ae4-65be-4e80-af09-2a2099a22522,26321174-6945-4b96-a3b1-fe4ca62b8cf4,2025-03-31,Pending,Apple Pay,316.62,a9049ff708d7c2508e2de6e9367f939a
39898ab2-a344-4110-a3fa-7489bc257f00,54586ec1-8a90-47ed-8f4a-46bd59c8de6c,2025-02-07,Shipped,Credit Card,577.64,567f9e0a5f43295e46b42457f9caeccb
cc98908e-2407-4b56-9439-cf9db07b9657,d8346418-a6fd-4790-a776-669ec930f2f3,2025-02-22,Shipped,Credit Card,369.17,fb665f923a42815f620c2e92e282ee0e
31e6418d-afc4-418a-97be-34833871ac9b,4527b92e-e8c3-4233-8a3c-e46b5df6c972,2024-12-04,Shipped,Apple Pay,98.34,3ef60c3c4947aa22bcad0c5c7f2f5894
ddbf54ec-c7a7-4a08-b641-d9fb0069e0ba,809d851c-b63c-44a0-9ddd-3b8240558030,2025-05-08,Shipped,Credit Card,383.05,843235d78ed054f5b29099b324925d9a
eafc5a52-a27a-4f55-b862-7a5cb1f919c6,e7f94088-5db1-4d2f-b307-f6ddb85f00db,2025-01-22,Delivered,Gift Card,146.43,f8ee651cc2d907acdb6c892b59fdf85d
28cd75ca-37a6-44fb-9d4f-8bf05b627ced,1ec2631c-9ffc-4ee8-9d95-9dcdd4f4f657,2024-11-25,Delivered,PayPal,181.4,9e2db589dc2496e3ef33b89d7bffdf39
b883ab31-8b79-4a5b-af13-7d26b1b8adc7,08c22a54-9f4c-453c-98da-bc0499e31b0d,2025-02-25,Delivered,Apple Pay,210.22,3a31be20e7d89b8a60bfe0f50387bc9d
a291b589-f1f4-4caf-92ee-3a377484de0d,5f85f833-7720-4f8f-bf18-8f883b2ec93b,2025-01-05,Pending,Credit Card,291.22,b8b5585c9f87c19ed5a4bbec56486f53
33f03b4f-f86a-4d3a-b351-7ec7b816511c,fc244a10-6f89-4ba1-9c7a-9618c0a14f29,2025-04-20,Pending,Credit Card,336.45,212e177094e0167a4b770122a7ada37c
dc41663d-14d0-493b-bd94-241bb47e843d,0d97d191-99d0-45a7-a9da-7690da74f138,2025-03-12,Delivered,PayPal,561.96,297afad31c45e34154e2f84a1e8c34fe
fa2b13f4-6848-45a7-ad07-d34a2043bf25,b02a6b7b-7c0d-4aa3-814e-9392707fb425,2025-03-10,Shipped,Gift Card,192.44,cb1b03147e4a55c4408accb6516047e2
5f9f004f-64d2-45c6-a977-9d510d79450b,7f3e9daf-2604-46dc-8b40-ca75fa1ade55,2025-04-30,Delivered,Credit Card,410.68,8f89456c12bf606f1e9aa56e8a99b55e
d18681e3-1d10-4823-bdf4-c38f2b9e2481,47d7adf6-e8ce-4187-b4b5-bda85c87ad8c,2025-04-26,Delivered,Credit Card,565.19,035f91897e80fa1eb1f9f6c84ae0170f
d2ad23f7-a7c7-4349-b00c-8c479fd43d50,9320258a-a533-4cda-88a9-309dceb96286,2025-01-19,Delivered,Credit Card,537.14,4f23e8540950814b41aef2548e366616
a0cb866d-a8f2-4e3b-b654-260c62b875ac,f50575da-35f0-421a-a77f-47d30dbd3115,2025-03-02,Shipped,Gift Card,190.6,5f2db29d092b0b592151345c9cc1ac4a
05f7be69-63e1-4ddd-b4e6-3e002073c45d,a17c10c0-9a1e-48c7-ae66-5143f6677a96,2024-12-17,Delivered,PayPal,421.87,b3783f319761749bbf310787756fa58c
a3b4e581-b9b6-4d14-9ca4-6b78a2239cba,868341a9-407d-4cce-85cb-45affad6bdd7,2025-03-26,Cancelled,Gift Card,546.04,e07194faf22e3d90688bcff88154ea23
03a1a85d-ebc3-411f-9f74-8613f2a064d7,2826d8f1-35e6-4900-8498-fdf07a4d7c64,2024-11-23,Pending,Apple Pay,502.73,b56fc401109d2daba484754a0f08fb88
7b8ada09-f491-458f-be11-e5505d7b56fd,626c792a-1bd7-4d7b-b8a2-7364513d8a9a,2024-11-18,Pending,Gift Card,469.54,6f95fdfa09dff9a56951c0301a9344c6
250990e6-8596-46b7-9c1f-c98ea233aa9c,6834204a-54db-4e3c-a5a8-745b8c83b914,2025-03-18,Delivered,PayPal,452.5,f2582a661165cac20e552689671c34a3
f3c8e3c2-5cab-4d34-92cb-1940d27e43f7,47d7adf6-e8ce-4187-b4b5-bda85c87ad8c,2024-12-24,Cancelled,Credit Card,93.77,4c22d9072df7449475bf7c8d126cdfdb
85a3e657-c833-4050-abda-d6f68b8854ff,b5aadb4a-b56b-4108-9901-8cd74e6433c8,2025-04-09,Shipped,Credit Card,505.72,a86d5a0b3da60a4d28ba1cbf2c72284f
40d20984-100a-4d77-b5a4-26b4d86c066a,153e38f0-9cdc-4e47-a260-1bb56302850f,2025-01-05,Shipped,Apple Pay,102.64,2e6dc47e59419b8a23151685c53fce68
1a2a5a18-a844-4f32-a3fa-9f28ebbe51bf,5c3b349b-0481-4cdd-a1cd-8f7217ccba1e,2024-11-25,Delivered,Credit Card,542.39,4a949f5e372b076f04e97fbf2b4e5217
0551f35c-c13d-47be-b7e8-0edf8cdfd647,a17c10c0-9a1e-48c7-ae66-5143f6677a96,2025-04-25,Shipped,Credit Card,231.6,0f5bd6bef0c442c924b8f3a11e6b47aa
4960bbe8-ec84-4099-b95b-562f59a70830,66c13534-6d4d-4df5-80e8-1219333cac61,2024-12-25,Cancelled,PayPal,557.69,b8d2254194e60755da6677adfe28741a
dd37b423-dac5-49c7-ab6c-82faacbe3306,8fb25935-e521-4657-a16e-fba8d1854f4c,2025-04-27,Shipped,PayPal,532.41,cb79b954ab58be90ae1d4a8e16a0a909
4ccca82f-8e1d-4f30-8e6d-7e502e633972,0f90b47f-9eac-4aa7-a86c-9e1923b32fce,2024-11-29,Shipped,Gift Card,475.96,09a4b56dbf035c6814badddae21a3590
adae8d77-7188-4a14-8330-ab8494c2039d,1b7ec568-3332-4ebf-89e5-bfd949696208,2025-01-22,Shipped,Gift Card,120.74,cf27dd661674311a6a349b0e7e94ff0a
78126b39-df6d-4750-af3a-d85a1e10d36c,2a78fec1-5fde-4104-b7ae-93d0c3c9a8ba,2025-01-02,Pending,Apple Pay,527.14,a2ca1d7eeba06e7d32131ab1b075603a
528e4b8d-64a8-4a01-81d1-85e4db904699,b5693fb5-b671-4a2f-8a92-a4afee9bfe3a,2025-02-06,Shipped,PayPal,495.45,73251c496040021f9c4e9429a7f2e087
e0e88ece-b5d2-448c-8e93-8b46b2575edb,d954b66b-7306-47b3-9385-67ca95eb1d88,2025-03-13,Delivered,Gift Card,497.71,a29c48d5940e33c37b97be1e40a89821
7291729c-1257-4d24-9215-72dc65e90d4f,d8559191-2154-4c5f-94bb-f7001a018b38,2025-04-20,Shipped,Credit Card,406.22,fe71e36d6ee6d06a72464a3fac3ff1f5
f3a656ac-2736-4c0b-9eec-82d24c10b47e,aec08085-8f9e-4644-b21a-c83e978d8d3a,2025-01-19,Delivered,Gift Card,522.68,69991e302549a56d974c3573299cfc80
f7d83f9d-ede3-497b-bc60-7a66c02dad92,958eb126-40d5-4aaa-8f85-3c7e2a0409b1,2024-12-11,Delivered,Gift Card,395.64,38cefb60781c6ee13321dc07245a4d49
af0056c5-8772-4d81-b438-e9e4617a916a,aec08085-8f9e-4644-b21a-c83e978d8d3a,2025-01-20,Delivered,Credit Card,95.74,35a0f221250df57fcd85aae19ccf3ced
ebbb0eba-ec59-46ba-ae98-8e224f7a60a1,98317645-3c94-4aae-9cff-a45ad134a373,2025-01-17,Shipped,Gift Card,51.81,15896038292e05705127f1318edab0b7
1b88bc0d-0ed7-4a79-a661-10d07bc5f956,bf927ba1-9005-458b-8e78-dd9aa1e382aa,2024-12-20,Cancelled,Gift Card,445.27,e5052e4b0a16f6c7c27773800fe79460
398bde79-bacf-4754-b2bf-7336eb3223a4,479a87ac-a1be-453d-ac95-29ef6bd781dd,2025-03-20,Cancelled,Credit Card,249.56,0d87150a7db48d8a117802ef26c1f13e
85ef25e4-8400-427b-8f6a-4dceedae2bd6,8fab808c-0c49-41bd-ba85-6660f2f977ae,2024-12-31,Shipped,Gift Card,55.3,82859a486a438c01d7b64ca4352a880f
7e771392-4589-403b-a849-09590b9eb6fc,9d0221e4-62a8-4f89-8c5a-ed4aa03cb467,2025-03-26,Pending,PayPal,237.61,1b7005e930c16d8a0fb62c7cdc9bda95
78a216f8-0c42-4e9d-a1fa-9538ccbe7721,b02a6b7b-7c0d-4aa3-814e-9392707fb425,2025-05-10,Delivered,Gift Card,408.13,2bd8036a9a68bdb6153ae6114df5505f
556fb999-68a0-45ab-8c41-ca27251838fa,09f6e89f-27fc-4ff4-b239-dd1739af393d,2025-03-22,Delivered,Gift Card,410.13,58c0090c582fab9617452a809147230a
a7c05c7d-ee97-4a51-acae-fad9179a1fc9,911e18b2-a5e5-4e2a-9886-3ac97b737548,2025-03-15,Cancelled,Gift Card,346.02,44bf43204813ae78a46f0e9a5dde2cd1
4ad7b61a-34b1-4894-82ac-8019d66d08e3,109a1dc9-6f20-447a-b63a-9c674710342d,2024-11-23,Cancelled,Apple Pay,416.07,7c91a84de15da4e97920454424a3f820
4edf5054-648c-42c2-b6ef-c748a4da1456,88b476b3-2645-4198-88cd-e128acefbc1f,2025-03-08,Delivered,Apple Pay,342.32,eeb326a7c36fe8c192452c052ed1bd05
a468f648-018a-46bb-96ea-e32a7cd5d990,e6dbb532-99ef-4b61-b4a3-1538899dbde2,2025-03-13,Delivered,Gift Card,149.8,6b1b282a2c6e1da60eb143fca6cf860a
747af417-7d03-4e2f-a1f9-188038a1ea1f,adb51ffd-a91c-4776-803a-b66420a19914,2024-12-13,Delivered,Apple Pay,281.82,350c7f9991858f03eab55884141265c7
cfc22ae9-aa70-40a0-9d52-446105d7a376,4527b92e-e8c3-4233-8a3c-e46b5df6c972,2025-02-21,Shipped,Apple Pay,482.43,77f849e2ae039bbfced3af395c580dc8
dbee548d-644b-4073-a595-409834f17516,595cec99-a0dc-41f6-a576-8d547cca0399,2025-03-31,Shipped,Credit Card,191.76,3925ced19a5df8de8ec6fa5608248ccd
c242ced9-52fc-49f3-a4fa-9aff6b0e7ebb,cf39e338-2964-4b1a-9740-2933281a523f,2024-12-27,Delivered,Credit Card,496.5,72c79830f34edb1e8f511e897517200b
74ce0d92-3378-4e60-b67a-bc48b132bf5e,5f85f833-7720-4f8f-bf18-8f883b2ec93b,2024-12-11,Shipped,Gift Card,158.05,9b9b59022e46afe5f29e4303d9c515fa
89cd130c-8e9e-4e6d-9afe-ad205347efd8,e037247b-0fa5-4dd6-8180-1295383d00c4,2025-02-07,Shipped,Credit Card,56.34,95b720a4bbd8e924cfbebf0943bfa520
d3db4cf2-10d9-4ca3-bdac-f0674559c1a5,a0c5a1b5-a25a-4560-b43e-819595ce5967,2025-01-22,Pending,Apple Pay,266.23,611d79c9c0a96254543ac0968ccba912
680f3da9-9a03-4498-ac38-4f219541c44d,4e3f4260-de01-4fe6-adfe-966435fe4ae2,2025-01-01,Shipped,Apple Pay,311.79,40e5bb4399c1a5e72e936ddf02f89bed
68082b03-d513-432f-8fe6-7ef2b3236854,272ed81b-7dba-4b4e-b8d3-548ccbb1ab8c,2025-05-08,Shipped,Credit Card,538.82,5ae6b0498a4010e08cdff59345211b4e
9b53b33b-da96-4dbd-9890-71f9b521243b,958eb126-40d5-4aaa-8f85-3c7e2a0409b1,2025-03-14,Pending,Apple Pay,154.74,a64429ed5539e284538da6f24688dbd9
4b4eebc8-51c9-4e3b-a49e-6586de2ccf36,38f082d0-6daf-4e49-bea8-f4fa2d445408,2025-03-23,Cancelled,Credit Card,347.72,e699f002558eaacaac0fc058298034fc
12f24f02-1236-4776-925a-7f405e5acae1,09f6e89f-27fc-4ff4-b239-dd1739af393d,2025-02-26,Cancelled,PayPal,486.81,4022c2326b9c7554bbc8b6d12de2ad11
599bf134-245f-4362-87ec-77184606ad6b,c119a64a-ef55-400a-8be3-91b285635946,2024-12-22,Delivered,Apple Pay,379.21,cc9c995abf2b4f5c39351f342f053359
dc1c13b2-3b32-4482-b7dc-c78d38f2105d,ccfc05a4-1d83-42d7-b56b-edd0442404e8,2025-03-22,Cancelled,Apple Pay,541.41,a2f0f6f501b11814845d3bf33231d7ea
46e39baf-17c8-435b-ad15-1866cce6c44e,f50575da-35f0-421a-a77f-47d30dbd3115,2025-01-11,Cancelled,Apple Pay,177.74,d81683692c33c5b17f32e5df9a542964
fba6c8f7-1b7c-468c-a3bf-590e59958b45,fdcb347b-470a-477c-bbbb-b13c63aa0f8a,2025-04-22,Delivered,Apple Pay,387.25,e2eb1d33523d379965708bd07f8008ef
26a890d0-9f55-4e9a-b6bb-ccb3b5e4818f,1bee2e77-7866-4d02-9336-2dbbf491ec65,2025-04-08,Cancelled,Credit Card,436.72,d35b16964f73f25bb77a5dded32f91af
67548ae6-385e-4a0a-aa8c-a50085e7f902,8fb25935-e521-4657-a16e-fba8d1854f4c,2025-04-09,Delivered,Gift Card,212.23,497e234c206127ba9503f2189a0b88e8
57cf224b-8e90-4078-aa86-e191c0395317,8a798773-f9fa-4d08-b303-50a803942598,2024-11-20,Pending,PayPal,115.97,0977bd39666fe151bfba88b8c9a92e43
ea138601-c34b-448b-ab19-54379fc314d8,7dd2f702-b0c6-4fbb-af8f-340e7498465c,2024-12-24,Shipped,PayPal,66.61,940c4183cd54416e5a91a797ee6a3251
57c8889f-318c-43ff-bb07-9f0adc243583,9315643d-0012-45eb-81f1-8e3f043d9ab6,2025-04-18,Delivered,Apple Pay,266.99,f010aaf8c2de1ae683574557d4b79bc5
dcd09c77-13eb-4029-a7f7-803ac8c79abe,4657b329-b38e-44c3-8591-f1a528be8004,2024-11-16,Cancelled,Apple Pay,545.76,d10c8fe0845c712e4d685ac1baed03f7
4372ebe2-43e4-4746-940b-fefc28270c1d,153e38f0-9cdc-4e47-a260-1bb56302850f,2025-04-15,Pending,Apple Pay,301.88,c1bde25dcd34c9fcfbae656b95f81aa7
3889ca73-cd59-488e-9f63-4b6b6fea64dd,35cd3389-a750-4471-b7cd-a6867eab2059,2025-01-10,Delivered,Apple Pay,516.47,46b8b585e49a9a03bfe00c3d99fdca2b
86558e8e-888a-4c2a-8a13-d924b7e05467,e7f94088-5db1-4d2f-b307-f6ddb85f00db,2025-01-26,Shipped,Apple Pay,155.07,af6059da819acf5be68d56987a6c9f8c
b32e3cdd-96bc-4c31-9f70-cf0545658055,9d0221e4-62a8-4f89-8c5a-ed4aa03cb467,2024-12-31,Cancelled,Credit Card,251.65,993234d457c13394b8b4f07799df5a48
9b739a53-f958-4e40-89e0-456beadef0f5,1fdb77b7-d09f-4499-a17d-1a697434c5d6,2024-11-22,Cancelled,PayPal,509.09,e12ac4817441fce1a725bcc82500bcd5
440d6703-3dae-41a0-9da5-89ac7d105a32,81c9a254-98a5-40a6-8423-c982583f9808,2024-12-20,Pending,Apple Pay,367.38,71c09f5b15b9ba4bfe0a259a55d350e7
4fd77d1a-63ec-4d98-87df-a418d500669d,cf39e338-2964-4b1a-9740-2933281a523f,2025-05-06,Pending,Credit Card,396.37,25e0e85221164345f53890f5448afef3
d7624aae-587f-4bdd-909c-89ab16cc2b4e,9320258a-a533-4cda-88a9-309dceb96286,2025-02-28,Cancelled,PayPal,58.66,662d1c672b8e7b96cc2a48e9668e3ccc
446cfc19-d511-4b7b-b8f5-d60210cdcc4f,562bb5ea-76a4-439a-9bc9-b14b71c6b2d3,2025-04-29,Delivered,PayPal,289.18,5ea190dc4962128f99ff929c0b21be47
af93a443-937d-4f44-9017-b1af77183eb7,1036f013-cf05-4733-8326-ac9a3cdbd600,2025-03-29,Cancelled,Gift Card,458.65,19ea3965b7910b1ffb41bc5e16118f85
