ReturnID,OnlineOrderID,ProductID,ReturnDate,ReasonID,RowHash
fb10aad6-89c6-4b73-8b1d-0026c69815a1,e2551d34-bcfd-4187-b8cf-332893a4b0fb,1332,2025-05-05,81e4d915-5355-4893-b418-476edd7dd4d6,aaf267e4518245229fe54c2f65a6c567
c9e5c1aa-5ed0-4d9f-bc73-583e30b3a629,f3051b4a-0355-403e-8b8e-aaa733fcf8d4,2108,2025-02-22,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,16779cc0583f0a41b6a6857338df4e8a
b229c462-8678-4818-82a8-79546f2e3cf3,801e152d-728c-4295-9b8b-60be07b19efa,2762,2025-03-06,dc33dda7-7a78-4748-b64e-ab9510a27853,048460a71c8a99303831c97970bccafb
9ee56dce-6c46-4fda-8d8e-1056f5fd722b,8b3df519-cc81-4804-bf45-bbc3a6905aef,1583,2025-02-20,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,9c8a1aabb1cee5bd903c539a89ea0e92
961f07c1-dedb-4788-8a9c-0b0c4f827ea6,41139d00-7fbf-4f85-8632-bee1896f9145,3322,2025-05-06,81e4d915-5355-4893-b418-476edd7dd4d6,f45c52f78492504f672fc3fb72d23d9d
b75b16cc-bf2a-4b83-b335-4adea3ee80e6,c7d82c62-4e41-416a-b46e-7e56f1d65ae8,2687,2025-02-19,07fd11fc-3cf6-4657-a819-d0ffd6681561,a66b4af6b3568279fdca98867f2732e9
b8cd3aff-5125-4292-8868-afe2d2e14586,c5df3e42-5d9b-4b6f-834d-29096a1202d3,782,2025-04-22,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,67573f09744389d94966a384a5e7e8a4
a855d95f-3ab3-4d80-83d2-a688a36cba55,dc41663d-14d0-493b-bd94-241bb47e843d,3912,2025-04-03,dc33dda7-7a78-4748-b64e-ab9510a27853,e51362c8aa2cc61f0cda4e2e3c43c115
94c724d6-9b3a-4379-ab05-f19e71e2f94f,003befec-0428-45d0-9921-7fed5eed50ac,2033,2025-02-24,07fd11fc-3cf6-4657-a819-d0ffd6681561,7d66c0389c84f155f0853cb3f0b2f52c
b9e2134c-546d-4092-97e3-6d39c03597b5,86558e8e-888a-4c2a-8a13-d924b7e05467,3143,2025-03-07,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,e6fd352c909a0003cac5c63b4965181d
b2a00b95-15d6-49e0-ac8e-bb2d091a52c9,d3215cbc-76e8-444f-989f-f594445e1fcd,2188,2025-03-08,dc33dda7-7a78-4748-b64e-ab9510a27853,504dcca4fabf173d076c6a52a4e809bc
ba2f9f18-ad6c-4d0d-aa31-746d26bfe305,7676c8fd-6bcc-4805-ae44-277fa37a339a,4772,2025-04-08,8596a775-cb31-4500-8788-d05a7a5b9459,df25e6921951c78527a07796671e49ac
b3330a5c-5250-480d-91a4-5ea58cceccc9,0a4bbac2-93bd-4d16-b3d2-7dd656025a76,2143,2025-03-01,dc33dda7-7a78-4748-b64e-ab9510a27853,f71e752f60efacf61134515c29af9d72
6e9e0568-4232-44cc-87f6-01108ad44fcc,cd6cf21e-0f18-4fe3-9fa1-1cc7b477e626,1936,2025-04-19,07fd11fc-3cf6-4657-a819-d0ffd6681561,cace1931621dd64b6eeb3a80b4439962
d9856042-12ff-460b-9ba5-6a8ded67bbf1,249ad7d8-29db-4977-91a6-a57782d74ada,969,2025-03-14,81e4d915-5355-4893-b418-476edd7dd4d6,6c049a901e3b772b1d393c9408e853b5
4066bcf5-a2aa-4d52-aceb-348543d0caa4,ffa7fce5-64d3-4107-b85e-4534e05a0c00,1309,2025-02-28,81e4d915-5355-4893-b418-476edd7dd4d6,9878753756efa7845804141335fa2582
0df43665-95f3-42b4-8b93-b79ac1d1824a,2ce728d3-f1b5-498a-b12e-cb123d2921b8,4117,2025-04-16,dc33dda7-7a78-4748-b64e-ab9510a27853,420f06c8a6be23791a6587f5956033e9
0fe50623-cf0e-4453-949f-1edc8ef8f9ab,b2eb4fc1-f617-4207-a537-3dad0df07e30,962,2025-04-11,dc33dda7-7a78-4748-b64e-ab9510a27853,e6d9a0b2ceab5d53eb869ab0648a725c
2d19477e-6ef4-4b53-bcc4-1046feb10a0a,73ef6500-3eeb-4926-84e1-802b48fdd9fc,1810,2025-05-02,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,e6b34a655748eb8cc08c8641428b6cb8
42137db5-3770-4cbe-8b92-ade31f5f8975,28b0d202-57f0-45e7-a74c-d02118b700ee,1095,2025-03-06,81e4d915-5355-4893-b418-476edd7dd4d6,4e3284d41c00bce32e662e9dae5b7bd1
21120a42-5da6-4a89-a04e-ce597125645b,a3b4e581-b9b6-4d14-9ca4-6b78a2239cba,3728,2025-03-30,8596a775-cb31-4500-8788-d05a7a5b9459,eaa271646649c2a70b0b3a5c8b5b51f8
5096afef-8150-491b-8730-4a2a4c779cbf,c650db96-a98a-465a-9c0c-ee7d79d13355,3407,2025-03-28,8596a775-cb31-4500-8788-d05a7a5b9459,0a38d7b9090af767d9fb678035bb7a12
3c8a83fe-86cb-480e-9ff3-549558273408,7203362c-a00f-43fd-b394-cdccfe1f8f83,3858,2025-03-05,8596a775-cb31-4500-8788-d05a7a5b9459,794320b6e7e60b8dadf79cfb6dbcb5ae
61056d8d-24c4-436e-bf3d-64e2fb458fa0,56d7a3b7-3408-4139-9039-f73cf808a01c,1790,2025-05-07,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,e0bc1ff492b10c7eeeb2c2654d4e9253
e231e0d1-dadf-492b-91d0-4583e0e93ff1,3ddf1896-482c-4316-a0d6-9729cef0062a,4881,2025-05-08,07fd11fc-3cf6-4657-a819-d0ffd6681561,02dabb82a997e68d90f641ceb503623e
6cad6500-85ba-4280-b921-5abbb979695e,b8a0d894-70ea-44c7-9294-2a768de6fd8d,3660,2025-05-02,8596a775-cb31-4500-8788-d05a7a5b9459,f05c7011e89d8fd865a10ee920b3353a
e6d824b9-588e-4929-96d0-e41d0057188b,2538005f-16ec-4473-97ce-84bd70b3f5c7,2964,2025-02-13,07fd11fc-3cf6-4657-a819-d0ffd6681561,36e2d877d91590ef81e90d266521ea7e
3da7442d-3a68-4424-a8ac-dd04c863060c,7b1f8f23-9827-4335-9ccb-86ced759e8d4,4622,2025-02-17,07fd11fc-3cf6-4657-a819-d0ffd6681561,27527caea82163f131479342ada22745
efc013cc-ac76-41c0-b5f8-2da78e909cdb,f8b73c2a-3348-48ae-add6-309e1d199003,4487,2025-04-11,8596a775-cb31-4500-8788-d05a7a5b9459,69fef9fbd2fad26b9937b5917ca43875
78cc3c67-c254-4ae3-bbd8-4e82b31aa507,78a216f8-0c42-4e9d-a1fa-9538ccbe7721,4692,2025-03-22,8596a775-cb31-4500-8788-d05a7a5b9459,1dbefb4c6cff2241038e989ca07e5de3
d2d7f218-baa9-4369-8587-b8e749535924,a0cb866d-a8f2-4e3b-b654-260c62b875ac,1348,2025-04-30,dc33dda7-7a78-4748-b64e-ab9510a27853,47de776e9bc7168476c70fa23a0ce92d
46e09c6b-fd4b-4dff-868a-d0587a8f9f84,decae11e-4200-4780-91c1-1c0acce06773,4263,2025-03-07,81e4d915-5355-4893-b418-476edd7dd4d6,ab586121fbb522366e5c5b2286643edb
6c25fa85-48fc-4a56-a5a2-7c5445d80563,783971da-cb21-40a3-a953-7d3ff22ccb33,1683,2025-02-13,8596a775-cb31-4500-8788-d05a7a5b9459,de73f4714164ec81b4e27eeb4ec7f1eb
b80d03ff-1b09-4e2d-a9fa-415822bcbaa2,316e83a8-c602-4467-9145-fa4655ddeffe,745,2025-02-09,8596a775-cb31-4500-8788-d05a7a5b9459,2577af0de3b1fbecfb53579289f2cb21
9eee5089-0f76-461e-8815-989f06f96c3d,d3215cbc-76e8-444f-989f-f594445e1fcd,456,2025-03-13,81e4d915-5355-4893-b418-476edd7dd4d6,07faae05584f533176555e7f32329fac
044cdd63-c945-4f09-9354-4407bb56e631,28cd75ca-37a6-44fb-9d4f-8bf05b627ced,4205,2025-04-24,81e4d915-5355-4893-b418-476edd7dd4d6,90df35801e1dad57319f10deb8722b77
98eb3247-440e-4cd9-ac70-750395f78e4f,9a5e4ecf-5256-41d2-9e28-e7e7e804686d,4620,2025-02-21,07fd11fc-3cf6-4657-a819-d0ffd6681561,a9c563bc64946f78a55e3e2c192139b4
ca3601b2-6d6a-4436-b876-d1c13d36602a,4ae1470e-6a28-4431-9b58-38c81832b395,3788,2025-04-11,dc33dda7-7a78-4748-b64e-ab9510a27853,0072b5f193a3efbf30c1b7864d2b4998
6980412d-6cb2-45cf-ab55-335f2701671d,082f36f2-5572-41e5-8401-757e53637e08,179,2025-03-06,81e4d915-5355-4893-b418-476edd7dd4d6,7e4e44f6109194ba3c540457f9220b01
fd8a9305-944e-492a-9eca-6ae4dd469322,dcd09c77-13eb-4029-a7f7-803ac8c79abe,25,2025-02-24,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,b629856d5e3917e9c2ac8f42fe27fd67
7cf2ba79-8eb8-4b5f-8022-e38906ddb5a9,1ef6e20b-6811-4f49-83c5-e480df56ef04,599,2025-04-21,07fd11fc-3cf6-4657-a819-d0ffd6681561,3119c2c35c3d0c530e04af39b13d3997
eea43826-ff9f-4b5f-8f96-627100cf3244,c47debd6-0541-4575-8c26-61eeee8f5032,2823,2025-03-23,07fd11fc-3cf6-4657-a819-d0ffd6681561,c1c25d8f995aa7bdcc23fae0d3ab24bb
c3535e46-c6d7-4ad9-a1b6-d6283eab210d,37ceb0dd-36c0-442f-b6f2-c7f40587cc20,494,2025-04-03,07fd11fc-3cf6-4657-a819-d0ffd6681561,0f86aebd4a0f99649a7f11dc5f815d8e
360b6ece-dfe1-470e-ae45-b99d5daf3589,1805e68f-bcf1-40a9-a29e-3a7f7efa41bf,3868,2025-04-18,07fd11fc-3cf6-4657-a819-d0ffd6681561,92f33b7323125e087e362d5a560e5abf
fce2cf94-6a16-463f-8d7d-c879918d1122,88ca54b6-191e-4863-b9a3-0121d4db3e7a,3350,2025-03-22,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,303a87a64093b8eed8ccf41306cd7da0
cd594c81-e97f-4227-9510-9a71334cafb1,496adb99-49a2-4d7d-9608-10117ce01968,1110,2025-04-04,81e4d915-5355-4893-b418-476edd7dd4d6,75925332bd600085f7e100b071c1968f
876cbb14-0bfd-4b95-b975-e67d237a3a83,c650db96-a98a-465a-9c0c-ee7d79d13355,3134,2025-02-09,81e4d915-5355-4893-b418-476edd7dd4d6,55e50859cf263a2a05c551e3eaf0c3f3
0a1b901d-9e40-46ef-bfd1-791d2c0028c4,c220fe01-8d9e-4d1b-945b-40fd1c074499,3093,2025-02-19,81e4d915-5355-4893-b418-476edd7dd4d6,d435d3d92bf8af0fc0a6f45fecced662
74e79984-ea07-4e6f-8a35-13071ce442f4,a7d55b3f-8f9f-49c9-8b7c-e5da65bcc191,4418,2025-02-16,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,3f867d2c772196d62e480eba822e0122
06260e4a-5e6a-423c-bd13-25da2b5b9bb1,fd6dbd3d-a82f-4d74-b093-27d3154a581c,2849,2025-05-11,07fd11fc-3cf6-4657-a819-d0ffd6681561,8f00b438842bc83e881d5d400fff5128
f64c3259-c5cf-453a-bfb5-cf9d94e5a0e3,78126b39-df6d-4750-af3a-d85a1e10d36c,4402,2025-05-05,81e4d915-5355-4893-b418-476edd7dd4d6,19af7664174caec9f7a8b14261a41905
c9dbc50e-6fb7-43f9-a56f-baabc1d9a75d,00745ae5-fe59-478f-bdaa-38bedfe5e0f1,1044,2025-04-17,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,c6bd317a63e5a5d4b5f04e1aecbe26b0
a594caa5-a217-4b23-93e2-ce06541ff9a9,f5d20c42-33fb-4d76-b693-c3444dc5cda9,29,2025-05-07,07fd11fc-3cf6-4657-a819-d0ffd6681561,c7a211464871abdb4a4d3cef8e8b6845
a245921f-f00a-4ee4-a60c-984fbd0f6283,0f30f7d4-6041-4f96-b53c-48a512eb4855,3793,2025-02-23,8596a775-cb31-4500-8788-d05a7a5b9459,a139f71a6319e6678fe7c4fae56243d9
3a8fa948-949a-41ac-bebf-35bb9433174e,285bce14-4dc7-43a3-9eed-bebf636f5fd0,4358,2025-04-02,81e4d915-5355-4893-b418-476edd7dd4d6,f9e8e4c31438ed3f6b5c9e010fa87b38
3050f10b-4c1e-4119-830c-21e1ae81250a,79226e54-40c4-4c22-be13-49c3939ee038,1882,2025-02-12,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,2e324cc368749c630e8683f3d525932e
e72f0d92-37df-40a3-96a6-2f3c15cedb69,3a90654f-1390-438d-a719-87e19df54dee,2836,2025-05-01,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,8a514c1d68228af1e60ad8f5790b40d1
7d44fd0c-ef93-4d6d-b8d3-ac6f7af3fa9f,eaa7c0d7-df23-4ddf-a876-5633862f3ccb,1545,2025-03-16,07fd11fc-3cf6-4657-a819-d0ffd6681561,7f5cb6998924b92891065e8a76c82975
71f79f1e-8934-4684-8ef3-0d755bba576d,7d90f43b-9579-4eef-a835-4d3ae01066fb,3435,2025-04-06,8596a775-cb31-4500-8788-d05a7a5b9459,002b62bbf0fd761db081aa89b13fc31c
42035f58-fb6a-4f5d-bdac-2b9b419c57db,88f5db87-9d24-41ae-910b-5c25472e0c30,129,2025-04-03,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,088a1df85939874d1482a724cb96551b
7ef31ffa-0254-4308-996e-0d13a076c4df,a7c05c7d-ee97-4a51-acae-fad9179a1fc9,552,2025-02-23,07fd11fc-3cf6-4657-a819-d0ffd6681561,78c8fcd97a83bdcdf87d5e2e7deb9ef3
b14185c6-b27c-4391-8930-4f74db239118,86e549d3-a553-420d-96a2-b895ea755ddf,276,2025-03-22,81e4d915-5355-4893-b418-476edd7dd4d6,9883e7574b920c203c25678556492992
45f79935-9c8b-4f21-8686-ced0e4d8e0bf,e37d2799-d43c-4bc0-8493-5ee2ada4291c,399,2025-02-21,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,ba90967992134e8babe76f25523069ea
2dd6c588-4f15-44bb-b037-aa7565c548c1,c7fa5e74-4149-4d5a-ba34-6bfa7d1dd824,363,2025-02-13,81e4d915-5355-4893-b418-476edd7dd4d6,9d9b5094e4b338855c7ea15ea793652e
1db15860-02c0-4d3a-b1ef-c07314545f77,d3e330a5-1aff-48bf-9489-8968aa2f0588,1920,2025-03-10,8596a775-cb31-4500-8788-d05a7a5b9459,ed1de7eb3b2be2b7f536f03257f39eef
dfce3b69-4c6f-492e-91b6-a3b1d5666ead,dbee548d-644b-4073-a595-409834f17516,463,2025-03-16,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,9f078bbe79b51a59de45f2c9066dae4f
94e3b025-5ede-42ae-95ff-5ee3b0046c15,658a111b-3f5f-46b5-a166-68bf318d4f88,2370,2025-05-07,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,ed20c5707aec70c69ec638e32c4c9642
92f21388-4f4b-45f2-8a6a-05cf8a07ed22,eedecb6b-bae4-44d0-9e42-693d9a169231,4720,2025-05-10,dc33dda7-7a78-4748-b64e-ab9510a27853,deea4d10242780072ea598bad6908604
4064a8c9-86b0-43f8-985a-8cc098b9b8cd,8ec54b24-553d-4a71-b048-65b97a80ee74,4899,2025-04-27,dc33dda7-7a78-4748-b64e-ab9510a27853,2a43a8d891ba0c08314b2ec11a3de6f9
d6f39db1-eabf-4d55-8d9e-c90f75b97962,599bf134-245f-4362-87ec-77184606ad6b,2473,2025-05-03,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,ffb8b2bdb9fb3eaecab46cc7495d07f9
2f4ad4b7-c7df-42b7-9597-46fccb471606,08258e3f-ba62-46f5-b2d7-6f475c72bfc5,4271,2025-02-12,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,1f1142feb73bdfb89aac320ad18497aa
d4b64f14-f81c-4443-8e41-30d4346c2e08,f7e83ceb-0013-429c-8261-45dba680d680,2462,2025-05-07,dc33dda7-7a78-4748-b64e-ab9510a27853,8f14bb0edc597a08f2ed4515d947d51f
537d25e1-538f-4f39-b29b-c302b2750ec5,f8b73c2a-3348-48ae-add6-309e1d199003,4561,2025-03-15,8596a775-cb31-4500-8788-d05a7a5b9459,5cd37c2e4aaba6768e6d50a323b4c03c
36d93bb4-12a0-4540-8c10-369551e82f01,8ba37cf7-3a61-40cc-8c12-86b8d37e9ab0,1435,2025-03-01,81e4d915-5355-4893-b418-476edd7dd4d6,c9965d4e7d38c926a7297162a2bfd2a4
f8d48ead-c135-4c36-b269-39b1d73b7861,dab8499d-faab-4c93-9113-2a7308655ac4,4061,2025-04-16,07fd11fc-3cf6-4657-a819-d0ffd6681561,60662ee403b61f43b68a984f9475c782
63339726-1ea2-4fd4-afce-52203f5fa72f,5ab15df4-fcb9-4140-adc5-cdd3dc41c599,2822,2025-03-05,81e4d915-5355-4893-b418-476edd7dd4d6,7450c99dee5a7edb890dbab8cf9d4b53
239d9712-6185-4dbe-9719-a705583015e7,981648f6-ca0e-4995-a304-eb3df1c1a5ab,4297,2025-04-14,dc33dda7-7a78-4748-b64e-ab9510a27853,2214aa93237da8c5e5de182030b6c4b3
76d14cf6-47c6-48c9-9e58-dc3549fa1c4a,a891d751-abfa-4898-8fa0-8215b808d328,3411,2025-02-18,81e4d915-5355-4893-b418-476edd7dd4d6,c6ed965d3cb4cb314d506455b26c0fe6
35bf51da-fd27-420d-a32d-449bee1c7be7,a0cb866d-a8f2-4e3b-b654-260c62b875ac,2457,2025-03-15,81e4d915-5355-4893-b418-476edd7dd4d6,e98fbcd3c2965fac924def88b1242893
0c1eaef9-25b2-4ea9-a3a8-39a803e39445,7291729c-1257-4d24-9215-72dc65e90d4f,4407,2025-04-25,81e4d915-5355-4893-b418-476edd7dd4d6,b871dd9634c3ba46a81d62407c5c2b10
1cd22696-29c2-4b7a-aba5-639801d4e549,46e39baf-17c8-435b-ad15-1866cce6c44e,1847,2025-04-04,dc33dda7-7a78-4748-b64e-ab9510a27853,0732cc21bdcb82986405a65c8397ae9f
31feb4a4-abc0-413e-8255-aa1f4197795c,5bb540b0-3738-46c3-adaf-840f304d105e,1183,2025-05-05,81e4d915-5355-4893-b418-476edd7dd4d6,0dc551c466e726a4055b09fe6a900219
daaabb1d-5e5a-4e24-9322-29cfdec9c835,d4ce4be7-2ee8-4bdd-aa03-a75386c841f2,473,2025-05-04,8596a775-cb31-4500-8788-d05a7a5b9459,3d12bff2a5838a639f14f737713e2cfd
6687f312-347b-4b6a-a09d-43c93077b5ed,f7e83ceb-0013-429c-8261-45dba680d680,3413,2025-03-20,8596a775-cb31-4500-8788-d05a7a5b9459,3623c28f04d424a27a414eb2877581b8
9ba58578-61dc-4f0a-a850-a115adb8b392,ef58ab83-8abb-43a6-b57d-0c014ae65af8,1099,2025-04-10,81e4d915-5355-4893-b418-476edd7dd4d6,dfe0fb5cd6ad72ba7376283d3e8c0bc8
f01d8f8b-de38-4cf2-95e2-ed979cc9c534,fba6c8f7-1b7c-468c-a3bf-590e59958b45,2089,2025-04-22,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,64ec2875ec707f2bcba2a4f5ce112972
f237f398-2b21-4891-99e5-189e36f1eeee,e2551d34-bcfd-4187-b8cf-332893a4b0fb,648,2025-02-24,81e4d915-5355-4893-b418-476edd7dd4d6,b89b7a83cec50de14f36b7f69b5390a7
c9b52da7-a42e-4d43-8b42-c110dfbe41af,171d1772-c2d1-48a0-b3fe-6e379ff1e1a7,3040,2025-05-09,07fd11fc-3cf6-4657-a819-d0ffd6681561,b2388b7a7c70cb8093f748ef269679d2
26b8b7ff-e78a-41a2-b518-f9dd8600126c,9014a9f5-3cf3-4a5b-b84b-6ba7005e38df,1561,2025-05-10,07fd11fc-3cf6-4657-a819-d0ffd6681561,cab29500b00b9f1660689c954315e288
c586eae1-e694-430a-bd9c-5c057abdc747,4fd77d1a-63ec-4d98-87df-a418d500669d,3090,2025-03-03,8596a775-cb31-4500-8788-d05a7a5b9459,57141d11fc57e5f3088d156ed70cefbf
0fe90e7e-4d00-4ef8-b802-d8be60a44043,8c76d73c-6b45-4cfe-8082-22b826553df7,324,2025-05-03,07fd11fc-3cf6-4657-a819-d0ffd6681561,fa31b8773dd0e4372d348e2da34dad6a
e9879692-e605-49e2-96c4-df27f2753252,f7d83f9d-ede3-497b-bc60-7a66c02dad92,4814,2025-02-24,8596a775-cb31-4500-8788-d05a7a5b9459,4d43c62de1652d5526e8b9b161c3511d
2e118704-39a1-4220-8b47-465593797dde,dbee548d-644b-4073-a595-409834f17516,3928,2025-04-27,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,4c1c4179029f921c9367473e86756546
1e7ee5ed-b10c-4d51-9be6-0757b9556a3b,c220fe01-8d9e-4d1b-945b-40fd1c074499,2728,2025-04-28,dc33dda7-7a78-4748-b64e-ab9510a27853,1d51dea1c7e77554fca64a254e433e68
da4492a1-43cd-4f21-a6ed-266fcda0fe0d,c3fbe4d6-adc9-4b9e-bcf8-2512d24aa571,126,2025-02-26,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,12669a4c009297cc5ffc1d7d58eb4872
0bb54082-a785-468d-9db3-a04f321618ed,003befec-0428-45d0-9921-7fed5eed50ac,1557,2025-05-05,07fd11fc-3cf6-4657-a819-d0ffd6681561,49475d1b82ec7775f6ea3b5a9e8c05e7
b12713a2-3f20-496d-bf32-4ec209e65941,b14db822-b66d-4e9b-a418-d9500c49379a,3924,2025-03-21,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,846a4db9dfb81283def06c5dbbbb7715
a465d67b-26e8-400b-8b27-7fcb5d1163e5,a891d751-abfa-4898-8fa0-8215b808d328,4952,2025-02-11,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,2a4807ae3f61fcd3f3473a611c7585db
576c21ca-191a-4f9a-89e2-e44e499b90d6,7c599d71-64ec-4a8d-adbc-9cef86b5f2b9,1961,2025-02-26,8596a775-cb31-4500-8788-d05a7a5b9459,277e0ea4880b5b74b2cc6e16b0659b65
d5d43ff8-2438-4d12-8e9a-61c9839420ce,70e2cb05-0d6d-43b7-abdf-c8a65cb5604a,2319,2025-04-21,81e4d915-5355-4893-b418-476edd7dd4d6,1766af31af85e7eb217eeffcc14b58f3
a32bcb64-c205-4f90-acb6-602b7353da72,cc89f4d6-9046-4f0f-b063-d0426387e7bc,4372,2025-05-09,dc33dda7-7a78-4748-b64e-ab9510a27853,72117126db16306bca4a6e9aae40fd71
1419e8f1-9743-45fb-945f-df34b4129d5c,ffa7fce5-64d3-4107-b85e-4534e05a0c00,2143,2025-03-13,dc33dda7-7a78-4748-b64e-ab9510a27853,d044578076b126e7cb2a9221fc521a70
98c84471-c269-4094-9b70-0e866b7e7eed,b5803c56-d9f8-4fc5-98b2-18452c874864,4074,2025-04-25,81e4d915-5355-4893-b418-476edd7dd4d6,89aaa3f97c902113eef5a373fc7f0784
aed50954-2da5-4af3-a99b-46a7ba9c584c,c8ee0f1c-3680-4631-8e49-9a1541a7b276,3847,2025-05-10,dc33dda7-7a78-4748-b64e-ab9510a27853,df39ed8fb78a8da32d89b1ef47b8dc83
7a961604-cc87-4f4f-ba87-e85c8d6d4078,d4ce4be7-2ee8-4bdd-aa03-a75386c841f2,1665,2025-03-20,dc33dda7-7a78-4748-b64e-ab9510a27853,4f96a540653c29b22a8dbad19f321e28
fc5e0a7e-5c91-446a-a22f-1ac7e90cc37e,324d9010-5327-489b-91dd-5e26300f2e52,3391,2025-04-27,07fd11fc-3cf6-4657-a819-d0ffd6681561,697cc3506b71741dbda755bf33c69a1d
bece424f-6b02-400b-9c85-43a374ce2fe8,255db2bc-d412-45d5-9b21-15644859a2fb,1813,2025-04-15,c5c77385-1e3f-4875-a640-4b9d00c4ad1f,de14076a3977db515ce0c37888ec0dae
cc25dea9-3949-432b-8936-8ece98648cfd,9b4935da-1768-40ae-9321-ef5928d9ed40,2137,2025-05-03,8596a775-cb31-4500-8788-d05a7a5b9459,f815a65b29261881bb35326425cb5cb6
