CheckoutID,CustomerID,AbandonmentDate,AbandonmentReason,RowHash
58cf0697-5224-4a81-b774-25fe6cae657c,07a7c40b-1082-478f-be65-ed92db3c2b5b,2025-05-05,Shipping Cost,9258fb0db8f7ff00299def422fd3cca6
3161cb15-aeca-49d1-9515-8460c70c1d68,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2025-04-30,Shipping Cost,c8c18a2a433f1b7a20d7045dbd2c5290
96b02e38-d667-41f8-813b-f2a76f718b8e,ff2d9922-b0db-4e79-9e69-dde9abb78db2,2025-05-09,Changed Mind,adef956ffd17b9ab7f0084a4f817a237
bca2cf2a-216f-493c-82ea-7667badbb002,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,2025-04-05,Payment Issue,ce5538a94297d8bdd5164bd457523823
ddcebc8c-a39c-4084-ad6e-09168aedfa19,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,2025-04-05,Payment Issue,08d78881ae3d3f9351198c582f389329
00efba43-e73b-46b6-963b-03f831c62551,90448626-31aa-4d65-a854-dab84c21bac0,2025-05-08,Changed Mind,856b796e9ccfc7ab552e51126f21deda
9cd59620-778b-4289-bfd9-47c5eacd3150,15da51da-ad36-4db6-958f-37f69e74b4b6,2025-01-21,Technical Error,a907f550181f13ea3011ac3f7b3f6774
77ba502f-605b-4cbb-b4fb-e232091e1e34,5638cc23-cfdb-40de-9577-4997569c48f3,2025-01-06,Technical Error,8f1ece85005d109201005cd790b0de2d
799fc8a0-665e-4f67-ba73-8805f04d33ec,2c063f55-8e12-40f5-82d1-e02e8211dcaf,2025-01-22,Technical Error,7fc6ace37e7925f33361e36e862cc323
6de863e2-ba1d-4eae-9edc-62bb730902ed,035765ce-dcbc-478b-b43f-f38992c442ff,2025-04-27,Technical Error,49e00ac469dd839c40ff04e09e426a00
e8bedf39-9596-422f-946a-05c60040144e,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,2025-04-19,Shipping Cost,fdec848d15ae14a8c11d3e3a1aa7e758
bc9e3cdf-f16d-42e2-8942-3316c2710484,02cb4728-42fb-4733-962c-19a1d3c00406,2025-01-10,Changed Mind,26cdf572a9b940cc07fe937984dc8158
711e24af-e01b-40b0-8e1a-e3d78150d1d3,a0d03e66-36a9-4e3a-b061-90884a47209d,2025-05-09,Changed Mind,531b2a4161b46426f9a37b1102f7b10b
16c051e1-d9d3-481b-97cf-c78f2fd40376,2c063f55-8e12-40f5-82d1-e02e8211dcaf,2025-05-04,Payment Issue,83b523d61cd5c44721bff313ce9021e7
fa046582-2c5f-4348-bd73-0dabbe89d91c,3bb1717d-21cd-470c-9e89-3c63077a1359,2025-02-21,Shipping Cost,fca5a7e02804be829851a81a98595433
62dfc9e9-c344-4500-88f6-30bc2fa59e59,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2025-02-18,Technical Error,c30c9c37d0c59b57f4cf4ce5b16dec26
40695b9c-1bb0-4933-ae22-b6c4fccdf6d2,d86011eb-bd81-4aee-b905-18ffad895411,2025-03-19,Shipping Cost,7a02067f341f77d3a97336cc48f4a3ca
482058cb-0856-4c02-800e-3a4f50e0f382,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2025-04-27,Shipping Cost,d9791c1f521ab17de011445efdc7a1d4
701f2fa1-aa69-457a-8d2b-67bf698fa4d8,2421a4de-b9b6-4373-992d-f10380e8449e,2025-04-14,Technical Error,372f5814172f0af20686a57623bf9237
09cc8b21-e40f-4d64-8fb7-18cb46875167,5f2643f1-ca38-40c5-adaa-748da8a72c69,2025-02-27,Technical Error,11c43852af7488193ef0b3f23d1f7976
ae0c9f66-cf6f-4758-911f-ec1836aaf31c,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2025-03-09,Payment Issue,2532f68cef4347e496700a741cb9a453
6f15ee55-c356-41a7-8a8c-392500cf2fdc,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2025-02-04,Payment Issue,112b58e878c7395dde3727ebd7318bad
f0819172-ff90-4950-aebf-0cf7f2bf5ee0,32c5b93f-8271-4c50-a62b-e8f545caaa6f,2025-02-16,Technical Error,4c8150ec290ae38ccb3ebdf9a3b8e9e2
d87afd9e-5b97-4a6d-b3bb-1df005fa344c,cc7e6efc-6c65-4b2c-9314-ee7b451acbdf,2025-03-12,Payment Issue,3f571896b6f2c6c2fc6894b4b9a532e9
4ec273c6-3235-4d59-8962-3c3a27be6212,c0e366b0-4820-408e-94df-b7532085e9c5,2025-02-17,Payment Issue,9e03efc02d0bbf20d7a0574f544daa05
6a636549-647c-47ee-bd55-9938a280f468,270a78d4-d980-45c3-bf41-9c12bdda3546,2025-02-24,Payment Issue,8cacc7c465caa358685aef0e1ce48bc9
a7c09bd3-a9e6-401d-b6cf-88fd665188b1,fbd733a9-47d4-4e40-88be-709357213476,2025-03-05,Technical Error,8d863508444791f4373cb78cdceb6aa9
3a458e9d-b1a4-4319-8658-6bab66c09954,bb8f9480-8fc2-46ac-8f93-942acc115626,2025-01-24,Shipping Cost,e1ecc01af9b76a833808038c66c9ec91
74dfde24-2a79-4a18-b522-76d38c1789e1,a0d03e66-36a9-4e3a-b061-90884a47209d,2025-04-30,Changed Mind,85f9d0a7dfb813b624922f8bdcee3969
7e0d0ef8-1e48-4999-a663-dbe4a5168b85,2c063f55-8e12-40f5-82d1-e02e8211dcaf,2025-01-29,Technical Error,ad338c39da8b268f328ab5ce02be4bc5
94f41b69-d7c4-4b9f-83b3-65ae0dcc8de5,f34607a8-f6d3-427d-acf9-3d905082506b,2025-04-27,Payment Issue,b7b83368979add45dd390977fc515b17
98b5e791-e4a4-49a8-9f1f-8d636f9160d8,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2025-02-07,Technical Error,0c9ba7c040e6eb06ba7fe87c0ae2aafb
b8ba9bc2-e68b-442d-bfef-516f74926744,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,2025-03-02,Technical Error,1b2185258569da574e80ff4bb63238f9
e827c14e-823a-4414-b0e5-3ea6315c747f,b2e5b4e2-91a8-4068-9831-4763263ae50f,2025-05-07,Shipping Cost,f4b078ba33bea6a2c530f7b7e476d436
60a60017-93c3-49bb-8d5b-6c3a9db0f77e,86664865-4e84-4896-b9b1-3d58a3c19a13,2025-02-02,Shipping Cost,9a1e462d78c95fcf1370c78b153be22d
d42d7b40-6dff-4b71-a836-fc77eb3c3429,8070fcf1-87d8-48e5-988f-1f369c06cdc1,2025-03-02,Technical Error,c26a7a28552f945c08d7afbe6a79e58a
3afda0d8-1418-4c9d-ab31-3255b02b46d0,bed734db-9554-4ebe-b415-628b657962d6,2025-03-24,Technical Error,785d436d4db401f2984ed4a1b0eb2571
54766f15-f09c-4f8c-879c-6f0efc46a29c,efd12b55-23e9-4f58-a207-35e1da7e7afe,2025-01-17,Technical Error,6fa4e70029599c9b83a9d98b5dd39f2d
5ef501b8-1e7e-4fc1-acc1-7bc19bee6514,2421a4de-b9b6-4373-992d-f10380e8449e,2025-04-22,Changed Mind,9018ab0292250d9aadd2fe6fe3c3b77f
ed55607c-d4d9-49a2-a42f-b201487d16a6,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2025-05-11,Technical Error,84b4d454e393d7bc711bd69dd429a297
038fab17-016c-438f-92e7-ac4c1db829b1,7f191b14-927f-4975-84a6-4139f6dc9dae,2025-01-10,Technical Error,6abfd2d3fb40d3524d48924073ca4463
0056968c-297b-424f-ade3-76688b834519,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2025-04-24,Shipping Cost,e1f826a6b3a5d73e3d0527893b00e796
a3ba8758-9ed3-40ac-b4ba-1e0137706db6,035765ce-dcbc-478b-b43f-f38992c442ff,2025-02-02,Shipping Cost,52ba6d2507df0df7cae254ca6f967927
b87e88c8-f945-4bf3-968a-56f6196d3a70,07a7c40b-1082-478f-be65-ed92db3c2b5b,2025-04-14,Shipping Cost,fe783a576dd7d7515c1a835142c79492
dfe47e54-a4d3-48ca-bb09-35573c234a5f,11f5a691-d739-491e-8a3d-0cac3ba34fc5,2025-01-22,Shipping Cost,d6a87cc23ed986d46d5240f17c038705
6af10eea-88c3-4b30-88cc-4741da6e9c97,eb0851e2-3417-47e5-b97e-36ebf487607f,2025-01-03,Changed Mind,a009947654bf0aaf3f75a008d0a60773
3f4638ae-4904-46d6-8157-85857d5193c7,86664865-4e84-4896-b9b1-3d58a3c19a13,2025-03-16,Changed Mind,ef969f298fd769306e034024b037a740
dc4207ae-c3d9-4c25-8d07-de7b6c414f36,088e7d05-b0ef-4166-acb0-16d57f776a6a,2025-01-28,Changed Mind,1ca10b05a4415bc528fc4e858444bf7a
5697e45d-689a-4862-8a29-edcab0acb362,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,2025-03-17,Technical Error,1f8dc342c75f1d46483a0ca484b9b621
e4e42b44-ce13-4b47-9365-e13f981a9d47,b2e5b4e2-91a8-4068-9831-4763263ae50f,2025-01-09,Technical Error,def890a650293b1c116e1aafe19f15f3
2cfa59bd-a4b8-403d-9cd3-34b53d53d752,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2025-04-25,Technical Error,1b9774e5c48625024afaaef0d644eae7
ac7a0d6e-863a-45e4-96aa-9afdc4cf0439,bc0e387c-0b60-4a80-9ee9-45178de8cb66,2025-03-17,Shipping Cost,cb98fb398b652a985da793b93878a929
8835ce7d-b9ce-4d34-94a1-f4278a9a82fd,2998fa4a-22d8-4603-a0fe-09f27c36a0db,2025-02-22,Payment Issue,570819824272d92c9f110cd8dd5ecdef
b99ae5ef-0eca-4b36-926c-ea1517c52317,ff2d9922-b0db-4e79-9e69-dde9abb78db2,2025-04-03,Technical Error,df817e5cd8b4c3e2adacb90f4d9b36b8
75b4215f-d633-47fb-a17c-5e652fcaf104,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2025-05-11,Technical Error,ad32a9c1b41ce6d8b0cb27e5fdd5a6b3
6a51aca3-b39c-4c44-b39c-8b3d19ea0c96,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2025-04-11,Changed Mind,2cd9e70cd0219ccdb11ca30eea8a1edb
768b7f73-e6fd-4890-ae9b-3ba32e5cb81c,ff2d9922-b0db-4e79-9e69-dde9abb78db2,2025-02-14,Technical Error,42b9eddd68b44ed5833377b6b5ba3c6b
969077a6-4bbd-4fcb-8757-473c04b76b47,088e7d05-b0ef-4166-acb0-16d57f776a6a,2025-01-04,Shipping Cost,c925698e044ea750431f56c7914b4ebf
acdfaa4b-31f9-48de-8357-661409dfd823,67403e9f-0231-4a15-848a-d9cea4795a2a,2025-04-06,Technical Error,ae100a7584c8d94b9d5732778b976b4e
a87ca08e-3524-4352-bca7-138516b3fe4a,9d69cc1c-f492-4f69-938c-91efee85a672,2025-05-05,Shipping Cost,70440c6a1652713f45be132b088f02ae
6d32bb5a-9b95-4d9d-ac50-ee059ebbda0e,d00399b5-89cb-48fa-8d60-5ea1f649b655,2025-04-18,Technical Error,7252f9b444a2ddb9e814e8000672918a
277ec8f5-1f99-4c1b-ba86-6dc262ae9bc9,1839e3f3-d986-40e7-b0da-022e91928a13,2025-03-16,Payment Issue,e086236f203488e6c5eb77de2ba7b7d7
4115ecb7-3b5a-490d-a1c9-d64be76ac3df,e859ce9a-a9dd-43fd-9cd7-bf1bd8c13964,2025-03-09,Payment Issue,eec9ee4bf15cb05c26ecdf15925d45fc
9a0305ac-4348-4d5c-82d8-d21d9aeabf41,abc2f41e-ab8f-430c-9677-705f4343b0ec,2025-01-04,Payment Issue,d44bcd959c31435a82517442b1824d92
17a1438f-1fb4-4d47-9179-a2b6d3630aa2,68bdc8a7-ac0a-4ba3-a509-ce917bde451a,2025-04-12,Payment Issue,81178458f025bc6ed7dd3582d7388b48
c0e918ce-0e5a-4f67-bb8d-10b2140c425c,abc2f41e-ab8f-430c-9677-705f4343b0ec,2025-04-13,Payment Issue,3571e7c3151c5caec44fc78f6dcc4228
c7bf1d6c-6103-46c4-b3f9-1ff4e606d19c,1839e3f3-d986-40e7-b0da-022e91928a13,2025-04-19,Technical Error,99412721862675e5d84366e327f8f0dd
36d9e5b0-998d-4b5c-8a35-bfce60566fb6,32c5b93f-8271-4c50-a62b-e8f545caaa6f,2025-04-17,Payment Issue,c1f2a98ca482d987a80133e704ffab6d
14055488-907a-4c95-a474-bc609b2dcd6c,a9cda48f-5bc6-47eb-88d3-50606128be2d,2025-03-24,Changed Mind,524c6c02c291558e45078d5cb4cb57b1
7a76b3fc-5b6e-4ca9-bf99-b681bfd0e2a1,0094c41e-8408-4846-b185-fbf114db7a0d,2025-05-07,Changed Mind,9531480b34ac3351c81c23d0a1a10f8c
ad17d868-0e52-405f-a645-185160114a35,efd12b55-23e9-4f58-a207-35e1da7e7afe,2025-04-04,Changed Mind,5a8fc933e43140f03382e9ed2d0fc6e5
3dab620b-480c-427c-a715-48f54d940d3e,a5cef112-752a-40ba-b573-df00b771d56a,2025-04-27,Shipping Cost,573867c615d81013099080e4be26db3f
c7fe1170-a238-4f11-81aa-6ad695a536c5,a5cef112-752a-40ba-b573-df00b771d56a,2025-01-31,Shipping Cost,c174852c593a22e8f81dc7cda34bc0d2
ca94bfbc-0ac8-4146-bcf2-eef863a3762b,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2025-04-26,Technical Error,5f3ae2ff6101e64a793ed830e7de3015
20650393-6343-4ad5-b11b-5c3d5c5a96a9,c8a37272-48fa-44ed-a432-b26ea868a892,2025-03-16,Payment Issue,d368fe34f288e21316bdf782f3ccf6ff
ad76f13c-44c4-4989-9664-1bd3219ae35e,1839e3f3-d986-40e7-b0da-022e91928a13,2025-04-25,Shipping Cost,768a0389ca159bd2355763790fc2bae4
ace5f5a3-396b-487e-b6da-136226136a94,8070fcf1-87d8-48e5-988f-1f369c06cdc1,2025-05-09,Shipping Cost,fc97ae2235acde446ef3ba93545f1c07
79da9552-1b90-4369-aa1b-24f5ba7f42a5,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,2025-04-29,Payment Issue,36806d91db8d8c756b09023e63e080f0
16c44155-64ae-4bd0-b298-eb90279abf8a,968a9a9b-e535-45fc-802e-9f05148e0052,2025-03-11,Technical Error,2cf021b02530ffadb3f673b4d678d7af
30406261-5302-40ce-8fe5-ab67aa632012,8a2b7c00-2a2a-434d-af0b-86e03d94e54d,2025-01-16,Payment Issue,0645d352193dc25dda055a9bf890e0c1
cf44b8dc-f57c-4920-ad5e-c7ba57daef52,ee85931e-020f-4408-8af2-2b9bf4edd7b8,2025-03-13,Changed Mind,4b90b42654a7c5d6521f2653d37c2b52
5ed83341-d2da-42bd-9fae-e560e408fffc,545d1542-4e1e-4804-851b-400d5b020f68,2025-02-17,Payment Issue,f2df10a109097c6bb861ec0e02f6635b
be86ab09-5aa3-4275-92a9-e85e484cebf9,ff2d9922-b0db-4e79-9e69-dde9abb78db2,2025-05-03,Changed Mind,d6d8a7d72dbd4f1c7b39a27b168fb9d8
c2a3f489-0227-46b4-b0df-c64d0ac22eb7,6ade7926-18a4-43be-bb13-3e4a5b1f455e,2025-01-21,Changed Mind,4b26439ee0a79b1d307c94a93fed0d3f
19a99de5-37e4-421f-a10a-9390a7adcfc6,7c5d467f-5fb0-4f77-905f-8acef67d84a3,2025-05-06,Technical Error,84a99271677e5d1d3054b552af362a09
ebb7c438-2a25-4a5a-88c1-a031c1f07a0b,84f6c6dd-37d3-4909-801e-b3d78f3e8099,2025-05-05,Payment Issue,0e5c914aff26d96eedab84c175b92e26
b85e44bd-6ba3-4b3d-bda2-acd24fbecbee,796b2e76-cb5e-45a0-bba5-55e3896f4a19,2025-03-07,Changed Mind,71c63dca0bc149bd3a0e3de725190c87
f650f4fb-d3e1-421e-842f-e97c82ab3a48,0e725382-cfa7-4eea-b824-68123317826d,2025-02-02,Payment Issue,c68bc6421273f6f85a0a1b68a9d854c4
c6a67a14-d652-4e21-9616-7edf9198f25a,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,2025-03-02,Technical Error,14c2832868a83beb1d525c3e20e8e138
41a8a528-bc30-4cab-a700-f0636ffad8fe,e52160b8-9208-4ee8-b49e-702370bb38e0,2025-02-28,Technical Error,58aa280ef5144459fd940092ce03f999
b7617de6-38a9-4b83-bf20-20901d9a7454,422d5e26-8e3d-4eac-b286-f70ead07c1f4,2025-01-22,Shipping Cost,eb2412212673177d5a03b501fec6da30
8e4d24c1-b499-4daa-a429-38399cb797e3,93a2faf7-17c8-4513-b63e-f27c8b36314e,2025-02-22,Technical Error,3e6809af90645fbe9e008a66ce8dbc20
bbadfd38-8d97-41b5-bd63-58483d608ae8,ee85931e-020f-4408-8af2-2b9bf4edd7b8,2025-03-01,Technical Error,c942835cf55ffa085f315ba19fdf7fee
3e1a6477-a3cf-49e4-af7a-139cd5ce3acb,0cae327d-3c1c-4b9b-b1e0-103207463ade,2025-01-25,Shipping Cost,5ab3f9663b44b7cc8b6670c7f3b0390f
809c0dc7-1563-4517-9a6d-5c2e723411d1,1839e3f3-d986-40e7-b0da-022e91928a13,2025-04-11,Payment Issue,681099ebeb2339da7b1aa8093f378c0c
a8031564-f164-4f53-83a8-363f147c979f,b92ca163-e06f-44a7-896f-f4b2dd7e856f,2025-02-25,Shipping Cost,8f7e918866ddc6871cbf5cb5c245a797
edce2268-c118-4415-a0cb-fcf275a0c9dd,32c5b93f-8271-4c50-a62b-e8f545caaa6f,2025-01-02,Changed Mind,41ca1c6eb10a1148acc2ecc03a8b5922
827b2545-7344-4aee-b657-7e93b95089c8,796b2e76-cb5e-45a0-bba5-55e3896f4a19,2025-01-20,Changed Mind,e28ead7881a2f4faedfce13dec80de62
607e434a-0c5c-4586-8631-4ebbcc7902c6,ecd4feda-08f5-4652-80fd-4406a1316c5d,2025-02-12,Payment Issue,a44bcb332cedf79d4f69bc27f3692743
0ff2f185-fde5-470e-8448-f1ef9acd3bff,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,2025-03-16,Payment Issue,dd2607e44b6e33d26cadbef49b8b71ef
9c5a8a1b-6a83-46be-938b-5d4493e99bed,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2025-02-24,Payment Issue,488e4f126417be6865eefe00b5b8c383
5fbad67b-0150-45b7-94b8-3c1f9855543d,796b2e76-cb5e-45a0-bba5-55e3896f4a19,2025-04-29,Shipping Cost,6c6e1b6aa814e898078780a305d3e239
53a2c446-4ba2-46a0-b5c9-0d7e6dd53e8b,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2025-03-26,Changed Mind,a05018626698b5d88d6d5149a9bf6eaf
e4a20541-2d5e-409c-860d-b7cd1d4e175d,5cefce5f-5a44-4f10-8dd7-0c809c4c169e,2025-03-16,Technical Error,78e8053343aa58df88bf175f3e209243
763ac6e9-d540-4b9c-8566-3a089ba64942,3046e874-7757-4321-a055-3edea53305ef,2025-01-23,Payment Issue,756d6b0586dc3453ab5b451888c06f86
c3ab50c4-c09e-4f02-8b0b-fa89c18d4659,e073b0a4-d2f4-45a1-b8ce-63b5075e168c,2025-04-13,Payment Issue,063a8e2dfcdb53241b5c11f33dc3b6ce
9b64362c-02eb-487e-bb97-419eff1a426a,d86011eb-bd81-4aee-b905-18ffad895411,2025-03-12,Changed Mind,f15cd16720373dab95505d9f8cc81879
cb73f6cf-1402-4035-9328-9fc437063eba,9b1ddb4a-54b2-4afc-bce8-defb8d65c1f3,2025-03-06,Technical Error,61bfaf98241955dfacd9d2bbd7226b19
62ea1d3e-ff47-4e18-9d51-62d84f2d6bee,653cd13f-483a-49af-9e45-04707ae1508e,2025-02-05,Payment Issue,351b542eb7a298f53691d7d40da29a91
17b1f8fb-0ffc-477e-b435-db489b03224f,9a261f6c-478e-4a10-96ad-4b76e6f7f43f,2025-04-07,Shipping Cost,5108bfb9206eb1f2072c6a5c7bd2c93c
0a8049dc-d26b-4246-947f-f2ecb279066c,788d99f0-9972-408f-858c-28268e4d1d93,2025-04-18,Shipping Cost,69f10d95111036f0a9570eef86968ef6
83c6e930-3944-4614-88af-2ed457ccac18,b2e5b4e2-91a8-4068-9831-4763263ae50f,2025-03-22,Payment Issue,9d08a6088ca175f0f91a03a77073abdf
edeb9db7-e283-46ac-9af5-b3be664c7677,2eb88cd9-93aa-4403-b930-4d0d8ababa21,2025-01-17,Technical Error,b7546e491c839f6631697f7436250476
a84ffb17-687e-414e-bebb-244fc3ea5fef,67004733-16a8-4c2f-9db5-f4bcfa0a4a3b,2025-01-20,Shipping Cost,ba3deae75b9cac2d983991411321ca32
26e72b0f-6458-41d2-afce-bf20e100c1c2,bb8f9480-8fc2-46ac-8f93-942acc115626,2025-05-09,Technical Error,8c70b3879b368a1147dd45ba0b36f9d5
e8ea79c2-a7cc-4178-8773-c591f9ea06e0,6e33f6a3-8056-4cdc-abd5-b6554a925aca,2025-04-11,Payment Issue,488cbeb5167051f2ffc6fa0fca6fade0
3dd56638-e0a1-492d-84e9-9f8f7b78d73e,0cae327d-3c1c-4b9b-b1e0-103207463ade,2025-04-26,Changed Mind,818675fa80508405c05576037158e6f7
17ff27ca-30dc-4e32-b630-d10c0806ff49,98079c5e-8c4a-4564-9ca5-658f9db89953,2025-03-18,Shipping Cost,9850fdac9c8938f6eb3eb28f3bbbc9dc
3e8c267a-3eda-4910-86d0-4b0788afbf02,11f5a691-d739-491e-8a3d-0cac3ba34fc5,2025-03-10,Payment Issue,a7b3ddfb019366cd84ac42bebe1c5339
61bd0705-f07b-4382-aa8a-91f5812562b2,fbd733a9-47d4-4e40-88be-709357213476,2025-04-24,Shipping Cost,355fce1abc359a4716066b1d27474c47
eddcbeae-a738-4437-8239-861da74e8c15,fc6dcd99-4fd3-49f2-aac7-18023820fe39,2025-02-25,Shipping Cost,b485f62d30b5b1a8ac5b5af3bbc9394b
d2fb1dc8-1393-4381-994c-bf6640a90c79,0cae327d-3c1c-4b9b-b1e0-103207463ade,2025-04-19,Payment Issue,39ca8270b09477e0cbf1d7ca84f16633
f38e05dc-aa46-4b7c-99a7-dbdc6754f607,5638cc23-cfdb-40de-9577-4997569c48f3,2025-03-22,Changed Mind,0cdc17dda8d7c9229e3507beb3cf1dc1
fc3bbc1a-058d-4a3d-8c34-38e25537b53f,a8fcbccf-0403-4a4c-a900-7f5c87ef1aec,2025-05-01,Technical Error,3920b26ee7ad4cb0b01949f60163423a
b20b6f1a-8455-4596-8e08-e775fbfee220,0e725382-cfa7-4eea-b824-68123317826d,2025-03-26,Technical Error,4cb8869049e1bffd3540630ada3a1655
84f22458-6c8a-4277-a98b-e7c8aaded74d,ff2d9922-b0db-4e79-9e69-dde9abb78db2,2025-02-08,Changed Mind,da6a2a807b02e2cd107a5254e5ecd738
63c37bd4-7182-438e-8fbb-6222fde2298b,bed734db-9554-4ebe-b415-628b657962d6,2025-02-11,Shipping Cost,afccb07c6334aa9884c7b52427d37ac9
4abfba60-9182-4d9d-a302-574b0b49f5c6,93a2faf7-17c8-4513-b63e-f27c8b36314e,2025-04-06,Technical Error,786663199b56aaef284cd8eac8166550
98e9eb3e-c6b0-4b71-a18b-92fa5b89da45,fbd733a9-47d4-4e40-88be-709357213476,2025-01-21,Technical Error,70536b90591fee1b68d058dc41c42e82
709908df-0799-4af9-bab6-2239c598eb97,1d301ea7-8438-4977-bbde-d4ecb1b9ca1d,2025-02-07,Changed Mind,2ab9cd7592b469f661f49ace61fb20c5
4671abb7-4dcc-4610-99eb-7be2b914973c,86664865-4e84-4896-b9b1-3d58a3c19a13,2025-01-29,Changed Mind,5e70139e5a6fffb05adc6c0184637b71
2017c237-fc3a-4b23-bb2d-e43d0d9642de,796b2e76-cb5e-45a0-bba5-55e3896f4a19,2025-03-19,Payment Issue,faeefd232b9be3779e0f0c2a6ed46843
2959bc1a-5438-4d36-8ad4-543b629b4352,67403e9f-0231-4a15-848a-d9cea4795a2a,2025-04-20,Payment Issue,b5a6dfc090df4312fa6320bf064f9f42
63b1df4f-72f4-4cd2-ac86-5ce27b678e0f,e6dfc052-6a5e-4aa6-aca6-ff3581a23a84,2025-01-31,Shipping Cost,bbf16c2f7eb55620efd5a502ed3f1a7c
d1b55126-3cc5-4d70-9b81-39409fe95ff0,c8a37272-48fa-44ed-a432-b26ea868a892,2025-02-21,Changed Mind,c3fe61cdf21c05e109eb218dc8a532f3
578f4ac2-877d-497e-9638-f71d35489ea6,a0d03e66-36a9-4e3a-b061-90884a47209d,2025-04-21,Shipping Cost,33c5d3c7d019261b1ce318ca17500fa2
d02e3969-724b-4758-b3fd-0171c0f3247b,f326cd1e-3549-45d6-9382-4ce1eebadcf0,2025-02-09,Changed Mind,4a1e2928c79e174ec5f7e51183544a24
b5cedb02-4e89-4f0e-9bab-b286341cba50,b2e5b4e2-91a8-4068-9831-4763263ae50f,2025-04-11,Technical Error,be8d654f1ec0f7634d62c3e87b58b95a
e610b0f2-0529-4d25-bb26-f072a7778b2b,8070fcf1-87d8-48e5-988f-1f369c06cdc1,2025-05-07,Changed Mind,fe5d9fa5edb2ad1c794d13657852de23
e2ae9d9d-e074-4f29-85bd-cb80f16a9487,65979d31-3be2-4e1d-8bcf-c43c3bfc1891,2025-04-20,Changed Mind,7842c64803c2d0aca23b64f03dcb5ed1
