TimesheetID,StaffID,Date,HoursWorked,RowHash
f0d233bb-89e7-4f11-8b28-b57ea7906d4f,4921b507-a4d8-41da-9844-e3d813894a4c,2025-02-17,9.4,e175bf38ef4aa6e3dda3ea0d606121d9
3cf0681b-83ef-4bee-9391-746c95bd8e60,4921b507-a4d8-41da-9844-e3d813894a4c,2025-05-10,9.8,aae918d4ea4246ffdbd03ad81fa26109
e73bb8cb-c5f8-42cf-a7d0-5d94fe5c98a5,4921b507-a4d8-41da-9844-e3d813894a4c,2025-04-23,4.0,5ec854e94aa7aee8775e236f69a31aca
3b776437-4c69-4f7b-a285-861a69276639,5271860d-e378-4d1c-b7e8-5ee0ee2aa8f0,2025-01-06,8.6,0d564efbe943c2cae4e220ea031a885a
02a7f995-0b17-4f1f-ab8a-9121bfc8e266,5271860d-e378-4d1c-b7e8-5ee0ee2aa8f0,2025-03-22,4.1,1c8faf889936dd55989006396a351d01
5396b146-84a5-4227-83b0-f163c5f440a1,5271860d-e378-4d1c-b7e8-5ee0ee2aa8f0,2025-01-20,7.0,6580b6097c1f22b8042921f7635fe084
0b806850-c942-40a5-bd03-c9d620926af2,9a77f607-9215-4f35-8d62-9cc5c646052e,2025-03-18,7.0,8fc941285d1a4bc3a16d061f74d038ac
95dfdac1-1cce-4735-aecd-878849a75b7e,9a77f607-9215-4f35-8d62-9cc5c646052e,2025-04-15,8.8,bc454bf9137fd0e4042a2add480841ed
69207c71-e8b3-4b68-a5d5-8be0a1fcfef7,9a77f607-9215-4f35-8d62-9cc5c646052e,2025-01-29,7.6,a0c24cdf49ff53079d4d62e3a3524247
4acc15ee-76e4-4dd4-80fc-ec629c17a841,687572da-7757-48f4-930a-8ec59a2425a5,2025-02-27,7.0,6ae1ef18c430fdc5a2cc4f641229a096
af2ae129-0f90-4231-ab6c-31b83f3178a3,687572da-7757-48f4-930a-8ec59a2425a5,2025-04-20,5.3,f777e3ebdd706889f5c25fdccd426479
42f0b174-421d-42b6-b17e-3029eaacf7a7,687572da-7757-48f4-930a-8ec59a2425a5,2025-04-02,8.0,6f267a1dd5d7e1a19e73622e1e08d3a9
1493331f-64a2-4cf5-a59a-3f2b4c95a200,b3da9aca-69f6-4585-bc4f-2e036e83e119,2025-04-25,6.7,c6859358be555d1f33b1b5bb2cb345af
518fad7a-5222-4bd4-98df-0cde096f4881,b3da9aca-69f6-4585-bc4f-2e036e83e119,2025-05-05,6.7,b7081a9db60bebbc92da6c8d3fe08f65
cfba4831-8788-44f7-aeda-6106e91f34a4,b3da9aca-69f6-4585-bc4f-2e036e83e119,2025-02-15,7.6,ba9685582f746498fa518167f4cf5f34
57d7a756-f3db-48f5-a265-fdb5be041464,141d8b69-cb9b-4a70-8b05-6c8a0ce9f79f,2025-04-30,4.0,0d728ccad16cf16dc9290faf0cab894e
3bd7b594-a2d9-46a6-84e6-905e6a4a60d8,141d8b69-cb9b-4a70-8b05-6c8a0ce9f79f,2025-04-29,9.3,351c3c31dc2db69f6491ca46be0d1d5a
796749c2-05ca-484e-b4ea-9cbdb7122fc4,141d8b69-cb9b-4a70-8b05-6c8a0ce9f79f,2025-04-17,5.7,5654873f46083eb768e6709288de6351
20dafcd3-2484-4a1b-90c6-a942c8234cc1,1b4afe31-b097-4840-b0a2-4b802058fab1,2025-05-08,7.8,b177531d3b9b16d41e528d7b8b1dbd5b
2a06c4b0-ea09-4535-8b36-b9ea678daf22,1b4afe31-b097-4840-b0a2-4b802058fab1,2025-01-15,8.9,79cea8b102e565d4a675175d46f020b6
b6e004a7-3b36-450f-b766-448f9af448ce,1b4afe31-b097-4840-b0a2-4b802058fab1,2025-03-22,5.2,1b20f74342e8fdf377df7911a7eebdbb
d5cf2ff5-c914-4ee5-acfd-2cffd692d112,16cadbb6-b951-4dfe-a972-d1138fcb8f19,2025-01-19,5.1,34bfd3a57e41d897341e37137f26145f
c49ae208-ebeb-466a-a90c-f98a044e447f,16cadbb6-b951-4dfe-a972-d1138fcb8f19,2025-03-10,4.3,fc966c80f13c2aa2fd16a342f67786c0
a4cd770d-f05e-4198-a0ae-ba2598da00e6,16cadbb6-b951-4dfe-a972-d1138fcb8f19,2025-02-13,6.1,baed02ba7e1f4d8d35865bd21300d72b
fdbaa572-5f90-4373-9f43-59f7c0504cfe,799e6cfb-1cc1-4a8d-b00d-1720b6be25b5,2025-05-11,4.9,fe1aee33bbca3d2fecfd5d2edefd450b
d02f07a4-9810-4d03-88a5-9a33312adc2e,799e6cfb-1cc1-4a8d-b00d-1720b6be25b5,2025-04-08,4.2,978465f6584f4bd51ace8da42458cdb5
6c967188-3eee-4fb6-bb0b-1e7e810dd1c4,799e6cfb-1cc1-4a8d-b00d-1720b6be25b5,2025-01-17,7.5,3e4813bbfa81bc8f0eb1647de032dd85
af97ce4b-e925-4d82-83c5-bdf125f0776b,d084fa7c-b9a5-4aee-9c65-0e45ff1a9833,2025-01-20,7.6,2956e711e3ba2d42c4f03c024b95d8a6
3035c202-823f-48ad-b9aa-894475299b7e,d084fa7c-b9a5-4aee-9c65-0e45ff1a9833,2025-03-18,6.0,ec36eb0bdb92cb5ab33ce75fbd878b62
3193337e-3484-4319-a744-6dd55c3f6e30,d084fa7c-b9a5-4aee-9c65-0e45ff1a9833,2025-04-11,4.5,66c05479d4d8b04eaa73c6b7008b91f9
42b8448c-b843-4047-bfd9-f9fc5556fde5,9f3c5eed-7ce9-4fd6-bb20-4520908fa408,2025-05-08,4.7,abee01d916c109829a91e10f9bff9217
ac17a479-dfa9-4cf0-bf9b-cbe486d5a4c2,9f3c5eed-7ce9-4fd6-bb20-4520908fa408,2025-02-08,10.0,1f49bdd2be2627f6cd900297b63cef63
d12e632b-58ef-4703-a6ac-c492a13d68f5,9f3c5eed-7ce9-4fd6-bb20-4520908fa408,2025-03-31,5.0,5abf09a3817b911f558357140fdeb566
96527d46-6849-4ce7-86d9-8e675b235e2e,49e3cecb-a217-4be3-8fd8-f91c568b53fd,2025-01-18,5.7,386a390909adb0787f508e41fdad1132
7b52f13c-bf53-4058-96ae-4137a5e997b4,49e3cecb-a217-4be3-8fd8-f91c568b53fd,2025-01-06,8.0,e14c3019f5473b2e43d708c917860b4c
14b0977d-2d28-4d49-88e2-bad0674e21c7,49e3cecb-a217-4be3-8fd8-f91c568b53fd,2025-02-17,8.2,d4a86a174cfe1e06a2d181cae50d067a
